"pli0083","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2009","in school","Rural Area","","","","","2"
"Min 1x per week","2009","inadequately","Urban Area","","","","","2"
"Min 1x per week","2009","inadequately","Rural Area","","","","","2"
"Min 1x per week","2009","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2009","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2009","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2009","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2009","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2009","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2009","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2009","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2009","higher education","Urban Area","","","","","2"
"Min 1x per week","2009","higher education","Rural Area","","","","","2"
"Never","2009","in school","Urban Area","","","","","5"
"Never","2009","in school","Rural Area","","","","","5"
"Never","2009","inadequately","Urban Area","","","","","5"
"Never","2009","inadequately","Rural Area","","","","","5"
"Never","2009","general elemantary","Urban Area","","","","","5"
"Never","2009","general elemantary","Rural Area","","","","","5"
"Never","2009","middle vocational","Urban Area","","","","","5"
"Never","2009","middle vocational","Rural Area","","","","","5"
"Never","2009","vocational + Abi","Urban Area","","","","","5"
"Never","2009","vocational + Abi","Rural Area","","","","","5"
"Never","2009","higher vocational","Urban Area","","","","","5"
"Never","2009","higher vocational","Rural Area","","","","","5"
"Never","2009","higher education","Urban Area","","","","","5"
"Never","2009","higher education","Rural Area","","","","","5"
"Rarely","2009","in school","Urban Area","","","","","4"
"Rarely","2009","in school","Rural Area","","","","","4"
"Rarely","2009","inadequately","Urban Area","","","","","4"
"Rarely","2009","inadequately","Rural Area","","","","","4"
"Rarely","2009","general elemantary","Urban Area","","","","","4"
"Rarely","2009","general elemantary","Rural Area","","","","","4"
"Rarely","2009","middle vocational","Urban Area","","","","","4"
"Rarely","2009","middle vocational","Rural Area","","","","","4"
"Rarely","2009","vocational + Abi","Urban Area","","","","","4"
"Rarely","2009","vocational + Abi","Rural Area","","","","","4"
"Rarely","2009","higher vocational","Urban Area","","","","","4"
"Rarely","2009","higher vocational","Rural Area","","","","","4"
"Rarely","2009","higher education","Urban Area","","","","","4"
"Rarely","2009","higher education","Rural Area","","","","","4"
"Daily","2010","in school","Urban Area","","","","","1"
"Daily","2010","in school","Rural Area","","","","","1"
"Daily","2010","inadequately","Urban Area","","","","","1"
"Daily","2010","inadequately","Rural Area","","","","","1"
"Daily","2010","general elemantary","Urban Area","","","","","1"
"Daily","2010","general elemantary","Rural Area","","","","","1"
"Daily","2010","middle vocational","Urban Area","","","","","1"
"Daily","2010","middle vocational","Rural Area","","","","","1"
"Daily","2010","vocational + Abi","Urban Area","","","","","1"
"Daily","2010","vocational + Abi","Rural Area","","","","","1"
"Daily","2010","higher vocational","Urban Area","","","","","1"
"Daily","2010","higher vocational","Rural Area","","","","","1"
"Daily","2010","higher education","Urban Area","","","","","1"
"Daily","2010","higher education","Rural Area","","","","","1"
"Min 1x per month","2010","in school","Urban Area","","","","","3"
"Min 1x per month","2010","in school","Rural Area","","","","","3"
"Min 1x per month","2010","inadequately","Urban Area","","","","","3"
"Min 1x per month","2010","inadequately","Rural Area","","","","","3"
"Min 1x per month","2010","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2010","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2010","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2010","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2010","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2010","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2010","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2010","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2010","higher education","Urban Area","","","","","3"
"Min 1x per month","2010","higher education","Rural Area","","","","","3"
"Min 1x per week","2010","in school","Urban Area","","","","","2"
"Min 1x per week","2010","in school","Rural Area","","","","","2"
"Min 1x per week","2010","inadequately","Urban Area","","","","","2"
"Min 1x per week","2010","inadequately","Rural Area","","","","","2"
"Min 1x per week","2010","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2010","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2010","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2010","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2010","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2010","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2010","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2010","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2010","higher education","Urban Area","","","","","2"
"Min 1x per week","2010","higher education","Rural Area","","","","","2"
"Never","2010","in school","Urban Area","","","","","5"
"Never","2010","in school","Rural Area","","","","","5"
"Never","2010","inadequately","Urban Area","","","","","5"
"Never","2010","inadequately","Rural Area","","","","","5"
"Never","2010","general elemantary","Urban Area","","","","","5"
"Never","2010","general elemantary","Rural Area","","","","","5"
"Never","2010","middle vocational","Urban Area","","","","","5"
"Never","2010","middle vocational","Rural Area","","","","","5"
"Never","2010","vocational + Abi","Urban Area","","","","","5"
"Never","2010","vocational + Abi","Rural Area","","","","","5"
"Never","2010","higher vocational","Urban Area","","","","","5"
"Never","2010","higher vocational","Rural Area","","","","","5"
"Never","2010","higher education","Urban Area","","","","","5"
"Never","2010","higher education","Rural Area","","","","","5"
"Rarely","2010","in school","Urban Area","","","","","4"
"Rarely","2010","in school","Rural Area","","","","","4"
"Rarely","2010","inadequately","Urban Area","","","","","4"
"Rarely","2010","inadequately","Rural Area","","","","","4"
"Rarely","2010","general elemantary","Urban Area","","","","","4"
"Rarely","2010","general elemantary","Rural Area","","","","","4"
"Rarely","2010","middle vocational","Urban Area","","","","","4"
"Rarely","2010","middle vocational","Rural Area","","","","","4"
"Rarely","2010","vocational + Abi","Urban Area","","","","","4"
"Rarely","2010","vocational + Abi","Rural Area","","","","","4"
"Rarely","2010","higher vocational","Urban Area","","","","","4"
"Rarely","2010","higher vocational","Rural Area","","","","","4"
"Rarely","2010","higher education","Urban Area","","","","","4"
"Rarely","2010","higher education","Rural Area","","","","","4"
"Daily","2011","in school","Urban Area","","","","","1"
"Daily","2011","in school","Rural Area","","","","","1"
"Daily","2011","inadequately","Urban Area","","","","","1"
"Daily","2011","inadequately","Rural Area","","","","","1"
"Daily","2011","general elemantary","Urban Area","","","","","1"
"Daily","2011","general elemantary","Rural Area","","","","","1"
"Daily","2011","middle vocational","Urban Area","","","","","1"
"Daily","2011","middle vocational","Rural Area","","","","","1"
"Daily","2011","vocational + Abi","Urban Area","","","","","1"
"Daily","2011","vocational + Abi","Rural Area","","","","","1"
"Daily","2011","higher vocational","Urban Area","","","","","1"
"Daily","2011","higher vocational","Rural Area","","","","","1"
"Daily","2011","higher education","Urban Area","","","","","1"
"Daily","2011","higher education","Rural Area","","","","","1"
"Min 1x per month","2011","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2011","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2011","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2011","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2011","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2011","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2011","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2011","higher education","Urban Area","","","","","3"
"Min 1x per month","2011","higher education","Rural Area","","","","","3"
"Min 1x per month","2011","in school","Urban Area","","","","","3"
"Min 1x per month","2011","in school","Rural Area","","","","","3"
"Min 1x per month","2011","inadequately","Urban Area","","","","","3"
"Min 1x per month","2011","inadequately","Rural Area","","","","","3"
"Min 1x per month","2011","general elemantary","Urban Area","","","","","3"
"Min 1x per week","2011","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2011","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2011","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2011","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2011","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2011","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2011","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2011","higher education","Urban Area","","","","","2"
"Min 1x per week","2011","higher education","Rural Area","","","","","2"
"Min 1x per week","2011","in school","Urban Area","","","","","2"
"Min 1x per week","2011","in school","Rural Area","","","","","2"
"Min 1x per week","2011","inadequately","Urban Area","","","","","2"
"Min 1x per week","2011","inadequately","Rural Area","","","","","2"
"Min 1x per week","2011","general elemantary","Urban Area","","","","","2"
"Never","2011","in school","Urban Area","","","","","5"
"Never","2011","in school","Rural Area","","","","","5"
"Never","2011","inadequately","Urban Area","","","","","5"
"Never","2011","inadequately","Rural Area","","","","","5"
"Never","2011","general elemantary","Urban Area","","","","","5"
"Never","2011","general elemantary","Rural Area","","","","","5"
"Never","2011","middle vocational","Urban Area","","","","","5"
"Never","2011","middle vocational","Rural Area","","","","","5"
"Never","2011","vocational + Abi","Urban Area","","","","","5"
"Never","2011","vocational + Abi","Rural Area","","","","","5"
"Never","2011","higher vocational","Urban Area","","","","","5"
"Never","2011","higher vocational","Rural Area","","","","","5"
"Never","2011","higher education","Urban Area","","","","","5"
"Never","2011","higher education","Rural Area","","","","","5"
"Rarely","2011","general elemantary","Rural Area","","","","","4"
"Rarely","2011","middle vocational","Urban Area","","","","","4"
"Rarely","2011","middle vocational","Rural Area","","","","","4"
"Rarely","2011","vocational + Abi","Urban Area","","","","","4"
"Rarely","2011","vocational + Abi","Rural Area","","","","","4"
"Rarely","2011","higher vocational","Urban Area","","","","","4"
"Rarely","2011","higher vocational","Rural Area","","","","","4"
"Rarely","2011","higher education","Urban Area","","","","","4"
"Rarely","2011","higher education","Rural Area","","","","","4"
"Rarely","2011","in school","Urban Area","","","","","4"
"Rarely","2011","in school","Rural Area","","","","","4"
"Rarely","2011","inadequately","Urban Area","","","","","4"
"Rarely","2011","inadequately","Rural Area","","","","","4"
"Rarely","2011","general elemantary","Urban Area","","","","","4"
"Daily","2012","in school","Urban Area","","","","","1"
"Daily","2012","in school","Rural Area","","","","","1"
"Daily","2012","inadequately","Urban Area","","","","","1"
"Daily","2012","inadequately","Rural Area","","","","","1"
"Daily","2012","general elemantary","Urban Area","","","","","1"
"Daily","2012","general elemantary","Rural Area","","","","","1"
"Daily","2012","middle vocational","Urban Area","","","","","1"
"Daily","2012","middle vocational","Rural Area","","","","","1"
"Daily","2012","vocational + Abi","Urban Area","","","","","1"
"Daily","2012","vocational + Abi","Rural Area","","","","","1"
"Daily","2012","higher vocational","Urban Area","","","","","1"
"Daily","2012","higher vocational","Rural Area","","","","","1"
"Daily","2012","higher education","Urban Area","","","","","1"
"Daily","2012","higher education","Rural Area","","","","","1"
"Min 1x per month","2012","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2012","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2012","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2012","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2012","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2012","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2012","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2012","higher education","Urban Area","","","","","3"
"Min 1x per month","2012","higher education","Rural Area","","","","","3"
"Min 1x per month","2012","in school","Urban Area","","","","","3"
"Min 1x per month","2012","in school","Rural Area","","","","","3"
"Min 1x per month","2012","inadequately","Urban Area","","","","","3"
"Min 1x per month","2012","inadequately","Rural Area","","","","","3"
"Min 1x per month","2012","general elemantary","Urban Area","","","","","3"
"Min 1x per week","2012","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2012","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2012","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2012","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2012","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2012","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2012","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2012","higher education","Urban Area","","","","","2"
"Min 1x per week","2012","higher education","Rural Area","","","","","2"
"Min 1x per week","2012","in school","Urban Area","","","","","2"
"Min 1x per week","2012","in school","Rural Area","","","","","2"
"Min 1x per week","2012","inadequately","Urban Area","","","","","2"
"Min 1x per week","2012","inadequately","Rural Area","","","","","2"
"Min 1x per week","2012","general elemantary","Urban Area","","","","","2"
"Never","2012","in school","Urban Area","","","","","5"
"Never","2012","in school","Rural Area","","","","","5"
"Never","2012","inadequately","Urban Area","","","","","5"
"Never","2012","inadequately","Rural Area","","","","","5"
"Never","2012","general elemantary","Urban Area","","","","","5"
"Never","2012","general elemantary","Rural Area","","","","","5"
"Never","2012","middle vocational","Urban Area","","","","","5"
"Never","2012","middle vocational","Rural Area","","","","","5"
"Never","2012","vocational + Abi","Urban Area","","","","","5"
"Never","2012","vocational + Abi","Rural Area","","","","","5"
"Never","2012","higher vocational","Urban Area","","","","","5"
"Never","2012","higher vocational","Rural Area","","","","","5"
"Never","2012","higher education","Urban Area","","","","","5"
"Never","2012","higher education","Rural Area","","","","","5"
"Rarely","2012","general elemantary","Rural Area","","","","","4"
"Rarely","2012","middle vocational","Urban Area","","","","","4"
"Rarely","2012","middle vocational","Rural Area","","","","","4"
"Rarely","2012","vocational + Abi","Urban Area","","","","","4"
"Rarely","2012","vocational + Abi","Rural Area","","","","","4"
"Rarely","2012","higher vocational","Urban Area","","","","","4"
"Rarely","2012","higher vocational","Rural Area","","","","","4"
"Rarely","2012","higher education","Urban Area","","","","","4"
"Rarely","2012","higher education","Rural Area","","","","","4"
"Rarely","2012","in school","Urban Area","","","","","4"
"Rarely","2012","in school","Rural Area","","","","","4"
"Rarely","2012","inadequately","Urban Area","","","","","4"
"Rarely","2012","inadequately","Rural Area","","","","","4"
"Rarely","2012","general elemantary","Urban Area","","","","","4"
"Daily","2013","in school","Urban Area","199","0.696290642584872","0.64493394389999","0.747647341269754","1"
"Daily","2013","in school","Rural Area","86","0.643115200187578","0.562892694960581","0.723337705414575","1"
"Daily","2013","inadequately","Urban Area","185","0.83635584899092","0.786789492369728","0.885922205612111","1"
"Daily","2013","inadequately","Rural Area","109","0.926009665824786","0.878375962133645","0.973643369515927","1"
"Daily","2013","general elemantary","Urban Area","1438","0.880271924676301","0.864839646034041","0.89570420331856","1"
"Daily","2013","general elemantary","Rural Area","787","0.882306422975784","0.861276827250128","0.90333601870144","1"
"Daily","2013","middle vocational","Urban Area","6028","0.830770019812396","0.822217172549685","0.839322867075108","1"
"Daily","2013","middle vocational","Rural Area","4161","0.822725299970468","0.812196441736621","0.833254158204315","1"
"Daily","2013","vocational + Abi","Urban Area","925","0.748150735740799","0.724463295438891","0.771838176042706","1"
"Daily","2013","vocational + Abi","Rural Area","396","0.799522647142606","0.764001562005673","0.835043732279538","1"
"Daily","2013","higher vocational","Urban Area","751","0.754038538736725","0.727413186374638","0.780663891098812","1"
"Daily","2013","higher vocational","Rural Area","537","0.814728403322665","0.785440681310169","0.844016125335162","1"
"Daily","2013","higher education","Urban Area","2778","0.673606184278673","0.659425491788562","0.687786876768784","1"
"Daily","2013","higher education","Rural Area","1192","0.764026842790925","0.743439150191286","0.784614535390564","1"
"Min 1x per month","2013","in school","Urban Area","10","","","","3"
"Min 1x per month","2013","in school","Rural Area","7","","","","3"
"Min 1x per month","2013","inadequately","Urban Area","1","","","","3"
"Min 1x per month","2013","inadequately","Rural Area","","","","","3"
"Min 1x per month","2013","general elemantary","Urban Area","22","","","","3"
"Min 1x per month","2013","general elemantary","Rural Area","9","","","","3"
"Min 1x per month","2013","middle vocational","Urban Area","136","0.0166884140003938","0.0137663833474741","0.0196104446533134","3"
"Min 1x per month","2013","middle vocational","Rural Area","84","0.0206428446463841","0.0167228471046981","0.0245628421880701","3"
"Min 1x per month","2013","vocational + Abi","Urban Area","28","","","","3"
"Min 1x per month","2013","vocational + Abi","Rural Area","3","","","","3"
"Min 1x per month","2013","higher vocational","Urban Area","25","","","","3"
"Min 1x per month","2013","higher vocational","Rural Area","23","","","","3"
"Min 1x per month","2013","higher education","Urban Area","157","0.0338085710356499","0.0283425859335305","0.0392745561377693","3"
"Min 1x per month","2013","higher education","Rural Area","54","0.030974444569923","0.0225742094132956","0.0393746797265503","3"
"Min 1x per week","2013","in school","Urban Area","83","0.240987317664037","0.193224015677414","0.28875061965066","2"
"Min 1x per week","2013","in school","Rural Area","39","0.232350908647494","0.161631053063647","0.303070764231341","2"
"Min 1x per week","2013","inadequately","Urban Area","17","","","","2"
"Min 1x per week","2013","inadequately","Rural Area","4","","","","2"
"Min 1x per week","2013","general elemantary","Urban Area","171","0.0762738264491469","0.0636560443778844","0.0888916085204095","2"
"Min 1x per week","2013","general elemantary","Rural Area","72","0.0671725254408735","0.0508366909391234","0.0835083599426236","2"
"Min 1x per week","2013","middle vocational","Urban Area","923","0.112475054856091","0.105268129104607","0.119681980607575","2"
"Min 1x per week","2013","middle vocational","Rural Area","608","0.118427587904696","0.109519470963654","0.127335704845738","2"
"Min 1x per week","2013","vocational + Abi","Urban Area","288","0.217352152225412","0.194845111022225","0.239859193428599","2"
"Min 1x per week","2013","vocational + Abi","Rural Area","73","0.163282687844607","0.130488443525372","0.196076932163843","2"
"Min 1x per week","2013","higher vocational","Urban Area","182","0.163575596286052","0.140707097087238","0.186444095484866","2"
"Min 1x per week","2013","higher vocational","Rural Area","89","0.12510822754501","0.100168319669809","0.150048135420211","2"
"Min 1x per week","2013","higher education","Urban Area","1035","0.240036142739248","0.227119244605079","0.252953040873417","2"
"Min 1x per week","2013","higher education","Rural Area","308","0.156821714992711","0.139190393234226","0.174453036751196","2"
"Never","2013","in school","Urban Area","5","","","","5"
"Never","2013","in school","Rural Area","1","","","","5"
"Never","2013","inadequately","Urban Area","3","","","","5"
"Never","2013","inadequately","Rural Area","2","","","","5"
"Never","2013","general elemantary","Urban Area","27","","","","5"
"Never","2013","general elemantary","Rural Area","9","","","","5"
"Never","2013","middle vocational","Urban Area","80","0.011888773349262","0.00941646237037956","0.0143610843281444","5"
"Never","2013","middle vocational","Rural Area","39","0.0102141708684776","0.00744211073271603","0.0129862310042392","5"
"Never","2013","vocational + Abi","Urban Area","12","","","","5"
"Never","2013","vocational + Abi","Rural Area","6","","","","5"
"Never","2013","higher vocational","Urban Area","8","","","","5"
"Never","2013","higher vocational","Rural Area","11","","","","5"
"Never","2013","higher education","Urban Area","71","0.0192719988193171","0.0151142225743767","0.0234297750642574","5"
"Never","2013","higher education","Rural Area","16","","","","5"
"Rarely","2013","in school","Urban Area","11","","","","4"
"Rarely","2013","in school","Rural Area","4","","","","4"
"Rarely","2013","inadequately","Urban Area","8","","","","4"
"Rarely","2013","inadequately","Rural Area","1","","","","4"
"Rarely","2013","general elemantary","Urban Area","42","0.0195720995013457","0.0129871845722501","0.0261570144304414","4"
"Rarely","2013","general elemantary","Rural Area","25","","","","4"
"Rarely","2013","middle vocational","Urban Area","216","0.0281777379818576","0.0244030753501196","0.0319524006135956","4"
"Rarely","2013","middle vocational","Rural Area","162","0.0279900966099741","0.0234426457383949","0.0325375474815533","4"
"Rarely","2013","vocational + Abi","Urban Area","37","0.0199281770098963","0.0123018403390135","0.027554513680779","4"
"Rarely","2013","vocational + Abi","Rural Area","10","","","","4"
"Rarely","2013","higher vocational","Urban Area","39","0.0324885099154143","0.0215273119285442","0.0434497079022844","4"
"Rarely","2013","higher vocational","Rural Area","16","","","","4"
"Rarely","2013","higher education","Urban Area","159","0.0332771031271124","0.0278527593658023","0.0387014468884225","4"
"Rarely","2013","higher education","Rural Area","64","0.0376758079437218","0.0284434198131803","0.0469081960742633","4"
"Daily","2014","in school","Urban Area","","","","","1"
"Daily","2014","in school","Rural Area","","","","","1"
"Daily","2014","inadequately","Urban Area","","","","","1"
"Daily","2014","inadequately","Rural Area","","","","","1"
"Daily","2014","general elemantary","Urban Area","","","","","1"
"Daily","2014","general elemantary","Rural Area","","","","","1"
"Daily","2014","middle vocational","Urban Area","","","","","1"
"Daily","2014","middle vocational","Rural Area","","","","","1"
"Daily","2014","vocational + Abi","Urban Area","","","","","1"
"Daily","2014","vocational + Abi","Rural Area","","","","","1"
"Daily","2014","higher vocational","Urban Area","","","","","1"
"Daily","2014","higher vocational","Rural Area","","","","","1"
"Daily","2014","higher education","Urban Area","","","","","1"
"Daily","2014","higher education","Rural Area","","","","","1"
"Min 1x per month","2014","in school","Urban Area","","","","","3"
"Min 1x per month","2014","in school","Rural Area","","","","","3"
"Min 1x per month","2014","inadequately","Urban Area","","","","","3"
"Min 1x per month","2014","inadequately","Rural Area","","","","","3"
"Min 1x per month","2014","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2014","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2014","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2014","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2014","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2014","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2014","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2014","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2014","higher education","Urban Area","","","","","3"
"Min 1x per month","2014","higher education","Rural Area","","","","","3"
"Min 1x per week","2014","in school","Urban Area","","","","","2"
"Min 1x per week","2014","in school","Rural Area","","","","","2"
"Min 1x per week","2014","inadequately","Urban Area","","","","","2"
"Min 1x per week","2014","inadequately","Rural Area","","","","","2"
"Min 1x per week","2014","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2014","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2014","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2014","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2014","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2014","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2014","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2014","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2014","higher education","Urban Area","","","","","2"
"Min 1x per week","2014","higher education","Rural Area","","","","","2"
"Never","2014","in school","Urban Area","","","","","5"
"Never","2014","in school","Rural Area","","","","","5"
"Never","2014","inadequately","Urban Area","","","","","5"
"Never","2014","inadequately","Rural Area","","","","","5"
"Never","2014","general elemantary","Urban Area","","","","","5"
"Never","2014","general elemantary","Rural Area","","","","","5"
"Never","2014","middle vocational","Urban Area","","","","","5"
"Never","2014","middle vocational","Rural Area","","","","","5"
"Never","2014","vocational + Abi","Urban Area","","","","","5"
"Never","2014","vocational + Abi","Rural Area","","","","","5"
"Never","2014","higher vocational","Urban Area","","","","","5"
"Never","2014","higher vocational","Rural Area","","","","","5"
"Never","2014","higher education","Urban Area","","","","","5"
"Never","2014","higher education","Rural Area","","","","","5"
"Rarely","2014","in school","Urban Area","","","","","4"
"Rarely","2014","in school","Rural Area","","","","","4"
"Rarely","2014","inadequately","Urban Area","","","","","4"
"Rarely","2014","inadequately","Rural Area","","","","","4"
"Rarely","2014","general elemantary","Urban Area","","","","","4"
"Rarely","2014","general elemantary","Rural Area","","","","","4"
"Rarely","2014","middle vocational","Urban Area","","","","","4"
"Rarely","2014","middle vocational","Rural Area","","","","","4"
"Rarely","2014","vocational + Abi","Urban Area","","","","","4"
"Rarely","2014","vocational + Abi","Rural Area","","","","","4"
"Rarely","2014","higher vocational","Urban Area","","","","","4"
"Rarely","2014","higher vocational","Rural Area","","","","","4"
"Rarely","2014","higher education","Urban Area","","","","","4"
"Rarely","2014","higher education","Rural Area","","","","","4"
"Daily","2015","in school","Urban Area","","","","","1"
"Daily","2015","in school","Rural Area","","","","","1"
"Daily","2015","inadequately","Urban Area","","","","","1"
"Daily","2015","inadequately","Rural Area","","","","","1"
"Daily","2015","general elemantary","Urban Area","","","","","1"
"Daily","2015","general elemantary","Rural Area","","","","","1"
"Daily","2015","middle vocational","Urban Area","","","","","1"
"Daily","2015","middle vocational","Rural Area","","","","","1"
"Daily","2015","vocational + Abi","Urban Area","","","","","1"
"Daily","2015","vocational + Abi","Rural Area","","","","","1"
"Daily","2015","higher vocational","Urban Area","","","","","1"
"Daily","2015","higher vocational","Rural Area","","","","","1"
"Daily","2015","higher education","Urban Area","","","","","1"
"Daily","2015","higher education","Rural Area","","","","","1"
"Min 1x per month","2015","in school","Urban Area","","","","","3"
"Min 1x per month","2015","in school","Rural Area","","","","","3"
"Min 1x per month","2015","inadequately","Urban Area","","","","","3"
"Min 1x per month","2015","inadequately","Rural Area","","","","","3"
"Min 1x per month","2015","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2015","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2015","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2015","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2015","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2015","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2015","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2015","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2015","higher education","Urban Area","","","","","3"
"Min 1x per month","2015","higher education","Rural Area","","","","","3"
"Min 1x per week","2015","in school","Urban Area","","","","","2"
"Min 1x per week","2015","in school","Rural Area","","","","","2"
"Min 1x per week","2015","inadequately","Urban Area","","","","","2"
"Min 1x per week","2015","inadequately","Rural Area","","","","","2"
"Min 1x per week","2015","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2015","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2015","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2015","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2015","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2015","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2015","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2015","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2015","higher education","Urban Area","","","","","2"
"Min 1x per week","2015","higher education","Rural Area","","","","","2"
"Never","2015","in school","Urban Area","","","","","5"
"Never","2015","in school","Rural Area","","","","","5"
"Never","2015","inadequately","Urban Area","","","","","5"
"Never","2015","inadequately","Rural Area","","","","","5"
"Never","2015","general elemantary","Urban Area","","","","","5"
"Never","2015","general elemantary","Rural Area","","","","","5"
"Never","2015","middle vocational","Urban Area","","","","","5"
"Never","2015","middle vocational","Rural Area","","","","","5"
"Never","2015","vocational + Abi","Urban Area","","","","","5"
"Never","2015","vocational + Abi","Rural Area","","","","","5"
"Never","2015","higher vocational","Urban Area","","","","","5"
"Never","2015","higher vocational","Rural Area","","","","","5"
"Never","2015","higher education","Urban Area","","","","","5"
"Never","2015","higher education","Rural Area","","","","","5"
"Rarely","2015","in school","Urban Area","","","","","4"
"Rarely","2015","in school","Rural Area","","","","","4"
"Rarely","2015","inadequately","Urban Area","","","","","4"
"Rarely","2015","inadequately","Rural Area","","","","","4"
"Rarely","2015","general elemantary","Urban Area","","","","","4"
"Rarely","2015","general elemantary","Rural Area","","","","","4"
"Rarely","2015","middle vocational","Urban Area","","","","","4"
"Rarely","2015","middle vocational","Rural Area","","","","","4"
"Rarely","2015","vocational + Abi","Urban Area","","","","","4"
"Rarely","2015","vocational + Abi","Rural Area","","","","","4"
"Rarely","2015","higher vocational","Urban Area","","","","","4"
"Rarely","2015","higher vocational","Rural Area","","","","","4"
"Rarely","2015","higher education","Urban Area","","","","","4"
"Rarely","2015","higher education","Rural Area","","","","","4"
"Daily","2016","in school","Urban Area","","","","","1"
"Daily","2016","in school","Rural Area","","","","","1"
"Daily","2016","inadequately","Urban Area","","","","","1"
