"hlf0001_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Nursing Home/Retirement Community","2015","direct migration background","vocational + Abi","1","","",""
"Nursing Home/Retirement Community","2015","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2015","direct migration background","higher education","2","","",""
"Nursing Home/Retirement Community","2015","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","2015","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2015","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2015","indirect migration background","middle vocational","1","","",""
"Nursing Home/Retirement Community","2015","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2015","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2015","indirect migration background","higher education","","","",""
"Tenant","2015","no migration background","in school","","","",""
"Tenant","2015","no migration background","inadequately","","","",""
"Tenant","2015","no migration background","general elemantary","","","",""
"Tenant","2015","no migration background","middle vocational","","","",""
"Tenant","2015","no migration background","vocational + Abi","","","",""
"Tenant","2015","no migration background","higher vocational","","","",""
"Tenant","2015","no migration background","higher education","","","",""
"Tenant","2015","direct migration background","in school","","","",""
"Tenant","2015","direct migration background","inadequately","","","",""
"Tenant","2015","direct migration background","general elemantary","","","",""
"Tenant","2015","direct migration background","middle vocational","","","",""
"Tenant","2015","direct migration background","vocational + Abi","","","",""
"Tenant","2015","direct migration background","higher vocational","","","",""
"Tenant","2015","direct migration background","higher education","","","",""
"Tenant","2015","indirect migration background","in school","","","",""
"Tenant","2015","indirect migration background","inadequately","","","",""
"Tenant","2015","indirect migration background","general elemantary","","","",""
"Tenant","2015","indirect migration background","middle vocational","","","",""
"Tenant","2015","indirect migration background","vocational + Abi","","","",""
"Tenant","2015","indirect migration background","higher vocational","","","",""
"Tenant","2015","indirect migration background","higher education","","","",""
"Main Tenant","2016","no migration background","in school","176","0.318713687874169","0.277622394976543","0.359804980771795"
"Main Tenant","2016","no migration background","inadequately","117","0.79771239964578","0.730690559054086","0.864734240237474"
"Main Tenant","2016","no migration background","general elemantary","901","0.495087744207863","0.470627566006896","0.519547922408831"
"Main Tenant","2016","no migration background","middle vocational","3996","0.440104298581656","0.429754615883438","0.450453981279874"
"Main Tenant","2016","no migration background","vocational + Abi","518","0.440745662695951","0.412478148436954","0.469013176954949"
"Main Tenant","2016","no migration background","higher vocational","418","0.372757412977982","0.346079655095627","0.399435170860337"
"Main Tenant","2016","no migration background","higher education","1656","0.411918749321756","0.397462814206852","0.426374684436661"
"Main Tenant","2016","direct migration background","in school","53","0.885223802541335","0.807734122005849","0.962713483076822"
"Main Tenant","2016","direct migration background","inadequately","206","0.783235547052696","0.7318501352587","0.834620958846691"
"Main Tenant","2016","direct migration background","general elemantary","597","0.681623480008455","0.649522623743268","0.713724336273641"
"Main Tenant","2016","direct migration background","middle vocational","1092","0.632923239105521","0.609342113093729","0.656504365117312"
"Main Tenant","2016","direct migration background","vocational + Abi","525","0.681404532050476","0.647720294056948","0.715088770044004"
"Main Tenant","2016","direct migration background","higher vocational","43","0.61526910898645","0.51530629355254","0.71523192442036"
"Main Tenant","2016","direct migration background","higher education","812","0.647202880749996","0.620628079260944","0.673777682239048"
"Main Tenant","2016","indirect migration background","in school","93","0.597503782078617","0.521753128509168","0.673254435648067"
"Main Tenant","2016","indirect migration background","inadequately","28","","",""
"Main Tenant","2016","indirect migration background","general elemantary","243","0.657315215751316","0.606263152021507","0.708367279481125"
"Main Tenant","2016","indirect migration background","middle vocational","409","0.640720071058678","0.603721711000614","0.677718431116741"
"Main Tenant","2016","indirect migration background","vocational + Abi","58","0.459968577032481","0.368075569293223","0.551861584771738"
"Main Tenant","2016","indirect migration background","higher vocational","26","","",""
"Main Tenant","2016","indirect migration background","higher education","121","0.598263480824776","0.535848215515741","0.660678746133811"
"Sub-Tenant","2016","no migration background","in school","1","","",""
"Sub-Tenant","2016","no migration background","inadequately","3","","",""
"Sub-Tenant","2016","no migration background","general elemantary","33","0.0369083825406881","0.0276846461894015","0.0461321188919746"
"Sub-Tenant","2016","no migration background","middle vocational","123","0.0193641405978581","0.0164910543571645","0.0222372268385517"
"Sub-Tenant","2016","no migration background","vocational + Abi","13","","",""
"Sub-Tenant","2016","no migration background","higher vocational","22","","",""
"Sub-Tenant","2016","no migration background","higher education","43","0.0144693836365832","0.0109620117262246","0.0179767555469419"
"Sub-Tenant","2016","direct migration background","in school","1","","",""
"Sub-Tenant","2016","direct migration background","inadequately","","","",""
"Sub-Tenant","2016","direct migration background","general elemantary","10","","",""
"Sub-Tenant","2016","direct migration background","middle vocational","26","","",""
"Sub-Tenant","2016","direct migration background","vocational + Abi","17","","",""
"Sub-Tenant","2016","direct migration background","higher vocational","","","",""
"Sub-Tenant","2016","direct migration background","higher education","23","","",""
"Sub-Tenant","2016","indirect migration background","in school","1","","",""
"Sub-Tenant","2016","indirect migration background","inadequately","1","","",""
"Sub-Tenant","2016","indirect migration background","general elemantary","2","","",""
"Sub-Tenant","2016","indirect migration background","middle vocational","19","","",""
"Sub-Tenant","2016","indirect migration background","vocational + Abi","4","","",""
"Sub-Tenant","2016","indirect migration background","higher vocational","","","",""
"Sub-Tenant","2016","indirect migration background","higher education","4","","",""
"Owner","2016","no migration background","in school","317","0.680832494919843","0.639725655282743","0.721939334556942"
"Owner","2016","no migration background","inadequately","18","","",""
"Owner","2016","no migration background","general elemantary","660","0.454454560220802","0.430094897523324","0.478814222918281"
"Owner","2016","no migration background","middle vocational","4698","0.53699786949566","0.526601697891217","0.547394041100104"
"Owner","2016","no migration background","vocational + Abi","653","0.540206112708367","0.51183017255238","0.568582052864353"
"Owner","2016","no migration background","higher vocational","819","0.599955449936038","0.572926318255177","0.626984581616898"
"Owner","2016","no migration background","higher education","2747","0.571973140523265","0.55744048188767","0.586505799158859"
"Owner","2016","direct migration background","in school","11","","",""
"Owner","2016","direct migration background","inadequately","40","0.18933324999234","0.14047541262279","0.238191087361891"
"Owner","2016","direct migration background","general elemantary","201","0.305862455548486","0.274111289208388","0.337613621888585"
"Owner","2016","direct migration background","middle vocational","487","0.350715964190354","0.327370328581978","0.374061599798729"
"Owner","2016","direct migration background","vocational + Abi","192","0.277369207865374","0.245003003180104","0.309735412550644"
"Owner","2016","direct migration background","higher vocational","48","0.38473089101355","0.28476807557964","0.48469370644746"
"Owner","2016","direct migration background","higher education","406","0.333366252163236","0.307148723152649","0.359583781173823"
"Owner","2016","indirect migration background","in school","67","0.390275220545169","0.314924473121234","0.465625967969103"
"Owner","2016","indirect migration background","inadequately","4","","",""
"Owner","2016","indirect migration background","general elemantary","87","0.339582718796714","0.288642470887651","0.390522966705777"
"Owner","2016","indirect migration background","middle vocational","218","0.294688427721379","0.259532069776218","0.329844785666539"
"Owner","2016","indirect migration background","vocational + Abi","51","0.506029795339953","0.413847548198241","0.598212042481666"
"Owner","2016","indirect migration background","higher vocational","35","0.60548438053727","0.482834608092991","0.728134152981549"
"Owner","2016","indirect migration background","higher education","112","0.381482435191783","0.319639910686612","0.443324959696955"
"Nursing Home/Retirement Community","2016","no migration background","in school","","","",""
"Nursing Home/Retirement Community","2016","no migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2016","no migration background","general elemantary","11","","",""
"Nursing Home/Retirement Community","2016","no migration background","middle vocational","20","","",""
"Nursing Home/Retirement Community","2016","no migration background","vocational + Abi","1","","",""
"Nursing Home/Retirement Community","2016","no migration background","higher vocational","3","","",""
"Nursing Home/Retirement Community","2016","no migration background","higher education","7","","",""
"Nursing Home/Retirement Community","2016","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","2016","direct migration background","inadequately","1","","",""
"Nursing Home/Retirement Community","2016","direct migration background","general elemantary","1","","",""
"Nursing Home/Retirement Community","2016","direct migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2016","direct migration background","vocational + Abi","1","","",""
"Nursing Home/Retirement Community","2016","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2016","direct migration background","higher education","1","","",""
"Nursing Home/Retirement Community","2016","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","2016","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2016","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2016","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2016","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2016","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2016","indirect migration background","higher education","","","",""
"Tenant","2016","no migration background","in school","","","",""
"Tenant","2016","no migration background","inadequately","","","",""
"Tenant","2016","no migration background","general elemantary","","","",""
"Tenant","2016","no migration background","middle vocational","","","",""
"Tenant","2016","no migration background","vocational + Abi","","","",""
"Tenant","2016","no migration background","higher vocational","","","",""
"Tenant","2016","no migration background","higher education","","","",""
"Tenant","2016","direct migration background","in school","","","",""
"Tenant","2016","direct migration background","inadequately","","","",""
"Tenant","2016","direct migration background","general elemantary","","","",""
"Tenant","2016","direct migration background","middle vocational","","","",""
"Tenant","2016","direct migration background","vocational + Abi","","","",""
"Tenant","2016","direct migration background","higher vocational","","","",""
"Tenant","2016","direct migration background","higher education","","","",""
"Tenant","2016","indirect migration background","in school","","","",""
"Tenant","2016","indirect migration background","inadequately","","","",""
"Tenant","2016","indirect migration background","general elemantary","","","",""
"Tenant","2016","indirect migration background","middle vocational","","","",""
"Tenant","2016","indirect migration background","vocational + Abi","","","",""
"Tenant","2016","indirect migration background","higher vocational","","","",""
"Tenant","2016","indirect migration background","higher education","","","",""
"Main Tenant","2017","no migration background","in school","187","0.281258960378902","0.243511368994029","0.319006551763776"
"Main Tenant","2017","no migration background","inadequately","134","0.743196664718979","0.677331323710734","0.809062005727224"
"Main Tenant","2017","no migration background","general elemantary","1026","0.513559699568738","0.490546381685276","0.536573017452201"
"Main Tenant","2017","no migration background","middle vocational","4431","0.439604806634081","0.429814868518287","0.449394744749874"
"Main Tenant","2017","no migration background","vocational + Abi","645","0.46614185598805","0.440394214848333","0.491889497127766"
"Main Tenant","2017","no migration background","higher vocational","458","0.346323806525304","0.321364765824322","0.371282847226286"
"Main Tenant","2017","no migration background","higher education","1870","0.402490879460511","0.389001412133954","0.415980346787067"
"Main Tenant","2017","direct migration background","in school","63","0.806656145673652","0.718447300182915","0.894864991164388"
"Main Tenant","2017","direct migration background","inadequately","1133","0.825028582360285","0.803760863609347","0.846296301111224"
"Main Tenant","2017","direct migration background","general elemantary","1117","0.680233513552285","0.655373278525056","0.705093748579514"
"Main Tenant","2017","direct migration background","middle vocational","1469","0.622983218517779","0.601895694882508","0.644070742153049"
"Main Tenant","2017","direct migration background","vocational + Abi","526","0.652402762571164","0.617667103303129","0.6871384218392"
"Main Tenant","2017","direct migration background","higher vocational","46","0.6487470193896","0.550668231101645","0.746825807677554"
"Main Tenant","2017","direct migration background","higher education","1231","0.628933881323571","0.60588134600138","0.651986416645762"
"Main Tenant","2017","indirect migration background","in school","108","0.522628104964803","0.45215973265759","0.593096477272017"
"Main Tenant","2017","indirect migration background","inadequately","36","0.970714192482705","0.917797818274538","1.02363056669087"
"Main Tenant","2017","indirect migration background","general elemantary","223","0.689960587429618","0.637623679851553","0.742297495007683"
"Main Tenant","2017","indirect migration background","middle vocational","451","0.62217699687939","0.586811426628074","0.657542567130705"
"Main Tenant","2017","indirect migration background","vocational + Abi","73","0.573846736628013","0.4888392291692","0.658854244086825"
"Main Tenant","2017","indirect migration background","higher vocational","24","","",""
"Main Tenant","2017","indirect migration background","higher education","151","0.641136090818846","0.585349615187354","0.696922566450338"
"Sub-Tenant","2017","no migration background","in school","4","","",""
"Sub-Tenant","2017","no migration background","inadequately","5","","",""
"Sub-Tenant","2017","no migration background","general elemantary","37","0.0337035908462819","0.0253943324588969","0.0420128492336669"
"Sub-Tenant","2017","no migration background","middle vocational","168","0.0193817188932165","0.0166624780959514","0.0221009596904816"
"Sub-Tenant","2017","no migration background","vocational + Abi","19","","",""
"Sub-Tenant","2017","no migration background","higher vocational","19","","",""
"Sub-Tenant","2017","no migration background","higher education","75","0.0239759270348714","0.0197680554449878","0.0281837986247551"
"Sub-Tenant","2017","direct migration background","in school","1","","",""
"Sub-Tenant","2017","direct migration background","inadequately","55","0.0422769139079474","0.0310133851336077","0.0535404426822871"
"Sub-Tenant","2017","direct migration background","general elemantary","40","0.0228234196823514","0.0148629878399509","0.0307838515247519"
"Sub-Tenant","2017","direct migration background","middle vocational","56","0.0194914597673322","0.0134761923294833","0.0255067272051811"
"Sub-Tenant","2017","direct migration background","vocational + Abi","20","","",""
"Sub-Tenant","2017","direct migration background","higher vocational","","","",""
"Sub-Tenant","2017","direct migration background","higher education","37","0.0216408614720677","0.0146973848883423","0.0285843380557931"
"Sub-Tenant","2017","indirect migration background","in school","","","",""
"Sub-Tenant","2017","indirect migration background","inadequately","","","",""
"Sub-Tenant","2017","indirect migration background","general elemantary","3","","",""
"Sub-Tenant","2017","indirect migration background","middle vocational","21","","",""
"Sub-Tenant","2017","indirect migration background","vocational + Abi","2","","",""
"Sub-Tenant","2017","indirect migration background","higher vocational","","","",""
"Sub-Tenant","2017","indirect migration background","higher education","7","","",""
"Owner","2017","no migration background","in school","354","0.699256750769234","0.660756273117611","0.737757228420857"
"Owner","2017","no migration background","inadequately","30","0.215010643312015","0.153071299201264","0.276949987422767"
"Owner","2017","no migration background","general elemantary","735","0.437079391074169","0.414240619891492","0.459918162256845"
"Owner","2017","no migration background","middle vocational","5253","0.53767206726386","0.527837951107917","0.547506183419803"
"Owner","2017","no migration background","vocational + Abi","777","0.517333491196478","0.491542125418856","0.5431248569741"
"Owner","2017","no migration background","higher vocational","915","0.633776397004453","0.608503991695519","0.659048802313387"
"Owner","2017","no migration background","higher education","3122","0.571402201805727","0.557789622218813","0.585014781392641"
"Owner","2017","direct migration background","in school","13","","",""
"Owner","2017","direct migration background","inadequately","37","0.121189654393926","0.102921982195566","0.139457326592285"
"Owner","2017","direct migration background","general elemantary","194","0.295072096113813","0.270761468712054","0.319382723515572"
"Owner","2017","direct migration background","middle vocational","503","0.356621333834902","0.335779110008193","0.377463557661611"
"Owner","2017","direct migration background","vocational + Abi","175","0.30967321605913","0.275947694367686","0.343398737750574"
"Owner","2017","direct migration background","higher vocational","45","0.3512529806104","0.253174192322446","0.449331768898355"
"Owner","2017","direct migration background","higher education","417","0.344139471808909","0.321468844323223","0.366810099294594"
"Owner","2017","indirect migration background","in school","85","0.477371895035196","0.406903522727983","0.54784026734241"
"Owner","2017","indirect migration background","inadequately","3","","",""
"Owner","2017","indirect migration background","general elemantary","74","0.301389168959498","0.249465073291668","0.353313264627327"
"Owner","2017","indirect migration background","middle vocational","250","0.340372485030324","0.305809909600845","0.374935060459802"
"Owner","2017","indirect migration background","vocational + Abi","55","0.371323200886613","0.288268125976069","0.454378275797157"
"Owner","2017","indirect migration background","higher vocational","35","0.719758730707163","0.605159526543582","0.834357934870744"
"Owner","2017","indirect migration background","higher education","126","0.329872334359966","0.275190806366086","0.384553862353847"
"Nursing Home/Retirement Community","2017","no migration background","in school","","","",""
"Nursing Home/Retirement Community","2017","no migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2017","no migration background","general elemantary","14","","",""
"Nursing Home/Retirement Community","2017","no migration background","middle vocational","22","","",""
"Nursing Home/Retirement Community","2017","no migration background","vocational + Abi","1","","",""
"Nursing Home/Retirement Community","2017","no migration background","higher vocational","4","","",""
"Nursing Home/Retirement Community","2017","no migration background","higher education","10","","",""
"Nursing Home/Retirement Community","2017","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","2017","direct migration background","inadequately","1","","",""
"Nursing Home/Retirement Community","2017","direct migration background","general elemantary","1","","",""
"Nursing Home/Retirement Community","2017","direct migration background","middle vocational","1","","",""
"Nursing Home/Retirement Community","2017","direct migration background","vocational + Abi","1","","",""
"Nursing Home/Retirement Community","2017","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2017","direct migration background","higher education","2","","",""
"Nursing Home/Retirement Community","2017","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","2017","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2017","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2017","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2017","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2017","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2017","indirect migration background","higher education","","","",""
"Tenant","2017","no migration background","in school","","","",""
"Tenant","2017","no migration background","inadequately","","","",""
"Tenant","2017","no migration background","general elemantary","","","",""
"Tenant","2017","no migration background","middle vocational","","","",""
"Tenant","2017","no migration background","vocational + Abi","","","",""
"Tenant","2017","no migration background","higher vocational","","","",""
"Tenant","2017","no migration background","higher education","","","",""
"Tenant","2017","direct migration background","in school","","","",""
"Tenant","2017","direct migration background","inadequately","","","",""
"Tenant","2017","direct migration background","general elemantary","","","",""
"Tenant","2017","direct migration background","middle vocational","","","",""
"Tenant","2017","direct migration background","vocational + Abi","","","",""
"Tenant","2017","direct migration background","higher vocational","","","",""
"Tenant","2017","direct migration background","higher education","","","",""
"Tenant","2017","indirect migration background","in school","","","",""
"Tenant","2017","indirect migration background","inadequately","","","",""
"Tenant","2017","indirect migration background","general elemantary","","","",""
"Tenant","2017","indirect migration background","middle vocational","","","",""
"Tenant","2017","indirect migration background","vocational + Abi","","","",""
"Tenant","2017","indirect migration background","higher vocational","","","",""
"Tenant","2017","indirect migration background","higher education","","","",""
"Main Tenant","2018","no migration background","in school","158","0.313708741908053","0.270694539594048","0.356722944222058"
"Main Tenant","2018","no migration background","inadequately","139","0.745961033782852","0.679937601932081","0.811984465633622"
"Main Tenant","2018","no migration background","general elemantary","1028","0.517160083689255","0.493801164879153","0.540519002499358"
"Main Tenant","2018","no migration background","middle vocational","4314","0.440812386026455","0.430769299217264","0.450855472835646"
"Main Tenant","2018","no migration background","vocational + Abi","626","0.453118372972469","0.426995948036154","0.479240797908784"
"Main Tenant","2018","no migration background","higher vocational","456","0.364513641557408","0.338598704340904","0.390428578773913"
"Main Tenant","2018","no migration background","higher education","1886","0.404273429915415","0.390555036962068","0.417991822868762"
"Main Tenant","2018","direct migration background","in school","67","0.650619920738337","0.551567330834522","0.749672510642152"
"Main Tenant","2018","direct migration background","inadequately","1537","0.868090980075606","0.851602573000343","0.88457938715087"
"Main Tenant","2018","direct migration background","general elemantary","1283","0.70006745307076","0.676745803958337","0.723389102183183"
"Main Tenant","2018","direct migration background","middle vocational","1550","0.62623996170738","0.605261157526617","0.647218765888144"
"Main Tenant","2018","direct migration background","vocational + Abi","506","0.634968937798894","0.598809998153527","0.671127877444262"
"Main Tenant","2018","direct migration background","higher vocational","36","0.60778663643134","0.498733164850168","0.716840108012511"
"Main Tenant","2018","direct migration background","higher education","1323","0.628895721081011","0.606383337733818","0.651408104428204"
"Main Tenant","2018","indirect migration background","in school","93","0.561140180615287","0.485190708296945","0.63708965293363"
"Main Tenant","2018","indirect migration background","inadequately","41","0.971494673978352","0.922324134747285","1.02066521320942"
"Main Tenant","2018","indirect migration background","general elemantary","218","0.591136773206057","0.536409947548089","0.645863598864025"
"Main Tenant","2018","indirect migration background","middle vocational","453","0.614148857699659","0.578138597927602","0.650159117471717"
"Main Tenant","2018","indirect migration background","vocational + Abi","75","0.556752364932928","0.47035500350646","0.643149726359396"
"Main Tenant","2018","indirect migration background","higher vocational","21","","",""
"Main Tenant","2018","indirect migration background","higher education","152","0.593106683871825","0.53515043921711","0.65106292852654"
"Sub-Tenant","2018","no migration background","in school","6","","",""
"Sub-Tenant","2018","no migration background","inadequately","4","","",""
"Sub-Tenant","2018","no migration background","general elemantary","36","0.0285552065434057","0.0207696373096868","0.0363407757771246"
"Sub-Tenant","2018","no migration background","middle vocational","142","0.0164088622679074","0.0138390104084254","0.0189787141273895"
"Sub-Tenant","2018","no migration background","vocational + Abi","20","","",""
"Sub-Tenant","2018","no migration background","higher vocational","14","","",""
"Sub-Tenant","2018","no migration background","higher education","46","0.013516239310268","0.0102883765581012","0.0167441020624347"
"Sub-Tenant","2018","direct migration background","in school","2","","",""
"Sub-Tenant","2018","direct migration background","inadequately","46","0.0266769607559333","0.0188254087958834","0.0345285127159832"
"Sub-Tenant","2018","direct migration background","general elemantary","35","0.0180837657665991","0.0113017441099836","0.0248657874232146"
"Sub-Tenant","2018","direct migration background","middle vocational","36","0.00971646336860203","0.00546295005927364","0.0139699766779304"
"Sub-Tenant","2018","direct migration background","vocational + Abi","11","","",""
"Sub-Tenant","2018","direct migration background","higher vocational","1","","",""
"Sub-Tenant","2018","direct migration background","higher education","38","0.0186357439176579","0.0123338272009558","0.0249376606343601"
"Sub-Tenant","2018","indirect migration background","in school","","","",""
"Sub-Tenant","2018","indirect migration background","inadequately","","","",""
"Sub-Tenant","2018","indirect migration background","general elemantary","2","","",""
"Sub-Tenant","2018","indirect migration background","middle vocational","12","","",""
"Sub-Tenant","2018","indirect migration background","vocational + Abi","4","","",""
"Sub-Tenant","2018","indirect migration background","higher vocational","","","",""
"Sub-Tenant","2018","indirect migration background","higher education","3","","",""
"Owner","2018","no migration background","in school","283","0.659283034490593","0.61534636238471","0.703219706596475"
"Owner","2018","no migration background","inadequately","24","","",""
"Owner","2018","no migration background","general elemantary","687","0.446379412884542","0.423141514421071","0.469617311348012"
"Owner","2018","no migration background","middle vocational","4905","0.538051402126522","0.527966533133067","0.548136271119977"
"Owner","2018","no migration background","vocational + Abi","748","0.529313420227486","0.50312053452784","0.555506305927131"
"Owner","2018","no migration background","higher vocational","851","0.619293220456256","0.593148523029493","0.645437917883019"
"Owner","2018","no migration background","higher education","2971","0.579504371351974","0.565705255693274","0.593303487010673"
"Owner","2018","direct migration background","in school","20","","",""
"Owner","2018","direct migration background","inadequately","35","0.10523205916846","0.0902804452447017","0.120183673092219"
"Owner","2018","direct migration background","general elemantary","165","0.281848781162641","0.258950992273176","0.304746570052106"
"Owner","2018","direct migration background","middle vocational","457","0.364043574924018","0.343179253113793","0.384907896734242"
"Owner","2018","direct migration background","vocational + Abi","164","0.340948818227014","0.305346465274809","0.37655117117922"
"Owner","2018","direct migration background","higher vocational","40","0.352429877150762","0.245725437530166","0.459134316771358"
"Owner","2018","direct migration background","higher education","406","0.347729604651913","0.325536460106079","0.369922749197746"
"Owner","2018","indirect migration background","in school","71","0.438859819384713","0.36291034706637","0.514809291703055"
"Owner","2018","indirect migration background","inadequately","3","","",""
"Owner","2018","indirect migration background","general elemantary","90","0.407171490534528","0.352479911103887","0.461863069965169"
"Owner","2018","indirect migration background","middle vocational","237","0.354664906629991","0.319274847738446","0.390054965521536"
"Owner","2018","indirect migration background","vocational + Abi","48","0.384710796660127","0.300094684870417","0.469326908449837"
"Owner","2018","indirect migration background","higher vocational","32","0.720250538436726","0.599403341408564","0.841097735464889"
"Owner","2018","indirect migration background","higher education","121","0.386010379047736","0.328575784979313","0.443444973116158"
"Nursing Home/Retirement Community","2018","no migration background","in school","","","",""
"Nursing Home/Retirement Community","2018","no migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2018","no migration background","general elemantary","7","","",""
"Nursing Home/Retirement Community","2018","no migration background","middle vocational","27","","",""
"Nursing Home/Retirement Community","2018","no migration background","vocational + Abi","1","","",""
"Nursing Home/Retirement Community","2018","no migration background","higher vocational","4","","",""
"Nursing Home/Retirement Community","2018","no migration background","higher education","13","","",""
"Nursing Home/Retirement Community","2018","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","2018","direct migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2018","direct migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2018","direct migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2018","direct migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2018","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2018","direct migration background","higher education","2","","",""
"Nursing Home/Retirement Community","2018","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","2018","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2018","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2018","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2018","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2018","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2018","indirect migration background","higher education","","","",""
"Tenant","2018","no migration background","in school","","","",""
"Tenant","2018","no migration background","inadequately","","","",""
"Tenant","2018","no migration background","general elemantary","","","",""
"Tenant","2018","no migration background","middle vocational","","","",""
"Tenant","2018","no migration background","vocational + Abi","","","",""
"Tenant","2018","no migration background","higher vocational","","","",""
"Tenant","2018","no migration background","higher education","","","",""
"Tenant","2018","direct migration background","in school","","","",""
"Tenant","2018","direct migration background","inadequately","","","",""
"Tenant","2018","direct migration background","general elemantary","","","",""
"Tenant","2018","direct migration background","middle vocational","","","",""
"Tenant","2018","direct migration background","vocational + Abi","","","",""
"Tenant","2018","direct migration background","higher vocational","","","",""
"Tenant","2018","direct migration background","higher education","","","",""
"Tenant","2018","indirect migration background","in school","","","",""
"Tenant","2018","indirect migration background","inadequately","","","",""
"Tenant","2018","indirect migration background","general elemantary","","","",""
"Tenant","2018","indirect migration background","middle vocational","","","",""
"Tenant","2018","indirect migration background","vocational + Abi","","","",""
"Tenant","2018","indirect migration background","higher vocational","","","",""
"Tenant","2018","indirect migration background","higher education","","","",""
"Main Tenant","2019","no migration background","in school","138","0.306721233425077","0.261921363100813","0.351521103749341"
"Main Tenant","2019","no migration background","inadequately","119","0.745094674287724","0.674882500754497","0.81530684782095"
"Main Tenant","2019","no migration background","general elemantary","941","0.502744960338377","0.478878788378666","0.526611132298088"
"Main Tenant","2019","no migration background","middle vocational","4090","0.437878776497652","0.42776507661671","0.447992476378593"
"Main Tenant","2019","no migration background","vocational + Abi","633","0.446990376591426","0.421905099524847","0.472075653658004"
"Main Tenant","2019","no migration background","higher vocational","490","0.367667644705934","0.343451859929501","0.391883429482367"
"Main Tenant","2019","no migration background","higher education","1951","0.401484559876037","0.388665151509176","0.414303968242898"
"Main Tenant","2019","direct migration background","in school","49","0.653805838061758","0.539887154742814","0.767724521380701"
"Main Tenant","2019","direct migration background","inadequately","1436","0.83411467808406","0.815542466042268","0.852686890125851"
"Main Tenant","2019","direct migration background","general elemantary","1077","0.692264777647303","0.666920022601093","0.717609532693512"
"Main Tenant","2019","direct migration background","middle vocational","1284","0.599132101463421","0.576352603563453","0.621911599363388"
"Main Tenant","2019","direct migration background","vocational + Abi","432","0.61995512016996","0.581340540303994","0.658569700035927"
"Main Tenant","2019","direct migration background","higher vocational","32","0.665333773778021","0.557821521678687","0.772846025877356"
"Main Tenant","2019","direct migration background","higher education","1153","0.612596073871911","0.588997113840305","0.636195033903518"
"Main Tenant","2019","indirect migration background","in school","72","0.566967656539031","0.483384163507934","0.650551149570128"
"Main Tenant","2019","indirect migration background","inadequately","33","0.915979819748669","0.828913428353866","1.00304621114347"
"Main Tenant","2019","indirect migration background","general elemantary","179","0.572171081620146","0.511681643593643","0.632660519646649"
"Main Tenant","2019","indirect migration background","middle vocational","397","0.609372217407126","0.572373833972272","0.64637060084198"
"Main Tenant","2019","indirect migration background","vocational + Abi","81","0.525011258965232","0.442875951912446","0.607146566018018"
"Main Tenant","2019","indirect migration background","higher vocational","29","","",""
"Main Tenant","2019","indirect migration background","higher education","162","0.582259091255324","0.529603464890946","0.634914717619702"
"Sub-Tenant","2019","no migration background","in school","3","","",""
"Sub-Tenant","2019","no migration background","inadequately","4","","",""
"Sub-Tenant","2019","no migration background","general elemantary","47","0.0380704883298205","0.0289359804637154","0.0472049961959256"
