"hlf0001_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Tenant","2016","16-34 y.","Urban Area","","","","","5"
"Tenant","2016","16-34 y.","Rural Area","","","","","5"
"Tenant","2016","35-65 y.","Urban Area","","","","","5"
"Tenant","2016","35-65 y.","Rural Area","","","","","5"
"Tenant","2016","66 and older","Urban Area","","","","","5"
"Tenant","2016","66 and older","Rural Area","","","","","5"
"Main Tenant","2017","16-34 y.","Urban Area","4024","0.671002102951923","0.658689627954051","0.683314577949796","1"
"Main Tenant","2017","35-65 y.","Urban Area","5828","0.482907983900818","0.47348666673872","0.492329301062916","1"
"Main Tenant","2017","16-34 y.","Rural Area","1650","0.580820716764181","0.561941362747082","0.599700070781279","1"
"Main Tenant","2017","35-65 y.","Rural Area","2520","0.385309759994759","0.37296157191343","0.397657948076088","1"
"Main Tenant","2017","66 and older","Urban Area","1277","0.389843960936803","0.372866047207967","0.40682187466564","1"
"Main Tenant","2017","66 and older","Rural Area","685","0.354883035755081","0.333248551228552","0.376517520281609","1"
"Nursing Home/Retirement Community","2017","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2017","16-34 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2017","35-65 y.","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2017","35-65 y.","Urban Area","4","","","","4"
"Nursing Home/Retirement Community","2017","66 and older","Rural Area","17","","","","4"
"Nursing Home/Retirement Community","2017","66 and older","Urban Area","33","0.0128792995637029","0.0089542087263751","0.0168043904010306","4"
"Owner","2017","16-34 y.","Urban Area","1373","0.290484769850304","0.278587990556161","0.302381549144447","3"
"Owner","2017","16-34 y.","Rural Area","881","0.373582343951301","0.355072986521558","0.392091701381043","3"
"Owner","2017","35-65 y.","Urban Area","4844","0.502705017337781","0.493278328671158","0.512131706004405","3"
"Owner","2017","66 and older","Urban Area","1812","0.579111000234171","0.561924669908538","0.596297330559804","3"
"Owner","2017","35-65 y.","Rural Area","3354","0.591673174315349","0.579201781227055","0.604144567403643","3"
"Owner","2017","66 and older","Rural Area","1143","0.612981897553495","0.590959014874696","0.635004780232293","3"
"Sub-Tenant","2017","16-34 y.","Urban Area","197","0.0385131271977727","0.0334704295236595","0.043555824871886","2"
"Sub-Tenant","2017","16-34 y.","Rural Area","92","0.0454859385674085","0.0375134129903435","0.0534584641444735","2"
"Sub-Tenant","2017","35-65 y.","Urban Area","131","0.0136718332923945","0.0114824610375198","0.0158612055472693","2"
"Sub-Tenant","2017","35-65 y.","Rural Area","91","0.0211121909729154","0.0174646247544436","0.0247597571913873","2"
"Sub-Tenant","2017","66 and older","Urban Area","48","0.0181657392653228","0.0135166906311206","0.022814787899525","2"
"Sub-Tenant","2017","66 and older","Rural Area","34","0.019271991673432","0.0130558301644034","0.0254881531824607","2"
"Tenant","2017","16-34 y.","Urban Area","","","","","5"
"Tenant","2017","16-34 y.","Rural Area","","","","","5"
"Tenant","2017","35-65 y.","Urban Area","","","","","5"
"Tenant","2017","35-65 y.","Rural Area","","","","","5"
"Tenant","2017","66 and older","Urban Area","","","","","5"
"Tenant","2017","66 and older","Rural Area","","","","","5"
"Main Tenant","2018","16-34 y.","Urban Area","4364","0.668446629634151","0.656351885335292","0.680541373933009","1"
"Main Tenant","2018","16-34 y.","Rural Area","1658","0.55038643579574","0.531290931203161","0.569481940388319","1"
"Main Tenant","2018","35-65 y.","Urban Area","6054","0.487844291103446","0.478341220831289","0.497347361375602","1"
"Main Tenant","2018","35-65 y.","Rural Area","2554","0.392576973037885","0.379991210548855","0.405162735526914","1"
"Main Tenant","2018","66 and older","Urban Area","1353","0.397690851819417","0.380770566385622","0.414611137253212","1"
"Main Tenant","2018","66 and older","Rural Area","717","0.364769188058903","0.342980940256839","0.386557435860968","1"
"Nursing Home/Retirement Community","2018","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2018","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2018","35-65 y.","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2018","35-65 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2018","66 and older","Urban Area","34","0.0135016764813731","0.00951172899909501","0.0174916239636512","4"
"Nursing Home/Retirement Community","2018","66 and older","Rural Area","18","","","","4"
"Owner","2018","16-34 y.","Urban Area","1277","0.29708048759261","0.285340261455168","0.308820713730053","3"
"Owner","2018","35-65 y.","Urban Area","4469","0.499813820721077","0.49030794149115","0.509319699951004","3"
"Owner","2018","16-34 y.","Rural Area","857","0.402205778866777","0.383383266777545","0.42102829095601","3"
"Owner","2018","66 and older","Urban Area","1801","0.579707834757477","0.562642870345828","0.596772799169125","3"
"Owner","2018","35-65 y.","Rural Area","3153","0.592247808122705","0.579582336154329","0.604913280091082","3"
"Owner","2018","66 and older","Rural Area","1119","0.611569007332756","0.589507909195707","0.633630105469805","3"
"Sub-Tenant","2018","16-34 y.","Urban Area","179","0.0344728827732389","0.0297857458800334","0.0391600196664444","2"
"Sub-Tenant","2018","16-34 y.","Rural Area","92","0.047407785337483","0.0392503071129926","0.0555652635619734","2"
"Sub-Tenant","2018","35-65 y.","Rural Area","76","0.0151752188394097","0.0120244360806705","0.0183260015981489","2"
"Sub-Tenant","2018","66 and older","Rural Area","21","","","","2"
"Sub-Tenant","2018","66 and older","Urban Area","26","","","","2"
"Sub-Tenant","2018","35-65 y.","Urban Area","103","0.0118907510380295","0.00982998141742144","0.0139515206586376","2"
"Tenant","2018","16-34 y.","Urban Area","","","","","5"
"Tenant","2018","16-34 y.","Rural Area","","","","","5"
"Tenant","2018","35-65 y.","Urban Area","","","","","5"
"Tenant","2018","35-65 y.","Rural Area","","","","","5"
"Tenant","2018","66 and older","Urban Area","","","","","5"
"Tenant","2018","66 and older","Rural Area","","","","","5"
"Main Tenant","2019","16-34 y.","Urban Area","3495","0.661998514309063","0.64868584838433","0.675311180233796","1"
"Main Tenant","2019","16-34 y.","Rural Area","1404","0.536319712016526","0.515714455359008","0.556924968674044","1"
"Main Tenant","2019","35-65 y.","Urban Area","5134","0.455327958840747","0.445654957559191","0.465000960122303","1"
"Main Tenant","2019","35-65 y.","Rural Area","2343","0.390311844724382","0.3777747866826","0.402848902766165","1"
"Main Tenant","2019","66 and older","Urban Area","1181","0.382674063348433","0.365514605992156","0.39983352070471","1"
"Main Tenant","2019","66 and older","Rural Area","684","0.351638252810461","0.330241525359712","0.373034980261209","1"
"Nursing Home/Retirement Community","2019","16-34 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2019","35-65 y.","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2019","16-34 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2019","35-65 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2019","66 and older","Rural Area","18","","","","4"
"Nursing Home/Retirement Community","2019","66 and older","Urban Area","33","0.0153460368064027","0.0110062168935504","0.0196858567192549","4"
"Owner","2019","16-34 y.","Urban Area","1155","0.296246870345596","0.283396540457586","0.309097200233605","3"
"Owner","2019","16-34 y.","Rural Area","773","0.422158895207467","0.40175096218059","0.442566828234343","3"
"Owner","2019","35-65 y.","Urban Area","4928","0.535722168339649","0.526035145417642","0.545409191261657","3"
"Owner","2019","66 and older","Urban Area","1830","0.588535604688653","0.571162226441219","0.605908982936088","3"
"Owner","2019","35-65 y.","Rural Area","3389","0.594265422882483","0.581645778026127","0.606885067738839","3"
"Owner","2019","66 and older","Rural Area","1186","0.620840228039312","0.599098620218881","0.642581835859744","3"
"Sub-Tenant","2019","16-34 y.","Urban Area","199","0.0414001808005587","0.0357936138585203","0.0470067477425972","2"
"Sub-Tenant","2019","16-34 y.","Rural Area","72","0.0411408600495795","0.0329341153879478","0.0493476047112113","2"
"Sub-Tenant","2019","66 and older","Rural Area","25","","","","2"
"Sub-Tenant","2019","35-65 y.","Rural Area","83","0.0152792587478348","0.0121268423516552","0.0184316751440144","2"
"Sub-Tenant","2019","66 and older","Urban Area","38","0.0134442951565111","0.00937834922471834","0.0175102410883038","2"
"Sub-Tenant","2019","35-65 y.","Urban Area","118","0.00839769667721972","0.00662522052736239","0.010170172827077","2"
"Tenant","2019","16-34 y.","Urban Area","","","","","5"
"Tenant","2019","16-34 y.","Rural Area","","","","","5"
"Tenant","2019","35-65 y.","Urban Area","","","","","5"
"Tenant","2019","35-65 y.","Rural Area","","","","","5"
"Tenant","2019","66 and older","Urban Area","","","","","5"
"Tenant","2019","66 and older","Rural Area","","","","","5"
