"hlf0001_h","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","2019","no migration background","Female","34","0.00611597303601687","0.00463511063592262","0.00759683543611113","4"
"Nursing Home/Retirement Community","2019","direct migration background","Male","3","","","","4"
"Nursing Home/Retirement Community","2019","direct migration background","Female","1","","","","4"
"Nursing Home/Retirement Community","2019","indirect migration background","Female","","","","","4"
"Nursing Home/Retirement Community","2019","indirect migration background","Male","","","","","4"
"Owner","2019","no migration background","Male","5933","0.555159604417192","0.545403000208036","0.564916208626349","3"
"Owner","2019","no migration background","Female","5701","0.527509323764525","0.51802676022719","0.536991887301861","3"
"Owner","2019","direct migration background","Female","726","0.354088534874858","0.338361239562826","0.36981583018689","3"
"Owner","2019","direct migration background","Male","597","0.315366711922156","0.300565587242568","0.330167836601744","3"
"Owner","2019","indirect migration background","Female","362","0.369478851107082","0.338689061928796","0.400268640285368","3"
"Owner","2019","indirect migration background","Male","345","0.412667984856879","0.379315546668996","0.446020423044762","3"
"Sub-Tenant","2019","no migration background","Male","157","0.0200776718168945","0.0173238226348604","0.0228315209989287","2"
"Sub-Tenant","2019","no migration background","Female","159","0.0193446824773656","0.0167285901541001","0.0219607748006311","2"
"Sub-Tenant","2019","direct migration background","Male","136","0.0183909275426361","0.0141110742258304","0.0226707808594419","2"
"Sub-Tenant","2019","direct migration background","Female","94","0.0164047690832209","0.0122273804525599","0.0205821577138819","2"
"Sub-Tenant","2019","indirect migration background","Male","20","","","","2"
"Sub-Tenant","2019","indirect migration background","Female","22","","","","2"
"Tenant","2019","no migration background","Male","","","","","5"
"Tenant","2019","no migration background","Female","","","","","5"
"Tenant","2019","direct migration background","Male","","","","","5"
"Tenant","2019","direct migration background","Female","","","","","5"
"Tenant","2019","indirect migration background","Male","","","","","5"
"Tenant","2019","indirect migration background","Female","","","","","5"
