"hlf0001_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","2016","66 and older","Not Employed","48","0.0145593325913267","0.0109704196641686","0.0181482455184848","2"
"Tenant","2016","16-34 y.","Not Employed","","","","","5"
"Tenant","2016","16-34 y.","Employed","","","","","5"
"Tenant","2016","35-65 y.","Not Employed","","","","","5"
"Tenant","2016","35-65 y.","Employed","","","","","5"
"Tenant","2016","66 and older","Not Employed","","","","","5"
"Tenant","2016","66 and older","Employed","","","","","5"
"Main Tenant","2017","16-34 y.","Not Employed","2615","0.602721438392425","0.586767794217357","0.618675082567493","1"
"Main Tenant","2017","16-34 y.","Employed","3059","0.662887565952223","0.649232690110388","0.676542441794058","1"
"Main Tenant","2017","35-65 y.","Not Employed","2689","0.611276788423467","0.595589103295239","0.626964473551695","1"
"Main Tenant","2017","35-65 y.","Employed","5659","0.419416996816264","0.410955473493235","0.427878520139293","1"
"Main Tenant","2017","66 and older","Not Employed","1757","0.387923568393139","0.373600394209645","0.402246742576632","1"
"Main Tenant","2017","66 and older","Employed","205","0.302288073627407","0.265632669263028","0.338943477991787","1"
"Nursing Home/Retirement Community","2017","16-34 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2017","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2017","35-65 y.","Employed","2","","","","4"
"Nursing Home/Retirement Community","2017","35-65 y.","Not Employed","4","","","","4"
"Nursing Home/Retirement Community","2017","66 and older","Employed","1","","","","4"
"Nursing Home/Retirement Community","2017","66 and older","Not Employed","49","0.0143115950688731","0.0108203751587724","0.0178028149789737","4"
"Owner","2017","16-34 y.","Not Employed","874","0.363035457300525","0.347357619472355","0.378713295128695","3"
"Owner","2017","16-34 y.","Employed","1380","0.294295863880047","0.281131986016867","0.307459741743226","3"
"Owner","2017","35-65 y.","Not Employed","943","0.368487263029736","0.352962607524194","0.384011918535278","3"
"Owner","2017","35-65 y.","Employed","7255","0.563966139314716","0.555462986053599","0.572469292575833","3"
"Owner","2017","66 and older","Not Employed","2567","0.578866068663358","0.564352890530736","0.593379246795979","3"
"Owner","2017","66 and older","Employed","388","0.681095775958213","0.643897426998607","0.718294124917818","3"
"Sub-Tenant","2017","16-34 y.","Not Employed","124","0.0341328144973073","0.0282131271067484","0.0400525018878663","2"
"Sub-Tenant","2017","16-34 y.","Employed","165","0.0428165701677305","0.0369688853463832","0.0486642549890778","2"
"Sub-Tenant","2017","35-65 y.","Not Employed","73","0.0164244388974087","0.0123340103574302","0.0205148674373873","2"
"Sub-Tenant","2017","35-65 y.","Employed","149","0.0160448888164168","0.0138903745062616","0.018199403126572","2"
"Sub-Tenant","2017","66 and older","Not Employed","73","0.0188987678746304","0.0148962155525518","0.022901320196709","2"
"Sub-Tenant","2017","66 and older","Employed","9","","","","2"
"Tenant","2017","16-34 y.","Not Employed","","","","","5"
"Tenant","2017","16-34 y.","Employed","","","","","5"
"Tenant","2017","35-65 y.","Not Employed","","","","","5"
"Tenant","2017","35-65 y.","Employed","","","","","5"
"Tenant","2017","66 and older","Not Employed","","","","","5"
"Tenant","2017","66 and older","Employed","","","","","5"
"Main Tenant","2018","16-34 y.","Not Employed","2825","0.572844254585116","0.556967442439428","0.588721066730805","1"
"Main Tenant","2018","16-34 y.","Employed","3197","0.657824800544823","0.644258202096606","0.67139139899304","1"
"Main Tenant","2018","35-65 y.","Not Employed","2935","0.606488650382757","0.591020965662366","0.621956335103148","1"
"Main Tenant","2018","35-65 y.","Employed","5673","0.429757735317047","0.421106729878127","0.438408740755967","1"
"Main Tenant","2018","66 and older","Not Employed","1831","0.393213719604837","0.378895864482261","0.407531574727412","1"
"Main Tenant","2018","66 and older","Employed","239","0.341040189846382","0.303664768432338","0.378415611260427","1"
"Nursing Home/Retirement Community","2018","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2018","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2018","35-65 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2018","66 and older","Not Employed","51","0.0147805559733336","0.011243372163787","0.0183177397828802","4"
"Nursing Home/Retirement Community","2018","35-65 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2018","66 and older","Employed","1","","","","4"
"Owner","2018","16-34 y.","Not Employed","788","0.388123070599223","0.372481921068603","0.403764220129844","3"
"Owner","2018","16-34 y.","Employed","1346","0.304504651991839","0.291345264800508","0.31766403918317","3"
"Owner","2018","35-65 y.","Not Employed","831","0.377168333250662","0.361822577030609","0.392514089470715","3"
"Owner","2018","35-65 y.","Employed","6791","0.557530047328334","0.548850420302069","0.5662096743546","3"
"Owner","2018","66 and older","Not Employed","2549","0.583127149725505","0.568675108458323","0.597579190992686","3"
"Owner","2018","66 and older","Employed","371","0.641287540921446","0.603473465569372","0.67910161627352","3"
"Sub-Tenant","2018","16-34 y.","Not Employed","116","0.0390326748156601","0.0328165408343785","0.0452488087969418","2"
"Sub-Tenant","2018","16-34 y.","Employed","155","0.0376705474633377","0.0322260921247147","0.0431150028019608","2"
"Sub-Tenant","2018","35-65 y.","Not Employed","65","0.0158323913310045","0.0118801529409634","0.0197846297210455","2"
"Sub-Tenant","2018","35-65 y.","Employed","114","0.0124456006846489","0.0105082266371172","0.0143829747321806","2"
"Sub-Tenant","2018","66 and older","Not Employed","40","0.00887857469632498","0.00612890318081767","0.0116282462118323","2"
"Sub-Tenant","2018","66 and older","Employed","7","","","","2"
"Tenant","2018","16-34 y.","Not Employed","","","","","5"
"Tenant","2018","16-34 y.","Employed","","","","","5"
"Tenant","2018","35-65 y.","Not Employed","","","","","5"
"Tenant","2018","35-65 y.","Employed","","","","","5"
"Tenant","2018","66 and older","Not Employed","","","","","5"
"Tenant","2018","66 and older","Employed","","","","","5"
"Main Tenant","2019","16-34 y.","Not Employed","2230","0.571521246571905","0.554109672320944","0.588932820822865","1"
"Main Tenant","2019","35-65 y.","Not Employed","2636","0.572187829328528","0.556222067764994","0.588153590892063","1"
"Main Tenant","2019","16-34 y.","Employed","3026","0.658873264508845","0.644937776447802","0.672808752569888","1"
"Main Tenant","2019","35-65 y.","Employed","5485","0.422346570540934","0.413928068242822","0.430765072839046","1"
"Main Tenant","2019","66 and older","Not Employed","1777","0.382284669447741","0.367992592840419","0.396576746055064","1"
"Main Tenant","2019","66 and older","Employed","272","0.400811069573178","0.367650738719731","0.433971400426626","1"
"Nursing Home/Retirement Community","2019","16-34 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2019","16-34 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2019","35-65 y.","Not Employed","4","","","","4"
"Nursing Home/Retirement Community","2019","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2019","66 and older","Employed","","","","","4"
"Nursing Home/Retirement Community","2019","66 and older","Not Employed","55","0.0167382699327844","0.012965176531052","0.0205113633345168","4"
"Owner","2019","16-34 y.","Not Employed","752","0.393439264525588","0.376250953653494","0.410627575397681","3"
"Owner","2019","16-34 y.","Employed","1239","0.295050038686444","0.281644312478832","0.308455764894056","3"
"Owner","2019","35-65 y.","Employed","7619","0.567126562634819","0.558681806092984","0.575571319176653","3"
"Owner","2019","35-65 y.","Not Employed","946","0.407388468910403","0.391532850753006","0.4232440870678","3"
"Owner","2019","66 and older","Employed","560","0.593229471060928","0.559990068457495","0.626468873664361","3"
"Owner","2019","66 and older","Not Employed","2550","0.585542189926111","0.571053571841093","0.60003080801113","3"
"Sub-Tenant","2019","16-34 y.","Not Employed","120","0.0346441869354327","0.028209667782286","0.0410787060885794","2"
"Sub-Tenant","2019","16-34 y.","Employed","180","0.0457621111804112","0.0396196175318042","0.0519046048290181","2"
"Sub-Tenant","2019","35-65 y.","Not Employed","103","0.0165755097679906","0.0124555049877772","0.0206955145482039","2"
"Sub-Tenant","2019","35-65 y.","Employed","120","0.0105268668242472","0.00878739163627491","0.0122663420122195","2"
"Sub-Tenant","2019","66 and older","Not Employed","59","0.0154348706933629","0.0118092578447536","0.0190604835419722","2"
"Sub-Tenant","2019","66 and older","Employed","7","","","","2"
"Tenant","2019","16-34 y.","Not Employed","","","","","5"
"Tenant","2019","16-34 y.","Employed","","","","","5"
"Tenant","2019","35-65 y.","Not Employed","","","","","5"
"Tenant","2019","35-65 y.","Employed","","","","","5"
"Tenant","2019","66 and older","Not Employed","","","","","5"
"Tenant","2019","66 and older","Employed","","","","","5"
