"pld0045","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2015","Other degree","middle vocational","","","",""
"Rarely","2015","Other degree","vocational + Abi","","","",""
"Rarely","2015","Other degree","higher vocational","","","",""
"Rarely","2015","Other degree","higher education","","","",""
"Rarely","2015","no degree/no degree yet","in school","","","",""
"Rarely","2015","no degree/no degree yet","inadequately","","","",""
"Rarely","2015","no degree/no degree yet","general elemantary","","","",""
"Rarely","2015","no degree/no degree yet","middle vocational","","","",""
"Rarely","2015","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2015","no degree/no degree yet","higher vocational","","","",""
"Rarely","2015","no degree/no degree yet","higher education","","","",""
"Never","2015","lower secondary degree","in school","","","",""
"Never","2015","lower secondary degree","inadequately","","","",""
"Never","2015","lower secondary degree","general elemantary","","","",""
"Never","2015","lower secondary degree","middle vocational","","","",""
"Never","2015","lower secondary degree","vocational + Abi","","","",""
"Never","2015","lower secondary degree","higher vocational","","","",""
"Never","2015","lower secondary degree","higher education","","","",""
"Never","2015","secondary school degree","in school","","","",""
"Never","2015","secondary school degree","inadequately","","","",""
"Never","2015","secondary school degree","general elemantary","","","",""
"Never","2015","secondary school degree","middle vocational","","","",""
"Never","2015","secondary school degree","vocational + Abi","","","",""
"Never","2015","secondary school degree","higher vocational","","","",""
"Never","2015","secondary school degree","higher education","","","",""
"Never","2015","college entrance qualification","in school","","","",""
"Never","2015","college entrance qualification","inadequately","","","",""
"Never","2015","college entrance qualification","general elemantary","","","",""
"Never","2015","college entrance qualification","middle vocational","","","",""
"Never","2015","college entrance qualification","vocational + Abi","","","",""
"Never","2015","college entrance qualification","higher vocational","","","",""
"Never","2015","college entrance qualification","higher education","","","",""
"Never","2015","Other degree","in school","","","",""
"Never","2015","Other degree","inadequately","","","",""
"Never","2015","Other degree","general elemantary","","","",""
"Never","2015","Other degree","middle vocational","","","",""
"Never","2015","Other degree","vocational + Abi","","","",""
"Never","2015","Other degree","higher vocational","","","",""
"Never","2015","Other degree","higher education","","","",""
"Never","2015","no degree/no degree yet","in school","","","",""
"Never","2015","no degree/no degree yet","inadequately","","","",""
"Never","2015","no degree/no degree yet","general elemantary","","","",""
"Never","2015","no degree/no degree yet","middle vocational","","","",""
"Never","2015","no degree/no degree yet","vocational + Abi","","","",""
"Never","2015","no degree/no degree yet","higher vocational","","","",""
"Never","2015","no degree/no degree yet","higher education","","","",""
"Very often","2016","lower secondary degree","in school","","","",""
"Very often","2016","lower secondary degree","inadequately","","","",""
"Very often","2016","lower secondary degree","general elemantary","","","",""
"Very often","2016","lower secondary degree","middle vocational","","","",""
"Very often","2016","lower secondary degree","vocational + Abi","","","",""
"Very often","2016","lower secondary degree","higher vocational","","","",""
"Very often","2016","lower secondary degree","higher education","","","",""
"Very often","2016","secondary school degree","in school","","","",""
"Very often","2016","secondary school degree","inadequately","","","",""
"Very often","2016","secondary school degree","general elemantary","","","",""
"Very often","2016","secondary school degree","middle vocational","","","",""
"Very often","2016","secondary school degree","vocational + Abi","","","",""
"Very often","2016","secondary school degree","higher vocational","","","",""
"Very often","2016","secondary school degree","higher education","","","",""
"Very often","2016","college entrance qualification","in school","","","",""
"Very often","2016","college entrance qualification","inadequately","","","",""
"Very often","2016","college entrance qualification","general elemantary","","","",""
"Very often","2016","college entrance qualification","middle vocational","","","",""
"Very often","2016","college entrance qualification","vocational + Abi","","","",""
"Very often","2016","college entrance qualification","higher vocational","","","",""
"Very often","2016","college entrance qualification","higher education","","","",""
"Very often","2016","Other degree","in school","","","",""
"Very often","2016","Other degree","inadequately","","","",""
"Very often","2016","Other degree","general elemantary","","","",""
"Very often","2016","Other degree","middle vocational","","","",""
"Very often","2016","Other degree","vocational + Abi","","","",""
"Very often","2016","Other degree","higher vocational","","","",""
"Very often","2016","Other degree","higher education","","","",""
"Very often","2016","no degree/no degree yet","in school","","","",""
"Very often","2016","no degree/no degree yet","inadequately","","","",""
"Very often","2016","no degree/no degree yet","general elemantary","","","",""
"Very often","2016","no degree/no degree yet","middle vocational","","","",""
"Very often","2016","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2016","no degree/no degree yet","higher vocational","","","",""
"Very often","2016","no degree/no degree yet","higher education","","","",""
"Often","2016","lower secondary degree","in school","","","",""
"Often","2016","lower secondary degree","inadequately","","","",""
"Often","2016","lower secondary degree","general elemantary","","","",""
"Often","2016","lower secondary degree","middle vocational","","","",""
"Often","2016","lower secondary degree","vocational + Abi","","","",""
"Often","2016","lower secondary degree","higher vocational","","","",""
"Often","2016","lower secondary degree","higher education","","","",""
"Often","2016","secondary school degree","in school","","","",""
"Often","2016","secondary school degree","inadequately","","","",""
"Often","2016","secondary school degree","general elemantary","","","",""
"Often","2016","secondary school degree","middle vocational","","","",""
"Often","2016","secondary school degree","vocational + Abi","","","",""
"Often","2016","secondary school degree","higher vocational","","","",""
"Often","2016","secondary school degree","higher education","","","",""
"Often","2016","college entrance qualification","in school","","","",""
"Often","2016","college entrance qualification","inadequately","","","",""
"Often","2016","college entrance qualification","general elemantary","","","",""
"Often","2016","college entrance qualification","middle vocational","","","",""
"Often","2016","college entrance qualification","vocational + Abi","","","",""
"Often","2016","college entrance qualification","higher vocational","","","",""
"Often","2016","college entrance qualification","higher education","","","",""
"Often","2016","Other degree","in school","","","",""
"Often","2016","Other degree","inadequately","","","",""
"Often","2016","Other degree","general elemantary","","","",""
"Often","2016","Other degree","middle vocational","","","",""
"Often","2016","Other degree","vocational + Abi","","","",""
"Often","2016","Other degree","higher vocational","","","",""
"Often","2016","Other degree","higher education","","","",""
"Often","2016","no degree/no degree yet","in school","","","",""
"Often","2016","no degree/no degree yet","inadequately","","","",""
"Often","2016","no degree/no degree yet","general elemantary","","","",""
"Often","2016","no degree/no degree yet","middle vocational","","","",""
"Often","2016","no degree/no degree yet","vocational + Abi","","","",""
"Often","2016","no degree/no degree yet","higher vocational","","","",""
"Often","2016","no degree/no degree yet","higher education","","","",""
"Sometimes","2016","lower secondary degree","in school","","","",""
"Sometimes","2016","lower secondary degree","inadequately","","","",""
"Sometimes","2016","lower secondary degree","general elemantary","","","",""
"Sometimes","2016","lower secondary degree","middle vocational","","","",""
"Sometimes","2016","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2016","lower secondary degree","higher vocational","","","",""
"Sometimes","2016","lower secondary degree","higher education","","","",""
"Sometimes","2016","secondary school degree","in school","","","",""
"Sometimes","2016","secondary school degree","inadequately","","","",""
"Sometimes","2016","secondary school degree","general elemantary","","","",""
"Sometimes","2016","secondary school degree","middle vocational","","","",""
"Sometimes","2016","secondary school degree","vocational + Abi","","","",""
"Sometimes","2016","secondary school degree","higher vocational","","","",""
"Sometimes","2016","secondary school degree","higher education","","","",""
"Sometimes","2016","college entrance qualification","in school","","","",""
"Sometimes","2016","college entrance qualification","inadequately","","","",""
"Sometimes","2016","college entrance qualification","general elemantary","","","",""
"Sometimes","2016","college entrance qualification","middle vocational","","","",""
"Sometimes","2016","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2016","college entrance qualification","higher vocational","","","",""
"Sometimes","2016","college entrance qualification","higher education","","","",""
"Sometimes","2016","Other degree","in school","","","",""
"Sometimes","2016","Other degree","inadequately","","","",""
"Sometimes","2016","Other degree","general elemantary","","","",""
"Sometimes","2016","Other degree","middle vocational","","","",""
"Sometimes","2016","Other degree","vocational + Abi","","","",""
"Sometimes","2016","Other degree","higher vocational","","","",""
"Sometimes","2016","Other degree","higher education","","","",""
"Sometimes","2016","no degree/no degree yet","in school","","","",""
"Sometimes","2016","no degree/no degree yet","inadequately","","","",""
"Sometimes","2016","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2016","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2016","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2016","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2016","no degree/no degree yet","higher education","","","",""
"Rarely","2016","lower secondary degree","in school","","","",""
"Rarely","2016","lower secondary degree","inadequately","","","",""
"Rarely","2016","lower secondary degree","general elemantary","","","",""
"Rarely","2016","lower secondary degree","middle vocational","","","",""
"Rarely","2016","lower secondary degree","vocational + Abi","","","",""
"Rarely","2016","lower secondary degree","higher vocational","","","",""
"Rarely","2016","lower secondary degree","higher education","","","",""
"Rarely","2016","secondary school degree","in school","","","",""
"Rarely","2016","secondary school degree","inadequately","","","",""
"Rarely","2016","secondary school degree","general elemantary","","","",""
"Rarely","2016","secondary school degree","middle vocational","","","",""
"Rarely","2016","secondary school degree","vocational + Abi","","","",""
"Rarely","2016","secondary school degree","higher vocational","","","",""
"Rarely","2016","secondary school degree","higher education","","","",""
"Rarely","2016","college entrance qualification","in school","","","",""
"Rarely","2016","college entrance qualification","inadequately","","","",""
"Rarely","2016","college entrance qualification","general elemantary","","","",""
"Rarely","2016","college entrance qualification","middle vocational","","","",""
"Rarely","2016","college entrance qualification","vocational + Abi","","","",""
"Rarely","2016","college entrance qualification","higher vocational","","","",""
"Rarely","2016","college entrance qualification","higher education","","","",""
"Rarely","2016","Other degree","in school","","","",""
"Rarely","2016","Other degree","inadequately","","","",""
"Rarely","2016","Other degree","general elemantary","","","",""
"Rarely","2016","Other degree","middle vocational","","","",""
"Rarely","2016","Other degree","vocational + Abi","","","",""
"Rarely","2016","Other degree","higher vocational","","","",""
"Rarely","2016","Other degree","higher education","","","",""
"Rarely","2016","no degree/no degree yet","in school","","","",""
"Rarely","2016","no degree/no degree yet","inadequately","","","",""
"Rarely","2016","no degree/no degree yet","general elemantary","","","",""
"Rarely","2016","no degree/no degree yet","middle vocational","","","",""
"Rarely","2016","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2016","no degree/no degree yet","higher vocational","","","",""
"Rarely","2016","no degree/no degree yet","higher education","","","",""
"Never","2016","lower secondary degree","in school","","","",""
"Never","2016","lower secondary degree","inadequately","","","",""
"Never","2016","lower secondary degree","general elemantary","","","",""
"Never","2016","lower secondary degree","middle vocational","","","",""
"Never","2016","lower secondary degree","vocational + Abi","","","",""
"Never","2016","lower secondary degree","higher vocational","","","",""
"Never","2016","lower secondary degree","higher education","","","",""
"Never","2016","secondary school degree","in school","","","",""
"Never","2016","secondary school degree","inadequately","","","",""
"Never","2016","secondary school degree","general elemantary","","","",""
"Never","2016","secondary school degree","middle vocational","","","",""
"Never","2016","secondary school degree","vocational + Abi","","","",""
"Never","2016","secondary school degree","higher vocational","","","",""
"Never","2016","secondary school degree","higher education","","","",""
"Never","2016","college entrance qualification","in school","","","",""
"Never","2016","college entrance qualification","inadequately","","","",""
"Never","2016","college entrance qualification","general elemantary","","","",""
"Never","2016","college entrance qualification","middle vocational","","","",""
"Never","2016","college entrance qualification","vocational + Abi","","","",""
"Never","2016","college entrance qualification","higher vocational","","","",""
"Never","2016","college entrance qualification","higher education","","","",""
"Never","2016","Other degree","in school","","","",""
"Never","2016","Other degree","inadequately","","","",""
"Never","2016","Other degree","general elemantary","","","",""
"Never","2016","Other degree","middle vocational","","","",""
"Never","2016","Other degree","vocational + Abi","","","",""
"Never","2016","Other degree","higher vocational","","","",""
"Never","2016","Other degree","higher education","","","",""
"Never","2016","no degree/no degree yet","in school","","","",""
"Never","2016","no degree/no degree yet","inadequately","","","",""
"Never","2016","no degree/no degree yet","general elemantary","","","",""
"Never","2016","no degree/no degree yet","middle vocational","","","",""
"Never","2016","no degree/no degree yet","vocational + Abi","","","",""
"Never","2016","no degree/no degree yet","higher vocational","","","",""
"Never","2016","no degree/no degree yet","higher education","","","",""
"Very often","2017","lower secondary degree","in school","","","",""
"Very often","2017","lower secondary degree","inadequately","","","",""
"Very often","2017","lower secondary degree","general elemantary","","","",""
"Very often","2017","lower secondary degree","middle vocational","","","",""
"Very often","2017","lower secondary degree","vocational + Abi","","","",""
"Very often","2017","lower secondary degree","higher vocational","","","",""
"Very often","2017","lower secondary degree","higher education","","","",""
"Very often","2017","secondary school degree","in school","","","",""
"Very often","2017","secondary school degree","inadequately","","","",""
"Very often","2017","secondary school degree","general elemantary","","","",""
"Very often","2017","secondary school degree","middle vocational","","","",""
"Very often","2017","secondary school degree","vocational + Abi","","","",""
"Very often","2017","secondary school degree","higher vocational","","","",""
"Very often","2017","secondary school degree","higher education","","","",""
"Very often","2017","college entrance qualification","in school","","","",""
"Very often","2017","college entrance qualification","inadequately","","","",""
"Very often","2017","college entrance qualification","general elemantary","","","",""
"Very often","2017","college entrance qualification","middle vocational","","","",""
"Very often","2017","college entrance qualification","vocational + Abi","","","",""
"Very often","2017","college entrance qualification","higher vocational","","","",""
"Very often","2017","college entrance qualification","higher education","","","",""
"Very often","2017","Other degree","in school","","","",""
"Very often","2017","Other degree","inadequately","","","",""
"Very often","2017","Other degree","general elemantary","","","",""
"Very often","2017","Other degree","middle vocational","","","",""
"Very often","2017","Other degree","vocational + Abi","","","",""
"Very often","2017","Other degree","higher vocational","","","",""
"Very often","2017","Other degree","higher education","","","",""
"Very often","2017","no degree/no degree yet","in school","","","",""
"Very often","2017","no degree/no degree yet","inadequately","","","",""
"Very often","2017","no degree/no degree yet","general elemantary","","","",""
"Very often","2017","no degree/no degree yet","middle vocational","","","",""
"Very often","2017","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2017","no degree/no degree yet","higher vocational","","","",""
"Very often","2017","no degree/no degree yet","higher education","","","",""
"Often","2017","lower secondary degree","in school","","","",""
"Often","2017","lower secondary degree","inadequately","","","",""
"Often","2017","lower secondary degree","general elemantary","","","",""
"Often","2017","lower secondary degree","middle vocational","","","",""
"Often","2017","lower secondary degree","vocational + Abi","","","",""
"Often","2017","lower secondary degree","higher vocational","","","",""
"Often","2017","lower secondary degree","higher education","","","",""
"Often","2017","secondary school degree","in school","","","",""
"Often","2017","secondary school degree","inadequately","","","",""
"Often","2017","secondary school degree","general elemantary","","","",""
"Often","2017","secondary school degree","middle vocational","","","",""
"Often","2017","secondary school degree","vocational + Abi","","","",""
"Often","2017","secondary school degree","higher vocational","","","",""
"Often","2017","secondary school degree","higher education","","","",""
"Often","2017","college entrance qualification","in school","","","",""
"Often","2017","college entrance qualification","inadequately","","","",""
"Often","2017","college entrance qualification","general elemantary","","","",""
"Often","2017","college entrance qualification","middle vocational","","","",""
"Often","2017","college entrance qualification","vocational + Abi","","","",""
"Often","2017","college entrance qualification","higher vocational","","","",""
"Often","2017","college entrance qualification","higher education","","","",""
"Often","2017","Other degree","in school","","","",""
"Often","2017","Other degree","inadequately","","","",""
"Often","2017","Other degree","general elemantary","","","",""
"Often","2017","Other degree","middle vocational","","","",""
"Often","2017","Other degree","vocational + Abi","","","",""
"Often","2017","Other degree","higher vocational","","","",""
"Often","2017","Other degree","higher education","","","",""
"Often","2017","no degree/no degree yet","in school","","","",""
"Often","2017","no degree/no degree yet","inadequately","","","",""
"Often","2017","no degree/no degree yet","general elemantary","","","",""
"Often","2017","no degree/no degree yet","middle vocational","","","",""
"Often","2017","no degree/no degree yet","vocational + Abi","","","",""
"Often","2017","no degree/no degree yet","higher vocational","","","",""
"Often","2017","no degree/no degree yet","higher education","","","",""
"Sometimes","2017","lower secondary degree","in school","","","",""
"Sometimes","2017","lower secondary degree","inadequately","","","",""
"Sometimes","2017","lower secondary degree","general elemantary","","","",""
"Sometimes","2017","lower secondary degree","middle vocational","","","",""
"Sometimes","2017","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2017","lower secondary degree","higher vocational","","","",""
"Sometimes","2017","lower secondary degree","higher education","","","",""
"Sometimes","2017","secondary school degree","in school","","","",""
"Sometimes","2017","secondary school degree","inadequately","","","",""
"Sometimes","2017","secondary school degree","general elemantary","","","",""
"Sometimes","2017","secondary school degree","middle vocational","","","",""
"Sometimes","2017","secondary school degree","vocational + Abi","","","",""
"Sometimes","2017","secondary school degree","higher vocational","","","",""
"Sometimes","2017","secondary school degree","higher education","","","",""
"Sometimes","2017","college entrance qualification","in school","","","",""
"Sometimes","2017","college entrance qualification","inadequately","","","",""
"Sometimes","2017","college entrance qualification","general elemantary","","","",""
"Sometimes","2017","college entrance qualification","middle vocational","","","",""
"Sometimes","2017","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2017","college entrance qualification","higher vocational","","","",""
"Sometimes","2017","college entrance qualification","higher education","","","",""
"Sometimes","2017","Other degree","in school","","","",""
"Sometimes","2017","Other degree","inadequately","","","",""
"Sometimes","2017","Other degree","general elemantary","","","",""
"Sometimes","2017","Other degree","middle vocational","","","",""
"Sometimes","2017","Other degree","vocational + Abi","","","",""
"Sometimes","2017","Other degree","higher vocational","","","",""
"Sometimes","2017","Other degree","higher education","","","",""
"Sometimes","2017","no degree/no degree yet","in school","","","",""
"Sometimes","2017","no degree/no degree yet","inadequately","","","",""
"Sometimes","2017","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2017","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2017","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2017","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2017","no degree/no degree yet","higher education","","","",""
"Rarely","2017","lower secondary degree","in school","","","",""
"Rarely","2017","lower secondary degree","inadequately","","","",""
"Rarely","2017","lower secondary degree","general elemantary","","","",""
"Rarely","2017","lower secondary degree","middle vocational","","","",""
"Rarely","2017","lower secondary degree","vocational + Abi","","","",""
"Rarely","2017","lower secondary degree","higher vocational","","","",""
"Rarely","2017","lower secondary degree","higher education","","","",""
"Rarely","2017","secondary school degree","in school","","","",""
"Rarely","2017","secondary school degree","inadequately","","","",""
"Rarely","2017","secondary school degree","general elemantary","","","",""
"Rarely","2017","secondary school degree","middle vocational","","","",""
"Rarely","2017","secondary school degree","vocational + Abi","","","",""
"Rarely","2017","secondary school degree","higher vocational","","","",""
"Rarely","2017","secondary school degree","higher education","","","",""
"Rarely","2017","college entrance qualification","in school","","","",""
"Rarely","2017","college entrance qualification","inadequately","","","",""
"Rarely","2017","college entrance qualification","general elemantary","","","",""
"Rarely","2017","college entrance qualification","middle vocational","","","",""
"Rarely","2017","college entrance qualification","vocational + Abi","","","",""
"Rarely","2017","college entrance qualification","higher vocational","","","",""
"Rarely","2017","college entrance qualification","higher education","","","",""
"Rarely","2017","Other degree","in school","","","",""
"Rarely","2017","Other degree","inadequately","","","",""
"Rarely","2017","Other degree","general elemantary","","","",""
"Rarely","2017","Other degree","middle vocational","","","",""
"Rarely","2017","Other degree","vocational + Abi","","","",""
"Rarely","2017","Other degree","higher vocational","","","",""
"Rarely","2017","Other degree","higher education","","","",""
"Rarely","2017","no degree/no degree yet","in school","","","",""
"Rarely","2017","no degree/no degree yet","inadequately","","","",""
"Rarely","2017","no degree/no degree yet","general elemantary","","","",""
"Rarely","2017","no degree/no degree yet","middle vocational","","","",""
"Rarely","2017","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2017","no degree/no degree yet","higher vocational","","","",""
"Rarely","2017","no degree/no degree yet","higher education","","","",""
"Never","2017","lower secondary degree","in school","","","",""
"Never","2017","lower secondary degree","inadequately","","","",""
"Never","2017","lower secondary degree","general elemantary","","","",""
"Never","2017","lower secondary degree","middle vocational","","","",""
"Never","2017","lower secondary degree","vocational + Abi","","","",""
"Never","2017","lower secondary degree","higher vocational","","","",""
"Never","2017","lower secondary degree","higher education","","","",""
"Never","2017","secondary school degree","in school","","","",""
"Never","2017","secondary school degree","inadequately","","","",""
"Never","2017","secondary school degree","general elemantary","","","",""
"Never","2017","secondary school degree","middle vocational","","","",""
"Never","2017","secondary school degree","vocational + Abi","","","",""
"Never","2017","secondary school degree","higher vocational","","","",""
"Never","2017","secondary school degree","higher education","","","",""
"Never","2017","college entrance qualification","in school","","","",""
"Never","2017","college entrance qualification","inadequately","","","",""
"Never","2017","college entrance qualification","general elemantary","","","",""
"Never","2017","college entrance qualification","middle vocational","","","",""
"Never","2017","college entrance qualification","vocational + Abi","","","",""
"Never","2017","college entrance qualification","higher vocational","","","",""
"Never","2017","college entrance qualification","higher education","","","",""
"Never","2017","Other degree","in school","","","",""
"Never","2017","Other degree","inadequately","","","",""
"Never","2017","Other degree","general elemantary","","","",""
"Never","2017","Other degree","middle vocational","","","",""
"Never","2017","Other degree","vocational + Abi","","","",""
"Never","2017","Other degree","higher vocational","","","",""
"Never","2017","Other degree","higher education","","","",""
"Never","2017","no degree/no degree yet","in school","","","",""
"Never","2017","no degree/no degree yet","inadequately","","","",""
"Never","2017","no degree/no degree yet","general elemantary","","","",""
"Never","2017","no degree/no degree yet","middle vocational","","","",""
"Never","2017","no degree/no degree yet","vocational + Abi","","","",""
"Never","2017","no degree/no degree yet","higher vocational","","","",""
"Never","2017","no degree/no degree yet","higher education","","","",""
"Very often","2018","lower secondary degree","in school","","","",""
"Very often","2018","lower secondary degree","inadequately","","","",""
"Very often","2018","lower secondary degree","general elemantary","100","0.0699624743694548","0.0564452395376815","0.0834797092012281"
"Very often","2018","lower secondary degree","middle vocational","243","0.0621566876656723","0.0545879347089879","0.0697254406223568"
"Very often","2018","lower secondary degree","vocational + Abi","","","",""
"Very often","2018","lower secondary degree","higher vocational","15","","",""
"Very often","2018","lower secondary degree","higher education","4","","",""
"Very often","2018","secondary school degree","in school","","","",""
"Very often","2018","secondary school degree","inadequately","","","",""
"Very often","2018","secondary school degree","general elemantary","68","0.0797154971489531","0.0608640831466621","0.0985669111512441"
"Very often","2018","secondary school degree","middle vocational","368","0.0609043433899148","0.0543618768899759","0.0674468098898536"
"Very often","2018","secondary school degree","vocational + Abi","","","",""
"Very often","2018","secondary school degree","higher vocational","34","0.056006654265652","0.0385175191676246","0.0734957893636794"
"Very often","2018","secondary school degree","higher education","35","0.05396183718794","0.0363326981475955","0.0715909762282844"
"Very often","2018","college entrance qualification","in school","","","",""
"Very often","2018","college entrance qualification","inadequately","","","",""
"Very often","2018","college entrance qualification","general elemantary","","","",""
"Very often","2018","college entrance qualification","middle vocational","103","0.0842247768841027","0.0682011964103609","0.100248357357845"
"Very often","2018","college entrance qualification","vocational + Abi","145","0.0791763703548357","0.0659747823645682","0.0923779583451032"
"Very often","2018","college entrance qualification","higher vocational","35","0.0576582790862508","0.0351230370069346","0.080193521165567"
"Very often","2018","college entrance qualification","higher education","349","0.0698011309553802","0.0623404279445762","0.0772618339661842"
"Very often","2018","Other degree","in school","","","",""
"Very often","2018","Other degree","inadequately","3","","",""
"Very often","2018","Other degree","general elemantary","20","","",""
"Very often","2018","Other degree","middle vocational","51","0.0468417778874839","0.0331131675238272","0.0605703882511407"
"Very often","2018","Other degree","vocational + Abi","30","0.0634135386008857","0.041746732918673","0.0850803442830984"
"Very often","2018","Other degree","higher vocational","2","","",""
"Very often","2018","Other degree","higher education","60","0.0809884920324151","0.0636856064316683","0.0982913776331618"
"Very often","2018","no degree/no degree yet","in school","25","","",""
"Very often","2018","no degree/no degree yet","inadequately","22","","",""
"Very often","2018","no degree/no degree yet","general elemantary","","","",""
"Very often","2018","no degree/no degree yet","middle vocational","3","","",""
"Very often","2018","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2018","no degree/no degree yet","higher vocational","","","",""
"Very often","2018","no degree/no degree yet","higher education","","","",""
"Often","2018","lower secondary degree","in school","","","",""
"Often","2018","lower secondary degree","inadequately","","","",""
"Often","2018","lower secondary degree","general elemantary","113","0.0801877479221309","0.065796162306899","0.0945793335373628"
"Often","2018","lower secondary degree","middle vocational","347","0.082119370715258","0.0735127797257233","0.0907259617047926"
"Often","2018","lower secondary degree","vocational + Abi","1","","",""
"Often","2018","lower secondary degree","higher vocational","37","0.0925468977532527","0.0601299641983868","0.124963831308119"
"Often","2018","lower secondary degree","higher education","3","","",""
"Often","2018","secondary school degree","in school","","","",""
"Often","2018","secondary school degree","inadequately","","","",""
"Often","2018","secondary school degree","general elemantary","84","0.0947584228311397","0.0743738011629891","0.11514304449929"
"Often","2018","secondary school degree","middle vocational","552","0.102562803715282","0.0942631602953003","0.110862447135263"
"Often","2018","secondary school degree","vocational + Abi","3","","",""
"Often","2018","secondary school degree","higher vocational","82","0.137044840358353","0.110887745288348","0.163201935428358"
"Often","2018","secondary school degree","higher education","63","0.105050345716911","0.0811264744572605","0.128974216976561"
"Often","2018","college entrance qualification","in school","","","",""
"Often","2018","college entrance qualification","inadequately","","","",""
"Often","2018","college entrance qualification","general elemantary","","","",""
"Often","2018","college entrance qualification","middle vocational","131","0.121242880939517","0.102410391242695","0.140075370636339"
"Often","2018","college entrance qualification","vocational + Abi","182","0.106345536851653","0.0912730608526746","0.121418012850631"
"Often","2018","college entrance qualification","higher vocational","49","0.082784666852697","0.0561444481463384","0.109424885559056"
"Often","2018","college entrance qualification","higher education","533","0.105090779819036","0.0961116878946302","0.114069871743442"
"Often","2018","Other degree","in school","","","",""
"Often","2018","Other degree","inadequately","6","","",""
"Often","2018","Other degree","general elemantary","33","0.0750291471225853","0.0519150546227835","0.098143239622387"
"Often","2018","Other degree","middle vocational","67","0.0698434258645411","0.0532831261847319","0.0864037255443503"
"Often","2018","Other degree","vocational + Abi","42","0.0692198022750828","0.0466530687236183","0.0917865358265473"
"Often","2018","Other degree","higher vocational","4","","",""
"Often","2018","Other degree","higher education","86","0.0916571693679737","0.0733570247392567","0.109957313996691"
"Often","2018","no degree/no degree yet","in school","44","0.149392990990011","0.111445957412575","0.187340024567446"
"Often","2018","no degree/no degree yet","inadequately","41","0.090127545136812","0.0629660805955413","0.117289009678083"
"Often","2018","no degree/no degree yet","general elemantary","","","",""
"Often","2018","no degree/no degree yet","middle vocational","6","","",""
"Often","2018","no degree/no degree yet","vocational + Abi","","","",""
"Often","2018","no degree/no degree yet","higher vocational","","","",""
"Often","2018","no degree/no degree yet","higher education","1","","",""
"Sometimes","2018","lower secondary degree","in school","","","",""
"Sometimes","2018","lower secondary degree","inadequately","","","",""
"Sometimes","2018","lower secondary degree","general elemantary","142","0.102482108973766","0.0864108230877208","0.118553394859811"
"Sometimes","2018","lower secondary degree","middle vocational","343","0.091083721132915","0.0820639071900106","0.100103535075819"
"Sometimes","2018","lower secondary degree","vocational + Abi","2","","",""
"Sometimes","2018","lower secondary degree","higher vocational","39","0.16242388578979","0.121165142717101","0.203682628862478"
"Sometimes","2018","lower secondary degree","higher education","7","","",""
"Sometimes","2018","secondary school degree","in school","","","",""
"Sometimes","2018","secondary school degree","inadequately","","","",""
"Sometimes","2018","secondary school degree","general elemantary","70","0.099193073590529","0.0783880587681911","0.119998088412867"
"Sometimes","2018","secondary school degree","middle vocational","588","0.111471258466668","0.10286172435081","0.120080792582526"
"Sometimes","2018","secondary school degree","vocational + Abi","1","","",""
"Sometimes","2018","secondary school degree","higher vocational","76","0.12713224690622","0.101794608305601","0.152469885506839"
"Sometimes","2018","secondary school degree","higher education","68","0.0907511263080409","0.068338084091623","0.113164168524459"
"Sometimes","2018","college entrance qualification","in school","","","",""
"Sometimes","2018","college entrance qualification","inadequately","","","",""
"Sometimes","2018","college entrance qualification","general elemantary","","","",""
"Sometimes","2018","college entrance qualification","middle vocational","120","0.112384248379664","0.0941616455503929","0.130606851208935"
"Sometimes","2018","college entrance qualification","vocational + Abi","201","0.12671411732762","0.11044998595084","0.142978248704399"
"Sometimes","2018","college entrance qualification","higher vocational","53","0.124926852152143","0.0929616645748771","0.156892039729408"
"Sometimes","2018","college entrance qualification","higher education","595","0.127066350473666","0.11731496072811","0.136817740219222"
"Sometimes","2018","Other degree","in school","","","",""
"Sometimes","2018","Other degree","inadequately","2","","",""
"Sometimes","2018","Other degree","general elemantary","44","0.122443853860657","0.0936828679394029","0.151204839781912"
"Sometimes","2018","Other degree","middle vocational","66","0.074342699553956","0.0572986937338547","0.0913867053740572"
"Sometimes","2018","Other degree","vocational + Abi","57","0.119703222172488","0.090843148663519","0.148563295681456"
"Sometimes","2018","Other degree","higher vocational","4","","",""
