"pld0045","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","2015","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2015","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2015","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2015","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2015","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2015","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2015","no migration background","(0) in school","","","",""
"Never","2015","no migration background","(1a) inadequately completed","","","",""
"Never","2015","no migration background","(1b) general elementary school","","","",""
"Never","2015","no migration background","(1c) basic vocational qualification","","","",""
"Never","2015","no migration background","(2b) intermediate general qualification","","","",""
"Never","2015","no migration background","(2a) intermediate vocational","","","",""
"Never","2015","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2015","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","no migration background","(3a) lower tertiary education","","","",""
"Never","2015","no migration background","(3b) higher tertiary education","","","",""
"Never","2015","direct migration background","(0) in school","","","",""
"Never","2015","direct migration background","(1a) inadequately completed","","","",""
"Never","2015","direct migration background","(1b) general elementary school","","","",""
"Never","2015","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2015","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2015","direct migration background","(2a) intermediate vocational","","","",""
"Never","2015","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2015","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","direct migration background","(3a) lower tertiary education","","","",""
"Never","2015","direct migration background","(3b) higher tertiary education","","","",""
"Never","2015","indirect migration background","(0) in school","","","",""
"Never","2015","indirect migration background","(1a) inadequately completed","","","",""
"Never","2015","indirect migration background","(1b) general elementary school","","","",""
"Never","2015","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2015","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2015","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2015","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2015","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2016","no migration background","(0) in school","","","",""
"Very often","2016","no migration background","(1a) inadequately completed","","","",""
"Very often","2016","no migration background","(1b) general elementary school","","","",""
"Very often","2016","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2016","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2016","no migration background","(2a) intermediate vocational","","","",""
"Very often","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2016","no migration background","(3a) lower tertiary education","","","",""
"Very often","2016","no migration background","(3b) higher tertiary education","","","",""
"Very often","2016","direct migration background","(0) in school","","","",""
"Very often","2016","direct migration background","(1a) inadequately completed","","","",""
"Very often","2016","direct migration background","(1b) general elementary school","","","",""
"Very often","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2016","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2016","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2016","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2016","indirect migration background","(0) in school","","","",""
"Very often","2016","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2016","indirect migration background","(1b) general elementary school","","","",""
"Very often","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2016","no migration background","(0) in school","","","",""
"Often","2016","no migration background","(1a) inadequately completed","","","",""
"Often","2016","no migration background","(1b) general elementary school","","","",""
"Often","2016","no migration background","(1c) basic vocational qualification","","","",""
"Often","2016","no migration background","(2b) intermediate general qualification","","","",""
"Often","2016","no migration background","(2a) intermediate vocational","","","",""
"Often","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","no migration background","(3a) lower tertiary education","","","",""
"Often","2016","no migration background","(3b) higher tertiary education","","","",""
"Often","2016","direct migration background","(0) in school","","","",""
"Often","2016","direct migration background","(1a) inadequately completed","","","",""
"Often","2016","direct migration background","(1b) general elementary school","","","",""
"Often","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2016","direct migration background","(2a) intermediate vocational","","","",""
"Often","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","direct migration background","(3a) lower tertiary education","","","",""
"Often","2016","direct migration background","(3b) higher tertiary education","","","",""
"Often","2016","indirect migration background","(0) in school","","","",""
"Often","2016","indirect migration background","(1a) inadequately completed","","","",""
"Often","2016","indirect migration background","(1b) general elementary school","","","",""
"Often","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2016","no migration background","(0) in school","","","",""
"Sometimes","2016","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2016","no migration background","(1b) general elementary school","","","",""
"Sometimes","2016","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2016","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2016","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2016","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2016","direct migration background","(0) in school","","","",""
"Sometimes","2016","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2016","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2016","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2016","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2016","indirect migration background","(0) in school","","","",""
"Sometimes","2016","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2016","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2016","no migration background","(0) in school","","","",""
"Rarely","2016","no migration background","(1a) inadequately completed","","","",""
"Rarely","2016","no migration background","(1b) general elementary school","","","",""
"Rarely","2016","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2016","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2016","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2016","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2016","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2016","direct migration background","(0) in school","","","",""
"Rarely","2016","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2016","direct migration background","(1b) general elementary school","","","",""
"Rarely","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2016","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2016","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2016","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2016","indirect migration background","(0) in school","","","",""
"Rarely","2016","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2016","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2016","no migration background","(0) in school","","","",""
"Never","2016","no migration background","(1a) inadequately completed","","","",""
"Never","2016","no migration background","(1b) general elementary school","","","",""
"Never","2016","no migration background","(1c) basic vocational qualification","","","",""
"Never","2016","no migration background","(2b) intermediate general qualification","","","",""
"Never","2016","no migration background","(2a) intermediate vocational","","","",""
"Never","2016","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2016","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","no migration background","(3a) lower tertiary education","","","",""
"Never","2016","no migration background","(3b) higher tertiary education","","","",""
"Never","2016","direct migration background","(0) in school","","","",""
"Never","2016","direct migration background","(1a) inadequately completed","","","",""
"Never","2016","direct migration background","(1b) general elementary school","","","",""
"Never","2016","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2016","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2016","direct migration background","(2a) intermediate vocational","","","",""
"Never","2016","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2016","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","direct migration background","(3a) lower tertiary education","","","",""
"Never","2016","direct migration background","(3b) higher tertiary education","","","",""
"Never","2016","indirect migration background","(0) in school","","","",""
"Never","2016","indirect migration background","(1a) inadequately completed","","","",""
"Never","2016","indirect migration background","(1b) general elementary school","","","",""
"Never","2016","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2016","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2016","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2016","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2017","no migration background","(0) in school","","","",""
"Very often","2017","no migration background","(1a) inadequately completed","","","",""
"Very often","2017","no migration background","(1b) general elementary school","","","",""
"Very often","2017","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2017","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2017","no migration background","(2a) intermediate vocational","","","",""
"Very often","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2017","no migration background","(3a) lower tertiary education","","","",""
"Very often","2017","no migration background","(3b) higher tertiary education","","","",""
"Very often","2017","direct migration background","(0) in school","","","",""
"Very often","2017","direct migration background","(1a) inadequately completed","","","",""
"Very often","2017","direct migration background","(1b) general elementary school","","","",""
"Very often","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2017","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2017","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2017","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2017","indirect migration background","(0) in school","","","",""
"Very often","2017","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2017","indirect migration background","(1b) general elementary school","","","",""
"Very often","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2017","no migration background","(0) in school","","","",""
"Often","2017","no migration background","(1a) inadequately completed","","","",""
"Often","2017","no migration background","(1b) general elementary school","","","",""
"Often","2017","no migration background","(1c) basic vocational qualification","","","",""
"Often","2017","no migration background","(2b) intermediate general qualification","","","",""
"Often","2017","no migration background","(2a) intermediate vocational","","","",""
"Often","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","no migration background","(3a) lower tertiary education","","","",""
"Often","2017","no migration background","(3b) higher tertiary education","","","",""
"Often","2017","direct migration background","(0) in school","","","",""
"Often","2017","direct migration background","(1a) inadequately completed","","","",""
"Often","2017","direct migration background","(1b) general elementary school","","","",""
"Often","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2017","direct migration background","(2a) intermediate vocational","","","",""
"Often","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","direct migration background","(3a) lower tertiary education","","","",""
"Often","2017","direct migration background","(3b) higher tertiary education","","","",""
"Often","2017","indirect migration background","(0) in school","","","",""
"Often","2017","indirect migration background","(1a) inadequately completed","","","",""
"Often","2017","indirect migration background","(1b) general elementary school","","","",""
"Often","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2017","no migration background","(0) in school","","","",""
"Sometimes","2017","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2017","no migration background","(1b) general elementary school","","","",""
"Sometimes","2017","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2017","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2017","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2017","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2017","direct migration background","(0) in school","","","",""
"Sometimes","2017","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2017","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2017","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2017","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2017","indirect migration background","(0) in school","","","",""
"Sometimes","2017","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2017","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2017","no migration background","(0) in school","","","",""
"Rarely","2017","no migration background","(1a) inadequately completed","","","",""
"Rarely","2017","no migration background","(1b) general elementary school","","","",""
"Rarely","2017","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2017","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2017","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2017","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2017","direct migration background","(0) in school","","","",""
"Rarely","2017","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2017","direct migration background","(1b) general elementary school","","","",""
"Rarely","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2017","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2017","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2017","indirect migration background","(0) in school","","","",""
"Rarely","2017","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2017","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2017","no migration background","(0) in school","","","",""
"Never","2017","no migration background","(1a) inadequately completed","","","",""
"Never","2017","no migration background","(1b) general elementary school","","","",""
"Never","2017","no migration background","(1c) basic vocational qualification","","","",""
"Never","2017","no migration background","(2b) intermediate general qualification","","","",""
"Never","2017","no migration background","(2a) intermediate vocational","","","",""
"Never","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","no migration background","(3a) lower tertiary education","","","",""
"Never","2017","no migration background","(3b) higher tertiary education","","","",""
"Never","2017","direct migration background","(0) in school","","","",""
"Never","2017","direct migration background","(1a) inadequately completed","","","",""
"Never","2017","direct migration background","(1b) general elementary school","","","",""
"Never","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2017","direct migration background","(2a) intermediate vocational","","","",""
"Never","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","direct migration background","(3a) lower tertiary education","","","",""
"Never","2017","direct migration background","(3b) higher tertiary education","","","",""
"Never","2017","indirect migration background","(0) in school","","","",""
"Never","2017","indirect migration background","(1a) inadequately completed","","","",""
"Never","2017","indirect migration background","(1b) general elementary school","","","",""
"Never","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2018","no migration background","(0) in school","12","","",""
"Very often","2018","no migration background","(1a) inadequately completed","13","","",""
"Very often","2018","no migration background","(1b) general elementary school","74","0.071140654672768","0.0559080792834573","0.0863732300620786"
"Very often","2018","no migration background","(1c) basic vocational qualification","243","0.0590622735451053","0.0516196207887442","0.0665049263014665"
"Very often","2018","no migration background","(2b) intermediate general qualification","56","0.0874514008927293","0.0647907535426588","0.1101120482428"
"Very often","2018","no migration background","(2a) intermediate vocational","364","0.0591057489460388","0.0527484917584813","0.0654630061335962"
"Very often","2018","no migration background","(2c_gen) general maturity certificate","76","0.0757311066069979","0.0581103129744431","0.0933519002395527"
"Very often","2018","no migration background","(2c_voc) vocational maturity certificate","153","0.0760012765493999","0.0636662567111103","0.0883362963876895"
"Very often","2018","no migration background","(3a) lower tertiary education","130","0.0642540352121155","0.052942054059233","0.075566016364998"
"Very often","2018","no migration background","(3b) higher tertiary education","235","0.0725624699807328","0.0634319487695175","0.0816929911919482"
"Very often","2018","direct migration background","(0) in school","5","","",""
"Very often","2018","direct migration background","(1a) inadequately completed","9","","",""
"Very often","2018","direct migration background","(1b) general elementary school","36","0.0413553870944239","0.0262107484807555","0.0565000257080923"
"Very often","2018","direct migration background","(1c) basic vocational qualification","45","0.0619264340760415","0.0449025280285744","0.0789503401235086"
"Very often","2018","direct migration background","(2b) intermediate general qualification","4","","",""
"Very often","2018","direct migration background","(2a) intermediate vocational","15","","",""
"Very often","2018","direct migration background","(2c_gen) general maturity certificate","18","","",""
"Very often","2018","direct migration background","(2c_voc) vocational maturity certificate","41","0.0635842864657828","0.0444081043253756","0.08276046860619"
"Very often","2018","direct migration background","(3a) lower tertiary education","6","","",""
"Very often","2018","direct migration background","(3b) higher tertiary education","67","0.0879380837656216","0.0707918749095315","0.105084292621712"
"Very often","2018","indirect migration background","(0) in school","8","","",""
"Very often","2018","indirect migration background","(1a) inadequately completed","3","","",""
"Very often","2018","indirect migration background","(1b) general elementary school","13","","",""
"Very often","2018","indirect migration background","(1c) basic vocational qualification","10","","",""
"Very often","2018","indirect migration background","(2b) intermediate general qualification","8","","",""
"Very often","2018","indirect migration background","(2a) intermediate vocational","23","","",""
"Very often","2018","indirect migration background","(2c_gen) general maturity certificate","19","","",""
"Very often","2018","indirect migration background","(2c_voc) vocational maturity certificate","19","","",""
"Very often","2018","indirect migration background","(3a) lower tertiary education","6","","",""
"Very often","2018","indirect migration background","(3b) higher tertiary education","17","","",""
"Often","2018","no migration background","(0) in school","25","","",""
"Often","2018","no migration background","(1a) inadequately completed","21","","",""
"Often","2018","no migration background","(1b) general elementary school","91","0.0782964842575216","0.062377836139815","0.0942151323752282"
"Often","2018","no migration background","(1c) basic vocational qualification","340","0.082841557300946","0.0741391672057363","0.0915439473961557"
"Often","2018","no migration background","(2b) intermediate general qualification","64","0.103229845327084","0.0788234221671746","0.127636268486993"
"Often","2018","no migration background","(2a) intermediate vocational","570","0.107134747811375","0.0987971172382986","0.115472378384451"
"Often","2018","no migration background","(2c_gen) general maturity certificate","101","0.119816159088974","0.098187303681174","0.141445014496775"
"Often","2018","no migration background","(2c_voc) vocational maturity certificate","214","0.102935236145631","0.0887907343574356","0.117079737933826"
"Often","2018","no migration background","(3a) lower tertiary education","211","0.114991686338602","0.100274784791171","0.129708587886032"
"Often","2018","no migration background","(3b) higher tertiary education","347","0.0939110760934765","0.0836441360181742","0.104178016168779"
"Often","2018","direct migration background","(0) in school","7","","",""
"Often","2018","direct migration background","(1a) inadequately completed","20","","",""
"Often","2018","direct migration background","(1b) general elementary school","51","0.0792917278834628","0.058740441329358","0.0998430144375677"
"Often","2018","direct migration background","(1c) basic vocational qualification","56","0.0546690854494179","0.0386120427198942","0.0707261281789415"
"Often","2018","direct migration background","(2b) intermediate general qualification","6","","",""
"Often","2018","direct migration background","(2a) intermediate vocational","26","","",""
"Often","2018","direct migration background","(2c_gen) general maturity certificate","39","0.124300149150772","0.0915563362359949","0.15704396206555"
"Often","2018","direct migration background","(2c_voc) vocational maturity certificate","50","0.073964189627566","0.0533968773982445","0.0945315018568874"
"Often","2018","direct migration background","(3a) lower tertiary education","14","","",""
"Often","2018","direct migration background","(3b) higher tertiary education","100","0.1063656365702","0.0876997745230996","0.1250314986173"
"Often","2018","indirect migration background","(0) in school","12","","",""
"Often","2018","indirect migration background","(1a) inadequately completed","6","","",""
"Often","2018","indirect migration background","(1b) general elementary school","10","","",""
"Often","2018","indirect migration background","(1c) basic vocational qualification","31","0.153930525554849","0.105004455006926","0.202856596102773"
"Often","2018","indirect migration background","(2b) intermediate general qualification","14","","",""
"Often","2018","indirect migration background","(2a) intermediate vocational","38","0.104437756365908","0.0682919099773747","0.140583602754441"
"Often","2018","indirect migration background","(2c_gen) general maturity certificate","17","","",""
"Often","2018","indirect migration background","(2c_voc) vocational maturity certificate","15","","",""
"Often","2018","indirect migration background","(3a) lower tertiary education","9","","",""
"Often","2018","indirect migration background","(3b) higher tertiary education","20","","",""
"Sometimes","2018","no migration background","(0) in school","29","","",""
"Sometimes","2018","no migration background","(1a) inadequately completed","10","","",""
"Sometimes","2018","no migration background","(1b) general elementary school","117","0.110245096024318","0.0916861091237701","0.128804082924866"
"Sometimes","2018","no migration background","(1c) basic vocational qualification","353","0.0972692195620684","0.0879138903042579","0.106624548819879"
"Sometimes","2018","no migration background","(2b) intermediate general qualification","55","0.107148327573292","0.0823373839420478","0.131959271204537"
"Sometimes","2018","no migration background","(2a) intermediate vocational","614","0.11482766272665","0.10623314145631","0.12342218399699"
"Sometimes","2018","no migration background","(2c_gen) general maturity certificate","92","0.0985847178084099","0.0787303344981399","0.11843910111868"
"Sometimes","2018","no migration background","(2c_voc) vocational maturity certificate","233","0.135417311258965","0.119490307437654","0.151344315080276"
"Sometimes","2018","no migration background","(3a) lower tertiary education","215","0.118781765968672","0.103856361321233","0.133707170616111"
"Sometimes","2018","no migration background","(3b) higher tertiary education","413","0.124288364677192","0.112676739593998","0.135899989760386"
"Sometimes","2018","direct migration background","(0) in school","4","","",""
"Sometimes","2018","direct migration background","(1a) inadequately completed","34","0.135075741939422","0.0972093747481857","0.172942109130658"
"Sometimes","2018","direct migration background","(1b) general elementary school","59","0.106968116475295","0.0834596279038487","0.13047660504674"
"Sometimes","2018","direct migration background","(1c) basic vocational qualification","52","0.0659282596069856","0.0484004095009475","0.0834561097130238"
"Sometimes","2018","direct migration background","(2b) intermediate general qualification","6","","",""
"Sometimes","2018","direct migration background","(2a) intermediate vocational","27","","",""
"Sometimes","2018","direct migration background","(2c_gen) general maturity certificate","27","","",""
"Sometimes","2018","direct migration background","(2c_voc) vocational maturity certificate","69","0.12679629702549","0.100646762156818","0.152945831894163"
