"pld0043","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","2014","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2014","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2014","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2014","Hesse","no migration background","","","",""
"Rarely","2014","Hesse","direct migration background","","","",""
"Rarely","2014","Hesse","indirect migration background","","","",""
"Rarely","2014","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2014","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2014","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2014","Baden-Württemberg","no migration background","","","",""
"Rarely","2014","Baden-Württemberg","direct migration background","","","",""
"Rarely","2014","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2014","Bavaria","no migration background","","","",""
"Rarely","2014","Bavaria","direct migration background","","","",""
"Rarely","2014","Bavaria","indirect migration background","","","",""
"Rarely","2014","Berlin","no migration background","","","",""
"Rarely","2014","Berlin","direct migration background","","","",""
"Rarely","2014","Berlin","indirect migration background","","","",""
"Rarely","2014","Brandenburg","no migration background","","","",""
"Rarely","2014","Brandenburg","direct migration background","","","",""
"Rarely","2014","Brandenburg","indirect migration background","","","",""
"Rarely","2014","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2014","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2014","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2014","Saxony","no migration background","","","",""
"Rarely","2014","Saxony","direct migration background","","","",""
"Rarely","2014","Saxony","indirect migration background","","","",""
"Rarely","2014","Saxony-Anhalt","no migration background","","","",""
"Rarely","2014","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2014","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2014","Thuringia","no migration background","","","",""
"Rarely","2014","Thuringia","direct migration background","","","",""
"Rarely","2014","Thuringia","indirect migration background","","","",""
"Never","2014","Schleswig-Holstein","no migration background","","","",""
"Never","2014","Schleswig-Holstein","direct migration background","","","",""
"Never","2014","Schleswig-Holstein","indirect migration background","","","",""
"Never","2014","Hamburg","no migration background","","","",""
"Never","2014","Hamburg","direct migration background","","","",""
"Never","2014","Hamburg","indirect migration background","","","",""
"Never","2014","Lower Saxony","no migration background","","","",""
"Never","2014","Lower Saxony","direct migration background","","","",""
"Never","2014","Lower Saxony","indirect migration background","","","",""
"Never","2014","Bremen","no migration background","","","",""
"Never","2014","Bremen","direct migration background","","","",""
"Never","2014","Bremen","indirect migration background","","","",""
"Never","2014","North Rhine-Westphalia","no migration background","","","",""
"Never","2014","North Rhine-Westphalia","direct migration background","","","",""
"Never","2014","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2014","Hesse","no migration background","","","",""
"Never","2014","Hesse","direct migration background","","","",""
"Never","2014","Hesse","indirect migration background","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2014","Baden-Württemberg","no migration background","","","",""
"Never","2014","Baden-Württemberg","direct migration background","","","",""
"Never","2014","Baden-Württemberg","indirect migration background","","","",""
"Never","2014","Bavaria","no migration background","","","",""
"Never","2014","Bavaria","direct migration background","","","",""
"Never","2014","Bavaria","indirect migration background","","","",""
"Never","2014","Berlin","no migration background","","","",""
"Never","2014","Berlin","direct migration background","","","",""
"Never","2014","Berlin","indirect migration background","","","",""
"Never","2014","Brandenburg","no migration background","","","",""
"Never","2014","Brandenburg","direct migration background","","","",""
"Never","2014","Brandenburg","indirect migration background","","","",""
"Never","2014","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2014","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2014","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2014","Saxony","no migration background","","","",""
"Never","2014","Saxony","direct migration background","","","",""
"Never","2014","Saxony","indirect migration background","","","",""
"Never","2014","Saxony-Anhalt","no migration background","","","",""
"Never","2014","Saxony-Anhalt","direct migration background","","","",""
"Never","2014","Saxony-Anhalt","indirect migration background","","","",""
"Never","2014","Thuringia","no migration background","","","",""
"Never","2014","Thuringia","direct migration background","","","",""
"Never","2014","Thuringia","indirect migration background","","","",""
"Very often","2015","Schleswig-Holstein","no migration background","","","",""
"Very often","2015","Schleswig-Holstein","direct migration background","","","",""
"Very often","2015","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2015","Hamburg","no migration background","","","",""
"Very often","2015","Hamburg","direct migration background","","","",""
"Very often","2015","Hamburg","indirect migration background","","","",""
"Very often","2015","Lower Saxony","no migration background","","","",""
"Very often","2015","Lower Saxony","direct migration background","","","",""
"Very often","2015","Lower Saxony","indirect migration background","","","",""
"Very often","2015","Bremen","no migration background","","","",""
"Very often","2015","Bremen","direct migration background","","","",""
"Very often","2015","Bremen","indirect migration background","","","",""
"Very often","2015","North Rhine-Westphalia","no migration background","","","",""
"Very often","2015","North Rhine-Westphalia","direct migration background","","","",""
"Very often","2015","North Rhine-Westphalia","indirect migration background","","","",""
"Very often","2015","Hesse","no migration background","","","",""
"Very often","2015","Hesse","direct migration background","","","",""
"Very often","2015","Hesse","indirect migration background","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very often","2015","Baden-Württemberg","no migration background","","","",""
"Very often","2015","Baden-Württemberg","direct migration background","","","",""
"Very often","2015","Baden-Württemberg","indirect migration background","","","",""
"Very often","2015","Bavaria","no migration background","","","",""
"Very often","2015","Bavaria","direct migration background","","","",""
"Very often","2015","Bavaria","indirect migration background","","","",""
"Very often","2015","Berlin","no migration background","","","",""
"Very often","2015","Berlin","direct migration background","","","",""
"Very often","2015","Berlin","indirect migration background","","","",""
"Very often","2015","Brandenburg","no migration background","","","",""
"Very often","2015","Brandenburg","direct migration background","","","",""
"Very often","2015","Brandenburg","indirect migration background","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2015","Saxony","no migration background","","","",""
"Very often","2015","Saxony","direct migration background","","","",""
"Very often","2015","Saxony","indirect migration background","","","",""
"Very often","2015","Saxony-Anhalt","no migration background","","","",""
"Very often","2015","Saxony-Anhalt","direct migration background","","","",""
"Very often","2015","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2015","Thuringia","no migration background","","","",""
"Very often","2015","Thuringia","direct migration background","","","",""
"Very often","2015","Thuringia","indirect migration background","","","",""
"Often","2015","Schleswig-Holstein","no migration background","","","",""
"Often","2015","Schleswig-Holstein","direct migration background","","","",""
"Often","2015","Schleswig-Holstein","indirect migration background","","","",""
"Often","2015","Hamburg","no migration background","","","",""
"Often","2015","Hamburg","direct migration background","","","",""
"Often","2015","Hamburg","indirect migration background","","","",""
"Often","2015","Lower Saxony","no migration background","","","",""
"Often","2015","Lower Saxony","direct migration background","","","",""
"Often","2015","Lower Saxony","indirect migration background","","","",""
"Often","2015","Bremen","no migration background","","","",""
"Often","2015","Bremen","direct migration background","","","",""
"Often","2015","Bremen","indirect migration background","","","",""
"Often","2015","North Rhine-Westphalia","no migration background","","","",""
"Often","2015","North Rhine-Westphalia","direct migration background","","","",""
"Often","2015","North Rhine-Westphalia","indirect migration background","","","",""
"Often","2015","Hesse","no migration background","","","",""
"Often","2015","Hesse","direct migration background","","","",""
"Often","2015","Hesse","indirect migration background","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Often","2015","Baden-Württemberg","no migration background","","","",""
"Often","2015","Baden-Württemberg","direct migration background","","","",""
"Often","2015","Baden-Württemberg","indirect migration background","","","",""
"Often","2015","Bavaria","no migration background","","","",""
"Often","2015","Bavaria","direct migration background","","","",""
"Often","2015","Bavaria","indirect migration background","","","",""
"Often","2015","Berlin","no migration background","","","",""
"Often","2015","Berlin","direct migration background","","","",""
"Often","2015","Berlin","indirect migration background","","","",""
"Often","2015","Brandenburg","no migration background","","","",""
"Often","2015","Brandenburg","direct migration background","","","",""
"Often","2015","Brandenburg","indirect migration background","","","",""
"Often","2015","Mecklenburg-Western Pomerania","no migration background","","","",""
"Often","2015","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2015","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2015","Saxony","no migration background","","","",""
"Often","2015","Saxony","direct migration background","","","",""
"Often","2015","Saxony","indirect migration background","","","",""
"Often","2015","Saxony-Anhalt","no migration background","","","",""
"Often","2015","Saxony-Anhalt","direct migration background","","","",""
"Often","2015","Saxony-Anhalt","indirect migration background","","","",""
"Often","2015","Thuringia","no migration background","","","",""
"Often","2015","Thuringia","direct migration background","","","",""
"Often","2015","Thuringia","indirect migration background","","","",""
"Sometimes","2015","Schleswig-Holstein","no migration background","","","",""
"Sometimes","2015","Schleswig-Holstein","direct migration background","","","",""
"Sometimes","2015","Schleswig-Holstein","indirect migration background","","","",""
"Sometimes","2015","Hamburg","no migration background","","","",""
"Sometimes","2015","Hamburg","direct migration background","","","",""
"Sometimes","2015","Hamburg","indirect migration background","","","",""
"Sometimes","2015","Lower Saxony","no migration background","","","",""
"Sometimes","2015","Lower Saxony","direct migration background","","","",""
"Sometimes","2015","Lower Saxony","indirect migration background","","","",""
"Sometimes","2015","Bremen","no migration background","","","",""
"Sometimes","2015","Bremen","direct migration background","","","",""
"Sometimes","2015","Bremen","indirect migration background","","","",""
"Sometimes","2015","North Rhine-Westphalia","no migration background","","","",""
"Sometimes","2015","North Rhine-Westphalia","direct migration background","","","",""
"Sometimes","2015","North Rhine-Westphalia","indirect migration background","","","",""
"Sometimes","2015","Hesse","no migration background","","","",""
"Sometimes","2015","Hesse","direct migration background","","","",""
"Sometimes","2015","Hesse","indirect migration background","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Sometimes","2015","Baden-Württemberg","no migration background","","","",""
"Sometimes","2015","Baden-Württemberg","direct migration background","","","",""
"Sometimes","2015","Baden-Württemberg","indirect migration background","","","",""
"Sometimes","2015","Bavaria","no migration background","","","",""
"Sometimes","2015","Bavaria","direct migration background","","","",""
"Sometimes","2015","Bavaria","indirect migration background","","","",""
"Sometimes","2015","Berlin","no migration background","","","",""
"Sometimes","2015","Berlin","direct migration background","","","",""
"Sometimes","2015","Berlin","indirect migration background","","","",""
"Sometimes","2015","Brandenburg","no migration background","","","",""
"Sometimes","2015","Brandenburg","direct migration background","","","",""
"Sometimes","2015","Brandenburg","indirect migration background","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2015","Saxony","no migration background","","","",""
"Sometimes","2015","Saxony","direct migration background","","","",""
"Sometimes","2015","Saxony","indirect migration background","","","",""
"Sometimes","2015","Saxony-Anhalt","no migration background","","","",""
"Sometimes","2015","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2015","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2015","Thuringia","no migration background","","","",""
"Sometimes","2015","Thuringia","direct migration background","","","",""
"Sometimes","2015","Thuringia","indirect migration background","","","",""
"Rarely","2015","Schleswig-Holstein","no migration background","","","",""
"Rarely","2015","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2015","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2015","Hamburg","no migration background","","","",""
"Rarely","2015","Hamburg","direct migration background","","","",""
"Rarely","2015","Hamburg","indirect migration background","","","",""
"Rarely","2015","Lower Saxony","no migration background","","","",""
"Rarely","2015","Lower Saxony","direct migration background","","","",""
"Rarely","2015","Lower Saxony","indirect migration background","","","",""
"Rarely","2015","Bremen","no migration background","","","",""
"Rarely","2015","Bremen","direct migration background","","","",""
"Rarely","2015","Bremen","indirect migration background","","","",""
"Rarely","2015","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2015","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2015","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2015","Hesse","no migration background","","","",""
"Rarely","2015","Hesse","direct migration background","","","",""
"Rarely","2015","Hesse","indirect migration background","","","",""
"Rarely","2015","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2015","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2015","Baden-Württemberg","no migration background","","","",""
"Rarely","2015","Baden-Württemberg","direct migration background","","","",""
"Rarely","2015","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2015","Bavaria","no migration background","","","",""
"Rarely","2015","Bavaria","direct migration background","","","",""
"Rarely","2015","Bavaria","indirect migration background","","","",""
"Rarely","2015","Berlin","no migration background","","","",""
"Rarely","2015","Berlin","direct migration background","","","",""
"Rarely","2015","Berlin","indirect migration background","","","",""
"Rarely","2015","Brandenburg","no migration background","","","",""
"Rarely","2015","Brandenburg","direct migration background","","","",""
"Rarely","2015","Brandenburg","indirect migration background","","","",""
"Rarely","2015","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2015","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2015","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2015","Saxony","no migration background","","","",""
"Rarely","2015","Saxony","direct migration background","","","",""
"Rarely","2015","Saxony","indirect migration background","","","",""
"Rarely","2015","Saxony-Anhalt","no migration background","","","",""
"Rarely","2015","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2015","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2015","Thuringia","no migration background","","","",""
"Rarely","2015","Thuringia","direct migration background","","","",""
"Rarely","2015","Thuringia","indirect migration background","","","",""
"Never","2015","Schleswig-Holstein","no migration background","","","",""
"Never","2015","Schleswig-Holstein","direct migration background","","","",""
"Never","2015","Schleswig-Holstein","indirect migration background","","","",""
"Never","2015","Hamburg","no migration background","","","",""
"Never","2015","Hamburg","direct migration background","","","",""
"Never","2015","Hamburg","indirect migration background","","","",""
"Never","2015","Lower Saxony","no migration background","","","",""
"Never","2015","Lower Saxony","direct migration background","","","",""
"Never","2015","Lower Saxony","indirect migration background","","","",""
"Never","2015","Bremen","no migration background","","","",""
"Never","2015","Bremen","direct migration background","","","",""
"Never","2015","Bremen","indirect migration background","","","",""
"Never","2015","North Rhine-Westphalia","no migration background","","","",""
"Never","2015","North Rhine-Westphalia","direct migration background","","","",""
"Never","2015","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2015","Hesse","no migration background","","","",""
"Never","2015","Hesse","direct migration background","","","",""
"Never","2015","Hesse","indirect migration background","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2015","Baden-Württemberg","no migration background","","","",""
"Never","2015","Baden-Württemberg","direct migration background","","","",""
"Never","2015","Baden-Württemberg","indirect migration background","","","",""
"Never","2015","Bavaria","no migration background","","","",""
"Never","2015","Bavaria","direct migration background","","","",""
"Never","2015","Bavaria","indirect migration background","","","",""
"Never","2015","Berlin","no migration background","","","",""
"Never","2015","Berlin","direct migration background","","","",""
"Never","2015","Berlin","indirect migration background","","","",""
"Never","2015","Brandenburg","no migration background","","","",""
"Never","2015","Brandenburg","direct migration background","","","",""
"Never","2015","Brandenburg","indirect migration background","","","",""
"Never","2015","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2015","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2015","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2015","Saxony","no migration background","","","",""
"Never","2015","Saxony","direct migration background","","","",""
"Never","2015","Saxony","indirect migration background","","","",""
"Never","2015","Saxony-Anhalt","no migration background","","","",""
"Never","2015","Saxony-Anhalt","direct migration background","","","",""
"Never","2015","Saxony-Anhalt","indirect migration background","","","",""
"Never","2015","Thuringia","no migration background","","","",""
"Never","2015","Thuringia","direct migration background","","","",""
"Never","2015","Thuringia","indirect migration background","","","",""
"Very often","2016","Schleswig-Holstein","no migration background","","","",""
"Very often","2016","Schleswig-Holstein","direct migration background","","","",""
"Very often","2016","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2016","Hamburg","no migration background","","","",""
"Very often","2016","Hamburg","direct migration background","","","",""
"Very often","2016","Hamburg","indirect migration background","","","",""
"Very often","2016","Lower Saxony","no migration background","","","",""
"Very often","2016","Lower Saxony","direct migration background","","","",""
"Very often","2016","Lower Saxony","indirect migration background","","","",""
"Very often","2016","Bremen","no migration background","","","",""
"Very often","2016","Bremen","direct migration background","","","",""
"Very often","2016","Bremen","indirect migration background","","","",""
"Very often","2016","North Rhine-Westphalia","no migration background","","","",""
"Very often","2016","North Rhine-Westphalia","direct migration background","","","",""
"Very often","2016","North Rhine-Westphalia","indirect migration background","","","",""
"Very often","2016","Hesse","no migration background","","","",""
"Very often","2016","Hesse","direct migration background","","","",""
"Very often","2016","Hesse","indirect migration background","","","",""
"Very often","2016","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Very often","2016","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very often","2016","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very often","2016","Baden-Württemberg","no migration background","","","",""
"Very often","2016","Baden-Württemberg","direct migration background","","","",""
"Very often","2016","Baden-Württemberg","indirect migration background","","","",""
"Very often","2016","Bavaria","no migration background","","","",""
"Very often","2016","Bavaria","direct migration background","","","",""
"Very often","2016","Bavaria","indirect migration background","","","",""
"Very often","2016","Berlin","no migration background","","","",""
"Very often","2016","Berlin","direct migration background","","","",""
"Very often","2016","Berlin","indirect migration background","","","",""
"Very often","2016","Brandenburg","no migration background","","","",""
"Very often","2016","Brandenburg","direct migration background","","","",""
"Very often","2016","Brandenburg","indirect migration background","","","",""
"Very often","2016","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very often","2016","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2016","Saxony","no migration background","","","",""
"Very often","2016","Saxony","direct migration background","","","",""
"Very often","2016","Saxony","indirect migration background","","","",""
"Very often","2016","Saxony-Anhalt","no migration background","","","",""
"Very often","2016","Saxony-Anhalt","direct migration background","","","",""
"Very often","2016","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2016","Thuringia","no migration background","","","",""
"Very often","2016","Thuringia","direct migration background","","","",""
"Very often","2016","Thuringia","indirect migration background","","","",""
"Often","2016","Schleswig-Holstein","no migration background","","","",""
"Often","2016","Schleswig-Holstein","direct migration background","","","",""
"Often","2016","Schleswig-Holstein","indirect migration background","","","",""
"Often","2016","Hamburg","no migration background","","","",""
"Often","2016","Hamburg","direct migration background","","","",""
"Often","2016","Hamburg","indirect migration background","","","",""
"Often","2016","Lower Saxony","no migration background","","","",""
"Often","2016","Lower Saxony","direct migration background","","","",""
"Often","2016","Lower Saxony","indirect migration background","","","",""
"Often","2016","Bremen","no migration background","","","",""
"Often","2016","Bremen","direct migration background","","","",""
"Often","2016","Bremen","indirect migration background","","","",""
"Often","2016","North Rhine-Westphalia","no migration background","","","",""
"Often","2016","North Rhine-Westphalia","direct migration background","","","",""
"Often","2016","North Rhine-Westphalia","indirect migration background","","","",""
"Often","2016","Hesse","no migration background","","","",""
"Often","2016","Hesse","direct migration background","","","",""
"Often","2016","Hesse","indirect migration background","","","",""
"Often","2016","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Often","2016","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Often","2016","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Often","2016","Baden-Württemberg","no migration background","","","",""
"Often","2016","Baden-Württemberg","direct migration background","","","",""
"Often","2016","Baden-Württemberg","indirect migration background","","","",""
"Often","2016","Bavaria","no migration background","","","",""
"Often","2016","Bavaria","direct migration background","","","",""
"Often","2016","Bavaria","indirect migration background","","","",""
"Often","2016","Berlin","no migration background","","","",""
"Often","2016","Berlin","direct migration background","","","",""
"Often","2016","Berlin","indirect migration background","","","",""
"Often","2016","Brandenburg","no migration background","","","",""
"Often","2016","Brandenburg","direct migration background","","","",""
"Often","2016","Brandenburg","indirect migration background","","","",""
"Often","2016","Mecklenburg-Western Pomerania","no migration background","","","",""
"Often","2016","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2016","Saxony","no migration background","","","",""
"Often","2016","Saxony","direct migration background","","","",""
"Often","2016","Saxony","indirect migration background","","","",""
"Often","2016","Saxony-Anhalt","no migration background","","","",""
"Often","2016","Saxony-Anhalt","direct migration background","","","",""
"Often","2016","Saxony-Anhalt","indirect migration background","","","",""
"Often","2016","Thuringia","no migration background","","","",""
"Often","2016","Thuringia","direct migration background","","","",""
"Often","2016","Thuringia","indirect migration background","","","",""
"Sometimes","2016","Schleswig-Holstein","no migration background","","","",""
"Sometimes","2016","Schleswig-Holstein","direct migration background","","","",""
"Sometimes","2016","Schleswig-Holstein","indirect migration background","","","",""
"Sometimes","2016","Hamburg","no migration background","","","",""
"Sometimes","2016","Hamburg","direct migration background","","","",""
"Sometimes","2016","Hamburg","indirect migration background","","","",""
"Sometimes","2016","Lower Saxony","no migration background","","","",""
"Sometimes","2016","Lower Saxony","direct migration background","","","",""
"Sometimes","2016","Lower Saxony","indirect migration background","","","",""
"Sometimes","2016","Bremen","no migration background","","","",""
"Sometimes","2016","Bremen","direct migration background","","","",""
"Sometimes","2016","Bremen","indirect migration background","","","",""
"Sometimes","2016","North Rhine-Westphalia","no migration background","","","",""
"Sometimes","2016","North Rhine-Westphalia","direct migration background","","","",""
"Sometimes","2016","North Rhine-Westphalia","indirect migration background","","","",""
"Sometimes","2016","Hesse","no migration background","","","",""
"Sometimes","2016","Hesse","direct migration background","","","",""
"Sometimes","2016","Hesse","indirect migration background","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Sometimes","2016","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Sometimes","2016","Baden-Württemberg","no migration background","","","",""
"Sometimes","2016","Baden-Württemberg","direct migration background","","","",""
"Sometimes","2016","Baden-Württemberg","indirect migration background","","","",""
"Sometimes","2016","Bavaria","no migration background","","","",""
"Sometimes","2016","Bavaria","direct migration background","","","",""
"Sometimes","2016","Bavaria","indirect migration background","","","",""
"Sometimes","2016","Berlin","no migration background","","","",""
"Sometimes","2016","Berlin","direct migration background","","","",""
"Sometimes","2016","Berlin","indirect migration background","","","",""
"Sometimes","2016","Brandenburg","no migration background","","","",""
"Sometimes","2016","Brandenburg","direct migration background","","","",""
"Sometimes","2016","Brandenburg","indirect migration background","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2016","Saxony","no migration background","","","",""
"Sometimes","2016","Saxony","direct migration background","","","",""
"Sometimes","2016","Saxony","indirect migration background","","","",""
"Sometimes","2016","Saxony-Anhalt","no migration background","","","",""
"Sometimes","2016","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2016","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2016","Thuringia","no migration background","","","",""
"Sometimes","2016","Thuringia","direct migration background","","","",""
"Sometimes","2016","Thuringia","indirect migration background","","","",""
"Rarely","2016","Schleswig-Holstein","no migration background","","","",""
"Rarely","2016","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2016","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2016","Hamburg","no migration background","","","",""
"Rarely","2016","Hamburg","direct migration background","","","",""
"Rarely","2016","Hamburg","indirect migration background","","","",""
"Rarely","2016","Lower Saxony","no migration background","","","",""
"Rarely","2016","Lower Saxony","direct migration background","","","",""
"Rarely","2016","Lower Saxony","indirect migration background","","","",""
"Rarely","2016","Bremen","no migration background","","","",""
"Rarely","2016","Bremen","direct migration background","","","",""
"Rarely","2016","Bremen","indirect migration background","","","",""
"Rarely","2016","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2016","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2016","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2016","Hesse","no migration background","","","",""
"Rarely","2016","Hesse","direct migration background","","","",""
"Rarely","2016","Hesse","indirect migration background","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2016","Baden-Württemberg","no migration background","","","",""
"Rarely","2016","Baden-Württemberg","direct migration background","","","",""
"Rarely","2016","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2016","Bavaria","no migration background","","","",""
"Rarely","2016","Bavaria","direct migration background","","","",""
"Rarely","2016","Bavaria","indirect migration background","","","",""
"Rarely","2016","Berlin","no migration background","","","",""
"Rarely","2016","Berlin","direct migration background","","","",""
"Rarely","2016","Berlin","indirect migration background","","","",""
"Rarely","2016","Brandenburg","no migration background","","","",""
"Rarely","2016","Brandenburg","direct migration background","","","",""
"Rarely","2016","Brandenburg","indirect migration background","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2016","Saxony","no migration background","","","",""
"Rarely","2016","Saxony","direct migration background","","","",""
"Rarely","2016","Saxony","indirect migration background","","","",""
"Rarely","2016","Saxony-Anhalt","no migration background","","","",""
"Rarely","2016","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2016","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2016","Thuringia","no migration background","","","",""
"Rarely","2016","Thuringia","direct migration background","","","",""
"Rarely","2016","Thuringia","indirect migration background","","","",""
"Never","2016","Schleswig-Holstein","no migration background","","","",""
"Never","2016","Schleswig-Holstein","direct migration background","","","",""
"Never","2016","Schleswig-Holstein","indirect migration background","","","",""
"Never","2016","Hamburg","no migration background","","","",""
"Never","2016","Hamburg","direct migration background","","","",""
"Never","2016","Hamburg","indirect migration background","","","",""
"Never","2016","Lower Saxony","no migration background","","","",""
"Never","2016","Lower Saxony","direct migration background","","","",""
"Never","2016","Lower Saxony","indirect migration background","","","",""
"Never","2016","Bremen","no migration background","","","",""
"Never","2016","Bremen","direct migration background","","","",""
"Never","2016","Bremen","indirect migration background","","","",""
"Never","2016","North Rhine-Westphalia","no migration background","","","",""
"Never","2016","North Rhine-Westphalia","direct migration background","","","",""
"Never","2016","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2016","Hesse","no migration background","","","",""
"Never","2016","Hesse","direct migration background","","","",""
