"m11126","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Bad ","2013","vocational + Abi","Urban Area","52","0.0248971580044382","0.0175886947091762","0.0322056212997002"
"Bad ","2013","vocational + Abi","Rural Area","11","","",""
"Bad ","2013","higher vocational","Urban Area","35","0.0437703792578879","0.0313959638091082","0.0561447947066675"
"Bad ","2013","higher vocational","Rural Area","22","","",""
"Bad ","2013","higher education","Urban Area","115","0.0268655672793573","0.0224029665260346","0.03132816803268"
"Bad ","2013","higher education","Rural Area","34","0.0223357820594353","0.0155708677396474","0.0291006963792232"
"Very good","2014","in school","Urban Area","246","0.395458746629801","0.356204330235112","0.43471316302449"
"Very good","2014","in school","Rural Area","110","0.403532398527454","0.346673596090765","0.460391200964142"
"Very good","2014","inadequately","Urban Area","31","0.0738118505866243","0.0468402234653566","0.100783477707892"
"Very good","2014","inadequately","Rural Area","11","","",""
"Very good","2014","general elemantary","Urban Area","275","0.110464411775805","0.0972723957238086","0.123656427827801"
"Very good","2014","general elemantary","Rural Area","129","0.108948971428919","0.0903148549652119","0.127583087892627"
"Very good","2014","middle vocational","Urban Area","655","0.0784382312067111","0.0724404075720655","0.0844360548413567"
"Very good","2014","middle vocational","Rural Area","372","0.0773861381171561","0.0698969414348954","0.0848753347994167"
"Very good","2014","vocational + Abi","Urban Area","166","0.119138051551217","0.102738708680603","0.135537394421832"
"Very good","2014","vocational + Abi","Rural Area","68","0.14698063383222","0.117548605104886","0.176412662559554"
"Very good","2014","higher vocational","Urban Area","62","0.0571803003102586","0.0425156237899199","0.0718449768305974"
"Very good","2014","higher vocational","Rural Area","39","0.0568831276484259","0.0388822357351907","0.0748840195616611"
"Very good","2014","higher education","Urban Area","598","0.145403495716345","0.135156386732582","0.155650604700107"
"Very good","2014","higher education","Rural Area","176","0.0976039654409616","0.0834545968840588","0.111753333997864"
"Good","2014","in school","Urban Area","248","0.418962767402738","0.379351872223507","0.45857366258197"
"Good","2014","in school","Rural Area","129","0.437404511678446","0.379912854642424","0.494896168714468"
"Good","2014","inadequately","Urban Area","111","0.289475357092836","0.242692163852425","0.336258550333247"
"Good","2014","inadequately","Rural Area","46","0.318386269138025","0.242298793589051","0.394473744686998"
"Good","2014","general elemantary","Urban Area","731","0.275771257461616","0.256963773805855","0.294578741117376"
"Good","2014","general elemantary","Rural Area","360","0.285398443519815","0.258389740508212","0.312407146531418"
"Good","2014","middle vocational","Urban Area","2927","0.355465688603805","0.344787700448534","0.366143676759077"
"Good","2014","middle vocational","Rural Area","1857","0.357855822836831","0.344420008930971","0.371291636742691"
"Good","2014","vocational + Abi","Urban Area","669","0.407941231600253","0.383062485687718","0.432819977512788"
"Good","2014","vocational + Abi","Rural Area","255","0.515147921373087","0.4736065047972","0.556689337948973"
"Good","2014","higher vocational","Urban Area","400","0.405281306609555","0.374273644095551","0.436288969123558"
"Good","2014","higher vocational","Rural Area","254","0.398002878282008","0.359961184357253","0.436044572206763"
"Good","2014","higher education","Urban Area","2100","0.436460469553052","0.422043697692104","0.450877241414"
"Good","2014","higher education","Rural Area","795","0.421429623734823","0.397887514766938","0.444971732702709"
"Satisfactory","2014","in school","Urban Area","82","0.156900262553691","0.127700704832552","0.186099820274831"
"Satisfactory","2014","in school","Rural Area","37","0.131547043553452","0.0923747708329183","0.170719316273986"
"Satisfactory","2014","inadequately","Urban Area","108","0.271043411477183","0.22519072874208","0.316896094212285"
"Satisfactory","2014","inadequately","Rural Area","39","0.176940507189997","0.114610655573622","0.239270358806372"
"Satisfactory","2014","general elemantary","Urban Area","646","0.332120529256071","0.312300001103044","0.351941057409098"
"Satisfactory","2014","general elemantary","Rural Area","353","0.372399821659346","0.343486884542077","0.401312758776615"
"Satisfactory","2014","middle vocational","Urban Area","2611","0.350826504229239","0.340180315551871","0.361472692906607"
"Satisfactory","2014","middle vocational","Rural Area","1742","0.348882263190233","0.335523604008081","0.362240922372386"
"Satisfactory","2014","vocational + Abi","Urban Area","444","0.324169807806541","0.300475045787103","0.347864569825978"
"Satisfactory","2014","vocational + Abi","Rural Area","173","0.264249994011004","0.227599205256002","0.300900782766006"
"Satisfactory","2014","higher vocational","Urban Area","345","0.35384335983341","0.323643190480283","0.384043529186538"
"Satisfactory","2014","higher vocational","Rural Area","242","0.387083736757109","0.34922879622831","0.424938677285907"
"Satisfactory","2014","higher education","Urban Area","1259","0.278710701662191","0.265677085048633","0.291744318275748"
"Satisfactory","2014","higher education","Rural Area","495","0.330597102805222","0.308168715134375","0.353025490476069"
"Poor","2014","in school","Urban Area","17","","",""
"Poor","2014","in school","Rural Area","9","","",""
"Poor","2014","inadequately","Urban Area","77","0.258136145467591","0.212994123651579","0.303278167283603"
"Poor","2014","inadequately","Rural Area","35","0.279817355620914","0.206496842682573","0.353137868559254"
"Poor","2014","general elemantary","Urban Area","393","0.212778884006178","0.195555005800665","0.230002762211691"
"Poor","2014","general elemantary","Rural Area","187","0.184148425198235","0.160967245529896","0.207329604866574"
"Poor","2014","middle vocational","Urban Area","1213","0.170919212331445","0.162521491413746","0.179316933249144"
"Poor","2014","middle vocational","Rural Area","727","0.172202981582136","0.161620782595126","0.182785180569146"
"Poor","2014","vocational + Abi","Urban Area","182","0.120552431767244","0.104069280718435","0.137035582816053"
"Poor","2014","vocational + Abi","Rural Area","50","0.0633220659999193","0.043078669668077","0.0835654623317617"
"Poor","2014","higher vocational","Urban Area","134","0.152283052901343","0.129590353120506","0.17497575268218"
"Poor","2014","higher vocational","Rural Area","82","0.135508595613055","0.108908494033704","0.162108697192405"
"Poor","2014","higher education","Urban Area","501","0.116737245153876","0.107402917223604","0.126071573084149"
"Poor","2014","higher education","Rural Area","183","0.119440711011831","0.103978904646527","0.134902517377135"
"Bad ","2014","in school","Urban Area","3","","",""
"Bad ","2014","in school","Rural Area","1","","",""
"Bad ","2014","inadequately","Urban Area","34","0.107533235375766","0.0755765392926639","0.139489931458868"
"Bad ","2014","inadequately","Rural Area","13","","",""
"Bad ","2014","general elemantary","Urban Area","124","0.0688649175003302","0.0582081945388337","0.0795216404618268"
"Bad ","2014","general elemantary","Rural Area","45","0.0491043381936848","0.0361810712727729","0.0620276051145967"
"Bad ","2014","middle vocational","Urban Area","313","0.0443503636287999","0.0397576907568815","0.0489430365007182"
"Bad ","2014","middle vocational","Rural Area","192","0.0436727942736432","0.0379448022202244","0.0494007863270621"
"Bad ","2014","vocational + Abi","Urban Area","38","0.0281984772747447","0.0198183832648352","0.0365785712846542"
"Bad ","2014","vocational + Abi","Rural Area","10","","",""
"Bad ","2014","higher vocational","Urban Area","22","","",""
"Bad ","2014","higher vocational","Rural Area","19","","",""
"Bad ","2014","higher education","Urban Area","88","0.0226880879145364","0.0183594733176338","0.027016702511439"
"Bad ","2014","higher education","Rural Area","41","0.0309285970071624","0.0226746298291968","0.039182564185128"
"Very good","2015","in school","Urban Area","208","0.432304812713087","0.390009189859191","0.474600435566983"
"Very good","2015","in school","Rural Area","82","0.367979444021589","0.308199504967984","0.427759383075194"
"Very good","2015","inadequately","Urban Area","43","0.0648511276206931","0.0402840452540442","0.089418209987342"
"Very good","2015","inadequately","Rural Area","26","","",""
"Very good","2015","general elemantary","Urban Area","273","0.0985072542882839","0.0857037964376393","0.111310712138928"
"Very good","2015","general elemantary","Rural Area","121","0.0827815713892906","0.0660185371043801","0.0995446056742011"
"Very good","2015","middle vocational","Urban Area","700","0.0831877143858294","0.0769242336707601","0.0894511951008986"
"Very good","2015","middle vocational","Rural Area","392","0.0715842398787571","0.0642675543284268","0.0789009254290873"
"Very good","2015","vocational + Abi","Urban Area","194","0.128906273824694","0.112430128543655","0.145382419105733"
"Very good","2015","vocational + Abi","Rural Area","78","0.131693816766232","0.104149757237833","0.15923787629463"
"Very good","2015","higher vocational","Urban Area","51","0.0543520199104007","0.0397735203544873","0.0689305194663141"
"Very good","2015","higher vocational","Rural Area","34","0.0515896727399761","0.0339783773040548","0.0692009681758974"
"Very good","2015","higher education","Urban Area","717","0.151799083708054","0.141541692744351","0.162056474671757"
"Very good","2015","higher education","Rural Area","196","0.10531381680344","0.090911630749161","0.11971600285772"
"Good","2015","in school","Urban Area","237","0.428197206979833","0.38595098908439","0.470443424875277"
"Good","2015","in school","Rural Area","122","0.487292564976848","0.425333081744333","0.549252048209362"
"Good","2015","inadequately","Urban Area","134","0.25429077037473","0.210849301989006","0.297732238760455"
"Good","2015","inadequately","Rural Area","35","0.242021503502873","0.173706666384641","0.310336340621106"
"Good","2015","general elemantary","Urban Area","745","0.314615081607312","0.294663878424601","0.334566284790024"
"Good","2015","general elemantary","Rural Area","363","0.333333960843942","0.304656323936411","0.362011597751474"
"Good","2015","middle vocational","Urban Area","2756","0.346945282543725","0.336149572408384","0.357740992679067"
"Good","2015","middle vocational","Rural Area","1839","0.36224723162205","0.348605699699859","0.37588876354424"
"Good","2015","vocational + Abi","Urban Area","721","0.411576524944408","0.387379808469947","0.435773241418869"
"Good","2015","vocational + Abi","Rural Area","259","0.46460189960745","0.423977429173379","0.505226370041521"
"Good","2015","higher vocational","Urban Area","369","0.375975098588738","0.344827774973378","0.407122422204097"
"Good","2015","higher vocational","Rural Area","241","0.371973978582209","0.333492045668244","0.410455911496174"
"Good","2015","higher education","Urban Area","2156","0.437395666903201","0.423215160511514","0.451576173294888"
"Good","2015","higher education","Rural Area","791","0.425620605290414","0.402422040170576","0.448819170410252"
"Satisfactory","2015","in school","Urban Area","61","0.0974112649391547","0.0720954256888959","0.122727104189414"
"Satisfactory","2015","in school","Rural Area","35","0.101975829114448","0.064463785707956","0.13948787252094"
"Satisfactory","2015","inadequately","Urban Area","94","0.317127167680884","0.270703325566018","0.363551009795751"
"Satisfactory","2015","inadequately","Rural Area","40","0.215158431119353","0.149614905223579","0.280701957015126"
"Satisfactory","2015","general elemantary","Urban Area","603","0.324523239111828","0.304407307150466","0.344639171073189"
"Satisfactory","2015","general elemantary","Rural Area","339","0.344822738827691","0.31590750085642","0.373737976798961"
"Satisfactory","2015","middle vocational","Urban Area","2542","0.351366854686385","0.340539411823325","0.362194297549444"
"Satisfactory","2015","middle vocational","Rural Area","1649","0.351194096255104","0.33764640066763","0.364741791842578"
"Satisfactory","2015","vocational + Abi","Urban Area","462","0.320629519540641","0.297681710319464","0.343577328761818"
"Satisfactory","2015","vocational + Abi","Rural Area","175","0.288896664213477","0.251977961603168","0.325815366823786"
"Satisfactory","2015","higher vocational","Urban Area","343","0.392763763972109","0.361359777579611","0.424167750364608"
"Satisfactory","2015","higher vocational","Rural Area","227","0.356990503467495","0.318844521063764","0.395136485871225"
"Satisfactory","2015","higher education","Urban Area","1258","0.276765446034956","0.263976095731672","0.28955479633824"
"Satisfactory","2015","higher education","Rural Area","536","0.327485186177152","0.305466209437304","0.349504162916999"
"Poor","2015","in school","Urban Area","18","","",""
"Poor","2015","in school","Rural Area","11","","",""
"Poor","2015","inadequately","Urban Area","83","0.212330329806352","0.171532926917767","0.253127732694937"
"Poor","2015","inadequately","Rural Area","43","0.320603745044974","0.246163895405677","0.395043594684272"
"Poor","2015","general elemantary","Urban Area","360","0.200311577544658","0.183115654978824","0.217507500110491"
"Poor","2015","general elemantary","Rural Area","164","0.175477543126771","0.152337645609714","0.198617440643827"
"Poor","2015","middle vocational","Urban Area","1190","0.173668726521573","0.165076932812734","0.182260520230412"
"Poor","2015","middle vocational","Rural Area","702","0.169273369177854","0.158630522260073","0.179916216095635"
"Poor","2015","vocational + Abi","Urban Area","177","0.113340609412295","0.0977537964810844","0.128927422343506"
"Poor","2015","vocational + Abi","Rural Area","56","0.087421586778529","0.0644149441004278","0.11042822945663"
"Poor","2015","higher vocational","Urban Area","137","0.129492917005181","0.107903078407252","0.15108275560311"
"Poor","2015","higher vocational","Rural Area","76","0.160634642719769","0.131399386445614","0.189869898993925"
"Poor","2015","higher education","Urban Area","483","0.111205658875085","0.102218611116146","0.120192706634023"
"Poor","2015","higher education","Rural Area","183","0.115254705976725","0.100272048896563","0.130237363056887"
"Bad ","2015","in school","Urban Area","3","","",""
"Bad ","2015","in school","Rural Area","","","",""
"Bad ","2015","inadequately","Urban Area","32","0.15140060451734","0.115642902383888","0.187158306650793"
"Bad ","2015","inadequately","Rural Area","7","","",""
"Bad ","2015","general elemantary","Urban Area","100","0.0620428474479185","0.0516783222571068","0.0724073726387303"
"Bad ","2015","general elemantary","Rural Area","51","0.0635841858123059","0.0487399330317564","0.0784284385928554"
"Bad ","2015","middle vocational","Urban Area","280","0.0448314218624877","0.0401381338481549","0.0495247098768206"
"Bad ","2015","middle vocational","Rural Area","187","0.0457010630662356","0.0397739965510272","0.051628129581444"
"Bad ","2015","vocational + Abi","Urban Area","35","0.025547072277961","0.0177892979277732","0.0333048466281488"
"Bad ","2015","vocational + Abi","Rural Area","11","","",""
"Bad ","2015","higher vocational","Urban Area","29","","",""
"Bad ","2015","higher vocational","Rural Area","28","","",""
"Bad ","2015","higher education","Urban Area","87","0.0228341444787048","0.0185641287044565","0.0271041602529532"
"Bad ","2015","higher education","Rural Area","39","0.0263256857522689","0.0188138327889081","0.0338375387156296"
"Very good","2016","in school","Urban Area","193","0.388695649305712","0.346758587926997","0.430632710684427"
"Very good","2016","in school","Rural Area","84","0.359387775834431","0.296411797819732","0.422363753849131"
"Very good","2016","inadequately","Urban Area","421","0.118627343588492","0.101391524207016","0.135863162969969"
"Very good","2016","inadequately","Rural Area","203","0.150185792608962","0.123294624774244","0.17707696044368"
"Very good","2016","general elemantary","Urban Area","456","0.0996898072346911","0.0876106205933649","0.111768993876017"
"Very good","2016","general elemantary","Rural Area","218","0.091504196927229","0.0752585363406462","0.107749857513812"
"Very good","2016","middle vocational","Urban Area","842","0.0819669367519086","0.0756591239590129","0.0882747495448043"
"Very good","2016","middle vocational","Rural Area","396","0.0628734646933729","0.0558504775005286","0.0698964518862171"
"Very good","2016","vocational + Abi","Urban Area","217","0.124355989384269","0.108027960366775","0.140684018401763"
"Very good","2016","vocational + Abi","Rural Area","77","0.113443789502623","0.0874772377532644","0.139410341251982"
"Very good","2016","higher vocational","Urban Area","50","0.0511930188794571","0.0363682288118623","0.0660178089470519"
"Very good","2016","higher vocational","Rural Area","31","0.049338123409922","0.0314644881341583","0.0672117586856857"
"Very good","2016","higher education","Urban Area","790","0.128779048689004","0.119314123747282","0.138243973630726"
"Very good","2016","higher education","Rural Area","251","0.101827249718014","0.0881276741218181","0.115526825314209"
"Good","2016","in school","Urban Area","236","0.446203222842879","0.403436499667367","0.48896994601839"
"Good","2016","in school","Rural Area","107","0.508319801269045","0.442704438756465","0.573935163781624"
"Good","2016","inadequately","Urban Area","389","0.269390429571963","0.245742479213809","0.293038379930117"
"Good","2016","inadequately","Rural Area","221","0.300319009901644","0.265814592956159","0.334823426847128"
"Good","2016","general elemantary","Urban Area","795","0.317822022529039","0.299048011386536","0.336596033671542"
"Good","2016","general elemantary","Rural Area","414","0.314277461313767","0.288120563473629","0.340434359153905"
"Good","2016","middle vocational","Urban Area","2630","0.34392865848673","0.333005707164786","0.354851609808675"
"Good","2016","middle vocational","Rural Area","1774","0.374757651946504","0.360752477926995","0.388762825966012"
"Good","2016","vocational + Abi","Urban Area","657","0.425475151240936","0.401011114042006","0.449939188439866"
"Good","2016","vocational + Abi","Rural Area","264","0.483175354647841","0.442259203455869","0.524091505839813"
"Good","2016","higher vocational","Urban Area","339","0.432048599952386","0.398727745144487","0.465369454760286"
"Good","2016","higher vocational","Rural Area","231","0.392887405664215","0.352580708365897","0.433194102962534"
"Good","2016","higher education","Urban Area","2108","0.442528133857996","0.428493136567738","0.456563131148255"
"Good","2016","higher education","Rural Area","826","0.423572476229977","0.401188801324907","0.445956151135047"
"Satisfactory","2016","in school","Urban Area","64","0.107438972272753","0.0807971274226242","0.134080817122881"
"Satisfactory","2016","in school","Rural Area","26","","",""
"Satisfactory","2016","inadequately","Urban Area","270","0.296136260102555","0.271800224319253","0.320472295885857"
"Satisfactory","2016","inadequately","Rural Area","129","0.258311362760757","0.225364367593412","0.291258357928102"
"Satisfactory","2016","general elemantary","Urban Area","613","0.316964839256962","0.29820438694797","0.335725291565955"
"Satisfactory","2016","general elemantary","Rural Area","339","0.334413521877834","0.307830792754161","0.360996251001508"
"Satisfactory","2016","middle vocational","Urban Area","2382","0.348709779895505","0.337751317442039","0.359668242348971"
"Satisfactory","2016","middle vocational","Rural Area","1571","0.362798912214757","0.34888784962745","0.376709974802063"
"Satisfactory","2016","vocational + Abi","Urban Area","462","0.296797432922371","0.274192307911245","0.319402557933497"
"Satisfactory","2016","vocational + Abi","Rural Area","157","0.265234403631557","0.229088414421241","0.301380392841873"
"Satisfactory","2016","higher vocational","Urban Area","296","0.343355872327349","0.311416121923376","0.375295622731322"
"Satisfactory","2016","higher vocational","Rural Area","204","0.352705689788733","0.3132721588105","0.392139220766966"
"Satisfactory","2016","higher education","Urban Area","1284","0.29187688769228","0.279030392737958","0.304723382646601"
"Satisfactory","2016","higher education","Rural Area","537","0.309794074091137","0.288847111181651","0.330741037000623"
"Poor","2016","in school","Urban Area","22","","",""
"Poor","2016","in school","Rural Area","6","","",""
"Poor","2016","inadequately","Urban Area","195","0.267130854576524","0.243545902893413","0.290715806259635"
"Poor","2016","inadequately","Rural Area","90","0.179356992877756","0.150478831594071","0.208235154161442"
"Poor","2016","general elemantary","Urban Area","360","0.191967654362443","0.176087868842024","0.207847439882861"
"Poor","2016","general elemantary","Rural Area","188","0.209413037446307","0.18648683685072","0.232339238041894"
"Poor","2016","middle vocational","Urban Area","1131","0.179776678572038","0.170946631583762","0.188606725560314"
"Poor","2016","middle vocational","Rural Area","659","0.155948572532028","0.145451596189213","0.166445548874844"
"Poor","2016","vocational + Abi","Urban Area","186","0.117995238741374","0.102032613207994","0.133957864274754"
"Poor","2016","vocational + Abi","Rural Area","61","0.105307027676417","0.0801744825813114","0.130439572771522"
"Poor","2016","higher vocational","Urban Area","134","0.136663041945547","0.113557830145821","0.159768253745273"
"Poor","2016","higher vocational","Rural Area","85","0.182742284108934","0.150848387778705","0.214636180439163"
"Poor","2016","higher education","Urban Area","532","0.116637959070179","0.107567699097135","0.125708219043224"
"Poor","2016","higher education","Rural Area","209","0.128114662546811","0.112974718351125","0.143254606742498"
"Bad ","2016","in school","Urban Area","4","","",""
"Bad ","2016","in school","Rural Area","","","",""
"Bad ","2016","inadequately","Urban Area","77","0.0487151121604666","0.037240265323589","0.0601899589973443"
"Bad ","2016","inadequately","Rural Area","35","0.111826841850881","0.0881046345856709","0.135549049116091"
"Bad ","2016","general elemantary","Urban Area","139","0.0735556766168649","0.0630303885740192","0.0840809646597107"
"Bad ","2016","general elemantary","Rural Area","51","0.0503917824348629","0.0380661986532287","0.062717366216497"
"Bad ","2016","middle vocational","Urban Area","280","0.045617946293818","0.0408199569552691","0.0504159356323669"
"Bad ","2016","middle vocational","Rural Area","189","0.0436213986133384","0.0377118572012187","0.0495309400254582"
"Bad ","2016","vocational + Abi","Urban Area","47","0.0353761877110501","0.0262356630792196","0.0445167123428806"
"Bad ","2016","vocational + Abi","Rural Area","14","","",""
"Bad ","2016","higher vocational","Urban Area","30","0.0367394668952605","0.0240853292455004","0.0493936045450206"
"Bad ","2016","higher vocational","Rural Area","13","","",""
"Bad ","2016","higher education","Urban Area","97","0.0201779706905404","0.016204749383945","0.0241511919971357"
"Bad ","2016","higher education","Rural Area","49","0.0366915374140609","0.02817504406961","0.0452080307585118"
"Very good","2017","in school","Urban Area","230","0.393968293632227","0.354338667402204","0.43359791986225"
"Very good","2017","in school","Rural Area","92","0.361639969160502","0.300597700246644","0.422682238074359"
"Very good","2017","inadequately","Urban Area","575","0.139057229928515","0.123458073345516","0.154656386511514"
"Very good","2017","inadequately","Rural Area","283","0.213164780365154","0.184497289632277","0.24183227109803"
"Very good","2017","general elemantary","Urban Area","554","0.10894322709406","0.0969717634609008","0.120914690727218"
"Very good","2017","general elemantary","Rural Area","219","0.0673091598077766","0.0541938055805927","0.0804245140349605"
"Very good","2017","middle vocational","Urban Area","933","0.0807096157348972","0.0747038473853918","0.0867153840844026"
"Very good","2017","middle vocational","Rural Area","455","0.0598761822583767","0.053380560397321","0.0663718041194325"
"Very good","2017","vocational + Abi","Urban Area","235","0.122273816566369","0.106719191153222","0.137828441979516"
"Very good","2017","vocational + Abi","Rural Area","85","0.120087477859339","0.0951933995162721","0.144981556202405"
"Very good","2017","higher vocational","Urban Area","67","0.0769225553720244","0.0595521562705357","0.0942929544735132"
"Very good","2017","higher vocational","Rural Area","46","0.0618746622347336","0.0432234987084038","0.0805258257610633"
"Very good","2017","higher education","Urban Area","929","0.153027249838517","0.143422390975156","0.162632108701877"
"Very good","2017","higher education","Rural Area","293","0.0929022503724984","0.0804297877046295","0.105374713040367"
"Good","2017","in school","Urban Area","242","0.400718432025406","0.360973954946636","0.440462909104176"
"Good","2017","in school","Rural Area","115","0.487996198793208","0.42449170994917","0.551500687637247"
"Good","2017","inadequately","Urban Area","610","0.263897107777349","0.244026837875551","0.283767377679147"
"Good","2017","inadequately","Rural Area","235","0.295242857806875","0.263312814850745","0.327172900763005"
"Good","2017","general elemantary","Urban Area","896","0.314964271056204","0.297116593874852","0.332811948237556"
"Good","2017","general elemantary","Rural Area","492","0.3179890136868","0.293612262340812","0.342365765032789"
"Good","2017","middle vocational","Urban Area","2856","0.342750314297676","0.332285447548983","0.353215181046368"
"Good","2017","middle vocational","Rural Area","1970","0.366260115281684","0.353069911953229","0.379450318610138"
"Good","2017","vocational + Abi","Urban Area","738","0.427524434373852","0.404035017053587","0.451013851694118"
"Good","2017","vocational + Abi","Rural Area","292","0.485393841565997","0.447119118101409","0.523668565030585"
"Good","2017","higher vocational","Urban Area","345","0.368397331449499","0.336952875011499","0.399841787887498"
"Good","2017","higher vocational","Rural Area","264","0.405982027517143","0.367965515090139","0.443998539944146"
"Good","2017","higher education","Urban Area","2421","0.43815988867943","0.424922736506042","0.451397040852818"
"Good","2017","higher education","Rural Area","942","0.436743574654748","0.415433822902882","0.458053326406614"
"Satisfactory","2017","in school","Urban Area","84","0.173282995950075","0.142585844516244","0.203980147383906"
"Satisfactory","2017","in school","Rural Area","20","","",""
"Satisfactory","2017","inadequately","Urban Area","371","0.30349320643308","0.282765351794767","0.324221061071394"
"Satisfactory","2017","inadequately","Rural Area","141","0.259108007291399","0.228438420317506","0.289777594265293"
"Satisfactory","2017","general elemantary","Urban Area","647","0.334667361103587","0.316536411990251","0.352798310216923"
"Satisfactory","2017","general elemantary","Rural Area","430","0.344685437432615","0.319807723968196","0.369563150897034"
"Satisfactory","2017","middle vocational","Urban Area","2616","0.354371409439709","0.343825105256739","0.364917713622678"
"Satisfactory","2017","middle vocational","Rural Area","1786","0.367307955480019","0.354109822180155","0.380506088779882"
"Satisfactory","2017","vocational + Abi","Urban Area","498","0.307721391503144","0.285806839560259","0.32963594344603"
"Satisfactory","2017","vocational + Abi","Rural Area","192","0.260014683043762","0.226422523145539","0.293606842941984"
"Satisfactory","2017","higher vocational","Urban Area","340","0.366996722110538","0.335577317725386","0.39841612649569"
"Satisfactory","2017","higher vocational","Rural Area","227","0.352059054065657","0.315085214883028","0.389032893248287"
"Satisfactory","2017","higher education","Urban Area","1403","0.283311911956125","0.271290114890441","0.295333709021809"
"Satisfactory","2017","higher education","Rural Area","591","0.31952912311026","0.299494921214065","0.339563325006456"
"Poor","2017","in school","Urban Area","24","","",""
"Poor","2017","in school","Rural Area","10","","",""
"Poor","2017","inadequately","Urban Area","240","0.226307474340949","0.207442733710837","0.245172214971062"
"Poor","2017","inadequately","Rural Area","97","0.191873429227793","0.164309750987942","0.219437107467644"
"Poor","2017","general elemantary","Urban Area","399","0.195576160954449","0.180335813455475","0.210816508453423"
"Poor","2017","general elemantary","Rural Area","200","0.206755630818718","0.185557075918371","0.227954185719065"
"Poor","2017","middle vocational","Urban Area","1212","0.1771553274753","0.168737197678354","0.185573457272246"
"Poor","2017","middle vocational","Rural Area","720","0.164918756414098","0.154758596431112","0.175078916397085"
"Poor","2017","vocational + Abi","Urban Area","193","0.117658612401181","0.102360301508616","0.132956923293746"
"Poor","2017","vocational + Abi","Rural Area","69","0.107581475545927","0.0838524186516009","0.131310532440254"
"Poor","2017","higher vocational","Urban Area","122","0.153859485137119","0.130338946758448","0.17738002351579"
"Poor","2017","higher vocational","Rural Area","84","0.148700977974587","0.121157609261414","0.176244346687761"
"Poor","2017","higher education","Urban Area","542","0.103329165058677","0.0952083454368145","0.111449984680539"
"Poor","2017","higher education","Rural Area","214","0.125467871608395","0.111235862897172","0.139699880319617"
"Bad ","2017","in school","Urban Area","4","","",""
"Bad ","2017","in school","Rural Area","1","","",""
"Bad ","2017","inadequately","Urban Area","94","0.0672449815201063","0.0559540200501224","0.0785359429900903"
"Bad ","2017","inadequately","Rural Area","28","","",""
"Bad ","2017","general elemantary","Urban Area","106","0.0458489797917008","0.0378124632564553","0.0538854963269463"
"Bad ","2017","general elemantary","Rural Area","61","0.0632607582540902","0.0505183757477712","0.0760031407604092"
"Bad ","2017","middle vocational","Urban Area","285","0.0450133330524188","0.0404419373214931","0.0495847287833444"
"Bad ","2017","middle vocational","Rural Area","194","0.0416369905658229","0.0361680167572053","0.0471059643744404"
"Bad ","2017","vocational + Abi","Urban Area","40","0.0248217451554536","0.0174346880510013","0.032208802259906"
"Bad ","2017","vocational + Abi","Rural Area","17","","",""
"Bad ","2017","higher vocational","Urban Area","30","0.0338239059308196","0.0220396029891073","0.0456082088725319"
"Bad ","2017","higher vocational","Rural Area","20","","",""
"Bad ","2017","higher education","Urban Area","102","0.0221717844672508","0.0182434949462692","0.0261000739882324"
"Bad ","2017","higher education","Rural Area","41","0.0253571802540983","0.0186028036230533","0.0321115568851433"
"Very good","2018","in school","Urban Area","218","0.428755888615902","0.385114301767194","0.472397475464611"
"Very good","2018","in school","Rural Area","82","0.346071219531646","0.281421835534126","0.410720603529165"
"Very good","2018","inadequately","Urban Area","522","0.140389381340037","0.12317826913174","0.157600493548333"
"Very good","2018","inadequately","Rural Area","217","0.19742228311612","0.165911478881226","0.228933087351015"
"Very good","2018","general elemantary","Urban Area","486","0.111695790518289","0.0990435436713227","0.124348037365255"
"Very good","2018","general elemantary","Rural Area","233","0.0929505747428026","0.0771177519799979","0.108783397505607"
"Very good","2018","middle vocational","Urban Area","906","0.0896034896797094","0.0831183615142054","0.0960886178452135"
"Very good","2018","middle vocational","Rural Area","429","0.0670643032062338","0.0599792586812875","0.0741493477311802"
"Very good","2018","vocational + Abi","Urban Area","214","0.116916466150711","0.101052611650248","0.132780320651174"
"Very good","2018","vocational + Abi","Rural Area","81","0.101332821560701","0.0778800571383326","0.124785585983069"
"Very good","2018","higher vocational","Urban Area","49","0.0666312252768354","0.049786746427112","0.0834757041265588"
"Very good","2018","higher vocational","Rural Area","36","0.0591394590233031","0.0404509918878492","0.077827926158757"
"Very good","2018","higher education","Urban Area","875","0.151470974466479","0.141647143431801","0.161294805501157"
"Very good","2018","higher education","Rural Area","262","0.0995694522197751","0.086207492866594","0.112931411572956"
"Good","2018","in school","Urban Area","185","0.41117450950518","0.367784373708497","0.454564645301863"
"Good","2018","in school","Rural Area","94","0.453565542196449","0.385909671251242","0.521221413141657"
"Good","2018","inadequately","Urban Area","446","0.275066661249074","0.252942901455239","0.297190421042909"
"Good","2018","inadequately","Rural Area","183","0.303739102310858","0.267334674520337","0.340143530101379"
"Good","2018","general elemantary","Urban Area","800","0.317423047093934","0.29872641287251","0.336119681315359"
"Good","2018","general elemantary","Rural Area","417","0.28459483990174","0.259990802469632","0.309198877333849"
"Good","2018","middle vocational","Urban Area","2707","0.347797879318559","0.336983654911559","0.35861210372556"
"Good","2018","middle vocational","Rural Area","1775","0.358334306927953","0.344752122447302","0.371916491408604"
