"ple0044_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2009","35-65 y.","middle vocational","1790","0.355628582744366","0.342317181917558","0.368939983571174","1"
"Yes","2009","35-65 y.","vocational + Abi","209","0.368830851175705","0.328725973412514","0.408935728938896","1"
"Yes","2009","35-65 y.","higher vocational","363","0.39608977770563","0.363885449972935","0.428294105438324","1"
"Yes","2009","35-65 y.","higher education","1021","0.410560663029322","0.391467133084223","0.429654192974421","1"
"Yes","2009","16-34 y.","general elemantary","159","0.280963646217145","0.243088881130871","0.318838411303418","1"
"Yes","2009","16-34 y.","middle vocational","590","0.343320689184948","0.321156666317701","0.365484712052195","1"
"Yes","2009","16-34 y.","in school","21","","","","1"
"Yes","2009","16-34 y.","inadequately","14","","","","1"
"Yes","2009","16-34 y.","vocational + Abi","91","0.290213606870797","0.241021328818166","0.339405884923427","1"
"Yes","2009","16-34 y.","higher vocational","31","0.281123224567926","0.195136970243087","0.367109478892764","1"
"Yes","2009","16-34 y.","higher education","199","0.375954481914208","0.334482172976114","0.417426790852301","1"
"Yes","2009","66 and older","in school","","","","","1"
"Yes","2009","66 and older","inadequately","1","","","","1"
"Yes","2009","66 and older","general elemantary","7","","","","1"
"Yes","2009","66 and older","higher vocational","13","","","","1"
"Yes","2009","66 and older","middle vocational","85","0.0429526867711304","0.0344533530109188","0.0514520205313419","1"
"Yes","2009","66 and older","vocational + Abi","","","","","1"
"Yes","2009","66 and older","higher education","74","0.0806214944338027","0.0626438522638508","0.0985991366037545","1"
"No","2010","66 and older","in school","","","","","2"
"No","2010","66 and older","inadequately","35","0.959371177969259","0.895756449486484","1.02298590645203","2"
"No","2010","66 and older","general elemantary","611","0.982395452351567","0.972060499361679","0.992730405341456","2"
"No","2010","66 and older","middle vocational","2004","0.959949984974349","0.951539743050862","0.968360226897836","2"
"No","2010","66 and older","vocational + Abi","95","0.996310328825437","0.984181925731995","1.00843873191888","2"
"No","2010","66 and older","higher vocational","305","0.967747285989394","0.948360006850964","0.987134565127824","2"
"No","2010","66 and older","higher education","825","0.939564632615028","0.923970515805172","0.955158749424884","2"
"No","2010","16-34 y.","in school","390","0.948803697035981","0.927573432541427","0.970033961530535","2"
"No","2010","16-34 y.","inadequately","125","0.783549892164807","0.717424663378267","0.849675120951347","2"
"No","2010","16-34 y.","general elemantary","748","0.725974310851444","0.697905857028818","0.75404276467407","2"
"No","2010","16-34 y.","middle vocational","2066","0.680634707015379","0.663912095778881","0.697357318251878","2"
"No","2010","16-34 y.","vocational + Abi","409","0.649308334434172","0.611094299974402","0.687522368893943","2"
"No","2010","16-34 y.","higher vocational","115","0.672545554250868","0.605992543652269","0.739098564849466","2"
"No","2010","16-34 y.","higher education","586","0.611605537229328","0.579973811157433","0.643237263301222","2"
"No","2010","35-65 y.","in school","","","","","2"
"No","2010","35-65 y.","inadequately","117","0.749809550447255","0.680954286936164","0.818664813958345","2"
"No","2010","35-65 y.","general elemantary","574","0.696136667790932","0.665235868438637","0.727037467143227","2"
"No","2010","35-65 y.","middle vocational","4145","0.630399098804404","0.618727248503826","0.642070949104982","2"
"No","2010","35-65 y.","vocational + Abi","637","0.62293474684087","0.592956186731765","0.652913306949974","2"
"No","2010","35-65 y.","higher vocational","647","0.569673499048655","0.54029377108449","0.599053227012819","2"
"No","2010","35-65 y.","higher education","2162","0.619471521610998","0.60343466176836","0.635508381453637","2"
"Yes","2010","35-65 y.","in school","","","","","1"
"Yes","2010","35-65 y.","inadequately","35","0.250190449552745","0.181335186041655","0.319045713063836","1"
"Yes","2010","35-65 y.","general elemantary","277","0.303863332209068","0.272962532856773","0.334764131561363","1"
"Yes","2010","35-65 y.","middle vocational","2425","0.369600901195596","0.357929050895018","0.381272751496174","1"
"Yes","2010","35-65 y.","vocational + Abi","367","0.37706525315913","0.347086693050026","0.407043813268234","1"
"Yes","2010","35-65 y.","higher vocational","444","0.430326500951345","0.400946772987181","0.45970622891551","1"
"Yes","2010","35-65 y.","higher education","1359","0.380528478389002","0.364491618546363","0.39656533823164","1"
"Yes","2010","16-34 y.","general elemantary","222","0.274025689148556","0.24595723532593","0.302094142971182","1"
"Yes","2010","16-34 y.","middle vocational","920","0.319365292984621","0.302642681748122","0.336087904221119","1"
"Yes","2010","16-34 y.","in school","24","","","","1"
"Yes","2010","16-34 y.","inadequately","24","","","","1"
"Yes","2010","16-34 y.","vocational + Abi","190","0.350691665565828","0.312477631106057","0.388905700025598","1"
"Yes","2010","16-34 y.","higher vocational","76","0.327454445749132","0.260901435150534","0.394007456347731","1"
"Yes","2010","16-34 y.","higher education","326","0.388394462770672","0.356762736698778","0.420026188842567","1"
"Yes","2010","66 and older","higher vocational","14","","","","1"
"Yes","2010","66 and older","general elemantary","11","","","","1"
"Yes","2010","66 and older","vocational + Abi","1","","","","1"
"Yes","2010","66 and older","higher education","72","0.0604353673849721","0.0448412505751161","0.0760294841948281","1"
"Yes","2010","66 and older","in school","","","","","1"
"Yes","2010","66 and older","inadequately","2","","","","1"
"Yes","2010","66 and older","middle vocational","84","0.0400500150256513","0.0316397731021643","0.0484602569491382","1"
"No","2011","16-34 y.","in school","438","0.95621572732207","0.937455979238685","0.974975475405455","2"
"No","2011","16-34 y.","inadequately","112","0.677373758706359","0.600211920883115","0.754535596529602","2"
"No","2011","16-34 y.","general elemantary","630","0.798838514851286","0.770813959383133","0.82686307031944","2"
"No","2011","16-34 y.","middle vocational","1571","0.742064329082517","0.72351091028002","0.760617747885014","2"
"No","2011","16-34 y.","vocational + Abi","281","0.686935178553644","0.642264460457412","0.731605896649876","2"
"No","2011","16-34 y.","higher vocational","67","0.608209559968384","0.516986363290416","0.699432756646353","2"
"No","2011","16-34 y.","higher education","358","0.697273066060899","0.657708155600539","0.736837976521259","2"
"No","2011","35-65 y.","in school","","","","","2"
"No","2011","35-65 y.","inadequately","139","0.800912260171579","0.74158036839419","0.860244151948967","2"
"No","2011","35-65 y.","general elemantary","676","0.743938323551924","0.715962489464505","0.771914157639343","2"
"No","2011","35-65 y.","middle vocational","3792","0.684506062997921","0.67235640392122","0.696655722074621","2"
"No","2011","35-65 y.","vocational + Abi","619","0.683343064786032","0.653317130614883","0.713368998957181","2"
"No","2011","35-65 y.","higher vocational","485","0.68004545255465","0.646639774128853","0.713451130980447","2"
"No","2011","35-65 y.","higher education","1683","0.648046844599551","0.629654214328534","0.666439474870568","2"
"No","2011","66 and older","in school","","","","","2"
"No","2011","66 and older","inadequately","60","1","1","1","2"
"No","2011","66 and older","general elemantary","824","0.985507106794984","0.977410691283396","0.993603522306572","2"
"No","2011","66 and older","middle vocational","2575","0.982968205508287","0.978017511149724","0.98791889986685","2"
"No","2011","66 and older","vocational + Abi","122","0.976722206524245","0.950289019983969","1.00315539306452","2"
"No","2011","66 and older","higher vocational","361","0.977197655478163","0.961987691387161","0.992407619569164","2"
"No","2011","66 and older","higher education","995","0.971978272928482","0.961860186821206","0.982096359035759","2"
"Yes","2011","35-65 y.","in school","","","","","1"
"Yes","2011","35-65 y.","inadequately","35","0.199087739828421","0.139755848051033","0.25841963160581","1"
"Yes","2011","35-65 y.","general elemantary","259","0.256061676448076","0.228085842360657","0.284037510535495","1"
"Yes","2011","35-65 y.","middle vocational","1828","0.315493937002079","0.303344277925379","0.32764359607878","1"
"Yes","2011","35-65 y.","vocational + Abi","303","0.316656935213968","0.286631001042819","0.346682869385117","1"
"Yes","2011","35-65 y.","higher vocational","264","0.31995454744535","0.286548869019553","0.353360225871147","1"
"Yes","2011","35-65 y.","higher education","907","0.351953155400449","0.333560525129432","0.370345785671467","1"
"Yes","2011","16-34 y.","general elemantary","156","0.201161485148714","0.17313692968056","0.229186040616867","1"
"Yes","2011","16-34 y.","middle vocational","565","0.257935670917483","0.239382252114986","0.27648908971998","1"
"Yes","2011","16-34 y.","in school","19","","","","1"
"Yes","2011","16-34 y.","inadequately","29","","","","1"
"Yes","2011","16-34 y.","higher education","160","0.302726933939101","0.263162023478741","0.342291844399461","1"
"Yes","2011","66 and older","higher education","27","","","","1"
"Yes","2011","16-34 y.","vocational + Abi","133","0.313064821446356","0.268394103350124","0.357735539542588","1"
"Yes","2011","16-34 y.","higher vocational","43","0.391790440031616","0.300567243353648","0.483013636709584","1"
"Yes","2011","66 and older","general elemantary","13","","","","1"
"Yes","2011","66 and older","vocational + Abi","3","","","","1"
"Yes","2011","66 and older","higher vocational","9","","","","1"
"Yes","2011","66 and older","inadequately","","","","","1"
"Yes","2011","66 and older","middle vocational","49","0.0170317944917129","0.0120811001331498","0.0219824888502759","1"
"Yes","2011","66 and older","in school","","","","","1"
"No","2012","16-34 y.","in school","438","0.902584408372559","0.875861995459467","0.929306821285651","2"
"No","2012","16-34 y.","inadequately","105","0.73093223519444","0.656671849489062","0.805192620899818","2"
"No","2012","16-34 y.","general elemantary","726","0.71325477245624","0.684691669204314","0.741817875708165","2"
"No","2012","16-34 y.","middle vocational","1950","0.704802197655789","0.687861719045937","0.721742676265641","2"
"No","2012","16-34 y.","vocational + Abi","385","0.724773888939134","0.686785846308469","0.7627619315698","2"
"No","2012","16-34 y.","higher vocational","111","0.688139734311753","0.617668417452802","0.758611051170705","2"
"No","2012","16-34 y.","higher education","585","0.672562792354629","0.641379720353915","0.703745864355342","2"
"No","2012","35-65 y.","in school","","","","","2"
"No","2012","35-65 y.","inadequately","145","0.797807534779437","0.740242491135248","0.855372578423626","2"
"No","2012","35-65 y.","general elemantary","771","0.681325780138535","0.653852037304848","0.708799522972221","2"
"No","2012","35-65 y.","middle vocational","5194","0.650332187510698","0.63984518763646","0.660819187384937","2"
"No","2012","35-65 y.","vocational + Abi","857","0.659568114860457","0.633759889167011","0.685376340553902","2"
"No","2012","35-65 y.","higher vocational","772","0.623574208462576","0.596716012220251","0.650432404704902","2"
"No","2012","35-65 y.","higher education","2547","0.630991177716203","0.616161182084639","0.645821173347768","2"
"No","2012","66 and older","in school","","","","","2"
"No","2012","66 and older","inadequately","56","0.970004846690435","0.925723261604156","1.01428643177671","2"
"No","2012","66 and older","general elemantary","797","0.977725834859318","0.967618994564228","0.987832675154409","2"
"No","2012","66 and older","middle vocational","2598","0.957562929501577","0.949962086201924","0.96516377280123","2"
"No","2012","66 and older","vocational + Abi","115","0.943779959394865","0.902737218217058","0.984822700572672","2"
"No","2012","66 and older","higher vocational","354","0.943009027105536","0.919545493486413","0.966472560724658","2"
"No","2012","66 and older","higher education","1057","0.936550176220706","0.92241192240099","0.950688430040421","2"
"Yes","2012","35-65 y.","in school","","","","","1"
"Yes","2012","35-65 y.","inadequately","42","0.202192465220563","0.144627421576374","0.259757508864752","1"
"Yes","2012","35-65 y.","general elemantary","334","0.318674219861465","0.291200477027778","0.346147962695152","1"
"Yes","2012","35-65 y.","middle vocational","2749","0.349667812489302","0.339180812615063","0.360154812363541","1"
"Yes","2012","35-65 y.","vocational + Abi","438","0.340431885139543","0.314623659446098","0.366240110832989","1"
"Yes","2012","35-65 y.","higher vocational","478","0.376425791537424","0.349567595295098","0.403283987779749","1"
"Yes","2012","35-65 y.","higher education","1520","0.369008822283797","0.354178826652232","0.383838817915361","1"
"Yes","2012","16-34 y.","general elemantary","237","0.28674522754376","0.258182124291835","0.315308330795686","1"
"Yes","2012","16-34 y.","middle vocational","835","0.295197802344211","0.278257323734359","0.312138280954063","1"
"Yes","2012","16-34 y.","in school","35","0.0974155916274412","0.0706931787143494","0.124138004540533","1"
"Yes","2012","16-34 y.","inadequately","32","0.26906776480556","0.194807379100182","0.343328150510938","1"
"Yes","2012","16-34 y.","vocational + Abi","146","0.275226111060866","0.2372380684302","0.313214153691531","1"
"Yes","2012","16-34 y.","higher education","285","0.327437207645371","0.296254135644658","0.358620279646085","1"
"Yes","2012","16-34 y.","higher vocational","55","0.311860265688247","0.241388948829295","0.382331582547198","1"
"Yes","2012","66 and older","higher education","85","0.0634498237792943","0.0493115699595792","0.0775880775990094","1"
"Yes","2012","66 and older","inadequately","1","","","","1"
"Yes","2012","66 and older","general elemantary","22","","","","1"
"Yes","2012","66 and older","in school","","","","","1"
"Yes","2012","66 and older","middle vocational","104","0.0424370704984232","0.0348362271987699","0.0500379137980765","1"
"Yes","2012","66 and older","higher vocational","21","","","","1"
"Yes","2012","66 and older","vocational + Abi","6","","","","1"
"No","2013","16-34 y.","in school","569","0.9162047119649","0.894412146941113","0.937997276988688","2"
"No","2013","16-34 y.","inadequately","152","0.68518193763172","0.621133995552433","0.749229879711006","2"
"No","2013","16-34 y.","general elemantary","1130","0.758686362609227","0.736594202988793","0.780778522229662","2"
"No","2013","16-34 y.","middle vocational","2313","0.722375500702504","0.70691722770296","0.737833773702048","2"
"No","2013","16-34 y.","vocational + Abi","412","0.716602676468951","0.680693331029328","0.752512021908573","2"
"No","2013","16-34 y.","higher vocational","115","0.774538760930022","0.709172177226667","0.839905344633378","2"
"No","2013","16-34 y.","higher education","736","0.665378431119919","0.637632303057506","0.693124559182331","2"
"No","2013","35-65 y.","in school","1","","","","2"
"No","2013","35-65 y.","inadequately","274","0.81245583712835","0.772020763787351","0.852890910469349","2"
"No","2013","35-65 y.","general elemantary","1053","0.741673376551938","0.719433234648651","0.763913518455224","2"
"No","2013","35-65 y.","middle vocational","5392","0.659480256395887","0.649243380033388","0.669717132758387","2"
"No","2013","35-65 y.","vocational + Abi","1060","0.657558198748855","0.634386343558531","0.680730053939179","2"
"No","2013","35-65 y.","higher vocational","742","0.601392144572009","0.573793564233754","0.628990724910265","2"
"No","2013","35-65 y.","higher education","2917","0.655248758349462","0.641398980233588","0.669098536465336","2"
"No","2013","66 and older","in school","","","","","2"
"No","2013","66 and older","inadequately","60","0.927569568721739","0.863564908278524","0.991574229164954","2"
"No","2013","66 and older","general elemantary","740","0.978340210190565","0.968004444008537","0.988675976372593","2"
"No","2013","66 and older","middle vocational","2505","0.967055071746182","0.960188884647346","0.973921258845017","2"
"No","2013","66 and older","vocational + Abi","124","0.977199464197122","0.951340731151435","1.00305819724281","2"
"No","2013","66 and older","higher vocational","337","0.948816750721043","0.925892823945393","0.971740677496693","2"
"No","2013","66 and older","higher education","1086","0.937321328241213","0.923426762517634","0.951215893964792","2"
"Yes","2013","35-65 y.","in school","","","","","1"
"Yes","2013","35-65 y.","inadequately","84","0.18754416287165","0.147109089530651","0.227979236212649","1"
"Yes","2013","35-65 y.","general elemantary","435","0.258326623448062","0.236086481544776","0.280566765351349","1"
"Yes","2013","35-65 y.","middle vocational","2840","0.340519743604113","0.330282867241613","0.350756619966612","1"
"Yes","2013","35-65 y.","vocational + Abi","551","0.342441801251145","0.319269946060821","0.365613656441469","1"
"Yes","2013","35-65 y.","higher vocational","467","0.398607855427991","0.371009275089736","0.426206435766246","1"
"Yes","2013","35-65 y.","higher education","1607","0.344751241650538","0.330901463534664","0.358601019766412","1"
"Yes","2013","16-34 y.","general elemantary","311","0.241313637390773","0.219221477770338","0.263405797011208","1"
"Yes","2013","16-34 y.","middle vocational","911","0.277624499297496","0.262166226297952","0.29308277229704","1"
"Yes","2013","16-34 y.","inadequately","50","0.314818062368281","0.250770120288994","0.378866004447567","1"
"Yes","2013","16-34 y.","vocational + Abi","193","0.283397323531049","0.247487978091426","0.319306668970672","1"
"Yes","2013","16-34 y.","higher vocational","42","0.225461239069978","0.160094655366622","0.290827822773333","1"
"Yes","2013","16-34 y.","in school","52","0.0837952880350995","0.0620027230113121","0.105587853058887","1"
"Yes","2013","16-34 y.","higher education","375","0.334621568880081","0.306875440817669","0.362367696942494","1"
"Yes","2013","66 and older","higher education","83","0.062678671758787","0.0487841060352076","0.0765732374823664","1"
"Yes","2013","66 and older","higher vocational","18","","","","1"
"Yes","2013","66 and older","in school","","","","","1"
"Yes","2013","66 and older","middle vocational","91","0.0329449282538186","0.0260787411549829","0.0398111153526542","1"
"Yes","2013","66 and older","general elemantary","22","","","","1"
"Yes","2013","66 and older","vocational + Abi","4","","","","1"
"Yes","2013","66 and older","inadequately","3","","","","1"
"No","2014","16-34 y.","in school","355","0.81679828002578","0.780977811285767","0.852618748765793","2"
"No","2014","16-34 y.","inadequately","104","0.650662589441667","0.575848006578782","0.725477172304551","2"
"No","2014","16-34 y.","general elemantary","777","0.689632071152656","0.663065697759908","0.716198444545404","2"
"No","2014","16-34 y.","middle vocational","1812","0.700393289371419","0.683050160530804","0.717736418212035","2"
"No","2014","16-34 y.","vocational + Abi","323","0.67388096034432","0.632749181822284","0.715012738866356","2"
"No","2014","16-34 y.","higher vocational","100","0.746567215219106","0.671505395127556","0.821629035310656","2"
"No","2014","16-34 y.","higher education","614","0.645148444546798","0.61456141179561","0.675735477297986","2"
"No","2014","35-65 y.","in school","","","","","2"
"No","2014","35-65 y.","inadequately","154","0.649578451049149","0.593893897250722","0.705263004847576","2"
"No","2014","35-65 y.","general elemantary","751","0.656749248533665","0.630030062042996","0.683468435024335","2"
"No","2014","35-65 y.","middle vocational","4591","0.650739674804683","0.639711735064112","0.661767614545254","2"
"No","2014","35-65 y.","vocational + Abi","843","0.632055125341028","0.606803003220294","0.657307247461763","2"
"No","2014","35-65 y.","higher vocational","655","0.559228137068994","0.529968295764745","0.588487978373243","2"
"No","2014","35-65 y.","higher education","2539","0.624800460540947","0.609909133038996","0.639691788042898","2"
"No","2014","66 and older","in school","","","","","2"
"No","2014","66 and older","inadequately","39","0.853888106383146","0.754988783580895","0.952787429185397","2"
"No","2014","66 and older","general elemantary","659","0.966986115721116","0.953721638645642","0.980250592796589","2"
"No","2014","66 and older","middle vocational","2442","0.95405300246506","0.945975652336698","0.962130352593422","2"
"No","2014","66 and older","vocational + Abi","115","0.931958609227805","0.888836763003281","0.975080455452328","2"
"No","2014","66 and older","higher vocational","328","0.948268889429002","0.924931531134443","0.97160624772356","2"
"No","2014","66 and older","higher education","1066","0.927580124730974","0.912652235123546","0.942508014338402","2"
"Yes","2014","35-65 y.","in school","","","","","1"
"Yes","2014","35-65 y.","inadequately","128","0.350421548950851","0.294736995152424","0.406106102749278","1"
"Yes","2014","35-65 y.","general elemantary","462","0.343250751466335","0.316531564975665","0.369969937957004","1"
"Yes","2014","35-65 y.","middle vocational","2588","0.349260325195317","0.338232385454746","0.360288264935888","1"
"Yes","2014","35-65 y.","vocational + Abi","558","0.367944874658971","0.342692752538237","0.393196996779705","1"
"Yes","2014","35-65 y.","higher vocational","451","0.440771862931006","0.411512021626757","0.470031704235255","1"
"Yes","2014","35-65 y.","higher education","1522","0.375199539459053","0.360308211957102","0.390090866961004","1"
"Yes","2014","66 and older","higher education","92","0.0724198752690263","0.0574919856615982","0.0873477648764543","1"
"Yes","2014","16-34 y.","general elemantary","388","0.310367928847344","0.283801555454596","0.336934302240092","1"
"Yes","2014","16-34 y.","middle vocational","868","0.299606710628581","0.282263581787965","0.316949839469196","1"
"Yes","2014","66 and older","middle vocational","139","0.0459469975349403","0.0378696474065785","0.0540243476633021","1"
"Yes","2014","66 and older","vocational + Abi","16","","","","1"
"Yes","2014","66 and older","higher vocational","18","","","","1"
"Yes","2014","66 and older","general elemantary","38","0.0330138842788843","0.0197494072034106","0.046278361354358","1"
"Yes","2014","16-34 y.","inadequately","52","0.349337410558333","0.274522827695449","0.424151993421218","1"
"Yes","2014","16-34 y.","in school","93","0.18320171997422","0.147381251234207","0.219022188714233","1"
"Yes","2014","66 and older","inadequately","10","","","","1"
"Yes","2014","16-34 y.","vocational + Abi","176","0.32611903965568","0.284987261133644","0.367250818177716","1"
"Yes","2014","16-34 y.","higher vocational","29","","","","1"
"Yes","2014","16-34 y.","higher education","326","0.354851555453202","0.324264522702014","0.38543858820439","1"
"Yes","2014","66 and older","in school","","","","","1"
"No","2015","16-34 y.","in school","343","0.940089030692342","0.916101152535256","0.964076908849427","2"
"No","2015","16-34 y.","inadequately","138","0.719629005783081","0.654371079672372","0.78488693189379","2"
"No","2015","16-34 y.","general elemantary","821","0.741010105651865","0.715296431748357","0.766723779555372","2"
"No","2015","16-34 y.","middle vocational","1852","0.716498690230161","0.699144689164752","0.733852691295569","2"
"No","2015","16-34 y.","vocational + Abi","374","0.708794692201944","0.670475964323713","0.747113420080175","2"
"No","2015","16-34 y.","higher vocational","92","0.729281107782034","0.651387853547711","0.807174362016357","2"
"No","2015","16-34 y.","higher education","767","0.678826607841038","0.652071644025992","0.705581571656084","2"
"No","2015","35-65 y.","in school","","","","","2"
"No","2015","35-65 y.","inadequately","246","0.799540153736994","0.754902363454188","0.844177944019801","2"
"No","2015","35-65 y.","general elemantary","807","0.681579318919575","0.654828076071111","0.708330561768039","2"
"No","2015","35-65 y.","middle vocational","4635","0.669564408390532","0.658493979462088","0.680634837318976","2"
"No","2015","35-65 y.","vocational + Abi","954","0.639672164222372","0.615146441224657","0.664197887220087","2"
"No","2015","35-65 y.","higher vocational","634","0.600613176972197","0.570875398247032","0.630350955697361","2"
"No","2015","35-65 y.","higher education","2601","0.650280301414261","0.635538674648596","0.665021928179927","2"
"No","2015","66 and older","in school","","","","","2"
"No","2015","66 and older","inadequately","40","0.907157521895213","0.820415692312491","0.993899351477936","2"
"No","2015","66 and older","general elemantary","645","0.973077716593015","0.960766704416395","0.985388728769634","2"
"No","2015","66 and older","middle vocational","2415","0.945315340432335","0.93648025716861","0.95415042369606","2"
"No","2015","66 and older","vocational + Abi","132","0.961733712793972","0.92984211528862","0.993625310299325","2"
"No","2015","66 and older","higher vocational","322","0.940231104551722","0.915252684551604","0.965209524551841","2"
"No","2015","66 and older","higher education","1104","0.93788995870604","0.924182748832724","0.951597168579355","2"
"Yes","2015","35-65 y.","in school","","","","","1"
"Yes","2015","35-65 y.","inadequately","63","0.200459846263006","0.155822055980199","0.245097636545812","1"
"Yes","2015","35-65 y.","general elemantary","358","0.318420681080425","0.291669438231961","0.345171923928889","1"
"Yes","2015","35-65 y.","middle vocational","2300","0.330435591609468","0.319365162681024","0.341506020537912","1"
"Yes","2015","35-65 y.","vocational + Abi","518","0.360327835777628","0.335802112779913","0.384853558775343","1"
"Yes","2015","35-65 y.","higher vocational","408","0.399386823027803","0.369649044302639","0.429124601752968","1"
"Yes","2015","35-65 y.","higher education","1419","0.349719698585739","0.334978071820073","0.364461325351404","1"
"Yes","2015","66 and older","higher education","87","0.0621100412939601","0.0484028314206447","0.0758172511672755","1"
"Yes","2015","16-34 y.","general elemantary","294","0.258989894348135","0.233276220444628","0.284703568251643","1"
"Yes","2015","16-34 y.","middle vocational","739","0.283501309769839","0.266147308704431","0.300855310835248","1"
"Yes","2015","66 and older","higher vocational","24","","","","1"
"Yes","2015","66 and older","general elemantary","19","","","","1"
"Yes","2015","66 and older","middle vocational","129","0.0546846595676648","0.0458495763039399","0.0635197428313896","1"
"Yes","2015","66 and older","vocational + Abi","7","","","","1"
"Yes","2015","16-34 y.","in school","33","0.0599109693076586","0.0359230911505735","0.0838988474647436","1"
"Yes","2015","16-34 y.","inadequately","44","0.280370994216919","0.21511306810621","0.345628920327628","1"
"Yes","2015","66 and older","inadequately","3","","","","1"
"Yes","2015","16-34 y.","higher vocational","33","0.270718892217966","0.192825637983643","0.348612146452289","1"
"Yes","2015","16-34 y.","vocational + Abi","166","0.291205307798056","0.252886579919825","0.329524035676287","1"
"Yes","2015","16-34 y.","higher education","403","0.321173392158962","0.294418428343915","0.347928355974008","1"
"Yes","2015","66 and older","in school","","","","","1"
"No","2016","16-34 y.","in school","311","0.9380819679119","0.912426661361232","0.963737274462568","2"
"No","2016","16-34 y.","inadequately","93","0.8069896248851","0.736377095089716","0.877602154680485","2"
"No","2016","16-34 y.","general elemantary","722","0.756030377758259","0.728748948643548","0.783311806872969","2"
"No","2016","16-34 y.","middle vocational","1567","0.716749906262636","0.697783401447182","0.73571641107809","2"
"No","2016","16-34 y.","vocational + Abi","343","0.740252014479515","0.700901103164577","0.779602925794453","2"
"No","2016","16-34 y.","higher vocational","82","0.712263674603612","0.628422602301946","0.796104746905278","2"
"No","2016","16-34 y.","higher education","620","0.633540262049269","0.602705051719516","0.664375472379022","2"
"No","2016","35-65 y.","in school","","","","","2"
"No","2016","35-65 y.","inadequately","191","0.779708258992622","0.728127535971495","0.831288982013748","2"
"No","2016","35-65 y.","general elemantary","697","0.698792554765256","0.670286078515275","0.727299031015237","2"
"No","2016","35-65 y.","middle vocational","4240","0.667872074865496","0.656274314791476","0.679469834939515","2"
"No","2016","35-65 y.","vocational + Abi","930","0.669636174008804","0.645042374650876","0.694229973366732","2"
"No","2016","35-65 y.","higher vocational","591","0.611897078156969","0.580892371217677","0.642901785096261","2"
"No","2016","35-65 y.","higher education","2402","0.645734555573411","0.630403863218635","0.661065247928187","2"
"No","2016","66 and older","in school","","","","","2"
"No","2016","66 and older","inadequately","37","0.918075958238068","0.832004179127391","1.00414773734874","2"
"No","2016","66 and older","general elemantary","609","0.962455071600538","0.947575850630418","0.977334292570658","2"
"No","2016","66 and older","middle vocational","2298","0.944351275963338","0.935219713641402","0.953482838285275","2"
"No","2016","66 and older","vocational + Abi","119","0.924293608568213","0.878821230951302","0.969765986185124","2"
"No","2016","66 and older","higher vocational","307","0.931110067703756","0.903701296891033","0.958518838516479","2"
"No","2016","66 and older","higher education","1091","0.930562980906225","0.916114387037313","0.945011574775138","2"
"Yes","2016","35-65 y.","higher education","1337","0.354265444426589","0.338934752071813","0.369596136781365","1"
"Yes","2016","35-65 y.","in school","","","","","1"
"Yes","2016","35-65 y.","inadequately","57","0.220291741007378","0.168711017986252","0.271872464028505","1"
"Yes","2016","35-65 y.","general elemantary","298","0.301207445234744","0.272700968984763","0.329713921484725","1"
"Yes","2016","35-65 y.","middle vocational","2095","0.332127925134504","0.320530165060485","0.343725685208524","1"
"Yes","2016","35-65 y.","vocational + Abi","475","0.330363825991196","0.305770026633268","0.354957625349124","1"
"Yes","2016","35-65 y.","higher vocational","358","0.388102921843031","0.357098214903739","0.419107628782323","1"
"Yes","2016","66 and older","higher education","98","0.0694370190937745","0.0549884252248622","0.0838856129626868","1"
"Yes","2016","66 and older","middle vocational","123","0.0556487240366615","0.0465171617147248","0.0647802863585981","1"
"Yes","2016","16-34 y.","general elemantary","230","0.243969622241741","0.216688193127031","0.271251051356452","1"
"Yes","2016","16-34 y.","middle vocational","601","0.283250093737364","0.26428358892191","0.302216598552818","1"
"Yes","2016","66 and older","higher vocational","21","","","","1"
"Yes","2016","66 and older","general elemantary","18","","","","1"
"Yes","2016","16-34 y.","higher vocational","30","0.287736325396388","0.203895253094722","0.371577397698054","1"
"Yes","2016","66 and older","vocational + Abi","11","","","","1"
"Yes","2016","16-34 y.","higher education","318","0.366459737950731","0.335624527620978","0.397294948280484","1"
"Yes","2016","16-34 y.","inadequately","27","","","","1"
"Yes","2016","16-34 y.","in school","28","","","","1"
"Yes","2016","16-34 y.","vocational + Abi","134","0.259747985520485","0.220397074205547","0.299098896835423","1"
"Yes","2016","66 and older","in school","","","","","1"
"Yes","2016","66 and older","inadequately","2","","","","1"
"No","2017","16-34 y.","in school","374","0.916040808580293","0.889163983092547","0.942917634068039","2"
"No","2017","16-34 y.","inadequately","105","0.774126866833517","0.702245757135449","0.846007976531585","2"
"No","2017","16-34 y.","general elemantary","761","0.746602029354975","0.719328147277676","0.773875911432275","2"
"No","2017","16-34 y.","middle vocational","1821","0.737786069867199","0.720405114555898","0.7551670251785","2"
"No","2017","16-34 y.","vocational + Abi","385","0.7170487219421","0.678700933814702","0.755396510069499","2"
"No","2017","16-34 y.","higher vocational","96","0.761035005678006","0.685975325696691","0.836094685659321","2"
"No","2017","16-34 y.","higher education","711","0.69145600610972","0.663504760138214","0.719407252081227","2"
"No","2017","35-65 y.","in school","","","","","2"
"No","2017","35-65 y.","inadequately","225","0.858027850118679","0.816626067646639","0.899429632590719","2"
"No","2017","35-65 y.","general elemantary","816","0.729901752989374","0.704024994372011","0.755778511606737","2"
