"ple0044_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Couple + C. GT 16 ","no migration background","1675","0.645672615197777","0.627375105747582","0.663970124647972","2"
"No","2009","(Married) couple without C. ","direct migration background","407","0.770226929648636","0.733822995365965","0.806630863931307","2"
"No","2009","(Married) couple without C. ","indirect migration background","80","0.786148352656754","0.709525149578577","0.86277155573493","2"
"No","2009","Single parent ","no migration background","551","0.693088621518684","0.661228235727418","0.72494900730995","2"
"No","2009","Single parent ","direct migration background","59","0.772725070518172","0.684154970997732","0.861295170038611","2"
"No","2009","Single parent ","indirect migration background","45","0.673700106071196","0.565401312927893","0.781998899214499","2"
"No","2009","Couple + C. LE 16 ","no migration background","1492","0.667255736731718","0.647956870477968","0.686554602985469","2"
"No","2009","Couple + C. GT 16 ","direct migration background","206","0.642686407880469","0.589255423262554","0.696117392498385","2"
"No","2009","Couple + C. GT 16 ","indirect migration background","116","0.714816500234142","0.644856857771585","0.784776142696698","2"
"No","2009","Couple + C. LE and GT 16","no migration background","557","0.629541781918914","0.597796505957632","0.661287057880196","2"
"No","2009","Couple + C. LE and GT 16","direct migration background","103","0.579189352772855","0.503860775750258","0.654517929795452","2"
"No","2009","Couple + C. LE and GT 16","indirect migration background","76","0.822855682015215","0.747266350836298","0.898445013194131","2"
"Yes","2009","(Married) couple without C. ","no migration background","1276","0.215225043183457","0.204776296616375","0.22567378975054","1"
"Yes","2009","1-pers.-HH","no migration background","565","0.222847571802844","0.206848233979557","0.238846909626131","1"
"Yes","2009","1-pers.-HH","direct migration background","37","0.23971683274903","0.17786401353879","0.301569651959269","1"
"Yes","2009","1-pers.-HH","indirect migration background","25","","","","1"
"Yes","2009","(Married) couple without C. ","direct migration background","106","0.229773070351364","0.193369136068693","0.266177004634035","1"
"Yes","2009","(Married) couple without C. ","indirect migration background","30","0.213851647343246","0.13722844426507","0.290474850421423","1"
"Yes","2009","Single parent ","no migration background","254","0.306911378481316","0.27505099269005","0.338771764272582","1"
"Yes","2009","Single parent ","direct migration background","27","","","","1"
"Yes","2009","Couple + C. LE 16 ","indirect migration background","61","0.394795857023289","0.3197560811434","0.469835632903179","1"
"Yes","2009","Single parent ","indirect migration background","27","","","","1"
"Yes","2009","Couple + C. LE 16 ","no migration background","798","0.332744263268282","0.313445397014532","0.352043129522032","1"
"Yes","2009","Couple + C. LE 16 ","direct migration background","134","0.422394150960291","0.368775728764171","0.476012573156411","1"
"Yes","2009","Couple + C. GT 16 ","no migration background","950","0.354327384802223","0.336029875352028","0.372624894252418","1"
"Yes","2009","Couple + C. GT 16 ","direct migration background","103","0.357313592119531","0.303882607501615","0.410744576737446","1"
"Yes","2009","Couple + C. GT 16 ","indirect migration background","44","0.285183499765858","0.215223857303302","0.355143142228415","1"
"Yes","2009","Couple + C. LE and GT 16","no migration background","332","0.370458218081086","0.338712942119804","0.402203494042368","1"
"Yes","2009","Couple + C. LE and GT 16","direct migration background","62","0.420810647227145","0.345482070204548","0.496139224249742","1"
"Yes","2009","Couple + C. LE and GT 16","indirect migration background","22","","","","1"
"No","2010","1-pers.-HH","no migration background","1958","0.780297177379256","0.764050646053915","0.796543708704597","2"
"No","2010","1-pers.-HH","direct migration background","133","0.785407380306399","0.721794804791785","0.849019955821013","2"
"No","2010","1-pers.-HH","indirect migration background","49","0.623922561412039","0.515018198150486","0.732826924673592","2"
"No","2010","(Married) couple without C. ","no migration background","4459","0.778374236501913","0.767582376406121","0.789166096597705","2"
"No","2010","Couple + C. LE 16 ","direct migration background","930","0.658384473288609","0.633470840191468","0.68329810638575","2"
"No","2010","Couple + C. LE 16 ","indirect migration background","357","0.679873030938635","0.639852036300672","0.719894025576599","2"
"No","2010","Couple + C. GT 16 ","no migration background","1568","0.659741694691101","0.640833469217833","0.67864992016437","2"
"No","2010","(Married) couple without C. ","direct migration background","382","0.794759658836665","0.758591233143328","0.830928084530001","2"
"No","2010","(Married) couple without C. ","indirect migration background","70","0.733109143469297","0.645082652516979","0.821135634421614","2"
"No","2010","Single parent ","no migration background","1310","0.691010617506789","0.670233493636918","0.71178774137666","2"
"No","2010","Single parent ","direct migration background","155","0.704400811865932","0.642537026507247","0.766264597224616","2"
"No","2010","Single parent ","indirect migration background","103","0.670729599158538","0.592883983911448","0.748575214405628","2"
"No","2010","Couple + C. LE 16 ","no migration background","3717","0.62212024617096","0.609633542829414","0.634606949512505","2"
"No","2010","Couple + C. GT 16 ","direct migration background","178","0.611323528385483","0.553180735363714","0.669466321407252","2"
"No","2010","Couple + C. GT 16 ","indirect migration background","109","0.787274740655308","0.721343701170928","0.853205780139688","2"
"No","2010","Couple + C. LE and GT 16","no migration background","780","0.630704777190386","0.603353197990333","0.658056356390439","2"
"No","2010","Couple + C. LE and GT 16","direct migration background","180","0.63085335911915","0.574329377601449","0.687377340636852","2"
"No","2010","Couple + C. LE and GT 16","indirect migration background","103","0.665722180824084","0.586146291581546","0.745298070066623","2"
"Yes","2010","(Married) couple without C. ","no migration background","1231","0.221625763498087","0.210833903402295","0.232417623593879","1"
"Yes","2010","1-pers.-HH","no migration background","537","0.219702822620744","0.203456291295403","0.235949353946085","1"
"Yes","2010","1-pers.-HH","direct migration background","27","","","","1"
"Yes","2010","1-pers.-HH","indirect migration background","27","","","","1"
"Yes","2010","(Married) couple without C. ","direct migration background","97","0.205240341163335","0.169071915469999","0.241408766856672","1"
"Yes","2010","(Married) couple without C. ","indirect migration background","27","","","","1"
"Yes","2010","Single parent ","no migration background","590","0.308989382493211","0.28821225862334","0.329766506363082","1"
"Yes","2010","Single parent ","direct migration background","54","0.295599188134068","0.233735402775384","0.357462973492753","1"
"Yes","2010","Couple + C. LE 16 ","indirect migration background","165","0.320126969061365","0.280105974423401","0.360147963699328","1"
"Yes","2010","Single parent ","indirect migration background","37","0.329270400841462","0.251424785594372","0.407116016088552","1"
"Yes","2010","Couple + C. LE 16 ","no migration background","2075","0.37787975382904","0.365393050487495","0.390366457170586","1"
"Yes","2010","Couple + C. LE 16 ","direct migration background","462","0.341615526711391","0.31670189361425","0.366529159808532","1"
"Yes","2010","Couple + C. GT 16 ","no migration background","844","0.340258305308899","0.32135007983563","0.359166530782167","1"
"Yes","2010","Couple + C. GT 16 ","direct migration background","92","0.388676471614517","0.330533678592748","0.446819264636286","1"
"Yes","2010","Couple + C. GT 16 ","indirect migration background","39","0.212725259344692","0.146794219860312","0.278656298829072","1"
"Yes","2010","Couple + C. LE and GT 16","no migration background","416","0.369295222809614","0.341943643609561","0.396646802009667","1"
"Yes","2010","Couple + C. LE and GT 16","direct migration background","100","0.369146640880849","0.312622659363148","0.425670622398551","1"
"Yes","2010","Couple + C. LE and GT 16","indirect migration background","32","0.334277819175916","0.254701929933377","0.413853708418454","1"
"No","2011","1-pers.-HH","no migration background","2101","0.866044181680714","0.852479430350256","0.879608933011171","2"
"No","2011","1-pers.-HH","direct migration background","172","0.800383597435523","0.744708280479221","0.856058914391825","2"
"No","2011","1-pers.-HH","indirect migration background","38","0.776254520732286","0.661876596963199","0.890632444501372","2"
"No","2011","(Married) couple without C. ","no migration background","4599","0.869123453045834","0.860025495441105","0.878221410650562","2"
"No","2011","Couple + C. LE 16 ","direct migration background","758","0.632956713200852","0.605147363430875","0.660766062970828","2"
"No","2011","Couple + C. LE 16 ","indirect migration background","300","0.693012896525267","0.649057861422223","0.736967931628312","2"
"No","2011","Couple + C. GT 16 ","no migration background","1097","0.751706533947518","0.72940820751408","0.774004860380956","2"
"No","2011","(Married) couple without C. ","direct migration background","455","0.869065681643652","0.840292745901686","0.897838617385619","2"
"No","2011","(Married) couple without C. ","indirect migration background","47","0.747507561404785","0.641071183335953","0.853943939473617","2"
"No","2011","Single parent ","no migration background","1506","0.772724065215889","0.754565387464517","0.790882742967262","2"
"No","2011","Single parent ","direct migration background","165","0.79628531678152","0.743064409872667","0.849506223690373","2"
"No","2011","Single parent ","indirect migration background","114","0.821876528794585","0.760849323613951","0.882903733975219","2"
"No","2011","Couple + C. LE 16 ","no migration background","3116","0.632667564439161","0.619004103199293","0.646331025679029","2"
"No","2011","Couple + C. GT 16 ","direct migration background","164","0.758625773120961","0.701821750900834","0.815429795341089","2"
"No","2011","Couple + C. GT 16 ","indirect migration background","86","0.768720994269778","0.688452034427059","0.848989954112496","2"
"No","2011","Couple + C. LE and GT 16","no migration background","763","0.688902824669111","0.661570012907272","0.71623563643095","2"
"No","2011","Couple + C. LE and GT 16","direct migration background","212","0.689648764066077","0.638639944835393","0.740657583296761","2"
"No","2011","Couple + C. LE and GT 16","indirect migration background","116","0.886893191825997","0.833662921605325","0.940123462046669","2"
"Yes","2011","(Married) couple without C. ","no migration background","680","0.130876546954166","0.121778589349438","0.139974504558895","1"
"Yes","2011","1-pers.-HH","no migration background","321","0.133955818319287","0.120391066988829","0.147520569649744","1"
"Yes","2011","1-pers.-HH","direct migration background","26","","","","1"
"Yes","2011","1-pers.-HH","indirect migration background","13","","","","1"
"Yes","2011","(Married) couple without C. ","direct migration background","73","0.130934318356348","0.102161382614382","0.159707254098314","1"
"Yes","2011","(Married) couple without C. ","indirect migration background","17","","","","1"
"Yes","2011","Single parent ","no migration background","540","0.227275934784111","0.209117257032738","0.245434612535483","1"
"Yes","2011","Single parent ","direct migration background","55","0.20371468321848","0.150493776309627","0.256935590127333","1"
"Yes","2011","Couple + C. LE 16 ","indirect migration background","123","0.306987103474733","0.263032068371688","0.350942138577777","1"
"Yes","2011","Couple + C. LE 16 ","no migration background","1666","0.367332435560839","0.353668974320971","0.380995896800708","1"
"Yes","2011","Couple + C. LE 16 ","direct migration background","396","0.367043286799148","0.339233937029172","0.394852636569125","1"
"Yes","2011","Couple + C. LE and GT 16","no migration background","339","0.311097175330889","0.28376436356905","0.338429987092728","1"
"Yes","2011","Couple + C. GT 16 ","indirect migration background","20","","","","1"
"Yes","2011","Single parent ","indirect migration background","37","0.178123471205415","0.117096266024781","0.239150676386049","1"
"Yes","2011","Couple + C. GT 16 ","no migration background","345","0.248293466052483","0.225995139619044","0.270591792485921","1"
"Yes","2011","Couple + C. GT 16 ","direct migration background","54","0.241374226879039","0.184570204658912","0.298178249099166","1"
"Yes","2011","Couple + C. LE and GT 16","direct migration background","104","0.310351235933923","0.259342416703239","0.361360055164607","1"
"Yes","2011","Couple + C. LE and GT 16","indirect migration background","20","","","","1"
"No","2012","1-pers.-HH","no migration background","2664","0.787062551004043","0.773224342041605","0.800900759966481","2"
"No","2012","1-pers.-HH","direct migration background","213","0.808614832932326","0.760519103143808","0.856710562720845","2"
"No","2012","1-pers.-HH","indirect migration background","83","0.791633396847079","0.713577174142851","0.869689619551307","2"
"No","2012","(Married) couple without C. ","no migration background","5888","0.797459638072952","0.788274272942943","0.806645003202961","2"
"No","2012","Couple + C. LE 16 ","direct migration background","751","0.621373807870097","0.593461169130087","0.649286446610107","2"
"No","2012","Couple + C. LE 16 ","indirect migration background","321","0.710811353980367","0.669865924148811","0.751756783811922","2"
"No","2012","Couple + C. GT 16 ","no migration background","1721","0.653163633305513","0.634959330858235","0.67136793575279","2"
"No","2012","Couple + C. GT 16 ","direct migration background","194","0.707639486981303","0.654267745160107","0.761011228802499","2"
"No","2012","Couple + C. GT 16 ","indirect migration background","111","0.724547500383557","0.654443535363288","0.794651465403826","2"
"No","2012","Couple + C. LE and GT 16","no migration background","988","0.664179963442743","0.640327579448413","0.688032347437073","2"
"No","2012","Couple + C. LE and GT 16","direct migration background","218","0.58277711377444","0.531043754114598","0.634510473434283","2"
"No","2012","(Married) couple without C. ","direct migration background","491","0.772426299054015","0.739477282174492","0.805375315933538","2"
"No","2012","(Married) couple without C. ","indirect migration background","96","0.640198790630375","0.559832015547628","0.720565565713121","2"
"No","2012","Single parent ","no migration background","1668","0.729242176304311","0.711090287271104","0.747394065337518","2"
"No","2012","Single parent ","direct migration background","182","0.715336016464625","0.659173888099795","0.771498144829455","2"
"No","2012","Single parent ","indirect migration background","146","0.761419180765312","0.702787851391178","0.820050510139447","2"
"No","2012","Couple + C. LE 16 ","no migration background","3620","0.62389842294198","0.611213551796933","0.636583294087027","2"
"No","2012","Couple + C. LE and GT 16","indirect migration background","131","0.747243803019176","0.681330674954047","0.813156931084304","2"
"Yes","2012","(Married) couple without C. ","no migration background","1466","0.202540361927048","0.193354996797039","0.211725727057057","1"
"Yes","2012","1-pers.-HH","no migration background","698","0.212937448995957","0.199099240033519","0.226775657958395","1"
"Yes","2012","1-pers.-HH","direct migration background","44","0.191385167067674","0.143289437279155","0.239480896856192","1"
"Yes","2012","1-pers.-HH","indirect migration background","21","","","","1"
"Yes","2012","(Married) couple without C. ","direct migration background","131","0.227573700945985","0.194624684066462","0.260522717825508","1"
"Yes","2012","(Married) couple without C. ","indirect migration background","41","0.359801209369625","0.279434434286879","0.440167984452372","1"
"Yes","2012","Single parent ","no migration background","634","0.270757823695689","0.252605934662482","0.288909712728896","1"
"Yes","2012","Single parent ","direct migration background","66","0.284663983535375","0.228501855170545","0.340826111900205","1"
"Yes","2012","Couple + C. LE 16 ","indirect migration background","150","0.289188646019634","0.248243216188078","0.330134075851189","1"
"Yes","2012","Couple + C. GT 16 ","indirect migration background","45","0.275452499616443","0.205348534596174","0.345556464636712","1"
"Yes","2012","Couple + C. LE and GT 16","no migration background","518","0.335820036557257","0.311967652562927","0.359672420551587","1"
"Yes","2012","Couple + C. LE and GT 16","direct migration background","131","0.41722288622556","0.365489526565717","0.468956245885402","1"
"Yes","2012","Couple + C. LE 16 ","no migration background","1982","0.37610157705802","0.363416705912974","0.388786448203067","1"
"Yes","2012","Couple + C. LE 16 ","direct migration background","409","0.378626192129903","0.350713553389893","0.406538830869913","1"
"Yes","2012","Couple + C. GT 16 ","direct migration background","85","0.292360513018697","0.238988771197501","0.345732254839893","1"
"Yes","2012","Single parent ","indirect migration background","57","0.238580819234688","0.179949489860553","0.297212148608822","1"
"Yes","2012","Couple + C. LE and GT 16","indirect migration background","36","0.252756196980824","0.186843068915696","0.318669325045953","1"
"Yes","2012","Couple + C. GT 16 ","no migration background","905","0.346836366694487","0.32863206424721","0.365040669141765","1"
"No","2013","1-pers.-HH","no migration background","2614","0.806305092384468","0.792691098720943","0.819919086047992","2"
"No","2013","1-pers.-HH","direct migration background","346","0.738186665156915","0.698442064179473","0.777931266134357","2"
"No","2013","1-pers.-HH","indirect migration background","152","0.779572961988362","0.721539180284208","0.837606743692516","2"
"No","2013","(Married) couple without C. ","no migration background","5714","0.815164873512875","0.806102103930766","0.824227643094984","2"
"No","2013","(Married) couple without C. ","direct migration background","863","0.792720409087238","0.769493391363179","0.815947426811298","2"
"No","2013","(Married) couple without C. ","indirect migration background","167","0.678946023560827","0.618997736024914","0.73889431109674","2"
"No","2013","Single parent ","no migration background","1615","0.73039963475821","0.711952926832323","0.748846342684097","2"
"No","2013","Single parent ","direct migration background","313","0.715786153369729","0.673302837600164","0.758269469139295","2"
"No","2013","Single parent ","indirect migration background","217","0.8001954323635","0.752936654732821","0.84745420999418","2"
"No","2013","Couple + C. LE 16 ","no migration background","3413","0.664621226867535","0.651733134322523","0.677509319412547","2"
"No","2013","Couple + C. LE 16 ","direct migration background","1492","0.64998201866492","0.630377837380069","0.669586199949771","2"
"No","2013","Couple + C. LE 16 ","indirect migration background","471","0.672759984569515","0.637389743382038","0.708130225756991","2"
"No","2013","Couple + C. GT 16 ","no migration background","1544","0.637188625773421","0.617924416121691","0.65645283542515","2"
"No","2013","Couple + C. GT 16 ","direct migration background","490","0.648880542792446","0.614489760473813","0.683271325111078","2"
"No","2013","Couple + C. GT 16 ","indirect migration background","186","0.741091629925561","0.688051272155253","0.794131987695869","2"
"No","2013","Couple + C. LE and GT 16","no migration background","1031","0.680774580222285","0.657446134199942","0.704103026244627","2"
"No","2013","Couple + C. LE and GT 16","direct migration background","490","0.654966581191717","0.620807846545078","0.689125315838356","2"
"No","2013","Couple + C. LE and GT 16","indirect migration background","199","0.756098877532378","0.704297378952522","0.807900376112235","2"
"Yes","2013","(Married) couple without C. ","no migration background","1333","0.184835126487125","0.175772356905016","0.193897896069234","1"
"Yes","2013","1-pers.-HH","no migration background","623","0.193694907615532","0.180080913952008","0.207308901279057","1"
"Yes","2013","1-pers.-HH","direct migration background","124","0.261813334843085","0.222068733865643","0.301557935820527","1"
"Yes","2013","1-pers.-HH","indirect migration background","44","0.220427038011638","0.162393256307484","0.278460819715792","1"
"Yes","2013","(Married) couple without C. ","direct migration background","307","0.207279590912762","0.184052573188702","0.230506608636821","1"
"Yes","2013","(Married) couple without C. ","indirect migration background","66","0.321053976439173","0.26110568890326","0.381002263975086","1"
"Yes","2013","Single parent ","no migration background","608","0.26960036524179","0.251153657315903","0.288047073167677","1"
"Yes","2013","Single parent ","direct migration background","120","0.284213846630271","0.241730530860705","0.326697162399836","1"
"Yes","2013","Couple + C. GT 16 ","indirect migration background","76","0.258908370074439","0.205868012304131","0.311948727844747","1"
"Yes","2013","Couple + C. LE and GT 16","no migration background","503","0.319225419777715","0.295896973755373","0.342553865800058","1"
"Yes","2013","Single parent ","indirect migration background","58","0.1998045676365","0.15254579000582","0.247063345267179","1"
"Yes","2013","Couple + C. LE 16 ","no migration background","1742","0.335378773132465","0.322490680587453","0.348266865677477","1"
"Yes","2013","Couple + C. LE 16 ","direct migration background","782","0.35001798133508","0.330413800050228","0.369622162619931","1"
"Yes","2013","Couple + C. LE 16 ","indirect migration background","205","0.327240015430485","0.291869774243009","0.362610256617961","1"
"Yes","2013","Couple + C. GT 16 ","no migration background","849","0.362811374226579","0.34354716457485","0.382075583878309","1"
"Yes","2013","Couple + C. GT 16 ","direct migration background","250","0.351119457207554","0.316728674888922","0.385510239526187","1"
"Yes","2013","Couple + C. LE and GT 16","direct migration background","254","0.345033418808283","0.310874684161644","0.379192153454922","1"
"Yes","2013","Couple + C. LE and GT 16","indirect migration background","65","0.243901122467622","0.192099623887765","0.295702621047478","1"
"No","2014","1-pers.-HH","no migration background","2451","0.796419068996503","0.782170876089497","0.810667261903509","2"
"No","2014","1-pers.-HH","direct migration background","247","0.67610279424717","0.630357646924426","0.721847941569914","2"
"No","2014","1-pers.-HH","indirect migration background","103","0.704625453830077","0.633263955136141","0.775986952524014","2"
"No","2014","(Married) couple without C. ","no migration background","5400","0.799088636392333","0.78950226611855","0.808675006666116","2"
"No","2014","(Married) couple without C. ","direct migration background","633","0.699823958667103","0.671430815745892","0.728217101588315","2"
"No","2014","(Married) couple without C. ","indirect migration background","134","0.61909369034012","0.552618677059355","0.685568703620884","2"
"No","2014","Single parent ","no migration background","1364","0.744158408435264","0.724210672603561","0.764106144266967","2"
"No","2014","Single parent ","direct migration background","192","0.557535469311766","0.503947586016102","0.61112335260743","2"
"No","2014","Single parent ","indirect migration background","158","0.690700733516216","0.631096582730857","0.750304884301574","2"
"No","2014","Couple + C. LE 16 ","no migration background","2862","0.642573770590425","0.628470915966614","0.656676625214235","2"
"No","2014","Couple + C. LE 16 ","direct migration background","951","0.552420591365698","0.529222849341644","0.575618333389751","2"
"No","2014","Couple + C. LE 16 ","indirect migration background","352","0.61011639926349","0.569757390260072","0.650475408266907","2"
"No","2014","Couple + C. GT 16 ","no migration background","1457","0.651868440440177","0.632069936461234","0.671666944419119","2"
"No","2014","Couple + C. GT 16 ","direct migration background","290","0.555140135530783","0.514938662491529","0.595341608570037","2"
"No","2014","Couple + C. GT 16 ","indirect migration background","136","0.594061638835892","0.532444861619531","0.655678416052253","2"
"No","2014","Couple + C. LE and GT 16","no migration background","936","0.65379003889772","0.628797095669969","0.67878298212547","2"
"No","2014","Couple + C. LE and GT 16","direct migration background","323","0.545791904032815","0.506084581655423","0.585499226410208","2"
"No","2014","Couple + C. LE and GT 16","indirect migration background","137","0.574264298693417","0.508324569442565","0.640204027944269","2"
"Yes","2014","(Married) couple without C. ","no migration background","1311","0.200911363607667","0.191324993333884","0.21049773388145","1"
"Yes","2014","1-pers.-HH","no migration background","617","0.203580931003497","0.189332738096491","0.217829123910503","1"
"Yes","2014","1-pers.-HH","direct migration background","155","0.32389720575283","0.278152058430086","0.369642353075573","1"
"Yes","2014","1-pers.-HH","indirect migration background","54","0.295374546169923","0.224013047475986","0.366736044863859","1"
"Yes","2014","(Married) couple without C. ","direct migration background","368","0.300176041332897","0.271782898411685","0.328569184254108","1"
"Yes","2014","(Married) couple without C. ","indirect migration background","71","0.38090630965988","0.314431296379116","0.447381322940645","1"
"Yes","2014","Single parent ","no migration background","474","0.255841591564736","0.235893855733033","0.275789327396439","1"
"Yes","2014","Single parent ","direct migration background","138","0.442464530688234","0.38887664739257","0.496052413983898","1"
"Yes","2014","Couple + C. GT 16 ","indirect migration background","108","0.405938361164108","0.344321583947747","0.467555138380469","1"
"Yes","2014","Couple + C. LE and GT 16","no migration background","456","0.34620996110228","0.32121701787453","0.371202904330031","1"
"Yes","2014","Single parent ","indirect migration background","73","0.309299266483784","0.249695115698426","0.368903417269143","1"
"Yes","2014","Couple + C. LE 16 ","no migration background","1574","0.357426229409575","0.343323374785765","0.371529084033386","1"
"Yes","2014","Couple + C. LE 16 ","direct migration background","814","0.447579408634302","0.424381666610249","0.470777150658356","1"
"Yes","2014","Couple + C. LE 16 ","indirect migration background","209","0.38988360073651","0.349524591733093","0.430242609739928","1"
"Yes","2014","Couple + C. GT 16 ","no migration background","767","0.348131559559823","0.328333055580881","0.367930063538766","1"
"Yes","2014","Couple + C. GT 16 ","direct migration background","297","0.444859864469217","0.404658391429963","0.485061337508471","1"
"Yes","2014","Couple + C. LE and GT 16","direct migration background","281","0.454208095967185","0.414500773589792","0.493915418344577","1"
"Yes","2014","Couple + C. LE and GT 16","indirect migration background","79","0.425735701306583","0.359795972055731","0.491675430557435","1"
"No","2015","1-pers.-HH","no migration background","2380","0.798447134208796","0.784005160056241","0.812889108361351","2"
"No","2015","1-pers.-HH","direct migration background","380","0.721189791303478","0.684538161642122","0.757841420964833","2"
"No","2015","1-pers.-HH","indirect migration background","112","0.80343890416388","0.740262993909615","0.866614814418144","2"
"No","2015","(Married) couple without C. ","no migration background","5175","0.789219250610058","0.779245474109763","0.799193027110353","2"
"No","2015","(Married) couple without C. ","direct migration background","880","0.753353272039621","0.729523632619424","0.777182911459817","2"
"No","2015","(Married) couple without C. ","indirect migration background","145","0.691460911739645","0.627447347911617","0.755474475567672","2"
"No","2015","Single parent ","no migration background","1337","0.752660646505856","0.73256578461695","0.772755508394761","2"
"No","2015","Single parent ","direct migration background","281","0.748775656986679","0.704642209447855","0.792909104525504","2"
"No","2015","Single parent ","indirect migration background","178","0.769999340588405","0.714888910661845","0.825109770514964","2"
"No","2015","Couple + C. LE 16 ","no migration background","2738","0.688710313524619","0.674446734964122","0.702973892085117","2"
"No","2015","Couple + C. LE 16 ","direct migration background","1422","0.673691043708604","0.653835433352068","0.693546654065139","2"
"No","2015","Couple + C. LE 16 ","indirect migration background","360","0.709847351640691","0.670421148749677","0.749273554531706","2"
"No","2015","Couple + C. GT 16 ","no migration background","1420","0.649737488129315","0.629553869865974","0.669921106392657","2"
"No","2015","Couple + C. GT 16 ","direct migration background","363","0.657608295768589","0.61798801489063","0.697228576646549","2"
"No","2015","Couple + C. GT 16 ","indirect migration background","154","0.683575499223403","0.622806074106465","0.744344924340342","2"
"No","2015","Couple + C. LE and GT 16","no migration background","899","0.638730043847398","0.613422229413861","0.664037858280934","2"
"No","2015","Couple + C. LE and GT 16","direct migration background","399","0.722269491853917","0.686312248362103","0.758226735345731","2"
"No","2015","Couple + C. LE and GT 16","indirect migration background","175","0.76462458461575","0.710152397999442","0.819096771232058","2"
"Yes","2015","(Married) couple without C. ","no migration background","1249","0.210780749389942","0.200806972889647","0.220754525890237","1"
"Yes","2015","1-pers.-HH","no migration background","584","0.201552865791204","0.187110891638649","0.215994839943759","1"
"Yes","2015","1-pers.-HH","direct migration background","195","0.278810208696522","0.242158579035167","0.315461838357877","1"
"Yes","2015","1-pers.-HH","indirect migration background","40","0.19656109583612","0.133385185581855","0.259737006090385","1"
"Yes","2015","(Married) couple without C. ","direct migration background","377","0.246646727960379","0.222817088540183","0.270476367380576","1"
"Yes","2015","(Married) couple without C. ","indirect migration background","55","0.308539088260355","0.244525524432328","0.372552652088382","1"
"Yes","2015","Single parent ","no migration background","434","0.247339353494144","0.227244491605239","0.26743421538305","1"
"Yes","2015","Single parent ","direct migration background","90","0.251224343013321","0.207090895474496","0.295357790552145","1"
"Yes","2015","Couple + C. GT 16 ","indirect migration background","71","0.316424500776597","0.255655075659658","0.377193925893535","1"
"Yes","2015","Couple + C. LE and GT 16","no migration background","485","0.361269956152602","0.335962141719066","0.386577770586139","1"
"Yes","2015","Single parent ","indirect migration background","46","0.230000659411595","0.174890229485036","0.285111089338155","1"
"Yes","2015","Couple + C. LE 16 ","no migration background","1310","0.311289686475381","0.297026107914883","0.325553265035878","1"
"Yes","2015","Couple + C. GT 16 ","direct migration background","188","0.342391704231411","0.302771423353451","0.38201198510937","1"
"Yes","2015","Couple + C. LE and GT 16","indirect migration background","58","0.23537541538425","0.180903228767942","0.289847602000558","1"
"Yes","2015","Couple + C. LE 16 ","direct migration background","720","0.326308956291396","0.306453345934861","0.346164566647932","1"
"Yes","2015","Couple + C. LE 16 ","indirect migration background","149","0.290152648359309","0.250726445468294","0.329578851250323","1"
"Yes","2015","Couple + C. GT 16 ","no migration background","726","0.350262511870685","0.330078893607343","0.370446130134026","1"
"Yes","2015","Couple + C. LE and GT 16","direct migration background","197","0.277730508146083","0.241773264654269","0.313687751637897","1"
"No","2016","1-pers.-HH","no migration background","2277","0.79161900534665","0.776649910231448","0.806588100461852","2"
"No","2016","1-pers.-HH","direct migration background","347","0.721410723141378","0.68057586132875","0.762245584954006","2"
"No","2016","1-pers.-HH","indirect migration background","120","0.718455401172086","0.648548019543353","0.78836278280082","2"
"No","2016","(Married) couple without C. ","no migration background","4929","0.786038144375272","0.775747618541729","0.796328670208815","2"
"No","2016","(Married) couple without C. ","direct migration background","751","0.765719587813872","0.739777735602369","0.791661440025375","2"
"No","2016","(Married) couple without C. ","indirect migration background","128","0.655471601753085","0.586807675609586","0.724135527896585","2"
"No","2016","Single parent ","no migration background","1225","0.776015825523775","0.755613021157827","0.796418629889723","2"
"No","2016","Single parent ","direct migration background","219","0.702059815597453","0.650306394617735","0.75381323657717","2"
"No","2016","Single parent ","indirect migration background","172","0.811351163892147","0.759297689690637","0.863404638093657","2"
"No","2016","Couple + C. LE 16 ","no migration background","2398","0.686038473548","0.670852790688066","0.701224156407934","2"
"No","2016","Couple + C. LE 16 ","direct migration background","1125","0.645753109197745","0.623030688850915","0.668475529544574","2"
"No","2016","Couple + C. LE 16 ","indirect migration background","318","0.693825699368698","0.652023492605788","0.735627906131607","2"
"No","2016","Couple + C. GT 16 ","no migration background","1356","0.666006978645436","0.645520501177574","0.686493456113299","2"
"No","2016","Couple + C. GT 16 ","direct migration background","330","0.688648626311832","0.648142522791247","0.729154729832417","2"
"No","2016","Couple + C. GT 16 ","indirect migration background","132","0.720751673206434","0.657944655114047","0.78355869129882","2"
"No","2016","Couple + C. LE and GT 16","no migration background","857","0.656999051397854","0.631144128998178","0.682853973797531","2"
"No","2016","Couple + C. LE and GT 16","direct migration background","371","0.712228096030408","0.673937273626578","0.750518918434239","2"
"No","2016","Couple + C. LE and GT 16","indirect migration background","173","0.769342937451815","0.715936635770107","0.822749239133524","2"
"Yes","2016","1-pers.-HH","no migration background","551","0.20838099465335","0.193411899538148","0.223350089768552","1"
"Yes","2016","1-pers.-HH","direct migration background","116","0.278589276858622","0.237754415045994","0.31942413867125","1"
"Yes","2016","1-pers.-HH","indirect migration background","39","0.281544598827914","0.21163721719918","0.351451980456647","1"
