"ple0044_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2018","vocational + Abi","Urban Area","420","0.261221760780864","0.238960794187856","0.283482727373872","1"
"Yes","2018","in school","Urban Area","20","","","","1"
"Yes","2018","higher vocational","Urban Area","207","0.257470358073002","0.227813484246157","0.287127231899847","1"
"Yes","2018","higher education","Urban Area","1210","0.250110413158418","0.237507349893065","0.262713476423771","1"
"Yes","2018","higher vocational","Rural Area","199","0.301954121375403","0.265461188702863","0.338447054047944","1"
"No","2019","in school","Urban Area","222","0.969339706472837","0.947298248647114","0.991381164298559","2"
"No","2019","in school","Rural Area","72","0.916623772740333","0.857853824770993","0.975393720709673","2"
"No","2019","inadequately","Urban Area","216","0.834866923302794","0.789992809956407","0.879741036649181","2"
"No","2019","inadequately","Rural Area","97","0.932983310315493","0.886041129121759","0.979925491509226","2"
"No","2019","general elemantary","Urban Area","1095","0.819223573323922","0.799029073251809","0.839418073396036","2"
"No","2019","general elemantary","Rural Area","715","0.817067757562319","0.791809638744689","0.842325876379949","2"
"No","2019","middle vocational","Urban Area","4633","0.768340038718415","0.757824035991298","0.778856041445532","2"
"No","2019","middle vocational","Rural Area","3177","0.77057333810871","0.7579589898194","0.78318768639802","2"
"No","2019","vocational + Abi","Urban Area","1018","0.747117049481132","0.724548961954556","0.769685137007708","2"
"No","2019","vocational + Abi","Rural Area","419","0.738346363028874","0.702880090815714","0.773812635242033","2"
"No","2019","higher vocational","Urban Area","627","0.713656838908488","0.684040955146824","0.743272722670152","2"
"No","2019","higher vocational","Rural Area","459","0.716314442004551","0.682432827111043","0.750196056898058","2"
"No","2019","higher education","Urban Area","3078","0.742794722803206","0.729949547251721","0.755639898354691","2"
"No","2019","higher education","Rural Area","1323","0.759071104110583","0.739734937666254","0.778407270554912","2"
"Yes","2019","general elemantary","Urban Area","300","0.180776426676078","0.160581926603964","0.200970926748191","1"
"Yes","2019","general elemantary","Rural Area","185","0.182932242437681","0.157674123620051","0.208190361255311","1"
"Yes","2019","middle vocational","Urban Area","1550","0.231659961281585","0.221143958554469","0.242175964008702","1"
"Yes","2019","middle vocational","Rural Area","1091","0.22942666189129","0.21681231360198","0.2420410101806","1"
"Yes","2019","in school","Urban Area","13","","","","1"
"Yes","2019","inadequately","Rural Area","12","","","","1"
"Yes","2019","in school","Rural Area","13","","","","1"
"Yes","2019","inadequately","Urban Area","47","0.165133076697206","0.120258963350819","0.210007190043594","1"
"Yes","2019","higher education","Rural Area","556","0.240928895889417","0.221592729445088","0.260265062333746","1"
"Yes","2019","higher vocational","Rural Area","221","0.283685557995449","0.249803943101942","0.317567172888957","1"
"Yes","2019","higher vocational","Urban Area","268","0.286343161091512","0.256727277329848","0.315959044853176","1"
"Yes","2019","vocational + Abi","Rural Area","171","0.261653636971126","0.226187364757967","0.297119909184286","1"
"Yes","2019","higher education","Urban Area","1370","0.257205277196794","0.244360101645309","0.270050452748279","1"
"Yes","2019","vocational + Abi","Urban Area","407","0.252882950518868","0.230314862992291","0.275451038045444","1"
