"ple0044_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2010","indirect migration background","middle vocational","343","0.705209878376276","0.664505584176071","0.745914172576482","2"
"No","2010","indirect migration background","vocational + Abi","50","0.703092981949788","0.604201752112917","0.801984211786659","2"
"No","2010","indirect migration background","higher vocational","31","0.462864499955069","0.331088715229827","0.594640284680312","2"
"No","2010","indirect migration background","higher education","101","0.460807460561774","0.384049704184588","0.537565216938961","2"
"No","2010","no migration background","in school","296","0.958876478506142","0.936806882779825","0.980946074232459","2"
"No","2010","no migration background","inadequately","119","0.752004316016898","0.680723811886898","0.823284820146899","2"
"No","2010","no migration background","general elemantary","1328","0.836397722498384","0.818445335411603","0.854350109585165","2"
"No","2010","no migration background","middle vocational","7153","0.728548285840851","0.719888694491187","0.737207877190514","2"
"No","2010","no migration background","vocational + Abi","881","0.690521760220655","0.665344008286712","0.715699512154598","2"
"No","2010","no migration background","higher vocational","961","0.705691035389909","0.682095271514934","0.729286799264884","2"
"No","2010","no migration background","higher education","3122","0.693771282396013","0.680494626089321","0.707047938702706","2"
"No","2010","direct migration background","in school","22","","","","2"
"No","2010","direct migration background","inadequately","141","0.8412062168002","0.787210446423816","0.895201987176585","2"
"No","2010","direct migration background","general elemantary","463","0.740897794795492","0.706409878802468","0.775385710788516","2"
"No","2010","direct migration background","middle vocational","719","0.6961009214821","0.668025935097158","0.724175907867042","2"
"No","2010","direct migration background","vocational + Abi","210","0.623792638418226","0.57088066949049","0.676704607345961","2"
"No","2010","direct migration background","higher vocational","75","0.548595615993267","0.45684311271344","0.640348119273094","2"
"No","2010","direct migration background","higher education","350","0.697989689380113","0.659193207775945","0.736786170984281","2"
"Yes","2010","direct migration background","in school","2","","","","1"
"Yes","2010","direct migration background","inadequately","35","0.1587937831998","0.104798012823416","0.212789553576184","1"
"Yes","2010","direct migration background","general elemantary","157","0.259102205204508","0.224614289211484","0.293590121197532","1"
"Yes","2010","direct migration background","middle vocational","312","0.3038990785179","0.275824092132958","0.331974064902842","1"
"Yes","2010","direct migration background","vocational + Abi","112","0.376207361581774","0.323295392654039","0.42911933050951","1"
"Yes","2010","direct migration background","higher vocational","38","0.451404384006733","0.359651880726906","0.54315688728656","1"
"Yes","2010","direct migration background","higher education","188","0.302010310619887","0.263213829015719","0.340806792224055","1"
"Yes","2010","no migration background","general elemantary","303","0.163602277501616","0.145649890414835","0.181554664588397","1"
"Yes","2010","no migration background","middle vocational","2978","0.27145171415915","0.262792122809486","0.280111305508813","1"
"Yes","2010","no migration background","in school","15","","","","1"
"Yes","2010","no migration background","inadequately","22","","","","1"
"Yes","2010","no migration background","vocational + Abi","414","0.309478239779345","0.284300487845402","0.334655991713288","1"
"Yes","2010","no migration background","higher vocational","472","0.294308964610091","0.270713200735116","0.317904728485066","1"
"Yes","2010","no migration background","higher education","1508","0.306228717603987","0.292952061297294","0.319505373910679","1"
"Yes","2010","indirect migration background","higher vocational","24","","","","1"
"Yes","2010","indirect migration background","general elemantary","50","0.224624008887126","0.165592791691672","0.283655226082579","1"
"Yes","2010","indirect migration background","vocational + Abi","32","0.296907018050212","0.198015788213341","0.395798247887083","1"
"Yes","2010","indirect migration background","higher education","61","0.539192539438226","0.462434783061039","0.615950295815412","1"
"Yes","2010","indirect migration background","in school","7","","","","1"
"Yes","2010","indirect migration background","inadequately","4","","","","1"
"Yes","2010","indirect migration background","middle vocational","139","0.294790121623724","0.254085827423518","0.335494415823929","1"
"No","2011","no migration background","in school","337","0.96034198738814","0.939954899687877","0.980729075088402","2"
"No","2011","no migration background","inadequately","158","0.839328361701931","0.786267446092631","0.892389277311231","2"
"No","2011","no migration background","general elemantary","1554","0.888660944159739","0.874181862985209","0.903140025334269","2"
"No","2011","no migration background","middle vocational","6945","0.81330116634358","0.805251998826129","0.821350333861032","2"
"No","2011","no migration background","vocational + Abi","773","0.748760641738452","0.723141193442336","0.774380090034569","2"
"No","2011","no migration background","higher vocational","811","0.790817676837127","0.766793135413452","0.814842218260803","2"
"No","2011","no migration background","higher education","2615","0.773707594529137","0.759876801664336","0.787538387393938","2"
"No","2011","direct migration background","in school","21","","","","2"
"No","2011","direct migration background","inadequately","133","0.804337634616297","0.744349370529725","0.864325898702868","2"
"No","2011","direct migration background","general elemantary","447","0.807202252398914","0.775207126168332","0.839197378629495","2"
"No","2011","direct migration background","middle vocational","713","0.739236871903547","0.711956426792162","0.766517317014932","2"
"No","2011","direct migration background","vocational + Abi","200","0.697601016981293","0.644920457217809","0.750281576744778","2"
"No","2011","direct migration background","higher vocational","76","0.956049614948505","0.912976128844451","0.999123101052559","2"
"No","2011","direct migration background","higher education","336","0.733515726276781","0.694004904745223","0.773026547808339","2"
"No","2011","indirect migration background","in school","80","0.970802518536077","0.934582623475624","1.00702241359653","2"
"No","2011","indirect migration background","inadequately","20","","","","2"
"No","2011","indirect migration background","general elemantary","129","0.845405984446418","0.789563574705648","0.901248394187187","2"
"No","2011","indirect migration background","middle vocational","280","0.719060089389586","0.673988204372291","0.764131974406881","2"
"No","2011","indirect migration background","vocational + Abi","49","0.783696466464979","0.685837779094536","0.881555153835421","2"
"No","2011","indirect migration background","higher vocational","26","","","","2"
"No","2011","indirect migration background","higher education","85","0.642919698284758","0.561489857961824","0.724349538607693","2"
"Yes","2011","direct migration background","in school","1","","","","1"
"Yes","2011","direct migration background","inadequately","35","0.195662365383703","0.135674101297132","0.255650629470275","1"
"Yes","2011","direct migration background","general elemantary","137","0.192797747601086","0.160802621370505","0.224792873831668","1"
"Yes","2011","direct migration background","middle vocational","282","0.260763128096453","0.233482682985068","0.288043573207838","1"
"Yes","2011","direct migration background","vocational + Abi","92","0.302398983018706","0.249718423255222","0.355079542782191","1"
"Yes","2011","direct migration background","higher vocational","11","","","","1"
"Yes","2011","direct migration background","higher education","145","0.266484273723219","0.226973452191661","0.305995095254777","1"
"Yes","2011","no migration background","general elemantary","259","0.111339055840261","0.0968599746657309","0.125818137014791","1"
"Yes","2011","no migration background","middle vocational","2058","0.18669883365642","0.178649666138968","0.194748001173872","1"
"Yes","2011","no migration background","in school","15","","","","1"
"Yes","2011","no migration background","inadequately","26","","","","1"
"Yes","2011","no migration background","higher education","901","0.226292405470863","0.212461612606062","0.240123198335664","1"
"Yes","2011","indirect migration background","higher education","48","0.357080301715241","0.275650461392307","0.438510142038176","1"
"Yes","2011","no migration background","vocational + Abi","328","0.251239358261548","0.225619909965431","0.276858806557664","1"
"Yes","2011","no migration background","higher vocational","290","0.209182323162873","0.185157781739197","0.233206864586548","1"
"Yes","2011","indirect migration background","general elemantary","32","0.154594015553582","0.0987516058128126","0.210436425294352","1"
"Yes","2011","indirect migration background","vocational + Abi","19","","","","1"
"Yes","2011","indirect migration background","higher vocational","15","","","","1"
"Yes","2011","indirect migration background","inadequately","3","","","","1"
"Yes","2011","indirect migration background","middle vocational","102","0.280939910610414","0.235868025593119","0.326011795627708","1"
"Yes","2011","indirect migration background","in school","3","","","","1"
"No","2012","no migration background","in school","335","0.895367958284471","0.863881203438508","0.926854713130434","2"
"No","2012","no migration background","inadequately","168","0.85263795650763","0.803756115403131","0.901519797612129","2"
"No","2012","no migration background","general elemantary","1694","0.834561824813767","0.818496507758056","0.850627141869478","2"
"No","2012","no migration background","middle vocational","8605","0.745124913775512","0.737263299606929","0.752986527944095","2"
"No","2012","no migration background","vocational + Abi","1043","0.726344612228107","0.703707119800802","0.748982104655412","2"
"No","2012","no migration background","higher vocational","1118","0.703353609382651","0.681144670812247","0.725562547953055","2"
"No","2012","no migration background","higher education","3653","0.708575490047227","0.696324203563018","0.720826776531437","2"
"No","2012","direct migration background","in school","19","","","","2"
"No","2012","direct migration background","inadequately","117","0.829704369909957","0.769348655145383","0.890060084674531","2"
"No","2012","direct migration background","general elemantary","435","0.699646656605366","0.663504882230364","0.735788430980369","2"
"No","2012","direct migration background","middle vocational","772","0.695910153983616","0.668860070639752","0.72296023732748","2"
"No","2012","direct migration background","vocational + Abi","252","0.679734750363345","0.631537586157104","0.727931914569586","2"
"No","2012","direct migration background","higher vocational","84","0.839534780774457","0.769662493232222","0.909407068316692","2"
"No","2012","direct migration background","higher education","407","0.695190598927751","0.658449210916595","0.731931986938907","2"
"No","2012","indirect migration background","in school","84","0.910354381088903","0.851334733147025","0.969374029030781","2"
"No","2012","indirect migration background","inadequately","21","","","","2"
"No","2012","indirect migration background","general elemantary","165","0.764983430082956","0.708174519602203","0.821792340563709","2"
"No","2012","indirect migration background","middle vocational","365","0.745555438291757","0.707938708781825","0.783172167801689","2"
"No","2012","indirect migration background","vocational + Abi","62","0.610986790398172","0.513967005213676","0.708006575582669","2"
"No","2012","indirect migration background","higher vocational","35","0.539772035239039","0.413657786189014","0.665886284289063","2"
"No","2012","indirect migration background","higher education","129","0.665044930621231","0.598110406730016","0.731979454512446","2"
"Yes","2012","direct migration background","in school","1","","","","1"
"Yes","2012","direct migration background","inadequately","32","0.170295630090043","0.109939915325469","0.230651344854617","1"
"Yes","2012","direct migration background","general elemantary","183","0.300353343394634","0.264211569019631","0.336495117769636","1"
"Yes","2012","direct migration background","middle vocational","339","0.304089846016384","0.27703976267252","0.331139929360248","1"
"Yes","2012","direct migration background","vocational + Abi","108","0.320265249636655","0.272068085430414","0.368462413842896","1"
"Yes","2012","direct migration background","higher vocational","22","","","","1"
"Yes","2012","direct migration background","higher education","196","0.304809401072249","0.268068013061093","0.341550789083405","1"
"Yes","2012","no migration background","general elemantary","361","0.165438175186233","0.149372858130522","0.181503492241944","1"
"Yes","2012","no migration background","middle vocational","3199","0.254875086224488","0.247013472055905","0.262736700393071","1"
"Yes","2012","no migration background","in school","28","","","","1"
"Yes","2012","no migration background","inadequately","34","0.14736204349237","0.0984802023878713","0.19624388459687","1"
"Yes","2012","no migration background","vocational + Abi","447","0.273655387771893","0.251017895344588","0.296292880199198","1"
"Yes","2012","no migration background","higher education","1632","0.291424509952773","0.279173223468563","0.303675796436982","1"
"Yes","2012","no migration background","higher vocational","507","0.296646390617349","0.274437452046945","0.318855329187753","1"
"Yes","2012","indirect migration background","higher education","62","0.334955069378769","0.268020545487554","0.401889593269984","1"
"Yes","2012","indirect migration background","inadequately","9","","","","1"
"Yes","2012","indirect migration background","general elemantary","49","0.235016569917044","0.178207659436291","0.291825480397797","1"
"Yes","2012","indirect migration background","in school","6","","","","1"
"Yes","2012","indirect migration background","middle vocational","150","0.254444561708243","0.216827832198311","0.292061291218175","1"
"Yes","2012","indirect migration background","higher vocational","25","","","","1"
"Yes","2012","indirect migration background","vocational + Abi","35","0.389013209601828","0.291993424417331","0.486032994786324","1"
"No","2013","no migration background","in school","313","0.915501522971311","0.886109948860008","0.944893097082615","2"
"No","2013","no migration background","inadequately","152","0.830814935530056","0.77736461091051","0.884265260149601","2"
"No","2013","no migration background","general elemantary","1619","0.861408271934409","0.845957236714195","0.876859307154623","2"
"No","2013","no migration background","middle vocational","8187","0.759738670506735","0.75178201286526","0.76769532814821","2"
"No","2013","no migration background","vocational + Abi","991","0.723890180689253","0.700637063115647","0.747143298262859","2"
"No","2013","no migration background","higher vocational","1068","0.708947693765719","0.686245776178089","0.731649611353349","2"
"No","2013","no migration background","higher education","3652","0.729295036069803","0.717168150938319","0.741421921201286","2"
"No","2013","direct migration background","in school","103","0.942418028460106","0.898885207919633","0.98595084900058","2"
"No","2013","direct migration background","inadequately","294","0.810246842774039","0.770560997374568","0.849932688173509","2"
"No","2013","direct migration background","general elemantary","956","0.751380810048154","0.728117382518199","0.774644237578109","2"
"No","2013","direct migration background","middle vocational","1423","0.692202198151618","0.672686723107273","0.711717673195963","2"
"No","2013","direct migration background","vocational + Abi","514","0.682289419792355","0.649719745171998","0.714859094412713","2"
"No","2013","direct migration background","higher vocational","85","0.85312587725433","0.788429737042776","0.917822017465885","2"
"No","2013","direct migration background","higher education","872","0.686580092100786","0.661612007821975","0.711548176379596","2"
"No","2013","indirect migration background","in school","154","0.908983122461924","0.865488824422427","0.952477420501422","2"
"No","2013","indirect migration background","inadequately","40","0.573040386351695","0.446826221170793","0.699254551532596","2"
"No","2013","indirect migration background","general elemantary","348","0.802595426486091","0.765571408230265","0.839619444741917","2"
"No","2013","indirect migration background","middle vocational","600","0.751336162250808","0.72187710812503","0.780795216376586","2"
"No","2013","indirect migration background","vocational + Abi","91","0.596942141444523","0.515398423860843","0.678485859028203","2"
"No","2013","indirect migration background","higher vocational","41","0.47927091575519","0.360532817293978","0.598009014216401","2"
"No","2013","indirect migration background","higher education","215","0.645722154817532","0.59339942240509","0.698044887229973","2"
"Yes","2013","direct migration background","in school","7","","","","1"
"Yes","2013","direct migration background","inadequately","81","0.189753157225961","0.150067311826491","0.229439002625432","1"
"Yes","2013","direct migration background","general elemantary","370","0.248619189951846","0.225355762421891","0.271882617481801","1"
"Yes","2013","direct migration background","middle vocational","726","0.307797801848382","0.288282326804037","0.327313276892727","1"
"Yes","2013","direct migration background","vocational + Abi","271","0.317710580207645","0.285140905587287","0.350280254828002","1"
"Yes","2013","direct migration background","higher vocational","30","0.14687412274567","0.0821779825341153","0.211570262957224","1"
"Yes","2013","direct migration background","higher education","454","0.313419907899214","0.288451823620404","0.338387992178025","1"
"Yes","2013","no migration background","general elemantary","302","0.138591728065591","0.123140692845377","0.154042763285805","1"
"Yes","2013","no migration background","middle vocational","2889","0.240261329493265","0.232304671851789","0.24821798713474","1"
"Yes","2013","no migration background","inadequately","37","0.169185064469944","0.115734739850399","0.22263538908949","1"
"Yes","2013","no migration background","vocational + Abi","429","0.276109819310747","0.252856701737141","0.299362936884353","1"
"Yes","2013","no migration background","higher vocational","470","0.291052306234281","0.268350388646651","0.313754223821911","1"
"Yes","2013","no migration background","in school","31","0.0844984770286887","0.0551069029173854","0.113890051139992","1"
"Yes","2013","no migration background","higher education","1505","0.270704963930197","0.258578078798714","0.282831849061681","1"
"Yes","2013","indirect migration background","higher education","106","0.354277845182468","0.301955112770027","0.40660057759491","1"
"Yes","2013","indirect migration background","higher vocational","27","","","","1"
"Yes","2013","indirect migration background","in school","14","","","","1"
"Yes","2013","indirect migration background","middle vocational","227","0.248663837749192","0.219204783623414","0.27812289187497","1"
"Yes","2013","indirect migration background","general elemantary","96","0.197404573513909","0.160380555258083","0.234428591769735","1"
"Yes","2013","indirect migration background","vocational + Abi","48","0.403057858555477","0.321514140971797","0.484601576139157","1"
"Yes","2013","indirect migration background","inadequately","19","","","","1"
"No","2014","no migration background","in school","272","0.967677842087734","0.947217037160095","0.988138647015373","2"
"No","2014","no migration background","inadequately","137","0.796387825879556","0.736208399413654","0.856567252345458","2"
"No","2014","no migration background","general elemantary","1427","0.843241325847057","0.82602920390508","0.860453447789033","2"
"No","2014","no migration background","middle vocational","7391","0.759936170630819","0.751554669777717","0.768317671483921","2"
"No","2014","no migration background","vocational + Abi","851","0.701349880230798","0.676394422251164","0.726305338210432","2"
"No","2014","no migration background","higher vocational","970","0.679258887749677","0.654921610457385","0.703596165041969","2"
"No","2014","no migration background","higher education","3417","0.715807659770634","0.703042893746677","0.72857242579459","2"
"No","2014","direct migration background","in school","23","","","","2"
"No","2014","direct migration background","inadequately","139","0.621850710584839","0.564009027619826","0.679692393549853","2"
"No","2014","direct migration background","general elemantary","550","0.621506913508717","0.59162490450026","0.651388922517174","2"
"No","2014","direct migration background","middle vocational","1003","0.640847023349759","0.618337448300216","0.663356598399302","2"
"No","2014","direct migration background","vocational + Abi","349","0.612386341093088","0.573943294942612","0.650829387243565","2"
"No","2014","direct migration background","higher vocational","73","0.703267071117219","0.616710665117492","0.789823477116946","2"
"No","2014","direct migration background","higher education","641","0.621714483845129","0.593016583284143","0.650412384406114","2"
"No","2014","indirect migration background","in school","60","0.552308784424274","0.455808572535245","0.648808996313304","2"
"No","2014","indirect migration background","inadequately","21","","","","2"
"No","2014","indirect migration background","general elemantary","210","0.603310909035384","0.551985656441214","0.654636161629555","2"
"No","2014","indirect migration background","middle vocational","451","0.660675461336369","0.626066754839858","0.69528416783288","2"
"No","2014","indirect migration background","vocational + Abi","81","0.630889072387331","0.545259627305487","0.716518517469176","2"
"No","2014","indirect migration background","higher vocational","40","0.608140945304506","0.485636953861325","0.730644936747688","2"
"No","2014","indirect migration background","higher education","161","0.561559748577059","0.50193034476067","0.621189152393448","2"
"Yes","2014","direct migration background","in school","36","0.616230166860556","0.492142397019584","0.740317936701528","1"
"Yes","2014","direct migration background","inadequately","131","0.378149289415161","0.320307606450147","0.435990972380174","1"
"Yes","2014","direct migration background","general elemantary","462","0.378493086491283","0.348611077482826","0.40837509549974","1"
"Yes","2014","direct migration background","middle vocational","742","0.359152976650241","0.336643401600698","0.381662551699784","1"
"Yes","2014","direct migration background","vocational + Abi","268","0.387613658906912","0.349170612756435","0.426056705057388","1"
"Yes","2014","direct migration background","higher vocational","34","0.296732928882781","0.210176522883054","0.383289334882508","1"
"Yes","2014","direct migration background","higher education","456","0.378285516154871","0.349587615593886","0.406983416715857","1"
"Yes","2014","indirect migration background","higher education","105","0.438440251422941","0.378810847606552","0.49806965523933","1"
"Yes","2014","no migration background","general elemantary","287","0.156758674152943","0.139546552210967","0.17397079609492","1"
"Yes","2014","no migration background","middle vocational","2585","0.240063829369181","0.231682328516079","0.248445330222283","1"
"Yes","2014","indirect migration background","middle vocational","268","0.339324538663631","0.304715832167119","0.373933245160142","1"
"Yes","2014","indirect migration background","vocational + Abi","41","0.369110927612669","0.283481482530824","0.454740372694513","1"
"Yes","2014","indirect migration background","higher vocational","21","","","","1"
"Yes","2014","indirect migration background","general elemantary","139","0.396689090964616","0.345363838370445","0.448014343558786","1"
"Yes","2014","no migration background","inadequately","35","0.203612174120444","0.143432747654542","0.263791600586346","1"
"Yes","2014","no migration background","in school","15","","","","1"
"Yes","2014","indirect migration background","inadequately","24","","","","1"
"Yes","2014","no migration background","vocational + Abi","441","0.298650119769202","0.273694661789568","0.323605577748836","1"
"Yes","2014","no migration background","higher vocational","443","0.320741112250323","0.296403834958031","0.345078389542615","1"
"Yes","2014","no migration background","higher education","1379","0.284192340229366","0.27142757420541","0.296957106253323","1"
"Yes","2014","indirect migration background","in school","42","0.447691215575726","0.351191003686696","0.544191427464755","1"
"No","2015","no migration background","in school","198","0.932403723768125","0.899001020942871","0.965806426593378","2"
"No","2015","no migration background","inadequately","141","0.845319934273513","0.78963748718976","0.901002381357265","2"
"No","2015","no migration background","general elemantary","1336","0.844019640402201","0.826224276723922","0.86181500408048","2"
"No","2015","no migration background","middle vocational","7100","0.758204279836587","0.749579275482538","0.766829284190636","2"
"No","2015","no migration background","vocational + Abi","855","0.704365097505335","0.678852838450931","0.729877356559739","2"
"No","2015","no migration background","higher vocational","936","0.700665296862911","0.676271882251692","0.72505871147413","2"
"No","2015","no migration background","higher education","3349","0.728622124267336","0.715852246349567","0.741392002185104","2"
"No","2015","direct migration background","in school","49","0.880004472793079","0.796375056974394","0.963633888611764","2"
"No","2015","direct migration background","inadequately","255","0.779161021766365","0.734607970962138","0.823714072570592","2"
"No","2015","direct migration background","general elemantary","704","0.706438321109322","0.6786273416104","0.734249300608245","2"
"No","2015","direct migration background","middle vocational","1310","0.733079577659192","0.713344633645437","0.752814521672946","2"
"No","2015","direct migration background","vocational + Abi","529","0.682737169161349","0.650586758701254","0.714887579621445","2"
"No","2015","direct migration background","higher vocational","76","0.7990748286666","0.720540598690574","0.877609058642626","2"
"No","2015","direct migration background","higher education","953","0.681606753977747","0.657776211478565","0.70543729647693","2"
"No","2015","indirect migration background","in school","96","0.973251869865853","0.94178549289588","1.00471824683583","2"
"No","2015","indirect migration background","inadequately","28","","","","2"
"No","2015","indirect migration background","general elemantary","233","0.724825607107594","0.675662510199172","0.773988704016016","2"
"No","2015","indirect migration background","middle vocational","492","0.744507668230728","0.711557010993662","0.777458325467795","2"
"No","2015","indirect migration background","vocational + Abi","76","0.671949088431796","0.586875653328135","0.757022523535457","2"
"No","2015","indirect migration background","higher vocational","36","0.550805868765205","0.423883432006265","0.677728305524146","2"
"No","2015","indirect migration background","higher education","170","0.700699683618619","0.644491759070608","0.75690760816663","2"
"Yes","2015","direct migration background","in school","9","","","","1"
"Yes","2015","direct migration background","inadequately","78","0.220838978233635","0.176285927429408","0.265392029037862","1"
"Yes","2015","direct migration background","general elemantary","326","0.293561678890677","0.265750699391755","0.3213726583896","1"
"Yes","2015","direct migration background","middle vocational","620","0.266920422340808","0.247185478327054","0.286655366354563","1"
"Yes","2015","direct migration background","vocational + Abi","276","0.317262830838651","0.285112420378555","0.349413241298746","1"
"Yes","2015","direct migration background","higher vocational","24","","","","1"
"Yes","2015","direct migration background","higher education","515","0.318393246022253","0.29456270352307","0.342223788521435","1"
"Yes","2015","indirect migration background","higher education","85","0.299300316381381","0.24309239183337","0.355508240929392","1"
"Yes","2015","no migration background","general elemantary","261","0.155980359597799","0.13818499591952","0.173775723276078","1"
"Yes","2015","no migration background","middle vocational","2367","0.241795720163413","0.233170715809364","0.250420724517462","1"
"Yes","2015","indirect migration background","higher vocational","23","","","","1"
"Yes","2015","indirect migration background","general elemantary","84","0.275174392892406","0.226011295983984","0.324337489800828","1"
"Yes","2015","indirect migration background","middle vocational","181","0.255492331769272","0.222541674532205","0.288442989006338","1"
"Yes","2015","indirect migration background","vocational + Abi","41","0.328050911568204","0.242977476464543","0.413124346671865","1"
"Yes","2015","no migration background","in school","19","","","","1"
"Yes","2015","no migration background","inadequately","21","","","","1"
"Yes","2015","indirect migration background","inadequately","11","","","","1"
"Yes","2015","no migration background","higher vocational","418","0.299334703137089","0.27494128852587","0.323728117748308","1"
"Yes","2015","no migration background","vocational + Abi","374","0.295634902494665","0.270122643440261","0.321147161549069","1"
"Yes","2015","no migration background","higher education","1309","0.271377875732664","0.258607997814896","0.284147753650433","1"
"Yes","2015","indirect migration background","in school","5","","","","1"
"No","2016","no migration background","in school","200","0.956387612643611","0.928895883141541","0.983879342145682","2"
"No","2016","no migration background","inadequately","115","0.868678238597225","0.81149173920758","0.925864737986871","2"
"No","2016","no migration background","general elemantary","1258","0.846672538222418","0.828396338425423","0.864948738019414","2"
"No","2016","no migration background","middle vocational","6566","0.758240665348897","0.749246541460621","0.767234789237173","2"
"No","2016","no migration background","vocational + Abi","818","0.728721201195712","0.703298728646171","0.754143673745253","2"
"No","2016","no migration background","higher vocational","874","0.698342758159805","0.672806727264647","0.723878789054964","2"
"No","2016","no migration background","higher education","3146","0.717001270113475","0.703698951665048","0.730303588561901","2"
"No","2016","direct migration background","in school","44","0.842334129785253","0.739238912725935","0.945429346844571","2"
"No","2016","direct migration background","inadequately","183","0.768685173264615","0.715558038338558","0.821812308190672","2"
"No","2016","direct migration background","general elemantary","555","0.730196999425112","0.699087850918019","0.761306147932205","2"
"No","2016","direct migration background","middle vocational","1090","0.712009748098468","0.689737979502973","0.734281516693964","2"
"No","2016","direct migration background","vocational + Abi","493","0.704503984320575","0.671268933328171","0.737739035312979","2"
"No","2016","direct migration background","higher vocational","64","0.793420886652557","0.709310794899141","0.877530978405973","2"
"No","2016","direct migration background","higher education","819","0.671512888595279","0.645233687814196","0.697792089376362","2"
"No","2016","indirect migration background","in school","67","0.917490008232308","0.856817983419035","0.978162033045582","2"
"No","2016","indirect migration background","inadequately","23","","","","2"
"No","2016","indirect migration background","general elemantary","215","0.722790082548251","0.672053294400016","0.773526870696485","2"
"No","2016","indirect migration background","middle vocational","449","0.749576739363734","0.715771906350064","0.783381572377403","2"
"No","2016","indirect migration background","vocational + Abi","81","0.630481861622561","0.541487386018825","0.719476337226298","2"
"No","2016","indirect migration background","higher vocational","42","0.622299877218067","0.498592526619304","0.74600722781683","2"
"No","2016","indirect migration background","higher education","148","0.614685610429224","0.552330177389058","0.67704104346939","2"
"Yes","2016","direct migration background","higher education","408","0.328487111404721","0.302207910623638","0.354766312185804","1"
"Yes","2016","direct migration background","in school","4","","","","1"
"Yes","2016","direct migration background","inadequately","59","0.231314826735385","0.178187691809328","0.284441961661442","1"
"Yes","2016","direct migration background","general elemantary","227","0.269803000574888","0.238693852067795","0.300912149081981","1"
"Yes","2016","direct migration background","middle vocational","498","0.287990251901532","0.265718483306036","0.310262020497028","1"
"Yes","2016","direct migration background","vocational + Abi","231","0.295496015679425","0.262260964687021","0.328731066671829","1"
"Yes","2016","direct migration background","higher vocational","25","","","","1"
"Yes","2016","indirect migration background","higher education","86","0.385314389570776","0.32295895653061","0.447669822610942","1"
"Yes","2016","indirect migration background","middle vocational","182","0.250423260636266","0.216618427622597","0.284228093649936","1"
"Yes","2016","no migration background","general elemantary","235","0.153327461777582","0.135051261980586","0.171603661574577","1"
"Yes","2016","no migration background","middle vocational","2139","0.241759334651103","0.232765210762827","0.250753458539379","1"
"Yes","2016","indirect migration background","higher vocational","17","","","","1"
"Yes","2016","indirect migration background","general elemantary","84","0.277209917451749","0.226473129303515","0.327946705599984","1"
"Yes","2016","no migration background","higher vocational","367","0.301657241840195","0.276121210945036","0.327193272735353","1"
"Yes","2016","indirect migration background","vocational + Abi","32","0.369518138377438","0.280523662773702","0.458512613981175","1"
"Yes","2016","no migration background","higher education","1259","0.282998729886525","0.269696411438099","0.296301048334951","1"
"Yes","2016","no migration background","inadequately","19","","","","1"
"Yes","2016","no migration background","in school","12","","","","1"
"Yes","2016","no migration background","vocational + Abi","357","0.271278798804288","0.245856326254747","0.296701271353829","1"
"Yes","2016","indirect migration background","in school","12","","","","1"
"Yes","2016","indirect migration background","inadequately","8","","","","1"
"No","2017","no migration background","in school","272","0.946946289446555","0.92105984506269","0.972832733830421","2"
"No","2017","no migration background","inadequately","140","0.84085095393754","0.785033805016955","0.896668102858125","2"
"No","2017","no migration background","general elemantary","1420","0.848347834772595","0.831282356845582","0.865413312699609","2"
"No","2017","no migration background","middle vocational","7435","0.771305192158148","0.762967345805696","0.7796430385106","2"
"No","2017","no migration background","vocational + Abi","1028","0.742952972114033","0.720263331639377","0.76564261258869","2"
"No","2017","no migration background","higher vocational","995","0.715970650417474","0.692204096190471","0.739737204644477","2"
"No","2017","no migration background","higher education","3688","0.738643438270955","0.726493966346004","0.750792910195905","2"
"No","2017","direct migration background","in school","29","","","","2"
"No","2017","direct migration background","inadequately","199","0.861846810584964","0.818461725713181","0.905231895456747","2"
"No","2017","direct migration background","general elemantary","547","0.740591802137481","0.709326983502956","0.771856620772007","2"
"No","2017","direct migration background","middle vocational","1042","0.678345711620594","0.654939960084193","0.701751463156995","2"
"No","2017","direct migration background","vocational + Abi","453","0.730535773816065","0.696374670374437","0.764696877257693","2"
"No","2017","direct migration background","higher vocational","63","0.736887152685302","0.645917118916243","0.827857186454361","2"
"No","2017","direct migration background","higher education","799","0.685145639608663","0.658667610339105","0.711623668878222","2"
"No","2017","indirect migration background","in school","73","0.821698602692208","0.741726152429318","0.901671052955099","2"
"No","2017","indirect migration background","inadequately","32","0.82791107275755","0.707899092498944","0.947923053016155","2"
"No","2017","indirect migration background","general elemantary","207","0.733176574980384","0.681090159104213","0.785262990856556","2"
"No","2017","indirect migration background","middle vocational","521","0.730304608614033","0.697706164105882","0.762903053122184","2"
"No","2017","indirect migration background","vocational + Abi","86","0.664919306659527","0.58377919719948","0.746059416119574","2"
"No","2017","indirect migration background","higher vocational","39","0.705128605900734","0.587778203653013","0.822479008148455","2"
"No","2017","indirect migration background","higher education","196","0.739971395817795","0.688774743347416","0.791168048288174","2"
"Yes","2017","direct migration background","vocational + Abi","195","0.269464226183935","0.235303122742307","0.303625329625563","1"
"Yes","2017","direct migration background","higher vocational","27","","","","1"
"Yes","2017","direct migration background","higher education","383","0.314854360391337","0.288376331121778","0.341332389660895","1"
"Yes","2017","indirect migration background","general elemantary","70","0.266823425019615","0.214737009143444","0.318909840895787","1"
