"m11104","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","2012","Baden-Württemberg","no migration background","","","","","3"
"At least once a month","2012","Hesse","indirect migration background","","","","","3"
"At least once a month","2012","Rhineland-Palatinate,Saarland","no migration background","","","","","3"
"At least once a month","2012","Rhineland-Palatinate,Saarland","direct migration background","","","","","3"
"At least once a month","2012","Baden-Württemberg","direct migration background","","","","","3"
"At least once a month","2012","Bavaria","no migration background","","","","","3"
"At least once a month","2012","Bavaria","direct migration background","","","","","3"
"At least once a month","2012","Baden-Württemberg","indirect migration background","","","","","3"
"At least once a month","2012","Bavaria","indirect migration background","","","","","3"
"At least once a month","2012","Berlin","no migration background","","","","","3"
"At least once a month","2012","Berlin","indirect migration background","","","","","3"
"At least once a month","2012","Berlin","direct migration background","","","","","3"
"At least once a month","2012","Brandenburg","no migration background","","","","","3"
"At least once a month","2012","Brandenburg","direct migration background","","","","","3"
"At least once a month","2012","Brandenburg","indirect migration background","","","","","3"
"At least once a month","2012","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"At least once a month","2012","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"At least once a month","2012","Saxony","direct migration background","","","","","3"
"At least once a month","2012","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"At least once a month","2012","Saxony","no migration background","","","","","3"
"At least once a month","2012","Saxony","indirect migration background","","","","","3"
"At least once a month","2012","Saxony-Anhalt","no migration background","","","","","3"
"At least once a month","2012","Saxony-Anhalt","indirect migration background","","","","","3"
"At least once a month","2012","Thuringia","no migration background","","","","","3"
"At least once a month","2012","Thuringia","indirect migration background","","","","","3"
"At least once a month","2012","Saxony-Anhalt","direct migration background","","","","","3"
"At least once a month","2012","Thuringia","direct migration background","","","","","3"
"Several times a year","2012","Bavaria","direct migration background","","","","","2"
"Several times a year","2012","Bavaria","indirect migration background","","","","","2"
"Several times a year","2012","Schleswig-Holstein","indirect migration background","","","","","2"
"Several times a year","2012","Hesse","direct migration background","","","","","2"
"Several times a year","2012","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"Several times a year","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Several times a year","2012","Baden-Württemberg","no migration background","","","","","2"
"Several times a year","2012","Baden-Württemberg","direct migration background","","","","","2"
"Several times a year","2012","Baden-Württemberg","indirect migration background","","","","","2"
"Several times a year","2012","Bavaria","no migration background","","","","","2"
"Several times a year","2012","Berlin","no migration background","","","","","2"
"Several times a year","2012","Berlin","direct migration background","","","","","2"
"Several times a year","2012","Berlin","indirect migration background","","","","","2"
"Several times a year","2012","Brandenburg","no migration background","","","","","2"
"Several times a year","2012","Brandenburg","direct migration background","","","","","2"
"Several times a year","2012","Brandenburg","indirect migration background","","","","","2"
"Several times a year","2012","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Several times a year","2012","Schleswig-Holstein","no migration background","","","","","2"
"Several times a year","2012","Schleswig-Holstein","direct migration background","","","","","2"
"Several times a year","2012","Hamburg","direct migration background","","","","","2"
"Several times a year","2012","Hamburg","indirect migration background","","","","","2"
"Several times a year","2012","Lower Saxony","no migration background","","","","","2"
"Several times a year","2012","North Rhine-Westphalia","direct migration background","","","","","2"
"Several times a year","2012","North Rhine-Westphalia","indirect migration background","","","","","2"
"Several times a year","2012","Hesse","no migration background","","","","","2"
"Several times a year","2012","Hesse","indirect migration background","","","","","2"
"Several times a year","2012","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"Several times a year","2012","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Several times a year","2012","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Several times a year","2012","Saxony","no migration background","","","","","2"
"Several times a year","2012","Saxony","direct migration background","","","","","2"
"Several times a year","2012","Saxony","indirect migration background","","","","","2"
"Several times a year","2012","Hamburg","no migration background","","","","","2"
"Several times a year","2012","Lower Saxony","direct migration background","","","","","2"
"Several times a year","2012","Lower Saxony","indirect migration background","","","","","2"
"Several times a year","2012","Bremen","no migration background","","","","","2"
"Several times a year","2012","Bremen","direct migration background","","","","","2"
"Several times a year","2012","Bremen","indirect migration background","","","","","2"
"Several times a year","2012","North Rhine-Westphalia","no migration background","","","","","2"
"Several times a year","2012","Saxony-Anhalt","no migration background","","","","","2"
"Several times a year","2012","Saxony-Anhalt","direct migration background","","","","","2"
"Several times a year","2012","Saxony-Anhalt","indirect migration background","","","","","2"
"Several times a year","2012","Thuringia","no migration background","","","","","2"
"Several times a year","2012","Thuringia","direct migration background","","","","","2"
"Several times a year","2012","Thuringia","indirect migration background","","","","","2"
"Almost never or never","2013","Schleswig-Holstein","no migration background","267","0.331364513355764","0.298478711599273","0.364250315112254","1"
"Almost never or never","2013","Schleswig-Holstein","direct migration background","44","0.560707110466886","0.454573346462797","0.666840874470976","1"
"Almost never or never","2013","Schleswig-Holstein","indirect migration background","12","","","","1"
"Almost never or never","2013","Hamburg","no migration background","107","0.345126622787828","0.294293551424975","0.395959694150681","1"
"Almost never or never","2013","Hamburg","direct migration background","17","","","","1"
"Almost never or never","2013","Hamburg","indirect migration background","11","","","","1"
"Almost never or never","2013","Lower Saxony","no migration background","645","0.29621116653804","0.276879962503469","0.315542370572611","1"
"Almost never or never","2013","Lower Saxony","direct migration background","99","0.318522059320265","0.258310505933839","0.37873361270669","1"
"Almost never or never","2013","Lower Saxony","indirect migration background","15","","","","1"
"Almost never or never","2013","Bremen","no migration background","39","0.227472417680785","0.159474904154042","0.295469931207528","1"
"Almost never or never","2013","Bremen","direct migration background","11","","","","1"
"Almost never or never","2013","Bremen","indirect migration background","2","","","","1"
"Almost never or never","2013","North Rhine-Westphalia","no migration background","1247","0.314394523984906","0.300017558043534","0.328771489926279","1"
"Almost never or never","2013","Saxony","no migration background","580","0.316518804415272","0.294096785853358","0.338940822977187","1"
"Almost never or never","2013","Saxony","direct migration background","20","","","","1"
"Almost never or never","2013","Saxony","indirect migration background","8","","","","1"
"Almost never or never","2013","Mecklenburg-Western Pomerania","no migration background","246","0.384788826378829","0.344740912800841","0.424836739956817","1"
"Almost never or never","2013","Mecklenburg-Western Pomerania","direct migration background","7","","","","1"
"Almost never or never","2013","Mecklenburg-Western Pomerania","indirect migration background","4","","","","1"
"Almost never or never","2013","Bavaria","direct migration background","183","0.431598779099848","0.384838503655762","0.478359054543933","1"
"Almost never or never","2013","Brandenburg","no migration background","375","0.37958078349818","0.349120039086764","0.410041527909596","1"
"Almost never or never","2013","Brandenburg","direct migration background","20","","","","1"
"Almost never or never","2013","Brandenburg","indirect migration background","3","","","","1"
"Almost never or never","2013","Saxony-Anhalt","direct migration background","10","","","","1"
"Almost never or never","2013","Saxony-Anhalt","indirect migration background","10","","","","1"
"Almost never or never","2013","Thuringia","no migration background","413","0.452067939267443","0.420715190482536","0.483420688052351","1"
"Almost never or never","2013","Rhineland-Palatinate,Saarland","no migration background","405","0.334591151358939","0.307565812064336","0.361616490653543","1"
"Almost never or never","2013","North Rhine-Westphalia","direct migration background","403","0.446555512066685","0.411304128088632","0.481806896044737","1"
"Almost never or never","2013","North Rhine-Westphalia","indirect migration background","93","0.248856208055157","0.202208866111805","0.295503549998509","1"
"Almost never or never","2013","Hesse","no migration background","349","0.262959366365815","0.239613350335059","0.286305382396571","1"
"Almost never or never","2013","Hesse","direct migration background","134","0.503852150518153","0.445288762957515","0.562415538078792","1"
"Almost never or never","2013","Hesse","indirect migration background","31","0.386406851032377","0.294996052681501","0.477817649383253","1"
"Almost never or never","2013","Rhineland-Palatinate,Saarland","direct migration background","100","0.562054182169901","0.488547241117424","0.635561123222378","1"
"Almost never or never","2013","Rhineland-Palatinate,Saarland","indirect migration background","21","","","","1"
"Almost never or never","2013","Baden-Württemberg","no migration background","604","0.261842913868294","0.244131885800199","0.279553941936389","1"
"Almost never or never","2013","Baden-Württemberg","direct migration background","215","0.457078693343419","0.409829098928898","0.50432828775794","1"
"Almost never or never","2013","Baden-Württemberg","indirect migration background","52","0.17354965249871","0.122808367437513","0.224290937559907","1"
"Almost never or never","2013","Bavaria","no migration background","916","0.301946243555855","0.286455052805141","0.317437434306568","1"
"Almost never or never","2013","Berlin","no migration background","266","0.303565510018134","0.272994868544505","0.334136151491763","1"
"Almost never or never","2013","Berlin","direct migration background","26","","","","1"
"Almost never or never","2013","Berlin","indirect migration background","12","","","","1"
"Almost never or never","2013","Saxony-Anhalt","no migration background","394","0.417558014449914","0.385862969976733","0.449253058923095","1"
"Almost never or never","2013","Bavaria","indirect migration background","46","0.251141054279878","0.1926262534708","0.309655855088957","1"
"Almost never or never","2013","Thuringia","direct migration background","6","","","","1"
"Almost never or never","2013","Thuringia","indirect migration background","5","","","","1"
"At lease once a week","2013","Schleswig-Holstein","no migration background","404","0.532946718739961","0.498090053546008","0.567803383933914","4"
"At lease once a week","2013","Schleswig-Holstein","direct migration background","21","","","","4"
"At lease once a week","2013","Schleswig-Holstein","indirect migration background","10","","","","4"
"At lease once a week","2013","Hamburg","no migration background","174","0.475675807894167","0.42227670846792","0.529074907320414","4"
"At lease once a week","2013","Hamburg","direct migration background","18","","","","4"
"At lease once a week","2013","Hamburg","indirect migration background","9","","","","4"
"At lease once a week","2013","Lower Saxony","no migration background","1093","0.52792449657205","0.506788212112432","0.549060781031668","4"
"At lease once a week","2013","Lower Saxony","direct migration background","86","0.527956504124345","0.463439490827314","0.592473517421376","4"
"At lease once a week","2013","Lower Saxony","indirect migration background","50","0.582755142150713","0.474019205680461","0.691491078620966","4"
"At lease once a week","2013","Bremen","no migration background","78","0.528194340524105","0.447219498772822","0.609169182275388","4"
"At lease once a week","2013","Bremen","direct migration background","12","","","","4"
"At lease once a week","2013","Bremen","indirect migration background","6","","","","4"
"At lease once a week","2013","North Rhine-Westphalia","no migration background","2043","0.502628862589636","0.487145808890079","0.518111916289193","4"
"At lease once a week","2013","North Rhine-Westphalia","direct migration background","240","0.354946785923597","0.321017024379602","0.388876547467591","4"
"At lease once a week","2013","North Rhine-Westphalia","indirect migration background","166","0.5561559385967","0.502551022908792","0.609760854284607","4"
"At lease once a week","2013","Hesse","no migration background","773","0.569418034173831","0.543159754581626","0.595676313766035","4"
"At lease once a week","2013","Hesse","direct migration background","98","0.298154579277397","0.244573611611817","0.351735546942978","4"
"At lease once a week","2013","Hesse","indirect migration background","54","0.424863328650536","0.33206396556805","0.517662691733023","4"
"At lease once a week","2013","Rhineland-Palatinate,Saarland","no migration background","549","0.482559987549366","0.453939613714594","0.511180361384138","4"
"At lease once a week","2013","Rhineland-Palatinate,Saarland","direct migration background","42","0.246966666957125","0.183073364325287","0.310859969588964","4"
"At lease once a week","2013","Rhineland-Palatinate,Saarland","indirect migration background","30","0.416830588542902","0.302148372720444","0.53151280436536","4"
"At lease once a week","2013","Baden-Württemberg","no migration background","1343","0.562555689635773","0.542571197828758","0.582540181442787","4"
"At lease once a week","2013","Baden-Württemberg","direct migration background","140","0.383438749857099","0.337320770901082","0.429556728813117","4"
"At lease once a week","2013","Baden-Württemberg","indirect migration background","119","0.609288260472475","0.543917906026566","0.674658614918385","4"
"At lease once a week","2013","Bavaria","no migration background","1728","0.487956050380566","0.471089761869779","0.504822338891353","4"
"At lease once a week","2013","Bavaria","direct migration background","170","0.357910042215267","0.312652148650518","0.403167935780017","4"
"At lease once a week","2013","Bavaria","indirect migration background","117","0.49493370906411","0.42747242983185","0.56239498829637","4"
"At lease once a week","2013","Berlin","no migration background","430","0.502773117630604","0.469530016757667","0.536016218503542","4"
"At lease once a week","2013","Berlin","direct migration background","33","0.504170209926571","0.390253579689124","0.618086840164019","4"
"At lease once a week","2013","Berlin","indirect migration background","23","","","","4"
"At lease once a week","2013","Brandenburg","no migration background","383","0.385848880478396","0.35529319511738","0.416404565839412","4"
"At lease once a week","2013","Brandenburg","direct migration background","10","","","","4"
"At lease once a week","2013","Brandenburg","indirect migration background","6","","","","4"
"At lease once a week","2013","Mecklenburg-Western Pomerania","no migration background","228","0.407844486385947","0.367394186282877","0.448294786489016","4"
"At lease once a week","2013","Mecklenburg-Western Pomerania","direct migration background","5","","","","4"
"At lease once a week","2013","Mecklenburg-Western Pomerania","indirect migration background","5","","","","4"
"At lease once a week","2013","Saxony","no migration background","704","0.442613377451856","0.418669074275306","0.466557680628406","4"
"At lease once a week","2013","Saxony","direct migration background","6","","","","4"
"At lease once a week","2013","Saxony","indirect migration background","6","","","","4"
"At lease once a week","2013","Saxony-Anhalt","no migration background","337","0.370862763877876","0.33981817398392","0.401907353771831","4"
"At lease once a week","2013","Saxony-Anhalt","direct migration background","6","","","","4"
"At lease once a week","2013","Saxony-Anhalt","indirect migration background","1","","","","4"
"At lease once a week","2013","Thuringia","no migration background","338","0.331739860838665","0.302079118251508","0.361400603425821","4"
"At lease once a week","2013","Thuringia","direct migration background","8","","","","4"
"At lease once a week","2013","Thuringia","indirect migration background","4","","","","4"
"At least once a month","2013","Lower Saxony","direct migration background","14","","","","3"
"At least once a month","2013","Lower Saxony","indirect migration background","3","","","","3"
"At least once a month","2013","Schleswig-Holstein","direct migration background","6","","","","3"
"At least once a month","2013","Schleswig-Holstein","indirect migration background","3","","","","3"
"At least once a month","2013","Hamburg","no migration background","20","","","","3"
"At least once a month","2013","Hamburg","direct migration background","","","","","3"
"At least once a month","2013","Hamburg","indirect migration background","1","","","","3"
"At least once a month","2013","Lower Saxony","no migration background","88","0.0376548817121205","0.0295952894148717","0.0457144740093694","3"
"At least once a month","2013","Bremen","no migration background","5","","","","3"
"At least once a month","2013","Bremen","indirect migration background","","","","","3"
"At least once a month","2013","North Rhine-Westphalia","no migration background","172","0.0426869524822021","0.0364270555470954","0.0489468494173088","3"
"At least once a month","2013","Schleswig-Holstein","no migration background","25","","","","3"
"At least once a month","2013","Bremen","direct migration background","1","","","","3"
"At least once a month","2013","North Rhine-Westphalia","direct migration background","29","","","","3"
"At least once a month","2013","North Rhine-Westphalia","indirect migration background","19","","","","3"
"At least once a month","2013","Hesse","direct migration background","14","","","","3"
"At least once a month","2013","Rhineland-Palatinate,Saarland","indirect migration background","7","","","","3"
"At least once a month","2013","Hesse","no migration background","72","0.0495864272460231","0.0380741705369013","0.0610986839551449","3"
"At least once a month","2013","Hesse","indirect migration background","6","","","","3"
"At least once a month","2013","Rhineland-Palatinate,Saarland","no migration background","53","0.0555345903567451","0.0424172901442696","0.0686518905692205","3"
"At least once a month","2013","Rhineland-Palatinate,Saarland","direct migration background","6","","","","3"
"At least once a month","2013","Baden-Württemberg","no migration background","109","0.0502038591091806","0.0414068971601618","0.0590008210581994","3"
"At least once a month","2013","Bavaria","no migration background","226","0.0692004374153598","0.0606368042197027","0.0777640706110168","3"
"At least once a month","2013","Bavaria","direct migration background","19","","","","3"
"At least once a month","2013","Bavaria","indirect migration background","18","","","","3"
"At least once a month","2013","Berlin","indirect migration background","2","","","","3"
"At least once a month","2013","Baden-Württemberg","direct migration background","16","","","","3"
"At least once a month","2013","Baden-Württemberg","indirect migration background","13","","","","3"
"At least once a month","2013","Berlin","no migration background","49","0.0554619257049486","0.0402443521482888","0.0706794992616085","3"
"At least once a month","2013","Berlin","direct migration background","4","","","","3"
"At least once a month","2013","Brandenburg","no migration background","40","0.0421185273797367","0.0295107579202851","0.0547262968391882","3"
"At least once a month","2013","Brandenburg","direct migration background","","","","","3"
"At least once a month","2013","Mecklenburg-Western Pomerania","no migration background","33","0.06234447263658","0.0424433672996944","0.0822455779734657","3"
"At least once a month","2013","Brandenburg","indirect migration background","1","","","","3"
"At least once a month","2013","Mecklenburg-Western Pomerania","direct migration background","1","","","","3"
"At least once a month","2013","Saxony","direct migration background","2","","","","3"
"At least once a month","2013","Saxony","indirect migration background","","","","","3"
"At least once a month","2013","Saxony-Anhalt","indirect migration background","","","","","3"
"At least once a month","2013","Thuringia","no migration background","45","0.0502934444271016","0.0365257626175882","0.0640611262366151","3"
"At least once a month","2013","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"At least once a month","2013","Saxony","no migration background","99","0.0551384226307338","0.044135123298664","0.0661417219628036","3"
"At least once a month","2013","Saxony-Anhalt","direct migration background","","","","","3"
"At least once a month","2013","Thuringia","direct migration background","","","","","3"
"At least once a month","2013","Saxony-Anhalt","no migration background","34","0.0373411307509093","0.0251558214484527","0.0495264400533659","3"
"At least once a month","2013","Thuringia","indirect migration background","","","","","3"
"Several times a year","2013","Bavaria","direct migration background","59","0.146766844732814","0.113358320153781","0.180175369311846","2"
"Several times a year","2013","Berlin","direct migration background","11","","","","2"
"Several times a year","2013","Berlin","indirect migration background","6","","","","2"
"Several times a year","2013","Brandenburg","no migration background","177","0.192451808643687","0.167706606493968","0.217197010793407","2"
"Several times a year","2013","Brandenburg","direct migration background","6","","","","2"
"Several times a year","2013","Hamburg","indirect migration background","4","","","","2"
"Several times a year","2013","Lower Saxony","no migration background","317","0.13820945517779","0.123597553358043","0.152821356997537","2"
"Several times a year","2013","Rhineland-Palatinate,Saarland","direct migration background","27","","","","2"
"Several times a year","2013","Rhineland-Palatinate,Saarland","indirect migration background","13","","","","2"
"Several times a year","2013","Baden-Württemberg","direct migration background","56","0.140690356956122","0.107711077561476","0.173669636350767","2"
"Several times a year","2013","Baden-Württemberg","indirect migration background","30","0.130351691261297","0.0852418428312663","0.175461539691328","2"
"Several times a year","2013","Bavaria","no migration background","504","0.140897268648219","0.129157774358913","0.152636762937526","2"
"Several times a year","2013","Bavaria","indirect migration background","30","0.120710032345397","0.0767513561225047","0.16466870856829","2"
"Several times a year","2013","Berlin","no migration background","124","0.138199446646313","0.115254093872141","0.161144799420486","2"
"Several times a year","2013","Brandenburg","indirect migration background","1","","","","2"
"Several times a year","2013","Mecklenburg-Western Pomerania","no migration background","60","0.145022214598644","0.116038686944266","0.174005742253023","2"
"Several times a year","2013","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Several times a year","2013","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"Several times a year","2013","Saxony","no migration background","270","0.185729395502138","0.166982197543806","0.20447659346047","2"
"Several times a year","2013","Saxony","direct migration background","9","","","","2"
"Several times a year","2013","Schleswig-Holstein","no migration background","91","0.101506033965028","0.0804069190751589","0.122605148854897","2"
"Several times a year","2013","Schleswig-Holstein","direct migration background","13","","","","2"
"Several times a year","2013","Schleswig-Holstein","indirect migration background","6","","","","2"
"Several times a year","2013","Hamburg","no migration background","35","0.100698458989102","0.0685216825284578","0.132875235449746","2"
"Several times a year","2013","Hamburg","direct migration background","7","","","","2"
"Several times a year","2013","North Rhine-Westphalia","direct migration background","92","0.14524032947225","0.120256038108599","0.1702246208359","2"
"Several times a year","2013","North Rhine-Westphalia","indirect migration background","52","0.131679069229924","0.0951961459426795","0.168161992517169","2"
"Several times a year","2013","Hesse","direct migration background","34","0.115302194121133","0.0778923984359134","0.152711989806353","2"
"Several times a year","2013","Hesse","indirect migration background","18","","","","2"
"Several times a year","2013","Rhineland-Palatinate,Saarland","no migration background","164","0.12731427073495","0.108222899444253","0.146405642025647","2"
"Several times a year","2013","Baden-Württemberg","no migration background","311","0.125397537386753","0.112056216996192","0.138738857777314","2"
"Several times a year","2013","Saxony","indirect migration background","3","","","","2"
"Several times a year","2013","Saxony-Anhalt","no migration background","165","0.174238090921301","0.149859668862716","0.198616512979886","2"
"Several times a year","2013","Saxony-Anhalt","direct migration background","2","","","","2"
"Several times a year","2013","Saxony-Anhalt","indirect migration background","3","","","","2"
"Several times a year","2013","Thuringia","no migration background","172","0.16589875546679","0.142465028744489","0.189332482189091","2"
"Several times a year","2013","Lower Saxony","direct migration background","31","0.106621961996516","0.0667355341049522","0.146508389888081","2"
"Several times a year","2013","Lower Saxony","indirect migration background","11","","","","2"
"Several times a year","2013","Bremen","direct migration background","5","","","","2"
"Several times a year","2013","Bremen","indirect migration background","1","","","","2"
"Several times a year","2013","North Rhine-Westphalia","no migration background","544","0.140289660943255","0.129535376323912","0.151043945562598","2"
"Several times a year","2013","Hesse","no migration background","172","0.118036172214332","0.100925948542363","0.1351463958863","2"
"Several times a year","2013","Thuringia","direct migration background","2","","","","2"
"Several times a year","2013","Thuringia","indirect migration background","2","","","","2"
"Several times a year","2013","Bremen","no migration background","24","","","","2"
"Almost never or never","2014","Schleswig-Holstein","no migration background","","","","","1"
"Almost never or never","2014","Schleswig-Holstein","direct migration background","","","","","1"
"Almost never or never","2014","Schleswig-Holstein","indirect migration background","","","","","1"
"Almost never or never","2014","Hamburg","no migration background","","","","","1"
"Almost never or never","2014","Hamburg","direct migration background","","","","","1"
"Almost never or never","2014","Hamburg","indirect migration background","","","","","1"
"Almost never or never","2014","Lower Saxony","no migration background","","","","","1"
"Almost never or never","2014","Lower Saxony","direct migration background","","","","","1"
"Almost never or never","2014","Lower Saxony","indirect migration background","","","","","1"
"Almost never or never","2014","Bremen","no migration background","","","","","1"
"Almost never or never","2014","Bremen","direct migration background","","","","","1"
"Almost never or never","2014","Bremen","indirect migration background","","","","","1"
"Almost never or never","2014","North Rhine-Westphalia","no migration background","","","","","1"
"Almost never or never","2014","Saxony","no migration background","","","","","1"
"Almost never or never","2014","Saxony","direct migration background","","","","","1"
"Almost never or never","2014","Saxony","indirect migration background","","","","","1"
"Almost never or never","2014","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Almost never or never","2014","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Almost never or never","2014","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Almost never or never","2014","Bavaria","direct migration background","","","","","1"
"Almost never or never","2014","Brandenburg","no migration background","","","","","1"
"Almost never or never","2014","Brandenburg","direct migration background","","","","","1"
"Almost never or never","2014","Brandenburg","indirect migration background","","","","","1"
"Almost never or never","2014","Saxony-Anhalt","direct migration background","","","","","1"
"Almost never or never","2014","Saxony-Anhalt","indirect migration background","","","","","1"
"Almost never or never","2014","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Almost never or never","2014","Baden-Württemberg","indirect migration background","","","","","1"
"Almost never or never","2014","Baden-Württemberg","no migration background","","","","","1"
"Almost never or never","2014","Baden-Württemberg","direct migration background","","","","","1"
"Almost never or never","2014","Bavaria","no migration background","","","","","1"
"Almost never or never","2014","North Rhine-Westphalia","direct migration background","","","","","1"
"Almost never or never","2014","North Rhine-Westphalia","indirect migration background","","","","","1"
"Almost never or never","2014","Hesse","no migration background","","","","","1"
"Almost never or never","2014","Hesse","direct migration background","","","","","1"
"Almost never or never","2014","Hesse","indirect migration background","","","","","1"
"Almost never or never","2014","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Almost never or never","2014","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Almost never or never","2014","Berlin","no migration background","","","","","1"
"Almost never or never","2014","Berlin","direct migration background","","","","","1"
"Almost never or never","2014","Berlin","indirect migration background","","","","","1"
"Almost never or never","2014","Saxony-Anhalt","no migration background","","","","","1"
"Almost never or never","2014","Thuringia","no migration background","","","","","1"
"Almost never or never","2014","Bavaria","indirect migration background","","","","","1"
"Almost never or never","2014","Thuringia","indirect migration background","","","","","1"
"Almost never or never","2014","Thuringia","direct migration background","","","","","1"
"At lease once a week","2014","Schleswig-Holstein","no migration background","","","","","4"
"At lease once a week","2014","Schleswig-Holstein","direct migration background","","","","","4"
"At lease once a week","2014","Schleswig-Holstein","indirect migration background","","","","","4"
"At lease once a week","2014","Hamburg","no migration background","","","","","4"
"At lease once a week","2014","Hamburg","direct migration background","","","","","4"
"At lease once a week","2014","Hamburg","indirect migration background","","","","","4"
"At lease once a week","2014","Lower Saxony","no migration background","","","","","4"
"At lease once a week","2014","Lower Saxony","direct migration background","","","","","4"
"At lease once a week","2014","Lower Saxony","indirect migration background","","","","","4"
"At lease once a week","2014","Bremen","no migration background","","","","","4"
"At lease once a week","2014","Bremen","direct migration background","","","","","4"
"At lease once a week","2014","Bremen","indirect migration background","","","","","4"
"At lease once a week","2014","North Rhine-Westphalia","no migration background","","","","","4"
"At lease once a week","2014","North Rhine-Westphalia","direct migration background","","","","","4"
"At lease once a week","2014","North Rhine-Westphalia","indirect migration background","","","","","4"
"At lease once a week","2014","Hesse","no migration background","","","","","4"
"At lease once a week","2014","Hesse","direct migration background","","","","","4"
"At lease once a week","2014","Hesse","indirect migration background","","","","","4"
"At lease once a week","2014","Rhineland-Palatinate,Saarland","no migration background","","","","","4"
"At lease once a week","2014","Rhineland-Palatinate,Saarland","direct migration background","","","","","4"
"At lease once a week","2014","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"At lease once a week","2014","Baden-Württemberg","no migration background","","","","","4"
"At lease once a week","2014","Baden-Württemberg","direct migration background","","","","","4"
"At lease once a week","2014","Baden-Württemberg","indirect migration background","","","","","4"
"At lease once a week","2014","Bavaria","no migration background","","","","","4"
"At lease once a week","2014","Bavaria","direct migration background","","","","","4"
"At lease once a week","2014","Bavaria","indirect migration background","","","","","4"
"At lease once a week","2014","Berlin","no migration background","","","","","4"
"At lease once a week","2014","Berlin","direct migration background","","","","","4"
"At lease once a week","2014","Berlin","indirect migration background","","","","","4"
"At lease once a week","2014","Brandenburg","no migration background","","","","","4"
"At lease once a week","2014","Brandenburg","direct migration background","","","","","4"
"At lease once a week","2014","Brandenburg","indirect migration background","","","","","4"
"At lease once a week","2014","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"At lease once a week","2014","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"At lease once a week","2014","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"At lease once a week","2014","Saxony","no migration background","","","","","4"
"At lease once a week","2014","Saxony","direct migration background","","","","","4"
"At lease once a week","2014","Saxony","indirect migration background","","","","","4"
"At lease once a week","2014","Saxony-Anhalt","no migration background","","","","","4"
"At lease once a week","2014","Saxony-Anhalt","direct migration background","","","","","4"
"At lease once a week","2014","Saxony-Anhalt","indirect migration background","","","","","4"
"At lease once a week","2014","Thuringia","no migration background","","","","","4"
"At lease once a week","2014","Thuringia","direct migration background","","","","","4"
"At lease once a week","2014","Thuringia","indirect migration background","","","","","4"
"At least once a month","2014","Lower Saxony","direct migration background","","","","","3"
"At least once a month","2014","Lower Saxony","indirect migration background","","","","","3"
"At least once a month","2014","Bremen","direct migration background","","","","","3"
"At least once a month","2014","Bremen","indirect migration background","","","","","3"
"At least once a month","2014","Schleswig-Holstein","direct migration background","","","","","3"
"At least once a month","2014","Hamburg","direct migration background","","","","","3"
"At least once a month","2014","Hamburg","indirect migration background","","","","","3"
"At least once a month","2014","Lower Saxony","no migration background","","","","","3"
"At least once a month","2014","Bremen","no migration background","","","","","3"
"At least once a month","2014","North Rhine-Westphalia","no migration background","","","","","3"
"At least once a month","2014","North Rhine-Westphalia","direct migration background","","","","","3"
"At least once a month","2014","North Rhine-Westphalia","indirect migration background","","","","","3"
"At least once a month","2014","Hesse","no migration background","","","","","3"
"At least once a month","2014","Schleswig-Holstein","no migration background","","","","","3"
"At least once a month","2014","Schleswig-Holstein","indirect migration background","","","","","3"
"At least once a month","2014","Hamburg","no migration background","","","","","3"
"At least once a month","2014","Hesse","direct migration background","","","","","3"
"At least once a month","2014","Hesse","indirect migration background","","","","","3"
"At least once a month","2014","Rhineland-Palatinate,Saarland","no migration background","","","","","3"
"At least once a month","2014","Rhineland-Palatinate,Saarland","direct migration background","","","","","3"
"At least once a month","2014","Baden-Württemberg","indirect migration background","","","","","3"
"At least once a month","2014","Bavaria","no migration background","","","","","3"
"At least once a month","2014","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"At least once a month","2014","Baden-Württemberg","no migration background","","","","","3"
"At least once a month","2014","Baden-Württemberg","direct migration background","","","","","3"
"At least once a month","2014","Bavaria","direct migration background","","","","","3"
"At least once a month","2014","Berlin","no migration background","","","","","3"
"At least once a month","2014","Berlin","direct migration background","","","","","3"
