"plb0050","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2015","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2015","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2015","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2015","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2015","Couple + C. GT 16 ","middle vocational","","","","","1"
"No","2016","1-pers.-HH","in school","","","","","2"
"No","2016","1-pers.-HH","inadequately","3","","","","2"
"No","2016","1-pers.-HH","general elemantary","49","0.542637283279911","0.444504144925044","0.640770421634778","2"
"No","2016","1-pers.-HH","middle vocational","317","0.458473556054391","0.420912160187188","0.496034951921594","2"
"No","2016","1-pers.-HH","vocational + Abi","70","0.408599618980897","0.330193601325788","0.487005636636006","2"
"No","2016","1-pers.-HH","higher vocational","33","0.404986962874086","0.297418030140048","0.512555895608124","2"
"No","2016","1-pers.-HH","higher education","155","0.346715424483236","0.303176316029841","0.390254532936632","2"
"No","2016","(Married) couple without C. ","in school","","","","","2"
"No","2016","(Married) couple without C. ","inadequately","11","","","","2"
"No","2016","(Married) couple without C. ","general elemantary","97","0.575924004326147","0.499586213368888","0.652261795283407","2"
"No","2016","(Married) couple without C. ","middle vocational","740","0.507723781875315","0.48217560374356","0.53327196000707","2"
"No","2016","(Married) couple without C. ","vocational + Abi","160","0.49957164413311","0.445212043740933","0.553931244525286","2"
"No","2016","(Married) couple without C. ","higher vocational","104","0.423300702051562","0.360661192843829","0.485940211259294","2"
"No","2016","(Married) couple without C. ","higher education","373","0.343722691398026","0.314270803215521","0.373174579580531","2"
"No","2016","Single parent ","in school","10","","","","2"
"No","2016","Single parent ","inadequately","11","","","","2"
"No","2016","Single parent ","general elemantary","89","0.47519658177324","0.395012171708418","0.555380991838062","2"
"No","2016","Single parent ","middle vocational","350","0.532550117773395","0.494826683402449","0.570273552144341","2"
"No","2016","Single parent ","vocational + Abi","67","0.403039846044098","0.322077105816999","0.484002586271198","2"
"No","2016","Single parent ","higher vocational","26","","","","2"
"No","2016","Single parent ","higher education","87","0.402828125897848","0.339442068670974","0.466214183124722","2"
"No","2016","Couple + C. LE 16 ","in school","","","","","2"
"No","2016","Couple + C. LE 16 ","inadequately","34","0.515017867502982","0.381719377847859","0.648316357158105","2"
"No","2016","Couple + C. LE 16 ","general elemantary","177","0.593343945278815","0.534860853434182","0.651827037123448","2"
"No","2016","Couple + C. LE 16 ","middle vocational","977","0.513735384650527","0.490626439261555","0.536844330039499","2"
"No","2016","Couple + C. LE 16 ","vocational + Abi","257","0.427644856661151","0.38528476716413","0.470004946158172","2"
"No","2016","Couple + C. LE 16 ","higher vocational","110","0.380077443381149","0.321854088283371","0.438300798478926","2"
"No","2016","Couple + C. LE 16 ","higher education","470","0.324053631136822","0.299261667127254","0.348845595146389","2"
"No","2016","Couple + C. GT 16 ","in school","14","","","","2"
"No","2016","Couple + C. GT 16 ","inadequately","8","","","","2"
"No","2016","Couple + C. GT 16 ","general elemantary","106","0.561867518613007","0.489183109476355","0.634551927749658","2"
"No","2016","Couple + C. GT 16 ","middle vocational","431","0.535610164516664","0.502200126756401","0.569020202276927","2"
"No","2016","Couple + C. GT 16 ","vocational + Abi","73","0.536050296394294","0.456243352101871","0.615857240686718","2"
"No","2016","Couple + C. GT 16 ","higher vocational","57","0.526407801996118","0.43887788576955","0.613937718222686","2"
"No","2016","Couple + C. GT 16 ","higher education","149","0.377107411939014","0.327589388910391","0.426625434967637","2"
"No","2016","Couple + C. LE and GT 16","in school","15","","","","2"
"No","2016","Couple + C. LE and GT 16","inadequately","14","","","","2"
"No","2016","Couple + C. LE and GT 16","general elemantary","132","0.606539992868949","0.543268166825629","0.669811818912269","2"
"No","2016","Couple + C. LE and GT 16","middle vocational","319","0.501520800899677","0.460581655227564","0.542459946571789","2"
"No","2016","Couple + C. LE and GT 16","vocational + Abi","67","0.425971514300286","0.344060731894269","0.507882296706304","2"
"No","2016","Couple + C. LE and GT 16","higher vocational","42","0.464655420363474","0.361614662310697","0.567696178416252","2"
"No","2016","Couple + C. LE and GT 16","higher education","87","0.368813369628988","0.313282903926342","0.424343835331634","2"
"Yes","2016","1-pers.-HH","vocational + Abi","81","0.591400381019103","0.512994363363994","0.669806398674212","1"
"Yes","2016","1-pers.-HH","higher vocational","47","0.595013037125914","0.487444104391876","0.702581969859952","1"
"Yes","2016","1-pers.-HH","higher education","304","0.653284575516764","0.609745467063368","0.696823683970159","1"
"Yes","2016","(Married) couple without C. ","in school","","","","","1"
"Yes","2016","Single parent ","in school","1","","","","1"
"Yes","2016","Single parent ","inadequately","5","","","","1"
"Yes","2016","Single parent ","general elemantary","60","0.52480341822676","0.444619008161938","0.604987828291582","1"
"Yes","2016","Single parent ","middle vocational","322","0.467449882226605","0.429726447855659","0.505173316597551","1"
"Yes","2016","Single parent ","vocational + Abi","74","0.596960153955902","0.515997413728802","0.677922894183001","1"
"Yes","2016","Single parent ","higher vocational","32","0.683857734783408","0.564195183977726","0.803520285589091","1"
"Yes","2016","Single parent ","higher education","143","0.597171874102152","0.533785816875278","0.660557931329027","1"
"Yes","2016","Couple + C. LE 16 ","in school","1","","","","1"
"Yes","2016","Couple + C. LE 16 ","inadequately","20","","","","1"
"Yes","2016","Couple + C. LE 16 ","general elemantary","94","0.406656054721185","0.348172962876552","0.465139146565819","1"
"Yes","2016","Couple + C. LE 16 ","middle vocational","820","0.486264615349473","0.463155669960501","0.509373560738445","1"
"Yes","2016","Couple + C. LE 16 ","vocational + Abi","267","0.572355143338849","0.529995053841828","0.61471523283587","1"
"Yes","2016","Couple + C. LE 16 ","higher vocational","157","0.619922556618851","0.561699201521074","0.678145911716629","1"
"Yes","2016","Couple + C. LE 16 ","higher education","899","0.675946368863178","0.651154404853611","0.700738332872746","1"
"Yes","2016","Couple + C. LE and GT 16","in school","7","","","","1"
"Yes","2016","Couple + C. LE and GT 16","inadequately","10","","","","1"
"Yes","2016","1-pers.-HH","in school","","","","","1"
"Yes","2016","1-pers.-HH","inadequately","6","","","","1"
"Yes","2016","1-pers.-HH","general elemantary","50","0.457362716720089","0.359229578365222","0.555495855074956","1"
"Yes","2016","1-pers.-HH","middle vocational","359","0.541526443945609","0.503965048078406","0.579087839812812","1"
"Yes","2016","(Married) couple without C. ","inadequately","8","","","","1"
"Yes","2016","Couple + C. GT 16 ","vocational + Abi","77","0.463949703605706","0.384142759313283","0.543756647898129","1"
"Yes","2016","Couple + C. GT 16 ","higher vocational","68","0.473592198003882","0.386062281777314","0.56112211423045","1"
"Yes","2016","Couple + C. GT 16 ","higher education","219","0.622892588060986","0.573374565032363","0.672410611089609","1"
"Yes","2016","Couple + C. LE and GT 16","higher education","203","0.631186630371012","0.575656164668366","0.686717096073658","1"
"Yes","2016","Couple + C. LE and GT 16","general elemantary","97","0.393460007131051","0.330188181087731","0.456731833174371","1"
"Yes","2016","Couple + C. LE and GT 16","middle vocational","254","0.498479199100323","0.457540053428211","0.539418344772436","1"
"Yes","2016","Couple + C. LE and GT 16","vocational + Abi","73","0.574028485699714","0.492117703293696","0.655939268105731","1"
"Yes","2016","(Married) couple without C. ","general elemantary","64","0.424075995673853","0.347738204716593","0.500413786631112","1"
"Yes","2016","(Married) couple without C. ","middle vocational","731","0.492276218124685","0.46672803999293","0.517824396256441","1"
"Yes","2016","Couple + C. GT 16 ","in school","4","","","","1"
"Yes","2016","Couple + C. GT 16 ","inadequately","7","","","","1"
"Yes","2016","Couple + C. GT 16 ","general elemantary","73","0.438132481386993","0.365448072250341","0.510816890523645","1"
"Yes","2016","(Married) couple without C. ","vocational + Abi","165","0.50042835586689","0.446068755474714","0.554787956259067","1"
"Yes","2016","Couple + C. LE and GT 16","higher vocational","48","0.535344579636526","0.432303821583748","0.638385337689303","1"
"Yes","2016","(Married) couple without C. ","higher vocational","135","0.576699297948438","0.514059788740706","0.639338807156171","1"
"Yes","2016","(Married) couple without C. ","higher education","626","0.656277308601974","0.626825420419469","0.685729196784479","1"
"Yes","2016","Couple + C. GT 16 ","middle vocational","425","0.464389835483336","0.430979797723073","0.497799873243599","1"
"No","2017","1-pers.-HH","in school","","","","","2"
"No","2017","1-pers.-HH","inadequately","","","","","2"
"No","2017","1-pers.-HH","general elemantary","","","","","2"
"No","2017","1-pers.-HH","middle vocational","","","","","2"
"No","2017","1-pers.-HH","vocational + Abi","","","","","2"
"No","2017","1-pers.-HH","higher vocational","","","","","2"
"No","2017","1-pers.-HH","higher education","","","","","2"
"No","2017","(Married) couple without C. ","in school","","","","","2"
"No","2017","(Married) couple without C. ","inadequately","","","","","2"
"No","2017","(Married) couple without C. ","general elemantary","","","","","2"
"No","2017","(Married) couple without C. ","middle vocational","","","","","2"
"No","2017","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2017","(Married) couple without C. ","higher vocational","","","","","2"
"No","2017","(Married) couple without C. ","higher education","","","","","2"
"No","2017","Single parent ","in school","","","","","2"
"No","2017","Single parent ","inadequately","","","","","2"
"No","2017","Single parent ","general elemantary","","","","","2"
"No","2017","Single parent ","middle vocational","","","","","2"
"No","2017","Single parent ","vocational + Abi","","","","","2"
"No","2017","Single parent ","higher vocational","","","","","2"
"No","2017","Single parent ","higher education","","","","","2"
"No","2017","Couple + C. LE 16 ","in school","","","","","2"
"No","2017","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2017","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2017","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2017","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2017","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2017","Couple + C. LE 16 ","higher education","","","","","2"
"No","2017","Couple + C. GT 16 ","in school","","","","","2"
"No","2017","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2017","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2017","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2017","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2017","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2017","Couple + C. GT 16 ","higher education","","","","","2"
"No","2017","Couple + C. LE and GT 16","in school","","","","","2"
"No","2017","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2017","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2017","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2017","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2017","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2017","Couple + C. LE and GT 16","higher education","","","","","2"
"Yes","2017","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2017","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2017","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2017","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2017","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2017","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2017","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2017","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2017","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2017","1-pers.-HH","higher vocational","","","","","1"
"Yes","2017","1-pers.-HH","higher education","","","","","1"
"Yes","2017","(Married) couple without C. ","in school","","","","","1"
"Yes","2017","Single parent ","in school","","","","","1"
"Yes","2017","Single parent ","inadequately","","","","","1"
"Yes","2017","Single parent ","general elemantary","","","","","1"
"Yes","2017","Single parent ","middle vocational","","","","","1"
"Yes","2017","Single parent ","vocational + Abi","","","","","1"
"Yes","2017","Single parent ","higher vocational","","","","","1"
"Yes","2017","Single parent ","higher education","","","","","1"
"Yes","2017","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2017","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2017","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","higher education","","","","","1"
"Yes","2017","1-pers.-HH","inadequately","","","","","1"
"Yes","2017","1-pers.-HH","general elemantary","","","","","1"
"Yes","2017","1-pers.-HH","middle vocational","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2017","1-pers.-HH","in school","","","","","1"
"Yes","2017","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2017","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2017","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2017","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2017","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2017","(Married) couple without C. ","higher education","","","","","1"
"Yes","2017","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2017","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2017","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","higher vocational","","","","","1"
"No","2018","1-pers.-HH","in school","","","","","2"
"No","2018","1-pers.-HH","inadequately","","","","","2"
"No","2018","1-pers.-HH","general elemantary","","","","","2"
"No","2018","1-pers.-HH","middle vocational","","","","","2"
"No","2018","1-pers.-HH","vocational + Abi","","","","","2"
"No","2018","1-pers.-HH","higher vocational","","","","","2"
"No","2018","1-pers.-HH","higher education","","","","","2"
"No","2018","(Married) couple without C. ","in school","","","","","2"
"No","2018","(Married) couple without C. ","inadequately","","","","","2"
"No","2018","(Married) couple without C. ","general elemantary","","","","","2"
"No","2018","(Married) couple without C. ","middle vocational","","","","","2"
"No","2018","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2018","(Married) couple without C. ","higher vocational","","","","","2"
"No","2018","(Married) couple without C. ","higher education","","","","","2"
"No","2018","Single parent ","in school","","","","","2"
"No","2018","Single parent ","inadequately","","","","","2"
"No","2018","Single parent ","general elemantary","","","","","2"
"No","2018","Single parent ","middle vocational","","","","","2"
"No","2018","Single parent ","vocational + Abi","","","","","2"
"No","2018","Single parent ","higher vocational","","","","","2"
"No","2018","Single parent ","higher education","","","","","2"
"No","2018","Couple + C. LE 16 ","in school","","","","","2"
"No","2018","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2018","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2018","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2018","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2018","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2018","Couple + C. LE 16 ","higher education","","","","","2"
"No","2018","Couple + C. GT 16 ","in school","","","","","2"
"No","2018","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2018","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2018","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2018","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2018","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2018","Couple + C. GT 16 ","higher education","","","","","2"
"No","2018","Couple + C. LE and GT 16","in school","","","","","2"
"No","2018","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2018","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2018","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2018","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2018","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2018","Couple + C. LE and GT 16","higher education","","","","","2"
"Yes","2018","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2018","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2018","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2018","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2018","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2018","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2018","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2018","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2018","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2018","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2018","1-pers.-HH","higher vocational","","","","","1"
"Yes","2018","1-pers.-HH","higher education","","","","","1"
"Yes","2018","(Married) couple without C. ","in school","","","","","1"
"Yes","2018","Single parent ","in school","","","","","1"
"Yes","2018","Single parent ","inadequately","","","","","1"
"Yes","2018","Single parent ","general elemantary","","","","","1"
"Yes","2018","Single parent ","middle vocational","","","","","1"
"Yes","2018","Single parent ","vocational + Abi","","","","","1"
"Yes","2018","Single parent ","higher vocational","","","","","1"
"Yes","2018","Single parent ","higher education","","","","","1"
"Yes","2018","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2018","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","higher education","","","","","1"
"Yes","2018","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2018","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2018","1-pers.-HH","inadequately","","","","","1"
"Yes","2018","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2018","1-pers.-HH","in school","","","","","1"
"Yes","2018","1-pers.-HH","general elemantary","","","","","1"
"Yes","2018","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2018","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2018","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2018","(Married) couple without C. ","higher education","","","","","1"
"Yes","2018","1-pers.-HH","middle vocational","","","","","1"
"Yes","2018","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2018","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2018","Couple + C. LE and GT 16","higher vocational","","","","","1"
"No","2019","1-pers.-HH","in school","","","","","2"
"No","2019","1-pers.-HH","inadequately","10","","","","2"
"No","2019","1-pers.-HH","general elemantary","72","0.563296842993781","0.477037120842015","0.649556565145547","2"
"No","2019","1-pers.-HH","middle vocational","428","0.456196182578246","0.42311843239601","0.489273932760482","2"
"No","2019","1-pers.-HH","vocational + Abi","90","0.376748968856651","0.313006461490826","0.440491476222477","2"
"No","2019","1-pers.-HH","higher vocational","69","0.388331176193252","0.309811855230483","0.466850497156022","2"
"No","2019","1-pers.-HH","higher education","281","0.342263992387616","0.305816805672181","0.378711179103051","2"
"No","2019","(Married) couple without C. ","in school","1","","","","2"
"No","2019","(Married) couple without C. ","inadequately","16","","","","2"
"No","2019","(Married) couple without C. ","general elemantary","144","0.667868888640889","0.60461915874227","0.731118618539508","2"
"No","2019","(Married) couple without C. ","middle vocational","986","0.525823975126727","0.502607602539764","0.549040347713689","2"
"No","2019","(Married) couple without C. ","vocational + Abi","192","0.393482825034669","0.344429319921346","0.442536330147992","2"
"No","2019","(Married) couple without C. ","higher vocational","219","0.48700781670519","0.436418851396816","0.537596782013564","2"
"No","2019","(Married) couple without C. ","higher education","689","0.361117044768719","0.335866233516388","0.38636785602105","2"
"No","2019","Single parent ","in school","7","","","","2"
"No","2019","Single parent ","inadequately","11","","","","2"
"No","2019","Single parent ","general elemantary","94","0.635920931809513","0.559174351527702","0.712667512091324","2"
"No","2019","Single parent ","middle vocational","320","0.49362031128497","0.454074676158177","0.533165946411763","2"
"No","2019","Single parent ","vocational + Abi","68","0.432925277472271","0.35114187944279","0.514708675501752","2"
"No","2019","Single parent ","higher vocational","33","0.302831354348743","0.187525192435352","0.418137516262134","2"
"No","2019","Single parent ","higher education","98","0.388654735355376","0.328709248633585","0.448600222077167","2"
"No","2019","Couple + C. LE 16 ","in school","","","","","2"
"No","2019","Couple + C. LE 16 ","inadequately","23","","","","2"
"No","2019","Couple + C. LE 16 ","general elemantary","137","0.541046805721785","0.477062752561808","0.605030858881761","2"
"No","2019","Couple + C. LE 16 ","middle vocational","811","0.541067465494608","0.515654346094428","0.566480584894788","2"
"No","2019","Couple + C. LE 16 ","vocational + Abi","255","0.483890565821914","0.439369055714409","0.528412075929419","2"
"No","2019","Couple + C. LE 16 ","higher vocational","156","0.401462466795461","0.344651360880398","0.458273572710525","2"
"No","2019","Couple + C. LE 16 ","higher education","644","0.356839942928228","0.332684660372085","0.380995225484371","2"
"No","2019","Couple + C. GT 16 ","in school","9","","","","2"
"No","2019","Couple + C. GT 16 ","inadequately","5","","","","2"
"No","2019","Couple + C. GT 16 ","general elemantary","122","0.56007682493886","0.492619572934999","0.627534076942721","2"
"No","2019","Couple + C. GT 16 ","middle vocational","473","0.487305312654051","0.45526680583338","0.519343819474722","2"
"No","2019","Couple + C. GT 16 ","vocational + Abi","109","0.449940987636364","0.384202581282516","0.515679393990211","2"
"No","2019","Couple + C. GT 16 ","higher vocational","78","0.341519742167475","0.266864290334774","0.416175194000176","2"
"No","2019","Couple + C. GT 16 ","higher education","219","0.328715506801857","0.285973736679578","0.371457276924136","2"
"No","2019","Couple + C. LE and GT 16","in school","14","","","","2"
"No","2019","Couple + C. LE and GT 16","inadequately","18","","","","2"
"No","2019","Couple + C. LE and GT 16","general elemantary","95","0.503756118828893","0.429035300918354","0.578476936739432","2"
"No","2019","Couple + C. LE and GT 16","middle vocational","366","0.53384454208455","0.495376097887185","0.572312986281916","2"
"No","2019","Couple + C. LE and GT 16","vocational + Abi","80","0.566968696863106","0.485471418492211","0.648465975234001","2"
"No","2019","Couple + C. LE and GT 16","higher vocational","41","0.461001253411435","0.35503110101738","0.56697140580549","2"
"No","2019","Couple + C. LE and GT 16","higher education","140","0.3346026252818","0.286588795354667","0.382616455208933","2"
"Yes","2019","Single parent ","in school","3","","","","1"
"Yes","2019","Single parent ","inadequately","8","","","","1"
"Yes","2019","Single parent ","general elemantary","57","0.364079068190487","0.287332487908676","0.440825648472298","1"
"Yes","2019","Single parent ","middle vocational","294","0.50637968871503","0.466834053588237","0.545925323841823","1"
"Yes","2019","Single parent ","vocational + Abi","73","0.567074722527729","0.485291324498248","0.64885812055721","1"
"Yes","2019","Single parent ","higher vocational","28","","","","1"
"Yes","2019","Single parent ","higher education","156","0.611345264644624","0.551399777922833","0.671290751366415","1"
"Yes","2019","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2019","Couple + C. LE 16 ","inadequately","20","","","","1"
"Yes","2019","Couple + C. LE 16 ","general elemantary","96","0.458953194278215","0.394969141118239","0.522937247438192","1"
"Yes","2019","Couple + C. LE 16 ","middle vocational","666","0.458932534505392","0.433519415105212","0.484345653905572","1"
"Yes","2019","Couple + C. LE 16 ","vocational + Abi","229","0.516109434178086","0.471587924070581","0.560630944285591","1"
"Yes","2019","Couple + C. LE 16 ","higher vocational","130","0.598537533204539","0.541726427289475","0.655348639119602","1"
"Yes","2019","Couple + C. LE 16 ","higher education","867","0.643160057071772","0.619004774515629","0.667315339627915","1"
"Yes","2019","Couple + C. LE and GT 16","in school","9","","","","1"
"Yes","2019","1-pers.-HH","in school","","","","","1"
"Yes","2019","1-pers.-HH","inadequately","7","","","","1"
"Yes","2019","1-pers.-HH","general elemantary","55","0.436703157006219","0.350443434854453","0.522962879157985","1"
"Yes","2019","1-pers.-HH","middle vocational","443","0.543803817421754","0.510726067239518","0.57688156760399","1"
"Yes","2019","1-pers.-HH","vocational + Abi","132","0.623251031143349","0.559508523777523","0.686993538509174","1"
"Yes","2019","1-pers.-HH","higher vocational","79","0.611668823806748","0.533149502843978","0.690188144769517","1"
"Yes","2019","1-pers.-HH","higher education","370","0.657736007612384","0.621288820896949","0.694183194327819","1"
"Yes","2019","(Married) couple without C. ","in school","","","","","1"
"Yes","2019","(Married) couple without C. ","inadequately","8","","","","1"
"Yes","2019","Couple + C. GT 16 ","vocational + Abi","111","0.550059012363636","0.484320606009789","0.615797418717484","1"
"Yes","2019","Couple + C. GT 16 ","higher vocational","77","0.658480257832525","0.583824805999824","0.733135709665226","1"
"Yes","2019","Couple + C. GT 16 ","higher education","245","0.671284493198143","0.628542723075864","0.714026263320422","1"
"Yes","2019","Couple + C. LE and GT 16","inadequately","10","","","","1"
"Yes","2019","(Married) couple without C. ","vocational + Abi","189","0.606517174965331","0.557463669852008","0.655570680078654","1"
"Yes","2019","(Married) couple without C. ","general elemantary","69","0.332131111359111","0.268881381460492","0.39538084125773","1"
"Yes","2019","(Married) couple without C. ","middle vocational","791","0.474176024873273","0.450959652286311","0.497392397460236","1"
"Yes","2019","Couple + C. LE and GT 16","general elemantary","77","0.496243881171107","0.421523063260568","0.570964699081646","1"
"Yes","2019","Couple + C. GT 16 ","in school","10","","","","1"
"Yes","2019","Couple + C. GT 16 ","middle vocational","462","0.512694687345949","0.480656180525278","0.54473319416662","1"
"Yes","2019","(Married) couple without C. ","higher vocational","156","0.51299218329481","0.462403217986436","0.563581148603184","1"
"Yes","2019","(Married) couple without C. ","higher education","701","0.638882955231281","0.61363214397895","0.664133766483612","1"
"Yes","2019","Couple + C. LE and GT 16","vocational + Abi","62","0.433031303136894","0.351534024765999","0.514528581507789","1"
"Yes","2019","Couple + C. GT 16 ","inadequately","7","","","","1"
"Yes","2019","Couple + C. LE and GT 16","middle vocational","280","0.46615545791545","0.427687013718084","0.504623902112815","1"
"Yes","2019","Couple + C. LE and GT 16","higher education","231","0.6653973747182","0.617383544791067","0.713411204645333","1"
"Yes","2019","Couple + C. LE and GT 16","higher vocational","44","0.538998746588565","0.43302859419451","0.64496889898262","1"
"Yes","2019","Couple + C. GT 16 ","general elemantary","86","0.43992317506114","0.372465923057279","0.507380427065001","1"
