"plh0204_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"5","2017","direct migration background","(0) in school","9","","",""
"5","2017","direct migration background","(1a) inadequately completed","364","0.16904017282102","0.153963944294903","0.184116401347137"
"5","2017","direct migration background","(1b) general elementary school","306","0.144210930271938","0.127728060315552","0.160693800228324"
"5","2017","direct migration background","(1c) basic vocational qualification","148","0.14233664815679","0.119917244165919","0.164756052147662"
"5","2017","direct migration background","(2b) intermediate general qualification","19","","",""
"5","2017","direct migration background","(2a) intermediate vocational","42","0.148233679575592","0.105289541234553","0.191177817916631"
"5","2017","direct migration background","(2c_gen) general maturity certificate","206","0.167958445347243","0.14641799182012","0.189498898874365"
"5","2017","direct migration background","(2c_voc) vocational maturity certificate","148","0.217856263681821","0.189585701067581","0.246126826296061"
"5","2017","direct migration background","(3a) lower tertiary education","18","","",""
"5","2017","direct migration background","(3b) higher tertiary education","330","0.184921621718334","0.167940758260779","0.201902485175889"
"5","2017","indirect migration background","(0) in school","15","","",""
"5","2017","indirect migration background","(1a) inadequately completed","4","","",""
"5","2017","indirect migration background","(1b) general elementary school","29","","",""
"5","2017","indirect migration background","(1c) basic vocational qualification","34","0.165084367562886","0.114751784443484","0.215416950682288"
"5","2017","indirect migration background","(2b) intermediate general qualification","26","","",""
"5","2017","indirect migration background","(2a) intermediate vocational","46","0.167866861627682","0.124322315565573","0.211411407689791"
"5","2017","indirect migration background","(2c_gen) general maturity certificate","36","0.211521498525583","0.159307572999888","0.263735424051278"
"5","2017","indirect migration background","(2c_voc) vocational maturity certificate","26","","",""
"5","2017","indirect migration background","(3a) lower tertiary education","13","","",""
"5","2017","indirect migration background","(3b) higher tertiary education","34","0.109705356142161","0.0673356214974561","0.152075090786865"
"6","2017","no migration background","(0) in school","42","0.144551123946854","0.104148519377995","0.184953728515714"
"6","2017","no migration background","(1a) inadequately completed","12","","",""
"6","2017","no migration background","(1b) general elementary school","102","0.0663321984265063","0.0518859841624042","0.0807784126906084"
"6","2017","no migration background","(1c) basic vocational qualification","447","0.107211816113121","0.0978103200404106","0.116613312185832"
"6","2017","no migration background","(2b) intermediate general qualification","61","0.0957888314638129","0.0725480832261735","0.119029579701452"
"6","2017","no migration background","(2a) intermediate vocational","645","0.118858559382466","0.11037950769682","0.127337611068113"
"6","2017","no migration background","(2c_gen) general maturity certificate","149","0.193092312595477","0.166726513785351","0.219458111405602"
"6","2017","no migration background","(2c_voc) vocational maturity certificate","235","0.122711967395125","0.10767926332306","0.13774467146719"
"6","2017","no migration background","(3a) lower tertiary education","260","0.139361155893834","0.123693742725307","0.155028569062362"
"6","2017","no migration background","(3b) higher tertiary education","479","0.138415074902986","0.126444430919275","0.150385718886696"
"6","2017","direct migration background","(0) in school","8","","",""
"6","2017","direct migration background","(1a) inadequately completed","146","0.0679345815126654","0.0578123472656175","0.0780568157597133"
"6","2017","direct migration background","(1b) general elementary school","139","0.0814836646910903","0.0686476828493333","0.0943196465328472"
"6","2017","direct migration background","(1c) basic vocational qualification","103","0.116407110124624","0.0958281640432667","0.13698605620598"
"6","2017","direct migration background","(2b) intermediate general qualification","9","","",""
"6","2017","direct migration background","(2a) intermediate vocational","27","","",""
"6","2017","direct migration background","(2c_gen) general maturity certificate","87","0.096885656558537","0.0798412248831003","0.113930088233974"
"6","2017","direct migration background","(2c_voc) vocational maturity certificate","81","0.0798309178240631","0.0612688857077571","0.0983929499403692"
"6","2017","direct migration background","(3a) lower tertiary education","13","","",""
"6","2017","direct migration background","(3b) higher tertiary education","188","0.0964081339506041","0.0834986396052335","0.109317628295975"
"6","2017","indirect migration background","(0) in school","6","","",""
"6","2017","indirect migration background","(1a) inadequately completed","3","","",""
"6","2017","indirect migration background","(1b) general elementary school","19","","",""
"6","2017","indirect migration background","(1c) basic vocational qualification","23","","",""
"6","2017","indirect migration background","(2b) intermediate general qualification","10","","",""
"6","2017","indirect migration background","(2a) intermediate vocational","36","0.126908437164594","0.0881264536924058","0.165690420636782"
"6","2017","indirect migration background","(2c_gen) general maturity certificate","25","","",""
"6","2017","indirect migration background","(2c_voc) vocational maturity certificate","20","","",""
"6","2017","indirect migration background","(3a) lower tertiary education","12","","",""
"6","2017","indirect migration background","(3b) higher tertiary education","31","0.178717907248612","0.126777522792559","0.230658291704664"
"7","2017","no migration background","(0) in school","52","0.183944862479773","0.139429985298876","0.228459739660669"
"7","2017","no migration background","(1a) inadequately completed","29","","",""
"7","2017","no migration background","(1b) general elementary school","122","0.0915211672106054","0.0747827708775298","0.108259563543681"
"7","2017","no migration background","(1c) basic vocational qualification","478","0.107527913055891","0.0981142347046838","0.116941591407098"
"7","2017","no migration background","(2b) intermediate general qualification","88","0.12888204081829","0.102421883568371","0.155342198068209"
"7","2017","no migration background","(2a) intermediate vocational","711","0.130600767390423","0.121772169662944","0.139429365117901"
"7","2017","no migration background","(2c_gen) general maturity certificate","118","0.135403655101628","0.112549329687196","0.15825798051606"
"7","2017","no migration background","(2c_voc) vocational maturity certificate","234","0.126097749131836","0.110888504604923","0.14130699365875"
"7","2017","no migration background","(3a) lower tertiary education","282","0.163773787502211","0.147032068837739","0.180515506166684"
"7","2017","no migration background","(3b) higher tertiary education","445","0.144424712238143","0.132239681071793","0.156609743404493"
"7","2017","direct migration background","(0) in school","1","","",""
"7","2017","direct migration background","(1a) inadequately completed","150","0.0573041973052876","0.0479547328004085","0.0666536618101667"
"7","2017","direct migration background","(1b) general elementary school","161","0.0875734749337891","0.0743106628009526","0.100836287066626"
"7","2017","direct migration background","(1c) basic vocational qualification","119","0.138771015005504","0.116588235088584","0.160953794922425"
"7","2017","direct migration background","(2b) intermediate general qualification","8","","",""
"7","2017","direct migration background","(2a) intermediate vocational","43","0.216411803791005","0.166643294583521","0.266180312998488"
"7","2017","direct migration background","(2c_gen) general maturity certificate","119","0.118595679407917","0.0999660835854057","0.137225275230429"
"7","2017","direct migration background","(2c_voc) vocational maturity certificate","106","0.11174417730649","0.0901673481489611","0.133321006464019"
"7","2017","direct migration background","(3a) lower tertiary education","11","","",""
"7","2017","direct migration background","(3b) higher tertiary education","231","0.14091729846744","0.125699007680361","0.156135589254519"
"7","2017","indirect migration background","(0) in school","22","","",""
"7","2017","indirect migration background","(1a) inadequately completed","9","","",""
"7","2017","indirect migration background","(1b) general elementary school","19","","",""
"7","2017","indirect migration background","(1c) basic vocational qualification","27","","",""
"7","2017","indirect migration background","(2b) intermediate general qualification","16","","",""
"7","2017","indirect migration background","(2a) intermediate vocational","45","0.220594628377539","0.172284962144227","0.268904294610852"
"7","2017","indirect migration background","(2c_gen) general maturity certificate","51","0.229473665983944","0.17571180051032","0.283235531457569"
"7","2017","indirect migration background","(2c_voc) vocational maturity certificate","21","","",""
"7","2017","indirect migration background","(3a) lower tertiary education","8","","",""
"7","2017","indirect migration background","(3b) higher tertiary education","31","0.139074909608921","0.0921631175502713","0.18598670166757"
"8","2017","no migration background","(0) in school","35","0.105306101835837","0.0700393385707321","0.140572865100942"
"8","2017","no migration background","(1a) inadequately completed","24","","",""
"8","2017","no migration background","(1b) general elementary school","97","0.079781030325137","0.064052393794654","0.0955096668556199"
"8","2017","no migration background","(1c) basic vocational qualification","342","0.0794454444230198","0.0712275474754026","0.087663341370637"
"8","2017","no migration background","(2b) intermediate general qualification","73","0.120129868306304","0.0944559282389458","0.145803808373663"
"8","2017","no migration background","(2a) intermediate vocational","483","0.0857678446478205","0.078431162024289","0.093104527271352"
"8","2017","no migration background","(2c_gen) general maturity certificate","94","0.105707472456277","0.0851703704330218","0.126244574479532"
"8","2017","no migration background","(2c_voc) vocational maturity certificate","138","0.0719096775414915","0.0600735035985908","0.0837458514843923"
"8","2017","no migration background","(3a) lower tertiary education","164","0.0939786571951739","0.0807778713214843","0.107179443068863"
"8","2017","no migration background","(3b) higher tertiary education","248","0.0737594055332039","0.0646990053061704","0.0828198057602373"
"8","2017","direct migration background","(0) in school","12","","",""
"8","2017","direct migration background","(1a) inadequately completed","137","0.0785369532113114","0.0677155464960965","0.0893583599265263"
"8","2017","direct migration background","(1b) general elementary school","132","0.0928263806453994","0.0792109528844075","0.106441808406391"
"8","2017","direct migration background","(1c) basic vocational qualification","84","0.107420938829816","0.0875519809877455","0.127289896671887"
"8","2017","direct migration background","(2b) intermediate general qualification","10","","",""
"8","2017","direct migration background","(2a) intermediate vocational","31","0.12684631355237","0.0866251631765645","0.167067463928176"
"8","2017","direct migration background","(2c_gen) general maturity certificate","111","0.146337479284727","0.125971640398367","0.166703318171086"
"8","2017","direct migration background","(2c_voc) vocational maturity certificate","65","0.0607303017237711","0.0443732880981254","0.0770873153494168"
"8","2017","direct migration background","(3a) lower tertiary education","13","","",""
"8","2017","direct migration background","(3b) higher tertiary education","226","0.130085065831224","0.115371485976838","0.14479864568561"
"8","2017","indirect migration background","(0) in school","21","","",""
"8","2017","indirect migration background","(1a) inadequately completed","3","","",""
"8","2017","indirect migration background","(1b) general elementary school","19","","",""
"8","2017","indirect migration background","(1c) basic vocational qualification","28","","",""
"8","2017","indirect migration background","(2b) intermediate general qualification","19","","",""
"8","2017","indirect migration background","(2a) intermediate vocational","31","0.130486451605291","0.0912422262815983","0.169730676928983"
"8","2017","indirect migration background","(2c_gen) general maturity certificate","35","0.162391588996208","0.115237816865074","0.209545361127342"
"8","2017","indirect migration background","(2c_voc) vocational maturity certificate","23","","",""
"8","2017","indirect migration background","(3a) lower tertiary education","8","","",""
"8","2017","indirect migration background","(3b) higher tertiary education","21","","",""
"9","2017","no migration background","(0) in school","12","","",""
"9","2017","no migration background","(1a) inadequately completed","9","","",""
"9","2017","no migration background","(1b) general elementary school","38","0.0224091249944792","0.013817275031883","0.0310009749570754"
"9","2017","no migration background","(1c) basic vocational qualification","117","0.0200530998017885","0.0157932581558921","0.0243129414476848"
"9","2017","no migration background","(2b) intermediate general qualification","21","","",""
"9","2017","no migration background","(2a) intermediate vocational","132","0.0262920480751271","0.0220999078096696","0.0304841883405847"
"9","2017","no migration background","(2c_gen) general maturity certificate","19","","",""
"9","2017","no migration background","(2c_voc) vocational maturity certificate","43","0.0233080669898247","0.0163952592988928","0.0302208746807566"
"9","2017","no migration background","(3a) lower tertiary education","34","0.0209580765416208","0.0144778183411947","0.027438334742047"
"9","2017","no migration background","(3b) higher tertiary education","43","0.0125887666231377","0.00872405230665795","0.0164534809396174"
"9","2017","direct migration background","(0) in school","","","",""
"9","2017","direct migration background","(1a) inadequately completed","67","0.0257966080151499","0.0194196456392516","0.0321735703910482"
"9","2017","direct migration background","(1b) general elementary school","54","0.0372483434450529","0.028363270571167","0.0461334163189387"
"9","2017","direct migration background","(1c) basic vocational qualification","28","","",""
"9","2017","direct migration background","(2b) intermediate general qualification","5","","",""
"9","2017","direct migration background","(2a) intermediate vocational","10","","",""
"9","2017","direct migration background","(2c_gen) general maturity certificate","40","0.0373180062425547","0.026396512219842","0.0482395002652674"
"9","2017","direct migration background","(2c_voc) vocational maturity certificate","33","0.0561098284921625","0.0403487350906576","0.0718709218936674"
"9","2017","direct migration background","(3a) lower tertiary education","6","","",""
"9","2017","direct migration background","(3b) higher tertiary education","64","0.0322276731610585","0.0245032276888952","0.0399521186332217"
"9","2017","indirect migration background","(0) in school","4","","",""
"9","2017","indirect migration background","(1a) inadequately completed","","","",""
"9","2017","indirect migration background","(1b) general elementary school","9","","",""
"9","2017","indirect migration background","(1c) basic vocational qualification","11","","",""
"9","2017","indirect migration background","(2b) intermediate general qualification","6","","",""
"9","2017","indirect migration background","(2a) intermediate vocational","12","","",""
"9","2017","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"9","2017","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"9","2017","indirect migration background","(3a) lower tertiary education","2","","",""
"9","2017","indirect migration background","(3b) higher tertiary education","5","","",""
"10 Very willing to take risks","2017","no migration background","(0) in school","12","","",""
"10 Very willing to take risks","2017","no migration background","(1a) inadequately completed","4","","",""
"10 Very willing to take risks","2017","no migration background","(1b) general elementary school","40","0.0284934962392106","0.0188354030301904","0.0381515894482309"
"10 Very willing to take risks","2017","no migration background","(1c) basic vocational qualification","61","0.0143240930050587","0.0107133044071414","0.0179348816029761"
"10 Very willing to take risks","2017","no migration background","(2b) intermediate general qualification","11","","",""
"10 Very willing to take risks","2017","no migration background","(2a) intermediate vocational","71","0.0130827349810599","0.0101055975482168","0.0160598724139031"
"10 Very willing to take risks","2017","no migration background","(2c_gen) general maturity certificate","7","","",""
"10 Very willing to take risks","2017","no migration background","(2c_voc) vocational maturity certificate","15","","",""
"10 Very willing to take risks","2017","no migration background","(3a) lower tertiary education","9","","",""
"10 Very willing to take risks","2017","no migration background","(3b) higher tertiary education","21","","",""
"10 Very willing to take risks","2017","direct migration background","(0) in school","8","","",""
"10 Very willing to take risks","2017","direct migration background","(1a) inadequately completed","229","0.0619190525002601","0.0522242259735635","0.0716138790269567"
"10 Very willing to take risks","2017","direct migration background","(1b) general elementary school","129","0.0380388552973249","0.0290636816421108","0.047014028952539"
"10 Very willing to take risks","2017","direct migration background","(1c) basic vocational qualification","29","","",""
"10 Very willing to take risks","2017","direct migration background","(2b) intermediate general qualification","7","","",""
"10 Very willing to take risks","2017","direct migration background","(2a) intermediate vocational","11","","",""
"10 Very willing to take risks","2017","direct migration background","(2c_gen) general maturity certificate","81","0.022141610178832","0.013663013144409","0.0306202072132549"
"10 Very willing to take risks","2017","direct migration background","(2c_voc) vocational maturity certificate","27","","",""
"10 Very willing to take risks","2017","direct migration background","(3a) lower tertiary education","4","","",""
"10 Very willing to take risks","2017","direct migration background","(3b) higher tertiary education","103","0.026487631603245","0.019464051541254","0.0335112116652361"
"10 Very willing to take risks","2017","indirect migration background","(0) in school","5","","",""
"10 Very willing to take risks","2017","indirect migration background","(1a) inadequately completed","3","","",""
"10 Very willing to take risks","2017","indirect migration background","(1b) general elementary school","14","","",""
"10 Very willing to take risks","2017","indirect migration background","(1c) basic vocational qualification","7","","",""
"10 Very willing to take risks","2017","indirect migration background","(2b) intermediate general qualification","8","","",""
"10 Very willing to take risks","2017","indirect migration background","(2a) intermediate vocational","8","","",""
"10 Very willing to take risks","2017","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"10 Very willing to take risks","2017","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"10 Very willing to take risks","2017","indirect migration background","(3a) lower tertiary education","1","","",""
"10 Very willing to take risks","2017","indirect migration background","(3b) higher tertiary education","5","","",""
"0 Not at all Willing to take risks","2018","no migration background","(0) in school","2","","",""
"0 Not at all Willing to take risks","2018","no migration background","(1a) inadequately completed","25","","",""
"0 Not at all Willing to take risks","2018","no migration background","(1b) general elementary school","97","0.108618169774761","0.0902134143801612","0.12702292516936"
"0 Not at all Willing to take risks","2018","no migration background","(1c) basic vocational qualification","283","0.0752235552377951","0.0669148794521709","0.0835322310234192"
"0 Not at all Willing to take risks","2018","no migration background","(2b) intermediate general qualification","16","","",""
"0 Not at all Willing to take risks","2018","no migration background","(2a) intermediate vocational","256","0.0508396800628807","0.0449223292963307","0.0567570308294307"
"0 Not at all Willing to take risks","2018","no migration background","(2c_gen) general maturity certificate","8","","",""
"0 Not at all Willing to take risks","2018","no migration background","(2c_voc) vocational maturity certificate","60","0.0348126683973417","0.02629233329329","0.0433330035013934"
"0 Not at all Willing to take risks","2018","no migration background","(3a) lower tertiary education","46","0.0217989385231122","0.0150697833098149","0.0285280937364095"
"0 Not at all Willing to take risks","2018","no migration background","(3b) higher tertiary education","54","0.015468312331756","0.0111283727755355","0.0198082518879765"
"0 Not at all Willing to take risks","2018","direct migration background","(0) in school","5","","",""
"0 Not at all Willing to take risks","2018","direct migration background","(1a) inadequately completed","711","0.249300397072376","0.229884059113092","0.268716735031659"
"0 Not at all Willing to take risks","2018","direct migration background","(1b) general elementary school","348","0.106666869698303","0.0908920919165613","0.122441647480045"
"0 Not at all Willing to take risks","2018","direct migration background","(1c) basic vocational qualification","96","0.0899795012288691","0.0706513896714438","0.109307612786294"
"0 Not at all Willing to take risks","2018","direct migration background","(2b) intermediate general qualification","12","","",""
"0 Not at all Willing to take risks","2018","direct migration background","(2a) intermediate vocational","15","","",""
"0 Not at all Willing to take risks","2018","direct migration background","(2c_gen) general maturity certificate","256","0.0901880049284551","0.0723983042493365","0.107977705607574"
"0 Not at all Willing to take risks","2018","direct migration background","(2c_voc) vocational maturity certificate","65","0.0544424916690202","0.0378466669471315","0.071038316390909"
"0 Not at all Willing to take risks","2018","direct migration background","(3a) lower tertiary education","1","","",""
"0 Not at all Willing to take risks","2018","direct migration background","(3b) higher tertiary education","320","0.0581764732501729","0.047203208957417","0.0691497375429288"
"0 Not at all Willing to take risks","2018","indirect migration background","(0) in school","1","","",""
"0 Not at all Willing to take risks","2018","indirect migration background","(1a) inadequately completed","5","","",""
"0 Not at all Willing to take risks","2018","indirect migration background","(1b) general elementary school","13","","",""
"0 Not at all Willing to take risks","2018","indirect migration background","(1c) basic vocational qualification","19","","",""
"0 Not at all Willing to take risks","2018","indirect migration background","(2b) intermediate general qualification","3","","",""
"0 Not at all Willing to take risks","2018","indirect migration background","(2a) intermediate vocational","20","","",""
"0 Not at all Willing to take risks","2018","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"0 Not at all Willing to take risks","2018","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"0 Not at all Willing to take risks","2018","indirect migration background","(3a) lower tertiary education","1","","",""
"0 Not at all Willing to take risks","2018","indirect migration background","(3b) higher tertiary education","5","","",""
"1","2018","no migration background","(0) in school","7","","",""
"1","2018","no migration background","(1a) inadequately completed","7","","",""
"1","2018","no migration background","(1b) general elementary school","90","0.0983159277115346","0.0807048448346652","0.115927010588404"
"1","2018","no migration background","(1c) basic vocational qualification","273","0.0728408449143239","0.064654290774965","0.0810273990536828"
"1","2018","no migration background","(2b) intermediate general qualification","38","0.069843558102439","0.0494998267582076","0.0901872894466704"
"1","2018","no migration background","(2a) intermediate vocational","349","0.0693942531831198","0.0625488230739071","0.0762396832923325"
"1","2018","no migration background","(2c_gen) general maturity certificate","26","","",""
"1","2018","no migration background","(2c_voc) vocational maturity certificate","108","0.0597459841728375","0.0487290901707043","0.0707628781749707"
"1","2018","no migration background","(3a) lower tertiary education","91","0.0486432859549122","0.0387301296551889","0.0585564422546355"
"1","2018","no migration background","(3b) higher tertiary education","133","0.0359259685378431","0.0293810114970294","0.0424709255786568"
"1","2018","direct migration background","(0) in school","","","",""
"1","2018","direct migration background","(1a) inadequately completed","168","0.119320834993169","0.104771613771137","0.133870056215201"
"1","2018","direct migration background","(1b) general elementary school","117","0.102067534877051","0.0865969260716075","0.117538143682495"
"1","2018","direct migration background","(1c) basic vocational qualification","71","0.0906835633263448","0.0712874883394859","0.110079638313204"
"1","2018","direct migration background","(2b) intermediate general qualification","1","","",""
"1","2018","direct migration background","(2a) intermediate vocational","12","","",""
"1","2018","direct migration background","(2c_gen) general maturity certificate","60","0.0411789933680184","0.0288387122017816","0.0535192745342552"
"1","2018","direct migration background","(2c_voc) vocational maturity certificate","53","0.0660830541414634","0.0479117938263995","0.0842543144565273"
"1","2018","direct migration background","(3a) lower tertiary education","5","","",""
"1","2018","direct migration background","(3b) higher tertiary education","124","0.0521314438955126","0.0417106378672931","0.0625522499237321"
"1","2018","indirect migration background","(0) in school","2","","",""
"1","2018","indirect migration background","(1a) inadequately completed","3","","",""
"1","2018","indirect migration background","(1b) general elementary school","11","","",""
"1","2018","indirect migration background","(1c) basic vocational qualification","22","","",""
"1","2018","indirect migration background","(2b) intermediate general qualification","4","","",""
"1","2018","indirect migration background","(2a) intermediate vocational","15","","",""
"1","2018","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"1","2018","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"1","2018","indirect migration background","(3a) lower tertiary education","6","","",""
"1","2018","indirect migration background","(3b) higher tertiary education","10","","",""
"2","2018","no migration background","(0) in school","15","","",""
"2","2018","no migration background","(1a) inadequately completed","13","","",""
"2","2018","no migration background","(1b) general elementary school","156","0.1361039387932","0.115821834351373","0.156386043235027"
"2","2018","no migration background","(1c) basic vocational qualification","575","0.153063233543925","0.141721029901967","0.164405437185882"
"2","2018","no migration background","(2b) intermediate general qualification","72","0.157394268107358","0.128327543513172","0.186460992701544"
"2","2018","no migration background","(2a) intermediate vocational","764","0.134920287696001","0.125717427693953","0.14412314769805"
"2","2018","no migration background","(2c_gen) general maturity certificate","85","0.0738750353661512","0.0565041217728414","0.0912459489594611"
"2","2018","no migration background","(2c_voc) vocational maturity certificate","254","0.132344048990332","0.11659304663773","0.148095051342935"
"2","2018","no migration background","(3a) lower tertiary education","216","0.104692371206547","0.0905841432480703","0.118800599165024"
"2","2018","no migration background","(3b) higher tertiary education","410","0.138822008917645","0.126662305319241","0.15098171251605"
"2","2018","direct migration background","(0) in school","5","","",""
"2","2018","direct migration background","(1a) inadequately completed","150","0.0702623028405575","0.0587909627773644","0.0817336429037507"
"2","2018","direct migration background","(1b) general elementary school","130","0.158616842958653","0.139948175814364","0.177285510102943"
"2","2018","direct migration background","(1c) basic vocational qualification","94","0.128689790544641","0.106071983553264","0.151307597536018"
"2","2018","direct migration background","(2b) intermediate general qualification","6","","",""
"2","2018","direct migration background","(2a) intermediate vocational","27","","",""
"2","2018","direct migration background","(2c_gen) general maturity certificate","98","0.148555497506098","0.126468282503471","0.170642712508726"
"2","2018","direct migration background","(2c_voc) vocational maturity certificate","111","0.209937917634592","0.180148506316055","0.23972732895313"
"2","2018","direct migration background","(3a) lower tertiary education","9","","",""
"2","2018","direct migration background","(3b) higher tertiary education","170","0.100336838358131","0.0862521399534461","0.114421536762816"
"2","2018","indirect migration background","(0) in school","5","","",""
"2","2018","indirect migration background","(1a) inadequately completed","4","","",""
"2","2018","indirect migration background","(1b) general elementary school","16","","",""
"2","2018","indirect migration background","(1c) basic vocational qualification","20","","",""
"2","2018","indirect migration background","(2b) intermediate general qualification","15","","",""
"2","2018","indirect migration background","(2a) intermediate vocational","32","0.0702608441312647","0.040107825753856","0.100413862508673"
"2","2018","indirect migration background","(2c_gen) general maturity certificate","16","","",""
"2","2018","indirect migration background","(2c_voc) vocational maturity certificate","22","","",""
"2","2018","indirect migration background","(3a) lower tertiary education","7","","",""
"2","2018","indirect migration background","(3b) higher tertiary education","28","","",""
"3","2018","no migration background","(0) in school","23","","",""
"3","2018","no migration background","(1a) inadequately completed","15","","",""
"3","2018","no migration background","(1b) general elementary school","122","0.131470688543951","0.111483411624365","0.151457965463537"
"3","2018","no migration background","(1c) basic vocational qualification","565","0.151497514992966","0.140203045954119","0.162791984031814"
"3","2018","no migration background","(2b) intermediate general qualification","65","0.121146297063162","0.0951025900807034","0.14719000404562"
"3","2018","no migration background","(2a) intermediate vocational","825","0.147013132985918","0.137474077800096","0.156552188171741"
"3","2018","no migration background","(2c_gen) general maturity certificate","139","0.194855153285013","0.168550537040841","0.221159769529185"
"3","2018","no migration background","(2c_voc) vocational maturity certificate","313","0.17846287137461","0.160664930949696","0.196260811799523"
"3","2018","no migration background","(3a) lower tertiary education","300","0.171399122632903","0.154032882608587","0.188765362657219"
"3","2018","no migration background","(3b) higher tertiary education","598","0.192157335871289","0.178301292229012","0.206013379513566"
"3","2018","direct migration background","(0) in school","6","","",""
"3","2018","direct migration background","(1a) inadequately completed","112","0.083471690243879","0.0710575887884458","0.0958857916993122"
"3","2018","direct migration background","(1b) general elementary school","111","0.0823806781291354","0.0683303744577965","0.0964309818004743"
"3","2018","direct migration background","(1c) basic vocational qualification","98","0.0944715368342952","0.0747157838008942","0.114227289867696"
"3","2018","direct migration background","(2b) intermediate general qualification","8","","",""
"3","2018","direct migration background","(2a) intermediate vocational","22","","",""
"3","2018","direct migration background","(2c_gen) general maturity certificate","76","0.125415021040389","0.104846919554757","0.145983122526022"
"3","2018","direct migration background","(2c_voc) vocational maturity certificate","69","0.0840190026587206","0.0637273293389707","0.10431067597847"
"3","2018","direct migration background","(3a) lower tertiary education","12","","",""
"3","2018","direct migration background","(3b) higher tertiary education","156","0.0910122736675605","0.0775286578933168","0.104495889441804"
"3","2018","indirect migration background","(0) in school","10","","",""
"3","2018","indirect migration background","(1a) inadequately completed","3","","",""
"3","2018","indirect migration background","(1b) general elementary school","16","","",""
"3","2018","indirect migration background","(1c) basic vocational qualification","18","","",""
"3","2018","indirect migration background","(2b) intermediate general qualification","11","","",""
"3","2018","indirect migration background","(2a) intermediate vocational","35","0.129930266781126","0.0902635965485013","0.169596937013751"
"3","2018","indirect migration background","(2c_gen) general maturity certificate","22","","",""
"3","2018","indirect migration background","(2c_voc) vocational maturity certificate","21","","",""
"3","2018","indirect migration background","(3a) lower tertiary education","9","","",""
"3","2018","indirect migration background","(3b) higher tertiary education","28","","",""
"4","2018","no migration background","(0) in school","23","","",""
"4","2018","no migration background","(1a) inadequately completed","13","","",""
"4","2018","no migration background","(1b) general elementary school","87","0.0780516312404807","0.0621847630819937","0.0939184993989678"
"4","2018","no migration background","(1c) basic vocational qualification","343","0.0861678229516653","0.0773280260172951","0.0950076198860354"
"4","2018","no migration background","(2b) intermediate general qualification","44","0.060857036733975","0.0417756167620028","0.0799384567059472"
"4","2018","no migration background","(2a) intermediate vocational","523","0.0988627551154432","0.0908225348408146","0.106902975390072"
"4","2018","no migration background","(2c_gen) general maturity certificate","90","0.0913932058675618","0.0722557607023253","0.110530651032798"
"4","2018","no migration background","(2c_voc) vocational maturity certificate","195","0.108028187085584","0.0935995163819949","0.122456857789172"
"4","2018","no migration background","(3a) lower tertiary education","207","0.10485238185251","0.090734638322427","0.118970125382593"
"4","2018","no migration background","(3b) higher tertiary education","381","0.11750959174538","0.10618457061702","0.12883461287374"
"4","2018","direct migration background","(0) in school","6","","",""
"4","2018","direct migration background","(1a) inadequately completed","79","0.0533118471902393","0.0432288863408106","0.0633948080396679"
"4","2018","direct migration background","(1b) general elementary school","54","0.054062990327907","0.0425065815558755","0.0656193990999384"
"4","2018","direct migration background","(1c) basic vocational qualification","52","0.057695549298738","0.0419463375298105","0.0734447610676656"
"4","2018","direct migration background","(2b) intermediate general qualification","3","","",""
"4","2018","direct migration background","(2a) intermediate vocational","18","","",""
"4","2018","direct migration background","(2c_gen) general maturity certificate","41","0.0464252735403613","0.033358359821091","0.0594921872596317"
"4","2018","direct migration background","(2c_voc) vocational maturity certificate","53","0.0938385245871728","0.0725090944922433","0.115167954682102"
"4","2018","direct migration background","(3a) lower tertiary education","8","","",""
"4","2018","direct migration background","(3b) higher tertiary education","105","0.131322984403502","0.115489484852467","0.147156483954538"
"4","2018","indirect migration background","(0) in school","7","","",""
"4","2018","indirect migration background","(1a) inadequately completed","3","","",""
"4","2018","indirect migration background","(1b) general elementary school","12","","",""
"4","2018","indirect migration background","(1c) basic vocational qualification","18","","",""
"4","2018","indirect migration background","(2b) intermediate general qualification","14","","",""
"4","2018","indirect migration background","(2a) intermediate vocational","25","","",""
"4","2018","indirect migration background","(2c_gen) general maturity certificate","17","","",""
"4","2018","indirect migration background","(2c_voc) vocational maturity certificate","11","","",""
"4","2018","indirect migration background","(3a) lower tertiary education","12","","",""
"4","2018","indirect migration background","(3b) higher tertiary education","20","","",""
"5","2018","no migration background","(0) in school","42","0.129095003039792","0.0848878994327897","0.173302106646794"
"5","2018","no migration background","(1a) inadequately completed","44","0.269664850496648","0.206728047278134","0.332601653715162"
"5","2018","no migration background","(1b) general elementary school","189","0.166491001419284","0.14445679314772","0.188525209690847"
"5","2018","no migration background","(1c) basic vocational qualification","775","0.202985287449789","0.19031454816055","0.215656026739027"
"5","2018","no migration background","(2b) intermediate general qualification","137","0.223589559279868","0.190334258641034","0.256844859918701"
"5","2018","no migration background","(2a) intermediate vocational","1030","0.198110403671902","0.187373796748759","0.208847010595046"
