"plh0204_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"4","2018","direct migration background","Urban Area","324","0.0771756675394207","0.0706081619473483","0.0837431731314932","4"
"4","2018","indirect migration background","Rural Area","38","0.153724297200334","0.114081734186246","0.193366860214423","4"
"4","2018","direct migration background","Rural Area","114","0.0663543377548133","0.0561310101678211","0.0765776653418055","4"
"4","2018","indirect migration background","Urban Area","116","0.110551181920611","0.0940841734458866","0.127018190395335","4"
"5","2018","indirect migration background","Rural Area","52","0.199728154492887","0.155786850109352","0.243669458876423","5"
"5","2018","indirect migration background","Urban Area","220","0.145299245207293","0.126793300694047","0.163805189720538","5"
"5","2018","no migration background","Urban Area","2185","0.185224796686995","0.178281944798658","0.192167648575331","5"
"5","2018","no migration background","Rural Area","1473","0.195293620182349","0.186373395381857","0.204213844982841","5"
"5","2018","direct migration background","Urban Area","1024","0.17062071151833","0.161363222562939","0.179878200473721","5"
"5","2018","direct migration background","Rural Area","357","0.151429963150629","0.136706284495256","0.166153641806001","5"
"6","2018","indirect migration background","Rural Area","31","0.065074809005929","0.0379648155363911","0.0921848024754669","6"
"6","2018","no migration background","Urban Area","1214","0.102885660534279","0.0974560239822093","0.108315297086348","6"
"6","2018","no migration background","Rural Area","738","0.100964783104249","0.0941854595875389","0.107744106620959","6"
"6","2018","direct migration background","Urban Area","446","0.0849452368796497","0.0780841361684542","0.0918063375908451","6"
"6","2018","direct migration background","Rural Area","147","0.112725068777008","0.0997351649464737","0.125714972607542","6"
"6","2018","indirect migration background","Urban Area","148","0.118557993827804","0.101582014978677","0.13553397267693","6"
"7","2018","indirect migration background","Rural Area","32","0.0832527725088384","0.0528887932327043","0.113616751784973","7"
"7","2018","no migration background","Urban Area","1328","0.106756830931376","0.101237936025659","0.112275725837093","7"
"7","2018","no migration background","Rural Area","781","0.0931566607182109","0.0866165343631149","0.0996967870733068","7"
"7","2018","indirect migration background","Urban Area","192","0.107953516797316","0.0916573795767933","0.124249654017838","7"
"7","2018","direct migration background","Urban Area","544","0.111415801978669","0.10367254944045","0.119159054516889","7"
"7","2018","direct migration background","Rural Area","186","0.103176939202681","0.0906826579085048","0.115671220496858","7"
"8","2018","indirect migration background","Rural Area","46","0.173706590682607","0.132066676702971","0.215346504662244","8"
"8","2018","no migration background","Urban Area","938","0.0766987890675581","0.0719428597474795","0.0814547183876366","8"
"8","2018","no migration background","Rural Area","606","0.0821014214401923","0.0759243057426987","0.0882785371376859","8"
"8","2018","direct migration background","Urban Area","494","0.100375635919405","0.092980511340864","0.107770760497947","8"
"8","2018","direct migration background","Rural Area","161","0.0883406437027704","0.0766842783275408","0.099997009078","8"
"8","2018","indirect migration background","Urban Area","159","0.133872619126686","0.115990898849014","0.151754339404358","8"
"9","2018","no migration background","Urban Area","243","0.0204062049075915","0.0178793891883757","0.0229330206268073","9"
"9","2018","indirect migration background","Rural Area","7","","","","9"
"9","2018","direct migration background","Rural Area","74","0.0409871711199003","0.0328438275797761","0.0491305146600246","9"
"9","2018","indirect migration background","Urban Area","57","0.0487910461155546","0.0374779738174562","0.0601041184136531","9"
"9","2018","direct migration background","Urban Area","176","0.0284293965595227","0.0243394113351636","0.0325193817838818","9"
"9","2018","no migration background","Rural Area","166","0.0200098960151666","0.0168589112023713","0.0231608808279618","9"
"0 Not at all Willing to take risks","2019","direct migration background","Urban Area","865","0.0877354360300475","0.0801196083127053","0.0953512637473897","0"
"0 Not at all Willing to take risks","2019","indirect migration background","Rural Area","15","","","","0"
"0 Not at all Willing to take risks","2019","no migration background","Urban Area","312","0.0333222906574186","0.0300406097304923","0.0366039715843448","0"
"0 Not at all Willing to take risks","2019","no migration background","Rural Area","180","0.0292413865552601","0.0254394763225537","0.0330432967879664","0"
"0 Not at all Willing to take risks","2019","indirect migration background","Urban Area","41","0.0226158582971672","0.0144550687192925","0.0307766478750419","0"
"0 Not at all Willing to take risks","2019","direct migration background","Rural Area","325","0.0710916630934906","0.0599128462805008","0.0822704799064803","0"
"1","2019","indirect migration background","Urban Area","45","0.0262086400079739","0.0174396777696851","0.0349776022462627","1"
"1","2019","no migration background","Rural Area","266","0.0391664276004201","0.0347889058127305","0.0435439493881097","1"
"1","2019","direct migration background","Urban Area","381","0.0548909761361724","0.0487595624236787","0.0610223898486662","1"
"1","2019","direct migration background","Rural Area","133","0.066455258000176","0.0556201731943449","0.077290342806007","1"
"1","2019","indirect migration background","Rural Area","6","","","","1"
"1","2019","no migration background","Urban Area","415","0.0394374298318061","0.0358786165030976","0.0429962431605146","1"
"10 Very willing to take risks","2019","no migration background","Urban Area","230","0.0140096761241841","0.0118606660526971","0.0161586861956711","10"
"10 Very willing to take risks","2019","no migration background","Rural Area","161","0.0176563675115899","0.0146844986037739","0.0206282364194059","10"
"10 Very willing to take risks","2019","direct migration background","Urban Area","257","0.0415103605468198","0.036140770211823","0.0468799508818166","10"
"10 Very willing to take risks","2019","direct migration background","Rural Area","91","0.0412762031619402","0.032622605558935","0.0499298007649455","10"
"10 Very willing to take risks","2019","indirect migration background","Urban Area","82","0.0521623671303652","0.0399573436764426","0.0643673905842878","10"
"10 Very willing to take risks","2019","indirect migration background","Rural Area","24","","","","10"
"2","2019","indirect migration background","Rural Area","28","","","","2"
"2","2019","direct migration background","Urban Area","470","0.100106138261622","0.0920264391538938","0.10818583736935","2"
"2","2019","no migration background","Urban Area","880","0.0862065135915973","0.0810745667821231","0.0913384604010715","2"
"2","2019","no migration background","Rural Area","720","0.102301233042236","0.0954628566744493","0.109139609410023","2"
"2","2019","direct migration background","Rural Area","228","0.129890167156306","0.115265861746438","0.144514472566174","2"
"2","2019","indirect migration background","Urban Area","86","0.0708037607003967","0.0567246610397764","0.084882860361017","2"
"3","2019","indirect migration background","Rural Area","20","","","","3"
"3","2019","direct migration background","Rural Area","169","0.115871872938435","0.101948428404396","0.129795317472474","3"
"3","2019","no migration background","Urban Area","1415","0.132598961612606","0.126397870577005","0.138800052648208","3"
"3","2019","no migration background","Rural Area","919","0.125574628534988","0.118097074202761","0.133052182867214","3"
"3","2019","direct migration background","Urban Area","454","0.109123643375915","0.100730254706575","0.117517032045255","3"
"3","2019","indirect migration background","Urban Area","118","0.094751127716276","0.0786754537847627","0.110826801647789","3"
"4","2019","indirect migration background","Rural Area","23","","","","4"
"4","2019","direct migration background","Urban Area","343","0.0734594158407369","0.0664363757493943","0.0804824559320794","4"
"4","2019","indirect migration background","Urban Area","98","0.0826711819865141","0.0675553313917906","0.0977870325812376","4"
"4","2019","no migration background","Rural Area","721","0.0995752458321566","0.0928183588042996","0.106332132860014","4"
"4","2019","no migration background","Urban Area","1146","0.10034347433226","0.0948496975328043","0.105837251131716","4"
"4","2019","direct migration background","Rural Area","126","0.0586585899796738","0.0484365055507186","0.0688806744086291","4"
"5","2019","indirect migration background","Rural Area","62","0.230004164490327","0.184391414923165","0.27561691405749","5"
"5","2019","no migration background","Urban Area","2170","0.192103300546245","0.18489996895866","0.19930663213383","5"
"5","2019","no migration background","Rural Area","1407","0.195076938701877","0.186135088252194","0.204018789151561","5"
"5","2019","direct migration background","Urban Area","772","0.151624025854108","0.141969134719701","0.161278916988515","5"
"5","2019","indirect migration background","Urban Area","187","0.15252323754539","0.132788793062153","0.172257682028626","5"
"5","2019","direct migration background","Rural Area","298","0.121048032849525","0.106858715193782","0.135237350505267","5"
"6","2019","indirect migration background","Rural Area","42","0.116922801331305","0.0820952327311891","0.151750369931422","6"
"6","2019","no migration background","Rural Area","969","0.128468803693063","0.120918097707449","0.136019509678676","6"
"6","2019","indirect migration background","Urban Area","154","0.115742345124335","0.098182181775387","0.133302508473283","6"
"6","2019","no migration background","Urban Area","1509","0.129670457840546","0.123527882931086","0.135813032750006","6"
"6","2019","direct migration background","Urban Area","407","0.105376639636848","0.097111285260536","0.113641994013161","6"
"6","2019","direct migration background","Rural Area","141","0.102785923643057","0.0895755551290681","0.115996292157046","6"
"7","2019","no migration background","Urban Area","1708","0.14184294115021","0.135463607307467","0.148222274992953","7"
"7","2019","no migration background","Rural Area","1075","0.137770545215356","0.129993101674541","0.145547988756171","7"
"7","2019","indirect migration background","Rural Area","42","0.102459998048107","0.0695916185208842","0.13532837757533","7"
"7","2019","direct migration background","Rural Area","208","0.120562808626013","0.106398050454237","0.13472756679779","7"
"7","2019","direct migration background","Urban Area","543","0.125711435872519","0.116786934077141","0.134635937667896","7"
"7","2019","indirect migration background","Urban Area","200","0.171091339022553","0.150420393139343","0.191762284905764","7"
"8","2019","indirect migration background","Rural Area","34","0.0872407257165688","0.0566554798028389","0.117825971630299","8"
"8","2019","no migration background","Rural Area","866","0.095346340489807","0.0887189823885948","0.101973698591019","8"
"8","2019","indirect migration background","Urban Area","195","0.168451559658451","0.147908066418537","0.188995052898366","8"
"8","2019","no migration background","Urban Area","1263","0.0984537641042731","0.0930062515307567","0.103901276677789","8"
"8","2019","direct migration background","Urban Area","518","0.105051588291697","0.0967974925667877","0.113305684016606","8"
"8","2019","direct migration background","Rural Area","191","0.142116282265691","0.126927036693978","0.157305527837405","8"
"9","2019","no migration background","Urban Area","442","0.0320111902088537","0.0287925372257477","0.0352298431919597","9"
"9","2019","indirect migration background","Rural Area","31","0.0826187217774918","0.0527794385349456","0.112458005020038","9"
"9","2019","direct migration background","Urban Area","291","0.0454103401535144","0.0398056071412403","0.0510150731657886","9"
"9","2019","indirect migration background","Urban Area","69","0.0429785828105772","0.0318464117164912","0.0541107539046632","9"
"9","2019","direct migration background","Rural Area","120","0.0302431982856919","0.0227933856948888","0.0376930108764951","9"
"9","2019","no migration background","Rural Area","260","0.0298220828232468","0.0259837561877579","0.0336604094587356","9"
