"pli0098_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","1990","Hesse","Couple + C. GT 16 ","88","0.351352786566603","0.287540421581112","0.415165151552094","5"
"Never","1990","Hesse","Couple + C. LE and GT 16","23","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","20","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","64","0.339023439547614","0.267864163251237","0.410182715843991","5"
"Never","1990","Rhineland-Palatinate,Saarland","Single parent ","13","","","","5"
"Never","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","40","0.312706945409559","0.234213131194037","0.391200759625079","5"
"Never","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","54","0.306780694400189","0.233468598671396","0.380092790128982","5"
"Never","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","20","","","","5"
"Never","1990","Baden-Württemberg","1-pers.-HH","68","0.470483112644147","0.390069576441352","0.550896648846942","5"
"Never","1990","Baden-Württemberg","(Married) couple without C. ","130","0.384324139280986","0.334421150911882","0.43422712765009","5"
"Never","1990","Baden-Württemberg","Single parent ","36","0.420913625306432","0.310640192607954","0.53118705800491","5"
"Never","1990","Baden-Württemberg","Couple + C. LE 16 ","130","0.258792331171645","0.217776011509547","0.299808650833743","5"
"Never","1990","Baden-Württemberg","Couple + C. GT 16 ","144","0.28324140981202","0.241044964905872","0.325437854718169","5"
"Never","1990","Baden-Württemberg","Couple + C. LE and GT 16","59","0.22605255643684","0.166102757040314","0.286002355833367","5"
"Never","1990","Bavaria","1-pers.-HH","85","0.416936425403587","0.347733626458954","0.48613922434822","5"
"Never","1990","Bavaria","(Married) couple without C. ","132","0.3656461837328","0.317223083222105","0.414069284243495","5"
"Never","1990","Bavaria","Single parent ","34","0.440846700193207","0.332050847380266","0.549642553006148","5"
"Never","1990","Bavaria","Couple + C. LE 16 ","116","0.299239466964893","0.251127543219044","0.347351390710743","5"
"Never","1990","Bavaria","Couple + C. GT 16 ","93","0.228924131911284","0.184845336123786","0.273002927698782","5"
"Never","1990","Bavaria","Couple + C. LE and GT 16","52","0.260016030908948","0.188372321625173","0.331659740192724","5"
"Never","1990","Berlin","1-pers.-HH","78","0.712671424278215","0.62652658974859","0.798816258807841","5"
"Never","1990","Berlin","(Married) couple without C. ","116","0.780829584936048","0.714181706645727","0.847477463226368","5"
"Never","1990","Berlin","Single parent ","34","0.961951322859415","0.899456625429998","1.02444602028883","5"
"Never","1990","Berlin","Couple + C. LE 16 ","138","0.747385002475068","0.682823263208294","0.811946741741842","5"
"Never","1990","Berlin","Couple + C. GT 16 ","43","0.580347779965741","0.46037565840241","0.700319901529073","5"
"Never","1990","Berlin","Couple + C. LE and GT 16","40","0.572370416079116","0.446131125378478","0.698609706779754","5"
"Rarely","1990","Schleswig-Holstein","Couple + C. LE 16 ","18","","","","4"
"Rarely","1990","Schleswig-Holstein","Single parent ","5","","","","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","20","","","","4"
"Rarely","1990","Bremen","Single parent ","1","","","","4"
"Rarely","1990","Bremen","Couple + C. LE 16 ","6","","","","4"
"Rarely","1990","Bremen","Couple + C. LE and GT 16","1","","","","4"
"Rarely","1990","Brandenburg","Couple + C. GT 16 ","16","","","","4"
"Rarely","1990","Baden-Württemberg","1-pers.-HH","31","0.17918806069926","0.117401559867684","0.240974561530836","4"
"Rarely","1990","Baden-Württemberg","(Married) couple without C. ","121","0.317384202245601","0.269633201337354","0.365135203153847","4"
"Rarely","1990","Thuringia","Single parent ","5","","","","4"
"Rarely","1990","Thuringia","Couple + C. LE 16 ","54","0.196711425929595","0.147137855121855","0.246284996737335","4"
"Rarely","1990","Bremen","Couple + C. GT 16 ","2","","","","4"
"Rarely","1990","Brandenburg","Couple + C. LE and GT 16","6","","","","4"
"Rarely","1990","Schleswig-Holstein","1-pers.-HH","14","","","","4"
"Rarely","1990","Schleswig-Holstein","(Married) couple without C. ","29","","","","4"
"Rarely","1990","Schleswig-Holstein","Couple + C. GT 16 ","21","","","","4"
"Rarely","1990","Schleswig-Holstein","Couple + C. LE and GT 16","13","","","","4"
"Rarely","1990","Thuringia","Couple + C. GT 16 ","35","0.237380307433675","0.166392314144333","0.308368300723018","4"
"Rarely","1990","Thuringia","Couple + C. LE and GT 16","9","","","","4"
"Rarely","1990","North Rhine-Westphalia","1-pers.-HH","52","0.194234500828137","0.146239571304165","0.242229430352108","4"
"Rarely","1990","North Rhine-Westphalia","(Married) couple without C. ","179","0.315664225889583","0.278598123024982","0.352730328754184","4"
"Rarely","1990","Baden-Württemberg","Couple + C. LE 16 ","163","0.428896346335538","0.382546886372003","0.475245806299074","4"
"Rarely","1990","Baden-Württemberg","Couple + C. GT 16 ","146","0.382711942172714","0.337193123718741","0.428230760626687","4"
"Rarely","1990","Mecklenburg-Western Pomerania","1-pers.-HH","5","","","","4"
"Rarely","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","21","","","","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Single parent ","5","","","","4"
"Rarely","1990","Baden-Württemberg","Single parent ","23","","","","4"
"Rarely","1990","Hamburg","1-pers.-HH","10","","","","4"
"Rarely","1990","Hamburg","(Married) couple without C. ","15","","","","4"
"Rarely","1990","Hamburg","Single parent ","2","","","","4"
"Rarely","1990","Hamburg","Couple + C. LE 16 ","8","","","","4"
"Rarely","1990","Hamburg","Couple + C. GT 16 ","5","","","","4"
"Rarely","1990","Hamburg","Couple + C. LE and GT 16","","","","","4"
"Rarely","1990","Lower Saxony","1-pers.-HH","28","","","","4"
"Rarely","1990","Lower Saxony","(Married) couple without C. ","101","0.334731008458894","0.280419019712854","0.389042997204934","4"
"Rarely","1990","Lower Saxony","Single parent ","16","","","","4"
"Rarely","1990","Lower Saxony","Couple + C. LE 16 ","65","0.38702228215819","0.315063784796892","0.458980779519487","4"
"Rarely","1990","Lower Saxony","Couple + C. GT 16 ","91","0.409116359532986","0.344729315413061","0.473503403652911","4"
"Rarely","1990","Lower Saxony","Couple + C. LE and GT 16","12","","","","4"
"Rarely","1990","Bremen","1-pers.-HH","2","","","","4"
"Rarely","1990","Bremen","(Married) couple without C. ","5","","","","4"
"Rarely","1990","North Rhine-Westphalia","Single parent ","33","0.259914541663157","0.182405608404106","0.337423474922208","4"
"Rarely","1990","North Rhine-Westphalia","Couple + C. LE 16 ","186","0.321903993111922","0.283649755112566","0.360158231111277","4"
"Rarely","1990","North Rhine-Westphalia","Couple + C. GT 16 ","180","0.337228745031195","0.298177218161518","0.376280271900872","4"
"Rarely","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","70","0.275634439279099","0.222823075705021","0.328445802853178","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","48","0.338027478130353","0.262826709256503","0.413228247004203","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","15","","","","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","14","","","","4"
"Rarely","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","8","","","","4"
"Rarely","1990","Saxony","1-pers.-HH","11","","","","4"
"Rarely","1990","Saxony","(Married) couple without C. ","53","0.160931489828763","0.120415749699154","0.201447229958372","4"
"Rarely","1990","Thuringia","1-pers.-HH","5","","","","4"
"Rarely","1990","Thuringia","(Married) couple without C. ","27","","","","4"
"Rarely","1990","Hesse","1-pers.-HH","27","","","","4"
"Rarely","1990","Hesse","(Married) couple without C. ","86","0.378280456104969","0.31666866640612","0.439892245803818","4"
"Rarely","1990","Hesse","Single parent ","18","","","","4"
"Rarely","1990","Hesse","Couple + C. LE 16 ","70","0.348105937917259","0.286136238339155","0.410075637495364","4"
"Rarely","1990","Hesse","Couple + C. GT 16 ","91","0.491271497377542","0.424447464767073","0.558095529988011","4"
"Rarely","1990","Hesse","Couple + C. LE and GT 16","35","0.493858317447246","0.38939976736362","0.598316867530871","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","18","","","","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","60","0.356372900863423","0.28437942746287","0.428366374263976","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Single parent ","14","","","","4"
"Rarely","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","63","0.461141244755125","0.376739748191553","0.545542741318696","4"
"Rarely","1990","Saxony","Single parent ","11","","","","4"
"Rarely","1990","Saxony","Couple + C. LE 16 ","78","0.182148792597121","0.145836512120336","0.218461073073907","4"
"Rarely","1990","Saxony","Couple + C. GT 16 ","45","0.202856414616638","0.147538891941748","0.258173937291527","4"
"Rarely","1990","Saxony","Couple + C. LE and GT 16","22","","","","4"
"Rarely","1990","Saxony-Anhalt","1-pers.-HH","6","","","","4"
"Rarely","1990","Saxony-Anhalt","(Married) couple without C. ","22","","","","4"
"Rarely","1990","Saxony-Anhalt","Single parent ","2","","","","4"
"Rarely","1990","Saxony-Anhalt","Couple + C. LE 16 ","34","0.130351578502975","0.0900417734478399","0.170661383558111","4"
"Rarely","1990","Saxony-Anhalt","Couple + C. GT 16 ","34","0.222847345701022","0.157542908355271","0.288151783046774","4"
"Rarely","1990","Saxony-Anhalt","Couple + C. LE and GT 16","9","","","","4"
"Rarely","1990","Baden-Württemberg","Couple + C. LE and GT 16","60","0.351812515000337","0.283368850972171","0.420256179028502","4"
"Rarely","1990","Bavaria","1-pers.-HH","50","0.241250208128563","0.181200081691382","0.301300334565745","4"
"Rarely","1990","Bavaria","(Married) couple without C. ","109","0.286976342980496","0.241495206231667","0.332457479729325","4"
"Rarely","1990","Brandenburg","1-pers.-HH","17","","","","4"
"Rarely","1990","Brandenburg","(Married) couple without C. ","18","","","","4"
"Rarely","1990","Brandenburg","Single parent ","4","","","","4"
"Rarely","1990","Brandenburg","Couple + C. LE 16 ","33","0.131963286101079","0.0888739774643858","0.175052594737772","4"
"Rarely","1990","Bavaria","Single parent ","24","","","","4"
"Rarely","1990","Bavaria","Couple + C. LE 16 ","120","0.376531397546449","0.325625703739994","0.427437091352904","4"
"Rarely","1990","Bavaria","Couple + C. GT 16 ","107","0.293227969053754","0.245466491779339","0.340989446328169","4"
"Rarely","1990","Bavaria","Couple + C. LE and GT 16","42","0.339891833025697","0.262526791558066","0.417256874493329","4"
"Rarely","1990","Berlin","1-pers.-HH","20","","","","4"
"Rarely","1990","Berlin","(Married) couple without C. ","17","","","","4"
"Rarely","1990","Berlin","Single parent ","1","","","","4"
"Rarely","1990","Berlin","Couple + C. LE 16 ","23","","","","4"
"Rarely","1990","Berlin","Couple + C. GT 16 ","15","","","","4"
"Rarely","1990","Berlin","Couple + C. LE and GT 16","11","","","","4"
"Daily","1991","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Daily","1991","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Daily","1991","Schleswig-Holstein","Single parent ","","","","","1"
"Daily","1991","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Hamburg","1-pers.-HH","","","","","1"
"Daily","1991","Hamburg","(Married) couple without C. ","","","","","1"
"Daily","1991","Hamburg","Single parent ","","","","","1"
"Daily","1991","Hamburg","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Hamburg","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Lower Saxony","1-pers.-HH","","","","","1"
"Daily","1991","Lower Saxony","(Married) couple without C. ","","","","","1"
"Daily","1991","Lower Saxony","Single parent ","","","","","1"
"Daily","1991","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Bremen","1-pers.-HH","","","","","1"
"Daily","1991","Bremen","(Married) couple without C. ","","","","","1"
"Daily","1991","Bremen","Single parent ","","","","","1"
"Daily","1991","Bremen","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Bremen","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Bremen","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"Daily","1991","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"Daily","1991","North Rhine-Westphalia","Single parent ","","","","","1"
"Daily","1991","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"Daily","1991","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Daily","1991","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Hesse","1-pers.-HH","","","","","1"
"Daily","1991","Hesse","(Married) couple without C. ","","","","","1"
"Daily","1991","Hesse","Single parent ","","","","","1"
"Daily","1991","Hesse","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Hesse","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Hesse","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Baden-Württemberg","1-pers.-HH","","","","","1"
"Daily","1991","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Daily","1991","Baden-Württemberg","Single parent ","","","","","1"
"Daily","1991","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Bavaria","1-pers.-HH","","","","","1"
"Daily","1991","Bavaria","(Married) couple without C. ","","","","","1"
"Daily","1991","Bavaria","Single parent ","","","","","1"
"Daily","1991","Bavaria","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Bavaria","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Berlin","1-pers.-HH","","","","","1"
"Daily","1991","Berlin","(Married) couple without C. ","","","","","1"
"Daily","1991","Berlin","Single parent ","","","","","1"
"Daily","1991","Berlin","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Berlin","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Berlin","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Brandenburg","1-pers.-HH","","","","","1"
"Daily","1991","Brandenburg","(Married) couple without C. ","","","","","1"
"Daily","1991","Brandenburg","Single parent ","","","","","1"
"Daily","1991","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Daily","1991","Saxony","1-pers.-HH","","","","","1"
