"plb0218","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"No, never","2019","66 and older","no degree/no degree yet","4","","",""
"Yes, every week","2019","16-34 y.","lower secondary degree","66","0.152958362564341","0.119094053527567","0.186822671601115"
"Yes, every week","2019","16-34 y.","secondary school degree","107","0.134307489946609","0.111980713054767","0.156634266838452"
"Yes, every week","2019","16-34 y.","college entrance qualification","193","0.100545347859923","0.0853873157705921","0.115703379949253"
"Yes, every week","2019","16-34 y.","Other degree","36","0.196672151274848","0.145960245121128","0.247384057428569"
"Yes, every week","2019","16-34 y.","no degree/no degree yet","35","0.333573323233645","0.245060399892063","0.422086246575228"
"Yes, every week","2019","35-65 y.","lower secondary degree","267","0.135653859372392","0.119995241045724","0.15131247769906"
"Yes, every week","2019","35-65 y.","secondary school degree","545","0.114474763871965","0.104765733873746","0.124183793870183"
"Yes, every week","2019","35-65 y.","college entrance qualification","714","0.119103449116744","0.109895919461523","0.128310978771965"
"Yes, every week","2019","35-65 y.","Other degree","194","0.152936833670502","0.134189892771034","0.171683774569969"
"Yes, every week","2019","35-65 y.","no degree/no degree yet","24","","",""
"Yes, every week","2019","66 and older","lower secondary degree","32","0.122201633682599","0.0750064025973626","0.169396864767835"
"Yes, every week","2019","66 and older","secondary school degree","40","0.226438033128436","0.165296816000922","0.28757925025595"
"Yes, every week","2019","66 and older","college entrance qualification","35","0.113176670619914","0.0705307816151884","0.15582255962464"
"Yes, every week","2019","66 and older","Other degree","5","","",""
"Yes, every week","2019","66 and older","no degree/no degree yet","2","","",""
"Yes, every 2 weeks","2019","16-34 y.","lower secondary degree","83","0.198395342599046","0.160876530585039","0.235914154613054"
"Yes, every 2 weeks","2019","16-34 y.","secondary school degree","158","0.149587072473569","0.126233353795692","0.172940791151447"
"Yes, every 2 weeks","2019","16-34 y.","college entrance qualification","209","0.152965566392702","0.13482212911025","0.171109003675153"
"Yes, every 2 weeks","2019","16-34 y.","Other degree","42","0.208938285180331","0.157069475011205","0.260807095349457"
"Yes, every 2 weeks","2019","16-34 y.","no degree/no degree yet","19","","",""
"Yes, every 2 weeks","2019","35-65 y.","lower secondary degree","315","0.168724225551705","0.151598270625437","0.185850180477972"
"Yes, every 2 weeks","2019","35-65 y.","secondary school degree","648","0.151641963580092","0.140704420355656","0.162579506804527"
"Yes, every 2 weeks","2019","35-65 y.","college entrance qualification","549","0.0994977287730263","0.0909889449060191","0.108006512640034"
"Yes, every 2 weeks","2019","35-65 y.","Other degree","265","0.195998990946322","0.175322745500473","0.21667523639217"
"Yes, every 2 weeks","2019","35-65 y.","no degree/no degree yet","33","0.187549138197338","0.1256964664465","0.249401809948175"
"Yes, every 2 weeks","2019","66 and older","lower secondary degree","13","","",""
"Yes, every 2 weeks","2019","66 and older","secondary school degree","13","","",""
"Yes, every 2 weeks","2019","66 and older","college entrance qualification","21","","",""
"Yes, every 2 weeks","2019","66 and older","Other degree","4","","",""
"Yes, every 2 weeks","2019","66 and older","no degree/no degree yet","2","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","lower secondary degree","34","0.070699922152314","0.0465847325513332","0.0948151117532947"
"Yes, every 3-4 weeks","2019","16-34 y.","secondary school degree","77","0.0809160306330224","0.0630598337072913","0.0987722275587536"
"Yes, every 3-4 weeks","2019","16-34 y.","college entrance qualification","154","0.092895834588424","0.0782639961715525","0.107527673005295"
"Yes, every 3-4 weeks","2019","16-34 y.","Other degree","20","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","no degree/no degree yet","6","","",""
"Yes, every 3-4 weeks","2019","35-65 y.","lower secondary degree","171","0.101159051607068","0.087369907445373","0.114948195768763"
"Yes, every 3-4 weeks","2019","35-65 y.","secondary school degree","369","0.0932883139750302","0.0844194351316117","0.102157192818449"
"Yes, every 3-4 weeks","2019","35-65 y.","college entrance qualification","470","0.085132013384477","0.0771988907100658","0.0930651360588882"
"Yes, every 3-4 weeks","2019","35-65 y.","Other degree","95","0.0681988575585858","0.0550687998940985","0.0813289152230732"
"Yes, every 3-4 weeks","2019","35-65 y.","no degree/no degree yet","3","","",""
"Yes, every 3-4 weeks","2019","66 and older","lower secondary degree","6","","",""
"Yes, every 3-4 weeks","2019","66 and older","secondary school degree","14","","",""
"Yes, every 3-4 weeks","2019","66 and older","college entrance qualification","22","","",""
"Yes, every 3-4 weeks","2019","66 and older","Other degree","6","","",""
"Yes, every 3-4 weeks","2019","66 and older","no degree/no degree yet","2","","",""
"Rarely","2019","16-34 y.","lower secondary degree","79","0.145402789237082","0.112238527761198","0.178567050712966"
"Rarely","2019","16-34 y.","secondary school degree","145","0.168430673611309","0.143925718592817","0.1929356286298"
"Rarely","2019","16-34 y.","college entrance qualification","253","0.180684403504711","0.161290816642546","0.200077990366876"
"Rarely","2019","16-34 y.","Other degree","31","0.186512653697574","0.136816630001348","0.236208677393801"
"Rarely","2019","16-34 y.","no degree/no degree yet","15","","",""
"Rarely","2019","35-65 y.","lower secondary degree","381","0.21097740767952","0.192319789203029","0.229635026156011"
"Rarely","2019","35-65 y.","secondary school degree","814","0.213025692431215","0.200539881236665","0.225511503625764"
"Rarely","2019","35-65 y.","college entrance qualification","1191","0.268700778514133","0.256099908828905","0.281301648199361"
"Rarely","2019","35-65 y.","Other degree","249","0.181286059501921","0.161219876828449","0.201352242175393"
"Rarely","2019","35-65 y.","no degree/no degree yet","24","","",""
"Rarely","2019","66 and older","lower secondary degree","33","0.193571808071895","0.136638537737061","0.250505078406728"
"Rarely","2019","66 and older","secondary school degree","38","0.128255887379015","0.079408087818933","0.177103686939097"
"Rarely","2019","66 and older","college entrance qualification","64","0.394439682453382","0.32865130661259","0.460228058294174"
"Rarely","2019","66 and older","Other degree","14","","",""
"Rarely","2019","66 and older","no degree/no degree yet","1","","",""
