"plb0218","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2015","66 and older","vocational + Abi","2","","",""
"Rarely","2015","66 and older","higher vocational","4","","",""
"Rarely","2015","66 and older","higher education","31","0.268104935122822","0.184945476076753","0.351264394168891"
"No, never","2016","16-34 y.","in school","","","",""
"No, never","2016","16-34 y.","inadequately","","","",""
"No, never","2016","16-34 y.","general elemantary","","","",""
"No, never","2016","16-34 y.","middle vocational","","","",""
"No, never","2016","16-34 y.","vocational + Abi","","","",""
"No, never","2016","16-34 y.","higher vocational","","","",""
"No, never","2016","16-34 y.","higher education","","","",""
"No, never","2016","35-65 y.","in school","","","",""
"No, never","2016","35-65 y.","inadequately","","","",""
"No, never","2016","35-65 y.","general elemantary","","","",""
"No, never","2016","35-65 y.","middle vocational","","","",""
"No, never","2016","35-65 y.","vocational + Abi","","","",""
"No, never","2016","35-65 y.","higher vocational","","","",""
"No, never","2016","35-65 y.","higher education","","","",""
"No, never","2016","66 and older","in school","","","",""
"No, never","2016","66 and older","inadequately","","","",""
"No, never","2016","66 and older","general elemantary","","","",""
"No, never","2016","66 and older","middle vocational","","","",""
"No, never","2016","66 and older","vocational + Abi","","","",""
"No, never","2016","66 and older","higher vocational","","","",""
"No, never","2016","66 and older","higher education","","","",""
"Yes, every week","2016","16-34 y.","in school","","","",""
"Yes, every week","2016","16-34 y.","inadequately","","","",""
"Yes, every week","2016","16-34 y.","general elemantary","","","",""
"Yes, every week","2016","16-34 y.","middle vocational","","","",""
"Yes, every week","2016","16-34 y.","vocational + Abi","","","",""
"Yes, every week","2016","16-34 y.","higher vocational","","","",""
"Yes, every week","2016","16-34 y.","higher education","","","",""
"Yes, every week","2016","35-65 y.","in school","","","",""
"Yes, every week","2016","35-65 y.","inadequately","","","",""
"Yes, every week","2016","35-65 y.","general elemantary","","","",""
"Yes, every week","2016","35-65 y.","middle vocational","","","",""
"Yes, every week","2016","35-65 y.","vocational + Abi","","","",""
"Yes, every week","2016","35-65 y.","higher vocational","","","",""
"Yes, every week","2016","35-65 y.","higher education","","","",""
"Yes, every week","2016","66 and older","in school","","","",""
"Yes, every week","2016","66 and older","inadequately","","","",""
"Yes, every week","2016","66 and older","general elemantary","","","",""
"Yes, every week","2016","66 and older","middle vocational","","","",""
"Yes, every week","2016","66 and older","vocational + Abi","","","",""
"Yes, every week","2016","66 and older","higher vocational","","","",""
"Yes, every week","2016","66 and older","higher education","","","",""
"Yes, every 2 weeks","2016","16-34 y.","in school","","","",""
"Yes, every 2 weeks","2016","16-34 y.","inadequately","","","",""
"Yes, every 2 weeks","2016","16-34 y.","general elemantary","","","",""
"Yes, every 2 weeks","2016","16-34 y.","middle vocational","","","",""
"Yes, every 2 weeks","2016","16-34 y.","vocational + Abi","","","",""
"Yes, every 2 weeks","2016","16-34 y.","higher vocational","","","",""
"Yes, every 2 weeks","2016","16-34 y.","higher education","","","",""
"Yes, every 2 weeks","2016","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2016","35-65 y.","inadequately","","","",""
"Yes, every 2 weeks","2016","35-65 y.","general elemantary","","","",""
"Yes, every 2 weeks","2016","35-65 y.","middle vocational","","","",""
"Yes, every 2 weeks","2016","35-65 y.","vocational + Abi","","","",""
"Yes, every 2 weeks","2016","35-65 y.","higher vocational","","","",""
"Yes, every 2 weeks","2016","35-65 y.","higher education","","","",""
"Yes, every 2 weeks","2016","66 and older","in school","","","",""
"Yes, every 2 weeks","2016","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2016","66 and older","general elemantary","","","",""
"Yes, every 2 weeks","2016","66 and older","middle vocational","","","",""
"Yes, every 2 weeks","2016","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2016","66 and older","higher vocational","","","",""
"Yes, every 2 weeks","2016","66 and older","higher education","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","in school","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","general elemantary","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","middle vocational","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","higher vocational","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","higher education","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","general elemantary","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","middle vocational","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","higher vocational","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","higher education","","","",""
"Yes, every 3-4 weeks","2016","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2016","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2016","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2016","66 and older","middle vocational","","","",""
"Yes, every 3-4 weeks","2016","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2016","66 and older","higher vocational","","","",""
"Yes, every 3-4 weeks","2016","66 and older","higher education","","","",""
"Rarely","2016","16-34 y.","in school","","","",""
"Rarely","2016","16-34 y.","inadequately","","","",""
"Rarely","2016","16-34 y.","general elemantary","","","",""
"Rarely","2016","16-34 y.","middle vocational","","","",""
"Rarely","2016","16-34 y.","vocational + Abi","","","",""
"Rarely","2016","16-34 y.","higher vocational","","","",""
"Rarely","2016","16-34 y.","higher education","","","",""
"Rarely","2016","35-65 y.","in school","","","",""
"Rarely","2016","35-65 y.","inadequately","","","",""
"Rarely","2016","35-65 y.","general elemantary","","","",""
"Rarely","2016","35-65 y.","middle vocational","","","",""
"Rarely","2016","35-65 y.","vocational + Abi","","","",""
"Rarely","2016","35-65 y.","higher vocational","","","",""
"Rarely","2016","35-65 y.","higher education","","","",""
"Rarely","2016","66 and older","in school","","","",""
"Rarely","2016","66 and older","inadequately","","","",""
"Rarely","2016","66 and older","general elemantary","","","",""
"Rarely","2016","66 and older","middle vocational","","","",""
"Rarely","2016","66 and older","vocational + Abi","","","",""
"Rarely","2016","66 and older","higher vocational","","","",""
"Rarely","2016","66 and older","higher education","","","",""
"No, never","2017","16-34 y.","in school","15","","",""
"No, never","2017","16-34 y.","inadequately","29","","",""
"No, never","2017","16-34 y.","general elemantary","258","0.446032339650949","0.405403020097743","0.486661659204156"
"No, never","2017","16-34 y.","middle vocational","682","0.41776415288233","0.394422528019395","0.441105777745264"
"No, never","2017","16-34 y.","vocational + Abi","177","0.47159820913275","0.423395916269005","0.519800501996495"
"No, never","2017","16-34 y.","higher vocational","54","0.432950054209941","0.341995338415638","0.523904770004245"
"No, never","2017","16-34 y.","higher education","426","0.49865099574135","0.465136440739017","0.532165550743683"
"No, never","2017","35-65 y.","in school","","","",""
"No, never","2017","35-65 y.","inadequately","56","0.405251650442448","0.319867895604476","0.49063540528042"
"No, never","2017","35-65 y.","general elemantary","325","0.463985361554216","0.427956573907034","0.500014149201397"
"No, never","2017","35-65 y.","middle vocational","2315","0.402553033068067","0.389654346604001","0.415451719532132"
"No, never","2017","35-65 y.","vocational + Abi","595","0.456162057397332","0.429003220578054","0.48332089421661"
"No, never","2017","35-65 y.","higher vocational","346","0.345643414128507","0.314845469330471","0.376441358926544"
"No, never","2017","35-65 y.","higher education","1528","0.388186392147799","0.37240233514221","0.403970449153388"
"No, never","2017","66 and older","in school","","","",""
"No, never","2017","66 and older","inadequately","","","",""
"No, never","2017","66 and older","general elemantary","14","","",""
"No, never","2017","66 and older","middle vocational","102","0.566586320327914","0.49517836850278","0.637994272153048"
"No, never","2017","66 and older","vocational + Abi","6","","",""
"No, never","2017","66 and older","higher vocational","9","","",""
"No, never","2017","66 and older","higher education","65","0.444422420892516","0.362404478354576","0.526440363430456"
"Yes, every week","2017","16-34 y.","in school","30","0.449045458490049","0.334154757121542","0.563936159858557"
"Yes, every week","2017","16-34 y.","inadequately","7","","",""
"Yes, every week","2017","16-34 y.","general elemantary","94","0.148996514329851","0.119891494976764","0.178101533682939"
"Yes, every week","2017","16-34 y.","middle vocational","277","0.175455786876852","0.157454363294603","0.1934572104591"
"Yes, every week","2017","16-34 y.","vocational + Abi","51","0.118969678682166","0.0877079452941103","0.150231412070222"
"Yes, every week","2017","16-34 y.","higher vocational","12","","",""
"Yes, every week","2017","16-34 y.","higher education","76","0.0887772041576512","0.0697125885381647","0.107841819777138"
"Yes, every week","2017","35-65 y.","in school","","","",""
"Yes, every week","2017","35-65 y.","inadequately","18","","",""
"Yes, every week","2017","35-65 y.","general elemantary","122","0.147000254973151","0.121417772895501","0.172582737050801"
"Yes, every week","2017","35-65 y.","middle vocational","740","0.130996272157012","0.12212216757823","0.139870376735794"
"Yes, every week","2017","35-65 y.","vocational + Abi","129","0.111431503878257","0.0942735188000491","0.128589488956465"
"Yes, every week","2017","35-65 y.","higher vocational","101","0.109136317159813","0.0889437921850962","0.129328842134529"
"Yes, every week","2017","35-65 y.","higher education","488","0.133072064819451","0.1220712749875","0.144072854651401"
"Yes, every week","2017","66 and older","in school","","","",""
"Yes, every week","2017","66 and older","inadequately","1","","",""
"Yes, every week","2017","66 and older","general elemantary","6","","",""
"Yes, every week","2017","66 and older","middle vocational","33","0.191300082217512","0.134622214319758","0.247977950115265"
"Yes, every week","2017","66 and older","vocational + Abi","","","",""
"Yes, every week","2017","66 and older","higher vocational","10","","",""
"Yes, every week","2017","66 and older","higher education","19","","",""
"Yes, every 2 weeks","2017","16-34 y.","in school","15","","",""
"Yes, every 2 weeks","2017","16-34 y.","inadequately","9","","",""
"Yes, every 2 weeks","2017","16-34 y.","general elemantary","99","0.164698999647326","0.134382353822983","0.19501564547167"
"Yes, every 2 weeks","2017","16-34 y.","middle vocational","314","0.161113292509286","0.143713928590349","0.178512656428222"
"Yes, every 2 weeks","2017","16-34 y.","vocational + Abi","73","0.163475205105767","0.127767261720292","0.199183148491242"
"Yes, every 2 weeks","2017","16-34 y.","higher vocational","17","","",""
"Yes, every 2 weeks","2017","16-34 y.","higher education","104","0.120310191328624","0.0985039395256486","0.142116443131599"
"Yes, every 2 weeks","2017","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2017","35-65 y.","inadequately","27","","",""
"Yes, every 2 weeks","2017","35-65 y.","general elemantary","119","0.150834120437239","0.124978483005456","0.176689757869022"
"Yes, every 2 weeks","2017","35-65 y.","middle vocational","951","0.171368897004502","0.161457591331455","0.181280202677549"
"Yes, every 2 weeks","2017","35-65 y.","vocational + Abi","191","0.160671204666396","0.140647154685213","0.180695254647578"
"Yes, every 2 weeks","2017","35-65 y.","higher vocational","136","0.154463969877815","0.131060513066276","0.177867426689354"
"Yes, every 2 weeks","2017","35-65 y.","higher education","373","0.106596770923913","0.0966017270579096","0.116591814789917"
"Yes, every 2 weeks","2017","66 and older","in school","","","",""
"Yes, every 2 weeks","2017","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2017","66 and older","general elemantary","2","","",""
"Yes, every 2 weeks","2017","66 and older","middle vocational","12","","",""
"Yes, every 2 weeks","2017","66 and older","vocational + Abi","1","","",""
"Yes, every 2 weeks","2017","66 and older","higher vocational","1","","",""
"Yes, every 2 weeks","2017","66 and older","higher education","13","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","in school","10","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","inadequately","5","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","general elemantary","44","0.0930496819117693","0.0693051635976922","0.116794200225846"
"Yes, every 3-4 weeks","2017","16-34 y.","middle vocational","163","0.0825731412211058","0.0695468387834285","0.0955994436587832"
"Yes, every 3-4 weeks","2017","16-34 y.","vocational + Abi","45","0.0888021026739487","0.0613347083664388","0.116269496981459"
"Yes, every 3-4 weeks","2017","16-34 y.","higher vocational","7","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","higher education","75","0.0991064517208241","0.0790777529079449","0.119135150533703"
"Yes, every 3-4 weeks","2017","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2017","35-65 y.","inadequately","10","","",""
"Yes, every 3-4 weeks","2017","35-65 y.","general elemantary","62","0.092036017683477","0.071151598395289","0.112920436971665"
"Yes, every 3-4 weeks","2017","35-65 y.","middle vocational","520","0.0882177239755023","0.0807582577564189","0.0956771901945857"
"Yes, every 3-4 weeks","2017","35-65 y.","vocational + Abi","144","0.0916748397063202","0.0759399904759604","0.10740968893668"
"Yes, every 3-4 weeks","2017","35-65 y.","higher vocational","87","0.0962232751948625","0.0771260179560786","0.115320532433646"
"Yes, every 3-4 weeks","2017","35-65 y.","higher education","397","0.10308392179658","0.0932356439645068","0.112932199628652"
"Yes, every 3-4 weeks","2017","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2017","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2017","66 and older","general elemantary","1","","",""
"Yes, every 3-4 weeks","2017","66 and older","middle vocational","9","","",""
"Yes, every 3-4 weeks","2017","66 and older","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2017","66 and older","higher vocational","1","","",""
"Yes, every 3-4 weeks","2017","66 and older","higher education","8","","",""
"Rarely","2017","16-34 y.","in school","2","","",""
"Rarely","2017","16-34 y.","inadequately","5","","",""
"Rarely","2017","16-34 y.","general elemantary","80","0.147222464460104","0.118261095526498","0.17618383339371"
"Rarely","2017","16-34 y.","middle vocational","279","0.163093626510427","0.145608331611842","0.180578921409013"
"Rarely","2017","16-34 y.","vocational + Abi","66","0.157154804405368","0.122011934725833","0.192297674084903"
"Rarely","2017","16-34 y.","higher vocational","24","","",""
"Rarely","2017","16-34 y.","higher education","174","0.193155157051551","0.166693733681882","0.21961658042122"
"Rarely","2017","35-65 y.","in school","","","",""
"Rarely","2017","35-65 y.","inadequately","16","","",""
"Rarely","2017","35-65 y.","general elemantary","108","0.146144245351917","0.120623562047426","0.171664928656409"
"Rarely","2017","35-65 y.","middle vocational","1027","0.206864073794917","0.196210370391707","0.217517777198127"
"Rarely","2017","35-65 y.","vocational + Abi","233","0.180060394351695","0.159108810227874","0.201011978475517"
"Rarely","2017","35-65 y.","higher vocational","246","0.294533023639003","0.26501374798751","0.324052299290495"
"Rarely","2017","35-65 y.","higher education","876","0.269060850312257","0.254697531905239","0.283424168719276"
"Rarely","2017","66 and older","in school","","","",""
"Rarely","2017","66 and older","inadequately","1","","",""
"Rarely","2017","66 and older","general elemantary","4","","",""
"Rarely","2017","66 and older","middle vocational","29","","",""
"Rarely","2017","66 and older","vocational + Abi","6","","",""
"Rarely","2017","66 and older","higher vocational","10","","",""
"Rarely","2017","66 and older","higher education","36","0.304576760510406","0.22861211489209","0.380541406128722"
"No, never","2018","16-34 y.","in school","","","",""
"No, never","2018","16-34 y.","inadequately","","","",""
"No, never","2018","16-34 y.","general elemantary","","","",""
"No, never","2018","16-34 y.","middle vocational","","","",""
"No, never","2018","16-34 y.","vocational + Abi","","","",""
"No, never","2018","16-34 y.","higher vocational","","","",""
"No, never","2018","16-34 y.","higher education","","","",""
"No, never","2018","35-65 y.","in school","","","",""
"No, never","2018","35-65 y.","inadequately","","","",""
"No, never","2018","35-65 y.","general elemantary","","","",""
"No, never","2018","35-65 y.","middle vocational","","","",""
"No, never","2018","35-65 y.","vocational + Abi","","","",""
"No, never","2018","35-65 y.","higher vocational","","","",""
"No, never","2018","35-65 y.","higher education","","","",""
"No, never","2018","66 and older","in school","","","",""
"No, never","2018","66 and older","inadequately","","","",""
"No, never","2018","66 and older","general elemantary","","","",""
"No, never","2018","66 and older","middle vocational","","","",""
"No, never","2018","66 and older","vocational + Abi","","","",""
"No, never","2018","66 and older","higher vocational","","","",""
"No, never","2018","66 and older","higher education","","","",""
"Yes, every week","2018","16-34 y.","in school","","","",""
"Yes, every week","2018","16-34 y.","inadequately","","","",""
"Yes, every week","2018","16-34 y.","general elemantary","","","",""
"Yes, every week","2018","16-34 y.","middle vocational","","","",""
"Yes, every week","2018","16-34 y.","vocational + Abi","","","",""
"Yes, every week","2018","16-34 y.","higher vocational","","","",""
"Yes, every week","2018","16-34 y.","higher education","","","",""
"Yes, every week","2018","35-65 y.","in school","","","",""
"Yes, every week","2018","35-65 y.","inadequately","","","",""
"Yes, every week","2018","35-65 y.","general elemantary","","","",""
"Yes, every week","2018","35-65 y.","middle vocational","","","",""
"Yes, every week","2018","35-65 y.","vocational + Abi","","","",""
"Yes, every week","2018","35-65 y.","higher vocational","","","",""
"Yes, every week","2018","35-65 y.","higher education","","","",""
"Yes, every week","2018","66 and older","in school","","","",""
"Yes, every week","2018","66 and older","inadequately","","","",""
"Yes, every week","2018","66 and older","general elemantary","","","",""
"Yes, every week","2018","66 and older","middle vocational","","","",""
"Yes, every week","2018","66 and older","vocational + Abi","","","",""
"Yes, every week","2018","66 and older","higher vocational","","","",""
"Yes, every week","2018","66 and older","higher education","","","",""
"Yes, every 2 weeks","2018","16-34 y.","in school","","","",""
"Yes, every 2 weeks","2018","16-34 y.","inadequately","","","",""
"Yes, every 2 weeks","2018","16-34 y.","general elemantary","","","",""
"Yes, every 2 weeks","2018","16-34 y.","middle vocational","","","",""
"Yes, every 2 weeks","2018","16-34 y.","vocational + Abi","","","",""
"Yes, every 2 weeks","2018","16-34 y.","higher vocational","","","",""
"Yes, every 2 weeks","2018","16-34 y.","higher education","","","",""
"Yes, every 2 weeks","2018","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2018","35-65 y.","inadequately","","","",""
"Yes, every 2 weeks","2018","35-65 y.","general elemantary","","","",""
"Yes, every 2 weeks","2018","35-65 y.","middle vocational","","","",""
"Yes, every 2 weeks","2018","35-65 y.","vocational + Abi","","","",""
"Yes, every 2 weeks","2018","35-65 y.","higher vocational","","","",""
"Yes, every 2 weeks","2018","35-65 y.","higher education","","","",""
"Yes, every 2 weeks","2018","66 and older","in school","","","",""
"Yes, every 2 weeks","2018","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2018","66 and older","general elemantary","","","",""
"Yes, every 2 weeks","2018","66 and older","middle vocational","","","",""
"Yes, every 2 weeks","2018","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2018","66 and older","higher vocational","","","",""
"Yes, every 2 weeks","2018","66 and older","higher education","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","in school","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","general elemantary","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","middle vocational","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","higher vocational","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","higher education","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","general elemantary","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","middle vocational","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","higher vocational","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","higher education","","","",""
"Yes, every 3-4 weeks","2018","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2018","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2018","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2018","66 and older","middle vocational","","","",""
"Yes, every 3-4 weeks","2018","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2018","66 and older","higher vocational","","","",""
"Yes, every 3-4 weeks","2018","66 and older","higher education","","","",""
"Rarely","2018","16-34 y.","in school","","","",""
"Rarely","2018","16-34 y.","inadequately","","","",""
"Rarely","2018","16-34 y.","general elemantary","","","",""
"Rarely","2018","16-34 y.","middle vocational","","","",""
"Rarely","2018","16-34 y.","vocational + Abi","","","",""
"Rarely","2018","16-34 y.","higher vocational","","","",""
"Rarely","2018","16-34 y.","higher education","","","",""
"Rarely","2018","35-65 y.","in school","","","",""
"Rarely","2018","35-65 y.","inadequately","","","",""
"Rarely","2018","35-65 y.","general elemantary","","","",""
"Rarely","2018","35-65 y.","middle vocational","","","",""
"Rarely","2018","35-65 y.","vocational + Abi","","","",""
"Rarely","2018","35-65 y.","higher vocational","","","",""
"Rarely","2018","35-65 y.","higher education","","","",""
"Rarely","2018","66 and older","in school","","","",""
"Rarely","2018","66 and older","inadequately","","","",""
"Rarely","2018","66 and older","general elemantary","","","",""
"Rarely","2018","66 and older","middle vocational","","","",""
"Rarely","2018","66 and older","vocational + Abi","","","",""
"Rarely","2018","66 and older","higher vocational","","","",""
"Rarely","2018","66 and older","higher education","","","",""
"No, never","2019","16-34 y.","in school","21","","",""
"No, never","2019","16-34 y.","inadequately","23","","",""
"No, never","2019","16-34 y.","general elemantary","249","0.461582498703306","0.418401034780532","0.504763962626079"
"No, never","2019","16-34 y.","middle vocational","643","0.427305821329372","0.402187781438688","0.452423861220056"
"No, never","2019","16-34 y.","vocational + Abi","167","0.481510910834256","0.430667577759467","0.532354243909044"
"No, never","2019","16-34 y.","higher vocational","47","0.48428027709024","0.396318800758842","0.572241753421639"
"No, never","2019","16-34 y.","higher education","376","0.463637962933338","0.429338399948647","0.497937525918028"
"No, never","2019","35-65 y.","in school","","","",""
"No, never","2019","35-65 y.","inadequately","57","0.486563498687865","0.396761140075943","0.576365857299786"
"No, never","2019","35-65 y.","general elemantary","273","0.386173899541761","0.349225187153735","0.423122611929787"
"No, never","2019","35-65 y.","middle vocational","2179","0.416229419619027","0.40281870560818","0.429640133629875"
"No, never","2019","35-65 y.","vocational + Abi","606","0.471940223579539","0.44507061315813","0.498809834000947"
"No, never","2019","35-65 y.","higher vocational","358","0.383833365441174","0.354032373165916","0.413634357716432"
"No, never","2019","35-65 y.","higher education","1543","0.408758948837491","0.393701996868505","0.423815900806476"
"No, never","2019","66 and older","in school","","","",""
"No, never","2019","66 and older","inadequately","1","","",""
"No, never","2019","66 and older","general elemantary","23","","",""
"No, never","2019","66 and older","middle vocational","124","0.544420642925072","0.482562378857519","0.606278906992626"
"No, never","2019","66 and older","vocational + Abi","8","","",""
"No, never","2019","66 and older","higher vocational","27","","",""
"No, never","2019","66 and older","higher education","88","0.355608551224639","0.29685434233278","0.414362760116497"
"Yes, every week","2019","16-34 y.","in school","25","","",""
"Yes, every week","2019","16-34 y.","inadequately","7","","",""
"Yes, every week","2019","16-34 y.","general elemantary","71","0.145448655401988","0.114910904596172","0.175986406207805"
"Yes, every week","2019","16-34 y.","middle vocational","216","0.157871544967256","0.139357724095842","0.17638536583867"
"Yes, every week","2019","16-34 y.","vocational + Abi","42","0.095843284120994","0.0658886626580774","0.12579790558391"
"Yes, every week","2019","16-34 y.","higher vocational","15","","",""
"Yes, every week","2019","16-34 y.","higher education","102","0.102647012088754","0.0817720887572485","0.12352193542026"
"Yes, every week","2019","35-65 y.","in school","","","",""
"Yes, every week","2019","35-65 y.","inadequately","18","","",""
"Yes, every week","2019","35-65 y.","general elemantary","107","0.158921109836508","0.13117549614489","0.186666723528126"
"Yes, every week","2019","35-65 y.","middle vocational","713","0.125173354076022","0.116170476218007","0.134176231934036"
"Yes, every week","2019","35-65 y.","vocational + Abi","143","0.100943606122936","0.0847288954513686","0.117158316794503"
"Yes, every week","2019","35-65 y.","higher vocational","165","0.128628744760299","0.10811330151131","0.149144188009287"
"Yes, every week","2019","35-65 y.","higher education","617","0.123000630212598","0.112941175334853","0.133060085090343"
"Yes, every week","2019","66 and older","in school","","","",""
"Yes, every week","2019","66 and older","inadequately","1","","",""
"Yes, every week","2019","66 and older","general elemantary","9","","",""
"Yes, every week","2019","66 and older","middle vocational","41","0.121173128300445","0.0806406422952718","0.161705614305618"
"Yes, every week","2019","66 and older","vocational + Abi","","","",""
"Yes, every week","2019","66 and older","higher vocational","12","","",""
"Yes, every week","2019","66 and older","higher education","52","0.146729396088195","0.103300383243129","0.190158408933261"
"Yes, every 2 weeks","2019","16-34 y.","in school","12","","",""
"Yes, every 2 weeks","2019","16-34 y.","inadequately","8","","",""
"Yes, every 2 weeks","2019","16-34 y.","general elemantary","98","0.184066497577723","0.150498311981027","0.217634683174419"
"Yes, every 2 weeks","2019","16-34 y.","middle vocational","253","0.16352638362512","0.144747274023269","0.182305493226971"
"Yes, every 2 weeks","2019","16-34 y.","vocational + Abi","69","0.188523343883786","0.148723467897513","0.228323219870058"
"Yes, every 2 weeks","2019","16-34 y.","higher vocational","18","","",""
"Yes, every 2 weeks","2019","16-34 y.","higher education","80","0.126009716786212","0.103183948918927","0.148835484653497"
"Yes, every 2 weeks","2019","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2019","35-65 y.","inadequately","21","","",""
"Yes, every 2 weeks","2019","35-65 y.","general elemantary","134","0.203796897989074","0.173226866129774","0.234366929848375"
"Yes, every 2 weeks","2019","35-65 y.","middle vocational","853","0.16089858759123","0.150902092569696","0.170895082612763"
"Yes, every 2 weeks","2019","35-65 y.","vocational + Abi","191","0.142838947598697","0.124005455050511","0.161672440146882"
"Yes, every 2 weeks","2019","35-65 y.","higher vocational","138","0.125955968624418","0.105623678132881","0.146288259115956"
"Yes, every 2 weeks","2019","35-65 y.","higher education","491","0.105040948355985","0.0956501603314847","0.114431736380485"
"Yes, every 2 weeks","2019","66 and older","in school","","","",""
"Yes, every 2 weeks","2019","66 and older","inadequately","1","","",""
"Yes, every 2 weeks","2019","66 and older","general elemantary","4","","",""
"Yes, every 2 weeks","2019","66 and older","middle vocational","20","","",""
"Yes, every 2 weeks","2019","66 and older","vocational + Abi","5","","",""
"Yes, every 2 weeks","2019","66 and older","higher vocational","6","","",""
"Yes, every 2 weeks","2019","66 and older","higher education","18","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","in school","5","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","inadequately","1","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","general elemantary","31","0.0633592251332614","0.0422581507118041","0.0844602995547187"
"Yes, every 3-4 weeks","2019","16-34 y.","middle vocational","143","0.0918409136782752","0.0771768607028107","0.10650496665374"
"Yes, every 3-4 weeks","2019","16-34 y.","vocational + Abi","35","0.0756311514162092","0.0487260803864004","0.102536222446018"
"Yes, every 3-4 weeks","2019","16-34 y.","higher vocational","13","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","higher education","85","0.0957502306570995","0.0755114569672353","0.115989004346964"
"Yes, every 3-4 weeks","2019","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2019","35-65 y.","inadequately","3","","",""
"Yes, every 3-4 weeks","2019","35-65 y.","general elemantary","36","0.0489091155380244","0.0325412861939189","0.0652769448821299"
"Yes, every 3-4 weeks","2019","35-65 y.","middle vocational","464","0.0986696940303451","0.0905563799280707","0.10678300813262"
"Yes, every 3-4 weeks","2019","35-65 y.","vocational + Abi","134","0.0963996938917452","0.0805141407738598","0.112285247009631"
"Yes, every 3-4 weeks","2019","35-65 y.","higher vocational","89","0.0786819003818604","0.0621830951357389","0.0951807056279819"
"Yes, every 3-4 weeks","2019","35-65 y.","higher education","392","0.081373102100802","0.0729991368760921","0.0897470673255118"
"Yes, every 3-4 weeks","2019","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2019","66 and older","inadequately","2","","",""
"Yes, every 3-4 weeks","2019","66 and older","general elemantary","1","","",""
"Yes, every 3-4 weeks","2019","66 and older","middle vocational","10","","",""
"Yes, every 3-4 weeks","2019","66 and older","vocational + Abi","3","","",""
