"plb0218","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2015","16-34 y.","(Married) couple without C. ","165","0.225475851036658","0.195098605987196","0.25585309608612","5"
"Rarely","2015","16-34 y.","Single parent ","47","0.111793980841742","0.0810286468299666","0.142559314853518","5"
"Rarely","2015","16-34 y.","Couple + C. LE 16 ","184","0.238326672943484","0.210973303348354","0.265680042538614","5"
"Rarely","2015","16-34 y.","Couple + C. GT 16 ","103","0.189486401665186","0.157314269784865","0.221658533545507","5"
"Rarely","2015","16-34 y.","Couple + C. LE and GT 16","53","0.15747442254091","0.120259189664248","0.194689655417573","5"
"Rarely","2015","35-65 y.","1-pers.-HH","265","0.248153429518361","0.222296589363505","0.274010269673216","5"
"Rarely","2015","35-65 y.","(Married) couple without C. ","617","0.269244837651873","0.251762654273084","0.286727021030661","5"
"Rarely","2015","35-65 y.","Single parent ","229","0.186930711734567","0.164108938120549","0.209752485348585","5"
"Rarely","2015","35-65 y.","Couple + C. GT 16 ","339","0.245965494105578","0.223446829543148","0.268484158668009","5"
"Rarely","2015","35-65 y.","Couple + C. LE and GT 16","301","0.251713591158533","0.226738541647407","0.276688640669659","5"
"Rarely","2015","66 and older","1-pers.-HH","20","","","","5"
"Rarely","2015","66 and older","(Married) couple without C. ","50","0.228123273384624","0.1701124762936","0.286134070475649","5"
"Rarely","2015","66 and older","Single parent ","","","","","5"
"Rarely","2015","66 and older","Couple + C. LE 16 ","","","","","5"
"Rarely","2015","66 and older","Couple + C. GT 16 ","8","","","","5"
"Rarely","2015","66 and older","Couple + C. LE and GT 16","","","","","5"
"Rarely","2015","35-65 y.","Couple + C. LE 16 ","972","0.251881248089255","0.238250433653245","0.265512062525264","5"
"Yes, every 2 weeks","2015","16-34 y.","Single parent ","99","0.256821313183442","0.214167513773743","0.29947511259314","3"
"Yes, every 2 weeks","2015","16-34 y.","1-pers.-HH","95","0.210618410506116","0.174914080315229","0.246322740697004","3"
"Yes, every 2 weeks","2015","16-34 y.","(Married) couple without C. ","113","0.183257669199534","0.155135132159013","0.211380206240055","3"
"Yes, every 2 weeks","2015","16-34 y.","Couple + C. LE 16 ","183","0.181826416004468","0.157064094911032","0.206588737097905","3"
"Yes, every 2 weeks","2015","16-34 y.","Couple + C. GT 16 ","93","0.153201439865122","0.123632745915395","0.182770133814849","3"
"Yes, every 2 weeks","2015","16-34 y.","Couple + C. LE and GT 16","48","0.0955601031087443","0.0655233944291076","0.125596811788381","3"
"Yes, every 2 weeks","2015","35-65 y.","1-pers.-HH","162","0.152974762575826","0.13142667323579","0.174522851915862","3"
"Yes, every 2 weeks","2015","35-65 y.","Single parent ","203","0.20245660924934","0.178933841294475","0.225979377204206","3"
"Yes, every 2 weeks","2015","35-65 y.","Couple + C. LE 16 ","547","0.141389597225788","0.130448889442099","0.152330305009476","3"
"Yes, every 2 weeks","2015","35-65 y.","Couple + C. GT 16 ","189","0.154417626489271","0.135523086369352","0.17331216660919","3"
"Yes, every 2 weeks","2015","35-65 y.","Couple + C. LE and GT 16","206","0.186728332320819","0.164302837886379","0.209153826755259","3"
"Yes, every 2 weeks","2015","66 and older","1-pers.-HH","6","","","","3"
"Yes, every 2 weeks","2015","66 and older","(Married) couple without C. ","14","","","","3"
"Yes, every 2 weeks","2015","66 and older","Single parent ","1","","","","3"
"Yes, every 2 weeks","2015","35-65 y.","(Married) couple without C. ","355","0.152847111484704","0.138664848029461","0.167029374939947","3"
"Yes, every 2 weeks","2015","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2015","66 and older","Couple + C. GT 16 ","2","","","","3"
"Yes, every 2 weeks","2015","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2015","16-34 y.","1-pers.-HH","46","0.0863296548130401","0.0617370803554681","0.110922229270612","4"
"Yes, every 3-4 weeks","2015","16-34 y.","(Married) couple without C. ","68","0.109454051130756","0.0867593236564239","0.132148778605088","4"
"Yes, every 3-4 weeks","2015","16-34 y.","Single parent ","23","","","","4"
"Yes, every 3-4 weeks","2015","16-34 y.","Couple + C. LE and GT 16","26","","","","4"
"Yes, every 3-4 weeks","2015","35-65 y.","1-pers.-HH","105","0.0939940114068911","0.0765250805948996","0.111462942218883","4"
"Yes, every 3-4 weeks","2015","35-65 y.","(Married) couple without C. ","200","0.0905692292012802","0.0792579638417054","0.101880494560855","4"
"Yes, every 3-4 weeks","2015","16-34 y.","Couple + C. LE 16 ","85","0.08431293352401","0.0664743332103521","0.102151533837668","4"
"Yes, every 3-4 weeks","2015","16-34 y.","Couple + C. GT 16 ","38","0.0727170888369375","0.0513996496216322","0.0940345280522428","4"
"Yes, every 3-4 weeks","2015","35-65 y.","Single parent ","92","0.0865360411388884","0.0700775694532459","0.102994512824531","4"
"Yes, every 3-4 weeks","2015","35-65 y.","Couple + C. LE 16 ","372","0.0909331992970638","0.0819050703948179","0.0999613281993098","4"
"Yes, every 3-4 weeks","2015","35-65 y.","Couple + C. LE and GT 16","86","0.0966019565925199","0.0796018505422133","0.113602062642826","4"
"Yes, every 3-4 weeks","2015","66 and older","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2015","66 and older","(Married) couple without C. ","14","","","","4"
"Yes, every 3-4 weeks","2015","66 and older","Single parent ","2","","","","4"
"Yes, every 3-4 weeks","2015","35-65 y.","Couple + C. GT 16 ","119","0.0765251688411171","0.0626248549037588","0.0904254827784754","4"
"Yes, every 3-4 weeks","2015","66 and older","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2015","66 and older","Couple + C. GT 16 ","5","","","","4"
"Yes, every 3-4 weeks","2015","66 and older","Couple + C. LE and GT 16","1","","","","4"
"Yes, every week","2015","16-34 y.","1-pers.-HH","76","0.160148276108995","0.128034478118481","0.192262074099509","2"
"Yes, every week","2015","16-34 y.","(Married) couple without C. ","93","0.135704282569619","0.110809471034188","0.160599094105051","2"
"Yes, every week","2015","16-34 y.","Single parent ","67","0.177167984391577","0.139890741732129","0.214445227051026","2"
"Yes, every week","2015","16-34 y.","Couple + C. LE 16 ","124","0.123457322814755","0.102337751662111","0.1445768939674","2"
"Yes, every week","2015","16-34 y.","Couple + C. GT 16 ","78","0.118656129099374","0.0921083346939482","0.1452039235048","2"
"Yes, every week","2015","16-34 y.","Couple + C. LE and GT 16","66","0.161704478305136","0.124087511095784","0.199321445514489","2"
"Yes, every week","2015","35-65 y.","1-pers.-HH","163","0.161459692277539","0.139433230982349","0.183486153572729","2"
"Yes, every week","2015","35-65 y.","(Married) couple without C. ","314","0.132367458986668","0.119010900664667","0.145724017308669","2"
"Yes, every week","2015","35-65 y.","Single parent ","134","0.122959019857996","0.103735388737719","0.142182650978274","2"
"Yes, every week","2015","35-65 y.","Couple + C. LE 16 ","494","0.126763391222286","0.116316152738531","0.13721062970604","2"
"Yes, every week","2015","35-65 y.","Couple + C. GT 16 ","185","0.116136826013189","0.0993840251952433","0.132889626831135","2"
"Yes, every week","2015","35-65 y.","Couple + C. LE and GT 16","160","0.115208908355378","0.0968358058562423","0.133582010854514","2"
"Yes, every week","2015","66 and older","Single parent ","3","","","","2"
"Yes, every week","2015","66 and older","1-pers.-HH","12","","","","2"
"Yes, every week","2015","66 and older","(Married) couple without C. ","33","0.153211482676194","0.103416773512204","0.203006191840184","2"
"Yes, every week","2015","66 and older","Couple + C. LE 16 ","1","","","","2"
"Yes, every week","2015","66 and older","Couple + C. GT 16 ","7","","","","2"
"Yes, every week","2015","66 and older","Couple + C. LE and GT 16","","","","","2"
"No, never","2016","16-34 y.","1-pers.-HH","","","","","1"
"No, never","2016","16-34 y.","(Married) couple without C. ","","","","","1"
"No, never","2016","16-34 y.","Single parent ","","","","","1"
"No, never","2016","16-34 y.","Couple + C. LE 16 ","","","","","1"
"No, never","2016","35-65 y.","1-pers.-HH","","","","","1"
"No, never","2016","35-65 y.","(Married) couple without C. ","","","","","1"
"No, never","2016","16-34 y.","Couple + C. GT 16 ","","","","","1"
"No, never","2016","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"No, never","2016","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"No, never","2016","66 and older","(Married) couple without C. ","","","","","1"
"No, never","2016","35-65 y.","Single parent ","","","","","1"
"No, never","2016","35-65 y.","Couple + C. LE 16 ","","","","","1"
"No, never","2016","35-65 y.","Couple + C. GT 16 ","","","","","1"
"No, never","2016","66 and older","1-pers.-HH","","","","","1"
"No, never","2016","66 and older","Single parent ","","","","","1"
"No, never","2016","66 and older","Couple + C. LE 16 ","","","","","1"
"No, never","2016","66 and older","Couple + C. GT 16 ","","","","","1"
"No, never","2016","66 and older","Couple + C. LE and GT 16","","","","","1"
"Rarely","2016","16-34 y.","1-pers.-HH","","","","","5"
"Rarely","2016","16-34 y.","(Married) couple without C. ","","","","","5"
"Rarely","2016","16-34 y.","Single parent ","","","","","5"
"Rarely","2016","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Rarely","2016","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Rarely","2016","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Rarely","2016","35-65 y.","1-pers.-HH","","","","","5"
"Rarely","2016","35-65 y.","(Married) couple without C. ","","","","","5"
"Rarely","2016","35-65 y.","Single parent ","","","","","5"
"Rarely","2016","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Rarely","2016","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Rarely","2016","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Rarely","2016","66 and older","1-pers.-HH","","","","","5"
"Rarely","2016","66 and older","(Married) couple without C. ","","","","","5"
"Rarely","2016","66 and older","Single parent ","","","","","5"
"Rarely","2016","66 and older","Couple + C. LE 16 ","","","","","5"
"Rarely","2016","66 and older","Couple + C. GT 16 ","","","","","5"
"Rarely","2016","66 and older","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2016","16-34 y.","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2016","16-34 y.","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2016","16-34 y.","Single parent ","","","","","3"
"Yes, every 2 weeks","2016","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2016","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2016","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2016","35-65 y.","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2016","35-65 y.","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2016","35-65 y.","Single parent ","","","","","3"
"Yes, every 2 weeks","2016","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2016","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2016","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2016","66 and older","Single parent ","","","","","3"
"Yes, every 2 weeks","2016","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2016","66 and older","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2016","66 and older","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2016","66 and older","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2016","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2016","16-34 y.","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2016","16-34 y.","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2016","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2016","35-65 y.","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2016","16-34 y.","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2016","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2016","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2016","35-65 y.","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2016","35-65 y.","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2016","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2016","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2016","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2016","66 and older","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2016","66 and older","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2016","66 and older","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2016","66 and older","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2016","66 and older","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2016","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2016","16-34 y.","1-pers.-HH","","","","","2"
"Yes, every week","2016","16-34 y.","(Married) couple without C. ","","","","","2"
"Yes, every week","2016","16-34 y.","Single parent ","","","","","2"
"Yes, every week","2016","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2016","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2016","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2016","35-65 y.","1-pers.-HH","","","","","2"
"Yes, every week","2016","35-65 y.","(Married) couple without C. ","","","","","2"
"Yes, every week","2016","35-65 y.","Single parent ","","","","","2"
"Yes, every week","2016","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2016","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2016","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2016","66 and older","1-pers.-HH","","","","","2"
"Yes, every week","2016","66 and older","(Married) couple without C. ","","","","","2"
"Yes, every week","2016","66 and older","Single parent ","","","","","2"
"Yes, every week","2016","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2016","66 and older","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2016","66 and older","Couple + C. LE and GT 16","","","","","2"
"No, never","2017","16-34 y.","1-pers.-HH","273","0.424175360171074","0.387002066314481","0.461348654027668","1"
"No, never","2017","16-34 y.","(Married) couple without C. ","413","0.462037875929238","0.429961245379731","0.494114506478744","1"
"No, never","2017","16-34 y.","Single parent ","175","0.414447788220619","0.367051779721352","0.461843796719887","1"
"No, never","2017","16-34 y.","Couple + C. LE 16 ","327","0.423660587642387","0.390323699369908","0.456997475914866","1"
"No, never","2017","16-34 y.","Couple + C. LE and GT 16","154","0.437841990732464","0.385940188446084","0.489743793018843","1"
"No, never","2017","16-34 y.","Couple + C. GT 16 ","316","0.488212764914782","0.449364750770712","0.527060779058853","1"
"No, never","2017","35-65 y.","1-pers.-HH","514","0.398767626965955","0.371774345735513","0.425760908196397","1"
"No, never","2017","35-65 y.","(Married) couple without C. ","1217","0.375180418721653","0.357670121601973","0.392690715841333","1"
"No, never","2017","66 and older","1-pers.-HH","43","0.505958668579448","0.407473766830932","0.604443570327965","1"
"No, never","2017","66 and older","Single parent ","3","","","","1"
"No, never","2017","35-65 y.","Single parent ","475","0.427038877570021","0.397303206539741","0.4567745486003","1"
"No, never","2017","35-65 y.","Couple + C. LE 16 ","1687","0.412069976894818","0.396728115163015","0.42741183862662","1"
"No, never","2017","35-65 y.","Couple + C. GT 16 ","719","0.440524959187105","0.41641684904231","0.4646330693319","1"
"No, never","2017","35-65 y.","Couple + C. LE and GT 16","485","0.404678062370665","0.377725866678552","0.431630258062779","1"
"No, never","2017","66 and older","(Married) couple without C. ","137","0.517577061545504","0.456603758371371","0.578550364719636","1"
"No, never","2017","66 and older","Couple + C. LE 16 ","","","","","1"
"No, never","2017","66 and older","Couple + C. GT 16 ","12","","","","1"
"No, never","2017","66 and older","Couple + C. LE and GT 16","","","","","1"
"Rarely","2017","16-34 y.","1-pers.-HH","126","0.19370960028768","0.163983733942347","0.223435466633014","5"
"Rarely","2017","16-34 y.","(Married) couple without C. ","173","0.166773591866904","0.14278972211003","0.190757461623778","5"
"Rarely","2017","16-34 y.","Single parent ","53","0.115129537965333","0.0844211320527958","0.145837943877869","5"
"Rarely","2017","16-34 y.","Couple + C. LE 16 ","149","0.174287941058546","0.148694725706978","0.199881156410115","5"
"Rarely","2017","16-34 y.","Couple + C. GT 16 ","93","0.178684777600368","0.148912075823387","0.208457479377348","5"
"Rarely","2017","16-34 y.","Couple + C. LE and GT 16","45","0.193612449869402","0.152276009048259","0.234948890690546","5"
"Rarely","2017","35-65 y.","1-pers.-HH","270","0.22898624738861","0.205822420194922","0.252150074582298","5"
"Rarely","2017","35-65 y.","(Married) couple without C. ","671","0.251321030896258","0.235633364301133","0.267008697491384","5"
"Rarely","2017","35-65 y.","Single parent ","147","0.157175118160581","0.135295384519553","0.179054851801609","5"
"Rarely","2017","35-65 y.","Couple + C. LE 16 ","855","0.226523552509804","0.213476572786339","0.239570532233269","5"
"Rarely","2017","35-65 y.","Couple + C. GT 16 ","337","0.207869226658453","0.188164015559545","0.227574437757361","5"
"Rarely","2017","35-65 y.","Couple + C. LE and GT 16","202","0.183479826340573","0.162225810649962","0.204733842031185","5"
"Rarely","2017","66 and older","1-pers.-HH","26","","","","5"
"Rarely","2017","66 and older","(Married) couple without C. ","52","0.240124827625729","0.188002008316303","0.292247646935155","5"
"Rarely","2017","66 and older","Single parent ","","","","","5"
"Rarely","2017","66 and older","Couple + C. LE 16 ","","","","","5"
"Rarely","2017","66 and older","Couple + C. GT 16 ","8","","","","5"
"Rarely","2017","66 and older","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2017","16-34 y.","1-pers.-HH","119","0.151821924142284","0.124830613674876","0.178813234609691","3"
"Yes, every 2 weeks","2017","16-34 y.","(Married) couple without C. ","130","0.1235400709266","0.102368939959767","0.144711201893433","3"
"Yes, every 2 weeks","2017","16-34 y.","Single parent ","79","0.191835364674147","0.153952893648992","0.229717835699302","3"
"Yes, every 2 weeks","2017","16-34 y.","Couple + C. LE and GT 16","59","0.177675630476698","0.137687597115986","0.217663663837409","3"
"Yes, every 2 weeks","2017","35-65 y.","1-pers.-HH","191","0.149091757292215","0.129456222408632","0.168727292175798","3"
"Yes, every 2 weeks","2017","66 and older","Single parent ","1","","","","3"
"Yes, every 2 weeks","2017","16-34 y.","Couple + C. LE 16 ","162","0.183784343509898","0.15765469402762","0.209913992992175","3"
"Yes, every 2 weeks","2017","16-34 y.","Couple + C. GT 16 ","100","0.142788292005296","0.115598249932035","0.169978334078557","3"
"Yes, every 2 weeks","2017","35-65 y.","(Married) couple without C. ","445","0.155038808979247","0.141948957751209","0.168128660207285","3"
"Yes, every 2 weeks","2017","35-65 y.","Single parent ","156","0.167776468740886","0.14531350897971","0.190239428502061","3"
"Yes, every 2 weeks","2017","35-65 y.","Couple + C. LE 16 ","552","0.14819602485847","0.137121684499035","0.159270365217905","3"
"Yes, every 2 weeks","2017","35-65 y.","Couple + C. GT 16 ","228","0.139069005647396","0.122266003025977","0.155872008268815","3"
"Yes, every 2 weeks","2017","35-65 y.","Couple + C. LE and GT 16","197","0.156591636848893","0.13663595320489","0.176547320492897","3"
"Yes, every 2 weeks","2017","66 and older","1-pers.-HH","5","","","","3"
"Yes, every 2 weeks","2017","66 and older","(Married) couple without C. ","19","","","","3"
"Yes, every 2 weeks","2017","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2017","66 and older","Couple + C. GT 16 ","3","","","","3"
"Yes, every 2 weeks","2017","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2017","16-34 y.","1-pers.-HH","63","0.0904868160776122","0.0689088574113234","0.112064774743901","4"
"Yes, every 3-4 weeks","2017","16-34 y.","(Married) couple without C. ","98","0.110527087304189","0.0903538856857456","0.130700288922632","4"
"Yes, every 3-4 weeks","2017","16-34 y.","Single parent ","35","0.0811146067514435","0.0548479831838805","0.107381230319007","4"
"Yes, every 3-4 weeks","2017","16-34 y.","Couple + C. LE 16 ","85","0.0971219178967811","0.0771440081002502","0.117099827693312","4"
"Yes, every 3-4 weeks","2017","16-34 y.","Couple + C. GT 16 ","46","0.0642117609946442","0.045160855844053","0.0832626661452355","4"
"Yes, every 3-4 weeks","2017","16-34 y.","Couple + C. LE and GT 16","23","","","","4"
"Yes, every 3-4 weeks","2017","35-65 y.","1-pers.-HH","112","0.079350424488506","0.0644500782618532","0.0942507707151587","4"
"Yes, every 3-4 weeks","2017","35-65 y.","(Married) couple without C. ","251","0.0874772677882901","0.0772592755400374","0.0976952600365428","4"
"Yes, every 3-4 weeks","2017","35-65 y.","Single parent ","124","0.102106027186637","0.083904003454746","0.120308050918528","4"
"Yes, every 3-4 weeks","2017","35-65 y.","Couple + C. LE 16 ","389","0.100814082513613","0.0914294967438983","0.110198668283327","4"
"Yes, every 3-4 weeks","2017","35-65 y.","Couple + C. GT 16 ","146","0.0981788434062253","0.0837292138106326","0.112628473001818","4"
"Yes, every 3-4 weeks","2017","35-65 y.","Couple + C. LE and GT 16","179","0.114447806300203","0.0969664874185139","0.131929125181892","4"
"Yes, every 3-4 weeks","2017","66 and older","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2017","66 and older","1-pers.-HH","3","","","","4"
"Yes, every 3-4 weeks","2017","66 and older","(Married) couple without C. ","16","","","","4"
"Yes, every 3-4 weeks","2017","66 and older","Single parent ","1","","","","4"
"Yes, every 3-4 weeks","2017","66 and older","Couple + C. GT 16 ","1","","","","4"
"Yes, every 3-4 weeks","2017","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2017","16-34 y.","1-pers.-HH","98","0.13980629932135","0.113722268612656","0.165890330030044","2"
"Yes, every week","2017","16-34 y.","(Married) couple without C. ","114","0.137121373973069","0.114990348566102","0.159252399380036","2"
"Yes, every week","2017","16-34 y.","Single parent ","73","0.197472702388458","0.15917193423119","0.235773470545725","2"
"Yes, every week","2017","16-34 y.","Couple + C. LE 16 ","121","0.121145209892388","0.0991317375090329","0.143158682275743","2"
"Yes, every week","2017","35-65 y.","Couple + C. GT 16 ","199","0.114357965100821","0.0989036462297665","0.129812283971876","2"
"Yes, every week","2017","16-34 y.","Couple + C. GT 16 ","81","0.126102404484909","0.100302892609328","0.151901916360491","2"
"Yes, every week","2017","16-34 y.","Couple + C. LE and GT 16","70","0.157380599203508","0.119284030856689","0.195477167550327","2"
"Yes, every week","2017","35-65 y.","1-pers.-HH","177","0.143803943864714","0.124459931372006","0.163147956357422","2"
"Yes, every week","2017","35-65 y.","(Married) couple without C. ","353","0.130982473614551","0.118780868113578","0.143184079115525","2"
"Yes, every week","2017","35-65 y.","Single parent ","161","0.145903508341876","0.12468241306762","0.167124603616131","2"
"Yes, every week","2017","35-65 y.","Couple + C. LE 16 ","471","0.112396363223296","0.102551369930685","0.122241356515908","2"
"Yes, every week","2017","35-65 y.","Couple + C. LE and GT 16","211","0.140802668139665","0.121703463626509","0.159901872652821","2"
"Yes, every week","2017","66 and older","1-pers.-HH","22","","","","2"
"Yes, every week","2017","66 and older","(Married) couple without C. ","34","0.127559035240881","0.0868527121184386","0.168265358363324","2"
"Yes, every week","2017","66 and older","Single parent ","1","","","","2"
"Yes, every week","2017","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2017","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Yes, every week","2017","66 and older","Couple + C. GT 16 ","10","","","","2"
"No, never","2018","16-34 y.","1-pers.-HH","","","","","1"
"No, never","2018","16-34 y.","(Married) couple without C. ","","","","","1"
"No, never","2018","16-34 y.","Single parent ","","","","","1"
"No, never","2018","16-34 y.","Couple + C. LE 16 ","","","","","1"
"No, never","2018","35-65 y.","1-pers.-HH","","","","","1"
"No, never","2018","16-34 y.","Couple + C. GT 16 ","","","","","1"
"No, never","2018","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"No, never","2018","35-65 y.","(Married) couple without C. ","","","","","1"
"No, never","2018","66 and older","Single parent ","","","","","1"
"No, never","2018","35-65 y.","Single parent ","","","","","1"
"No, never","2018","66 and older","Couple + C. LE 16 ","","","","","1"
"No, never","2018","35-65 y.","Couple + C. LE 16 ","","","","","1"
"No, never","2018","35-65 y.","Couple + C. GT 16 ","","","","","1"
"No, never","2018","66 and older","1-pers.-HH","","","","","1"
"No, never","2018","66 and older","(Married) couple without C. ","","","","","1"
"No, never","2018","66 and older","Couple + C. GT 16 ","","","","","1"
"No, never","2018","66 and older","Couple + C. LE and GT 16","","","","","1"
"No, never","2018","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Rarely","2018","16-34 y.","1-pers.-HH","","","","","5"
"Rarely","2018","16-34 y.","(Married) couple without C. ","","","","","5"
"Rarely","2018","16-34 y.","Single parent ","","","","","5"
"Rarely","2018","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Rarely","2018","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Rarely","2018","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Rarely","2018","35-65 y.","1-pers.-HH","","","","","5"
"Rarely","2018","35-65 y.","(Married) couple without C. ","","","","","5"
"Rarely","2018","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Rarely","2018","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Rarely","2018","66 and older","1-pers.-HH","","","","","5"
"Rarely","2018","66 and older","(Married) couple without C. ","","","","","5"
"Rarely","2018","66 and older","Single parent ","","","","","5"
"Rarely","2018","66 and older","Couple + C. LE 16 ","","","","","5"
"Rarely","2018","66 and older","Couple + C. GT 16 ","","","","","5"
"Rarely","2018","66 and older","Couple + C. LE and GT 16","","","","","5"
"Rarely","2018","35-65 y.","Single parent ","","","","","5"
"Rarely","2018","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Yes, every 2 weeks","2018","16-34 y.","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2018","16-34 y.","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2018","16-34 y.","Single parent ","","","","","3"
"Yes, every 2 weeks","2018","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2018","35-65 y.","Single parent ","","","","","3"
"Yes, every 2 weeks","2018","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2018","66 and older","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2018","66 and older","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2018","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2018","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2018","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2018","66 and older","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2018","35-65 y.","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2018","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2018","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2018","35-65 y.","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2018","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2018","66 and older","Single parent ","","","","","3"
"Yes, every 3-4 weeks","2018","16-34 y.","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2018","16-34 y.","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2018","16-34 y.","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2018","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2018","16-34 y.","Couple + C. GT 16 ","","","","","4"
