"m11125","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","2017","1-pers.-HH","inadequately","192","0.239500703362044","0.199936982014661","0.279064424709427","10"
"10 Completely satisfied","2017","1-pers.-HH","general elemantary","134","0.0842322957732577","0.0632646281638444","0.105199963382671","10"
"10 Completely satisfied","2017","1-pers.-HH","middle vocational","215","0.0626432225781917","0.0521253238315232","0.0731611213248603","10"
"10 Completely satisfied","2017","1-pers.-HH","vocational + Abi","32","0.0446743181449429","0.0225189204344494","0.0668297158554364","10"
"10 Completely satisfied","2017","1-pers.-HH","higher vocational","11","","","","10"
"10 Completely satisfied","2017","1-pers.-HH","higher education","163","0.0637153771224042","0.0498788502718333","0.0775519039729751","10"
"10 Completely satisfied","2017","(Married) couple without C. ","in school","","","","","10"
"10 Completely satisfied","2017","(Married) couple without C. ","inadequately","27","","","","10"
"10 Completely satisfied","2017","(Married) couple without C. ","general elemantary","44","0.0424503842110909","0.0270103272972667","0.0578904411249151","10"
"10 Completely satisfied","2017","(Married) couple without C. ","middle vocational","144","0.0324558899392528","0.0270243661817887","0.037887413696717","10"
"10 Completely satisfied","2017","(Married) couple without C. ","vocational + Abi","33","0.0686091393898197","0.0466914578288979","0.0905268209507416","10"
"10 Completely satisfied","2017","(Married) couple without C. ","higher vocational","20","","","","10"
"10 Completely satisfied","2017","(Married) couple without C. ","higher education","134","0.0670650361367042","0.0569475455038527","0.0771825267695556","10"
"10 Completely satisfied","2017","Single parent ","in school","20","","","","10"
"10 Completely satisfied","2017","Single parent ","inadequately","59","0.15667798038376","0.110104267152249","0.20325169361527","10"
"10 Completely satisfied","2017","Single parent ","general elemantary","58","0.0920479382837092","0.0631330864546041","0.120962790112814","10"
"10 Completely satisfied","2017","Single parent ","middle vocational","96","0.0792728940493693","0.0633292292206513","0.0952165588780873","10"
"10 Completely satisfied","2017","Single parent ","vocational + Abi","19","","","","10"
"10 Completely satisfied","2017","Single parent ","higher vocational","2","","","","10"
"10 Completely satisfied","2017","Single parent ","higher education","43","0.0645425554973953","0.0400932051165058","0.0889919058782848","10"
"10 Completely satisfied","2017","Couple + C. LE 16 ","in school","","","","","10"
"10 Completely satisfied","2017","Couple + C. LE 16 ","inadequately","373","0.172584297892026","0.149302294187713","0.19586630159634","10"
"10 Completely satisfied","2017","Couple + C. LE 16 ","general elemantary","258","0.156995028329174","0.133613944744243","0.180376111914106","10"
"10 Completely satisfied","2017","Couple + C. LE 16 ","middle vocational","330","0.0705381848989299","0.0608710757408138","0.080205294057046","10"
"10 Completely satisfied","2017","Couple + C. LE 16 ","vocational + Abi","75","0.0792969486030933","0.0604312448100461","0.0981626523961406","10"
"10 Completely satisfied","2017","Couple + C. LE 16 ","higher vocational","15","","","","10"
"10 Completely satisfied","2017","Couple + C. LE 16 ","higher education","265","0.0940545919397575","0.0820199025099222","0.106089281369593","10"
"10 Completely satisfied","2017","Couple + C. GT 16 ","in school","27","","","","10"
"10 Completely satisfied","2017","Couple + C. GT 16 ","inadequately","9","","","","10"
"10 Completely satisfied","2017","Couple + C. GT 16 ","general elemantary","42","0.0950763384152142","0.0665094607231616","0.123643216107267","10"
"10 Completely satisfied","2017","Couple + C. GT 16 ","middle vocational","117","0.0705049885918698","0.05765666032195","0.0833533168617895","10"
"10 Completely satisfied","2017","Couple + C. GT 16 ","vocational + Abi","17","","","","10"
"10 Completely satisfied","2017","Couple + C. GT 16 ","higher vocational","6","","","","10"
"10 Completely satisfied","2017","Couple + C. GT 16 ","higher education","38","0.0712276066145683","0.0504912155132323","0.0919639977159042","10"
"10 Completely satisfied","2017","Couple + C. LE and GT 16","in school","35","0.240491273144365","0.174061071033349","0.306921475255382","10"
"10 Completely satisfied","2017","Couple + C. LE and GT 16","inadequately","93","0.146980729876597","0.109232259174513","0.184729200578682","10"
"10 Completely satisfied","2017","Couple + C. LE and GT 16","higher education","38","0.0753201386178067","0.0508002021569841","0.0998400750786294","10"
"10 Completely satisfied","2017","Couple + C. LE and GT 16","general elemantary","106","0.142620762461107","0.110768854389773","0.174472670532441","10"
"10 Completely satisfied","2017","Couple + C. LE and GT 16","middle vocational","115","0.0954085146566785","0.07730855320689","0.113508476106467","10"
"10 Completely satisfied","2017","Couple + C. LE and GT 16","vocational + Abi","13","","","","10"
"10 Completely satisfied","2017","Couple + C. LE and GT 16","higher vocational","8","","","","10"
"2 on Scale 1 to 10","2017","1-pers.-HH","in school","","","","","2"
"2 on Scale 1 to 10","2017","1-pers.-HH","inadequately","12","","","","2"
"2 on Scale 1 to 10","2017","1-pers.-HH","general elemantary","28","","","","2"
"2 on Scale 1 to 10","2017","1-pers.-HH","middle vocational","90","0.0466741451277306","0.0375183018526747","0.0558299884027865","2"
"2 on Scale 1 to 10","2017","1-pers.-HH","higher vocational","11","","","","2"
"2 on Scale 1 to 10","2017","1-pers.-HH","higher education","36","0.0352454132027863","0.0247991552681583","0.0456916711374143","2"
"2 on Scale 1 to 10","2017","(Married) couple without C. ","in school","","","","","2"
"2 on Scale 1 to 10","2017","1-pers.-HH","vocational + Abi","11","","","","2"
"2 on Scale 1 to 10","2017","(Married) couple without C. ","higher education","53","0.0214991300602537","0.015632481181677","0.0273657789388305","2"
"2 on Scale 1 to 10","2017","Single parent ","in school","1","","","","2"
"2 on Scale 1 to 10","2017","Single parent ","inadequately","10","","","","2"
"2 on Scale 1 to 10","2017","Single parent ","general elemantary","14","","","","2"
"2 on Scale 1 to 10","2017","Single parent ","middle vocational","32","0.0345392407702176","0.0237625842353454","0.0453158973050898","2"
"2 on Scale 1 to 10","2017","Single parent ","vocational + Abi","10","","","","2"
"2 on Scale 1 to 10","2017","Single parent ","higher vocational","3","","","","2"
"2 on Scale 1 to 10","2017","Single parent ","higher education","10","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE 16 ","in school","1","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE 16 ","inadequately","21","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE 16 ","general elemantary","16","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE 16 ","middle vocational","65","0.0246703172717633","0.0188139029448712","0.0305267315986554","2"
"2 on Scale 1 to 10","2017","Couple + C. LE and GT 16","in school","","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE and GT 16","inadequately","14","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE and GT 16","general elemantary","8","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE and GT 16","middle vocational","25","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE and GT 16","vocational + Abi","2","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher vocational","3","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher education","9","","","","2"
"2 on Scale 1 to 10","2017","(Married) couple without C. ","middle vocational","148","0.0397138964927556","0.033728249401811","0.0456995435837002","2"
"2 on Scale 1 to 10","2017","(Married) couple without C. ","vocational + Abi","8","","","","2"
"2 on Scale 1 to 10","2017","(Married) couple without C. ","higher vocational","32","0.0617130522607374","0.0422466635503028","0.0811794409711719","2"
"2 on Scale 1 to 10","2017","Couple + C. LE 16 ","vocational + Abi","6","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher vocational","1","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher education","21","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. GT 16 ","in school","1","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. GT 16 ","inadequately","5","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. GT 16 ","general elemantary","11","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. GT 16 ","middle vocational","46","0.0265839740386817","0.0185102785139172","0.0346576695634462","2"
"2 on Scale 1 to 10","2017","Couple + C. GT 16 ","vocational + Abi","7","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher vocational","8","","","","2"
"2 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher education","8","","","","2"
"2 on Scale 1 to 10","2017","(Married) couple without C. ","inadequately","3","","","","2"
"2 on Scale 1 to 10","2017","(Married) couple without C. ","general elemantary","30","0.0488074546735335","0.0323066645740107","0.0653082447730562","2"
"3 on Scale 1 to 10","2017","(Married) couple without C. ","middle vocational","274","0.0683666631564348","0.0606312371233235","0.0761020891895462","3"
"3 on Scale 1 to 10","2017","(Married) couple without C. ","vocational + Abi","21","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE and GT 16","in school","3","","","","3"
"3 on Scale 1 to 10","2017","1-pers.-HH","in school","","","","","3"
"3 on Scale 1 to 10","2017","1-pers.-HH","inadequately","17","","","","3"
"3 on Scale 1 to 10","2017","1-pers.-HH","general elemantary","54","0.105545938319309","0.0823496805825553","0.128742196056064","3"
"3 on Scale 1 to 10","2017","1-pers.-HH","middle vocational","140","0.0822406125625127","0.0703159234862296","0.0941653016387959","3"
"3 on Scale 1 to 10","2017","1-pers.-HH","vocational + Abi","18","","","","3"
"3 on Scale 1 to 10","2017","1-pers.-HH","higher vocational","15","","","","3"
"3 on Scale 1 to 10","2017","1-pers.-HH","higher education","59","0.0620019848183099","0.0483402839566513","0.0756636856799684","3"
"3 on Scale 1 to 10","2017","(Married) couple without C. ","in school","","","","","3"
"3 on Scale 1 to 10","2017","(Married) couple without C. ","inadequately","12","","","","3"
"3 on Scale 1 to 10","2017","(Married) couple without C. ","general elemantary","43","0.0780657212489911","0.057520651937849","0.0986107905601332","3"
"3 on Scale 1 to 10","2017","(Married) couple without C. ","higher vocational","34","0.0634509067792834","0.0437306197986434","0.0831711937599234","3"
"3 on Scale 1 to 10","2017","(Married) couple without C. ","higher education","100","0.0416045590553245","0.0335277116843308","0.0496814064263182","3"
"3 on Scale 1 to 10","2017","Single parent ","in school","2","","","","3"
"3 on Scale 1 to 10","2017","Single parent ","inadequately","10","","","","3"
"3 on Scale 1 to 10","2017","Single parent ","general elemantary","22","","","","3"
"3 on Scale 1 to 10","2017","Single parent ","middle vocational","68","0.0550537287625497","0.0415933505782372","0.0685141069468622","3"
"3 on Scale 1 to 10","2017","Single parent ","vocational + Abi","12","","","","3"
"3 on Scale 1 to 10","2017","Single parent ","higher vocational","8","","","","3"
"3 on Scale 1 to 10","2017","Single parent ","higher education","21","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE 16 ","in school","","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE 16 ","inadequately","23","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE 16 ","general elemantary","29","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE 16 ","middle vocational","95","0.0384517048978612","0.031192115501107","0.0457112942946153","3"
"3 on Scale 1 to 10","2017","Couple + C. LE 16 ","vocational + Abi","22","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher vocational","9","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher education","46","0.0263268694802854","0.0197260162807302","0.0329277226798406","3"
"3 on Scale 1 to 10","2017","Couple + C. GT 16 ","in school","5","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. GT 16 ","inadequately","7","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. GT 16 ","general elemantary","19","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. GT 16 ","middle vocational","90","0.0585828118530718","0.0467961903541534","0.0703694333519902","3"
"3 on Scale 1 to 10","2017","Couple + C. GT 16 ","vocational + Abi","7","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher vocational","16","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher education","25","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE and GT 16","inadequately","14","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE and GT 16","general elemantary","25","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE and GT 16","middle vocational","32","0.0308081358216916","0.0201619161071636","0.0414543555362197","3"
"3 on Scale 1 to 10","2017","Couple + C. LE and GT 16","vocational + Abi","7","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher education","16","","","","3"
"3 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher vocational","6","","","","3"
"4 on Scale 1 to 10","2017","(Married) couple without C. ","general elemantary","40","0.053766123460447","0.0364925954056659","0.0710396515152281","4"
"4 on Scale 1 to 10","2017","(Married) couple without C. ","middle vocational","279","0.0721486365092109","0.0642182782936414","0.0800789947247803","4"
"4 on Scale 1 to 10","2017","(Married) couple without C. ","vocational + Abi","25","","","","4"
"4 on Scale 1 to 10","2017","(Married) couple without C. ","higher vocational","35","0.075029090677512","0.0537178899818408","0.0963402913731833","4"
"4 on Scale 1 to 10","2017","(Married) couple without C. ","higher education","114","0.0482240779402675","0.0395584833355858","0.0568896725449492","4"
"4 on Scale 1 to 10","2017","Single parent ","in school","1","","","","4"
"4 on Scale 1 to 10","2017","Single parent ","inadequately","16","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. LE and GT 16","inadequately","20","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. LE and GT 16","general elemantary","21","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. LE and GT 16","middle vocational","38","0.0296958645731588","0.0192375966646202","0.0401541324816974","4"
"4 on Scale 1 to 10","2017","Couple + C. LE and GT 16","vocational + Abi","8","","","","4"
"4 on Scale 1 to 10","2017","(Married) couple without C. ","in school","","","","","4"
"4 on Scale 1 to 10","2017","(Married) couple without C. ","inadequately","8","","","","4"
"4 on Scale 1 to 10","2017","Single parent ","general elemantary","26","","","","4"
"4 on Scale 1 to 10","2017","Single parent ","middle vocational","67","0.0598137793889279","0.0458189406653783","0.0738086181124775","4"
"4 on Scale 1 to 10","2017","Single parent ","vocational + Abi","22","","","","4"
"4 on Scale 1 to 10","2017","Single parent ","higher vocational","5","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher education","33","0.0540631949972432","0.0358311129627887","0.0722952770316977","4"
"4 on Scale 1 to 10","2017","Couple + C. LE and GT 16","in school","2","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher vocational","4","","","","4"
"4 on Scale 1 to 10","2017","1-pers.-HH","higher vocational","17","","","","4"
"4 on Scale 1 to 10","2017","1-pers.-HH","higher education","66","0.0610348566918754","0.0474731384992318","0.0745965748845189","4"
"4 on Scale 1 to 10","2017","1-pers.-HH","in school","","","","","4"
"4 on Scale 1 to 10","2017","1-pers.-HH","middle vocational","133","0.0735577873935177","0.0622269247656462","0.0848886500213893","4"
"4 on Scale 1 to 10","2017","1-pers.-HH","vocational + Abi","24","","","","4"
"4 on Scale 1 to 10","2017","Single parent ","higher education","19","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. LE 16 ","in school","","","","","4"
"4 on Scale 1 to 10","2017","1-pers.-HH","inadequately","10","","","","4"
"4 on Scale 1 to 10","2017","1-pers.-HH","general elemantary","45","0.086824264930529","0.0655665841168477","0.10808194574421","4"
"4 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher education","17","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. LE 16 ","inadequately","36","0.0649393744539941","0.0497572771679121","0.080121471740076","4"
"4 on Scale 1 to 10","2017","Couple + C. LE 16 ","general elemantary","32","0.0631320118084001","0.047501592412201","0.0787624312045992","4"
"4 on Scale 1 to 10","2017","Couple + C. GT 16 ","general elemantary","24","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. GT 16 ","middle vocational","83","0.0520287727495433","0.0408824262886032","0.0631751192104834","4"
"4 on Scale 1 to 10","2017","Couple + C. GT 16 ","vocational + Abi","12","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher vocational","12","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. LE 16 ","middle vocational","111","0.0492017149170526","0.0410358343957994","0.0573675954383058","4"
"4 on Scale 1 to 10","2017","Couple + C. GT 16 ","inadequately","11","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. GT 16 ","in school","4","","","","4"
"4 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher education","71","0.0319424838110746","0.0246926376058359","0.0391923300163133","4"
"4 on Scale 1 to 10","2017","Couple + C. LE 16 ","vocational + Abi","30","0.0450541465014247","0.0305717064528078","0.0595365865500416","4"
"4 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher vocational","18","","","","4"
"5 on Scale 1 to 10","2017","Single parent ","vocational + Abi","19","","","","5"
"5 on Scale 1 to 10","2017","Single parent ","higher vocational","5","","","","5"
"5 on Scale 1 to 10","2017","1-pers.-HH","in school","","","","","5"
"5 on Scale 1 to 10","2017","1-pers.-HH","inadequately","28","","","","5"
"5 on Scale 1 to 10","2017","(Married) couple without C. ","higher vocational","85","0.138911256350336","0.110932931006066","0.166889581694605","5"
"5 on Scale 1 to 10","2017","(Married) couple without C. ","higher education","233","0.102017866336044","0.089775341018215","0.114260391653874","5"
"5 on Scale 1 to 10","2017","Single parent ","in school","","","","","5"
"5 on Scale 1 to 10","2017","Single parent ","inadequately","34","0.0944006040756935","0.0569382028327732","0.131863005318614","5"
"5 on Scale 1 to 10","2017","Single parent ","general elemantary","50","0.180198922618875","0.141756317000021","0.21864152823773","5"
"5 on Scale 1 to 10","2017","Single parent ","middle vocational","174","0.178309013679169","0.155719793158209","0.200898234200129","5"
"5 on Scale 1 to 10","2017","Single parent ","higher education","26","","","","5"
"5 on Scale 1 to 10","2017","Couple + C. LE and GT 16","vocational + Abi","12","","","","5"
"5 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher vocational","8","","","","5"
"5 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher education","36","0.0512427419468491","0.030756522461481","0.0717289614322173","5"
"5 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher vocational","18","","","","5"
"5 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher education","54","0.0973233308553329","0.0734271255171609","0.121219536193505","5"
"5 on Scale 1 to 10","2017","(Married) couple without C. ","inadequately","21","","","","5"
"5 on Scale 1 to 10","2017","(Married) couple without C. ","general elemantary","120","0.166044736511538","0.137546933853512","0.194542539169563","5"
"5 on Scale 1 to 10","2017","(Married) couple without C. ","middle vocational","633","0.154714204245305","0.143629951623202","0.165798456867408","5"
"5 on Scale 1 to 10","2017","(Married) couple without C. ","vocational + Abi","65","0.129291402728868","0.10020038728242","0.158382418175316","5"
"5 on Scale 1 to 10","2017","Couple + C. LE 16 ","general elemantary","88","0.107530614194361","0.0876207020465088","0.127440526342212","5"
"5 on Scale 1 to 10","2017","Couple + C. LE 16 ","middle vocational","288","0.128084419436718","0.11546747828377","0.140701360589667","5"
"5 on Scale 1 to 10","2017","Couple + C. LE 16 ","vocational + Abi","60","0.0645409098231395","0.0473849538247954","0.0816968658214836","5"
"5 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher vocational","32","0.0763094015130317","0.0470371023438406","0.105581700682223","5"
"5 on Scale 1 to 10","2017","Couple + C. LE and GT 16","in school","7","","","","5"
"5 on Scale 1 to 10","2017","Couple + C. LE and GT 16","inadequately","45","0.168259736825601","0.128378032787932","0.208141440863269","5"
"5 on Scale 1 to 10","2017","Couple + C. LE and GT 16","general elemantary","48","0.0866969259597886","0.0610658460491278","0.112328005870449","5"
"5 on Scale 1 to 10","2017","Couple + C. LE and GT 16","middle vocational","112","0.0936078827868052","0.0756616992100244","0.111554066363586","5"
"5 on Scale 1 to 10","2017","Couple + C. LE 16 ","in school","1","","","","5"
"5 on Scale 1 to 10","2017","Couple + C. LE 16 ","inadequately","108","0.132524520484986","0.111634707146799","0.153414333823174","5"
"5 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher education","129","0.0471074116508785","0.0383724607715637","0.0558423625301933","5"
"5 on Scale 1 to 10","2017","Couple + C. GT 16 ","in school","7","","","","5"
"5 on Scale 1 to 10","2017","Couple + C. GT 16 ","inadequately","15","","","","5"
"5 on Scale 1 to 10","2017","Couple + C. GT 16 ","general elemantary","52","0.122833558896322","0.0908652177654364","0.154801900027207","5"
"5 on Scale 1 to 10","2017","Couple + C. GT 16 ","middle vocational","171","0.124647587654273","0.108069036465027","0.141226138843518","5"
"5 on Scale 1 to 10","2017","Couple + C. GT 16 ","vocational + Abi","31","0.119532848695557","0.0799471375057878","0.159118559885326","5"
"5 on Scale 1 to 10","2017","(Married) couple without C. ","in school","","","","","5"
"5 on Scale 1 to 10","2017","1-pers.-HH","higher vocational","25","","","","5"
"5 on Scale 1 to 10","2017","1-pers.-HH","higher education","110","0.0946257427304468","0.0780443984210342","0.111207087039859","5"
"5 on Scale 1 to 10","2017","1-pers.-HH","middle vocational","305","0.166424169901305","0.150257512512863","0.182590827289747","5"
"5 on Scale 1 to 10","2017","1-pers.-HH","general elemantary","105","0.190739907909555","0.161079099124648","0.220400716694462","5"
"5 on Scale 1 to 10","2017","1-pers.-HH","vocational + Abi","33","0.109295643594614","0.0758343234031714","0.142756963786057","5"
"6 on Scale 1 to 10","2017","1-pers.-HH","higher vocational","34","0.141547783613322","0.0963007338339613","0.186794833392683","6"
"6 on Scale 1 to 10","2017","1-pers.-HH","in school","","","","","6"
"6 on Scale 1 to 10","2017","1-pers.-HH","inadequately","18","","","","6"
"6 on Scale 1 to 10","2017","1-pers.-HH","general elemantary","51","0.106605396835737","0.0833068196165125","0.129903974054962","6"
"6 on Scale 1 to 10","2017","1-pers.-HH","middle vocational","191","0.103520857859393","0.0902980555783643","0.116743660140422","6"
"6 on Scale 1 to 10","2017","1-pers.-HH","vocational + Abi","27","","","","6"
"6 on Scale 1 to 10","2017","1-pers.-HH","higher education","136","0.116450606291501","0.0982792514392002","0.134621961143802","6"
"6 on Scale 1 to 10","2017","(Married) couple without C. ","inadequately","13","","","","6"
"6 on Scale 1 to 10","2017","(Married) couple without C. ","general elemantary","86","0.134499969288732","0.108371012092929","0.160628926484536","6"
"6 on Scale 1 to 10","2017","(Married) couple without C. ","middle vocational","478","0.108077962158376","0.0985615869531503","0.117594337363601","6"
"6 on Scale 1 to 10","2017","(Married) couple without C. ","vocational + Abi","61","0.134113739310698","0.104567330602996","0.1636601480184","6"
"6 on Scale 1 to 10","2017","(Married) couple without C. ","higher vocational","68","0.0906317234770634","0.0674076145592908","0.113855832394836","6"
"6 on Scale 1 to 10","2017","(Married) couple without C. ","higher education","255","0.109971085541156","0.0973167204923042","0.122625450590008","6"
"6 on Scale 1 to 10","2017","Single parent ","in school","9","","","","6"
"6 on Scale 1 to 10","2017","Single parent ","inadequately","15","","","","6"
"6 on Scale 1 to 10","2017","Single parent ","general elemantary","27","","","","6"
"6 on Scale 1 to 10","2017","Single parent ","middle vocational","89","0.0771254356546193","0.0613808771104639","0.0928699941987747","6"
"6 on Scale 1 to 10","2017","Single parent ","vocational + Abi","16","","","","6"
"6 on Scale 1 to 10","2017","Single parent ","higher vocational","5","","","","6"
"6 on Scale 1 to 10","2017","Single parent ","higher education","37","0.102749171109557","0.0725372511217769","0.132961091097338","6"
"6 on Scale 1 to 10","2017","Couple + C. LE 16 ","in school","","","","","6"
"6 on Scale 1 to 10","2017","Couple + C. LE 16 ","inadequately","48","0.122751367327366","0.102533639116996","0.142969095537736","6"
"6 on Scale 1 to 10","2017","Couple + C. LE 16 ","general elemantary","71","0.0988752563630752","0.0796910920506738","0.118059420675477","6"
"6 on Scale 1 to 10","2017","Couple + C. LE 16 ","middle vocational","250","0.0950528226908462","0.0839798856590319","0.10612575972266","6"
"6 on Scale 1 to 10","2017","Couple + C. LE 16 ","vocational + Abi","66","0.0748558365131588","0.0564818868223725","0.0932297862039452","6"
"6 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher vocational","38","0.129803607955528","0.092747775772565","0.166859440138491","6"
"6 on Scale 1 to 10","2017","Couple + C. LE 16 ","higher education","182","0.0788859010381231","0.0677724156819412","0.089999386394305","6"
"6 on Scale 1 to 10","2017","Couple + C. GT 16 ","in school","5","","","","6"
"6 on Scale 1 to 10","2017","Couple + C. GT 16 ","inadequately","7","","","","6"
"6 on Scale 1 to 10","2017","Couple + C. GT 16 ","general elemantary","30","0.0808863057455819","0.0543315263291223","0.107441085162042","6"
"6 on Scale 1 to 10","2017","Couple + C. GT 16 ","middle vocational","156","0.11211961586124","0.0962841370180184","0.127955094704461","6"
"6 on Scale 1 to 10","2017","Couple + C. GT 16 ","vocational + Abi","27","","","","6"
"6 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher vocational","26","","","","6"
"6 on Scale 1 to 10","2017","Couple + C. LE and GT 16","middle vocational","92","0.0990796491476213","0.0806722146626233","0.117487083632619","6"
"6 on Scale 1 to 10","2017","Couple + C. LE and GT 16","vocational + Abi","21","","","","6"
"6 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher vocational","7","","","","6"
"6 on Scale 1 to 10","2017","Couple + C. LE and GT 16","higher education","33","0.10403342674306","0.0756672737378078","0.132399579748313","6"
"6 on Scale 1 to 10","2017","Couple + C. GT 16 ","higher education","59","0.109437855128415","0.0842686064185526","0.134607103838277","6"
"6 on Scale 1 to 10","2017","Couple + C. LE and GT 16","in school","3","","","","6"
"6 on Scale 1 to 10","2017","Couple + C. LE and GT 16","inadequately","21","","","","6"
"6 on Scale 1 to 10","2017","Couple + C. LE and GT 16","general elemantary","29","","","","6"
"6 on Scale 1 to 10","2017","(Married) couple without C. ","in school","","","","","6"
"7 on Scale 1 to 10","2017","(Married) couple without C. ","general elemantary","106","0.180165582128928","0.15073313117371","0.209598033084146","7"
"7 on Scale 1 to 10","2017","(Married) couple without C. ","middle vocational","792","0.19117874078882","0.179126005647968","0.203231475929673","7"
"7 on Scale 1 to 10","2017","(Married) couple without C. ","vocational + Abi","110","0.225899144201718","0.189641990506472","0.262156297896963","7"
"7 on Scale 1 to 10","2017","(Married) couple without C. ","inadequately","18","","","","7"
"7 on Scale 1 to 10","2017","1-pers.-HH","in school","1","","","","7"
"7 on Scale 1 to 10","2017","1-pers.-HH","inadequately","31","0.0615194067931946","0.0392446460890204","0.0837941674973687","7"
"7 on Scale 1 to 10","2017","1-pers.-HH","general elemantary","79","0.119982882529166","0.0954514252297638","0.144514339828568","7"
"7 on Scale 1 to 10","2017","1-pers.-HH","middle vocational","316","0.173923833305869","0.157471440354303","0.190376226257435","7"
"7 on Scale 1 to 10","2017","1-pers.-HH","vocational + Abi","59","0.164023066362735","0.124310818707899","0.203735314017571","7"
"7 on Scale 1 to 10","2017","1-pers.-HH","higher vocational","43","0.169261980422036","0.120588497968746","0.217935462875326","7"
"7 on Scale 1 to 10","2017","1-pers.-HH","higher education","201","0.193571917005426","0.171189601520949","0.215954232489903","7"
"7 on Scale 1 to 10","2017","(Married) couple without C. ","in school","1","","","","7"
"7 on Scale 1 to 10","2017","(Married) couple without C. ","higher vocational","126","0.215158256604598","0.181915341874785","0.248401171334411","7"
"7 on Scale 1 to 10","2017","(Married) couple without C. ","higher education","471","0.20421528117322","0.187909524366804","0.220521037979636","7"
"7 on Scale 1 to 10","2017","Single parent ","in school","15","","","","7"
"7 on Scale 1 to 10","2017","Single parent ","inadequately","26","","","","7"
"7 on Scale 1 to 10","2017","Single parent ","higher vocational","11","","","","7"
"7 on Scale 1 to 10","2017","Single parent ","higher education","65","0.195646953356081","0.156174681025073","0.235119225687089","7"
"7 on Scale 1 to 10","2017","Couple + C. LE 16 ","in school","4","","","","7"
"7 on Scale 1 to 10","2017","Couple + C. LE 16 ","inadequately","104","0.0739655172543718","0.0578410244231414","0.0900900100856022","7"
"7 on Scale 1 to 10","2017","Couple + C. LE 16 ","general elemantary","121","0.133277769764615","0.111434108006867","0.155121431522362","7"
