"m11125","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 on Scale 1 to 10","2009","direct migration background","middle vocational","6","","",""
"1 on Scale 1 to 10","2009","direct migration background","vocational + Abi","3","","",""
"1 on Scale 1 to 10","2009","direct migration background","higher vocational","2","","",""
"1 on Scale 1 to 10","2009","direct migration background","higher education","2","","",""
"1 on Scale 1 to 10","2009","indirect migration background","in school","","","",""
"1 on Scale 1 to 10","2009","indirect migration background","inadequately","","","",""
"1 on Scale 1 to 10","2009","indirect migration background","general elemantary","","","",""
"1 on Scale 1 to 10","2009","indirect migration background","middle vocational","1","","",""
"1 on Scale 1 to 10","2009","indirect migration background","vocational + Abi","","","",""
"1 on Scale 1 to 10","2009","indirect migration background","higher vocational","","","",""
"1 on Scale 1 to 10","2009","indirect migration background","higher education","","","",""
"2 on Scale 1 to 10","2009","no migration background","in school","","","",""
"2 on Scale 1 to 10","2009","no migration background","inadequately","2","","",""
"2 on Scale 1 to 10","2009","no migration background","general elemantary","65","0.0446784751459823","0.0334565710791211","0.0559003792128436"
"2 on Scale 1 to 10","2009","no migration background","middle vocational","285","0.0387027143177813","0.0345255727117481","0.0428798559238144"
"2 on Scale 1 to 10","2009","no migration background","vocational + Abi","20","","",""
"2 on Scale 1 to 10","2009","no migration background","higher vocational","35","0.0335746298331112","0.023429308729035","0.0437199509371874"
"2 on Scale 1 to 10","2009","no migration background","higher education","89","0.025924375625724","0.0207768476325163","0.0310719036189317"
"2 on Scale 1 to 10","2009","direct migration background","in school","1","","",""
"2 on Scale 1 to 10","2009","direct migration background","inadequately","5","","",""
"2 on Scale 1 to 10","2009","direct migration background","general elemantary","24","","",""
"2 on Scale 1 to 10","2009","direct migration background","middle vocational","23","","",""
"2 on Scale 1 to 10","2009","direct migration background","vocational + Abi","2","","",""
"2 on Scale 1 to 10","2009","direct migration background","higher vocational","2","","",""
"2 on Scale 1 to 10","2009","direct migration background","higher education","12","","",""
"2 on Scale 1 to 10","2009","indirect migration background","in school","1","","",""
"2 on Scale 1 to 10","2009","indirect migration background","inadequately","","","",""
"2 on Scale 1 to 10","2009","indirect migration background","general elemantary","2","","",""
"2 on Scale 1 to 10","2009","indirect migration background","middle vocational","7","","",""
"2 on Scale 1 to 10","2009","indirect migration background","vocational + Abi","1","","",""
"2 on Scale 1 to 10","2009","indirect migration background","higher vocational","1","","",""
"2 on Scale 1 to 10","2009","indirect migration background","higher education","2","","",""
"3 on Scale 1 to 10","2009","no migration background","in school","6","","",""
"3 on Scale 1 to 10","2009","no migration background","inadequately","1","","",""
"3 on Scale 1 to 10","2009","no migration background","general elemantary","111","0.0979685335920435","0.0818213513637763","0.114115715820311"
"3 on Scale 1 to 10","2009","no migration background","middle vocational","506","0.0648801341955014","0.059545936106784","0.0702143322842188"
"3 on Scale 1 to 10","2009","no migration background","vocational + Abi","38","0.0522569664120859","0.0367775266818076","0.0677364061423642"
"3 on Scale 1 to 10","2009","no migration background","higher vocational","90","0.0768307099700488","0.0618309566426394","0.0918304632974582"
"3 on Scale 1 to 10","2009","no migration background","higher education","186","0.0590900339361713","0.0514520387456941","0.0667280291266484"
"3 on Scale 1 to 10","2009","direct migration background","in school","","","",""
"3 on Scale 1 to 10","2009","direct migration background","inadequately","6","","",""
"3 on Scale 1 to 10","2009","direct migration background","general elemantary","20","","",""
"3 on Scale 1 to 10","2009","direct migration background","middle vocational","40","0.0720648418778018","0.051660337845288","0.0924693459103155"
"3 on Scale 1 to 10","2009","direct migration background","vocational + Abi","8","","",""
"3 on Scale 1 to 10","2009","direct migration background","higher vocational","9","","",""
"3 on Scale 1 to 10","2009","direct migration background","higher education","6","","",""
"3 on Scale 1 to 10","2009","indirect migration background","in school","2","","",""
"3 on Scale 1 to 10","2009","indirect migration background","inadequately","","","",""
"3 on Scale 1 to 10","2009","indirect migration background","general elemantary","4","","",""
"3 on Scale 1 to 10","2009","indirect migration background","middle vocational","12","","",""
"3 on Scale 1 to 10","2009","indirect migration background","vocational + Abi","1","","",""
"3 on Scale 1 to 10","2009","indirect migration background","higher vocational","3","","",""
"3 on Scale 1 to 10","2009","indirect migration background","higher education","4","","",""
"4 on Scale 1 to 10","2009","no migration background","in school","5","","",""
"4 on Scale 1 to 10","2009","no migration background","inadequately","5","","",""
"4 on Scale 1 to 10","2009","no migration background","general elemantary","104","0.0851615508036625","0.0700002458183389","0.100322855788986"
"4 on Scale 1 to 10","2009","no migration background","middle vocational","558","0.0637427961854934","0.0584523442938825","0.0690332480771044"
"4 on Scale 1 to 10","2009","no migration background","vocational + Abi","35","0.0356657033148073","0.0227660795858783","0.0485653270437362"
"4 on Scale 1 to 10","2009","no migration background","higher vocational","90","0.085545943998259","0.0697931832774556","0.101298704719062"
"4 on Scale 1 to 10","2009","no migration background","higher education","206","0.0569194106560054","0.0494143738392568","0.0644244474727539"
"4 on Scale 1 to 10","2009","direct migration background","in school","","","",""
"4 on Scale 1 to 10","2009","direct migration background","inadequately","8","","",""
"4 on Scale 1 to 10","2009","direct migration background","general elemantary","30","0.0638343003842169","0.0386518944915914","0.0890167062768424"
"4 on Scale 1 to 10","2009","direct migration background","middle vocational","43","0.0837617284668267","0.0619026152961361","0.105620841637517"
"4 on Scale 1 to 10","2009","direct migration background","vocational + Abi","9","","",""
"4 on Scale 1 to 10","2009","direct migration background","higher vocational","8","","",""
"4 on Scale 1 to 10","2009","direct migration background","higher education","18","","",""
"4 on Scale 1 to 10","2009","indirect migration background","in school","","","",""
"4 on Scale 1 to 10","2009","indirect migration background","inadequately","","","",""
"4 on Scale 1 to 10","2009","indirect migration background","general elemantary","7","","",""
"4 on Scale 1 to 10","2009","indirect migration background","middle vocational","12","","",""
"4 on Scale 1 to 10","2009","indirect migration background","vocational + Abi","1","","",""
"4 on Scale 1 to 10","2009","indirect migration background","higher vocational","1","","",""
"4 on Scale 1 to 10","2009","indirect migration background","higher education","7","","",""
"5 on Scale 1 to 10","2009","no migration background","in school","7","","",""
"5 on Scale 1 to 10","2009","no migration background","inadequately","17","","",""
"5 on Scale 1 to 10","2009","no migration background","general elemantary","215","0.164559813625916","0.144419688089192","0.18469993916264"
"5 on Scale 1 to 10","2009","no migration background","middle vocational","1316","0.168400024185862","0.160295865489351","0.176504182882374"
"5 on Scale 1 to 10","2009","no migration background","vocational + Abi","82","0.129873858889187","0.106491419334558","0.153256298443817"
"5 on Scale 1 to 10","2009","no migration background","higher vocational","171","0.124362696959642","0.105776813371788","0.142948580547497"
"5 on Scale 1 to 10","2009","no migration background","higher education","366","0.092577277379292","0.0831885818819298","0.101965972876654"
"5 on Scale 1 to 10","2009","direct migration background","in school","","","",""
"5 on Scale 1 to 10","2009","direct migration background","inadequately","21","","",""
"5 on Scale 1 to 10","2009","direct migration background","general elemantary","69","0.171901187318469","0.133034786518271","0.210767588118667"
"5 on Scale 1 to 10","2009","direct migration background","middle vocational","91","0.139119396781016","0.111812596540819","0.166426197021212"
"5 on Scale 1 to 10","2009","direct migration background","vocational + Abi","27","","",""
"5 on Scale 1 to 10","2009","direct migration background","higher vocational","9","","",""
"5 on Scale 1 to 10","2009","direct migration background","higher education","34","0.0993557093252866","0.0651618996478093","0.133549519002764"
"5 on Scale 1 to 10","2009","indirect migration background","in school","4","","",""
"5 on Scale 1 to 10","2009","indirect migration background","inadequately","","","",""
"5 on Scale 1 to 10","2009","indirect migration background","general elemantary","19","","",""
"5 on Scale 1 to 10","2009","indirect migration background","middle vocational","23","","",""
"5 on Scale 1 to 10","2009","indirect migration background","vocational + Abi","4","","",""
"5 on Scale 1 to 10","2009","indirect migration background","higher vocational","4","","",""
"5 on Scale 1 to 10","2009","indirect migration background","higher education","4","","",""
"6 on Scale 1 to 10","2009","no migration background","in school","17","","",""
"6 on Scale 1 to 10","2009","no migration background","inadequately","7","","",""
"6 on Scale 1 to 10","2009","no migration background","general elemantary","149","0.111118046173964","0.0940471255989491","0.128188966748978"
"6 on Scale 1 to 10","2009","no migration background","middle vocational","918","0.111884547310418","0.105058026855635","0.1187110677652"
"6 on Scale 1 to 10","2009","no migration background","vocational + Abi","78","0.0893462179648527","0.0695057197120975","0.109186716217608"
"6 on Scale 1 to 10","2009","no migration background","higher vocational","148","0.12603597719855","0.107343362100783","0.144728592296318"
"6 on Scale 1 to 10","2009","no migration background","higher education","374","0.114126815737583","0.10382703796579","0.124426593509376"
"6 on Scale 1 to 10","2009","direct migration background","in school","2","","",""
"6 on Scale 1 to 10","2009","direct migration background","inadequately","12","","",""
"6 on Scale 1 to 10","2009","direct migration background","general elemantary","42","0.116052096615639","0.0830581979488785","0.149045995282399"
"6 on Scale 1 to 10","2009","direct migration background","middle vocational","51","0.08579180988499","0.0636939112142746","0.107889708555705"
"6 on Scale 1 to 10","2009","direct migration background","vocational + Abi","16","","",""
"6 on Scale 1 to 10","2009","direct migration background","higher vocational","15","","",""
"6 on Scale 1 to 10","2009","direct migration background","higher education","24","","",""
"6 on Scale 1 to 10","2009","indirect migration background","in school","1","","",""
"6 on Scale 1 to 10","2009","indirect migration background","inadequately","2","","",""
"6 on Scale 1 to 10","2009","indirect migration background","general elemantary","8","","",""
"6 on Scale 1 to 10","2009","indirect migration background","middle vocational","31","0.110003219036016","0.0738664964173692","0.146139941654663"
"6 on Scale 1 to 10","2009","indirect migration background","vocational + Abi","1","","",""
"6 on Scale 1 to 10","2009","indirect migration background","higher vocational","2","","",""
"6 on Scale 1 to 10","2009","indirect migration background","higher education","7","","",""
"7 on Scale 1 to 10","2009","no migration background","in school","42","0.20413554629951","0.154370238759233","0.253900853839787"
"7 on Scale 1 to 10","2009","no migration background","inadequately","6","","",""
"7 on Scale 1 to 10","2009","no migration background","general elemantary","192","0.148728798997988","0.129401369177074","0.168056228818903"
"7 on Scale 1 to 10","2009","no migration background","middle vocational","1406","0.168092358810125","0.159994108980614","0.176190608639635"
"7 on Scale 1 to 10","2009","no migration background","vocational + Abi","170","0.205102628986314","0.177017334390175","0.233187923582454"
"7 on Scale 1 to 10","2009","no migration background","higher vocational","247","0.208099127071236","0.185235424622287","0.230962829520186"
"7 on Scale 1 to 10","2009","no migration background","higher education","761","0.199964693769787","0.187008439445967","0.212920948093606"
"7 on Scale 1 to 10","2009","direct migration background","in school","","","",""
"7 on Scale 1 to 10","2009","direct migration background","inadequately","10","","",""
"7 on Scale 1 to 10","2009","direct migration background","general elemantary","53","0.121125494901295","0.0875149911867275","0.154735998615863"
"7 on Scale 1 to 10","2009","direct migration background","middle vocational","112","0.161740548508547","0.132686664776909","0.190794432240185"
"7 on Scale 1 to 10","2009","direct migration background","vocational + Abi","41","0.199128576675537","0.139098095589596","0.259159057761477"
"7 on Scale 1 to 10","2009","direct migration background","higher vocational","15","","",""
"7 on Scale 1 to 10","2009","direct migration background","higher education","64","0.26828086725961","0.217635295073169","0.318926439446052"
"7 on Scale 1 to 10","2009","indirect migration background","in school","2","","",""
"7 on Scale 1 to 10","2009","indirect migration background","inadequately","1","","",""
"7 on Scale 1 to 10","2009","indirect migration background","general elemantary","18","","",""
"7 on Scale 1 to 10","2009","indirect migration background","middle vocational","39","0.118769152389113","0.0814055689694175","0.156132735808808"
"7 on Scale 1 to 10","2009","indirect migration background","vocational + Abi","8","","",""
"7 on Scale 1 to 10","2009","indirect migration background","higher vocational","8","","",""
"7 on Scale 1 to 10","2009","indirect migration background","higher education","16","","",""
"8 on Scale 1 to 10","2009","no migration background","in school","74","0.369330042104178","0.309742398676455","0.4289176855319"
"8 on Scale 1 to 10","2009","no migration background","inadequately","13","","",""
"8 on Scale 1 to 10","2009","no migration background","general elemantary","217","0.156007232233881","0.136297336472006","0.175717127995756"
"8 on Scale 1 to 10","2009","no migration background","middle vocational","1832","0.209695902587077","0.200879899834361","0.218511905339794"
"8 on Scale 1 to 10","2009","no migration background","vocational + Abi","226","0.267445091352093","0.236657533078638","0.298232649625548"
"8 on Scale 1 to 10","2009","no migration background","higher vocational","262","0.211019535758678","0.188038453565969","0.234000617951387"
"8 on Scale 1 to 10","2009","no migration background","higher education","963","0.262704562115542","0.24844839402721","0.276960730203875"
"8 on Scale 1 to 10","2009","direct migration background","in school","4","","",""
"8 on Scale 1 to 10","2009","direct migration background","inadequately","12","","",""
"8 on Scale 1 to 10","2009","direct migration background","general elemantary","59","0.158458305999024","0.120840875341729","0.196075736656318"
"8 on Scale 1 to 10","2009","direct migration background","middle vocational","137","0.233714283771062","0.200322201480086","0.267106366062037"
"8 on Scale 1 to 10","2009","direct migration background","vocational + Abi","39","0.162720039226051","0.107234539862632","0.21820553858947"
"8 on Scale 1 to 10","2009","direct migration background","higher vocational","21","","",""
"8 on Scale 1 to 10","2009","direct migration background","higher education","81","0.249677075360414","0.200201840112325","0.299152310608503"
"8 on Scale 1 to 10","2009","indirect migration background","in school","12","","",""
"8 on Scale 1 to 10","2009","indirect migration background","inadequately","4","","",""
"8 on Scale 1 to 10","2009","indirect migration background","general elemantary","37","0.257463000951539","0.186539833043387","0.328386168859691"
"8 on Scale 1 to 10","2009","indirect migration background","middle vocational","80","0.243271342815688","0.193718632463036","0.292824053168341"
"8 on Scale 1 to 10","2009","indirect migration background","vocational + Abi","9","","",""
"8 on Scale 1 to 10","2009","indirect migration background","higher vocational","7","","",""
"8 on Scale 1 to 10","2009","indirect migration background","higher education","29","","",""
"9 on Scale 1 to 10","2009","no migration background","in school","59","0.151340537674615","0.107092686387409","0.195588388961821"
"9 on Scale 1 to 10","2009","no migration background","inadequately","5","","",""
"9 on Scale 1 to 10","2009","no migration background","general elemantary","109","0.0806940052596139","0.0658997440939489","0.0954882664252789"
"9 on Scale 1 to 10","2009","no migration background","middle vocational","739","0.0917441139746713","0.0854927779494553","0.0979954499998873"
"9 on Scale 1 to 10","2009","no migration background","vocational + Abi","95","0.109642825970281","0.0879103063030322","0.131375345637531"
"9 on Scale 1 to 10","2009","no migration background","higher vocational","99","0.0705844332749623","0.0561587810958847","0.0850100854540398"
"9 on Scale 1 to 10","2009","no migration background","higher education","479","0.115971819780988","0.105599938974907","0.126343700587069"
"9 on Scale 1 to 10","2009","direct migration background","in school","2","","",""
"9 on Scale 1 to 10","2009","direct migration background","inadequately","4","","",""
"9 on Scale 1 to 10","2009","direct migration background","general elemantary","34","0.0896269516502741","0.0602015218843299","0.119052381416218"
"9 on Scale 1 to 10","2009","direct migration background","middle vocational","79","0.114743806881538","0.0895957390503865","0.139891874712689"
"9 on Scale 1 to 10","2009","direct migration background","vocational + Abi","17","","",""
"9 on Scale 1 to 10","2009","direct migration background","higher vocational","8","","",""
"9 on Scale 1 to 10","2009","direct migration background","higher education","36","0.0791646499181777","0.0483021526024352","0.11002714723392"
"9 on Scale 1 to 10","2009","indirect migration background","in school","15","","",""
"9 on Scale 1 to 10","2009","indirect migration background","inadequately","","","",""
"9 on Scale 1 to 10","2009","indirect migration background","general elemantary","25","","",""
"9 on Scale 1 to 10","2009","indirect migration background","middle vocational","57","0.241464305098002","0.192037068759939","0.290891541436065"
"9 on Scale 1 to 10","2009","indirect migration background","vocational + Abi","7","","",""
"9 on Scale 1 to 10","2009","indirect migration background","higher vocational","3","","",""
"9 on Scale 1 to 10","2009","indirect migration background","higher education","14","","",""
"10 Completely satisfied","2009","no migration background","in school","39","0.122214578360698","0.0817752895333187","0.162653867188077"
"10 Completely satisfied","2009","no migration background","inadequately","5","","",""
"10 Completely satisfied","2009","no migration background","general elemantary","89","0.0692094181769422","0.0554230082360244","0.08299582811786"
"10 Completely satisfied","2009","no migration background","middle vocational","408","0.0506700317490061","0.0459203576464437","0.0554197058515685"
"10 Completely satisfied","2009","no migration background","vocational + Abi","39","0.0569899558888829","0.0408651253399201","0.0731147864378457"
"10 Completely satisfied","2009","no migration background","higher vocational","41","0.0440431150947388","0.0324864058689062","0.0555998243205714"
"10 Completely satisfied","2009","no migration background","higher education","191","0.0598555067872114","0.0521713257886038","0.0675396877858189"
"10 Completely satisfied","2009","direct migration background","in school","2","","",""
"10 Completely satisfied","2009","direct migration background","inadequately","4","","",""
"10 Completely satisfied","2009","direct migration background","general elemantary","21","","",""
"10 Completely satisfied","2009","direct migration background","middle vocational","29","","",""
"10 Completely satisfied","2009","direct migration background","vocational + Abi","8","","",""
"10 Completely satisfied","2009","direct migration background","higher vocational","6","","",""
"10 Completely satisfied","2009","direct migration background","higher education","15","","",""
"10 Completely satisfied","2009","indirect migration background","in school","12","","",""
"10 Completely satisfied","2009","indirect migration background","inadequately","2","","",""
"10 Completely satisfied","2009","indirect migration background","general elemantary","25","","",""
"10 Completely satisfied","2009","indirect migration background","middle vocational","26","","",""
"10 Completely satisfied","2009","indirect migration background","vocational + Abi","5","","",""
"10 Completely satisfied","2009","indirect migration background","higher vocational","1","","",""
"10 Completely satisfied","2009","indirect migration background","higher education","5","","",""
"0 Completely dissatisfied","2010","no migration background","in school","2","","",""
"0 Completely dissatisfied","2010","no migration background","inadequately","8","","",""
"0 Completely dissatisfied","2010","no migration background","general elemantary","33","0.0217793084653246","0.0147128944361108","0.0288457224945384"
"0 Completely dissatisfied","2010","no migration background","middle vocational","133","0.0142993117836223","0.012000400523996","0.0165982230432486"
"0 Completely dissatisfied","2010","no migration background","vocational + Abi","11","","",""
"0 Completely dissatisfied","2010","no migration background","higher vocational","14","","",""
"0 Completely dissatisfied","2010","no migration background","higher education","30","0.00834126008658241","0.00573334391491969","0.0109491762582451"
"0 Completely dissatisfied","2010","direct migration background","in school","","","",""
"0 Completely dissatisfied","2010","direct migration background","inadequately","7","","",""
"0 Completely dissatisfied","2010","direct migration background","general elemantary","8","","",""
"0 Completely dissatisfied","2010","direct migration background","middle vocational","12","","",""
"0 Completely dissatisfied","2010","direct migration background","vocational + Abi","5","","",""
"0 Completely dissatisfied","2010","direct migration background","higher vocational","","","",""
"0 Completely dissatisfied","2010","direct migration background","higher education","1","","",""
"0 Completely dissatisfied","2010","indirect migration background","in school","","","",""
"0 Completely dissatisfied","2010","indirect migration background","inadequately","1","","",""
"0 Completely dissatisfied","2010","indirect migration background","general elemantary","3","","",""
"0 Completely dissatisfied","2010","indirect migration background","middle vocational","2","","",""
"0 Completely dissatisfied","2010","indirect migration background","vocational + Abi","","","",""
"0 Completely dissatisfied","2010","indirect migration background","higher vocational","","","",""
"0 Completely dissatisfied","2010","indirect migration background","higher education","","","",""
"1 on Scale 1 to 10","2010","no migration background","in school","","","",""
"1 on Scale 1 to 10","2010","no migration background","inadequately","3","","",""
"1 on Scale 1 to 10","2010","no migration background","general elemantary","29","","",""
"1 on Scale 1 to 10","2010","no migration background","middle vocational","128","0.0175676869009084","0.0150237828893784","0.0201115909124384"
"1 on Scale 1 to 10","2010","no migration background","vocational + Abi","10","","",""
"1 on Scale 1 to 10","2010","no migration background","higher vocational","12","","",""
"1 on Scale 1 to 10","2010","no migration background","higher education","27","","",""
"1 on Scale 1 to 10","2010","direct migration background","in school","","","",""
"1 on Scale 1 to 10","2010","direct migration background","inadequately","5","","",""
"1 on Scale 1 to 10","2010","direct migration background","general elemantary","8","","",""
"1 on Scale 1 to 10","2010","direct migration background","middle vocational","13","","",""
"1 on Scale 1 to 10","2010","direct migration background","vocational + Abi","5","","",""
"1 on Scale 1 to 10","2010","direct migration background","higher vocational","3","","",""
"1 on Scale 1 to 10","2010","direct migration background","higher education","5","","",""
"1 on Scale 1 to 10","2010","indirect migration background","in school","","","",""
"1 on Scale 1 to 10","2010","indirect migration background","inadequately","","","",""
"1 on Scale 1 to 10","2010","indirect migration background","general elemantary","2","","",""
"1 on Scale 1 to 10","2010","indirect migration background","middle vocational","3","","",""
"1 on Scale 1 to 10","2010","indirect migration background","vocational + Abi","","","",""
"1 on Scale 1 to 10","2010","indirect migration background","higher vocational","","","",""
"1 on Scale 1 to 10","2010","indirect migration background","higher education","","","",""
"2 on Scale 1 to 10","2010","no migration background","in school","","","",""
"2 on Scale 1 to 10","2010","no migration background","inadequately","6","","",""
"2 on Scale 1 to 10","2010","no migration background","general elemantary","64","0.0462823590642441","0.0361110637033642","0.0564536544251241"
"2 on Scale 1 to 10","2010","no migration background","middle vocational","346","0.039230882197383","0.0354715070648357","0.0429902573299303"
"2 on Scale 1 to 10","2010","no migration background","vocational + Abi","29","","",""
"2 on Scale 1 to 10","2010","no migration background","higher vocational","40","0.0313835954647854","0.0224001883025064","0.0403670026270644"
"2 on Scale 1 to 10","2010","no migration background","higher education","101","0.0250127781859949","0.0205348502327998","0.02949070613919"
"2 on Scale 1 to 10","2010","direct migration background","in school","","","",""
"2 on Scale 1 to 10","2010","direct migration background","inadequately","8","","",""
"2 on Scale 1 to 10","2010","direct migration background","general elemantary","21","","",""
"2 on Scale 1 to 10","2010","direct migration background","middle vocational","28","","",""
"2 on Scale 1 to 10","2010","direct migration background","vocational + Abi","1","","",""
"2 on Scale 1 to 10","2010","direct migration background","higher vocational","4","","",""
"2 on Scale 1 to 10","2010","direct migration background","higher education","5","","",""
"2 on Scale 1 to 10","2010","indirect migration background","in school","","","",""
"2 on Scale 1 to 10","2010","indirect migration background","inadequately","","","",""
"2 on Scale 1 to 10","2010","indirect migration background","general elemantary","2","","",""
"2 on Scale 1 to 10","2010","indirect migration background","middle vocational","12","","",""
"2 on Scale 1 to 10","2010","indirect migration background","vocational + Abi","1","","",""
"2 on Scale 1 to 10","2010","indirect migration background","higher vocational","1","","",""
"2 on Scale 1 to 10","2010","indirect migration background","higher education","2","","",""
"3 on Scale 1 to 10","2010","no migration background","in school","1","","",""
"3 on Scale 1 to 10","2010","no migration background","inadequately","6","","",""
"3 on Scale 1 to 10","2010","no migration background","general elemantary","118","0.0863832435896222","0.0727827272671806","0.0999837599120639"
"3 on Scale 1 to 10","2010","no migration background","middle vocational","546","0.0595535425779684","0.0549709320606642","0.0641361530952726"
"3 on Scale 1 to 10","2010","no migration background","vocational + Abi","57","0.0505375590648355","0.0386482854724332","0.0624268326572379"
"3 on Scale 1 to 10","2010","no migration background","higher vocational","97","0.0822560094676389","0.0680994271570679","0.09641259177821"
"3 on Scale 1 to 10","2010","no migration background","higher education","184","0.0457301606276407","0.0397400666466491","0.0517202546086323"
"3 on Scale 1 to 10","2010","direct migration background","in school","","","",""
"3 on Scale 1 to 10","2010","direct migration background","inadequately","11","","",""
"3 on Scale 1 to 10","2010","direct migration background","general elemantary","35","0.0629603785729631","0.0439786652054869","0.0819420919404393"
"3 on Scale 1 to 10","2010","direct migration background","middle vocational","39","0.0492493174367355","0.036154670967757","0.0623439639057141"
"3 on Scale 1 to 10","2010","direct migration background","vocational + Abi","6","","",""
"3 on Scale 1 to 10","2010","direct migration background","higher vocational","1","","",""
"3 on Scale 1 to 10","2010","direct migration background","higher education","16","","",""
"3 on Scale 1 to 10","2010","indirect migration background","in school","","","",""
"3 on Scale 1 to 10","2010","indirect migration background","inadequately","","","",""
"3 on Scale 1 to 10","2010","indirect migration background","general elemantary","5","","",""
"3 on Scale 1 to 10","2010","indirect migration background","middle vocational","16","","",""
"3 on Scale 1 to 10","2010","indirect migration background","vocational + Abi","2","","",""
"3 on Scale 1 to 10","2010","indirect migration background","higher vocational","3","","",""
"3 on Scale 1 to 10","2010","indirect migration background","higher education","5","","",""
"4 on Scale 1 to 10","2010","no migration background","in school","8","","",""
"4 on Scale 1 to 10","2010","no migration background","inadequately","9","","",""
"4 on Scale 1 to 10","2010","no migration background","general elemantary","106","0.0815629576031017","0.068312533076884","0.0948133821293194"
"4 on Scale 1 to 10","2010","no migration background","middle vocational","646","0.0667173274383373","0.0618854263937075","0.0715492284829671"
"4 on Scale 1 to 10","2010","no migration background","vocational + Abi","53","0.052834113120641","0.0406924122200656","0.0649758140212164"
"4 on Scale 1 to 10","2010","no migration background","higher vocational","102","0.079636400800938","0.0656871990960408","0.0935856025058351"
"4 on Scale 1 to 10","2010","no migration background","higher education","219","0.0584677002478353","0.0517399123471414","0.0651954881485292"
"4 on Scale 1 to 10","2010","direct migration background","in school","1","","",""
"4 on Scale 1 to 10","2010","direct migration background","inadequately","9","","",""
"4 on Scale 1 to 10","2010","direct migration background","general elemantary","27","","",""
"4 on Scale 1 to 10","2010","direct migration background","middle vocational","56","0.0566114067061967","0.0426265625646116","0.0705962508477819"
"4 on Scale 1 to 10","2010","direct migration background","vocational + Abi","11","","",""
"4 on Scale 1 to 10","2010","direct migration background","higher vocational","10","","",""
"4 on Scale 1 to 10","2010","direct migration background","higher education","28","","",""
"4 on Scale 1 to 10","2010","indirect migration background","in school","2","","",""
"4 on Scale 1 to 10","2010","indirect migration background","inadequately","","","",""
"4 on Scale 1 to 10","2010","indirect migration background","general elemantary","6","","",""
"4 on Scale 1 to 10","2010","indirect migration background","middle vocational","8","","",""
"4 on Scale 1 to 10","2010","indirect migration background","vocational + Abi","6","","",""
"4 on Scale 1 to 10","2010","indirect migration background","higher vocational","2","","",""
"4 on Scale 1 to 10","2010","indirect migration background","higher education","5","","",""
"5 on Scale 1 to 10","2010","no migration background","in school","12","","",""
"5 on Scale 1 to 10","2010","no migration background","inadequately","22","","",""
"5 on Scale 1 to 10","2010","no migration background","general elemantary","270","0.160052117822493","0.142301417317694","0.177802818327291"
"5 on Scale 1 to 10","2010","no migration background","middle vocational","1445","0.160185453944317","0.153083213942081","0.167287693946553"
"5 on Scale 1 to 10","2010","no migration background","vocational + Abi","120","0.0940549468412962","0.0782114498604629","0.10989844382213"
"5 on Scale 1 to 10","2010","no migration background","higher vocational","195","0.159922886398454","0.141037376635453","0.178808396161454"
"5 on Scale 1 to 10","2010","no migration background","higher education","448","0.112329056915346","0.103274468115362","0.121383645715331"
"5 on Scale 1 to 10","2010","direct migration background","in school","2","","",""
"5 on Scale 1 to 10","2010","direct migration background","inadequately","35","0.150577058214651","0.0980383382926539","0.203115778136648"
"5 on Scale 1 to 10","2010","direct migration background","general elemantary","105","0.180676097001051","0.150608346973256","0.210743847028846"
"5 on Scale 1 to 10","2010","direct migration background","middle vocational","140","0.169978502165526","0.147248367100996","0.192708637230056"
"5 on Scale 1 to 10","2010","direct migration background","vocational + Abi","32","0.146916541901193","0.108545346982649","0.185287736819737"
"5 on Scale 1 to 10","2010","direct migration background","higher vocational","9","","",""
"5 on Scale 1 to 10","2010","direct migration background","higher education","44","0.101917152832047","0.0764235450071295","0.127410760656965"
"5 on Scale 1 to 10","2010","indirect migration background","in school","8","","",""
"5 on Scale 1 to 10","2010","indirect migration background","inadequately","4","","",""
"5 on Scale 1 to 10","2010","indirect migration background","general elemantary","24","","",""
"5 on Scale 1 to 10","2010","indirect migration background","middle vocational","55","0.110454197761529","0.082528715603176","0.138379679919882"
"5 on Scale 1 to 10","2010","indirect migration background","vocational + Abi","3","","",""
"5 on Scale 1 to 10","2010","indirect migration background","higher vocational","7","","",""
"5 on Scale 1 to 10","2010","indirect migration background","higher education","9","","",""
"6 on Scale 1 to 10","2010","no migration background","in school","19","","",""
"6 on Scale 1 to 10","2010","no migration background","inadequately","23","","",""
"6 on Scale 1 to 10","2010","no migration background","general elemantary","161","0.130124725203168","0.113836752970859","0.146412697435476"
"6 on Scale 1 to 10","2010","no migration background","middle vocational","986","0.107150743865124","0.101161406515851","0.113140081214396"
"6 on Scale 1 to 10","2010","no migration background","vocational + Abi","106","0.111001909516657","0.093951887885963","0.128051931147351"
"6 on Scale 1 to 10","2010","no migration background","higher vocational","147","0.104644295855848","0.0888729263158044","0.120415665395892"
"6 on Scale 1 to 10","2010","no migration background","higher education","458","0.104349888464051","0.0955836786559775","0.113116098272125"
"6 on Scale 1 to 10","2010","direct migration background","in school","3","","",""
"6 on Scale 1 to 10","2010","direct migration background","inadequately","19","","",""
"6 on Scale 1 to 10","2010","direct migration background","general elemantary","52","0.0616251646723354","0.0428324296164187","0.0804178997282521"
