"m11125","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"6 on Scale 1 to 10","2011","Lower Saxony","higher vocational","13","","",""
"6 on Scale 1 to 10","2011","Lower Saxony","higher education","42","0.0797674123324091","0.0546791466492083","0.10485567801561"
"6 on Scale 1 to 10","2011","Bremen","in school","","","",""
"6 on Scale 1 to 10","2011","Bremen","inadequately","","","",""
"6 on Scale 1 to 10","2011","Bremen","general elemantary","2","","",""
"6 on Scale 1 to 10","2011","Bremen","middle vocational","11","","",""
"6 on Scale 1 to 10","2011","Bremen","vocational + Abi","2","","",""
"6 on Scale 1 to 10","2011","Bremen","higher vocational","1","","",""
"6 on Scale 1 to 10","2011","Bremen","higher education","3","","",""
"6 on Scale 1 to 10","2011","North Rhine-Westphalia","in school","4","","",""
"6 on Scale 1 to 10","2011","North Rhine-Westphalia","inadequately","7","","",""
"6 on Scale 1 to 10","2011","North Rhine-Westphalia","general elemantary","63","0.0954693917364799","0.0725226235773646","0.118416159895595"
"6 on Scale 1 to 10","2011","North Rhine-Westphalia","middle vocational","255","0.101052206687128","0.0888948199092796","0.113209593464976"
"6 on Scale 1 to 10","2011","North Rhine-Westphalia","vocational + Abi","48","0.0949875135956847","0.0696896535487744","0.120285373642595"
"6 on Scale 1 to 10","2011","North Rhine-Westphalia","higher vocational","36","0.131927020820081","0.0933097053771407","0.170544336263022"
"6 on Scale 1 to 10","2011","North Rhine-Westphalia","higher education","105","0.126898533969488","0.106944996561652","0.146852071377325"
"6 on Scale 1 to 10","2011","Hesse","in school","1","","",""
"6 on Scale 1 to 10","2011","Hesse","inadequately","5","","",""
"6 on Scale 1 to 10","2011","Hesse","general elemantary","18","","",""
"6 on Scale 1 to 10","2011","Hesse","middle vocational","68","0.0950359664727442","0.0738056845607391","0.116266248384749"
"6 on Scale 1 to 10","2011","Hesse","vocational + Abi","23","","",""
"6 on Scale 1 to 10","2011","Hesse","higher vocational","10","","",""
"6 on Scale 1 to 10","2011","Hesse","higher education","42","0.0969631824324336","0.0709741818543613","0.122952183010506"
"6 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","in school","2","","",""
"6 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"6 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","general elemantary","29","","",""
"6 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","middle vocational","59","0.0822860482913879","0.062433056908923","0.102139039673853"
"6 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","vocational + Abi","11","","",""
"6 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","higher vocational","14","","",""
"6 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","higher education","17","","",""
"6 on Scale 1 to 10","2011","Baden-Württemberg","in school","4","","",""
"6 on Scale 1 to 10","2011","Baden-Württemberg","inadequately","3","","",""
"6 on Scale 1 to 10","2011","Baden-Württemberg","general elemantary","31","0.0798249578563495","0.0519828588792067","0.107667056833492"
"6 on Scale 1 to 10","2011","Baden-Württemberg","middle vocational","137","0.0970620443621246","0.0819745307181045","0.112149558006145"
"6 on Scale 1 to 10","2011","Baden-Württemberg","vocational + Abi","18","","",""
"6 on Scale 1 to 10","2011","Baden-Württemberg","higher vocational","27","","",""
"6 on Scale 1 to 10","2011","Baden-Württemberg","higher education","69","0.0764802732114121","0.0574727326394522","0.095487813783372"
"6 on Scale 1 to 10","2011","Bavaria","in school","3","","",""
"6 on Scale 1 to 10","2011","Bavaria","inadequately","3","","",""
"6 on Scale 1 to 10","2011","Bavaria","general elemantary","54","0.157474208902565","0.12186753688127","0.193080880923859"
"6 on Scale 1 to 10","2011","Bavaria","middle vocational","173","0.08417764379278","0.0723973835001571","0.095957904085403"
"6 on Scale 1 to 10","2011","Bavaria","vocational + Abi","25","","",""
"6 on Scale 1 to 10","2011","Bavaria","higher vocational","28","","",""
"6 on Scale 1 to 10","2011","Bavaria","higher education","58","0.0842810758153444","0.0648348112658618","0.103727340364827"
"6 on Scale 1 to 10","2011","Berlin","in school","3","","",""
"6 on Scale 1 to 10","2011","Berlin","inadequately","3","","",""
"6 on Scale 1 to 10","2011","Berlin","general elemantary","5","","",""
"6 on Scale 1 to 10","2011","Berlin","middle vocational","43","0.120867033864698","0.0868138303137994","0.154920237415597"
"6 on Scale 1 to 10","2011","Berlin","vocational + Abi","5","","",""
"6 on Scale 1 to 10","2011","Berlin","higher vocational","5","","",""
"6 on Scale 1 to 10","2011","Berlin","higher education","37","0.098656873093701","0.0674605591838432","0.129853187003559"
"6 on Scale 1 to 10","2011","Brandenburg","in school","","","",""
"6 on Scale 1 to 10","2011","Brandenburg","inadequately","","","",""
"6 on Scale 1 to 10","2011","Brandenburg","general elemantary","10","","",""
"6 on Scale 1 to 10","2011","Brandenburg","middle vocational","52","0.0828549811345423","0.0591389108182134","0.106571051450871"
"6 on Scale 1 to 10","2011","Brandenburg","vocational + Abi","6","","",""
"6 on Scale 1 to 10","2011","Brandenburg","higher vocational","10","","",""
"6 on Scale 1 to 10","2011","Brandenburg","higher education","32","0.151710483805621","0.108760743669331","0.194660223941911"
"6 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","in school","2","","",""
"6 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","inadequately","","","",""
"6 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"6 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","middle vocational","31","0.127556084862601","0.0910626347128415","0.164049535012361"
"6 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","vocational + Abi","4","","",""
"6 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","higher vocational","12","","",""
"6 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","higher education","23","","",""
"6 on Scale 1 to 10","2011","Saxony","in school","","","",""
"6 on Scale 1 to 10","2011","Saxony","inadequately","","","",""
"6 on Scale 1 to 10","2011","Saxony","general elemantary","4","","",""
"6 on Scale 1 to 10","2011","Saxony","middle vocational","110","0.131268792255138","0.109681030299492","0.152856554210783"
"6 on Scale 1 to 10","2011","Saxony","vocational + Abi","5","","",""
"6 on Scale 1 to 10","2011","Saxony","higher vocational","15","","",""
"6 on Scale 1 to 10","2011","Saxony","higher education","59","0.136349312489255","0.103914648662002","0.168783976316508"
"6 on Scale 1 to 10","2011","Saxony-Anhalt","in school","","","",""
"6 on Scale 1 to 10","2011","Saxony-Anhalt","inadequately","1","","",""
"6 on Scale 1 to 10","2011","Saxony-Anhalt","general elemantary","6","","",""
"6 on Scale 1 to 10","2011","Saxony-Anhalt","middle vocational","43","0.0795916427551783","0.0567632559801778","0.102420029530179"
"6 on Scale 1 to 10","2011","Saxony-Anhalt","vocational + Abi","2","","",""
"6 on Scale 1 to 10","2011","Saxony-Anhalt","higher vocational","6","","",""
"6 on Scale 1 to 10","2011","Saxony-Anhalt","higher education","21","","",""
"6 on Scale 1 to 10","2011","Thuringia","in school","","","",""
"6 on Scale 1 to 10","2011","Thuringia","inadequately","","","",""
"6 on Scale 1 to 10","2011","Thuringia","general elemantary","6","","",""
"6 on Scale 1 to 10","2011","Thuringia","middle vocational","61","0.0948070705793938","0.0715214808309408","0.118092660327847"
"6 on Scale 1 to 10","2011","Thuringia","vocational + Abi","4","","",""
"6 on Scale 1 to 10","2011","Thuringia","higher vocational","8","","",""
"6 on Scale 1 to 10","2011","Thuringia","higher education","21","","",""
"7 on Scale 1 to 10","2011","Schleswig-Holstein","in school","4","","",""
"7 on Scale 1 to 10","2011","Schleswig-Holstein","inadequately","1","","",""
"7 on Scale 1 to 10","2011","Schleswig-Holstein","general elemantary","17","","",""
"7 on Scale 1 to 10","2011","Schleswig-Holstein","middle vocational","70","0.152046189637129","0.11841943892728","0.185672940346978"
"7 on Scale 1 to 10","2011","Schleswig-Holstein","vocational + Abi","15","","",""
"7 on Scale 1 to 10","2011","Schleswig-Holstein","higher vocational","8","","",""
"7 on Scale 1 to 10","2011","Schleswig-Holstein","higher education","31","0.215097324007991","0.149990309045404","0.280204338970579"
"7 on Scale 1 to 10","2011","Hamburg","in school","2","","",""
"7 on Scale 1 to 10","2011","Hamburg","inadequately","","","",""
"7 on Scale 1 to 10","2011","Hamburg","general elemantary","1","","",""
"7 on Scale 1 to 10","2011","Hamburg","middle vocational","38","0.245349338687167","0.180475415380977","0.310223261993356"
"7 on Scale 1 to 10","2011","Hamburg","vocational + Abi","5","","",""
"7 on Scale 1 to 10","2011","Hamburg","higher vocational","5","","",""
"7 on Scale 1 to 10","2011","Hamburg","higher education","27","","",""
"7 on Scale 1 to 10","2011","Lower Saxony","in school","9","","",""
"7 on Scale 1 to 10","2011","Lower Saxony","inadequately","2","","",""
"7 on Scale 1 to 10","2011","Lower Saxony","general elemantary","47","0.169064428540704","0.126365986258712","0.211762870822696"
"7 on Scale 1 to 10","2011","Lower Saxony","middle vocational","174","0.13921288505965","0.11970801768869","0.15871775243061"
"7 on Scale 1 to 10","2011","Lower Saxony","vocational + Abi","36","0.22326204883311","0.15991319487104","0.286610902795179"
"7 on Scale 1 to 10","2011","Lower Saxony","higher vocational","22","","",""
"7 on Scale 1 to 10","2011","Lower Saxony","higher education","63","0.147310503364163","0.114491801587736","0.180129205140589"
"7 on Scale 1 to 10","2011","Bremen","in school","","","",""
"7 on Scale 1 to 10","2011","Bremen","inadequately","","","",""
"7 on Scale 1 to 10","2011","Bremen","general elemantary","2","","",""
"7 on Scale 1 to 10","2011","Bremen","middle vocational","13","","",""
"7 on Scale 1 to 10","2011","Bremen","vocational + Abi","4","","",""
"7 on Scale 1 to 10","2011","Bremen","higher vocational","2","","",""
"7 on Scale 1 to 10","2011","Bremen","higher education","5","","",""
"7 on Scale 1 to 10","2011","North Rhine-Westphalia","in school","14","","",""
"7 on Scale 1 to 10","2011","North Rhine-Westphalia","inadequately","14","","",""
"7 on Scale 1 to 10","2011","North Rhine-Westphalia","general elemantary","81","0.139067121275187","0.112047783814744","0.16608645873563"
"7 on Scale 1 to 10","2011","North Rhine-Westphalia","middle vocational","367","0.169321301172117","0.154193617553719","0.184448984790515"
"7 on Scale 1 to 10","2011","North Rhine-Westphalia","vocational + Abi","96","0.212097028421262","0.176825287051417","0.247368769791107"
"7 on Scale 1 to 10","2011","North Rhine-Westphalia","higher vocational","64","0.226359731831451","0.178606122539914","0.274113341122989"
"7 on Scale 1 to 10","2011","North Rhine-Westphalia","higher education","229","0.232257869524434","0.206944372634697","0.257571366414172"
"7 on Scale 1 to 10","2011","Hesse","in school","7","","",""
"7 on Scale 1 to 10","2011","Hesse","inadequately","2","","",""
"7 on Scale 1 to 10","2011","Hesse","general elemantary","26","","",""
"7 on Scale 1 to 10","2011","Hesse","middle vocational","126","0.183332376997729","0.155320748528693","0.211344005466765"
"7 on Scale 1 to 10","2011","Hesse","vocational + Abi","25","","",""
"7 on Scale 1 to 10","2011","Hesse","higher vocational","22","","",""
"7 on Scale 1 to 10","2011","Hesse","higher education","102","0.195764381252917","0.160915253742251","0.230613508763582"
"7 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","in school","1","","",""
"7 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","inadequately","","","",""
"7 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","general elemantary","35","0.163242576517655","0.113609088481661","0.212876064553648"
"7 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","middle vocational","104","0.140513174747225","0.11540660853404","0.165619740960409"
"7 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","vocational + Abi","16","","",""
"7 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","higher vocational","22","","",""
"7 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","higher education","43","0.231880247864932","0.178262822366099","0.285497673363765"
"7 on Scale 1 to 10","2011","Baden-Württemberg","in school","8","","",""
"7 on Scale 1 to 10","2011","Baden-Württemberg","inadequately","5","","",""
"7 on Scale 1 to 10","2011","Baden-Württemberg","general elemantary","48","0.131510056705787","0.0967916905867534","0.166228422824821"
"7 on Scale 1 to 10","2011","Baden-Württemberg","middle vocational","246","0.166925433795624","0.147920463348539","0.185930404242709"
"7 on Scale 1 to 10","2011","Baden-Württemberg","vocational + Abi","41","0.180290618284942","0.129834692825271","0.230746543744612"
"7 on Scale 1 to 10","2011","Baden-Württemberg","higher vocational","33","0.144831621277252","0.098948665805655","0.19071457674885"
"7 on Scale 1 to 10","2011","Baden-Württemberg","higher education","130","0.191059319454609","0.162942216328032","0.219176422581186"
"7 on Scale 1 to 10","2011","Bavaria","in school","6","","",""
"7 on Scale 1 to 10","2011","Bavaria","inadequately","3","","",""
"7 on Scale 1 to 10","2011","Bavaria","general elemantary","39","0.0861925274889002","0.0587580163984088","0.113627038579392"
"7 on Scale 1 to 10","2011","Bavaria","middle vocational","349","0.159913939403857","0.144363024896667","0.175464853911047"
"7 on Scale 1 to 10","2011","Bavaria","vocational + Abi","40","0.263566488525414","0.207594404269935","0.319538572780892"
"7 on Scale 1 to 10","2011","Bavaria","higher vocational","50","0.196290977158792","0.1504185797973","0.242163374520284"
"7 on Scale 1 to 10","2011","Bavaria","higher education","140","0.21463035512753","0.185891286631016","0.243369423624044"
"7 on Scale 1 to 10","2011","Berlin","in school","","","",""
"7 on Scale 1 to 10","2011","Berlin","inadequately","4","","",""
"7 on Scale 1 to 10","2011","Berlin","general elemantary","2","","",""
"7 on Scale 1 to 10","2011","Berlin","middle vocational","64","0.169832363890162","0.130606737653514","0.20905799012681"
"7 on Scale 1 to 10","2011","Berlin","vocational + Abi","10","","",""
"7 on Scale 1 to 10","2011","Berlin","higher vocational","9","","",""
"7 on Scale 1 to 10","2011","Berlin","higher education","71","0.175635492129449","0.135828412599979","0.21544257165892"
"7 on Scale 1 to 10","2011","Brandenburg","in school","2","","",""
"7 on Scale 1 to 10","2011","Brandenburg","inadequately","1","","",""
"7 on Scale 1 to 10","2011","Brandenburg","general elemantary","13","","",""
"7 on Scale 1 to 10","2011","Brandenburg","middle vocational","88","0.201841603215233","0.167310194242076","0.236373012188389"
"7 on Scale 1 to 10","2011","Brandenburg","vocational + Abi","9","","",""
"7 on Scale 1 to 10","2011","Brandenburg","higher vocational","13","","",""
"7 on Scale 1 to 10","2011","Brandenburg","higher education","52","0.185593303548089","0.139047287691645","0.232139319404533"
"7 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","in school","","","",""
"7 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","inadequately","1","","",""
"7 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","general elemantary","4","","",""
"7 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","middle vocational","67","0.212272838744574","0.167539563316511","0.257006114172636"
"7 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","vocational + Abi","6","","",""
"7 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","higher vocational","10","","",""
"7 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","higher education","32","0.200347109955689","0.136924417905622","0.263769802005756"
"7 on Scale 1 to 10","2011","Saxony","in school","3","","",""
"7 on Scale 1 to 10","2011","Saxony","inadequately","1","","",""
"7 on Scale 1 to 10","2011","Saxony","general elemantary","18","","",""
"7 on Scale 1 to 10","2011","Saxony","middle vocational","149","0.155524299674487","0.132356922454187","0.178691676894786"
"7 on Scale 1 to 10","2011","Saxony","vocational + Abi","16","","",""
"7 on Scale 1 to 10","2011","Saxony","higher vocational","28","","",""
"7 on Scale 1 to 10","2011","Saxony","higher education","77","0.186317657625485","0.149515920672152","0.223119394578818"
"7 on Scale 1 to 10","2011","Saxony-Anhalt","in school","","","",""
"7 on Scale 1 to 10","2011","Saxony-Anhalt","inadequately","","","",""
"7 on Scale 1 to 10","2011","Saxony-Anhalt","general elemantary","6","","",""
"7 on Scale 1 to 10","2011","Saxony-Anhalt","middle vocational","91","0.162964987851777","0.131814118052673","0.194115857650881"
"7 on Scale 1 to 10","2011","Saxony-Anhalt","vocational + Abi","11","","",""
"7 on Scale 1 to 10","2011","Saxony-Anhalt","higher vocational","18","","",""
"7 on Scale 1 to 10","2011","Saxony-Anhalt","higher education","50","0.179059757437119","0.128851072044928","0.229268442829311"
"7 on Scale 1 to 10","2011","Thuringia","in school","1","","",""
"7 on Scale 1 to 10","2011","Thuringia","inadequately","","","",""
"7 on Scale 1 to 10","2011","Thuringia","general elemantary","4","","",""
"7 on Scale 1 to 10","2011","Thuringia","middle vocational","98","0.134822405909198","0.107674897913588","0.161969913904809"
"7 on Scale 1 to 10","2011","Thuringia","vocational + Abi","2","","",""
"7 on Scale 1 to 10","2011","Thuringia","higher vocational","9","","",""
"7 on Scale 1 to 10","2011","Thuringia","higher education","44","0.162564659551589","0.114246231872985","0.210883087230194"
"8 on Scale 1 to 10","2011","Schleswig-Holstein","in school","4","","",""
"8 on Scale 1 to 10","2011","Schleswig-Holstein","inadequately","2","","",""
"8 on Scale 1 to 10","2011","Schleswig-Holstein","general elemantary","18","","",""
"8 on Scale 1 to 10","2011","Schleswig-Holstein","middle vocational","117","0.28042952231716","0.238360775955519","0.322498268678801"
"8 on Scale 1 to 10","2011","Schleswig-Holstein","vocational + Abi","23","","",""
"8 on Scale 1 to 10","2011","Schleswig-Holstein","higher vocational","13","","",""
"8 on Scale 1 to 10","2011","Schleswig-Holstein","higher education","43","0.266864131903204","0.196776770163519","0.33695149364289"
"8 on Scale 1 to 10","2011","Hamburg","in school","1","","",""
"8 on Scale 1 to 10","2011","Hamburg","inadequately","1","","",""
"8 on Scale 1 to 10","2011","Hamburg","general elemantary","7","","",""
"8 on Scale 1 to 10","2011","Hamburg","middle vocational","40","0.199973893478062","0.13967026153","0.260277525426125"
"8 on Scale 1 to 10","2011","Hamburg","vocational + Abi","12","","",""
"8 on Scale 1 to 10","2011","Hamburg","higher vocational","8","","",""
"8 on Scale 1 to 10","2011","Hamburg","higher education","42","0.387584762644021","0.301832894559374","0.473336630728669"
"8 on Scale 1 to 10","2011","Lower Saxony","in school","13","","",""
"8 on Scale 1 to 10","2011","Lower Saxony","inadequately","7","","",""
"8 on Scale 1 to 10","2011","Lower Saxony","general elemantary","58","0.168063915348478","0.125466381670216","0.210661449026739"
"8 on Scale 1 to 10","2011","Lower Saxony","middle vocational","282","0.21075821448445","0.187778073097528","0.233738355871371"
"8 on Scale 1 to 10","2011","Lower Saxony","vocational + Abi","43","0.247032916067894","0.181424514787081","0.312641317348707"
"8 on Scale 1 to 10","2011","Lower Saxony","higher vocational","41","0.330073329078019","0.250155970474734","0.409990687681305"
"8 on Scale 1 to 10","2011","Lower Saxony","higher education","132","0.30480868673784","0.262182653200697","0.347434720274983"
"8 on Scale 1 to 10","2011","Bremen","in school","","","",""
"8 on Scale 1 to 10","2011","Bremen","inadequately","","","",""
"8 on Scale 1 to 10","2011","Bremen","general elemantary","5","","",""
"8 on Scale 1 to 10","2011","Bremen","middle vocational","19","","",""
"8 on Scale 1 to 10","2011","Bremen","vocational + Abi","3","","",""
"8 on Scale 1 to 10","2011","Bremen","higher vocational","","","",""
"8 on Scale 1 to 10","2011","Bremen","higher education","19","","",""
"8 on Scale 1 to 10","2011","North Rhine-Westphalia","in school","34","0.349054886950196","0.263049404935828","0.435060368964564"
"8 on Scale 1 to 10","2011","North Rhine-Westphalia","inadequately","18","","",""
"8 on Scale 1 to 10","2011","North Rhine-Westphalia","general elemantary","130","0.184222912060951","0.153951311124928","0.214494512996973"
"8 on Scale 1 to 10","2011","North Rhine-Westphalia","middle vocational","541","0.223793092150168","0.2069813706218","0.240604813678536"
"8 on Scale 1 to 10","2011","North Rhine-Westphalia","vocational + Abi","131","0.229265541070068","0.192995752770772","0.265535329369365"
"8 on Scale 1 to 10","2011","North Rhine-Westphalia","higher vocational","76","0.249364391089065","0.199993736791327","0.298735045386804"
"8 on Scale 1 to 10","2011","North Rhine-Westphalia","higher education","256","0.201416300562336","0.177374512381596","0.225458088743077"
"8 on Scale 1 to 10","2011","Hesse","in school","11","","",""
"8 on Scale 1 to 10","2011","Hesse","inadequately","7","","",""
"8 on Scale 1 to 10","2011","Hesse","general elemantary","17","","",""
"8 on Scale 1 to 10","2011","Hesse","middle vocational","170","0.219107383563292","0.189162662749228","0.249052104377355"
"8 on Scale 1 to 10","2011","Hesse","vocational + Abi","39","0.254951449556945","0.187419524551623","0.322483374562266"
"8 on Scale 1 to 10","2011","Hesse","higher vocational","24","","",""
"8 on Scale 1 to 10","2011","Hesse","higher education","136","0.260789324139274","0.222227067618982","0.299351580659567"
"8 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","in school","4","","",""
"8 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"8 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","general elemantary","43","0.150848126636063","0.102784013209576","0.19891224006255"
"8 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","middle vocational","196","0.258673194615443","0.227036598576137","0.29030979065475"
"8 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","vocational + Abi","20","","",""
"8 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","higher vocational","22","","",""
"8 on Scale 1 to 10","2011","Rhineland-Palatinate,Saarland","higher education","66","0.292421299586852","0.234631459918108","0.350211139255596"
"8 on Scale 1 to 10","2011","Baden-Württemberg","in school","14","","",""
"8 on Scale 1 to 10","2011","Baden-Württemberg","inadequately","8","","",""
"8 on Scale 1 to 10","2011","Baden-Württemberg","general elemantary","71","0.227799676360636","0.184713402234416","0.270885950486856"
"8 on Scale 1 to 10","2011","Baden-Württemberg","middle vocational","365","0.231863676327239","0.210355701769329","0.253371650885148"
"8 on Scale 1 to 10","2011","Baden-Württemberg","vocational + Abi","58","0.228973406837495","0.173826283744071","0.284120529930918"
"8 on Scale 1 to 10","2011","Baden-Württemberg","higher vocational","58","0.263277096527445","0.205858510018163","0.320695683036726"
"8 on Scale 1 to 10","2011","Baden-Württemberg","higher education","193","0.231610224383539","0.201438663743106","0.261781785023973"
"8 on Scale 1 to 10","2011","Bavaria","in school","16","","",""
"8 on Scale 1 to 10","2011","Bavaria","inadequately","7","","",""
"8 on Scale 1 to 10","2011","Bavaria","general elemantary","80","0.187950587264253","0.149760721108523","0.226140453419983"
"8 on Scale 1 to 10","2011","Bavaria","middle vocational","510","0.211324648155246","0.194003563077752","0.22864573323274"
"8 on Scale 1 to 10","2011","Bavaria","vocational + Abi","66","0.228790028280679","0.175424049811418","0.28215600674994"
"8 on Scale 1 to 10","2011","Bavaria","higher vocational","64","0.185200465341451","0.140336436610297","0.230064494072604"
"8 on Scale 1 to 10","2011","Bavaria","higher education","239","0.270901862641306","0.239792647841199","0.302011077441413"
"8 on Scale 1 to 10","2011","Berlin","in school","10","","",""
"8 on Scale 1 to 10","2011","Berlin","inadequately","1","","",""
"8 on Scale 1 to 10","2011","Berlin","general elemantary","12","","",""
"8 on Scale 1 to 10","2011","Berlin","middle vocational","74","0.216602927707708","0.173570099219415","0.259635756196"
"8 on Scale 1 to 10","2011","Berlin","vocational + Abi","14","","",""
"8 on Scale 1 to 10","2011","Berlin","higher vocational","12","","",""
"8 on Scale 1 to 10","2011","Berlin","higher education","83","0.262026214173112","0.216023085250306","0.308029343095919"
"8 on Scale 1 to 10","2011","Brandenburg","in school","3","","",""
"8 on Scale 1 to 10","2011","Brandenburg","inadequately","","","",""
"8 on Scale 1 to 10","2011","Brandenburg","general elemantary","11","","",""
"8 on Scale 1 to 10","2011","Brandenburg","middle vocational","108","0.176315063038702","0.14352896883121","0.209101157246194"
"8 on Scale 1 to 10","2011","Brandenburg","vocational + Abi","16","","",""
"8 on Scale 1 to 10","2011","Brandenburg","higher vocational","14","","",""
"8 on Scale 1 to 10","2011","Brandenburg","higher education","63","0.192548286838374","0.145341025779055","0.239755547897693"
"8 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","in school","1","","",""
"8 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","inadequately","3","","",""
"8 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","general elemantary","7","","",""
"8 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","middle vocational","70","0.2066789239369","0.162382551006678","0.250975296867121"
"8 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","vocational + Abi","4","","",""
"8 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","higher vocational","13","","",""
"8 on Scale 1 to 10","2011","Mecklenburg-Western Pomerania","higher education","39","0.140695292102186","0.0855998396466613","0.195790744557712"
"8 on Scale 1 to 10","2011","Saxony","in school","1","","",""
"8 on Scale 1 to 10","2011","Saxony","inadequately","1","","",""
"8 on Scale 1 to 10","2011","Saxony","general elemantary","16","","",""
"8 on Scale 1 to 10","2011","Saxony","middle vocational","209","0.194533705580356","0.169228767450442","0.21983864371027"
"8 on Scale 1 to 10","2011","Saxony","vocational + Abi","22","","",""
"8 on Scale 1 to 10","2011","Saxony","higher vocational","26","","",""
"8 on Scale 1 to 10","2011","Saxony","higher education","109","0.212663708944164","0.173987785652967","0.251339632235361"
"8 on Scale 1 to 10","2011","Saxony-Anhalt","in school","2","","",""
"8 on Scale 1 to 10","2011","Saxony-Anhalt","inadequately","5","","",""
"8 on Scale 1 to 10","2011","Saxony-Anhalt","general elemantary","11","","",""
"8 on Scale 1 to 10","2011","Saxony-Anhalt","middle vocational","122","0.223706649409894","0.188558408795681","0.258854890024106"
"8 on Scale 1 to 10","2011","Saxony-Anhalt","vocational + Abi","14","","",""
"8 on Scale 1 to 10","2011","Saxony-Anhalt","higher vocational","12","","",""
"8 on Scale 1 to 10","2011","Saxony-Anhalt","higher education","47","0.19843903992258","0.14621073645941","0.25066734338575"
"8 on Scale 1 to 10","2011","Thuringia","in school","1","","",""
"8 on Scale 1 to 10","2011","Thuringia","inadequately","1","","",""
"8 on Scale 1 to 10","2011","Thuringia","general elemantary","9","","",""
"8 on Scale 1 to 10","2011","Thuringia","middle vocational","118","0.182386987163008","0.151692023506492","0.213081950819524"
"8 on Scale 1 to 10","2011","Thuringia","vocational + Abi","10","","",""
"8 on Scale 1 to 10","2011","Thuringia","higher vocational","10","","",""
"8 on Scale 1 to 10","2011","Thuringia","higher education","61","0.220210481849052","0.165943986843434","0.27447697685467"
"9 on Scale 1 to 10","2011","Schleswig-Holstein","in school","4","","",""
"9 on Scale 1 to 10","2011","Schleswig-Holstein","inadequately","3","","",""
"9 on Scale 1 to 10","2011","Schleswig-Holstein","general elemantary","7","","",""
"9 on Scale 1 to 10","2011","Schleswig-Holstein","middle vocational","50","0.096561243134859","0.0689006289768891","0.124221857292829"
"9 on Scale 1 to 10","2011","Schleswig-Holstein","vocational + Abi","17","","",""
"9 on Scale 1 to 10","2011","Schleswig-Holstein","higher vocational","9","","",""
"9 on Scale 1 to 10","2011","Schleswig-Holstein","higher education","22","","",""
"9 on Scale 1 to 10","2011","Hamburg","in school","4","","",""
"9 on Scale 1 to 10","2011","Hamburg","inadequately","","","",""
"9 on Scale 1 to 10","2011","Hamburg","general elemantary","","","",""
"9 on Scale 1 to 10","2011","Hamburg","middle vocational","22","","",""
"9 on Scale 1 to 10","2011","Hamburg","vocational + Abi","9","","",""
"9 on Scale 1 to 10","2011","Hamburg","higher vocational","4","","",""
"9 on Scale 1 to 10","2011","Hamburg","higher education","26","","",""
"9 on Scale 1 to 10","2011","Lower Saxony","in school","10","","",""
"9 on Scale 1 to 10","2011","Lower Saxony","inadequately","3","","",""
"9 on Scale 1 to 10","2011","Lower Saxony","general elemantary","24","","",""
"9 on Scale 1 to 10","2011","Lower Saxony","middle vocational","132","0.0930795073316193","0.0767088148137886","0.10945019984945"
