"plb0219","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2019","66 and older","secondary school degree","13","","",""
"Yes, every week","2019","66 and older","college entrance qualification","14","","",""
"Yes, every week","2019","66 and older","Other degree","2","","",""
"Yes, every week","2019","66 and older","no degree/no degree yet","2","","",""
"Yes, every 2 weeks","2019","16-34 y.","lower secondary degree","38","0.0930193482870613","0.0654694619778069","0.120569234596316"
"Yes, every 2 weeks","2019","16-34 y.","secondary school degree","103","0.101598467372364","0.0816712545263462","0.121525680218382"
"Yes, every 2 weeks","2019","16-34 y.","college entrance qualification","159","0.118613840903538","0.10224574834003","0.134981933467045"
"Yes, every 2 weeks","2019","16-34 y.","Other degree","25","","",""
"Yes, every 2 weeks","2019","16-34 y.","no degree/no degree yet","14","","",""
"Yes, every 2 weeks","2019","35-65 y.","lower secondary degree","184","0.0981628206970243","0.0844329196610619","0.111892721732987"
"Yes, every 2 weeks","2019","35-65 y.","secondary school degree","405","0.0952234313276092","0.0862013447602252","0.104245517894993"
"Yes, every 2 weeks","2019","35-65 y.","college entrance qualification","387","0.0691617962721384","0.0619263823968457","0.0763972101474311"
"Yes, every 2 weeks","2019","35-65 y.","Other degree","177","0.132781190007029","0.115075322625496","0.150487057388563"
"Yes, every 2 weeks","2019","35-65 y.","no degree/no degree yet","23","","",""
"Yes, every 2 weeks","2019","66 and older","lower secondary degree","5","","",""
"Yes, every 2 weeks","2019","66 and older","secondary school degree","9","","",""
"Yes, every 2 weeks","2019","66 and older","college entrance qualification","14","","",""
"Yes, every 2 weeks","2019","66 and older","Other degree","2","","",""
"Yes, every 2 weeks","2019","66 and older","no degree/no degree yet","1","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","lower secondary degree","16","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","secondary school degree","43","0.0375343601670582","0.0249979017410118","0.0500708185931047"
"Yes, every 3-4 weeks","2019","16-34 y.","college entrance qualification","97","0.0648923991355401","0.0524221542080383","0.0773626440630419"
"Yes, every 3-4 weeks","2019","16-34 y.","Other degree","12","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","no degree/no degree yet","6","","",""
"Yes, every 3-4 weeks","2019","35-65 y.","lower secondary degree","97","0.0648190997827324","0.0534577707845168","0.076180428780948"
"Yes, every 3-4 weeks","2019","35-65 y.","secondary school degree","237","0.053729557990247","0.0467988328629697","0.0606602831175243"
"Yes, every 3-4 weeks","2019","35-65 y.","college entrance qualification","378","0.065262449205141","0.0582192548057844","0.0723056436044977"
"Yes, every 3-4 weeks","2019","35-65 y.","Other degree","66","0.0510619285708268","0.0395763698513735","0.0625474872902801"
"Yes, every 3-4 weeks","2019","35-65 y.","no degree/no degree yet","5","","",""
"Yes, every 3-4 weeks","2019","66 and older","lower secondary degree","3","","",""
"Yes, every 3-4 weeks","2019","66 and older","secondary school degree","8","","",""
"Yes, every 3-4 weeks","2019","66 and older","college entrance qualification","15","","",""
"Yes, every 3-4 weeks","2019","66 and older","Other degree","5","","",""
"Yes, every 3-4 weeks","2019","66 and older","no degree/no degree yet","1","","",""
"Rarely","2019","16-34 y.","lower secondary degree","36","0.0704139629091559","0.0461473957926513","0.0946805300256606"
"Rarely","2019","16-34 y.","secondary school degree","95","0.108774310225748","0.0882378893357583","0.129310731115738"
"Rarely","2019","16-34 y.","college entrance qualification","202","0.154157197337802","0.135877289293901","0.172437105381703"
"Rarely","2019","16-34 y.","Other degree","24","","",""
"Rarely","2019","16-34 y.","no degree/no degree yet","9","","",""
"Rarely","2019","35-65 y.","lower secondary degree","249","0.129282071136247","0.113799691283617","0.144764450988877"
"Rarely","2019","35-65 y.","secondary school degree","580","0.147189678797134","0.136299643019989","0.15807971457428"
"Rarely","2019","35-65 y.","college entrance qualification","1015","0.211555300813356","0.199908927115437","0.223201674511276"
"Rarely","2019","35-65 y.","Other degree","171","0.121888843945166","0.104818537779379","0.138959150110954"
"Rarely","2019","35-65 y.","no degree/no degree yet","13","","",""
"Rarely","2019","66 and older","lower secondary degree","30","0.170461180613561","0.115678925413424","0.225243435813698"
"Rarely","2019","66 and older","secondary school degree","28","","",""
"Rarely","2019","66 and older","college entrance qualification","58","0.363801902610311","0.298105264375962","0.429498540844661"
"Rarely","2019","66 and older","Other degree","11","","",""
"Rarely","2019","66 and older","no degree/no degree yet","1","","",""
