"plb0219","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2015","direct migration background","higher education","39","0.0524464089910681","0.0359439428014084","0.0689488751807278","4"
"Yes, every 3-4 weeks","2015","no migration background","general elemantary","26","","","","4"
"Yes, every week","2015","indirect migration background","in school","2","","","","2"
"Yes, every week","2015","indirect migration background","inadequately","1","","","","2"
"Yes, every week","2015","indirect migration background","general elemantary","18","","","","2"
"Yes, every week","2015","indirect migration background","middle vocational","24","","","","2"
"Yes, every week","2015","indirect migration background","vocational + Abi","5","","","","2"
"Yes, every week","2015","indirect migration background","higher vocational","1","","","","2"
"Yes, every week","2015","indirect migration background","higher education","21","","","","2"
"Yes, every week","2015","no migration background","in school","5","","","","2"
"Yes, every week","2015","no migration background","inadequately","3","","","","2"
"Yes, every week","2015","no migration background","general elemantary","35","0.0521759757994353","0.0344410748220291","0.0699108767768415","2"
"Yes, every week","2015","no migration background","middle vocational","253","0.0415131713639263","0.0361800030433651","0.0468463396844874","2"
"Yes, every week","2015","no migration background","vocational + Abi","35","0.0361461171688881","0.0243017917682867","0.0479904425694895","2"
"Yes, every week","2015","no migration background","higher vocational","54","0.0661250953434617","0.049835629634299","0.0824145610526244","2"
"Yes, every week","2015","no migration background","higher education","337","0.103607753838682","0.0929620126420319","0.114253495035332","2"
"Yes, every week","2015","direct migration background","in school","3","","","","2"
"Yes, every week","2015","direct migration background","inadequately","5","","","","2"
"Yes, every week","2015","direct migration background","general elemantary","25","","","","2"
"Yes, every week","2015","direct migration background","middle vocational","75","0.0917665347663408","0.0735516951905535","0.109981374342128","2"
"Yes, every week","2015","direct migration background","vocational + Abi","30","0.0693482982991932","0.0451956299341668","0.0935009666642196","2"
"Yes, every week","2015","direct migration background","higher vocational","5","","","","2"
"Yes, every week","2015","direct migration background","higher education","59","0.10702517827366","0.0841401386424672","0.129910217904852","2"
"No, never","2016","indirect migration background","in school","","","","","1"
"No, never","2016","indirect migration background","inadequately","","","","","1"
"No, never","2016","indirect migration background","general elemantary","","","","","1"
"No, never","2016","indirect migration background","middle vocational","","","","","1"
"No, never","2016","indirect migration background","vocational + Abi","","","","","1"
"No, never","2016","indirect migration background","higher vocational","","","","","1"
"No, never","2016","indirect migration background","higher education","","","","","1"
"No, never","2016","no migration background","vocational + Abi","","","","","1"
"No, never","2016","no migration background","higher vocational","","","","","1"
"No, never","2016","no migration background","higher education","","","","","1"
"No, never","2016","direct migration background","in school","","","","","1"
"No, never","2016","direct migration background","inadequately","","","","","1"
"No, never","2016","direct migration background","higher vocational","","","","","1"
"No, never","2016","direct migration background","vocational + Abi","","","","","1"
"No, never","2016","direct migration background","higher education","","","","","1"
"No, never","2016","no migration background","inadequately","","","","","1"
"No, never","2016","no migration background","middle vocational","","","","","1"
"No, never","2016","no migration background","in school","","","","","1"
"No, never","2016","no migration background","general elemantary","","","","","1"
"No, never","2016","direct migration background","general elemantary","","","","","1"
"No, never","2016","direct migration background","middle vocational","","","","","1"
"Rarely","2016","no migration background","in school","","","","","5"
"Rarely","2016","no migration background","inadequately","","","","","5"
"Rarely","2016","no migration background","general elemantary","","","","","5"
"Rarely","2016","no migration background","middle vocational","","","","","5"
"Rarely","2016","no migration background","vocational + Abi","","","","","5"
"Rarely","2016","direct migration background","middle vocational","","","","","5"
"Rarely","2016","direct migration background","vocational + Abi","","","","","5"
"Rarely","2016","direct migration background","higher vocational","","","","","5"
"Rarely","2016","direct migration background","higher education","","","","","5"
"Rarely","2016","indirect migration background","in school","","","","","5"
"Rarely","2016","indirect migration background","inadequately","","","","","5"
"Rarely","2016","indirect migration background","general elemantary","","","","","5"
"Rarely","2016","indirect migration background","middle vocational","","","","","5"
"Rarely","2016","indirect migration background","vocational + Abi","","","","","5"
"Rarely","2016","indirect migration background","higher vocational","","","","","5"
"Rarely","2016","indirect migration background","higher education","","","","","5"
"Rarely","2016","no migration background","higher vocational","","","","","5"
"Rarely","2016","no migration background","higher education","","","","","5"
"Rarely","2016","direct migration background","in school","","","","","5"
"Rarely","2016","direct migration background","inadequately","","","","","5"
"Rarely","2016","direct migration background","general elemantary","","","","","5"
"Yes, every 2 weeks","2016","no migration background","in school","","","","","3"
"Yes, every 2 weeks","2016","no migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2016","no migration background","general elemantary","","","","","3"
"Yes, every 2 weeks","2016","no migration background","middle vocational","","","","","3"
"Yes, every 2 weeks","2016","no migration background","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2016","no migration background","higher vocational","","","","","3"
"Yes, every 2 weeks","2016","no migration background","higher education","","","","","3"
"Yes, every 2 weeks","2016","indirect migration background","in school","","","","","3"
"Yes, every 2 weeks","2016","indirect migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2016","indirect migration background","general elemantary","","","","","3"
"Yes, every 2 weeks","2016","indirect migration background","middle vocational","","","","","3"
"Yes, every 2 weeks","2016","indirect migration background","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2016","indirect migration background","higher vocational","","","","","3"
"Yes, every 2 weeks","2016","indirect migration background","higher education","","","","","3"
"Yes, every 2 weeks","2016","direct migration background","higher vocational","","","","","3"
"Yes, every 2 weeks","2016","direct migration background","higher education","","","","","3"
"Yes, every 2 weeks","2016","direct migration background","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2016","direct migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2016","direct migration background","middle vocational","","","","","3"
"Yes, every 2 weeks","2016","direct migration background","general elemantary","","","","","3"
"Yes, every 2 weeks","2016","direct migration background","in school","","","","","3"
"Yes, every 3-4 weeks","2016","indirect migration background","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2016","indirect migration background","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2016","indirect migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2016","indirect migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2016","indirect migration background","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2016","indirect migration background","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2016","indirect migration background","higher education","","","","","4"
"Yes, every 3-4 weeks","2016","no migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2016","no migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2016","no migration background","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2016","no migration background","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2016","no migration background","higher education","","","","","4"
"Yes, every 3-4 weeks","2016","direct migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2016","direct migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2016","direct migration background","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2016","direct migration background","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2016","direct migration background","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2016","direct migration background","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2016","direct migration background","higher education","","","","","4"
"Yes, every 3-4 weeks","2016","no migration background","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2016","no migration background","middle vocational","","","","","4"
"Yes, every week","2016","indirect migration background","vocational + Abi","","","","","2"
"Yes, every week","2016","indirect migration background","higher vocational","","","","","2"
"Yes, every week","2016","indirect migration background","higher education","","","","","2"
"Yes, every week","2016","indirect migration background","middle vocational","","","","","2"
"Yes, every week","2016","direct migration background","middle vocational","","","","","2"
"Yes, every week","2016","direct migration background","vocational + Abi","","","","","2"
"Yes, every week","2016","indirect migration background","in school","","","","","2"
"Yes, every week","2016","indirect migration background","inadequately","","","","","2"
"Yes, every week","2016","indirect migration background","general elemantary","","","","","2"
"Yes, every week","2016","no migration background","in school","","","","","2"
"Yes, every week","2016","no migration background","inadequately","","","","","2"
"Yes, every week","2016","no migration background","general elemantary","","","","","2"
"Yes, every week","2016","no migration background","middle vocational","","","","","2"
"Yes, every week","2016","no migration background","vocational + Abi","","","","","2"
"Yes, every week","2016","no migration background","higher vocational","","","","","2"
"Yes, every week","2016","no migration background","higher education","","","","","2"
"Yes, every week","2016","direct migration background","in school","","","","","2"
"Yes, every week","2016","direct migration background","inadequately","","","","","2"
"Yes, every week","2016","direct migration background","general elemantary","","","","","2"
"Yes, every week","2016","direct migration background","higher vocational","","","","","2"
"Yes, every week","2016","direct migration background","higher education","","","","","2"
"No, never","2017","no migration background","vocational + Abi","748","0.641850453366883","0.614211709386687","0.669489197347079","1"
"No, never","2017","no migration background","higher vocational","531","0.567821898176472","0.536035251351705","0.59960854500124","1"
"No, never","2017","no migration background","higher education","1932","0.547631749190142","0.53115648062679","0.564107017753494","1"
"No, never","2017","direct migration background","in school","2","","","","1"
"No, never","2017","indirect migration background","in school","10","","","","1"
"No, never","2017","indirect migration background","inadequately","16","","","","1"
"No, never","2017","indirect migration background","general elemantary","102","0.625818989394631","0.551301910154339","0.700336068634923","1"
"No, never","2017","indirect migration background","middle vocational","330","0.644181120846943","0.602300344613678","0.686061897080209","1"
"No, never","2017","indirect migration background","vocational + Abi","60","0.602209247926221","0.506756495595506","0.697662000256935","1"
"No, never","2017","indirect migration background","higher vocational","38","0.745907626177438","0.627580379760709","0.864234872594166","1"
"No, never","2017","indirect migration background","higher education","142","0.643126112592077","0.582766580347185","0.703485644836968","1"
"No, never","2017","direct migration background","vocational + Abi","295","0.636308897685759","0.592009346507857","0.680608448863662","1"
"No, never","2017","no migration background","inadequately","53","0.621031676588013","0.50897437136216","0.733088981813866","1"
"No, never","2017","no migration background","middle vocational","3785","0.645144175398359","0.632842138857075","0.657446211939643","1"
"No, never","2017","direct migration background","general elemantary","315","0.755125470126699","0.714049445054676","0.796201495198722","1"
"No, never","2017","direct migration background","middle vocational","682","0.629223772181786","0.599464909005709","0.658982635357863","1"
"No, never","2017","direct migration background","higher vocational","39","0.664212931310562","0.54267278884081","0.785753073780314","1"
"No, never","2017","no migration background","in school","23","","","","1"
"No, never","2017","no migration background","general elemantary","531","0.740679765551404","0.709081785918479","0.77227774518433","1"
"No, never","2017","direct migration background","inadequately","63","0.67762440041559","0.583140075661147","0.772108725170034","1"
"No, never","2017","direct migration background","higher education","543","0.597942971520075","0.565000435996018","0.630885507044132","1"
"Rarely","2017","no migration background","in school","5","","","","5"
"Rarely","2017","no migration background","inadequately","7","","","","5"
"Rarely","2017","no migration background","general elemantary","66","0.0943654227034265","0.0732884217853648","0.115442423621488","5"
"Rarely","2017","no migration background","middle vocational","771","0.14903736640107","0.139880951103246","0.158193781698894","5"
"Rarely","2017","no migration background","vocational + Abi","147","0.142795387218522","0.122627123434772","0.162963651002272","5"
"Rarely","2017","no migration background","higher vocational","205","0.235773637134668","0.208536221487801","0.263011052781535","5"
"Rarely","2017","no migration background","higher education","682","0.207198626658558","0.19378278980482","0.220614463512296","5"
"Rarely","2017","direct migration background","in school","","","","","5"
"Rarely","2017","direct migration background","inadequately","9","","","","5"
"Rarely","2017","direct migration background","general elemantary","29","","","","5"
"Rarely","2017","direct migration background","middle vocational","91","0.121345809974434","0.101228068661224","0.141463551287643","5"
"Rarely","2017","direct migration background","vocational + Abi","45","0.116189244993407","0.0866797623272448","0.145698727659569","5"
"Rarely","2017","direct migration background","higher vocational","8","","","","5"
"Rarely","2017","direct migration background","higher education","114","0.148912643858112","0.12499402119672","0.172831266519504","5"
"Rarely","2017","indirect migration background","in school","","","","","5"
"Rarely","2017","indirect migration background","inadequately","","","","","5"
"Rarely","2017","indirect migration background","general elemantary","12","","","","5"
"Rarely","2017","indirect migration background","middle vocational","49","0.0855206910162395","0.0610571807005375","0.109984201331942","5"
"Rarely","2017","indirect migration background","vocational + Abi","11","","","","5"
"Rarely","2017","indirect migration background","higher vocational","9","","","","5"
"Rarely","2017","indirect migration background","higher education","39","0.111916333452552","0.072195890210716","0.151636776694389","5"
"Yes, every 2 weeks","2017","no migration background","in school","6","","","","3"
"Yes, every 2 weeks","2017","no migration background","inadequately","3","","","","3"
"Yes, every 2 weeks","2017","no migration background","general elemantary","72","0.0866017831427391","0.0663240516203279","0.10687951466515","3"
"Yes, every 2 weeks","2017","no migration background","middle vocational","597","0.099457716343665","0.0917629763503935","0.107152456336937","3"
"Yes, every 2 weeks","2017","no migration background","vocational + Abi","114","0.10153518382896","0.0841240124181121","0.118946355239808","3"
"Yes, every 2 weeks","2017","no migration background","higher vocational","81","0.0776015686624878","0.0604342765439057","0.0947688607810699","3"
"Yes, every 2 weeks","2017","no migration background","higher education","269","0.0842288936556973","0.0750357054389654","0.0934220818724292","3"
"Yes, every 2 weeks","2017","indirect migration background","in school","4","","","","3"
"Yes, every 2 weeks","2017","indirect migration background","inadequately","1","","","","3"
"Yes, every 2 weeks","2017","direct migration background","higher vocational","8","","","","3"
"Yes, every 2 weeks","2017","direct migration background","higher education","90","0.0875564984068408","0.0685662566056","0.106546740208082","3"
"Yes, every 2 weeks","2017","direct migration background","inadequately","10","","","","3"
"Yes, every 2 weeks","2017","indirect migration background","middle vocational","63","0.152154844635357","0.120735480150921","0.183574209119793","3"
"Yes, every 2 weeks","2017","indirect migration background","vocational + Abi","13","","","","3"
"Yes, every 2 weeks","2017","indirect migration background","higher vocational","2","","","","3"
"Yes, every 2 weeks","2017","direct migration background","in school","","","","","3"
"Yes, every 2 weeks","2017","direct migration background","general elemantary","32","0.079946778045277","0.0540399643904965","0.105853591700058","3"
"Yes, every 2 weeks","2017","direct migration background","middle vocational","122","0.111242656551177","0.0918701814388978","0.130615131663456","3"
"Yes, every 2 weeks","2017","direct migration background","vocational + Abi","61","0.132963521059291","0.101696685565364","0.164230356553218","3"
"Yes, every 2 weeks","2017","indirect migration background","general elemantary","26","","","","3"
"Yes, every 2 weeks","2017","indirect migration background","higher education","13","","","","3"
"Yes, every 3-4 weeks","2017","indirect migration background","in school","1","","","","4"
"Yes, every 3-4 weeks","2017","indirect migration background","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2017","indirect migration background","general elemantary","11","","","","4"
"Yes, every 3-4 weeks","2017","indirect migration background","middle vocational","23","","","","4"
"Yes, every 3-4 weeks","2017","indirect migration background","vocational + Abi","8","","","","4"
"Yes, every 3-4 weeks","2017","indirect migration background","higher vocational","1","","","","4"
"Yes, every 3-4 weeks","2017","indirect migration background","higher education","24","","","","4"
"Yes, every 3-4 weeks","2017","no migration background","in school","5","","","","4"
"Yes, every 3-4 weeks","2017","no migration background","inadequately","5","","","","4"
"Yes, every 3-4 weeks","2017","no migration background","vocational + Abi","83","0.0548211901628228","0.0416991793242513","0.0679432010013943","4"
"Yes, every 3-4 weeks","2017","no migration background","higher vocational","61","0.0588601803447168","0.0437578092415776","0.0739625514478561","4"
"Yes, every 3-4 weeks","2017","no migration background","higher education","287","0.0752244089591103","0.0664938971050621","0.0839549208131585","4"
"Yes, every 3-4 weeks","2017","direct migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2017","direct migration background","inadequately","5","","","","4"
"Yes, every 3-4 weeks","2017","direct migration background","general elemantary","22","","","","4"
"Yes, every 3-4 weeks","2017","direct migration background","middle vocational","39","0.0433852172467965","0.030833669950499","0.0559367645430941","4"
"Yes, every 3-4 weeks","2017","direct migration background","vocational + Abi","23","","","","4"
"Yes, every 3-4 weeks","2017","direct migration background","higher vocational","3","","","","4"
"Yes, every 3-4 weeks","2017","direct migration background","higher education","53","0.0789809101308494","0.0608600547687767","0.097101765492922","4"
"Yes, every 3-4 weeks","2017","no migration background","middle vocational","346","0.0558537805177936","0.0499494784305444","0.0617580826050428","4"
"Yes, every 3-4 weeks","2017","no migration background","general elemantary","26","","","","4"
"Yes, every week","2017","indirect migration background","in school","5","","","","2"
"Yes, every week","2017","indirect migration background","inadequately","","","","","2"
"Yes, every week","2017","indirect migration background","general elemantary","11","","","","2"
"Yes, every week","2017","indirect migration background","middle vocational","37","0.0731661437111193","0.0503862202687413","0.0959460671534973","2"
"Yes, every week","2017","indirect migration background","vocational + Abi","9","","","","2"
"Yes, every week","2017","indirect migration background","higher vocational","2","","","","2"
"Yes, every week","2017","indirect migration background","higher education","24","","","","2"
"Yes, every week","2017","no migration background","in school","10","","","","2"
"Yes, every week","2017","no migration background","inadequately","4","","","","2"
"Yes, every week","2017","no migration background","general elemantary","44","0.0564253876188814","0.039789297240359","0.0730614779974039","2"
"Yes, every week","2017","no migration background","middle vocational","312","0.0505069613391119","0.0448764975965589","0.056137425081665","2"
"Yes, every week","2017","no migration background","vocational + Abi","64","0.058997785422812","0.0454152029186175","0.0725803679270065","2"
"Yes, every week","2017","no migration background","higher vocational","55","0.0599427156816548","0.0447108663220867","0.0751745650412229","2"
"Yes, every week","2017","no migration background","higher education","336","0.0857163215364921","0.0764498503161879","0.0949827927567964","2"
"Yes, every week","2017","direct migration background","in school","","","","","2"
"Yes, every week","2017","direct migration background","inadequately","7","","","","2"
"Yes, every week","2017","direct migration background","general elemantary","23","","","","2"
"Yes, every week","2017","direct migration background","middle vocational","78","0.094802544045807","0.0767541114002598","0.112850976691354","2"
"Yes, every week","2017","direct migration background","vocational + Abi","29","","","","2"
"Yes, every week","2017","direct migration background","higher vocational","","","","","2"
"Yes, every week","2017","direct migration background","higher education","51","0.0866069760841229","0.067710161847452","0.105503790320794","2"
"No, never","2018","no migration background","middle vocational","","","","","1"
"No, never","2018","no migration background","vocational + Abi","","","","","1"
"No, never","2018","no migration background","higher vocational","","","","","1"
"No, never","2018","no migration background","higher education","","","","","1"
"No, never","2018","direct migration background","in school","","","","","1"
"No, never","2018","indirect migration background","in school","","","","","1"
"No, never","2018","indirect migration background","inadequately","","","","","1"
"No, never","2018","indirect migration background","general elemantary","","","","","1"
"No, never","2018","indirect migration background","middle vocational","","","","","1"
"No, never","2018","indirect migration background","vocational + Abi","","","","","1"
"No, never","2018","indirect migration background","higher vocational","","","","","1"
"No, never","2018","indirect migration background","higher education","","","","","1"
"No, never","2018","no migration background","in school","","","","","1"
"No, never","2018","no migration background","inadequately","","","","","1"
"No, never","2018","direct migration background","general elemantary","","","","","1"
"No, never","2018","direct migration background","higher vocational","","","","","1"
"No, never","2018","direct migration background","higher education","","","","","1"
"No, never","2018","no migration background","general elemantary","","","","","1"
"No, never","2018","direct migration background","inadequately","","","","","1"
"No, never","2018","direct migration background","middle vocational","","","","","1"
"No, never","2018","direct migration background","vocational + Abi","","","","","1"
"Rarely","2018","no migration background","in school","","","","","5"
"Rarely","2018","no migration background","inadequately","","","","","5"
"Rarely","2018","no migration background","general elemantary","","","","","5"
"Rarely","2018","no migration background","middle vocational","","","","","5"
"Rarely","2018","no migration background","vocational + Abi","","","","","5"
"Rarely","2018","no migration background","higher vocational","","","","","5"
"Rarely","2018","no migration background","higher education","","","","","5"
"Rarely","2018","direct migration background","in school","","","","","5"
"Rarely","2018","direct migration background","inadequately","","","","","5"
"Rarely","2018","direct migration background","general elemantary","","","","","5"
"Rarely","2018","direct migration background","middle vocational","","","","","5"
"Rarely","2018","direct migration background","vocational + Abi","","","","","5"
"Rarely","2018","direct migration background","higher vocational","","","","","5"
"Rarely","2018","direct migration background","higher education","","","","","5"
"Rarely","2018","indirect migration background","in school","","","","","5"
"Rarely","2018","indirect migration background","inadequately","","","","","5"
"Rarely","2018","indirect migration background","general elemantary","","","","","5"
"Rarely","2018","indirect migration background","middle vocational","","","","","5"
"Rarely","2018","indirect migration background","vocational + Abi","","","","","5"
"Rarely","2018","indirect migration background","higher vocational","","","","","5"
"Rarely","2018","indirect migration background","higher education","","","","","5"
"Yes, every 2 weeks","2018","no migration background","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2018","no migration background","higher vocational","","","","","3"
"Yes, every 2 weeks","2018","no migration background","higher education","","","","","3"
"Yes, every 2 weeks","2018","indirect migration background","in school","","","","","3"
"Yes, every 2 weeks","2018","indirect migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2018","direct migration background","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2018","direct migration background","higher vocational","","","","","3"
"Yes, every 2 weeks","2018","direct migration background","higher education","","","","","3"
"Yes, every 2 weeks","2018","indirect migration background","higher education","","","","","3"
"Yes, every 2 weeks","2018","direct migration background","in school","","","","","3"
"Yes, every 2 weeks","2018","direct migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2018","direct migration background","middle vocational","","","","","3"
"Yes, every 2 weeks","2018","no migration background","in school","","","","","3"
"Yes, every 2 weeks","2018","no migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2018","no migration background","general elemantary","","","","","3"
"Yes, every 2 weeks","2018","no migration background","middle vocational","","","","","3"
"Yes, every 2 weeks","2018","indirect migration background","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2018","indirect migration background","higher vocational","","","","","3"
"Yes, every 2 weeks","2018","direct migration background","general elemantary","","","","","3"
"Yes, every 2 weeks","2018","indirect migration background","general elemantary","","","","","3"
"Yes, every 2 weeks","2018","indirect migration background","middle vocational","","","","","3"
"Yes, every 3-4 weeks","2018","indirect migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2018","indirect migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2018","indirect migration background","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2018","indirect migration background","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2018","indirect migration background","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2018","no migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2018","no migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2018","no migration background","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2018","no migration background","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2018","no migration background","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2018","no migration background","higher education","","","","","4"
"Yes, every 3-4 weeks","2018","direct migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2018","direct migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2018","direct migration background","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2018","indirect migration background","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2018","indirect migration background","higher education","","","","","4"
"Yes, every 3-4 weeks","2018","direct migration background","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2018","direct migration background","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2018","no migration background","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2018","direct migration background","higher education","","","","","4"
"Yes, every 3-4 weeks","2018","direct migration background","middle vocational","","","","","4"
"Yes, every week","2018","indirect migration background","in school","","","","","2"
"Yes, every week","2018","indirect migration background","inadequately","","","","","2"
"Yes, every week","2018","indirect migration background","general elemantary","","","","","2"
"Yes, every week","2018","indirect migration background","middle vocational","","","","","2"
"Yes, every week","2018","indirect migration background","vocational + Abi","","","","","2"
"Yes, every week","2018","indirect migration background","higher vocational","","","","","2"
"Yes, every week","2018","indirect migration background","higher education","","","","","2"
"Yes, every week","2018","no migration background","in school","","","","","2"
"Yes, every week","2018","no migration background","inadequately","","","","","2"
"Yes, every week","2018","no migration background","general elemantary","","","","","2"
"Yes, every week","2018","no migration background","middle vocational","","","","","2"
"Yes, every week","2018","no migration background","vocational + Abi","","","","","2"
"Yes, every week","2018","no migration background","higher vocational","","","","","2"
"Yes, every week","2018","no migration background","higher education","","","","","2"
"Yes, every week","2018","direct migration background","in school","","","","","2"
"Yes, every week","2018","direct migration background","inadequately","","","","","2"
"Yes, every week","2018","direct migration background","general elemantary","","","","","2"
"Yes, every week","2018","direct migration background","middle vocational","","","","","2"
"Yes, every week","2018","direct migration background","vocational + Abi","","","","","2"
"Yes, every week","2018","direct migration background","higher vocational","","","","","2"
"Yes, every week","2018","direct migration background","higher education","","","","","2"
"No, never","2019","indirect migration background","in school","10","","","","1"
"No, never","2019","indirect migration background","inadequately","15","","","","1"
"No, never","2019","indirect migration background","general elemantary","104","0.715974157396444","0.64428493015693","0.787663384635959","1"
"No, never","2019","indirect migration background","middle vocational","299","0.604519282585384","0.560868472519665","0.648170092651104","1"
"No, never","2019","indirect migration background","vocational + Abi","75","0.640545484852439","0.553225016761691","0.727865952943186","1"
"No, never","2019","indirect migration background","higher vocational","44","0.566225020919412","0.449288458524566","0.683161583314258","1"
"No, never","2019","indirect migration background","higher education","159","0.629067183050391","0.574405423512851","0.68372894258793","1"
"No, never","2019","direct migration background","in school","6","","","","1"
"No, never","2019","direct migration background","inadequately","57","0.743758334158315","0.648687702652284","0.838828965664346","1"
"No, never","2019","no migration background","middle vocational","3601","0.663049426564095","0.650546318908678","0.675552534219512","1"
"No, never","2019","no migration background","vocational + Abi","788","0.674192460620491","0.648021766117557","0.700363155123426","1"
"No, never","2019","direct migration background","higher education","477","0.594950523304257","0.560954642636122","0.628946403972392","1"
"No, never","2019","no migration background","in school","22","","","","1"
"No, never","2019","no migration background","inadequately","51","0.731230125684797","0.623457430332084","0.83900282103751","1"
"No, never","2019","no migration background","general elemantary","496","0.710356676199184","0.677293167660132","0.743420184738235","1"
"No, never","2019","no migration background","higher vocational","616","0.587299272838685","0.557772919454096","0.616825626223274","1"
"No, never","2019","no migration background","higher education","2036","0.528752006654255","0.513327053776092","0.544176959532419","1"
"No, never","2019","direct migration background","general elemantary","236","0.740248398184287","0.692937741475642","0.787559054892931","1"
"No, never","2019","direct migration background","middle vocational","580","0.664337570599426","0.632573217166032","0.696101924032819","1"
"No, never","2019","direct migration background","vocational + Abi","240","0.658217645696261","0.609625382463117","0.706809908929404","1"
"No, never","2019","direct migration background","higher vocational","34","0.503068900175005","0.370930644359726","0.635207155990284","1"
"Rarely","2019","no migration background","in school","5","","","","5"
"Rarely","2019","no migration background","inadequately","5","","","","5"
"Rarely","2019","no migration background","general elemantary","69","0.0893246637477696","0.0685350498006292","0.11011427769491","5"
"Rarely","2019","no migration background","middle vocational","723","0.13235203437138","0.123388093032312","0.141315975710447","5"
"Rarely","2019","no migration background","vocational + Abi","166","0.130850643857672","0.112019449079186","0.149681838636158","5"
"Rarely","2019","no migration background","higher vocational","234","0.232958702741339","0.207606756357199","0.258310649125479","5"
"Rarely","2019","no migration background","higher education","927","0.229412307013055","0.21641981480034","0.242404799225771","5"
"Rarely","2019","direct migration background","in school","","","","","5"
"Rarely","2019","direct migration background","inadequately","6","","","","5"
"Rarely","2019","direct migration background","general elemantary","29","","","","5"
"Rarely","2019","direct migration background","middle vocational","81","0.095389760493382","0.0756302639577288","0.115149257029035","5"
"Rarely","2019","direct migration background","vocational + Abi","35","0.0756730905814341","0.0485779703587018","0.102768210804166","5"
"Rarely","2019","direct migration background","higher vocational","6","","","","5"
"Rarely","2019","direct migration background","higher education","139","0.175555219336064","0.149208927853618","0.20190151081851","5"
"Rarely","2019","indirect migration background","in school","","","","","5"
"Rarely","2019","indirect migration background","inadequately","1","","","","5"
"Rarely","2019","indirect migration background","general elemantary","12","","","","5"
"Rarely","2019","indirect migration background","middle vocational","56","0.130546300561203","0.100469607320302","0.160622993802104","5"
"Rarely","2019","indirect migration background","vocational + Abi","16","","","","5"
"Rarely","2019","indirect migration background","higher vocational","11","","","","5"
"Rarely","2019","indirect migration background","higher education","59","0.188891845860979","0.144599013502277","0.233184678219682","5"
"Yes, every 2 weeks","2019","indirect migration background","in school","3","","","","3"
"Yes, every 2 weeks","2019","indirect migration background","inadequately","3","","","","3"
"Yes, every 2 weeks","2019","indirect migration background","general elemantary","24","","","","3"
"Yes, every 2 weeks","2019","indirect migration background","middle vocational","61","0.142857493547762","0.111618099497008","0.174096887598515","3"
"Yes, every 2 weeks","2019","indirect migration background","vocational + Abi","15","","","","3"
"Yes, every 2 weeks","2019","indirect migration background","higher vocational","4","","","","3"
"Yes, every 2 weeks","2019","indirect migration background","higher education","32","0.0750148418320439","0.0452071433307571","0.104822540333331","3"
"Yes, every 2 weeks","2019","no migration background","higher vocational","83","0.0817766976554775","0.0653423903350823","0.0982110049758726","3"
