"plb0219","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2017","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2017","college entrance qualification","(2c_gen) general maturity certificate","81","0.116583392523291","0.0924978170205565","0.140668968026025"
"Yes, every 2 weeks","2017","college entrance qualification","(2c_voc) vocational maturity certificate","159","0.0943973339469379","0.0803237554923433","0.108470912401532"
"Yes, every 2 weeks","2017","college entrance qualification","(3a) lower tertiary education","53","0.0509675708500405","0.0376648359771388","0.0642703057229422"
"Yes, every 2 weeks","2017","college entrance qualification","(3b) higher tertiary education","191","0.0869809121007277","0.0756016957340142","0.0983601284674412"
"Yes, every 2 weeks","2017","Other degree","(0) in school","","","",""
"Yes, every 2 weeks","2017","Other degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2017","Other degree","(1b) general elementary school","22","","",""
"Yes, every 2 weeks","2017","Other degree","(1c) basic vocational qualification","56","0.104739109135597","0.0761917327786348","0.13328648549256"
"Yes, every 2 weeks","2017","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2017","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2017","Other degree","(2c_gen) general maturity certificate","21","","",""
"Yes, every 2 weeks","2017","Other degree","(2c_voc) vocational maturity certificate","54","0.156157285644856","0.119755030626952","0.19255954066276"
"Yes, every 2 weeks","2017","Other degree","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2017","Other degree","(3b) higher tertiary education","80","0.100902536517769","0.0783467885423398","0.123458284493198"
"Yes, every 2 weeks","2017","no degree/no degree yet","(0) in school","10","","",""
"Yes, every 2 weeks","2017","no degree/no degree yet","(1a) inadequately completed","27","","",""
"Yes, every 2 weeks","2017","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2017","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2017","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2017","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2017","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2017","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2017","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2017","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Yes, every 3-4 weeks","2017","lower secondary degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2017","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2017","lower secondary degree","(1b) general elementary school","26","","",""
"Yes, every 3-4 weeks","2017","lower secondary degree","(1c) basic vocational qualification","125","0.0551411993778132","0.0454317488257855","0.064850649929841"
"Yes, every 3-4 weeks","2017","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2017","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2017","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2017","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2017","lower secondary degree","(3a) lower tertiary education","1","","",""
"Yes, every 3-4 weeks","2017","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2017","secondary school degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2017","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2017","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2017","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2017","secondary school degree","(2b) intermediate general qualification","20","","",""
"Yes, every 3-4 weeks","2017","secondary school degree","(2a) intermediate vocational","255","0.0551596922656274","0.0483708877042635","0.0619484968269912"
"Yes, every 3-4 weeks","2017","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2017","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2017","secondary school degree","(3a) lower tertiary education","19","","",""
"Yes, every 3-4 weeks","2017","secondary school degree","(3b) higher tertiary education","4","","",""
"Yes, every 3-4 weeks","2017","college entrance qualification","(0) in school","","","",""
"Yes, every 3-4 weeks","2017","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2017","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2017","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2017","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2017","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2017","college entrance qualification","(2c_gen) general maturity certificate","37","0.0575313577544659","0.0400553724779716","0.0750073430309602"
"Yes, every 3-4 weeks","2017","college entrance qualification","(2c_voc) vocational maturity certificate","109","0.0491056900465776","0.0387043843312325","0.0595069957619226"
"Yes, every 3-4 weeks","2017","college entrance qualification","(3a) lower tertiary education","70","0.0649944280563286","0.0500837084260556","0.0799051476866015"
"Yes, every 3-4 weeks","2017","college entrance qualification","(3b) higher tertiary education","215","0.0830089143836953","0.0718683967119499","0.0941494320554407"
"Yes, every 3-4 weeks","2017","Other degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2017","Other degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2017","Other degree","(1b) general elementary school","15","","",""
"Yes, every 3-4 weeks","2017","Other degree","(1c) basic vocational qualification","20","","",""
"Yes, every 3-4 weeks","2017","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2017","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2017","Other degree","(2c_gen) general maturity certificate","7","","",""
"Yes, every 3-4 weeks","2017","Other degree","(2c_voc) vocational maturity certificate","20","","",""
"Yes, every 3-4 weeks","2017","Other degree","(3a) lower tertiary education","1","","",""
"Yes, every 3-4 weeks","2017","Other degree","(3b) higher tertiary education","44","0.0769019064959734","0.056949499936863","0.0968543130550837"
"Yes, every 3-4 weeks","2017","no degree/no degree yet","(0) in school","6","","",""
"Yes, every 3-4 weeks","2017","no degree/no degree yet","(1a) inadequately completed","14","","",""
"Yes, every 3-4 weeks","2017","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2017","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2017","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2017","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2017","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2017","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2017","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2017","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","2017","lower secondary degree","(0) in school","","","",""
"Rarely","2017","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","2017","lower secondary degree","(1b) general elementary school","46","0.0759481455228812","0.054750910051555","0.0971453809942075"
"Rarely","2017","lower secondary degree","(1c) basic vocational qualification","284","0.148062009154451","0.132954289899677","0.163169728409225"
"Rarely","2017","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","2017","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely","2017","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","lower secondary degree","(3a) lower tertiary education","6","","",""
"Rarely","2017","lower secondary degree","(3b) higher tertiary education","4","","",""
"Rarely","2017","secondary school degree","(0) in school","","","",""
"Rarely","2017","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","2017","secondary school degree","(1b) general elementary school","","","",""
"Rarely","2017","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","2017","secondary school degree","(2b) intermediate general qualification","39","0.0945714579028455","0.0674140825984021","0.121728833207289"
"Rarely","2017","secondary school degree","(2a) intermediate vocational","605","0.155215807631437","0.144447584488119","0.165984030774755"
"Rarely","2017","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","secondary school degree","(3a) lower tertiary education","44","0.171933207834862","0.12749865911529","0.216367756554433"
"Rarely","2017","secondary school degree","(3b) higher tertiary education","16","","",""
"Rarely","2017","college entrance qualification","(0) in school","","","",""
"Rarely","2017","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","2017","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","2017","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","2017","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","2017","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","2017","college entrance qualification","(2c_gen) general maturity certificate","80","0.126953750471701","0.101967718182701","0.151939782760701"
"Rarely","2017","college entrance qualification","(2c_voc) vocational maturity certificate","243","0.16240004205169","0.144647227351644","0.180152856751735"
"Rarely","2017","college entrance qualification","(3a) lower tertiary education","214","0.192170384592975","0.168338600459554","0.216002168726396"
"Rarely","2017","college entrance qualification","(3b) higher tertiary education","454","0.208299442710565","0.191901665660386","0.224697219760744"
"Rarely","2017","Other degree","(0) in school","","","",""
"Rarely","2017","Other degree","(1a) inadequately completed","","","",""
"Rarely","2017","Other degree","(1b) general elementary school","24","","",""
"Rarely","2017","Other degree","(1c) basic vocational qualification","40","0.164542077383076","0.129976983941417","0.199107170824735"
"Rarely","2017","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","2017","Other degree","(2a) intermediate vocational","","","",""
"Rarely","2017","Other degree","(2c_gen) general maturity certificate","12","","",""
"Rarely","2017","Other degree","(2c_voc) vocational maturity certificate","40","0.103304669720932","0.0727836639933968","0.133825675448468"
"Rarely","2017","Other degree","(3a) lower tertiary education","3","","",""
"Rarely","2017","Other degree","(3b) higher tertiary education","80","0.143011353993158","0.116794800433056","0.16922790755326"
"Rarely","2017","no degree/no degree yet","(0) in school","5","","",""
"Rarely","2017","no degree/no degree yet","(1a) inadequately completed","20","","",""
"Rarely","2017","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","2017","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","2017","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","2017","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","2017","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","2017","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2017","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","2017","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No, never","2018","lower secondary degree","(0) in school","","","",""
"No, never","2018","lower secondary degree","(1a) inadequately completed","","","",""
"No, never","2018","lower secondary degree","(1b) general elementary school","","","",""
"No, never","2018","lower secondary degree","(1c) basic vocational qualification","","","",""
"No, never","2018","lower secondary degree","(2b) intermediate general qualification","","","",""
"No, never","2018","lower secondary degree","(2a) intermediate vocational","","","",""
"No, never","2018","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No, never","2018","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No, never","2018","lower secondary degree","(3a) lower tertiary education","","","",""
"No, never","2018","lower secondary degree","(3b) higher tertiary education","","","",""
"No, never","2018","secondary school degree","(0) in school","","","",""
"No, never","2018","secondary school degree","(1a) inadequately completed","","","",""
"No, never","2018","secondary school degree","(1b) general elementary school","","","",""
"No, never","2018","secondary school degree","(1c) basic vocational qualification","","","",""
"No, never","2018","secondary school degree","(2b) intermediate general qualification","","","",""
"No, never","2018","secondary school degree","(2a) intermediate vocational","","","",""
"No, never","2018","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No, never","2018","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No, never","2018","secondary school degree","(3a) lower tertiary education","","","",""
"No, never","2018","secondary school degree","(3b) higher tertiary education","","","",""
"No, never","2018","college entrance qualification","(0) in school","","","",""
"No, never","2018","college entrance qualification","(1a) inadequately completed","","","",""
"No, never","2018","college entrance qualification","(1b) general elementary school","","","",""
"No, never","2018","college entrance qualification","(1c) basic vocational qualification","","","",""
"No, never","2018","college entrance qualification","(2b) intermediate general qualification","","","",""
"No, never","2018","college entrance qualification","(2a) intermediate vocational","","","",""
"No, never","2018","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"No, never","2018","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"No, never","2018","college entrance qualification","(3a) lower tertiary education","","","",""
"No, never","2018","college entrance qualification","(3b) higher tertiary education","","","",""
"No, never","2018","Other degree","(0) in school","","","",""
"No, never","2018","Other degree","(1a) inadequately completed","","","",""
"No, never","2018","Other degree","(1b) general elementary school","","","",""
"No, never","2018","Other degree","(1c) basic vocational qualification","","","",""
"No, never","2018","Other degree","(2b) intermediate general qualification","","","",""
"No, never","2018","Other degree","(2a) intermediate vocational","","","",""
"No, never","2018","Other degree","(2c_gen) general maturity certificate","","","",""
"No, never","2018","Other degree","(2c_voc) vocational maturity certificate","","","",""
"No, never","2018","Other degree","(3a) lower tertiary education","","","",""
"No, never","2018","Other degree","(3b) higher tertiary education","","","",""
"No, never","2018","no degree/no degree yet","(0) in school","","","",""
"No, never","2018","no degree/no degree yet","(1a) inadequately completed","","","",""
"No, never","2018","no degree/no degree yet","(1b) general elementary school","","","",""
"No, never","2018","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No, never","2018","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No, never","2018","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No, never","2018","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No, never","2018","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No, never","2018","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No, never","2018","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every week","2018","lower secondary degree","(0) in school","","","",""
"Yes, every week","2018","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every week","2018","lower secondary degree","(1b) general elementary school","","","",""
"Yes, every week","2018","lower secondary degree","(1c) basic vocational qualification","","","",""
"Yes, every week","2018","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every week","2018","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every week","2018","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2018","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2018","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes, every week","2018","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every week","2018","secondary school degree","(0) in school","","","",""
"Yes, every week","2018","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every week","2018","secondary school degree","(1b) general elementary school","","","",""
"Yes, every week","2018","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every week","2018","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes, every week","2018","secondary school degree","(2a) intermediate vocational","","","",""
"Yes, every week","2018","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2018","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2018","secondary school degree","(3a) lower tertiary education","","","",""
"Yes, every week","2018","secondary school degree","(3b) higher tertiary education","","","",""
"Yes, every week","2018","college entrance qualification","(0) in school","","","",""
"Yes, every week","2018","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every week","2018","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every week","2018","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every week","2018","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every week","2018","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every week","2018","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2018","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2018","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes, every week","2018","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes, every week","2018","Other degree","(0) in school","","","",""
"Yes, every week","2018","Other degree","(1a) inadequately completed","","","",""
"Yes, every week","2018","Other degree","(1b) general elementary school","","","",""
"Yes, every week","2018","Other degree","(1c) basic vocational qualification","","","",""
"Yes, every week","2018","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every week","2018","Other degree","(2a) intermediate vocational","","","",""
"Yes, every week","2018","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2018","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2018","Other degree","(3a) lower tertiary education","","","",""
"Yes, every week","2018","Other degree","(3b) higher tertiary education","","","",""
"Yes, every week","2018","no degree/no degree yet","(0) in school","","","",""
"Yes, every week","2018","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes, every week","2018","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every week","2018","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every week","2018","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every week","2018","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every week","2018","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2018","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2018","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every week","2018","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","(0) in school","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2018","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2018","secondary school degree","(0) in school","","","",""
"Yes, every 2 weeks","2018","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2018","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2018","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2018","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2018","secondary school degree","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2018","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2018","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2018","secondary school degree","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2018","secondary school degree","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","(0) in school","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2018","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2018","Other degree","(0) in school","","","",""
"Yes, every 2 weeks","2018","Other degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2018","Other degree","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2018","Other degree","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2018","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2018","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2018","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2018","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2018","Other degree","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2018","Other degree","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","(0) in school","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2018","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2018","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2018","secondary school degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","(0) in school","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2018","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2018","Other degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2018","Other degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2018","Other degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2018","Other degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2018","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2018","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2018","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2018","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2018","Other degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2018","Other degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","(0) in school","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2018","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","2018","lower secondary degree","(0) in school","","","",""
"Rarely","2018","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","2018","lower secondary degree","(1b) general elementary school","","","",""
"Rarely","2018","lower secondary degree","(1c) basic vocational qualification","","","",""
"Rarely","2018","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","2018","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely","2018","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2018","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2018","lower secondary degree","(3a) lower tertiary education","","","",""
"Rarely","2018","lower secondary degree","(3b) higher tertiary education","","","",""
"Rarely","2018","secondary school degree","(0) in school","","","",""
"Rarely","2018","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","2018","secondary school degree","(1b) general elementary school","","","",""
"Rarely","2018","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","2018","secondary school degree","(2b) intermediate general qualification","","","",""
"Rarely","2018","secondary school degree","(2a) intermediate vocational","","","",""
"Rarely","2018","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2018","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2018","secondary school degree","(3a) lower tertiary education","","","",""
"Rarely","2018","secondary school degree","(3b) higher tertiary education","","","",""
"Rarely","2018","college entrance qualification","(0) in school","","","",""
"Rarely","2018","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","2018","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","2018","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","2018","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","2018","college entrance qualification","(2a) intermediate vocational","","","",""
