"pgoeffd","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"No","2018","Part Time","no degree/no degree yet","179","0.933115766066806","0.897686590236925","0.968544941896687"
"No","2018","Not Working","lower secondary degree","53","0.729834004573246","0.620184870540974","0.839483138605517"
"No","2018","Not Working","secondary school degree","77","0.857109796029373","0.785984174547451","0.928235417511295"
"No","2018","Not Working","college entrance qualification","93","0.741257797946927","0.664484294925573","0.818031300968282"
"No","2018","Not Working","Other degree","402","0.91317673422318","0.887501017177761","0.938852451268599"
"No","2018","Not Working","no degree/no degree yet","204","0.980006199891109","0.961338822824194","0.998673576958024"
"Yes","2019","Full Time","lower secondary degree","195","0.171785744614077","0.15101630900511","0.192555180223044"
"Yes","2019","Full Time","secondary school degree","647","0.242411359083197","0.226141166454474","0.25868155171192"
"Yes","2019","Full Time","college entrance qualification","1067","0.372251784571167","0.354918976339817","0.389584592802517"
"Yes","2019","Full Time","Other degree","137","0.147884101772931","0.126350934221825","0.169417269324037"
"Yes","2019","Full Time","no degree/no degree yet","12","","",""
"Yes","2019","Part Time","lower secondary degree","153","0.183437516069976","0.157091823623622","0.209783208516329"
"Yes","2019","Part Time","secondary school degree","395","0.240526823671796","0.2199291432182","0.261124504125392"
"Yes","2019","Part Time","college entrance qualification","656","0.341267903203423","0.319926102545898","0.362609703860948"
"Yes","2019","Part Time","Other degree","136","0.223725315667415","0.194919157361026","0.252531473973805"
"Yes","2019","Part Time","no degree/no degree yet","14","","",""
"Yes","2019","Not Working","lower secondary degree","13","","",""
"Yes","2019","Not Working","secondary school degree","19","","",""
"Yes","2019","Not Working","college entrance qualification","65","0.385766194729301","0.315998201922662","0.45553418753594"
"Yes","2019","Not Working","Other degree","37","0.0994900169758128","0.0661164313247167","0.132863602626909"
"Yes","2019","Not Working","no degree/no degree yet","12","","",""
"No","2019","Full Time","lower secondary degree","1072","0.828214255385923","0.807444819776956","0.84898369099489"
"No","2019","Full Time","secondary school degree","2018","0.757588640916803","0.74131844828808","0.773858833545526"
"No","2019","Full Time","college entrance qualification","1921","0.627748215428833","0.610415407197483","0.645081023660183"
"No","2019","Full Time","Other degree","907","0.852115898227069","0.830582730675963","0.873649065778175"
"No","2019","Full Time","no degree/no degree yet","146","0.846162150090693","0.789904971752155","0.902419328429231"
"No","2019","Part Time","lower secondary degree","676","0.816562483930024","0.790216791483671","0.842908176376377"
"No","2019","Part Time","secondary school degree","1259","0.759473176328204","0.738875495874608","0.7800708567818"
"No","2019","Part Time","college entrance qualification","1240","0.658732096796577","0.637390296139052","0.680073897454102"
"No","2019","Part Time","Other degree","668","0.776274684332585","0.747468526026195","0.805080842638974"
"No","2019","Part Time","no degree/no degree yet","232","0.874288061498449","0.832859860640677","0.915716262356222"
"No","2019","Not Working","lower secondary degree","93","0.904576744012148","0.848646722920132","0.960506765104163"
"No","2019","Not Working","secondary school degree","109","0.903382427606938","0.85220163749848","0.954563217715395"
"No","2019","Not Working","college entrance qualification","122","0.614233805270699","0.54446581246406","0.684001798077338"
"No","2019","Not Working","Other degree","272","0.900509983024187","0.867136397373091","0.933883568675283"
"No","2019","Not Working","no degree/no degree yet","188","0.81149935854261","0.757295076070098","0.865703641015123"
