"pgoeffd","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2012","no migration background","(2b) intermediate general qualification","258","0.880577453139839","0.844124036080361","0.917030870199317"
"No","2012","no migration background","(2a) intermediate vocational","3434","0.764784678530378","0.752311957552157","0.777257399508598"
"No","2012","no migration background","(2c_gen) general maturity certificate","272","0.75320753748199","0.708103252013502","0.798311822950477"
"No","2012","no migration background","(2c_voc) vocational maturity certificate","1056","0.739655086817438","0.716822975890967","0.76248719774391"
"No","2012","no migration background","(3a) lower tertiary education","848","0.635209336494568","0.609338971015962","0.661079701973173"
"No","2012","no migration background","(3b) higher tertiary education","1298","0.580765990406687","0.560359324398278","0.601172656415095"
"No","2012","direct migration background","(0) in school","1","","",""
"No","2012","direct migration background","(1a) inadequately completed","59","0.870690168160579","0.790345273932593","0.951035062388564"
"No","2012","direct migration background","(1b) general elementary school","253","0.866194143016808","0.826029978868494","0.906358307165122"
"No","2012","direct migration background","(1c) basic vocational qualification","369","0.90266874854176","0.874012618636496","0.931324878447023"
"No","2012","direct migration background","(2b) intermediate general qualification","22","","",""
"No","2012","direct migration background","(2a) intermediate vocational","122","0.839639206831845","0.780720879418152","0.898557534245538"
"No","2012","direct migration background","(2c_gen) general maturity certificate","94","0.763901231196703","0.686618126163561","0.841184336229846"
"No","2012","direct migration background","(2c_voc) vocational maturity certificate","208","0.794872179978175","0.745115801651566","0.844628558304784"
"No","2012","direct migration background","(3a) lower tertiary education","53","0.819623208516424","0.727555328699641","0.911691088333207"
"No","2012","direct migration background","(3b) higher tertiary education","235","0.79350288815066","0.748514633647474","0.838491142653846"
"No","2012","indirect migration background","(0) in school","10","","",""
"No","2012","indirect migration background","(1a) inadequately completed","13","","",""
"No","2012","indirect migration background","(1b) general elementary school","59","0.797422514724517","0.705848539829679","0.888996489619355"
"No","2012","indirect migration background","(1c) basic vocational qualification","119","0.940200945748112","0.900053937111238","0.980347954384986"
"No","2012","indirect migration background","(2b) intermediate general qualification","45","0.816757401503746","0.711608151476428","0.921906651531064"
"No","2012","indirect migration background","(2a) intermediate vocational","143","0.756731821368391","0.693523376114783","0.819940266622"
"No","2012","indirect migration background","(2c_gen) general maturity certificate","35","0.795381372878635","0.678799919180082","0.911962826577188"
"No","2012","indirect migration background","(2c_voc) vocational maturity certificate","74","0.841081852917746","0.765549552108311","0.916614153727181"
"No","2012","indirect migration background","(3a) lower tertiary education","40","0.798408544298257","0.690399827943653","0.906417260652862"
"No","2012","indirect migration background","(3b) higher tertiary education","72","0.771276583285596","0.688955992416235","0.853597174154957"
"Yes","2013","no migration background","(0) in school","5","","",""
"Yes","2013","no migration background","(1a) inadequately completed","7","","",""
"Yes","2013","no migration background","(1b) general elementary school","61","0.189617456635719","0.151057455789521","0.228177457481916"
"Yes","2013","no migration background","(1c) basic vocational qualification","369","0.168118952173626","0.152384298931004","0.183853605416248"
"Yes","2013","no migration background","(2b) intermediate general qualification","61","0.185317556746645","0.1441975201531","0.226437593340191"
"Yes","2013","no migration background","(2a) intermediate vocational","964","0.235639262981022","0.222653414068476","0.248625111893568"
"Yes","2013","no migration background","(2c_gen) general maturity certificate","86","0.256155257763473","0.210938505683428","0.301372009843519"
"Yes","2013","no migration background","(2c_voc) vocational maturity certificate","351","0.287155417136684","0.262785164460815","0.311525669812552"
"Yes","2013","no migration background","(3a) lower tertiary education","456","0.376663174300535","0.34942868241104","0.40389766619003"
"Yes","2013","no migration background","(3b) higher tertiary education","935","0.468677117288331","0.446796151645134","0.490558082931528"
"Yes","2013","direct migration background","(0) in school","1","","",""
"Yes","2013","direct migration background","(1a) inadequately completed","10","","",""
"Yes","2013","direct migration background","(1b) general elementary school","53","0.103008048190957","0.0796938033689398","0.126322293012974"
"Yes","2013","direct migration background","(1c) basic vocational qualification","79","0.114396007236863","0.0917071611256221","0.137084853348104"
"Yes","2013","direct migration background","(2b) intermediate general qualification","11","","",""
"Yes","2013","direct migration background","(2a) intermediate vocational","37","0.165814896929514","0.118162675638787","0.21346711822024"
"Yes","2013","direct migration background","(2c_gen) general maturity certificate","53","0.181635886973547","0.141698403534599","0.221573370412495"
"Yes","2013","direct migration background","(2c_voc) vocational maturity certificate","96","0.195934057898123","0.163089194464911","0.228778921331336"
"Yes","2013","direct migration background","(3a) lower tertiary education","17","","",""
"Yes","2013","direct migration background","(3b) higher tertiary education","164","0.20250203228062","0.173625761291338","0.231378303269903"
"Yes","2013","indirect migration background","(0) in school","1","","",""
"Yes","2013","indirect migration background","(1a) inadequately completed","5","","",""
"Yes","2013","indirect migration background","(1b) general elementary school","18","","",""
"Yes","2013","indirect migration background","(1c) basic vocational qualification","23","","",""
"Yes","2013","indirect migration background","(2b) intermediate general qualification","20","","",""
"Yes","2013","indirect migration background","(2a) intermediate vocational","37","0.186589953920499","0.138103419356275","0.235076488484722"
"Yes","2013","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2013","indirect migration background","(2c_voc) vocational maturity certificate","27","","",""
"Yes","2013","indirect migration background","(3a) lower tertiary education","17","","",""
"Yes","2013","indirect migration background","(3b) higher tertiary education","48","0.264104377500811","0.199157635875626","0.329051119125996"
"No","2013","no migration background","(0) in school","51","0.861563743391021","0.771110799003293","0.952016687778749"
"No","2013","no migration background","(1a) inadequately completed","72","0.883521776656424","0.812781697189753","0.954261856123095"
"No","2013","no migration background","(1b) general elementary school","336","0.810382543364281","0.771822542518084","0.848942544210479"
"No","2013","no migration background","(1c) basic vocational qualification","1801","0.831881047826374","0.816146394583752","0.847615701068996"
"No","2013","no migration background","(2b) intermediate general qualification","282","0.814682443253355","0.773562406659809","0.8558024798469"
"No","2013","no migration background","(2a) intermediate vocational","3139","0.764360737018978","0.751374888106432","0.777346585931523"
"No","2013","no migration background","(2c_gen) general maturity certificate","272","0.743844742236527","0.698627990156481","0.789061494316572"
"No","2013","no migration background","(2c_voc) vocational maturity certificate","973","0.712844582863316","0.688474330187448","0.737214835539185"
"No","2013","no migration background","(3a) lower tertiary education","760","0.623336825699465","0.59610233380997","0.65057131758896"
"No","2013","no migration background","(3b) higher tertiary education","1063","0.531322882711669","0.509441917068473","0.553203848354866"
"No","2013","direct migration background","(0) in school","17","","",""
"No","2013","direct migration background","(1a) inadequately completed","159","0.934586973354334","0.897309478189841","0.971864468518828"
"No","2013","direct migration background","(1b) general elementary school","600","0.896991951809043","0.873677706987027","0.92030619663106"
"No","2013","direct migration background","(1c) basic vocational qualification","677","0.885603992763137","0.862915146651896","0.908292838874378"
"No","2013","direct migration background","(2b) intermediate general qualification","78","0.90542849255071","0.844634548141388","0.966222436960032"
"No","2013","direct migration background","(2a) intermediate vocational","197","0.834185103070487","0.78653288177976","0.881837324361213"
"No","2013","direct migration background","(2c_gen) general maturity certificate","305","0.818364113026453","0.778426629587505","0.858301596465401"
"No","2013","direct migration background","(2c_voc) vocational maturity certificate","465","0.804065942101877","0.771221078668664","0.836910805535089"
"No","2013","direct migration background","(3a) lower tertiary education","75","0.807515592298495","0.726954116524036","0.888077068072953"
"No","2013","direct migration background","(3b) higher tertiary education","580","0.79749796771938","0.768621696730097","0.826374238708663"
"No","2013","indirect migration background","(0) in school","21","","",""
"No","2013","indirect migration background","(1a) inadequately completed","15","","",""
"No","2013","indirect migration background","(1b) general elementary school","126","0.863663362398296","0.807617264271231","0.919709460525361"
"No","2013","indirect migration background","(1c) basic vocational qualification","178","0.861753969118976","0.814037528070389","0.909470410167564"
"No","2013","indirect migration background","(2b) intermediate general qualification","102","0.801991194328997","0.731278851290626","0.872703537367367"
"No","2013","indirect migration background","(2a) intermediate vocational","211","0.813410046079501","0.764923511515278","0.861896580643725"
"No","2013","indirect migration background","(2c_gen) general maturity certificate","89","0.84900930143632","0.779183050399131","0.918835552473509"
"No","2013","indirect migration background","(2c_voc) vocational maturity certificate","104","0.830026380366226","0.765705918772779","0.894346841959673"
"No","2013","indirect migration background","(3a) lower tertiary education","52","0.764078934746276","0.663900089985501","0.864257779507051"
"No","2013","indirect migration background","(3b) higher tertiary education","129","0.735895622499189","0.670948880874004","0.800842364124374"
"Yes","2014","no migration background","(0) in school","5","","",""
"Yes","2014","no migration background","(1a) inadequately completed","7","","",""
"Yes","2014","no migration background","(1b) general elementary school","57","0.17268229072711","0.133959414385062","0.211405167069159"
"Yes","2014","no migration background","(1c) basic vocational qualification","341","0.175041049130825","0.158166206241307","0.191915892020342"
"Yes","2014","no migration background","(2b) intermediate general qualification","45","0.101716598141711","0.0676813142241398","0.135751882059282"
"Yes","2014","no migration background","(2a) intermediate vocational","859","0.233270569837453","0.219518551778285","0.247022587896621"
"Yes","2014","no migration background","(2c_gen) general maturity certificate","93","0.280682928937519","0.234836755666751","0.326529102208287"
"Yes","2014","no migration background","(2c_voc) vocational maturity certificate","343","0.277360102945973","0.252411501581138","0.302308704310808"
"Yes","2014","no migration background","(3a) lower tertiary education","421","0.403511502847685","0.374881424432436","0.432141581262933"
"Yes","2014","no migration background","(3b) higher tertiary education","860","0.467833182663606","0.445077804879361","0.49058856044785"
"Yes","2014","direct migration background","(0) in school","","","",""
"Yes","2014","direct migration background","(1a) inadequately completed","10","","",""
"Yes","2014","direct migration background","(1b) general elementary school","36","0.105808531049509","0.0789011247827925","0.132715937316225"
"Yes","2014","direct migration background","(1c) basic vocational qualification","75","0.137620434590648","0.110590407111232","0.164650462070063"
"Yes","2014","direct migration background","(2b) intermediate general qualification","10","","",""
"Yes","2014","direct migration background","(2a) intermediate vocational","32","0.137409110695092","0.0901654866139448","0.184652734776239"
"Yes","2014","direct migration background","(2c_gen) general maturity certificate","43","0.21365904102006","0.166725819314443","0.260592262725677"
"Yes","2014","direct migration background","(2c_voc) vocational maturity certificate","72","0.158746479875597","0.124982212302717","0.192510747448477"
"Yes","2014","direct migration background","(3a) lower tertiary education","18","","",""
"Yes","2014","direct migration background","(3b) higher tertiary education","134","0.251136775247966","0.216890436871886","0.285383113624047"
"Yes","2014","indirect migration background","(0) in school","1","","",""
"Yes","2014","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2014","indirect migration background","(1b) general elementary school","19","","",""
"Yes","2014","indirect migration background","(1c) basic vocational qualification","24","","",""
"Yes","2014","indirect migration background","(2b) intermediate general qualification","13","","",""
"Yes","2014","indirect migration background","(2a) intermediate vocational","43","0.279804730905254","0.221018347802691","0.338591114007817"
"Yes","2014","indirect migration background","(2c_gen) general maturity certificate","17","","",""
"Yes","2014","indirect migration background","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2014","indirect migration background","(3a) lower tertiary education","19","","",""
"Yes","2014","indirect migration background","(3b) higher tertiary education","46","0.305929436394609","0.230666823581074","0.381192049208143"
"No","2014","no migration background","(0) in school","32","0.904169705791938","0.809322702096611","0.999016709487265"
"No","2014","no migration background","(1a) inadequately completed","58","0.881559437096581","0.803005592803431","0.960113281389731"
"No","2014","no migration background","(1b) general elementary school","309","0.82731770927289","0.788594832930841","0.866040585614938"
"No","2014","no migration background","(1c) basic vocational qualification","1607","0.824958950869175","0.808084107979658","0.841833793758693"
"No","2014","no migration background","(2b) intermediate general qualification","258","0.898283401858289","0.864248117940718","0.93231868577586"
"No","2014","no migration background","(2a) intermediate vocational","2774","0.766729430162547","0.752977412103379","0.780481448221715"
"No","2014","no migration background","(2c_gen) general maturity certificate","276","0.719317071062481","0.673470897791713","0.765163244333249"
"No","2014","no migration background","(2c_voc) vocational maturity certificate","894","0.722639897054027","0.697691295689192","0.747588498418862"
"No","2014","no migration background","(3a) lower tertiary education","707","0.596488497152315","0.567858418737067","0.625118575567563"
"No","2014","no migration background","(3b) higher tertiary education","987","0.532166817336394","0.50941143955215","0.554922195120639"
"No","2014","direct migration background","(0) in school","8","","",""
"No","2014","direct migration background","(1a) inadequately completed","101","0.935350785026568","0.889604536294262","0.981097033758875"
"No","2014","direct migration background","(1b) general elementary school","466","0.894191468950491","0.867284062683775","0.921098875217207"
"No","2014","direct migration background","(1c) basic vocational qualification","549","0.862379565409352","0.835349537929937","0.889409592888768"
"No","2014","direct migration background","(2b) intermediate general qualification","56","0.874635270087698","0.794748051413374","0.954522488762022"
"No","2014","direct migration background","(2a) intermediate vocational","172","0.862590889304908","0.81534726522376","0.909834513386055"
"No","2014","direct migration background","(2c_gen) general maturity certificate","250","0.78634095897994","0.739407737274323","0.833274180685557"
"No","2014","direct migration background","(2c_voc) vocational maturity certificate","378","0.841253520124403","0.807489252551523","0.875017787697283"
"No","2014","direct migration background","(3a) lower tertiary education","67","0.80590000460464","0.721820146550637","0.889979862658643"
"No","2014","direct migration background","(3b) higher tertiary education","482","0.748863224752033","0.714616886375953","0.783109563128114"
"No","2014","indirect migration background","(0) in school","19","","",""
"No","2014","indirect migration background","(1a) inadequately completed","15","","",""
"No","2014","indirect migration background","(1b) general elementary school","95","0.847373475175964","0.781357642433051","0.913389307918878"
"No","2014","indirect migration background","(1c) basic vocational qualification","145","0.821029590930679","0.763236654801681","0.878822527059677"
"No","2014","indirect migration background","(2b) intermediate general qualification","86","0.849533746064145","0.779106555260883","0.919960936867407"
"No","2014","indirect migration background","(2a) intermediate vocational","181","0.720195269094746","0.661408885992183","0.778981652197309"
"No","2014","indirect migration background","(2c_gen) general maturity certificate","81","0.828566568015909","0.753948067778706","0.903185068253112"
"No","2014","indirect migration background","(2c_voc) vocational maturity certificate","94","0.797048209937501","0.723217948917757","0.870878470957244"
"No","2014","indirect migration background","(3a) lower tertiary education","40","0.61085224235918","0.486444491806168","0.735259992912192"
"No","2014","indirect migration background","(3b) higher tertiary education","98","0.694070563605391","0.618807950791856","0.769333176418926"
"Yes","2015","no migration background","(0) in school","7","","",""
"Yes","2015","no migration background","(1a) inadequately completed","10","","",""
"Yes","2015","no migration background","(1b) general elementary school","49","0.173810731176891","0.132420464619838","0.215200997733944"
"Yes","2015","no migration background","(1c) basic vocational qualification","332","0.184930706754235","0.166930081301249","0.202931332207222"
"Yes","2015","no migration background","(2b) intermediate general qualification","50","0.12699088058425","0.0889307667102436","0.165050994458257"
"Yes","2015","no migration background","(2a) intermediate vocational","802","0.225702573595994","0.21177116680906","0.239633980382928"
"Yes","2015","no migration background","(2c_gen) general maturity certificate","95","0.250526114447647","0.206433496015633","0.294618732879662"
"Yes","2015","no migration background","(2c_voc) vocational maturity certificate","349","0.287516045975425","0.261648036119186","0.313384055831665"
"Yes","2015","no migration background","(3a) lower tertiary education","383","0.368525510553979","0.339402285314053","0.397648735793904"
"Yes","2015","no migration background","(3b) higher tertiary education","848","0.469758567340969","0.446670368748139","0.4928467659338"
"Yes","2015","direct migration background","(0) in school","1","","",""
"Yes","2015","direct migration background","(1a) inadequately completed","12","","",""
"Yes","2015","direct migration background","(1b) general elementary school","20","","",""
"Yes","2015","direct migration background","(1c) basic vocational qualification","68","0.140368879423469","0.113623296409248","0.167114462437689"
"Yes","2015","direct migration background","(2b) intermediate general qualification","7","","",""
"Yes","2015","direct migration background","(2a) intermediate vocational","31","0.172224660898111","0.120156010940138","0.224293310856083"
"Yes","2015","direct migration background","(2c_gen) general maturity certificate","28","","",""
"Yes","2015","direct migration background","(2c_voc) vocational maturity certificate","85","0.167363224223599","0.136527673811977","0.198198774635222"
"Yes","2015","direct migration background","(3a) lower tertiary education","14","","",""
"Yes","2015","direct migration background","(3b) higher tertiary education","188","0.233514703686137","0.205704367393712","0.261325039978563"
"Yes","2015","indirect migration background","(0) in school","1","","",""
"Yes","2015","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2015","indirect migration background","(1b) general elementary school","19","","",""
"Yes","2015","indirect migration background","(1c) basic vocational qualification","22","","",""
"Yes","2015","indirect migration background","(2b) intermediate general qualification","11","","",""
"Yes","2015","indirect migration background","(2a) intermediate vocational","35","0.187339328420148","0.132714616925069","0.241964039915228"
"Yes","2015","indirect migration background","(2c_gen) general maturity certificate","17","","",""
"Yes","2015","indirect migration background","(2c_voc) vocational maturity certificate","21","","",""
"Yes","2015","indirect migration background","(3a) lower tertiary education","18","","",""
"Yes","2015","indirect migration background","(3b) higher tertiary education","45","0.266007970116902","0.193330982920831","0.338684957312973"
"No","2015","no migration background","(0) in school","29","","",""
"No","2015","no migration background","(1a) inadequately completed","51","0.764674924812912","0.658222465023423","0.871127384602401"
"No","2015","no migration background","(1b) general elementary school","273","0.826189268823109","0.784799002266056","0.867579535380162"
"No","2015","no migration background","(1c) basic vocational qualification","1455","0.815069293245765","0.797068667792778","0.833069918698751"
"No","2015","no migration background","(2b) intermediate general qualification","244","0.87300911941575","0.834949005541743","0.911069233289756"
"No","2015","no migration background","(2a) intermediate vocational","2657","0.774297426404006","0.760366019617072","0.78822883319094"
"No","2015","no migration background","(2c_gen) general maturity certificate","276","0.749473885552353","0.705381267120338","0.793566503984367"
"No","2015","no migration background","(2c_voc) vocational maturity certificate","827","0.712483954024575","0.686615944168335","0.738351963880814"
"No","2015","no migration background","(3a) lower tertiary education","671","0.631474489446021","0.602351264206096","0.660597714685947"
"No","2015","no migration background","(3b) higher tertiary education","947","0.530241432659031","0.5071532340662","0.553329631251861"
"No","2015","direct migration background","(0) in school","10","","",""
"No","2015","direct migration background","(1a) inadequately completed","135","0.875804438667876","0.82248985379719","0.929119023538562"
"No","2015","direct migration background","(1b) general elementary school","493","0.943816993637978","0.923890274842226","0.963743712433731"
"No","2015","direct migration background","(1c) basic vocational qualification","580","0.859631120576531","0.832885537562311","0.886376703590752"
"No","2015","direct migration background","(2b) intermediate general qualification","55","0.937717295254312","0.877562266106893","0.997872324401731"
"No","2015","direct migration background","(2a) intermediate vocational","171","0.827775339101889","0.775706689143917","0.879843989059862"
"No","2015","direct migration background","(2c_gen) general maturity certificate","323","0.857663062084377","0.821111015778607","0.894215108390146"
"No","2015","direct migration background","(2c_voc) vocational maturity certificate","478","0.832636775776401","0.801801225364778","0.863472326188023"
"No","2015","direct migration background","(3a) lower tertiary education","64","0.824523951187566","0.74011055937739","0.908937342997742"
"No","2015","direct migration background","(3b) higher tertiary education","701","0.766485296313863","0.738674960021437","0.794295632606288"
"No","2015","indirect migration background","(0) in school","8","","",""
"No","2015","indirect migration background","(1a) inadequately completed","14","","",""
"No","2015","indirect migration background","(1b) general elementary school","81","0.731275081296891","0.644390552827479","0.818159609766303"
"No","2015","indirect migration background","(1c) basic vocational qualification","139","0.854970875478934","0.800578449918301","0.909363301039567"
"No","2015","indirect migration background","(2b) intermediate general qualification","77","0.849927834160616","0.775309103641068","0.924546564680165"
"No","2015","indirect migration background","(2a) intermediate vocational","161","0.812660671579852","0.758035960084772","0.867285383074931"
"No","2015","indirect migration background","(2c_gen) general maturity certificate","76","0.774705470641085","0.689797150004231","0.85961379127794"
"No","2015","indirect migration background","(2c_voc) vocational maturity certificate","87","0.77733719665269","0.698874220991858","0.855800172313521"
"No","2015","indirect migration background","(3a) lower tertiary education","40","0.579230934059336","0.452178827570727","0.706283040547946"
"No","2015","indirect migration background","(3b) higher tertiary education","97","0.733992029883098","0.661315042687027","0.806669017079169"
"Yes","2016","no migration background","(0) in school","3","","",""
"Yes","2016","no migration background","(1a) inadequately completed","4","","",""
"Yes","2016","no migration background","(1b) general elementary school","54","0.172593456637424","0.131124377798517","0.214062535476331"
"Yes","2016","no migration background","(1c) basic vocational qualification","294","0.176973994167562","0.158564745681173","0.195383242653951"
"Yes","2016","no migration background","(2b) intermediate general qualification","53","0.145929895709968","0.10350447390942","0.188355317510517"
"Yes","2016","no migration background","(2a) intermediate vocational","751","0.235724786506065","0.220986305762604","0.250463267249526"
"Yes","2016","no migration background","(2c_gen) general maturity certificate","86","0.238664182038027","0.19407019666566","0.283258167410395"
"Yes","2016","no migration background","(2c_voc) vocational maturity certificate","340","0.290417992582094","0.264123886869178","0.31671209829501"
"Yes","2016","no migration background","(3a) lower tertiary education","358","0.362042402888496","0.332014419431673","0.392070386345319"
"Yes","2016","no migration background","(3b) higher tertiary education","810","0.47595637354144","0.452222794815501","0.49968995226738"
"Yes","2016","direct migration background","(0) in school","1","","",""
"Yes","2016","direct migration background","(1a) inadequately completed","19","","",""
"Yes","2016","direct migration background","(1b) general elementary school","31","0.0862360993911373","0.0611497709823512","0.111322427799923"
"Yes","2016","direct migration background","(1c) basic vocational qualification","62","0.158137046351455","0.128819533853795","0.187454558849115"
"Yes","2016","direct migration background","(2b) intermediate general qualification","9","","",""
"Yes","2016","direct migration background","(2a) intermediate vocational","26","","",""
"Yes","2016","direct migration background","(2c_gen) general maturity certificate","43","0.107101348118725","0.0727875061841142","0.141415190053335"
"Yes","2016","direct migration background","(2c_voc) vocational maturity certificate","86","0.155368346800633","0.124614500802203","0.186122192799063"
"Yes","2016","direct migration background","(3a) lower tertiary education","14","","",""
"Yes","2016","direct migration background","(3b) higher tertiary education","178","0.195909669157688","0.168826375903952","0.222992962411424"
"Yes","2016","indirect migration background","(0) in school","3","","",""
"Yes","2016","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2016","indirect migration background","(1b) general elementary school","12","","",""
"Yes","2016","indirect migration background","(1c) basic vocational qualification","22","","",""
"Yes","2016","indirect migration background","(2b) intermediate general qualification","11","","",""
"Yes","2016","indirect migration background","(2a) intermediate vocational","37","0.273074964794728","0.208346075738092","0.337803853851363"
"Yes","2016","indirect migration background","(2c_gen) general maturity certificate","16","","",""
"Yes","2016","indirect migration background","(2c_voc) vocational maturity certificate","23","","",""
"Yes","2016","indirect migration background","(3a) lower tertiary education","19","","",""
"Yes","2016","indirect migration background","(3b) higher tertiary education","53","0.384838284626927","0.302456826121663","0.46721974313219"
"No","2016","no migration background","(0) in school","25","","",""
"No","2016","no migration background","(1a) inadequately completed","48","0.825033020439358","0.721766360140601","0.928299680738115"
"No","2016","no migration background","(1b) general elementary school","265","0.827406543362576","0.785937464523669","0.868875622201483"
"No","2016","no migration background","(1c) basic vocational qualification","1357","0.823026005832438","0.804616757346049","0.841435254318827"
"No","2016","no migration background","(2b) intermediate general qualification","213","0.854070104290032","0.811644682489483","0.89649552609058"
"No","2016","no migration background","(2a) intermediate vocational","2435","0.764275213493935","0.749536732750474","0.779013694237396"
"No","2016","no migration background","(2c_gen) general maturity certificate","265","0.761335817961973","0.716741832589605","0.80592980333434"
"No","2016","no migration background","(2c_voc) vocational maturity certificate","805","0.709582007417906","0.68328790170499","0.735876113130822"
"No","2016","no migration background","(3a) lower tertiary education","626","0.637957597111504","0.607929613654682","0.667985580568327"
"No","2016","no migration background","(3b) higher tertiary education","891","0.52404362645856","0.50031004773262","0.547777205184499"
"No","2016","direct migration background","(0) in school","8","","",""
"No","2016","direct migration background","(1a) inadequately completed","240","0.907793504404906","0.87255864826343","0.943028360546382"
"No","2016","direct migration background","(1b) general elementary school","450","0.913763900608863","0.888677572200076","0.938850229017649"
"No","2016","direct migration background","(1c) basic vocational qualification","533","0.841862953648545","0.812545441150885","0.871180466146205"
"No","2016","direct migration background","(2b) intermediate general qualification","34","0.819226881831069","0.704204359983893","0.934249403678246"
"No","2016","direct migration background","(2a) intermediate vocational","151","0.800727262271652","0.741879804066654","0.859574720476651"
"No","2016","direct migration background","(2c_gen) general maturity certificate","269","0.892898651881275","0.858584809946665","0.927212493815886"
"No","2016","direct migration background","(2c_voc) vocational maturity certificate","447","0.844631653199367","0.813877807200937","0.875385499197797"
"No","2016","direct migration background","(3a) lower tertiary education","60","0.88417914592764","0.811267694033996","0.957090597821284"
"No","2016","direct migration background","(3b) higher tertiary education","647","0.804090330842312","0.777007037588576","0.831173624096048"
"No","2016","indirect migration background","(0) in school","15","","",""
"No","2016","indirect migration background","(1a) inadequately completed","12","","",""
"No","2016","indirect migration background","(1b) general elementary school","83","0.868802485088166","0.800911889279377","0.936693080896955"
"No","2016","indirect migration background","(1c) basic vocational qualification","124","0.829608705238921","0.768622443277182","0.890594967200661"
"No","2016","indirect migration background","(2b) intermediate general qualification","72","0.848165669973555","0.770962634083119","0.925368705863991"
"No","2016","indirect migration background","(2a) intermediate vocational","145","0.726925035205273","0.662196146148637","0.791653924261908"
"No","2016","indirect migration background","(2c_gen) general maturity certificate","85","0.781229352501721","0.700604077978963","0.861854627024478"
"No","2016","indirect migration background","(2c_voc) vocational maturity certificate","86","0.842604068351003","0.774237564843584","0.910970571858422"
"No","2016","indirect migration background","(3a) lower tertiary education","34","0.488339904874101","0.353765633537021","0.62291417621118"
"No","2016","indirect migration background","(3b) higher tertiary education","81","0.615161715373074","0.53278025686781","0.697543173878337"
"Yes","2017","no migration background","(0) in school","4","","",""
"Yes","2017","no migration background","(1a) inadequately completed","10","","",""
"Yes","2017","no migration background","(1b) general elementary school","67","0.165678101772581","0.129864558007024","0.201491645538139"
"Yes","2017","no migration background","(1c) basic vocational qualification","320","0.159667835044597","0.142778862618556","0.176556807470639"
"Yes","2017","no migration background","(2b) intermediate general qualification","69","0.190315263176294","0.148153306226242","0.232477220126346"
"Yes","2017","no migration background","(2a) intermediate vocational","903","0.234100791453169","0.220589653142826","0.247611929763513"
"Yes","2017","no migration background","(2c_gen) general maturity certificate","131","0.277667158583833","0.236196586880473","0.319137730287194"
"Yes","2017","no migration background","(2c_voc) vocational maturity certificate","409","0.30316493014303","0.278799823645416","0.327530036640645"
"Yes","2017","no migration background","(3a) lower tertiary education","426","0.360660114457345","0.332942975767297","0.388377253147394"
"Yes","2017","no migration background","(3b) higher tertiary education","927","0.461541790537209","0.439791301467966","0.483292279606451"
"Yes","2017","direct migration background","(0) in school","","","",""
"Yes","2017","direct migration background","(1a) inadequately completed","30","0.102865365683755","0.0704316623978406","0.13529906896967"
"Yes","2017","direct migration background","(1b) general elementary school","39","0.100078000612542","0.0754628905846056","0.124693110640479"
"Yes","2017","direct migration background","(1c) basic vocational qualification","52","0.12214229871076","0.0949487679218938","0.149335829499626"
"Yes","2017","direct migration background","(2b) intermediate general qualification","8","","",""
"Yes","2017","direct migration background","(2a) intermediate vocational","28","","",""
"Yes","2017","direct migration background","(2c_gen) general maturity certificate","34","0.075139529726176","0.0488071522956258","0.101471907156726"
"Yes","2017","direct migration background","(2c_voc) vocational maturity certificate","75","0.187995405937355","0.153436482397235","0.222554329477474"
"Yes","2017","direct migration background","(3a) lower tertiary education","15","","",""
"Yes","2017","direct migration background","(3b) higher tertiary education","177","0.257809557770119","0.228826029665856","0.286793085874382"
"Yes","2017","indirect migration background","(0) in school","1","","",""
"Yes","2017","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2017","indirect migration background","(1b) general elementary school","12","","",""
"Yes","2017","indirect migration background","(1c) basic vocational qualification","20","","",""
"Yes","2017","indirect migration background","(2b) intermediate general qualification","10","","",""
"Yes","2017","indirect migration background","(2a) intermediate vocational","40","0.164148540869324","0.114636374746183","0.213660706992464"
"Yes","2017","indirect migration background","(2c_gen) general maturity certificate","34","0.254848679833642","0.181338981843643","0.328358377823641"
"Yes","2017","indirect migration background","(2c_voc) vocational maturity certificate","19","","",""
"Yes","2017","indirect migration background","(3a) lower tertiary education","19","","",""
"Yes","2017","indirect migration background","(3b) higher tertiary education","65","0.368728675522192","0.294204592553211","0.443252758491174"
"No","2017","no migration background","(0) in school","45","0.872716979162991","0.779397565645651","0.96603639268033"
"No","2017","no migration background","(1a) inadequately completed","70","0.880503027170543","0.809423099691505","0.951582954649582"
"No","2017","no migration background","(1b) general elementary school","347","0.834321898227419","0.798508354461862","0.870135441992976"
"No","2017","no migration background","(1c) basic vocational qualification","1487","0.840332164955403","0.823443192529361","0.857221137381444"
"No","2017","no migration background","(2b) intermediate general qualification","264","0.809684736823706","0.767522779873654","0.851846693773758"
"No","2017","no migration background","(2a) intermediate vocational","2870","0.765899208546831","0.752388070236487","0.779410346857174"
"No","2017","no migration background","(2c_gen) general maturity certificate","317","0.722332841416167","0.680862269712806","0.763803413119527"
