"pgoeffd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","indirect migration background","general elemantary","9","","","","1"
"Yes","2010","indirect migration background","vocational + Abi","10","","","","1"
"Yes","2010","indirect migration background","higher vocational","12","","","","1"
"Yes","2010","indirect migration background","higher education","36","0.310052433814292","0.227642223639186","0.392462643989399","1"
"Yes","2010","indirect migration background","middle vocational","41","0.15659970693791","0.113724532866612","0.199474881009207","1"
"Yes","2010","indirect migration background","inadequately","","","","","1"
"Yes","2010","indirect migration background","in school","","","","","1"
"No","2011","no migration background","in school","35","0.936207950758746","0.860474536801035","1.01194136471646","2"
"No","2011","no migration background","inadequately","59","0.820146987793009","0.727489434461138","0.91280454112488","2"
"No","2011","no migration background","general elemantary","650","0.83304302091679","0.806615685452954","0.859470356380625","2"
"No","2011","no migration background","middle vocational","5336","0.790408860763464","0.780691898816006","0.800125822710923","2"
"No","2011","no migration background","vocational + Abi","855","0.767257156591657","0.742318734187899","0.792195578995415","2"
"No","2011","no migration background","higher vocational","818","0.748640666030488","0.722935308686751","0.774346023374225","2"
"No","2011","no migration background","higher education","2247","0.620167207341726","0.604545487112686","0.635788927570767","2"
"No","2011","direct migration background","in school","","","","","2"
"No","2011","direct migration background","inadequately","57","0.904002123271974","0.83125876358412","0.976745482959828","2"
"No","2011","direct migration background","general elemantary","247","0.882752266813474","0.844090747136013","0.921413786490936","2"
"No","2011","direct migration background","middle vocational","578","0.858557159353699","0.832111142764775","0.885003175942622","2"
"No","2011","direct migration background","vocational + Abi","171","0.817345081214251","0.764835949581124","0.869854212847379","2"
"No","2011","direct migration background","higher vocational","61","0.789999388239743","0.696564231515525","0.883434544963961","2"
"No","2011","direct migration background","higher education","281","0.776096318799696","0.733505831375156","0.818686806224236","2"
"No","2011","indirect migration background","in school","9","","","","2"
"No","2011","indirect migration background","inadequately","10","","","","2"
"No","2011","indirect migration background","general elemantary","97","0.886116048458979","0.825924880963283","0.946307215954675","2"
"No","2011","indirect migration background","middle vocational","282","0.786025360021195","0.742624287461711","0.829426432580679","2"
"No","2011","indirect migration background","vocational + Abi","54","0.843344721832803","0.754294873181936","0.932394570483669","2"
"No","2011","indirect migration background","higher vocational","34","0.727843886057779","0.601935215302605","0.853752556812952","2"
"No","2011","indirect migration background","higher education","112","0.702578144982004","0.631300506163157","0.773855783800852","2"
"Yes","2011","direct migration background","in school","","","","","1"
"Yes","2011","direct migration background","inadequately","6","","","","1"
"Yes","2011","direct migration background","general elemantary","19","","","","1"
"Yes","2011","direct migration background","middle vocational","89","0.141442840646301","0.114996824057378","0.167888857235225","1"
"Yes","2011","direct migration background","vocational + Abi","37","0.182654918785749","0.130145787152621","0.235164050418876","1"
"Yes","2011","direct migration background","higher vocational","12","","","","1"
"Yes","2011","direct migration background","higher education","87","0.223903681200304","0.181313193775764","0.266494168624844","1"
"Yes","2011","no migration background","general elemantary","115","0.16695697908321","0.140529643619375","0.193384314547046","1"
"Yes","2011","no migration background","middle vocational","1404","0.209591139236536","0.199874177289077","0.219308101183994","1"
"Yes","2011","no migration background","in school","5","","","","1"
"Yes","2011","no migration background","inadequately","7","","","","1"
"Yes","2011","no migration background","higher education","1461","0.379832792658273","0.364211072429233","0.395454512887314","1"
"Yes","2011","no migration background","vocational + Abi","248","0.232742843408343","0.207804421004585","0.257681265812101","1"
"Yes","2011","no migration background","higher vocational","276","0.251359333969512","0.225653976625775","0.277064691313249","1"
"Yes","2011","indirect migration background","higher education","46","0.297421855017996","0.226144216199148","0.368699493836843","1"
"Yes","2011","indirect migration background","inadequately","1","","","","1"
"Yes","2011","indirect migration background","general elemantary","10","","","","1"
"Yes","2011","indirect migration background","middle vocational","61","0.213974639978805","0.170573567419321","0.257375712538289","1"
"Yes","2011","indirect migration background","in school","","","","","1"
"Yes","2011","indirect migration background","vocational + Abi","10","","","","1"
"Yes","2011","indirect migration background","higher vocational","14","","","","1"
"No","2012","no migration background","in school","46","0.981154269406753","0.942278920463584","1.02002961834992","2"
"No","2012","no migration background","inadequately","66","0.928645904163427","0.869595729243154","0.987696079083699","2"
"No","2012","no migration background","general elemantary","599","0.832006707964836","0.804448703360882","0.85956471256879","2"
"No","2012","no migration background","middle vocational","5213","0.787133635604261","0.777243257356355","0.797024013852167","2"
"No","2012","no migration background","vocational + Abi","855","0.765311805833272","0.740368894320857","0.790254717345688","2"
"No","2012","no migration background","higher vocational","782","0.746890366254041","0.7204781105688","0.773302621939283","2"
"No","2012","no migration background","higher education","2146","0.602274626458471","0.586233374192373","0.618315878724569","2"
"No","2012","direct migration background","in school","1","","","","2"
"No","2012","direct migration background","inadequately","50","0.855087112954846","0.763703284569029","0.946470941340663","2"
"No","2012","direct migration background","general elemantary","273","0.861615966632578","0.822542015857695","0.900689917407462","2"
"No","2012","direct migration background","middle vocational","569","0.866531698665751","0.840467732055492","0.89259566527601","2"
"No","2012","direct migration background","vocational + Abi","188","0.805445188852013","0.753949111823553","0.856941265880473","2"
"No","2012","direct migration background","higher vocational","54","0.769552961393263","0.669461171103654","0.869644751682872","2"
"No","2012","direct migration background","higher education","288","0.797763382803788","0.757271391359185","0.838255374248391","2"
"No","2012","indirect migration background","in school","10","","","","2"
"No","2012","indirect migration background","inadequately","14","","","","2"
"No","2012","indirect migration background","general elemantary","102","0.80459617593681","0.734236523239499","0.87495582863412","2"
"No","2012","indirect migration background","middle vocational","284","0.816131994780461","0.775196301129301","0.857067688431621","2"
"No","2012","indirect migration background","vocational + Abi","66","0.921539682487394","0.860274422283279","0.982804942691509","2"
"No","2012","indirect migration background","higher vocational","34","0.715639721750405","0.588022537918078","0.843256905582731","2"
"No","2012","indirect migration background","higher education","112","0.782856270230313","0.717525611169781","0.848186929290846","2"
"Yes","2012","direct migration background","in school","","","","","1"
"Yes","2012","direct migration background","inadequately","7","","","","1"
"Yes","2012","direct migration background","general elemantary","27","","","","1"
"Yes","2012","direct migration background","middle vocational","85","0.133468301334249","0.10740433472399","0.159532267944508","1"
"Yes","2012","direct migration background","vocational + Abi","39","0.194554811147987","0.143058734119527","0.246050888176447","1"
"Yes","2012","direct migration background","higher vocational","14","","","","1"
"Yes","2012","direct migration background","higher education","90","0.202236617196212","0.161744625751609","0.242728608640815","1"
"Yes","2012","no migration background","general elemantary","108","0.167993292035164","0.14043528743121","0.195551296639118","1"
"Yes","2012","no migration background","middle vocational","1367","0.212866364395739","0.202975986147833","0.222756742643645","1"
"Yes","2012","no migration background","inadequately","7","","","","1"
"Yes","2012","no migration background","vocational + Abi","254","0.234688194166728","0.209745282654312","0.259631105679143","1"
"Yes","2012","no migration background","higher vocational","259","0.253109633745959","0.226697378060717","0.2795218894312","1"
"Yes","2012","no migration background","in school","1","","","","1"
"Yes","2012","no migration background","higher education","1430","0.397725373541529","0.381684121275431","0.413766625807627","1"
"Yes","2012","indirect migration background","higher education","41","0.217143729769687","0.151813070709154","0.282474388830219","1"
"Yes","2012","indirect migration background","in school","","","","","1"
"Yes","2012","indirect migration background","general elemantary","20","","","","1"
"Yes","2012","indirect migration background","inadequately","2","","","","1"
"Yes","2012","indirect migration background","middle vocational","60","0.183868005219539","0.142932311568379","0.224803698870699","1"
"Yes","2012","indirect migration background","higher vocational","14","","","","1"
"Yes","2012","indirect migration background","vocational + Abi","8","","","","1"
"No","2013","no migration background","in school","50","0.855924206976421","0.76311738307752","0.948731030875322","2"
"No","2013","no migration background","inadequately","60","0.876890701941538","0.798217133393096","0.95556427048998","2"
"No","2013","no migration background","general elemantary","603","0.808602924010571","0.779947020180874","0.837258827840268","2"
"No","2013","no migration background","middle vocational","4834","0.788396763122108","0.778172877020373","0.798620649223843","2"
"No","2013","no migration background","vocational + Abi","797","0.74852401944247","0.722168362138803","0.774879676746137","2"
"No","2013","no migration background","higher vocational","665","0.72038473875068","0.691367704466578","0.749401773034781","2"
"No","2013","no migration background","higher education","1823","0.568188828169374","0.551064306986576","0.585313349352172","2"
"No","2013","direct migration background","in school","17","","","","2"
"No","2013","direct migration background","inadequately","143","0.926218196219303","0.884795948247812","0.967640444190794","2"
"No","2013","direct migration background","general elemantary","675","0.897389698462297","0.875511483071864","0.91926791385273","2"
"No","2013","direct migration background","middle vocational","1173","0.859013448179128","0.840345513005284","0.877681383352971","2"
"No","2013","direct migration background","vocational + Abi","445","0.83050409190542","0.7986522182892","0.86235596552164","2"
"No","2013","direct migration background","higher vocational","58","0.684099179159173","0.578181820230707","0.790016538087639","2"
"No","2013","direct migration background","higher education","655","0.799096596267139","0.771936066285815","0.826257126248464","2"
"No","2013","indirect migration background","in school","19","","","","2"
"No","2013","indirect migration background","inadequately","21","","","","2"
"No","2013","indirect migration background","general elemantary","222","0.830129022729823","0.784307382661787","0.875950662797859","2"
"No","2013","indirect migration background","middle vocational","471","0.834865519459288","0.803692635379007","0.866038403539569","2"
"No","2013","indirect migration background","vocational + Abi","90","0.874899470384801","0.812505177927578","0.937293762842023","2"
"No","2013","indirect migration background","higher vocational","38","0.745287694380645","0.629079126286834","0.861496262474456","2"
"No","2013","indirect migration background","higher education","181","0.746313404480968","0.691939575286861","0.800687233675075","2"
"Yes","2013","direct migration background","in school","1","","","","1"
"Yes","2013","direct migration background","inadequately","10","","","","1"
"Yes","2013","direct migration background","general elemantary","64","0.102610301537703","0.0807320861472696","0.124488516928136","1"
"Yes","2013","direct migration background","middle vocational","162","0.140986551820872","0.122318616647029","0.159654486994716","1"
"Yes","2013","direct migration background","vocational + Abi","88","0.16949590809458","0.13764403447836","0.2013477817108","1"
"Yes","2013","direct migration background","higher vocational","16","","","","1"
"Yes","2013","direct migration background","higher education","181","0.200903403732861","0.173742873751536","0.228063933714185","1"
"Yes","2013","no migration background","general elemantary","121","0.191397075989429","0.162741172159732","0.220052979819126","1"
"Yes","2013","no migration background","middle vocational","1297","0.211603236877892","0.201379350776157","0.221827122979627","1"
"Yes","2013","indirect migration background","higher education","65","0.253686595519032","0.199312766324925","0.308060424713139","1"
"Yes","2013","no migration background","inadequately","7","","","","1"
"Yes","2013","no migration background","in school","5","","","","1"
"Yes","2013","no migration background","vocational + Abi","244","0.25147598055753","0.225120323253863","0.277831637861197","1"
"Yes","2013","no migration background","higher vocational","254","0.27961526124932","0.250598226965219","0.308632295533422","1"
"Yes","2013","indirect migration background","general elemantary","36","0.169870977270177","0.124049337202141","0.215692617338213","1"
"Yes","2013","indirect migration background","middle vocational","74","0.165134480540712","0.133961596460431","0.196307364620993","1"
"Yes","2013","indirect migration background","vocational + Abi","18","","","","1"
"Yes","2013","no migration background","higher education","1391","0.431811171830626","0.414686650647828","0.448935693013424","1"
"Yes","2013","indirect migration background","higher vocational","16","","","","1"
"Yes","2013","indirect migration background","in school","1","","","","1"
"Yes","2013","indirect migration background","inadequately","4","","","","1"
"No","2014","no migration background","in school","30","0.890463155842651","0.786996084047381","0.993930227637922","2"
"No","2014","no migration background","inadequately","56","0.868563417298952","0.785130637687074","0.95199619691083","2"
"No","2014","no migration background","general elemantary","548","0.854859790150617","0.82775992930532","0.881959650995914","2"
"No","2014","no migration background","middle vocational","4326","0.785250367658024","0.774402616402071","0.796098118913977","2"
"No","2014","no migration background","vocational + Abi","732","0.758255741448665","0.73136798593711","0.78514349696022","2"
"No","2014","no migration background","higher vocational","598","0.721121654696841","0.690722842284326","0.751520467109355","2"
"No","2014","no migration background","higher education","1694","0.557635395158127","0.539788200634247","0.575482589682006","2"
"No","2014","direct migration background","in school","8","","","","2"
"No","2014","direct migration background","inadequately","88","0.925722938947641","0.873539812866701","0.977906065028581","2"
"No","2014","direct migration background","general elemantary","521","0.892318124377352","0.86680358545696","0.917832663297743","2"
"No","2014","direct migration background","middle vocational","964","0.838090362118143","0.81642964475947","0.859751079476815","2"
"No","2014","direct migration background","vocational + Abi","358","0.842604168580878","0.807981380248048","0.877226956913707","2"
"No","2014","direct migration background","higher vocational","51","0.807031566670649","0.709585073900975","0.904478059440322","2"
"No","2014","direct migration background","higher education","549","0.758895076888588","0.727229821948183","0.790560331828992","2"
"No","2014","indirect migration background","in school","18","","","","2"
"No","2014","indirect migration background","inadequately","19","","","","2"
"No","2014","indirect migration background","general elemantary","175","0.843127101453844","0.793583975683881","0.892670227223807","2"
"No","2014","indirect migration background","middle vocational","400","0.772926190207401","0.735718205726344","0.810134174688458","2"
"No","2014","indirect migration background","vocational + Abi","81","0.86634994259073","0.796817829533845","0.935882055647615","2"
"No","2014","indirect migration background","higher vocational","37","0.670751006802994","0.543022065165983","0.798479948440004","2"
"No","2014","indirect migration background","higher education","138","0.663038985147368","0.598017118487413","0.728060851807323","2"
"Yes","2014","direct migration background","in school","","","","","1"
"Yes","2014","direct migration background","inadequately","9","","","","1"
"Yes","2014","direct migration background","general elemantary","46","0.107681875622648","0.0821673367022567","0.133196414543039","1"
"Yes","2014","direct migration background","middle vocational","147","0.161909637881857","0.140248920523185","0.18357035524053","1"
"Yes","2014","direct migration background","vocational + Abi","67","0.157395831419122","0.122773043086293","0.192018619751952","1"
"Yes","2014","direct migration background","higher vocational","12","","","","1"
"Yes","2014","direct migration background","higher education","152","0.241104923111412","0.209439668171008","0.272770178051817","1"
"Yes","2014","indirect migration background","higher education","65","0.336961014852632","0.271939148192677","0.401982881512587","1"
"Yes","2014","no migration background","general elemantary","101","0.145140209849383","0.118040349004086","0.17224007069468","1"
"Yes","2014","no migration background","middle vocational","1179","0.214749632341976","0.203901881086023","0.225597383597929","1"
"Yes","2014","indirect migration background","general elemantary","32","0.156872898546156","0.107329772776193","0.206416024316119","1"
"Yes","2014","indirect migration background","middle vocational","87","0.227073809792599","0.189865825311542","0.264281794273656","1"
"Yes","2014","indirect migration background","vocational + Abi","11","","","","1"
"Yes","2014","indirect migration background","higher vocational","15","","","","1"
"Yes","2014","no migration background","in school","5","","","","1"
"Yes","2014","no migration background","inadequately","7","","","","1"
"Yes","2014","no migration background","higher vocational","238","0.278878345303159","0.248479532890645","0.309277157715674","1"
"Yes","2014","indirect migration background","inadequately","","","","","1"
"Yes","2014","no migration background","vocational + Abi","242","0.241744258551335","0.21485650303978","0.26863201406289","1"
"Yes","2014","no migration background","higher education","1281","0.442364604841873","0.424517410317994","0.460211799365753","1"
"Yes","2014","indirect migration background","in school","1","","","","1"
"No","2015","no migration background","in school","28","","","","2"
"No","2015","no migration background","inadequately","47","0.784551579914155","0.674895272164832","0.894207887663478","2"
"No","2015","no migration background","general elemantary","502","0.843686028274495","0.814652475512153","0.872719581036837","2"
"No","2015","no migration background","middle vocational","4083","0.788419660595363","0.77733036571924","0.799508955471486","2"
"No","2015","no migration background","vocational + Abi","671","0.756357069094896","0.728572493593655","0.784141644596138","2"
"No","2015","no migration background","higher vocational","578","0.708034202981123","0.676684349279761","0.739384056682485","2"
"No","2015","no migration background","higher education","1618","0.568827419983658","0.550642236168924","0.587012603798393","2"
"No","2015","direct migration background","in school","10","","","","2"
"No","2015","direct migration background","inadequately","119","0.866939273232771","0.808778291652461","0.925100254813082","2"
"No","2015","direct migration background","general elemantary","546","0.943014615352725","0.924017352556591","0.962011878148858","2"
"No","2015","direct migration background","middle vocational","1078","0.862739972845338","0.843269815176244","0.882210130514431","2"
"No","2015","direct migration background","vocational + Abi","459","0.833938211765646","0.802463429073171","0.86541299445812","2"
"No","2015","direct migration background","higher vocational","44","0.770792814866182","0.662620272528336","0.878965357204029","2"
"No","2015","direct migration background","higher education","765","0.774285789688601","0.747936740433278","0.800634838943923","2"
"No","2015","indirect migration background","in school","8","","","","2"
"No","2015","indirect migration background","inadequately","12","","","","2"
"No","2015","indirect migration background","general elemantary","156","0.808942537973928","0.752292126896531","0.865592949051326","2"
"No","2015","indirect migration background","middle vocational","374","0.825038752410869","0.78981769121923","0.860259813602509","2"
"No","2015","indirect migration background","vocational + Abi","75","0.812377791583001","0.731267823474139","0.893487759691862","2"
"No","2015","indirect migration background","higher vocational","34","0.677521467354589","0.54388927397749","0.811153660731688","2"
"No","2015","indirect migration background","higher education","137","0.681461446320012","0.616890858441729","0.746032034198295","2"
"Yes","2015","direct migration background","higher education","202","0.225714210311399","0.199365161056077","0.252063259566722","1"
"Yes","2015","direct migration background","in school","","","","","1"
"Yes","2015","direct migration background","inadequately","12","","","","1"
"Yes","2015","direct migration background","general elemantary","26","","","","1"
"Yes","2015","direct migration background","middle vocational","122","0.137260027154662","0.117789869485569","0.156730184823756","1"
"Yes","2015","direct migration background","vocational + Abi","78","0.166061788234354","0.134587005541879","0.197536570926828","1"
"Yes","2015","direct migration background","higher vocational","14","","","","1"
"Yes","2015","indirect migration background","higher education","63","0.318538553679988","0.253967965801705","0.383109141558271","1"
"Yes","2015","no migration background","general elemantary","99","0.156313971725505","0.127280418963163","0.185347524487847","1"
"Yes","2015","no migration background","middle vocational","1128","0.211580339404637","0.200491044528514","0.22266963428076","1"
"Yes","2015","indirect migration background","higher vocational","13","","","","1"
"Yes","2015","indirect migration background","general elemantary","29","","","","1"
"Yes","2015","indirect migration background","middle vocational","73","0.174961247589131","0.139740186397491","0.21018230878077","1"
"Yes","2015","indirect migration background","vocational + Abi","14","","","","1"
"Yes","2015","no migration background","higher vocational","230","0.291965797018877","0.260615943317515","0.323315650720239","1"
"Yes","2015","no migration background","in school","7","","","","1"
"Yes","2015","no migration background","higher education","1231","0.431172580016342","0.412987396201607","0.449357763831076","1"
"Yes","2015","no migration background","inadequately","7","","","","1"
"Yes","2015","indirect migration background","inadequately","2","","","","1"
"Yes","2015","no migration background","vocational + Abi","246","0.243642930905104","0.215858355403862","0.271427506406345","1"
"Yes","2015","indirect migration background","in school","1","","","","1"
"No","2016","no migration background","in school","25","","","","2"
"No","2016","no migration background","inadequately","39","0.799837810701919","0.68161160837178","0.918064013032059","2"
"No","2016","no migration background","general elemantary","466","0.836753982362598","0.806466005254755","0.86704195947044","2"
"No","2016","no migration background","middle vocational","3800","0.789523582581763","0.778028453642794","0.801018711520731","2"
"No","2016","no migration background","vocational + Abi","661","0.761191657516319","0.73332146284557","0.789061852187067","2"
"No","2016","no migration background","higher vocational","515","0.676347502480931","0.642592018689579","0.710102986272282","2"
"No","2016","no migration background","higher education","1517","0.566527047130636","0.547782831463358","0.585271262797914","2"
"No","2016","direct migration background","in school","8","","","","2"
"No","2016","direct migration background","inadequately","208","0.904155410043231","0.865690725375647","0.942620094710816","2"
"No","2016","direct migration background","general elemantary","482","0.906328860009585","0.881333543123231","0.93132417689594","2"
"No","2016","direct migration background","middle vocational","978","0.853317987876967","0.832477006750763","0.874158969003171","2"
"No","2016","direct migration background","vocational + Abi","430","0.849133705136468","0.818039937260064","0.880227473012872","2"
"No","2016","direct migration background","higher vocational","39","0.793565121579801","0.684598627008994","0.902531616150609","2"
"No","2016","direct migration background","higher education","707","0.813705217918751","0.788254376724561","0.839156059112941","2"
"No","2016","indirect migration background","in school","15","","","","2"
"No","2016","indirect migration background","inadequately","14","","","","2"
"No","2016","indirect migration background","general elemantary","150","0.886127842616752","0.838655481436093","0.933600203797411","2"
"No","2016","indirect migration background","middle vocational","352","0.781912229696474","0.742698518085746","0.821125941307202","2"
"No","2016","indirect migration background","vocational + Abi","74","0.901481937832812","0.838860229673344","0.96410364599228","2"
"No","2016","indirect migration background","higher vocational","35","0.688076075136354","0.560929233955988","0.815222916316721","2"
"No","2016","indirect migration background","higher education","115","0.574509097128572","0.503645877180419","0.645372317076724","2"
"Yes","2016","direct migration background","vocational + Abi","79","0.150866294863532","0.119772526987128","0.181960062739936","1"
"Yes","2016","direct migration background","higher education","192","0.186294782081249","0.160843940887059","0.211745623275439","1"
"Yes","2016","direct migration background","middle vocational","129","0.146682012123033","0.125841030996829","0.167522993249237","1"
"Yes","2016","direct migration background","higher vocational","14","","","","1"
"Yes","2016","indirect migration background","general elemantary","22","","","","1"
"Yes","2016","indirect migration background","middle vocational","74","0.218087770303526","0.178874058692798","0.257301481914254","1"
"Yes","2016","direct migration background","in school","1","","","","1"
"Yes","2016","direct migration background","inadequately","17","","","","1"
"Yes","2016","direct migration background","general elemantary","40","0.0936711399904146","0.0686758231040596","0.118666456876769","1"
"Yes","2016","indirect migration background","higher education","72","0.425490902871428","0.354627682923276","0.496354122819581","1"
"Yes","2016","no migration background","middle vocational","1031","0.210476417418237","0.198981288479269","0.221971546357206","1"
"Yes","2016","indirect migration background","higher vocational","16","","","","1"
"Yes","2016","no migration background","general elemantary","106","0.163246017637402","0.13295804052956","0.193533994745245","1"
"Yes","2016","no migration background","vocational + Abi","238","0.238808342483681","0.210938147812933","0.26667853715443","1"
"Yes","2016","no migration background","higher vocational","223","0.323652497519069","0.289897013727718","0.35740798131042","1"
"Yes","2016","indirect migration background","inadequately","2","","","","1"
"Yes","2016","indirect migration background","vocational + Abi","13","","","","1"
"Yes","2016","no migration background","higher education","1168","0.433472952869364","0.414728737202086","0.452217168536643","1"
"Yes","2016","indirect migration background","in school","3","","","","1"
"Yes","2016","no migration background","in school","3","","","","1"
"Yes","2016","no migration background","inadequately","5","","","","1"
"No","2017","no migration background","in school","45","0.872716979162991","0.779397565645651","0.96603639268033","2"
"No","2017","no migration background","inadequately","59","0.91121602976489","0.842069662402488","0.980362397127292","2"
"No","2017","no migration background","general elemantary","600","0.820946173853","0.793228705144376","0.848663642561624","2"
"No","2017","no migration background","middle vocational","4378","0.79156379875452","0.780940385445368","0.802187212063671","2"
"No","2017","no migration background","vocational + Abi","808","0.743373320736812","0.717609044809494","0.769137596664131","2"
"No","2017","no migration background","higher vocational","578","0.67980738686715","0.648181439325392","0.711433334408909","2"
"No","2017","no migration background","higher education","1818","0.574999447955026","0.557793506891387","0.592205389018665","2"
"No","2017","direct migration background","in school","3","","","","2"
"No","2017","direct migration background","inadequately","288","0.900611396355211","0.867572173163668","0.933650619546755","2"
"No","2017","direct migration background","general elemantary","562","0.877776138391914","0.851762006934195","0.903790269849632","2"
"No","2017","direct migration background","middle vocational","1033","0.893581101539034","0.87571944578766","0.911442757290407","2"
"No","2017","direct migration background","vocational + Abi","399","0.872171745880044","0.841855908544467","0.902487583215621","2"
"No","2017","direct migration background","higher vocational","37","0.545586212651551","0.411535971513643","0.679636453789459","2"
"No","2017","direct migration background","higher education","747","0.750270867219201","0.722584948405943","0.77795678603246","2"
"No","2017","indirect migration background","in school","18","","","","2"
"No","2017","indirect migration background","inadequately","17","","","","2"
"No","2017","indirect migration background","general elemantary","135","0.824538470035825","0.765041522868108","0.884035417203542","2"
"No","2017","indirect migration background","middle vocational","401","0.808529355383009","0.773937895385337","0.843120815380682","2"
"No","2017","indirect migration background","vocational + Abi","85","0.899713019179185","0.839625156645431","0.959800881712939","2"
"No","2017","indirect migration background","higher vocational","36","0.8563821236789","0.757169823372771","0.955594423985028","2"
"No","2017","indirect migration background","higher education","132","0.6094766293648","0.544415251196921","0.674538007532679","2"
"Yes","2017","direct migration background","vocational + Abi","67","0.127828254119956","0.0975124167843791","0.158144091455533","1"
"Yes","2017","direct migration background","higher vocational","16","","","","1"
"Yes","2017","direct migration background","higher education","192","0.249729132780799","0.22204321396754","0.277415051594057","1"
"Yes","2017","indirect migration background","general elemantary","22","","","","1"
"Yes","2017","indirect migration background","higher education","84","0.3905233706352","0.325461992467321","0.455584748803079","1"
"Yes","2017","direct migration background","middle vocational","112","0.106418898460966","0.0885572427095926","0.12428055421234","1"
"Yes","2017","indirect migration background","higher vocational","12","","","","1"
"Yes","2017","direct migration background","inadequately","27","","","","1"
"Yes","2017","direct migration background","general elemantary","47","0.122223861608086","0.0962097301503678","0.148237993065805","1"
"Yes","2017","direct migration background","in school","","","","","1"
"Yes","2017","indirect migration background","inadequately","","","","","1"
"Yes","2017","indirect migration background","middle vocational","96","0.191470644616991","0.156879184619318","0.226062104614663","1"
"Yes","2017","indirect migration background","vocational + Abi","11","","","","1"
"Yes","2017","no migration background","middle vocational","1238","0.20843620124548","0.197812787936329","0.219059614554632","1"
"Yes","2017","indirect migration background","in school","1","","","","1"
"Yes","2017","no migration background","in school","4","","","","1"
"Yes","2017","no migration background","inadequately","6","","","","1"
"Yes","2017","no migration background","general elemantary","135","0.179053826147","0.151336357438376","0.206771294855624","1"
"Yes","2017","no migration background","vocational + Abi","296","0.256626679263188","0.230862403335869","0.282390955190506","1"
"Yes","2017","no migration background","higher vocational","258","0.32019261313285","0.288566665591091","0.351818560674608","1"
"Yes","2017","no migration background","higher education","1353","0.425000552044974","0.407794610981335","0.442206493108613","1"
"No","2018","no migration background","in school","27","","","","2"
"No","2018","no migration background","inadequately","48","0.786820339062992","0.682316376647699","0.891324301478285","2"
"No","2018","no migration background","general elemantary","586","0.83660089004827","0.809152573954468","0.864049206142072","2"
"No","2018","no migration background","middle vocational","4001","0.785520721421272","0.774294092703467","0.796747350139077","2"
"No","2018","no migration background","vocational + Abi","750","0.749077383433049","0.722677533418062","0.775477233448035","2"
"No","2018","no migration background","higher vocational","527","0.678867595203894","0.645650487994437","0.712084702413351","2"
"No","2018","no migration background","higher education","1643","0.557554226928784","0.539591606233729","0.575516847623839","2"
"No","2018","direct migration background","in school","5","","","","2"
"No","2018","direct migration background","inadequately","362","0.952522877249977","0.931417375033495","0.973628379466459","2"
"No","2018","direct migration background","general elemantary","575","0.87408512447747","0.848096917957456","0.900073330997485","2"
"No","2018","direct migration background","middle vocational","1003","0.837909650703893","0.816364868373626","0.85945443303416","2"
"No","2018","direct migration background","vocational + Abi","361","0.857584543826453","0.824437012574447","0.890732075078458","2"
"No","2018","direct migration background","higher vocational","34","0.760610376937446","0.637299053536582","0.88392170033831","2"
"No","2018","direct migration background","higher education","746","0.728570731181528","0.70064318290892","0.756498279454135","2"
"No","2018","indirect migration background","in school","13","","","","2"
"No","2018","indirect migration background","inadequately","17","","","","2"
"No","2018","indirect migration background","general elemantary","148","0.850271209427312","0.796317060617941","0.904225358236683","2"
"No","2018","indirect migration background","middle vocational","398","0.83476898610128","0.801885414048482","0.867652558154078","2"
"No","2018","indirect migration background","vocational + Abi","81","0.880898028473155","0.816104031873232","0.945692025073078","2"
"No","2018","indirect migration background","higher vocational","30","0.817264360418675","0.697504576322641","0.937024144514708","2"
"No","2018","indirect migration background","higher education","125","0.616705339054305","0.550632698632215","0.682777979476394","2"
"Yes","2018","direct migration background","vocational + Abi","66","0.142415456173547","0.109267924921542","0.175562987425553","1"
"Yes","2018","direct migration background","higher vocational","12","","","","1"
"Yes","2018","direct migration background","higher education","228","0.271429268818472","0.243501720545865","0.29935681709108","1"
"Yes","2018","indirect migration background","higher education","83","0.383294660945695","0.317222020523606","0.449367301367785","1"
"Yes","2018","indirect migration background","general elemantary","20","","","","1"
"Yes","2018","indirect migration background","vocational + Abi","15","","","","1"
"Yes","2018","indirect migration background","higher vocational","10","","","","1"
"Yes","2018","direct migration background","in school","","","","","1"
"Yes","2018","direct migration background","inadequately","28","","","","1"
"Yes","2018","direct migration background","general elemantary","51","0.12591487552253","0.0999266690025154","0.151903082042544","1"
"Yes","2018","indirect migration background","middle vocational","92","0.16523101389872","0.132347441845922","0.198114585951518","1"
"Yes","2018","direct migration background","middle vocational","121","0.162090349296107","0.14054556696584","0.183635131626374","1"
"Yes","2018","indirect migration background","in school","","","","","1"
"Yes","2018","no migration background","general elemantary","111","0.16339910995173","0.135950793857928","0.190847426045532","1"
"Yes","2018","no migration background","middle vocational","1134","0.214479278578728","0.203252649860923","0.225705907296533","1"
"Yes","2018","indirect migration background","inadequately","2","","","","1"
"Yes","2018","no migration background","in school","","","","","1"
"Yes","2018","no migration background","inadequately","11","","","","1"
"Yes","2018","no migration background","higher education","1294","0.442445773071216","0.424483152376161","0.460408393766271","1"
"Yes","2018","no migration background","higher vocational","232","0.321132404796106","0.287915297586649","0.354349512005563","1"
"Yes","2018","no migration background","vocational + Abi","286","0.250922616566952","0.224522766551965","0.277322466581938","1"
