"pli0097_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2012","Brandenburg","Female","","","","","4"
"Rarely","2012","Schleswig-Holstein","Male","","","","","4"
"Rarely","2012","Schleswig-Holstein","Female","","","","","4"
"Rarely","2012","Lower Saxony","Female","","","","","4"
"Rarely","2012","Bremen","Male","","","","","4"
"Rarely","2012","Hamburg","Male","","","","","4"
"Rarely","2012","Hamburg","Female","","","","","4"
"Rarely","2012","Lower Saxony","Male","","","","","4"
"Rarely","2012","Bremen","Female","","","","","4"
"Daily","2013","North Rhine-Westphalia","Female","1","","","","1"
"Daily","2013","Hesse","Male","1","","","","1"
"Daily","2013","Hesse","Female","1","","","","1"
"Daily","2013","Rhineland-Palatinate,Saarland","Male","2","","","","1"
"Daily","2013","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2013","Baden-Württemberg","Male","3","","","","1"
"Daily","2013","Baden-Württemberg","Female","1","","","","1"
"Daily","2013","Bavaria","Male","11","","","","1"
"Daily","2013","Bavaria","Female","1","","","","1"
"Daily","2013","Berlin","Male","4","","","","1"
"Daily","2013","Berlin","Female","2","","","","1"
"Daily","2013","Brandenburg","Male","4","","","","1"
"Daily","2013","Thuringia","Female","","","","","1"
"Daily","2013","Bremen","Female","","","","","1"
"Daily","2013","North Rhine-Westphalia","Male","11","","","","1"
"Daily","2013","Mecklenburg-Western Pomerania","Female","1","","","","1"
"Daily","2013","Saxony","Male","4","","","","1"
"Daily","2013","Saxony","Female","","","","","1"
"Daily","2013","Saxony-Anhalt","Male","1","","","","1"
"Daily","2013","Saxony-Anhalt","Female","2","","","","1"
"Daily","2013","Thuringia","Male","1","","","","1"
"Daily","2013","Schleswig-Holstein","Male","1","","","","1"
"Daily","2013","Schleswig-Holstein","Female","1","","","","1"
"Daily","2013","Hamburg","Male","","","","","1"
"Daily","2013","Hamburg","Female","1","","","","1"
"Daily","2013","Lower Saxony","Male","6","","","","1"
"Daily","2013","Lower Saxony","Female","3","","","","1"
"Daily","2013","Brandenburg","Female","1","","","","1"
"Daily","2013","Mecklenburg-Western Pomerania","Male","1","","","","1"
"Daily","2013","Bremen","Male","","","","","1"
"Min 1x per month","2013","North Rhine-Westphalia","Female","20","","","","3"
"Min 1x per month","2013","Hesse","Male","17","","","","3"
"Min 1x per month","2013","Hesse","Female","12","","","","3"
"Min 1x per month","2013","Rhineland-Palatinate,Saarland","Male","29","","","","3"
"Min 1x per month","2013","Bavaria","Male","65","0.0359343155174864","0.0273525426602379","0.044516088374735","3"
"Min 1x per month","2013","Bavaria","Female","31","0.00975756291753889","0.00566028741584707","0.0138548384192307","3"
"Min 1x per month","2013","Berlin","Male","13","","","","3"
"Min 1x per month","2013","Berlin","Female","8","","","","3"
"Min 1x per month","2013","Brandenburg","Male","14","","","","3"
"Min 1x per month","2013","Saxony","Male","15","","","","3"
"Min 1x per month","2013","Saxony","Female","12","","","","3"
"Min 1x per month","2013","Rhineland-Palatinate,Saarland","Female","17","","","","3"
"Min 1x per month","2013","Baden-Württemberg","Male","29","","","","3"
"Min 1x per month","2013","Baden-Württemberg","Female","20","","","","3"
"Min 1x per month","2013","Brandenburg","Female","13","","","","3"
"Min 1x per month","2013","Mecklenburg-Western Pomerania","Male","7","","","","3"
"Min 1x per month","2013","Mecklenburg-Western Pomerania","Female","6","","","","3"
"Min 1x per month","2013","Schleswig-Holstein","Male","13","","","","3"
"Min 1x per month","2013","Schleswig-Holstein","Female","7","","","","3"
"Min 1x per month","2013","Hamburg","Male","4","","","","3"
"Min 1x per month","2013","Hamburg","Female","7","","","","3"
"Min 1x per month","2013","North Rhine-Westphalia","Male","40","0.0155291868421438","0.0104848280535505","0.0205735456307372","3"
"Min 1x per month","2013","Thuringia","Female","6","","","","3"
"Min 1x per month","2013","Bremen","Female","1","","","","3"
"Min 1x per month","2013","Lower Saxony","Male","34","0.0284887670055948","0.018670811157748","0.0383067228534416","3"
"Min 1x per month","2013","Bremen","Male","1","","","","3"
"Min 1x per month","2013","Saxony-Anhalt","Female","5","","","","3"
"Min 1x per month","2013","Thuringia","Male","15","","","","3"
"Min 1x per month","2013","Lower Saxony","Female","32","0.0183755922255704","0.0111926325009146","0.0255585519502262","3"
"Min 1x per month","2013","Saxony-Anhalt","Male","11","","","","3"
"Min 1x per week","2013","North Rhine-Westphalia","Female","15","","","","2"
"Min 1x per week","2013","Hesse","Male","13","","","","2"
"Min 1x per week","2013","Hesse","Female","2","","","","2"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","Male","15","","","","2"
"Min 1x per week","2013","North Rhine-Westphalia","Male","24","","","","2"
"Min 1x per week","2013","Hamburg","Male","5","","","","2"
"Min 1x per week","2013","Hamburg","Female","1","","","","2"
"Min 1x per week","2013","Lower Saxony","Male","27","","","","2"
"Min 1x per week","2013","Mecklenburg-Western Pomerania","Female","4","","","","2"
"Min 1x per week","2013","Saxony","Male","10","","","","2"
"Min 1x per week","2013","Saxony","Female","","","","","2"
"Min 1x per week","2013","Thuringia","Female","1","","","","2"
"Min 1x per week","2013","Schleswig-Holstein","Male","2","","","","2"
"Min 1x per week","2013","Schleswig-Holstein","Female","4","","","","2"
"Min 1x per week","2013","Lower Saxony","Female","7","","","","2"
"Min 1x per week","2013","Bremen","Male","","","","","2"
"Min 1x per week","2013","Bremen","Female","1","","","","2"
"Min 1x per week","2013","Rhineland-Palatinate,Saarland","Female","5","","","","2"
"Min 1x per week","2013","Baden-Württemberg","Male","17","","","","2"
"Min 1x per week","2013","Baden-Württemberg","Female","12","","","","2"
"Min 1x per week","2013","Bavaria","Male","30","0.0137076841512867","0.00834658444919155","0.0190687838533819","2"
"Min 1x per week","2013","Bavaria","Female","9","","","","2"
"Min 1x per week","2013","Berlin","Male","6","","","","2"
"Min 1x per week","2013","Berlin","Female","1","","","","2"
"Min 1x per week","2013","Brandenburg","Male","4","","","","2"
"Min 1x per week","2013","Brandenburg","Female","3","","","","2"
"Min 1x per week","2013","Mecklenburg-Western Pomerania","Male","6","","","","2"
"Min 1x per week","2013","Saxony-Anhalt","Male","5","","","","2"
"Min 1x per week","2013","Saxony-Anhalt","Female","2","","","","2"
"Min 1x per week","2013","Thuringia","Male","2","","","","2"
"Never","2013","Schleswig-Holstein","Male","335","0.834754125573929","0.798266033524778","0.871242217623081","5"
"Never","2013","Schleswig-Holstein","Female","456","0.909996324230274","0.884936433651586","0.935056214808963","5"
"Never","2013","Hamburg","Male","150","0.883826860446871","0.836885244418253","0.930768476475489","5"
"Never","2013","Hamburg","Female","198","0.904716553039717","0.866352734330656","0.943080371748778","5"
"Never","2013","Lower Saxony","Male","908","0.829764741271876","0.807584688215132","0.851944794328619","5"
"Never","2013","Lower Saxony","Female","1206","0.890114853929882","0.87338844909998","0.906841258759784","5"
"Never","2013","Bremen","Male","65","0.830649193940807","0.747943196544133","0.91335519133748","5"
"Never","2013","Bremen","Female","90","0.874476885339862","0.810802106953056","0.938151663726668","5"
"Never","2013","North Rhine-Westphalia","Male","2036","0.877702861837502","0.86433653448444","0.891069189190564","5"
"Never","2013","Mecklenburg-Western Pomerania","Male","219","0.799531288958887","0.750961203409616","0.848101374508157","5"
"Never","2013","Mecklenburg-Western Pomerania","Female","291","0.865887143038447","0.828838503642594","0.902935782434301","5"
"Never","2013","Saxony","Male","727","0.883665925030537","0.861667046771422","0.905664803289652","5"
"Never","2013","Saxony","Female","837","0.94700679638715","0.932297365355228","0.961716227419072","5"
"Never","2013","Saxony-Anhalt","Male","374","0.883651917336284","0.853345535500099","0.913958299172469","5"
"Never","2013","Saxony-Anhalt","Female","492","0.913281780766417","0.889390355490059","0.937173206042776","5"
"Never","2013","Thuringia","Male","383","0.867824319974649","0.836462535271332","0.899186104677966","5"
"Never","2013","Thuringia","Female","504","0.929317754747028","0.907898515992801","0.950736993501255","5"
"Never","2013","North Rhine-Westphalia","Female","2542","0.905671879416897","0.894802919108998","0.916540839724795","5"
"Never","2013","Hesse","Male","698","0.875238289382799","0.852425185146951","0.898051393618647","5"
"Never","2013","Hesse","Female","867","0.922269891515977","0.905235028830782","0.939304754201172","5"
"Never","2013","Rhineland-Palatinate,Saarland","Male","518","0.829318959293321","0.799775761246866","0.858862157339776","5"
"Never","2013","Rhineland-Palatinate,Saarland","Female","704","0.889836927926227","0.868018016418134","0.911655839434319","5"
"Never","2013","Baden-Württemberg","Male","1196","0.864625383164134","0.846489176978886","0.882761589349383","5"
"Never","2013","Baden-Württemberg","Female","1500","0.913600321556129","0.900002781340199","0.927197861772059","5"
"Never","2013","Bavaria","Male","1482","0.821299355986088","0.803635609837632","0.838963102134545","5"
"Never","2013","Bavaria","Female","1987","0.906741681789782","0.894620658116333","0.91886270546323","5"
"Never","2013","Berlin","Male","373","0.829089317380386","0.79367421591998","0.864504418840793","5"
"Never","2013","Berlin","Female","490","0.89135187728727","0.865344147077075","0.917359607497465","5"
"Never","2013","Brandenburg","Male","393","0.822235298365104","0.787221746041239","0.857248850688968","5"
"Never","2013","Brandenburg","Female","502","0.916258984758044","0.893275852004263","0.939242117511826","5"
"Rarely","2013","North Rhine-Westphalia","Female","200","0.0777138992527096","0.067758374599491","0.0876694239059281","4"
"Rarely","2013","Hesse","Male","77","0.0930685295234948","0.0730113790697724","0.113125679977217","4"
"Rarely","2013","Baden-Württemberg","Female","107","0.0660442234625202","0.0540241605052232","0.0780642864198171","4"
"Rarely","2013","Bavaria","Male","219","0.125233836811654","0.109973087938","0.140494585685308","4"
"Rarely","2013","Bavaria","Female","183","0.0816388585656262","0.0702256190514766","0.0930520980797758","4"
"Rarely","2013","Mecklenburg-Western Pomerania","Male","28","","","","4"
"Rarely","2013","Mecklenburg-Western Pomerania","Female","23","","","","4"
"Rarely","2013","Saxony","Male","60","0.0779454156182783","0.0595513972458258","0.0963394339907307","4"
"Rarely","2013","Thuringia","Female","39","0.0638121747880171","0.0433853899754689","0.0842389596005652","4"
"Rarely","2013","Hesse","Female","67","0.0620254099846898","0.0466794047040739","0.0773714152653058","4"
"Rarely","2013","Rhineland-Palatinate,Saarland","Male","59","0.106261794741404","0.0820627733871956","0.130460816095613","4"
"Rarely","2013","Rhineland-Palatinate,Saarland","Female","65","0.0853850361316196","0.0659103761514991","0.10485969611174","4"
"Rarely","2013","Baden-Württemberg","Male","122","0.101866413945715","0.0858321210964715","0.117900706794958","4"
"Rarely","2013","Saxony","Female","42","0.0416131018569178","0.0285003235828303","0.0547258801310052","4"
"Rarely","2013","Saxony-Anhalt","Male","39","0.0860121137070554","0.0595110141693493","0.112513213244761","4"
"Rarely","2013","Saxony-Anhalt","Female","32","0.0685053933597312","0.0470598506552545","0.0899509360642079","4"
"Rarely","2013","Thuringia","Male","47","0.0817897195721076","0.056413348337514","0.107166090806701","4"
"Rarely","2013","North Rhine-Westphalia","Male","197","0.0877128886926233","0.076172307907554","0.0992534694776926","4"
"Rarely","2013","Berlin","Male","38","0.106963264620425","0.0778858885717549","0.136040640669096","4"
"Rarely","2013","Berlin","Female","49","0.0920626683087101","0.0679004690204781","0.116224867596942","4"
"Rarely","2013","Brandenburg","Male","43","0.119288510640658","0.0896038908203277","0.148973130460988","4"
"Rarely","2013","Brandenburg","Female","39","0.0535096562583823","0.0348370402667583","0.0721822722500064","4"
"Rarely","2013","Lower Saxony","Female","95","0.0841282935519385","0.0692826699225414","0.0989739171813357","4"
"Rarely","2013","Schleswig-Holstein","Male","47","0.114356056190976","0.0830905317186221","0.14562158066333","4"
"Rarely","2013","Schleswig-Holstein","Female","33","0.0770730266656453","0.0537188745546191","0.100427178776672","4"
"Rarely","2013","Hamburg","Male","20","","","","4"
"Rarely","2013","Hamburg","Female","18","","","","4"
"Rarely","2013","Lower Saxony","Male","128","0.118503749603002","0.0994299763479125","0.137577522858092","4"
"Rarely","2013","Bremen","Male","13","","","","4"
"Rarely","2013","Bremen","Female","12","","","","4"
"Daily","2014","North Rhine-Westphalia","Female","","","","","1"
"Daily","2014","Hesse","Male","","","","","1"
"Daily","2014","Hesse","Female","","","","","1"
"Daily","2014","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2014","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2014","Baden-Württemberg","Male","","","","","1"
"Daily","2014","Baden-Württemberg","Female","","","","","1"
"Daily","2014","Bavaria","Male","","","","","1"
"Daily","2014","Bavaria","Female","","","","","1"
"Daily","2014","Berlin","Male","","","","","1"
"Daily","2014","Berlin","Female","","","","","1"
"Daily","2014","Brandenburg","Male","","","","","1"
"Daily","2014","Schleswig-Holstein","Male","","","","","1"
"Daily","2014","Schleswig-Holstein","Female","","","","","1"
"Daily","2014","Hamburg","Male","","","","","1"
"Daily","2014","Hamburg","Female","","","","","1"
"Daily","2014","Bremen","Female","","","","","1"
"Daily","2014","North Rhine-Westphalia","Male","","","","","1"
"Daily","2014","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2014","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2014","Saxony","Male","","","","","1"
"Daily","2014","Saxony","Female","","","","","1"
"Daily","2014","Saxony-Anhalt","Male","","","","","1"
"Daily","2014","Saxony-Anhalt","Female","","","","","1"
"Daily","2014","Thuringia","Female","","","","","1"
"Daily","2014","Lower Saxony","Male","","","","","1"
"Daily","2014","Lower Saxony","Female","","","","","1"
"Daily","2014","Brandenburg","Female","","","","","1"
"Daily","2014","Bremen","Male","","","","","1"
"Daily","2014","Thuringia","Male","","","","","1"
"Min 1x per month","2014","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","2014","Hesse","Male","","","","","3"
"Min 1x per month","2014","Hesse","Female","","","","","3"
"Min 1x per month","2014","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","2014","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","2014","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","2014","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","2014","Bavaria","Male","","","","","3"
"Min 1x per month","2014","Bavaria","Female","","","","","3"
"Min 1x per month","2014","Berlin","Male","","","","","3"
"Min 1x per month","2014","Berlin","Female","","","","","3"
"Min 1x per month","2014","Brandenburg","Male","","","","","3"
"Min 1x per month","2014","Brandenburg","Female","","","","","3"
"Min 1x per month","2014","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","2014","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","2014","Saxony","Male","","","","","3"
"Min 1x per month","2014","Saxony","Female","","","","","3"
"Min 1x per month","2014","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","2014","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","2014","Hamburg","Male","","","","","3"
"Min 1x per month","2014","Hamburg","Female","","","","","3"
"Min 1x per month","2014","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","2014","Lower Saxony","Female","","","","","3"
"Min 1x per month","2014","Bremen","Female","","","","","3"
"Min 1x per month","2014","Lower Saxony","Male","","","","","3"
"Min 1x per month","2014","Bremen","Male","","","","","3"
"Min 1x per month","2014","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","2014","Thuringia","Male","","","","","3"
"Min 1x per month","2014","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","2014","Thuringia","Female","","","","","3"
"Min 1x per week","2014","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","2014","Hesse","Male","","","","","2"
"Min 1x per week","2014","Hesse","Female","","","","","2"
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","2014","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","2014","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","2014","Hamburg","Male","","","","","2"
"Min 1x per week","2014","Hamburg","Female","","","","","2"
"Min 1x per week","2014","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","2014","Lower Saxony","Male","","","","","2"
"Min 1x per week","2014","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","2014","Bavaria","Male","","","","","2"
"Min 1x per week","2014","Bavaria","Female","","","","","2"
"Min 1x per week","2014","Berlin","Male","","","","","2"
"Min 1x per week","2014","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","2014","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","2014","Saxony","Male","","","","","2"
"Min 1x per week","2014","Saxony","Female","","","","","2"
"Min 1x per week","2014","Thuringia","Female","","","","","2"
"Min 1x per week","2014","Lower Saxony","Female","","","","","2"
"Min 1x per week","2014","Bremen","Male","","","","","2"
"Min 1x per week","2014","Bremen","Female","","","","","2"
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","2014","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","2014","Berlin","Female","","","","","2"
"Min 1x per week","2014","Brandenburg","Male","","","","","2"
"Min 1x per week","2014","Brandenburg","Female","","","","","2"
"Min 1x per week","2014","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","2014","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","2014","Thuringia","Male","","","","","2"
"Never","2014","Schleswig-Holstein","Male","","","","","5"
"Never","2014","Schleswig-Holstein","Female","","","","","5"
"Never","2014","Hamburg","Male","","","","","5"
"Never","2014","Hamburg","Female","","","","","5"
"Never","2014","Lower Saxony","Male","","","","","5"
"Never","2014","Lower Saxony","Female","","","","","5"
"Never","2014","Bremen","Male","","","","","5"
"Never","2014","Bremen","Female","","","","","5"
"Never","2014","North Rhine-Westphalia","Male","","","","","5"
"Never","2014","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","2014","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","2014","Saxony","Male","","","","","5"
"Never","2014","Saxony","Female","","","","","5"
"Never","2014","Saxony-Anhalt","Male","","","","","5"
"Never","2014","Saxony-Anhalt","Female","","","","","5"
"Never","2014","Thuringia","Male","","","","","5"
"Never","2014","Thuringia","Female","","","","","5"
"Never","2014","North Rhine-Westphalia","Female","","","","","5"
"Never","2014","Hesse","Male","","","","","5"
"Never","2014","Hesse","Female","","","","","5"
"Never","2014","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","2014","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","2014","Baden-Württemberg","Male","","","","","5"
"Never","2014","Baden-Württemberg","Female","","","","","5"
"Never","2014","Bavaria","Male","","","","","5"
"Never","2014","Bavaria","Female","","","","","5"
"Never","2014","Berlin","Male","","","","","5"
"Never","2014","Berlin","Female","","","","","5"
"Never","2014","Brandenburg","Male","","","","","5"
"Never","2014","Brandenburg","Female","","","","","5"
"Rarely","2014","North Rhine-Westphalia","Female","","","","","4"
"Rarely","2014","Hesse","Male","","","","","4"
"Rarely","2014","Baden-Württemberg","Female","","","","","4"
"Rarely","2014","Bavaria","Male","","","","","4"
"Rarely","2014","Bavaria","Female","","","","","4"
"Rarely","2014","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","2014","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","2014","Saxony","Male","","","","","4"
"Rarely","2014","Saxony","Female","","","","","4"
"Rarely","2014","Saxony-Anhalt","Male","","","","","4"
"Rarely","2014","Saxony-Anhalt","Female","","","","","4"
"Rarely","2014","Thuringia","Male","","","","","4"
"Rarely","2014","Thuringia","Female","","","","","4"
"Rarely","2014","Hesse","Female","","","","","4"
"Rarely","2014","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","2014","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","2014","Baden-Württemberg","Male","","","","","4"
"Rarely","2014","North Rhine-Westphalia","Male","","","","","4"
"Rarely","2014","Schleswig-Holstein","Male","","","","","4"
"Rarely","2014","Schleswig-Holstein","Female","","","","","4"
"Rarely","2014","Berlin","Male","","","","","4"
"Rarely","2014","Berlin","Female","","","","","4"
"Rarely","2014","Brandenburg","Male","","","","","4"
"Rarely","2014","Brandenburg","Female","","","","","4"
"Rarely","2014","Hamburg","Male","","","","","4"
"Rarely","2014","Hamburg","Female","","","","","4"
"Rarely","2014","Lower Saxony","Male","","","","","4"
"Rarely","2014","Lower Saxony","Female","","","","","4"
"Rarely","2014","Bremen","Male","","","","","4"
"Rarely","2014","Bremen","Female","","","","","4"
"Daily","2015","North Rhine-Westphalia","Female","","","","","1"
"Daily","2015","Hesse","Male","","","","","1"
"Daily","2015","Hesse","Female","","","","","1"
"Daily","2015","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2015","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2015","Baden-Württemberg","Male","","","","","1"
"Daily","2015","Baden-Württemberg","Female","","","","","1"
"Daily","2015","Bavaria","Male","","","","","1"
"Daily","2015","Bavaria","Female","","","","","1"
"Daily","2015","Berlin","Male","","","","","1"
"Daily","2015","Berlin","Female","","","","","1"
"Daily","2015","Brandenburg","Male","","","","","1"
"Daily","2015","Brandenburg","Female","","","","","1"
"Daily","2015","North Rhine-Westphalia","Male","","","","","1"
"Daily","2015","Schleswig-Holstein","Female","","","","","1"
"Daily","2015","Hamburg","Male","","","","","1"
"Daily","2015","Hamburg","Female","","","","","1"
"Daily","2015","Lower Saxony","Male","","","","","1"
"Daily","2015","Lower Saxony","Female","","","","","1"
"Daily","2015","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2015","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2015","Saxony","Male","","","","","1"
"Daily","2015","Saxony","Female","","","","","1"
"Daily","2015","Saxony-Anhalt","Male","","","","","1"
"Daily","2015","Saxony-Anhalt","Female","","","","","1"
"Daily","2015","Thuringia","Female","","","","","1"
"Daily","2015","Bremen","Male","","","","","1"
"Daily","2015","Bremen","Female","","","","","1"
"Daily","2015","Thuringia","Male","","","","","1"
"Daily","2015","Schleswig-Holstein","Male","","","","","1"
"Min 1x per month","2015","North Rhine-Westphalia","Female","26","","","","3"
"Min 1x per month","2015","Hesse","Male","18","","","","3"
"Min 1x per month","2015","Hesse","Female","6","","","","3"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","Male","25","","","","3"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","Female","8","","","","3"
"Min 1x per month","2015","Baden-Württemberg","Male","27","","","","3"
"Min 1x per month","2015","Baden-Württemberg","Female","19","","","","3"
"Min 1x per month","2015","Bavaria","Male","61","0.0335444454548142","0.0256945081925948","0.0413943827170335","3"
"Min 1x per month","2015","Bavaria","Female","29","","","","3"
"Min 1x per month","2015","Berlin","Male","8","","","","3"
"Min 1x per month","2015","Berlin","Female","9","","","","3"
"Min 1x per month","2015","Brandenburg","Male","13","","","","3"
"Min 1x per month","2015","Brandenburg","Female","8","","","","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","Male","8","","","","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","Female","9","","","","3"
"Min 1x per month","2015","Saxony","Male","13","","","","3"
"Min 1x per month","2015","Saxony","Female","6","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","Male","5","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","Female","5","","","","3"
"Min 1x per month","2015","Hamburg","Male","4","","","","3"
"Min 1x per month","2015","Hamburg","Female","2","","","","3"
"Min 1x per month","2015","Thuringia","Female","5","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","Female","8","","","","3"
"Min 1x per month","2015","Thuringia","Male","13","","","","3"
"Min 1x per month","2015","Bremen","Female","","","","","3"
"Min 1x per month","2015","North Rhine-Westphalia","Male","32","0.00938812246730908","0.00565317549342588","0.0131230694411923","3"
"Min 1x per month","2015","Lower Saxony","Male","32","0.0218557271880847","0.0136139849210199","0.0300974694551496","3"
"Min 1x per month","2015","Saxony-Anhalt","Male","11","","","","3"
"Min 1x per month","2015","Lower Saxony","Female","16","","","","3"
"Min 1x per month","2015","Bremen","Male","1","","","","3"
"Min 1x per week","2015","North Rhine-Westphalia","Female","13","","","","2"
"Min 1x per week","2015","Hesse","Male","17","","","","2"
"Min 1x per week","2015","Hesse","Female","5","","","","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Male","14","","","","2"
"Min 1x per week","2015","North Rhine-Westphalia","Male","37","0.0156933914967136","0.0108798257643226","0.0205069572291046","2"
"Min 1x per week","2015","Schleswig-Holstein","Female","2","","","","2"
"Min 1x per week","2015","Hamburg","Male","3","","","","2"
"Min 1x per week","2015","Hamburg","Female","","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Male","5","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Female","1","","","","2"
"Min 1x per week","2015","Saxony","Male","11","","","","2"
"Min 1x per week","2015","Brandenburg","Female","3","","","","2"
"Min 1x per week","2015","Thuringia","Female","1","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","Male","4","","","","2"
"Min 1x per week","2015","Lower Saxony","Male","14","","","","2"
"Min 1x per week","2015","Baden-Württemberg","Female","14","","","","2"
"Min 1x per week","2015","Bavaria","Male","25","","","","2"
"Min 1x per week","2015","Bavaria","Female","15","","","","2"
"Min 1x per week","2015","Berlin","Male","7","","","","2"
"Min 1x per week","2015","Berlin","Female","3","","","","2"
"Min 1x per week","2015","Brandenburg","Male","5","","","","2"
"Min 1x per week","2015","Saxony","Female","3","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","Male","2","","","","2"
"Min 1x per week","2015","Lower Saxony","Female","7","","","","2"
"Min 1x per week","2015","Bremen","Male","","","","","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Female","7","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","Female","1","","","","2"
"Min 1x per week","2015","Thuringia","Male","1","","","","2"
"Min 1x per week","2015","Bremen","Female","","","","","2"
"Min 1x per week","2015","Baden-Württemberg","Male","19","","","","2"
"Never","2015","Schleswig-Holstein","Male","374","0.919248479717823","0.892746587213801","0.945750372221845","5"
"Never","2015","Schleswig-Holstein","Female","458","0.938005402021874","0.916588176776417","0.959422627267332","5"
"Never","2015","Hamburg","Male","197","0.935712367863034","0.902774673962186","0.968650061763882","5"
"Never","2015","Hamburg","Female","234","0.933998278434329","0.903282473562734","0.964714083305925","5"
"Never","2015","Lower Saxony","Male","1066","0.873235308614603","0.854481057094286","0.891989560134921","5"
"Never","2015","Lower Saxony","Female","1294","0.933315092554486","0.92024233657542","0.946387848533553","5"
"Never","2015","Bremen","Male","79","0.97519797719369","0.941536659556949","1.00885929483043","5"
"Never","2015","Bremen","Female","96","0.911444654423513","0.856843231136479","0.966046077710546","5"
"Never","2015","North Rhine-Westphalia","Male","2361","0.919703444837831","0.909178600889341","0.930228288786321","5"
"Never","2015","North Rhine-Westphalia","Female","2866","0.935686469501016","0.926950425666713","0.944422513335319","5"
"Never","2015","Hesse","Male","779","0.90871202894005","0.889650040133941","0.927774017746159","5"
"Never","2015","Hesse","Female","946","0.941917069015385","0.927484850252747","0.956349287778023","5"
"Never","2015","Rhineland-Palatinate,Saarland","Male","641","0.863434592412136","0.838676855334623","0.888192329489649","5"
"Never","2015","Rhineland-Palatinate,Saarland","Female","804","0.919341042485585","0.901246271474948","0.937435813496222","5"
"Never","2015","Baden-Württemberg","Male","1337","0.902188666393485","0.887120463448311","0.917256869338659","5"
"Never","2015","Baden-Württemberg","Female","1612","0.941996765608012","0.930985167090808","0.953008364125216","5"
"Never","2015","Bavaria","Male","1764","0.871018427021177","0.856405324195582","0.885631529846773","5"
"Never","2015","Bavaria","Female","2176","0.927770004048807","0.917341358162107","0.938198649935508","5"
"Never","2015","Berlin","Male","406","0.89997569811248","0.872316025887431","0.927635370337529","5"
"Never","2015","Berlin","Female","498","0.92913384654769","0.907531197096877","0.950736495998504","5"
