"pli0097_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Never","2014","Saxony","indirect migration background","","","","","5"
"Never","2014","Saxony-Anhalt","no migration background","","","","","5"
"Never","2014","Saxony-Anhalt","direct migration background","","","","","5"
"Never","2014","Saxony-Anhalt","indirect migration background","","","","","5"
"Never","2014","Thuringia","no migration background","","","","","5"
"Never","2014","Thuringia","direct migration background","","","","","5"
"Never","2014","Thuringia","indirect migration background","","","","","5"
"Rarely","2014","Baden-Württemberg","direct migration background","","","","","4"
"Rarely","2014","Baden-Württemberg","indirect migration background","","","","","4"
"Rarely","2014","Bavaria","no migration background","","","","","4"
"Rarely","2014","Bavaria","direct migration background","","","","","4"
"Rarely","2014","North Rhine-Westphalia","direct migration background","","","","","4"
"Rarely","2014","North Rhine-Westphalia","indirect migration background","","","","","4"
"Rarely","2014","Hesse","no migration background","","","","","4"
"Rarely","2014","Hesse","direct migration background","","","","","4"
"Rarely","2014","Hesse","indirect migration background","","","","","4"
"Rarely","2014","Rhineland-Palatinate,Saarland","no migration background","","","","","4"
"Rarely","2014","Rhineland-Palatinate,Saarland","direct migration background","","","","","4"
"Rarely","2014","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Rarely","2014","Baden-Württemberg","no migration background","","","","","4"
"Rarely","2014","Schleswig-Holstein","no migration background","","","","","4"
"Rarely","2014","Schleswig-Holstein","direct migration background","","","","","4"
"Rarely","2014","Schleswig-Holstein","indirect migration background","","","","","4"
"Rarely","2014","Hamburg","no migration background","","","","","4"
"Rarely","2014","Hamburg","direct migration background","","","","","4"
"Rarely","2014","Hamburg","indirect migration background","","","","","4"
"Rarely","2014","Lower Saxony","no migration background","","","","","4"
"Rarely","2014","Lower Saxony","direct migration background","","","","","4"
"Rarely","2014","Lower Saxony","indirect migration background","","","","","4"
"Rarely","2014","Bremen","no migration background","","","","","4"
"Rarely","2014","Bremen","direct migration background","","","","","4"
"Rarely","2014","Bremen","indirect migration background","","","","","4"
"Rarely","2014","North Rhine-Westphalia","no migration background","","","","","4"
"Rarely","2014","Bavaria","indirect migration background","","","","","4"
"Rarely","2014","Berlin","no migration background","","","","","4"
"Rarely","2014","Berlin","direct migration background","","","","","4"
"Rarely","2014","Berlin","indirect migration background","","","","","4"
"Rarely","2014","Brandenburg","no migration background","","","","","4"
"Rarely","2014","Brandenburg","direct migration background","","","","","4"
"Rarely","2014","Brandenburg","indirect migration background","","","","","4"
"Rarely","2014","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"Rarely","2014","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"Rarely","2014","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Rarely","2014","Saxony","no migration background","","","","","4"
"Rarely","2014","Saxony","direct migration background","","","","","4"
"Rarely","2014","Saxony","indirect migration background","","","","","4"
"Rarely","2014","Saxony-Anhalt","no migration background","","","","","4"
"Rarely","2014","Saxony-Anhalt","direct migration background","","","","","4"
"Rarely","2014","Saxony-Anhalt","indirect migration background","","","","","4"
"Rarely","2014","Thuringia","no migration background","","","","","4"
"Rarely","2014","Thuringia","direct migration background","","","","","4"
"Rarely","2014","Thuringia","indirect migration background","","","","","4"
"Daily","2015","North Rhine-Westphalia","direct migration background","","","","","1"
"Daily","2015","North Rhine-Westphalia","indirect migration background","","","","","1"
"Daily","2015","Hesse","no migration background","","","","","1"
"Daily","2015","Hesse","direct migration background","","","","","1"
"Daily","2015","Hesse","indirect migration background","","","","","1"
"Daily","2015","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Daily","2015","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Daily","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Daily","2015","Baden-Württemberg","no migration background","","","","","1"
"Daily","2015","Baden-Württemberg","direct migration background","","","","","1"
"Daily","2015","Baden-Württemberg","indirect migration background","","","","","1"
"Daily","2015","Bavaria","no migration background","","","","","1"
"Daily","2015","Bavaria","direct migration background","","","","","1"
"Daily","2015","Bavaria","indirect migration background","","","","","1"
"Daily","2015","Berlin","no migration background","","","","","1"
"Daily","2015","Berlin","direct migration background","","","","","1"
"Daily","2015","Berlin","indirect migration background","","","","","1"
"Daily","2015","Brandenburg","no migration background","","","","","1"
"Daily","2015","Brandenburg","direct migration background","","","","","1"
"Daily","2015","Brandenburg","indirect migration background","","","","","1"
"Daily","2015","Schleswig-Holstein","no migration background","","","","","1"
"Daily","2015","Schleswig-Holstein","direct migration background","","","","","1"
"Daily","2015","Schleswig-Holstein","indirect migration background","","","","","1"
"Daily","2015","Hamburg","no migration background","","","","","1"
"Daily","2015","Hamburg","direct migration background","","","","","1"
"Daily","2015","Hamburg","indirect migration background","","","","","1"
"Daily","2015","Lower Saxony","no migration background","","","","","1"
"Daily","2015","Lower Saxony","direct migration background","","","","","1"
"Daily","2015","Lower Saxony","indirect migration background","","","","","1"
"Daily","2015","Bremen","no migration background","","","","","1"
"Daily","2015","Bremen","direct migration background","","","","","1"
"Daily","2015","Bremen","indirect migration background","","","","","1"
"Daily","2015","North Rhine-Westphalia","no migration background","","","","","1"
"Daily","2015","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Daily","2015","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Daily","2015","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Daily","2015","Saxony","no migration background","","","","","1"
"Daily","2015","Saxony","direct migration background","","","","","1"
"Daily","2015","Saxony","indirect migration background","","","","","1"
"Daily","2015","Saxony-Anhalt","no migration background","","","","","1"
"Daily","2015","Saxony-Anhalt","direct migration background","","","","","1"
"Daily","2015","Saxony-Anhalt","indirect migration background","","","","","1"
"Daily","2015","Thuringia","no migration background","","","","","1"
"Daily","2015","Thuringia","direct migration background","","","","","1"
"Daily","2015","Thuringia","indirect migration background","","","","","1"
"Min 1x per month","2015","Schleswig-Holstein","no migration background","9","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","direct migration background","","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","indirect migration background","1","","","","3"
"Min 1x per month","2015","Hamburg","no migration background","5","","","","3"
"Min 1x per month","2015","Hamburg","direct migration background","1","","","","3"
"Min 1x per month","2015","Hamburg","indirect migration background","","","","","3"
"Min 1x per month","2015","Lower Saxony","no migration background","42","0.015818057849582","0.0102003679810067","0.0214357477181572","3"
"Min 1x per month","2015","North Rhine-Westphalia","direct migration background","13","","","","3"
"Min 1x per month","2015","North Rhine-Westphalia","indirect migration background","4","","","","3"
"Min 1x per month","2015","Hesse","no migration background","18","","","","3"
"Min 1x per month","2015","Hesse","direct migration background","1","","","","3"
"Min 1x per month","2015","Hesse","indirect migration background","5","","","","3"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","no migration background","28","","","","3"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","direct migration background","5","","","","3"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"Min 1x per month","2015","Baden-Württemberg","no migration background","37","0.00971894096611845","0.00549578473202785","0.0139420972002091","3"
"Min 1x per month","2015","Baden-Württemberg","direct migration background","6","","","","3"
"Min 1x per month","2015","Baden-Württemberg","indirect migration background","3","","","","3"
"Min 1x per month","2015","Bavaria","no migration background","80","0.0235395142258459","0.0181704243055934","0.0289086041460983","3"
"Min 1x per month","2015","Bavaria","direct migration background","7","","","","3"
"Min 1x per month","2015","Bavaria","indirect migration background","3","","","","3"
"Min 1x per month","2015","Berlin","no migration background","13","","","","3"
"Min 1x per month","2015","Berlin","direct migration background","3","","","","3"
"Min 1x per month","2015","Berlin","indirect migration background","1","","","","3"
"Min 1x per month","2015","Brandenburg","no migration background","19","","","","3"
"Min 1x per month","2015","Brandenburg","direct migration background","2","","","","3"
"Min 1x per month","2015","Brandenburg","indirect migration background","","","","","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","no migration background","17","","","","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Min 1x per month","2015","Saxony","no migration background","18","","","","3"
"Min 1x per month","2015","Saxony","direct migration background","1","","","","3"
"Min 1x per month","2015","Saxony","indirect migration background","","","","","3"
"Min 1x per month","2015","Bremen","direct migration background","","","","","3"
"Min 1x per month","2015","Lower Saxony","indirect migration background","2","","","","3"
"Min 1x per month","2015","Lower Saxony","direct migration background","4","","","","3"
"Min 1x per month","2015","Bremen","no migration background","1","","","","3"
"Min 1x per month","2015","Bremen","indirect migration background","","","","","3"
"Min 1x per month","2015","North Rhine-Westphalia","no migration background","41","0.0105071379127327","0.0071591126292209","0.0138551631962445","3"
"Min 1x per month","2015","Thuringia","indirect migration background","","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","direct migration background","1","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","no migration background","18","","","","3"
"Min 1x per month","2015","Thuringia","no migration background","18","","","","3"
"Min 1x per month","2015","Thuringia","direct migration background","","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","indirect migration background","","","","","3"
"Min 1x per week","2015","North Rhine-Westphalia","direct migration background","4","","","","2"
"Min 1x per week","2015","North Rhine-Westphalia","indirect migration background","4","","","","2"
"Min 1x per week","2015","Hesse","no migration background","19","","","","2"
"Min 1x per week","2015","Hesse","direct migration background","3","","","","2"
"Min 1x per week","2015","Hesse","indirect migration background","","","","","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","no migration background","19","","","","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","direct migration background","2","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","no migration background","6","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","direct migration background","","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","indirect migration background","","","","","2"
"Min 1x per week","2015","Hamburg","no migration background","3","","","","2"
"Min 1x per week","2015","Hamburg","direct migration background","","","","","2"
"Min 1x per week","2015","Hamburg","indirect migration background","","","","","2"
"Min 1x per week","2015","Lower Saxony","no migration background","19","","","","2"
"Min 1x per week","2015","Lower Saxony","direct migration background","2","","","","2"
"Min 1x per week","2015","Lower Saxony","indirect migration background","","","","","2"
"Min 1x per week","2015","Bremen","no migration background","","","","","2"
"Min 1x per week","2015","Bremen","direct migration background","","","","","2"
"Min 1x per week","2015","Bremen","indirect migration background","","","","","2"
"Min 1x per week","2015","North Rhine-Westphalia","no migration background","42","0.0128539691906538","0.00915526576984965","0.016552672611458","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Min 1x per week","2015","Baden-Württemberg","no migration background","27","","","","2"
"Min 1x per week","2015","Baden-Württemberg","direct migration background","5","","","","2"
"Min 1x per week","2015","Baden-Württemberg","indirect migration background","1","","","","2"
"Min 1x per week","2015","Bavaria","no migration background","36","0.0119794594688393","0.00812666190532918","0.0158322570323494","2"
"Min 1x per week","2015","Bavaria","direct migration background","4","","","","2"
"Min 1x per week","2015","Bavaria","indirect migration background","","","","","2"
"Min 1x per week","2015","Berlin","no migration background","8","","","","2"
"Min 1x per week","2015","Berlin","direct migration background","2","","","","2"
"Min 1x per week","2015","Berlin","indirect migration background","","","","","2"
"Min 1x per week","2015","Brandenburg","no migration background","8","","","","2"
"Min 1x per week","2015","Brandenburg","direct migration background","","","","","2"
"Min 1x per week","2015","Brandenburg","indirect migration background","","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","no migration background","6","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Min 1x per week","2015","Saxony","no migration background","14","","","","2"
"Min 1x per week","2015","Saxony","direct migration background","","","","","2"
"Min 1x per week","2015","Saxony","indirect migration background","","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","no migration background","3","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","direct migration background","","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","indirect migration background","","","","","2"
"Min 1x per week","2015","Thuringia","no migration background","2","","","","2"
"Min 1x per week","2015","Thuringia","direct migration background","","","","","2"
"Min 1x per week","2015","Thuringia","indirect migration background","","","","","2"
"Never","2015","Schleswig-Holstein","no migration background","629","0.922712909136937","0.902670834171406","0.942754984102468","5"
"Never","2015","Schleswig-Holstein","direct migration background","156","0.968995190897642","0.942386124910825","0.99560425688446","5"
"Never","2015","Schleswig-Holstein","indirect migration background","47","0.991090903532435","0.964508083680786","1.01767372338408","5"
"Never","2015","Hamburg","no migration background","278","0.931141798606264","0.902677725400077","0.959605871812451","5"
"Never","2015","Hamburg","direct migration background","124","0.975432260339809","0.948509016247562","1.00235550443206","5"
"Never","2015","Hamburg","indirect migration background","29","","","","5"
"Never","2015","Lower Saxony","no migration background","1690","0.894286236693897","0.880442685085157","0.908129788302637","5"
"Never","2015","Lower Saxony","direct migration background","564","0.955780989447096","0.93933135807158","0.972230620822611","5"
"Never","2015","Lower Saxony","indirect migration background","106","0.94552639340336","0.903681856830017","0.987370929976703","5"
"Never","2015","Bremen","no migration background","99","0.923847369545074","0.874280177577307","0.973414561512841","5"
"Never","2015","Bremen","direct migration background","65","1","1","1","5"
"Never","2015","Bremen","indirect migration background","11","","","","5"
"Never","2015","North Rhine-Westphalia","no migration background","3288","0.92109732682407","0.91224537993873","0.92994927370941","5"
"Never","2015","North Rhine-Westphalia","direct migration background","1473","0.954700778346346","0.944300822596897","0.965100734095795","5"
"Never","2015","North Rhine-Westphalia","indirect migration background","466","0.931654116324273","0.909334286446771","0.953973946201774","5"
"Never","2015","Hesse","no migration background","1086","0.921391485350307","0.906151779857433","0.936631190843182","5"
"Never","2015","Hesse","direct migration background","504","0.934687069339507","0.913828409033359","0.955545729645655","5"
"Never","2015","Hesse","indirect migration background","135","0.941944295833612","0.90439601861609","0.979492573051134","5"
"Never","2015","Rhineland-Palatinate,Saarland","no migration background","921","0.882092673975228","0.862632381464897","0.90155296648556","5"
"Never","2015","Rhineland-Palatinate,Saarland","direct migration background","415","0.923398449360897","0.898519663505961","0.948277235215832","5"
"Never","2015","Rhineland-Palatinate,Saarland","indirect migration background","109","0.93037584272595","0.883859200351492","0.976892485100408","5"
"Never","2015","Baden-Württemberg","no migration background","1856","0.910961121911079","0.898701185974891","0.923221057847266","5"
"Never","2015","Baden-Württemberg","direct migration background","810","0.964404240945146","0.951919153328288","0.976889328562003","5"
"Never","2015","Baden-Württemberg","indirect migration background","283","0.91772323046418","0.886884772777991","0.948561688150369","5"
"Never","2015","Bavaria","no migration background","2681","0.887051747125492","0.875842180330739","0.898261313920246","5"
"Never","2015","Bavaria","direct migration background","1002","0.950107111498205","0.936937921916827","0.963276301079583","5"
"Never","2015","Bavaria","indirect migration background","257","0.934490937428219","0.905248068108564","0.963733806747875","5"
"Never","2015","Berlin","no migration background","681","0.914749558223035","0.894817055072539","0.934682061373531","5"
"Never","2015","Berlin","direct migration background","172","0.884820238209606","0.839186633283434","0.930453843135778","5"
"Never","2015","Berlin","indirect migration background","51","0.994915196461572","0.975583207420748","1.0142471855024","5"
"Never","2015","Brandenburg","no migration background","795","0.890744688968921","0.870156805656403","0.91133257228144","5"
"Never","2015","Brandenburg","direct migration background","113","0.941748194522602","0.899308010967231","0.984188378077972","5"
"Never","2015","Brandenburg","indirect migration background","13","","","","5"
"Never","2015","Mecklenburg-Western Pomerania","no migration background","481","0.921751586641682","0.898865845994421","0.944637327288944","5"
"Never","2015","Mecklenburg-Western Pomerania","direct migration background","17","","","","5"
"Never","2015","Mecklenburg-Western Pomerania","indirect migration background","12","","","","5"
"Never","2015","Saxony","no migration background","1307","0.922778403474336","0.908957288019958","0.936599518928714","5"
"Never","2015","Saxony","direct migration background","76","0.954292785810128","0.908238744959193","1.00034682666106","5"
"Never","2015","Saxony","indirect migration background","29","","","","5"
"Never","2015","Saxony-Anhalt","no migration background","756","0.926465405277798","0.908589559658389","0.944341250897207","5"
"Never","2015","Saxony-Anhalt","direct migration background","52","0.804768859833814","0.70095288067925","0.908584838988378","5"
"Never","2015","Saxony-Anhalt","indirect migration background","20","","","","5"
"Never","2015","Thuringia","no migration background","801","0.926432060076525","0.909163667294059","0.943700452858991","5"
"Never","2015","Thuringia","direct migration background","82","0.931718600950541","0.879019847383214","0.984417354517868","5"
"Never","2015","Thuringia","indirect migration background","14","","","","5"
"Rarely","2015","North Rhine-Westphalia","direct migration background","46","0.0345652185327197","0.025429691498026","0.0437007455674134","4"
"Rarely","2015","North Rhine-Westphalia","indirect migration background","17","","","","4"
"Rarely","2015","Hesse","no migration background","75","0.0514736828161657","0.0389613872274676","0.0639859784048637","4"
"Rarely","2015","Baden-Württemberg","direct migration background","25","","","","4"
"Rarely","2015","Baden-Württemberg","indirect migration background","18","","","","4"
"Rarely","2015","Bavaria","no migration background","266","0.0774292791798226","0.0679641393444136","0.0868944190152317","4"
"Rarely","2015","Bavaria","direct migration background","37","0.0387965184683117","0.0271161246351115","0.0504769123015118","4"
"Rarely","2015","Hesse","direct migration background","31","0.0615975884257416","0.0413006693185329","0.0818945075329503","4"
"Rarely","2015","Hesse","indirect migration background","9","","","","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","no migration background","87","0.0734189018492155","0.0576802502508934","0.0891575534475375","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","direct migration background","17","","","","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","indirect migration background","6","","","","4"
"Rarely","2015","Baden-Württemberg","no migration background","153","0.0669087138082141","0.0561526877035663","0.0776647399128619","4"
"Rarely","2015","Lower Saxony","no migration background","144","0.0772011202579259","0.0651837673695535","0.0892184731462983","4"
"Rarely","2015","Lower Saxony","direct migration background","30","0.0391996795579665","0.0236711514010895","0.0547282077148436","4"
"Rarely","2015","Berlin","no migration background","52","0.0598391733979087","0.0429091995702094","0.0767691472256079","4"
"Rarely","2015","Berlin","direct migration background","11","","","","4"
"Rarely","2015","Saxony","indirect migration background","1","","","","4"
"Rarely","2015","Saxony-Anhalt","no migration background","42","0.0411120021396641","0.0275140222316357","0.0547099820476925","4"
"Rarely","2015","Schleswig-Holstein","no migration background","38","0.0590057102986469","0.0413210623353919","0.0766903582619019","4"
"Rarely","2015","Schleswig-Holstein","direct migration background","7","","","","4"
"Rarely","2015","Schleswig-Holstein","indirect migration background","","","","","4"
"Rarely","2015","Hamburg","no migration background","18","","","","4"
"Rarely","2015","Hamburg","direct migration background","2","","","","4"
"Rarely","2015","Hamburg","indirect migration background","4","","","","4"
"Rarely","2015","Lower Saxony","indirect migration background","5","","","","4"
"Rarely","2015","Bremen","no migration background","10","","","","4"
"Rarely","2015","Bremen","direct migration background","","","","","4"
"Rarely","2015","Bremen","indirect migration background","","","","","4"
"Rarely","2015","North Rhine-Westphalia","no migration background","192","0.0555415660725436","0.0480211708475921","0.063061961297495","4"
"Rarely","2015","Bavaria","indirect migration background","15","","","","4"
"Rarely","2015","Berlin","indirect migration background","","","","","4"
"Rarely","2015","Brandenburg","no migration background","60","0.0732798550290245","0.056081757752617","0.090477952305432","4"
"Rarely","2015","Brandenburg","direct migration background","2","","","","4"
"Rarely","2015","Brandenburg","indirect migration background","","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","no migration background","25","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","indirect migration background","1","","","","4"
"Rarely","2015","Saxony","no migration background","94","0.056945967231579","0.0449475275920502","0.0689444068711077","4"
"Rarely","2015","Saxony","direct migration background","2","","","","4"
"Rarely","2015","Saxony-Anhalt","direct migration background","3","","","","4"
"Rarely","2015","Saxony-Anhalt","indirect migration background","2","","","","4"
"Rarely","2015","Thuringia","no migration background","57","0.0592309989640551","0.043616902393809","0.0748450955343011","4"
"Rarely","2015","Thuringia","direct migration background","6","","","","4"
"Rarely","2015","Thuringia","indirect migration background","","","","","4"
"Daily","2016","North Rhine-Westphalia","direct migration background","","","","","1"
"Daily","2016","North Rhine-Westphalia","indirect migration background","","","","","1"
"Daily","2016","Hesse","no migration background","","","","","1"
"Daily","2016","Hesse","direct migration background","","","","","1"
"Daily","2016","Hesse","indirect migration background","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Daily","2016","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Daily","2016","Baden-Württemberg","no migration background","","","","","1"
"Daily","2016","Baden-Württemberg","direct migration background","","","","","1"
"Daily","2016","Baden-Württemberg","indirect migration background","","","","","1"
"Daily","2016","Bavaria","no migration background","","","","","1"
"Daily","2016","Bavaria","direct migration background","","","","","1"
"Daily","2016","Bavaria","indirect migration background","","","","","1"
"Daily","2016","Berlin","no migration background","","","","","1"
"Daily","2016","Berlin","direct migration background","","","","","1"
"Daily","2016","Berlin","indirect migration background","","","","","1"
"Daily","2016","Brandenburg","no migration background","","","","","1"
"Daily","2016","Brandenburg","direct migration background","","","","","1"
"Daily","2016","Brandenburg","indirect migration background","","","","","1"
"Daily","2016","Schleswig-Holstein","no migration background","","","","","1"
"Daily","2016","Schleswig-Holstein","direct migration background","","","","","1"
"Daily","2016","Schleswig-Holstein","indirect migration background","","","","","1"
"Daily","2016","Hamburg","no migration background","","","","","1"
"Daily","2016","Hamburg","direct migration background","","","","","1"
"Daily","2016","Hamburg","indirect migration background","","","","","1"
"Daily","2016","Lower Saxony","no migration background","","","","","1"
"Daily","2016","Lower Saxony","direct migration background","","","","","1"
"Daily","2016","Lower Saxony","indirect migration background","","","","","1"
"Daily","2016","Bremen","no migration background","","","","","1"
"Daily","2016","Bremen","direct migration background","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Daily","2016","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Daily","2016","Saxony","no migration background","","","","","1"
"Daily","2016","Saxony","direct migration background","","","","","1"
"Daily","2016","Saxony","indirect migration background","","","","","1"
"Daily","2016","Saxony-Anhalt","no migration background","","","","","1"
"Daily","2016","Saxony-Anhalt","direct migration background","","","","","1"
"Daily","2016","Saxony-Anhalt","indirect migration background","","","","","1"
"Daily","2016","Thuringia","no migration background","","","","","1"
"Daily","2016","Bremen","indirect migration background","","","","","1"
"Daily","2016","Thuringia","indirect migration background","","","","","1"
"Daily","2016","North Rhine-Westphalia","no migration background","","","","","1"
"Daily","2016","Thuringia","direct migration background","","","","","1"
"Min 1x per month","2016","Schleswig-Holstein","no migration background","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","direct migration background","","","","","3"
"Min 1x per month","2016","Schleswig-Holstein","indirect migration background","","","","","3"
"Min 1x per month","2016","Hamburg","no migration background","","","","","3"
"Min 1x per month","2016","Hamburg","direct migration background","","","","","3"
"Min 1x per month","2016","Hamburg","indirect migration background","","","","","3"
"Min 1x per month","2016","Lower Saxony","no migration background","","","","","3"
"Min 1x per month","2016","North Rhine-Westphalia","direct migration background","","","","","3"
"Min 1x per month","2016","North Rhine-Westphalia","indirect migration background","","","","","3"
"Min 1x per month","2016","Hesse","no migration background","","","","","3"
"Min 1x per month","2016","Hesse","direct migration background","","","","","3"
"Min 1x per month","2016","Hesse","indirect migration background","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","no migration background","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","direct migration background","","","","","3"
"Min 1x per month","2016","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","no migration background","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","direct migration background","","","","","3"
"Min 1x per month","2016","Baden-Württemberg","indirect migration background","","","","","3"
"Min 1x per month","2016","Bavaria","no migration background","","","","","3"
"Min 1x per month","2016","Bavaria","direct migration background","","","","","3"
"Min 1x per month","2016","Bavaria","indirect migration background","","","","","3"
"Min 1x per month","2016","Berlin","no migration background","","","","","3"
"Min 1x per month","2016","Berlin","direct migration background","","","","","3"
"Min 1x per month","2016","Berlin","indirect migration background","","","","","3"
"Min 1x per month","2016","Brandenburg","no migration background","","","","","3"
"Min 1x per month","2016","Brandenburg","direct migration background","","","","","3"
"Min 1x per month","2016","Brandenburg","indirect migration background","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Min 1x per month","2016","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Min 1x per month","2016","Saxony","no migration background","","","","","3"
"Min 1x per month","2016","Saxony","direct migration background","","","","","3"
"Min 1x per month","2016","Saxony","indirect migration background","","","","","3"
"Min 1x per month","2016","Lower Saxony","direct migration background","","","","","3"
"Min 1x per month","2016","Lower Saxony","indirect migration background","","","","","3"
"Min 1x per month","2016","Bremen","no migration background","","","","","3"
"Min 1x per month","2016","Bremen","direct migration background","","","","","3"
"Min 1x per month","2016","Bremen","indirect migration background","","","","","3"
"Min 1x per month","2016","North Rhine-Westphalia","no migration background","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","no migration background","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","direct migration background","","","","","3"
"Min 1x per month","2016","Saxony-Anhalt","indirect migration background","","","","","3"
"Min 1x per month","2016","Thuringia","no migration background","","","","","3"
"Min 1x per month","2016","Thuringia","direct migration background","","","","","3"
"Min 1x per month","2016","Thuringia","indirect migration background","","","","","3"
"Min 1x per week","2016","North Rhine-Westphalia","direct migration background","","","","","2"
"Min 1x per week","2016","North Rhine-Westphalia","indirect migration background","","","","","2"
"Min 1x per week","2016","Hesse","no migration background","","","","","2"
"Min 1x per week","2016","Hesse","direct migration background","","","","","2"
"Min 1x per week","2016","Hesse","indirect migration background","","","","","2"
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"Min 1x per week","2016","Bavaria","no migration background","","","","","2"
"Min 1x per week","2016","Bavaria","direct migration background","","","","","2"
"Min 1x per week","2016","Bavaria","indirect migration background","","","","","2"
"Min 1x per week","2016","Berlin","no migration background","","","","","2"
"Min 1x per week","2016","Berlin","direct migration background","","","","","2"
"Min 1x per week","2016","Berlin","indirect migration background","","","","","2"
"Min 1x per week","2016","Schleswig-Holstein","no migration background","","","","","2"
"Min 1x per week","2016","Schleswig-Holstein","direct migration background","","","","","2"
"Min 1x per week","2016","Schleswig-Holstein","indirect migration background","","","","","2"
"Min 1x per week","2016","Hamburg","no migration background","","","","","2"
"Min 1x per week","2016","Hamburg","direct migration background","","","","","2"
"Min 1x per week","2016","Hamburg","indirect migration background","","","","","2"
"Min 1x per week","2016","Lower Saxony","no migration background","","","","","2"
"Min 1x per week","2016","Lower Saxony","direct migration background","","","","","2"
"Min 1x per week","2016","Lower Saxony","indirect migration background","","","","","2"
"Min 1x per week","2016","Bremen","no migration background","","","","","2"
"Min 1x per week","2016","Bremen","direct migration background","","","","","2"
"Min 1x per week","2016","Bremen","indirect migration background","","","","","2"
"Min 1x per week","2016","North Rhine-Westphalia","no migration background","","","","","2"
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Min 1x per week","2016","Baden-Württemberg","no migration background","","","","","2"
"Min 1x per week","2016","Baden-Württemberg","direct migration background","","","","","2"
"Min 1x per week","2016","Baden-Württemberg","indirect migration background","","","","","2"
"Min 1x per week","2016","Brandenburg","no migration background","","","","","2"
"Min 1x per week","2016","Brandenburg","direct migration background","","","","","2"
