"pli0097_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2009","Single parent ","inadequately","18","","","","5"
"Never","2009","Single parent ","general elemantary","166","0.961358033838792","0.93246971799333","0.990246349684255","5"
"Never","2009","Single parent ","middle vocational","448","0.933948263568608","0.911682495966365","0.956214031170852","5"
"Never","2009","Single parent ","vocational + Abi","41","0.853233057101078","0.748672060638023","0.957794053564132","5"
"Never","2009","Single parent ","higher vocational","35","1","1","1","5"
"Never","2009","Single parent ","higher education","135","0.905681283776728","0.859369766200629","0.951992801352827","5"
"Never","2009","Couple + C. LE 16 ","in school","","","","","5"
"Never","2009","Couple + C. LE 16 ","inadequately","26","","","","5"
"Never","2009","Couple + C. LE 16 ","general elemantary","175","0.974220089185804","0.951132528537824","0.997307649833784","5"
"Never","2009","Couple + C. LE 16 ","middle vocational","1257","0.938355863090128","0.92550728006468","0.951204446115576","5"
"Never","2009","Couple + C. LE 16 ","vocational + Abi","267","0.942357182146503","0.915298537765241","0.969415826527765","5"
"Never","2009","Couple + C. LE 16 ","higher vocational","256","0.85285026263275","0.812007481315908","0.893693043949592","5"
"Never","2009","Couple + C. LE 16 ","higher education","631","0.915673960224299","0.895118328918223","0.936229591530374","5"
"Never","2009","Couple + C. GT 16 ","in school","120","0.916710931133997","0.87027129104069","0.963150571227305","5"
"Never","2009","Couple + C. GT 16 ","inadequately","31","1","1","1","5"
"Never","2009","Couple + C. GT 16 ","general elemantary","326","0.951953316164124","0.929287332437031","0.974619299891218","5"
"Never","2009","Couple + C. GT 16 ","middle vocational","1433","0.897775131928902","0.882799543868367","0.912750719989436","5"
"Never","2009","Couple + C. GT 16 ","vocational + Abi","126","0.825225820276326","0.762540828248289","0.887910812304362","5"
"Never","2009","Couple + C. GT 16 ","higher vocational","167","0.796596463235519","0.741494179656296","0.851698746814742","5"
"Never","2009","Couple + C. GT 16 ","higher education","493","0.852701465412654","0.823784154647779","0.881618776177529","5"
"Never","2009","Couple + C. LE and GT 16","in school","107","0.92229289723844","0.874193525823334","0.970392268653546","5"
"Never","2009","Couple + C. LE and GT 16","inadequately","10","","","","5"
"Never","2009","Couple + C. LE and GT 16","general elemantary","131","0.982078426169268","0.959781767005817","1.00437508533272","5"
"Never","2009","Couple + C. LE and GT 16","middle vocational","445","0.906103280370813","0.880250472252848","0.931956088488777","5"
"Never","2009","Couple + C. LE and GT 16","vocational + Abi","64","0.960890342907698","0.914814578067247","1.00696610774815","5"
"Never","2009","Couple + C. LE and GT 16","higher vocational","65","0.80561728087992","0.717797165594202","0.893437396165638","5"
"Never","2009","Couple + C. LE and GT 16","higher education","173","0.872641647524612","0.827336441696555","0.917946853352669","5"
"Rarely","2009","Couple + C. LE 16 ","general elemantary","4","","","","4"
"Rarely","2009","Couple + C. GT 16 ","higher vocational","26","","","","4"
"Rarely","2009","(Married) couple without C. ","higher education","170","0.101936871959587","0.087683466438855","0.11619027748032","4"
"Rarely","2009","Couple + C. GT 16 ","vocational + Abi","12","","","","4"
"Rarely","2009","Couple + C. GT 16 ","higher education","58","0.0960790216027737","0.0720331954315642","0.120124847773983","4"
"Rarely","2009","Single parent ","inadequately","","","","","4"
"Rarely","2009","Single parent ","vocational + Abi","3","","","","4"
"Rarely","2009","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","2009","Couple + C. LE 16 ","inadequately","","","","","4"
"Rarely","2009","Couple + C. LE 16 ","middle vocational","64","0.0406673838230935","0.0301154202444786","0.0512193474017083","4"
"Rarely","2009","Couple + C. LE 16 ","vocational + Abi","13","","","","4"
"Rarely","2009","Couple + C. GT 16 ","in school","5","","","","4"
"Rarely","2009","Couple + C. GT 16 ","middle vocational","110","0.0851274519759193","0.071331968179423","0.0989229357724156","4"
"Rarely","2009","Couple + C. LE and GT 16","in school","6","","","","4"
"Rarely","2009","Couple + C. LE and GT 16","inadequately","","","","","4"
"Rarely","2009","Couple + C. LE and GT 16","general elemantary","4","","","","4"
"Rarely","2009","Couple + C. LE and GT 16","middle vocational","33","0.0811828559618173","0.0569758894601946","0.10538982246344","4"
"Rarely","2009","Couple + C. LE and GT 16","vocational + Abi","4","","","","4"
"Rarely","2009","Single parent ","in school","2","","","","4"
"Rarely","2009","Single parent ","higher vocational","","","","","4"
"Rarely","2009","Single parent ","higher education","15","","","","4"
"Rarely","2009","Couple + C. LE 16 ","higher vocational","27","","","","4"
"Rarely","2009","Couple + C. LE 16 ","higher education","50","0.0701712984963147","0.0512756950805317","0.0890669019120978","4"
"Rarely","2009","Couple + C. LE and GT 16","higher vocational","9","","","","4"
"Rarely","2009","1-pers.-HH","in school","","","","","4"
"Rarely","2009","1-pers.-HH","inadequately","1","","","","4"
"Rarely","2009","1-pers.-HH","general elemantary","9","","","","4"
"Rarely","2009","1-pers.-HH","vocational + Abi","9","","","","4"
"Rarely","2009","1-pers.-HH","higher vocational","16","","","","4"
"Rarely","2009","1-pers.-HH","higher education","42","0.0583526423222884","0.0397048186154033","0.0770004660291734","4"
"Rarely","2009","(Married) couple without C. ","in school","","","","","4"
"Rarely","2009","(Married) couple without C. ","inadequately","1","","","","4"
"Rarely","2009","(Married) couple without C. ","general elemantary","17","","","","4"
"Rarely","2009","(Married) couple without C. ","middle vocational","177","0.0523198369641123","0.0449227595236441","0.0597169144045806","4"
"Rarely","2009","(Married) couple without C. ","vocational + Abi","17","","","","4"
"Rarely","2009","(Married) couple without C. ","higher vocational","29","","","","4"
"Rarely","2009","Single parent ","general elemantary","4","","","","4"
"Rarely","2009","Single parent ","middle vocational","27","","","","4"
"Rarely","2009","Couple + C. GT 16 ","inadequately","","","","","4"
"Rarely","2009","Couple + C. GT 16 ","general elemantary","12","","","","4"
"Rarely","2009","1-pers.-HH","middle vocational","66","0.0469214900843308","0.0361767265604866","0.057666253608175","4"
"Rarely","2009","Couple + C. LE and GT 16","higher education","22","","","","4"
"Daily","2010","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","2010","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","2010","1-pers.-HH","higher vocational","","","","","1"
"Daily","2010","1-pers.-HH","higher education","","","","","1"
"Daily","2010","(Married) couple without C. ","in school","","","","","1"
"Daily","2010","(Married) couple without C. ","inadequately","","","","","1"
"Daily","2010","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","2010","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","2010","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","2010","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","2010","(Married) couple without C. ","higher education","","","","","1"
"Daily","2010","Single parent ","in school","","","","","1"
"Daily","2010","Single parent ","inadequately","","","","","1"
"Daily","2010","Single parent ","general elemantary","","","","","1"
"Daily","2010","Single parent ","middle vocational","","","","","1"
"Daily","2010","Single parent ","vocational + Abi","","","","","1"
"Daily","2010","Single parent ","higher vocational","","","","","1"
"Daily","2010","Single parent ","higher education","","","","","1"
"Daily","2010","Couple + C. LE 16 ","in school","","","","","1"
"Daily","2010","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","2010","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","2010","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","2010","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","2010","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","2010","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","2010","Couple + C. GT 16 ","in school","","","","","1"
"Daily","2010","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","2010","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","2010","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","2010","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","2010","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","2010","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","2010","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","2010","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","2010","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","2010","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","2010","Couple + C. LE and GT 16","higher education","","","","","1"
"Daily","2010","1-pers.-HH","in school","","","","","1"
"Daily","2010","1-pers.-HH","inadequately","","","","","1"
"Daily","2010","1-pers.-HH","general elemantary","","","","","1"
"Daily","2010","1-pers.-HH","middle vocational","","","","","1"
"Min 1x per month","2010","(Married) couple without C. ","higher education","","","","","3"
"Min 1x per month","2010","Single parent ","in school","","","","","3"
"Min 1x per month","2010","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","2010","Single parent ","higher vocational","","","","","3"
"Min 1x per month","2010","Single parent ","higher education","","","","","3"
"Min 1x per month","2010","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","2010","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","2010","Couple + C. LE 16 ","general elemantary","","","","","3"
"Min 1x per month","2010","Couple + C. LE 16 ","middle vocational","","","","","3"
"Min 1x per month","2010","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"Min 1x per month","2010","Couple + C. LE 16 ","higher vocational","","","","","3"
"Min 1x per month","2010","Couple + C. LE 16 ","higher education","","","","","3"
"Min 1x per month","2010","Couple + C. GT 16 ","in school","","","","","3"
"Min 1x per month","2010","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","2010","Couple + C. GT 16 ","general elemantary","","","","","3"
"Min 1x per month","2010","Couple + C. GT 16 ","middle vocational","","","","","3"
"Min 1x per month","2010","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Min 1x per month","2010","Couple + C. GT 16 ","higher vocational","","","","","3"
"Min 1x per month","2010","Couple + C. GT 16 ","higher education","","","","","3"
"Min 1x per month","2010","Couple + C. LE and GT 16","in school","","","","","3"
"Min 1x per month","2010","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","2010","Couple + C. LE and GT 16","general elemantary","","","","","3"
"Min 1x per month","2010","Couple + C. LE and GT 16","middle vocational","","","","","3"
"Min 1x per month","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Min 1x per month","2010","Couple + C. LE and GT 16","higher vocational","","","","","3"
"Min 1x per month","2010","Couple + C. LE and GT 16","higher education","","","","","3"
"Min 1x per month","2010","1-pers.-HH","in school","","","","","3"
"Min 1x per month","2010","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","2010","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","2010","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","2010","1-pers.-HH","higher education","","","","","3"
"Min 1x per month","2010","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","2010","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","2010","(Married) couple without C. ","general elemantary","","","","","3"
"Min 1x per month","2010","(Married) couple without C. ","middle vocational","","","","","3"
"Min 1x per month","2010","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","2010","(Married) couple without C. ","higher vocational","","","","","3"
"Min 1x per month","2010","Single parent ","inadequately","","","","","3"
"Min 1x per month","2010","Single parent ","general elemantary","","","","","3"
"Min 1x per month","2010","Single parent ","middle vocational","","","","","3"
"Min 1x per month","2010","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","2010","1-pers.-HH","middle vocational","","","","","3"
"Min 1x per week","2010","Couple + C. GT 16 ","inadequately","","","","","2"
"Min 1x per week","2010","Couple + C. GT 16 ","general elemantary","","","","","2"
"Min 1x per week","2010","1-pers.-HH","in school","","","","","2"
"Min 1x per week","2010","1-pers.-HH","vocational + Abi","","","","","2"
"Min 1x per week","2010","1-pers.-HH","higher vocational","","","","","2"
"Min 1x per week","2010","1-pers.-HH","higher education","","","","","2"
"Min 1x per week","2010","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","2010","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","2010","(Married) couple without C. ","general elemantary","","","","","2"
"Min 1x per week","2010","(Married) couple without C. ","middle vocational","","","","","2"
"Min 1x per week","2010","(Married) couple without C. ","vocational + Abi","","","","","2"
"Min 1x per week","2010","(Married) couple without C. ","higher vocational","","","","","2"
"Min 1x per week","2010","(Married) couple without C. ","higher education","","","","","2"
"Min 1x per week","2010","Single parent ","in school","","","","","2"
"Min 1x per week","2010","Single parent ","inadequately","","","","","2"
"Min 1x per week","2010","Single parent ","general elemantary","","","","","2"
"Min 1x per week","2010","Single parent ","middle vocational","","","","","2"
"Min 1x per week","2010","Single parent ","vocational + Abi","","","","","2"
"Min 1x per week","2010","Single parent ","higher vocational","","","","","2"
"Min 1x per week","2010","Single parent ","higher education","","","","","2"
"Min 1x per week","2010","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","2010","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","2010","Couple + C. LE 16 ","general elemantary","","","","","2"
"Min 1x per week","2010","Couple + C. LE 16 ","middle vocational","","","","","2"
"Min 1x per week","2010","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"Min 1x per week","2010","Couple + C. LE 16 ","higher vocational","","","","","2"
"Min 1x per week","2010","Couple + C. LE 16 ","higher education","","","","","2"
"Min 1x per week","2010","Couple + C. GT 16 ","in school","","","","","2"
"Min 1x per week","2010","Couple + C. GT 16 ","middle vocational","","","","","2"
"Min 1x per week","2010","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Min 1x per week","2010","Couple + C. GT 16 ","higher vocational","","","","","2"
"Min 1x per week","2010","Couple + C. GT 16 ","higher education","","","","","2"
"Min 1x per week","2010","Couple + C. LE and GT 16","in school","","","","","2"
"Min 1x per week","2010","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","2010","Couple + C. LE and GT 16","general elemantary","","","","","2"
"Min 1x per week","2010","Couple + C. LE and GT 16","middle vocational","","","","","2"
"Min 1x per week","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Min 1x per week","2010","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Min 1x per week","2010","Couple + C. LE and GT 16","higher education","","","","","2"
"Min 1x per week","2010","1-pers.-HH","middle vocational","","","","","2"
"Min 1x per week","2010","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","2010","1-pers.-HH","general elemantary","","","","","2"
"Never","2010","1-pers.-HH","in school","","","","","5"
"Never","2010","1-pers.-HH","inadequately","","","","","5"
"Never","2010","1-pers.-HH","general elemantary","","","","","5"
"Never","2010","1-pers.-HH","middle vocational","","","","","5"
"Never","2010","1-pers.-HH","vocational + Abi","","","","","5"
"Never","2010","1-pers.-HH","higher vocational","","","","","5"
"Never","2010","1-pers.-HH","higher education","","","","","5"
"Never","2010","(Married) couple without C. ","in school","","","","","5"
"Never","2010","(Married) couple without C. ","inadequately","","","","","5"
"Never","2010","(Married) couple without C. ","general elemantary","","","","","5"
"Never","2010","(Married) couple without C. ","middle vocational","","","","","5"
"Never","2010","(Married) couple without C. ","vocational + Abi","","","","","5"
"Never","2010","(Married) couple without C. ","higher vocational","","","","","5"
"Never","2010","(Married) couple without C. ","higher education","","","","","5"
"Never","2010","Single parent ","in school","","","","","5"
"Never","2010","Single parent ","inadequately","","","","","5"
"Never","2010","Single parent ","general elemantary","","","","","5"
"Never","2010","Single parent ","middle vocational","","","","","5"
"Never","2010","Single parent ","vocational + Abi","","","","","5"
"Never","2010","Single parent ","higher vocational","","","","","5"
"Never","2010","Single parent ","higher education","","","","","5"
"Never","2010","Couple + C. LE 16 ","in school","","","","","5"
"Never","2010","Couple + C. LE 16 ","inadequately","","","","","5"
"Never","2010","Couple + C. LE 16 ","general elemantary","","","","","5"
"Never","2010","Couple + C. LE 16 ","middle vocational","","","","","5"
"Never","2010","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"Never","2010","Couple + C. LE 16 ","higher vocational","","","","","5"
"Never","2010","Couple + C. LE 16 ","higher education","","","","","5"
"Never","2010","Couple + C. GT 16 ","in school","","","","","5"
"Never","2010","Couple + C. GT 16 ","inadequately","","","","","5"
"Never","2010","Couple + C. GT 16 ","general elemantary","","","","","5"
"Never","2010","Couple + C. GT 16 ","middle vocational","","","","","5"
"Never","2010","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Never","2010","Couple + C. GT 16 ","higher vocational","","","","","5"
"Never","2010","Couple + C. GT 16 ","higher education","","","","","5"
"Never","2010","Couple + C. LE and GT 16","in school","","","","","5"
"Never","2010","Couple + C. LE and GT 16","inadequately","","","","","5"
"Never","2010","Couple + C. LE and GT 16","general elemantary","","","","","5"
"Never","2010","Couple + C. LE and GT 16","middle vocational","","","","","5"
"Never","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Never","2010","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Never","2010","Couple + C. LE and GT 16","higher education","","","","","5"
"Rarely","2010","(Married) couple without C. ","higher education","","","","","4"
"Rarely","2010","Single parent ","in school","","","","","4"
"Rarely","2010","Single parent ","inadequately","","","","","4"
"Rarely","2010","Single parent ","vocational + Abi","","","","","4"
"Rarely","2010","Single parent ","higher vocational","","","","","4"
"Rarely","2010","Single parent ","higher education","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","inadequately","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","general elemantary","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","middle vocational","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","vocational + Abi","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","higher vocational","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","higher education","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","in school","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","middle vocational","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","vocational + Abi","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","higher education","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","in school","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","inadequately","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","general elemantary","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","middle vocational","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","higher vocational","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","higher vocational","","","","","4"
"Rarely","2010","1-pers.-HH","in school","","","","","4"
"Rarely","2010","1-pers.-HH","inadequately","","","","","4"
"Rarely","2010","1-pers.-HH","general elemantary","","","","","4"
"Rarely","2010","1-pers.-HH","vocational + Abi","","","","","4"
"Rarely","2010","1-pers.-HH","higher vocational","","","","","4"
"Rarely","2010","1-pers.-HH","higher education","","","","","4"
"Rarely","2010","(Married) couple without C. ","in school","","","","","4"
"Rarely","2010","(Married) couple without C. ","inadequately","","","","","4"
"Rarely","2010","(Married) couple without C. ","general elemantary","","","","","4"
"Rarely","2010","(Married) couple without C. ","middle vocational","","","","","4"
"Rarely","2010","(Married) couple without C. ","vocational + Abi","","","","","4"
"Rarely","2010","(Married) couple without C. ","higher vocational","","","","","4"
"Rarely","2010","Single parent ","general elemantary","","","","","4"
"Rarely","2010","Single parent ","middle vocational","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","inadequately","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","general elemantary","","","","","4"
"Rarely","2010","1-pers.-HH","middle vocational","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","higher education","","","","","4"
"Daily","2011","Single parent ","general elemantary","","","","","1"
"Daily","2011","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","2011","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","2011","1-pers.-HH","higher vocational","","","","","1"
"Daily","2011","1-pers.-HH","higher education","","","","","1"
"Daily","2011","(Married) couple without C. ","in school","","","","","1"
"Daily","2011","(Married) couple without C. ","inadequately","","","","","1"
"Daily","2011","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","2011","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","2011","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","2011","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","2011","(Married) couple without C. ","higher education","","","","","1"
"Daily","2011","Single parent ","in school","","","","","1"
"Daily","2011","Single parent ","inadequately","","","","","1"
"Daily","2011","Single parent ","middle vocational","","","","","1"
"Daily","2011","Single parent ","vocational + Abi","","","","","1"
"Daily","2011","Single parent ","higher vocational","","","","","1"
"Daily","2011","Single parent ","higher education","","","","","1"
"Daily","2011","Couple + C. LE 16 ","in school","","","","","1"
"Daily","2011","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","2011","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","2011","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","2011","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","2011","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","2011","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","2011","Couple + C. GT 16 ","in school","","","","","1"
"Daily","2011","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","2011","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","2011","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","2011","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","2011","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","2011","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","2011","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","2011","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","2011","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","2011","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","2011","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","2011","Couple + C. LE and GT 16","higher education","","","","","1"
"Daily","2011","1-pers.-HH","inadequately","","","","","1"
"Daily","2011","1-pers.-HH","in school","","","","","1"
"Daily","2011","1-pers.-HH","general elemantary","","","","","1"
"Daily","2011","1-pers.-HH","middle vocational","","","","","1"
"Min 1x per month","2011","1-pers.-HH","in school","","","","","3"
"Min 1x per month","2011","1-pers.-HH","inadequately","1","","","","3"
"Min 1x per month","2011","1-pers.-HH","vocational + Abi","1","","","","3"
"Min 1x per month","2011","1-pers.-HH","higher vocational","5","","","","3"
"Min 1x per month","2011","1-pers.-HH","higher education","23","","","","3"
"Min 1x per month","2011","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","2011","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","2011","(Married) couple without C. ","general elemantary","2","","","","3"
"Min 1x per month","2011","(Married) couple without C. ","middle vocational","52","0.0125417465738851","0.00919954489146995","0.0158839482563002","3"
"Min 1x per month","2011","(Married) couple without C. ","vocational + Abi","4","","","","3"
"Min 1x per month","2011","(Married) couple without C. ","higher vocational","8","","","","3"
"Min 1x per month","2011","(Married) couple without C. ","higher education","75","0.0320782596310755","0.0244035651011339","0.0397529541610172","3"
"Min 1x per month","2011","Single parent ","in school","2","","","","3"
"Min 1x per month","2011","Single parent ","vocational + Abi","1","","","","3"
"Min 1x per month","2011","Single parent ","higher vocational","2","","","","3"
"Min 1x per month","2011","Single parent ","higher education","7","","","","3"
"Min 1x per month","2011","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","2011","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","2011","Couple + C. LE 16 ","general elemantary","3","","","","3"
"Min 1x per month","2011","Couple + C. LE 16 ","middle vocational","46","0.00861436231952816","0.00563384729255929","0.011594877346497","3"
"Min 1x per month","2011","Couple + C. LE 16 ","vocational + Abi","7","","","","3"
"Min 1x per month","2011","Couple + C. LE 16 ","higher vocational","12","","","","3"
"Min 1x per month","2011","Couple + C. LE 16 ","higher education","56","0.0309991117781392","0.0235002365865824","0.038497986969696","3"
"Min 1x per month","2011","Couple + C. GT 16 ","in school","4","","","","3"
"Min 1x per month","2011","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","2011","Couple + C. GT 16 ","general elemantary","3","","","","3"
"Min 1x per month","2011","Couple + C. GT 16 ","middle vocational","24","","","","3"
"Min 1x per month","2011","Couple + C. GT 16 ","vocational + Abi","4","","","","3"
"Min 1x per month","2011","Couple + C. GT 16 ","higher vocational","5","","","","3"
"Min 1x per month","2011","Couple + C. GT 16 ","higher education","18","","","","3"
"Min 1x per month","2011","Couple + C. LE and GT 16","in school","3","","","","3"
"Min 1x per month","2011","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","2011","Couple + C. LE and GT 16","general elemantary","1","","","","3"
"Min 1x per month","2011","Couple + C. LE and GT 16","middle vocational","15","","","","3"
"Min 1x per month","2011","Couple + C. LE and GT 16","vocational + Abi","3","","","","3"
"Min 1x per month","2011","Couple + C. LE and GT 16","higher vocational","7","","","","3"
"Min 1x per month","2011","Couple + C. LE and GT 16","higher education","13","","","","3"
"Min 1x per month","2011","Single parent ","inadequately","1","","","","3"
"Min 1x per month","2011","Single parent ","general elemantary","3","","","","3"
"Min 1x per month","2011","Single parent ","middle vocational","18","","","","3"
"Min 1x per month","2011","1-pers.-HH","general elemantary","3","","","","3"
"Min 1x per month","2011","1-pers.-HH","middle vocational","22","","","","3"
"Min 1x per week","2011","Couple + C. GT 16 ","inadequately","","","","","2"
"Min 1x per week","2011","Couple + C. GT 16 ","general elemantary","","","","","2"
"Min 1x per week","2011","1-pers.-HH","in school","","","","","2"
"Min 1x per week","2011","1-pers.-HH","vocational + Abi","2","","","","2"
"Min 1x per week","2011","1-pers.-HH","higher vocational","1","","","","2"
"Min 1x per week","2011","1-pers.-HH","higher education","19","","","","2"
"Min 1x per week","2011","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","2011","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","2011","(Married) couple without C. ","general elemantary","3","","","","2"
"Min 1x per week","2011","(Married) couple without C. ","middle vocational","32","0.00711571160371208","0.00459134306337576","0.00964008014404839","2"
"Min 1x per week","2011","(Married) couple without C. ","vocational + Abi","2","","","","2"
"Min 1x per week","2011","(Married) couple without C. ","higher vocational","12","","","","2"
"Min 1x per week","2011","(Married) couple without C. ","higher education","40","0.0159991500219485","0.010534255684157","0.02146404435974","2"
"Min 1x per week","2011","Single parent ","in school","2","","","","2"
"Min 1x per week","2011","Single parent ","inadequately","1","","","","2"
"Min 1x per week","2011","Single parent ","general elemantary","3","","","","2"
"Min 1x per week","2011","Single parent ","middle vocational","2","","","","2"
"Min 1x per week","2011","Single parent ","vocational + Abi","3","","","","2"
"Min 1x per week","2011","Single parent ","higher vocational","2","","","","2"
"Min 1x per week","2011","Single parent ","higher education","6","","","","2"
"Min 1x per week","2011","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","2011","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","2011","Couple + C. LE 16 ","general elemantary","3","","","","2"
"Min 1x per week","2011","Couple + C. LE 16 ","middle vocational","20","","","","2"
"Min 1x per week","2011","Couple + C. LE 16 ","vocational + Abi","5","","","","2"
"Min 1x per week","2011","Couple + C. LE 16 ","higher vocational","9","","","","2"
"Min 1x per week","2011","Couple + C. LE 16 ","higher education","32","0.0170279280834231","0.0114302115018716","0.0226256446649745","2"
"Min 1x per week","2011","Couple + C. GT 16 ","in school","4","","","","2"
"Min 1x per week","2011","Couple + C. GT 16 ","middle vocational","14","","","","2"
"Min 1x per week","2011","Couple + C. GT 16 ","vocational + Abi","3","","","","2"
