"pli0093_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","2014","indirect migration background","inadequately","","","","","1"
"Daily","2014","indirect migration background","general elemantary","","","","","1"
"Daily","2014","indirect migration background","middle vocational","","","","","1"
"Daily","2014","indirect migration background","vocational + Abi","","","","","1"
"Daily","2014","indirect migration background","higher vocational","","","","","1"
"Daily","2014","indirect migration background","higher education","","","","","1"
"Daily","2014","direct migration background","in school","","","","","1"
"Daily","2014","direct migration background","inadequately","","","","","1"
"Daily","2014","direct migration background","general elemantary","","","","","1"
"Daily","2014","no migration background","middle vocational","","","","","1"
"Daily","2014","no migration background","vocational + Abi","","","","","1"
"Daily","2014","no migration background","higher vocational","","","","","1"
"Daily","2014","direct migration background","middle vocational","","","","","1"
"Daily","2014","direct migration background","higher vocational","","","","","1"
"Daily","2014","direct migration background","higher education","","","","","1"
"Daily","2014","no migration background","in school","","","","","1"
"Daily","2014","no migration background","general elemantary","","","","","1"
"Daily","2014","no migration background","higher education","","","","","1"
"Daily","2014","direct migration background","vocational + Abi","","","","","1"
"Daily","2014","no migration background","inadequately","","","","","1"
"Min 1x per month","2014","no migration background","in school","","","","","3"
"Min 1x per month","2014","no migration background","inadequately","","","","","3"
"Min 1x per month","2014","no migration background","general elemantary","","","","","3"
"Min 1x per month","2014","no migration background","middle vocational","","","","","3"
"Min 1x per month","2014","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2014","no migration background","higher vocational","","","","","3"
"Min 1x per month","2014","no migration background","higher education","","","","","3"
"Min 1x per month","2014","direct migration background","in school","","","","","3"
"Min 1x per month","2014","direct migration background","inadequately","","","","","3"
"Min 1x per month","2014","direct migration background","general elemantary","","","","","3"
"Min 1x per month","2014","direct migration background","middle vocational","","","","","3"
"Min 1x per month","2014","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","2014","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2014","direct migration background","higher education","","","","","3"
"Min 1x per month","2014","indirect migration background","in school","","","","","3"
"Min 1x per month","2014","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2014","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2014","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2014","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2014","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2014","indirect migration background","higher education","","","","","3"
"Min 1x per week","2014","direct migration background","in school","","","","","2"
"Min 1x per week","2014","direct migration background","inadequately","","","","","2"
"Min 1x per week","2014","direct migration background","general elemantary","","","","","2"
"Min 1x per week","2014","direct migration background","middle vocational","","","","","2"
"Min 1x per week","2014","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","2014","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2014","direct migration background","higher education","","","","","2"
"Min 1x per week","2014","indirect migration background","in school","","","","","2"
"Min 1x per week","2014","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2014","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2014","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2014","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2014","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","2014","indirect migration background","higher education","","","","","2"
"Min 1x per week","2014","no migration background","in school","","","","","2"
"Min 1x per week","2014","no migration background","inadequately","","","","","2"
"Min 1x per week","2014","no migration background","general elemantary","","","","","2"
"Min 1x per week","2014","no migration background","middle vocational","","","","","2"
"Min 1x per week","2014","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2014","no migration background","higher vocational","","","","","2"
"Min 1x per week","2014","no migration background","higher education","","","","","2"
"Never","2014","no migration background","in school","","","","","5"
"Never","2014","no migration background","inadequately","","","","","5"
"Never","2014","no migration background","general elemantary","","","","","5"
"Never","2014","no migration background","middle vocational","","","","","5"
"Never","2014","no migration background","vocational + Abi","","","","","5"
"Never","2014","direct migration background","higher vocational","","","","","5"
"Never","2014","direct migration background","higher education","","","","","5"
"Never","2014","indirect migration background","in school","","","","","5"
"Never","2014","indirect migration background","inadequately","","","","","5"
"Never","2014","indirect migration background","general elemantary","","","","","5"
"Never","2014","indirect migration background","middle vocational","","","","","5"
"Never","2014","indirect migration background","vocational + Abi","","","","","5"
"Never","2014","indirect migration background","higher vocational","","","","","5"
"Never","2014","indirect migration background","higher education","","","","","5"
"Never","2014","no migration background","higher vocational","","","","","5"
"Never","2014","no migration background","higher education","","","","","5"
"Never","2014","direct migration background","in school","","","","","5"
"Never","2014","direct migration background","inadequately","","","","","5"
"Never","2014","direct migration background","general elemantary","","","","","5"
"Never","2014","direct migration background","middle vocational","","","","","5"
"Never","2014","direct migration background","vocational + Abi","","","","","5"
"Rarely","2014","indirect migration background","in school","","","","","4"
"Rarely","2014","indirect migration background","inadequately","","","","","4"
"Rarely","2014","indirect migration background","general elemantary","","","","","4"
"Rarely","2014","indirect migration background","middle vocational","","","","","4"
"Rarely","2014","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2014","indirect migration background","higher vocational","","","","","4"
"Rarely","2014","indirect migration background","higher education","","","","","4"
"Rarely","2014","direct migration background","in school","","","","","4"
"Rarely","2014","direct migration background","inadequately","","","","","4"
"Rarely","2014","direct migration background","general elemantary","","","","","4"
"Rarely","2014","direct migration background","middle vocational","","","","","4"
"Rarely","2014","direct migration background","vocational + Abi","","","","","4"
"Rarely","2014","direct migration background","higher vocational","","","","","4"
"Rarely","2014","direct migration background","higher education","","","","","4"
"Rarely","2014","no migration background","in school","","","","","4"
"Rarely","2014","no migration background","inadequately","","","","","4"
"Rarely","2014","no migration background","middle vocational","","","","","4"
"Rarely","2014","no migration background","general elemantary","","","","","4"
"Rarely","2014","no migration background","vocational + Abi","","","","","4"
"Rarely","2014","no migration background","higher vocational","","","","","4"
"Rarely","2014","no migration background","higher education","","","","","4"
"Daily","2015","indirect migration background","in school","","","","","1"
"Daily","2015","indirect migration background","inadequately","","","","","1"
"Daily","2015","indirect migration background","general elemantary","","","","","1"
"Daily","2015","indirect migration background","middle vocational","","","","","1"
"Daily","2015","indirect migration background","vocational + Abi","","","","","1"
"Daily","2015","indirect migration background","higher vocational","","","","","1"
"Daily","2015","indirect migration background","higher education","","","","","1"
"Daily","2015","direct migration background","in school","","","","","1"
"Daily","2015","direct migration background","inadequately","","","","","1"
"Daily","2015","direct migration background","general elemantary","","","","","1"
"Daily","2015","direct migration background","middle vocational","","","","","1"
"Daily","2015","direct migration background","vocational + Abi","","","","","1"
"Daily","2015","direct migration background","higher vocational","","","","","1"
"Daily","2015","direct migration background","higher education","","","","","1"
"Daily","2015","no migration background","in school","","","","","1"
"Daily","2015","no migration background","inadequately","","","","","1"
"Daily","2015","no migration background","middle vocational","","","","","1"
"Daily","2015","no migration background","vocational + Abi","","","","","1"
"Daily","2015","no migration background","higher vocational","","","","","1"
"Daily","2015","no migration background","higher education","","","","","1"
"Daily","2015","no migration background","general elemantary","","","","","1"
"Min 1x per month","2015","no migration background","vocational + Abi","112","0.0918688653468769","0.0757662167849366","0.107971513908817","3"
"Min 1x per month","2015","no migration background","higher vocational","96","0.0796762595778015","0.0653736296271284","0.0939788895284746","3"
"Min 1x per month","2015","no migration background","higher education","503","0.10070479308235","0.0920939574483151","0.109315628716384","3"
"Min 1x per month","2015","direct migration background","in school","8","","","","3"
"Min 1x per month","2015","direct migration background","inadequately","5","","","","3"
"Min 1x per month","2015","no migration background","in school","20","","","","3"
"Min 1x per month","2015","no migration background","inadequately","4","","","","3"
"Min 1x per month","2015","no migration background","general elemantary","82","0.0434622550107777","0.0335057365202483","0.053418773501307","3"
"Min 1x per month","2015","no migration background","middle vocational","614","0.0666494637584928","0.0616461458751075","0.0716527816418781","3"
"Min 1x per month","2015","direct migration background","general elemantary","40","0.0425240584358632","0.0302664988089706","0.0547816180627557","3"
"Min 1x per month","2015","direct migration background","middle vocational","93","0.0360913968387864","0.0278107941913546","0.0443719994862182","3"
"Min 1x per month","2015","direct migration background","vocational + Abi","67","0.104122379604047","0.0830633285745403","0.125181430633554","3"
"Min 1x per month","2015","direct migration background","higher vocational","4","","","","3"
"Min 1x per month","2015","direct migration background","higher education","143","0.0942106669497447","0.079353072343335","0.109068261556154","3"
"Min 1x per month","2015","indirect migration background","in school","16","","","","3"
"Min 1x per month","2015","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2015","indirect migration background","general elemantary","25","","","","3"
"Min 1x per month","2015","indirect migration background","middle vocational","72","0.086452401998784","0.0654376705407172","0.107467133456851","3"
"Min 1x per month","2015","indirect migration background","vocational + Abi","11","","","","3"
"Min 1x per month","2015","indirect migration background","higher vocational","6","","","","3"
"Min 1x per month","2015","indirect migration background","higher education","33","0.0964028065238115","0.0607328572122412","0.132072755835382","3"
"Min 1x per week","2015","no migration background","middle vocational","972","0.100370375792184","0.0943423927054137","0.106398358878954","2"
"Min 1x per week","2015","no migration background","vocational + Abi","189","0.16008172067609","0.139639491913489","0.18052394943869","2"
"Min 1x per week","2015","indirect migration background","higher vocational","11","","","","2"
"Min 1x per week","2015","indirect migration background","higher education","48","0.167977085886079","0.122795353212726","0.213158818559431","2"
"Min 1x per week","2015","no migration background","in school","74","0.292744567612398","0.232342415520234","0.353146719704563","2"
"Min 1x per week","2015","no migration background","inadequately","9","","","","2"
"Min 1x per week","2015","no migration background","general elemantary","134","0.0745145242164134","0.0616910533063415","0.0873379951264853","2"
"Min 1x per week","2015","no migration background","higher vocational","198","0.134164278774779","0.116162421227887","0.152166136321671","2"
"Min 1x per week","2015","no migration background","higher education","961","0.218657761872255","0.206830827425863","0.230484696318647","2"
"Min 1x per week","2015","direct migration background","in school","16","","","","2"
"Min 1x per week","2015","direct migration background","inadequately","13","","","","2"
"Min 1x per week","2015","direct migration background","general elemantary","50","0.0479519959693568","0.0349725697443791","0.0609314221943345","2"
"Min 1x per week","2015","direct migration background","middle vocational","127","0.0817505781602485","0.0695868160027081","0.0939143403177889","2"
"Min 1x per week","2015","direct migration background","vocational + Abi","51","0.0642042664951157","0.0473031698411567","0.0811053631490747","2"
"Min 1x per week","2015","direct migration background","higher vocational","7","","","","2"
"Min 1x per week","2015","direct migration background","higher education","213","0.1436830051009","0.125842594433283","0.161523415768517","2"
"Min 1x per week","2015","indirect migration background","in school","28","","","","2"
"Min 1x per week","2015","indirect migration background","inadequately","4","","","","2"
"Min 1x per week","2015","indirect migration background","general elemantary","37","0.141719229449373","0.103625873260906","0.179812585637841","2"
"Min 1x per week","2015","indirect migration background","middle vocational","90","0.133585036674875","0.108145359167673","0.159024714182077","2"
"Min 1x per week","2015","indirect migration background","vocational + Abi","15","","","","2"
"Never","2015","no migration background","in school","83","0.426915925941298","0.361256029687608","0.492575822194987","5"
"Never","2015","no migration background","inadequately","133","0.794761825602874","0.732949691547637","0.85657395965811","5"
"Never","2015","no migration background","general elemantary","1135","0.730119398670761","0.708443201184416","0.751795596157106","5"
"Never","2015","no migration background","middle vocational","5750","0.609666277572968","0.599880361215281","0.619452193930655","5"
"Never","2015","no migration background","vocational + Abi","596","0.476948794889669","0.449103819584602","0.504793770194736","5"
"Never","2015","no migration background","higher vocational","706","0.514281106616496","0.487882931578573","0.540679281654418","5"
"Never","2015","no migration background","higher education","1825","0.390535561446918","0.376575942376923","0.404495180516913","5"
"Never","2015","direct migration background","in school","23","","","","5"
"Never","2015","direct migration background","inadequately","282","0.877026796707526","0.841807025360906","0.912246568054145","5"
"Never","2015","direct migration background","general elemantary","817","0.789557244910077","0.764795483927133","0.814319005893021","5"
"Never","2015","direct migration background","middle vocational","1377","0.684711601052697","0.664083938882761","0.705339263222632","5"
"Never","2015","direct migration background","vocational + Abi","511","0.593487352726586","0.559619693930007","0.627355011523166","5"
"Never","2015","direct migration background","higher vocational","58","0.699286234142677","0.60940847515142","0.789163993133933","5"
"Never","2015","direct migration background","higher education","735","0.473999191380118","0.448603100619657","0.499395282140579","5"
"Never","2015","indirect migration background","in school","42","0.517373145361078","0.419434120844133","0.615312169878022","5"
"Never","2015","indirect migration background","inadequately","31","0.618509086032489","0.466057857381248","0.77096031468373","5"
"Never","2015","indirect migration background","general elemantary","201","0.638458615554275","0.585982033623639","0.690935197484911","5"
"Never","2015","indirect migration background","middle vocational","375","0.562025948091962","0.524926102975955","0.599125793207969","5"
"Never","2015","indirect migration background","vocational + Abi","57","0.524272043961597","0.434163748551508","0.614380339371686","5"
"Never","2015","indirect migration background","higher vocational","28","","","","5"
"Never","2015","indirect migration background","higher education","111","0.422947481617337","0.363241051007859","0.482653912226815","5"
"Rarely","2015","indirect migration background","in school","14","","","","4"
"Rarely","2015","indirect migration background","inadequately","4","","","","4"
"Rarely","2015","indirect migration background","general elemantary","59","0.157826829341427","0.118005910943112","0.197647747739742","4"
"Rarely","2015","indirect migration background","middle vocational","150","0.217936613234379","0.187065250657123","0.248807975811635","4"
"Rarely","2015","indirect migration background","vocational + Abi","35","0.266403733340702","0.18663994048803","0.346167526193375","4"
"Rarely","2015","indirect migration background","higher vocational","14","","","","4"
"Rarely","2015","indirect migration background","higher education","71","0.312672625972773","0.256645677681154","0.368699574264391","4"
"Rarely","2015","direct migration background","in school","11","","","","4"
"Rarely","2015","direct migration background","inadequately","34","0.0583153050246714","0.0331837773231061","0.0834468327262367","4"
"Rarely","2015","direct migration background","general elemantary","134","0.119966700684703","0.100228723773907","0.139704677595499","4"
"Rarely","2015","direct migration background","middle vocational","352","0.197446423948268","0.179773686528585","0.215119161367952","4"
"Rarely","2015","no migration background","in school","41","0.178424571454952","0.127600331073998","0.229248811835907","4"
"Rarely","2015","no migration background","inadequately","18","","","","4"
"Rarely","2015","direct migration background","vocational + Abi","179","0.238186001174251","0.208814577244226","0.267557425104276","4"
"Rarely","2015","direct migration background","higher vocational","31","0.224089498941379","0.142362668067742","0.305816329815016","4"
"Rarely","2015","direct migration background","higher education","394","0.288107136569237","0.265073145618549","0.311141127519926","4"
"Rarely","2015","no migration background","higher education","1403","0.290101883598477","0.277116870993788","0.303086896203167","4"
"Rarely","2015","no migration background","general elemantary","260","0.151903822102048","0.134376836717288","0.169430807486808","4"
"Rarely","2015","no migration background","middle vocational","2210","0.223313882876356","0.214959430096614","0.231668335656097","4"
"Rarely","2015","no migration background","vocational + Abi","339","0.271100619087365","0.246318530734058","0.295882707440672","4"
"Rarely","2015","no migration background","higher vocational","377","0.271878355030924","0.248378217253133","0.295378492808715","4"
"Daily","2016","indirect migration background","in school","","","","","1"
"Daily","2016","indirect migration background","inadequately","","","","","1"
"Daily","2016","indirect migration background","general elemantary","","","","","1"
"Daily","2016","indirect migration background","middle vocational","","","","","1"
"Daily","2016","indirect migration background","vocational + Abi","","","","","1"
"Daily","2016","indirect migration background","higher vocational","","","","","1"
"Daily","2016","indirect migration background","higher education","","","","","1"
"Daily","2016","direct migration background","in school","","","","","1"
"Daily","2016","direct migration background","inadequately","","","","","1"
"Daily","2016","direct migration background","general elemantary","","","","","1"
"Daily","2016","direct migration background","middle vocational","","","","","1"
"Daily","2016","no migration background","in school","","","","","1"
"Daily","2016","no migration background","middle vocational","","","","","1"
"Daily","2016","no migration background","vocational + Abi","","","","","1"
"Daily","2016","no migration background","higher vocational","","","","","1"
"Daily","2016","no migration background","higher education","","","","","1"
"Daily","2016","direct migration background","vocational + Abi","","","","","1"
"Daily","2016","direct migration background","higher vocational","","","","","1"
"Daily","2016","direct migration background","higher education","","","","","1"
"Daily","2016","no migration background","inadequately","","","","","1"
"Daily","2016","no migration background","general elemantary","","","","","1"
"Min 1x per month","2016","indirect migration background","in school","","","","","3"
"Min 1x per month","2016","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2016","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2016","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2016","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2016","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2016","indirect migration background","higher education","","","","","3"
"Min 1x per month","2016","no migration background","in school","","","","","3"
"Min 1x per month","2016","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2016","no migration background","higher vocational","","","","","3"
"Min 1x per month","2016","no migration background","higher education","","","","","3"
"Min 1x per month","2016","direct migration background","in school","","","","","3"
"Min 1x per month","2016","direct migration background","inadequately","","","","","3"
"Min 1x per month","2016","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2016","direct migration background","higher education","","","","","3"
"Min 1x per month","2016","no migration background","inadequately","","","","","3"
"Min 1x per month","2016","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","2016","no migration background","general elemantary","","","","","3"
"Min 1x per month","2016","no migration background","middle vocational","","","","","3"
"Min 1x per month","2016","direct migration background","middle vocational","","","","","3"
"Min 1x per month","2016","direct migration background","general elemantary","","","","","3"
"Min 1x per week","2016","no migration background","in school","","","","","2"
"Min 1x per week","2016","no migration background","inadequately","","","","","2"
"Min 1x per week","2016","no migration background","general elemantary","","","","","2"
"Min 1x per week","2016","no migration background","middle vocational","","","","","2"
"Min 1x per week","2016","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2016","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","2016","indirect migration background","higher education","","","","","2"
"Min 1x per week","2016","no migration background","higher vocational","","","","","2"
"Min 1x per week","2016","no migration background","higher education","","","","","2"
"Min 1x per week","2016","direct migration background","in school","","","","","2"
"Min 1x per week","2016","direct migration background","inadequately","","","","","2"
"Min 1x per week","2016","direct migration background","general elemantary","","","","","2"
"Min 1x per week","2016","direct migration background","middle vocational","","","","","2"
"Min 1x per week","2016","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","2016","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2016","direct migration background","higher education","","","","","2"
"Min 1x per week","2016","indirect migration background","in school","","","","","2"
"Min 1x per week","2016","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2016","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2016","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2016","indirect migration background","vocational + Abi","","","","","2"
"Never","2016","no migration background","in school","","","","","5"
"Never","2016","no migration background","inadequately","","","","","5"
"Never","2016","no migration background","general elemantary","","","","","5"
"Never","2016","no migration background","middle vocational","","","","","5"
"Never","2016","no migration background","vocational + Abi","","","","","5"
"Never","2016","direct migration background","higher vocational","","","","","5"
"Never","2016","direct migration background","higher education","","","","","5"
"Never","2016","indirect migration background","in school","","","","","5"
"Never","2016","indirect migration background","inadequately","","","","","5"
"Never","2016","indirect migration background","general elemantary","","","","","5"
"Never","2016","indirect migration background","middle vocational","","","","","5"
"Never","2016","indirect migration background","vocational + Abi","","","","","5"
"Never","2016","indirect migration background","higher vocational","","","","","5"
"Never","2016","indirect migration background","higher education","","","","","5"
"Never","2016","no migration background","higher vocational","","","","","5"
"Never","2016","no migration background","higher education","","","","","5"
"Never","2016","direct migration background","in school","","","","","5"
"Never","2016","direct migration background","inadequately","","","","","5"
"Never","2016","direct migration background","general elemantary","","","","","5"
"Never","2016","direct migration background","middle vocational","","","","","5"
"Never","2016","direct migration background","vocational + Abi","","","","","5"
"Rarely","2016","indirect migration background","higher education","","","","","4"
"Rarely","2016","indirect migration background","higher vocational","","","","","4"
"Rarely","2016","indirect migration background","middle vocational","","","","","4"
"Rarely","2016","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2016","indirect migration background","in school","","","","","4"
"Rarely","2016","indirect migration background","inadequately","","","","","4"
"Rarely","2016","indirect migration background","general elemantary","","","","","4"
"Rarely","2016","direct migration background","in school","","","","","4"
"Rarely","2016","direct migration background","inadequately","","","","","4"
"Rarely","2016","direct migration background","general elemantary","","","","","4"
"Rarely","2016","direct migration background","middle vocational","","","","","4"
"Rarely","2016","direct migration background","vocational + Abi","","","","","4"
"Rarely","2016","direct migration background","higher vocational","","","","","4"
"Rarely","2016","direct migration background","higher education","","","","","4"
"Rarely","2016","no migration background","in school","","","","","4"
"Rarely","2016","no migration background","inadequately","","","","","4"
"Rarely","2016","no migration background","general elemantary","","","","","4"
"Rarely","2016","no migration background","middle vocational","","","","","4"
"Rarely","2016","no migration background","vocational + Abi","","","","","4"
"Rarely","2016","no migration background","higher vocational","","","","","4"
"Rarely","2016","no migration background","higher education","","","","","4"
"Daily","2017","indirect migration background","in school","","","","","1"
"Daily","2017","indirect migration background","inadequately","","","","","1"
"Daily","2017","indirect migration background","general elemantary","","","","","1"
"Daily","2017","indirect migration background","middle vocational","","","","","1"
"Daily","2017","indirect migration background","vocational + Abi","","","","","1"
"Daily","2017","indirect migration background","higher vocational","","","","","1"
"Daily","2017","indirect migration background","higher education","","","","","1"
"Daily","2017","direct migration background","in school","1","","","","1"
"Daily","2017","direct migration background","inadequately","36","0.00652839765825131","0.00330641277010874","0.00975038254639388","1"
"Daily","2017","direct migration background","general elemantary","34","0.00225957596767903","9.476806215302e-05","0.00442438387320504","1"
"Daily","2017","no migration background","in school","","","","","1"
"Daily","2017","no migration background","general elemantary","","","","","1"
"Daily","2017","no migration background","middle vocational","","","","","1"
"Daily","2017","no migration background","vocational + Abi","","","","","1"
"Daily","2017","no migration background","higher vocational","","","","","1"
"Daily","2017","no migration background","higher education","","","","","1"
"Daily","2017","direct migration background","middle vocational","23","","","","1"
"Daily","2017","direct migration background","vocational + Abi","6","","","","1"
"Daily","2017","direct migration background","higher vocational","","","","","1"
"Daily","2017","direct migration background","higher education","28","","","","1"
"Daily","2017","no migration background","inadequately","","","","","1"
"Min 1x per month","2017","indirect migration background","in school","11","","","","3"
"Min 1x per month","2017","indirect migration background","inadequately","1","","","","3"
"Min 1x per month","2017","indirect migration background","general elemantary","19","","","","3"
"Min 1x per month","2017","indirect migration background","middle vocational","77","0.118470743974275","0.0948820236315636","0.142059464316987","3"
"Min 1x per month","2017","no migration background","in school","23","","","","3"
"Min 1x per month","2017","no migration background","middle vocational","726","0.0715773540915671","0.0664789891600449","0.0766757190230893","3"
"Min 1x per month","2017","no migration background","vocational + Abi","129","0.0987246989405359","0.0833287272215355","0.114120670659536","3"
"Min 1x per month","2017","no migration background","higher vocational","114","0.090270079407756","0.0752105057285458","0.105329653086966","3"
"Min 1x per month","2017","no migration background","higher education","559","0.1072860960861","0.0987590089035035","0.115813183268696","3"
"Min 1x per month","2017","direct migration background","in school","7","","","","3"
"Min 1x per month","2017","direct migration background","inadequately","100","0.0528271942674385","0.0438779604916227","0.0617764280432542","3"
"Min 1x per month","2017","indirect migration background","vocational + Abi","13","","","","3"
"Min 1x per month","2017","indirect migration background","higher vocational","6","","","","3"
"Min 1x per month","2017","indirect migration background","higher education","28","","","","3"
"Min 1x per month","2017","direct migration background","higher vocational","7","","","","3"
"Min 1x per month","2017","direct migration background","general elemantary","96","0.0524112513893968","0.0422506521995721","0.0625718505792215","3"
"Min 1x per month","2017","direct migration background","middle vocational","148","0.0628799457408561","0.0532461843407326","0.0725137071409796","3"
"Min 1x per month","2017","no migration background","general elemantary","107","0.0579744392259737","0.0468980130423166","0.0690508654096307","3"
"Min 1x per month","2017","direct migration background","higher education","161","0.0840288672282666","0.0722136894391749","0.0958440450173583","3"
"Min 1x per month","2017","no migration background","inadequately","7","","","","3"
"Min 1x per month","2017","direct migration background","vocational + Abi","59","0.0803568471829074","0.0613522821899534","0.0993614121758615","3"
"Min 1x per week","2017","no migration background","in school","102","0.337661478818366","0.283232541118574","0.392090416518159","2"
"Min 1x per week","2017","no migration background","inadequately","12","","","","2"
"Min 1x per week","2017","no migration background","general elemantary","177","0.0920810139954622","0.0783766580105042","0.10578536998042","2"
"Min 1x per week","2017","no migration background","middle vocational","1097","0.106921977063365","0.100810468467621","0.113033485659109","2"
"Min 1x per week","2017","no migration background","vocational + Abi","228","0.156263105151022","0.137521913321146","0.175004296980898","2"
"Min 1x per week","2017","no migration background","higher vocational","199","0.135738373336824","0.117738955383495","0.153737791290152","2"
"Min 1x per week","2017","no migration background","higher education","1088","0.220851613816019","0.20942195651811","0.232281271113929","2"
"Min 1x per week","2017","direct migration background","in school","8","","","","2"
"Min 1x per week","2017","direct migration background","inadequately","105","0.0565220801764686","0.0472832409637876","0.0657609193891497","2"
"Min 1x per week","2017","direct migration background","general elemantary","97","0.0462869213093501","0.0367075915328742","0.0558662510858259","2"
"Min 1x per week","2017","direct migration background","middle vocational","200","0.10601175045877","0.0937941730613483","0.118229327856192","2"
"Min 1x per week","2017","direct migration background","vocational + Abi","63","0.0769462768581659","0.0583149359440136","0.0955776177723182","2"
"Min 1x per week","2017","direct migration background","higher vocational","7","","","","2"
"Min 1x per week","2017","direct migration background","higher education","266","0.179282322953628","0.16294613421785","0.195618511689406","2"
"Min 1x per week","2017","indirect migration background","in school","23","","","","2"
"Min 1x per week","2017","indirect migration background","inadequately","2","","","","2"
"Min 1x per week","2017","indirect migration background","general elemantary","33","0.13216803580436","0.0925697879144253","0.171766283694295","2"
"Min 1x per week","2017","indirect migration background","middle vocational","104","0.124535217108297","0.100433616243679","0.148636817972916","2"
"Min 1x per week","2017","indirect migration background","vocational + Abi","15","","","","2"
"Min 1x per week","2017","indirect migration background","higher vocational","9","","","","2"
"Min 1x per week","2017","indirect migration background","higher education","60","0.210875875819822","0.16343256038126","0.258319191258383","2"
"Never","2017","no migration background","in school","100","0.306134128065848","0.253089338666696","0.359178917465","5"
"Never","2017","no migration background","inadequately","128","0.777162787137441","0.714421330654239","0.839904243620643","5"
"Never","2017","no migration background","general elemantary","1119","0.674629120644396","0.652423039716366","0.696835201572425","5"
"Never","2017","no migration background","middle vocational","5612","0.57780439334121","0.56803612660277","0.587572660079649","5"
"Never","2017","no migration background","vocational + Abi","680","0.477162472067224","0.451382527626183","0.502942416508265","5"
"Never","2017","direct migration background","higher vocational","49","0.590177092563871","0.488002626472807","0.692351558654934","5"
"Never","2017","direct migration background","higher education","1116","0.412601998366978","0.391635929450187","0.43356806728377","5"
"Never","2017","indirect migration background","in school","39","0.457953047290248","0.353856653340969","0.562049441239526","5"
"Never","2017","indirect migration background","inadequately","30","0.754667365796355","0.619624628152694","0.889710103440017","5"
"Never","2017","indirect migration background","general elemantary","167","0.610865114802325","0.553859494433566","0.667870735171083","5"
"Never","2017","indirect migration background","middle vocational","368","0.47931978099182","0.442854574751795","0.515784987231845","5"
"Never","2017","indirect migration background","vocational + Abi","69","0.492186902599338","0.406247290291305","0.578126514907371","5"
"Never","2017","indirect migration background","higher vocational","28","","","","5"
"Never","2017","indirect migration background","higher education","116","0.386439958934677","0.329808406304021","0.443071511565334","5"
"Never","2017","no migration background","higher vocational","683","0.487679842246272","0.461412105786464","0.51394757870608","5"
"Never","2017","no migration background","higher education","1912","0.38955933805898","0.376122986160324","0.402995689957636","5"
"Never","2017","direct migration background","in school","26","","","","5"
"Never","2017","direct migration background","inadequately","1834","0.761840017804369","0.74479848105301","0.778881554555728","5"
"Never","2017","direct migration background","general elemantary","1321","0.726359249689652","0.706032720428138","0.746685778951167","5"
"Never","2017","direct migration background","middle vocational","1654","0.64249316581939","0.623472810697233","0.661513520941546","5"
"Never","2017","direct migration background","vocational + Abi","504","0.619895762309572","0.585960789349807","0.653830735269337","5"
"Rarely","2017","indirect migration background","in school","15","","","","4"
"Rarely","2017","indirect migration background","inadequately","6","","","","4"
"Rarely","2017","indirect migration background","general elemantary","62","0.203637383119467","0.156552757966207","0.250722008272728","4"
"Rarely","2017","indirect migration background","middle vocational","172","0.277674257925607","0.244984265886118","0.310364249965096","4"
"Rarely","2017","indirect migration background","vocational + Abi","33","0.286961975133002","0.209204001109366","0.364719949156638","4"
"Rarely","2017","indirect migration background","higher vocational","16","","","","4"
"Rarely","2017","indirect migration background","higher education","80","0.283009972764528","0.230620220080469","0.335399725448586","4"
"Rarely","2017","direct migration background","in school","13","","","","4"
