"plh0206i02","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2016","Berlin","Not Working","209","0.669020224280704","0.614579048701503","0.723461399859905","1"
"1 Strongly disagree","2016","Brandenburg","Full Time","","","","","1"
"1 Strongly disagree","2016","Brandenburg","Part Time","","","","","1"
"1 Strongly disagree","2016","Brandenburg","Not Working","126","0.600622733176865","0.532056134147131","0.669189332206598","1"
"1 Strongly disagree","2016","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"1 Strongly disagree","2016","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"1 Strongly disagree","2016","Mecklenburg-Western Pomerania","Not Working","42","0.70190738930359","0.592379125819855","0.811435652787325","1"
"1 Strongly disagree","2016","Saxony","Full Time","","","","","1"
"1 Strongly disagree","2016","Saxony","Part Time","","","","","1"
"1 Strongly disagree","2016","Saxony","Not Working","132","0.735693356836292","0.669793218800111","0.801593494872472","1"
"1 Strongly disagree","2016","Saxony-Anhalt","Full Time","","","","","1"
"1 Strongly disagree","2016","Saxony-Anhalt","Part Time","","","","","1"
"1 Strongly disagree","2016","Saxony-Anhalt","Not Working","71","0.612434541061814","0.516946175093889","0.70792290702974","1"
"1 Strongly disagree","2016","Thuringia","Full Time","","","","","1"
"1 Strongly disagree","2016","Thuringia","Part Time","","","","","1"
"1 Strongly disagree","2016","Thuringia","Not Working","51","0.69906937068086","0.601563231202805","0.796575510158914","1"
"1 Strongly disagree","2016","Schleswig-Holstein","Full Time","","","","","1"
"1 Strongly disagree","2016","Schleswig-Holstein","Part Time","","","","","1"
"1 Strongly disagree","2016","Schleswig-Holstein","Not Working","147","0.614950959034967","0.549906976331809","0.679994941738124","1"
"1 Strongly disagree","2016","Hesse","Not Working","239","0.381886855250929","0.328571280643764","0.435202429858093","1"
"1 Strongly disagree","2016","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"1 Strongly disagree","2016","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"1 Strongly disagree","2016","Rhineland-Palatinate,Saarland","Not Working","182","0.50008746540823","0.440667330062491","0.559507600753969","1"
"1 Strongly disagree","2016","Baden-Württemberg","Full Time","","","","","1"
"1 Strongly disagree","2016","Baden-Württemberg","Part Time","","","","","1"
"1 Strongly disagree","2016","Hamburg","Full Time","","","","","1"
"1 Strongly disagree","2016","Hamburg","Part Time","","","","","1"
"1 Strongly disagree","2016","Hamburg","Not Working","62","0.708546451274997","0.614661567335404","0.802431335214589","1"
"1 Strongly disagree","2016","Lower Saxony","Full Time","","","","","1"
"1 Strongly disagree","2016","Lower Saxony","Part Time","","","","","1"
"1 Strongly disagree","2016","Lower Saxony","Not Working","266","0.690171710331646","0.642732137417258","0.737611283246034","1"
"1 Strongly disagree","2016","Bremen","Full Time","","","","","1"
"1 Strongly disagree","2016","Bremen","Part Time","","","","","1"
"1 Strongly disagree","2016","Bremen","Not Working","23","","","","1"
"1 Strongly disagree","2016","North Rhine-Westphalia","Full Time","","","","","1"
"1 Strongly disagree","2016","North Rhine-Westphalia","Part Time","","","","","1"
"1 Strongly disagree","2016","North Rhine-Westphalia","Not Working","602","0.498639043273221","0.464013210400404","0.533264876146039","1"
"1 Strongly disagree","2016","Hesse","Full Time","","","","","1"
"1 Strongly disagree","2016","Hesse","Part Time","","","","","1"
"1 Strongly disagree","2016","Baden-Württemberg","Not Working","425","0.58753643939571","0.548849613817587","0.626223264973833","1"
"1 Strongly disagree","2016","Bavaria","Full Time","","","","","1"
"1 Strongly disagree","2016","Bavaria","Part Time","","","","","1"
"2 on scale 1-7 ","2016","Brandenburg","Not Working","27","","","","2"
"2 on scale 1-7 ","2016","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Schleswig-Holstein","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Schleswig-Holstein","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Schleswig-Holstein","Not Working","18","","","","2"
"2 on scale 1-7 ","2016","Hamburg","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Hamburg","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Bavaria","Not Working","37","0.100905529123663","0.077366805279839","0.124444252967487","2"
"2 on scale 1-7 ","2016","Berlin","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Berlin","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Berlin","Not Working","28","","","","2"
"2 on scale 1-7 ","2016","Brandenburg","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Brandenburg","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Mecklenburg-Western Pomerania","Not Working","8","","","","2"
"2 on scale 1-7 ","2016","Saxony","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Saxony","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Saxony","Not Working","10","","","","2"
"2 on scale 1-7 ","2016","Saxony-Anhalt","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Saxony-Anhalt","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Saxony-Anhalt","Not Working","7","","","","2"
"2 on scale 1-7 ","2016","Thuringia","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Thuringia","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Thuringia","Not Working","10","","","","2"
"2 on scale 1-7 ","2016","Baden-Württemberg","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Baden-Württemberg","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Baden-Württemberg","Not Working","70","0.104235512934474","0.0802218907767407","0.128249135092208","2"
"2 on scale 1-7 ","2016","Bavaria","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Bavaria","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Hamburg","Not Working","15","","","","2"
"2 on scale 1-7 ","2016","Lower Saxony","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Hesse","Not Working","25","","","","2"
"2 on scale 1-7 ","2016","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Rhineland-Palatinate,Saarland","Not Working","34","0.326746402635624","0.271007503402084","0.382485301869164","2"
"2 on scale 1-7 ","2016","Lower Saxony","Not Working","23","","","","2"
"2 on scale 1-7 ","2016","Bremen","Full Time","","","","","2"
"2 on scale 1-7 ","2016","North Rhine-Westphalia","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Bremen","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Lower Saxony","Part Time","","","","","2"
"2 on scale 1-7 ","2016","North Rhine-Westphalia","Not Working","60","0.155671908611351","0.13056503840542","0.180778778817281","2"
"2 on scale 1-7 ","2016","Bremen","Not Working","5","","","","2"
"2 on scale 1-7 ","2016","North Rhine-Westphalia","Part Time","","","","","2"
"2 on scale 1-7 ","2016","Hesse","Full Time","","","","","2"
"2 on scale 1-7 ","2016","Hesse","Part Time","","","","","2"
"3 on scale 1-7 ","2016","Brandenburg","Not Working","5","","","","3"
"3 on scale 1-7 ","2016","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Mecklenburg-Western Pomerania","Not Working","8","","","","3"
"3 on scale 1-7 ","2016","Saxony","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Saxony","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Saxony","Not Working","11","","","","3"
"3 on scale 1-7 ","2016","Schleswig-Holstein","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Schleswig-Holstein","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Schleswig-Holstein","Not Working","10","","","","3"
"3 on scale 1-7 ","2016","Hamburg","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Hamburg","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Hamburg","Not Working","3","","","","3"
"3 on scale 1-7 ","2016","Lower Saxony","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Lower Saxony","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Lower Saxony","Not Working","11","","","","3"
"3 on scale 1-7 ","2016","Bavaria","Not Working","31","0.0551492857339436","0.0373101293707315","0.0729884420971558","3"
"3 on scale 1-7 ","2016","Berlin","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Berlin","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Berlin","Not Working","15","","","","3"
"3 on scale 1-7 ","2016","Brandenburg","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Brandenburg","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Saxony-Anhalt","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Saxony-Anhalt","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Saxony-Anhalt","Not Working","4","","","","3"
"3 on scale 1-7 ","2016","Thuringia","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Thuringia","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Thuringia","Not Working","7","","","","3"
"3 on scale 1-7 ","2016","Baden-Württemberg","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Baden-Württemberg","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Baden-Württemberg","Not Working","33","0.126619369931906","0.100485438297832","0.152753301565979","3"
"3 on scale 1-7 ","2016","Bavaria","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Bavaria","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Rhineland-Palatinate,Saarland","Not Working","18","","","","3"
"3 on scale 1-7 ","2016","Bremen","Not Working","5","","","","3"
"3 on scale 1-7 ","2016","Rhineland-Palatinate,Saarland","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Rhineland-Palatinate,Saarland","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Bremen","Full Time","","","","","3"
"3 on scale 1-7 ","2016","Bremen","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Hesse","Part Time","","","","","3"
"3 on scale 1-7 ","2016","North Rhine-Westphalia","Not Working","30","0.084230183454996","0.0649966592262228","0.103463707683769","3"
"3 on scale 1-7 ","2016","Hesse","Full Time","","","","","3"
"3 on scale 1-7 ","2016","North Rhine-Westphalia","Part Time","","","","","3"
"3 on scale 1-7 ","2016","Hesse","Not Working","16","","","","3"
"3 on scale 1-7 ","2016","North Rhine-Westphalia","Full Time","","","","","3"
"4 on scale 1-7","2016","Schleswig-Holstein","Full Time","","","","","4"
"4 on scale 1-7","2016","Schleswig-Holstein","Part Time","","","","","4"
"4 on scale 1-7","2016","Schleswig-Holstein","Not Working","11","","","","4"
"4 on scale 1-7","2016","Hamburg","Full Time","","","","","4"
"4 on scale 1-7","2016","Hamburg","Part Time","","","","","4"
"4 on scale 1-7","2016","Hamburg","Not Working","5","","","","4"
"4 on scale 1-7","2016","Lower Saxony","Full Time","","","","","4"
"4 on scale 1-7","2016","Lower Saxony","Part Time","","","","","4"
"4 on scale 1-7","2016","Lower Saxony","Not Working","15","","","","4"
"4 on scale 1-7","2016","Bremen","Full Time","","","","","4"
"4 on scale 1-7","2016","Bremen","Part Time","","","","","4"
"4 on scale 1-7","2016","Bremen","Not Working","9","","","","4"
"4 on scale 1-7","2016","North Rhine-Westphalia","Full Time","","","","","4"
"4 on scale 1-7","2016","Bavaria","Not Working","23","","","","4"
"4 on scale 1-7","2016","Berlin","Full Time","","","","","4"
"4 on scale 1-7","2016","Berlin","Part Time","","","","","4"
"4 on scale 1-7","2016","Berlin","Not Working","10","","","","4"
"4 on scale 1-7","2016","Brandenburg","Full Time","","","","","4"
"4 on scale 1-7","2016","Brandenburg","Part Time","","","","","4"
"4 on scale 1-7","2016","Brandenburg","Not Working","9","","","","4"
"4 on scale 1-7","2016","Mecklenburg-Western Pomerania","Full Time","","","","","4"
"4 on scale 1-7","2016","Mecklenburg-Western Pomerania","Part Time","","","","","4"
"4 on scale 1-7","2016","Mecklenburg-Western Pomerania","Not Working","5","","","","4"
"4 on scale 1-7","2016","Saxony","Full Time","","","","","4"
"4 on scale 1-7","2016","Saxony","Part Time","","","","","4"
"4 on scale 1-7","2016","Saxony","Not Working","6","","","","4"
"4 on scale 1-7","2016","Saxony-Anhalt","Full Time","","","","","4"
"4 on scale 1-7","2016","Saxony-Anhalt","Part Time","","","","","4"
"4 on scale 1-7","2016","Saxony-Anhalt","Not Working","5","","","","4"
"4 on scale 1-7","2016","Thuringia","Full Time","","","","","4"
"4 on scale 1-7","2016","Thuringia","Part Time","","","","","4"
"4 on scale 1-7","2016","Thuringia","Not Working","3","","","","4"
"4 on scale 1-7","2016","Baden-Württemberg","Full Time","","","","","4"
"4 on scale 1-7","2016","Baden-Württemberg","Part Time","","","","","4"
"4 on scale 1-7","2016","Baden-Württemberg","Not Working","36","0.0900011724540272","0.0675107611125774","0.112491583795477","4"
"4 on scale 1-7","2016","Bavaria","Full Time","","","","","4"
"4 on scale 1-7","2016","Bavaria","Part Time","","","","","4"
"4 on scale 1-7","2016","Rhineland-Palatinate,Saarland","Part Time","","","","","4"
"4 on scale 1-7","2016","Rhineland-Palatinate,Saarland","Full Time","","","","","4"
"4 on scale 1-7","2016","North Rhine-Westphalia","Not Working","38","0.131992988654403","0.108552380187143","0.155433597121662","4"
"4 on scale 1-7","2016","North Rhine-Westphalia","Part Time","","","","","4"
"4 on scale 1-7","2016","Hesse","Part Time","","","","","4"
"4 on scale 1-7","2016","Hesse","Full Time","","","","","4"
"4 on scale 1-7","2016","Hesse","Not Working","8","","","","4"
"4 on scale 1-7","2016","Rhineland-Palatinate,Saarland","Not Working","15","","","","4"
"5 on scale 1-7","2016","Brandenburg","Not Working","8","","","","5"
"5 on scale 1-7","2016","Saxony","Full Time","","","","","5"
"5 on scale 1-7","2016","Brandenburg","Part Time","","","","","5"
"5 on scale 1-7","2016","Mecklenburg-Western Pomerania","Not Working","2","","","","5"
"5 on scale 1-7","2016","Mecklenburg-Western Pomerania","Full Time","","","","","5"
"5 on scale 1-7","2016","Mecklenburg-Western Pomerania","Part Time","","","","","5"
"5 on scale 1-7","2016","Schleswig-Holstein","Full Time","","","","","5"
"5 on scale 1-7","2016","Schleswig-Holstein","Part Time","","","","","5"
"5 on scale 1-7","2016","Schleswig-Holstein","Not Working","9","","","","5"
"5 on scale 1-7","2016","Hamburg","Full Time","","","","","5"
"5 on scale 1-7","2016","Hamburg","Part Time","","","","","5"
"5 on scale 1-7","2016","Hamburg","Not Working","3","","","","5"
"5 on scale 1-7","2016","Lower Saxony","Full Time","","","","","5"
"5 on scale 1-7","2016","Lower Saxony","Part Time","","","","","5"
"5 on scale 1-7","2016","Lower Saxony","Not Working","12","","","","5"
"5 on scale 1-7","2016","Bremen","Full Time","","","","","5"
"5 on scale 1-7","2016","Bremen","Part Time","","","","","5"
"5 on scale 1-7","2016","Bremen","Not Working","6","","","","5"
"5 on scale 1-7","2016","North Rhine-Westphalia","Full Time","","","","","5"
"5 on scale 1-7","2016","North Rhine-Westphalia","Part Time","","","","","5"
"5 on scale 1-7","2016","North Rhine-Westphalia","Not Working","33","0.0594637272106368","0.0430863002470824","0.0758411541741912","5"
"5 on scale 1-7","2016","Hesse","Full Time","","","","","5"
"5 on scale 1-7","2016","Hesse","Part Time","","","","","5"
"5 on scale 1-7","2016","Bavaria","Not Working","16","","","","5"
"5 on scale 1-7","2016","Berlin","Full Time","","","","","5"
"5 on scale 1-7","2016","Berlin","Part Time","","","","","5"
"5 on scale 1-7","2016","Berlin","Not Working","8","","","","5"
"5 on scale 1-7","2016","Brandenburg","Full Time","","","","","5"
"5 on scale 1-7","2016","Saxony","Part Time","","","","","5"
"5 on scale 1-7","2016","Saxony","Not Working","7","","","","5"
"5 on scale 1-7","2016","Saxony-Anhalt","Full Time","","","","","5"
"5 on scale 1-7","2016","Saxony-Anhalt","Part Time","","","","","5"
"5 on scale 1-7","2016","Saxony-Anhalt","Not Working","4","","","","5"
"5 on scale 1-7","2016","Thuringia","Full Time","","","","","5"
"5 on scale 1-7","2016","Thuringia","Part Time","","","","","5"
"5 on scale 1-7","2016","Thuringia","Not Working","1","","","","5"
"5 on scale 1-7","2016","Hesse","Not Working","8","","","","5"
"5 on scale 1-7","2016","Rhineland-Palatinate,Saarland","Full Time","","","","","5"
"5 on scale 1-7","2016","Rhineland-Palatinate,Saarland","Part Time","","","","","5"
"5 on scale 1-7","2016","Rhineland-Palatinate,Saarland","Not Working","8","","","","5"
"5 on scale 1-7","2016","Baden-Württemberg","Full Time","","","","","5"
"5 on scale 1-7","2016","Baden-Württemberg","Part Time","","","","","5"
"5 on scale 1-7","2016","Baden-Württemberg","Not Working","18","","","","5"
"5 on scale 1-7","2016","Bavaria","Full Time","","","","","5"
"5 on scale 1-7","2016","Bavaria","Part Time","","","","","5"
"6 on scale 1-7","2016","Saxony","Part Time","","","","","6"
"6 on scale 1-7","2016","Mecklenburg-Western Pomerania","Full Time","","","","","6"
"6 on scale 1-7","2016","Mecklenburg-Western Pomerania","Part Time","","","","","6"
"6 on scale 1-7","2016","Mecklenburg-Western Pomerania","Not Working","2","","","","6"
"6 on scale 1-7","2016","Saxony","Full Time","","","","","6"
"6 on scale 1-7","2016","Saxony-Anhalt","Full Time","","","","","6"
"6 on scale 1-7","2016","Saxony-Anhalt","Part Time","","","","","6"
"6 on scale 1-7","2016","Saxony-Anhalt","Not Working","4","","","","6"
"6 on scale 1-7","2016","Saxony","Not Working","1","","","","6"
"6 on scale 1-7","2016","Brandenburg","Not Working","8","","","","6"
"6 on scale 1-7","2016","Schleswig-Holstein","Full Time","","","","","6"
"6 on scale 1-7","2016","Schleswig-Holstein","Part Time","","","","","6"
"6 on scale 1-7","2016","Schleswig-Holstein","Not Working","8","","","","6"
"6 on scale 1-7","2016","Hamburg","Full Time","","","","","6"
"6 on scale 1-7","2016","Hamburg","Part Time","","","","","6"
"6 on scale 1-7","2016","Hamburg","Not Working","2","","","","6"
"6 on scale 1-7","2016","Lower Saxony","Full Time","","","","","6"
"6 on scale 1-7","2016","Lower Saxony","Part Time","","","","","6"
"6 on scale 1-7","2016","Lower Saxony","Not Working","10","","","","6"
"6 on scale 1-7","2016","Bremen","Full Time","","","","","6"
"6 on scale 1-7","2016","Bremen","Part Time","","","","","6"
"6 on scale 1-7","2016","Bremen","Not Working","4","","","","6"
"6 on scale 1-7","2016","North Rhine-Westphalia","Full Time","","","","","6"
"6 on scale 1-7","2016","North Rhine-Westphalia","Part Time","","","","","6"
"6 on scale 1-7","2016","North Rhine-Westphalia","Not Working","16","","","","6"
"6 on scale 1-7","2016","Hesse","Full Time","","","","","6"
"6 on scale 1-7","2016","Hesse","Part Time","","","","","6"
"6 on scale 1-7","2016","Hesse","Not Working","3","","","","6"
"6 on scale 1-7","2016","Rhineland-Palatinate,Saarland","Full Time","","","","","6"
"6 on scale 1-7","2016","Rhineland-Palatinate,Saarland","Part Time","","","","","6"
"6 on scale 1-7","2016","Rhineland-Palatinate,Saarland","Not Working","5","","","","6"
"6 on scale 1-7","2016","Bavaria","Not Working","10","","","","6"
"6 on scale 1-7","2016","Berlin","Full Time","","","","","6"
"6 on scale 1-7","2016","Berlin","Part Time","","","","","6"
"6 on scale 1-7","2016","Berlin","Not Working","3","","","","6"
"6 on scale 1-7","2016","Brandenburg","Full Time","","","","","6"
"6 on scale 1-7","2016","Brandenburg","Part Time","","","","","6"
"6 on scale 1-7","2016","Thuringia","Full Time","","","","","6"
"6 on scale 1-7","2016","Thuringia","Part Time","","","","","6"
"6 on scale 1-7","2016","Thuringia","Not Working","3","","","","6"
"6 on scale 1-7","2016","Baden-Württemberg","Full Time","","","","","6"
"6 on scale 1-7","2016","Baden-Württemberg","Part Time","","","","","6"
"6 on scale 1-7","2016","Baden-Württemberg","Not Working","12","","","","6"
"6 on scale 1-7","2016","Bavaria","Part Time","","","","","6"
"6 on scale 1-7","2016","Bavaria","Full Time","","","","","6"
"7 Strongly agree","2016","Brandenburg","Part Time","","","","","7"
"7 Strongly agree","2016","Brandenburg","Not Working","13","","","","7"
"7 Strongly agree","2016","Mecklenburg-Western Pomerania","Full Time","","","","","7"
"7 Strongly agree","2016","Mecklenburg-Western Pomerania","Part Time","","","","","7"
"7 Strongly agree","2016","Saxony","Full Time","","","","","7"
"7 Strongly agree","2016","Saxony","Part Time","","","","","7"
"7 Strongly agree","2016","Saxony","Not Working","5","","","","7"
"7 Strongly agree","2016","Saxony-Anhalt","Full Time","","","","","7"
"7 Strongly agree","2016","Saxony-Anhalt","Part Time","","","","","7"
"7 Strongly agree","2016","Saxony-Anhalt","Not Working","5","","","","7"
"7 Strongly agree","2016","Thuringia","Full Time","","","","","7"
"7 Strongly agree","2016","Thuringia","Part Time","","","","","7"
"7 Strongly agree","2016","Mecklenburg-Western Pomerania","Not Working","","","","","7"
"7 Strongly agree","2016","Thuringia","Not Working","10","","","","7"
"7 Strongly agree","2016","Schleswig-Holstein","Full Time","","","","","7"
"7 Strongly agree","2016","Schleswig-Holstein","Part Time","","","","","7"
"7 Strongly agree","2016","Schleswig-Holstein","Not Working","12","","","","7"
"7 Strongly agree","2016","Hamburg","Full Time","","","","","7"
"7 Strongly agree","2016","Hamburg","Part Time","","","","","7"
"7 Strongly agree","2016","Hamburg","Not Working","","","","","7"
"7 Strongly agree","2016","Lower Saxony","Full Time","","","","","7"
"7 Strongly agree","2016","Lower Saxony","Part Time","","","","","7"
"7 Strongly agree","2016","Lower Saxony","Not Working","28","","","","7"
"7 Strongly agree","2016","Bremen","Full Time","","","","","7"
"7 Strongly agree","2016","Bremen","Part Time","","","","","7"
"7 Strongly agree","2016","Bremen","Not Working","4","","","","7"
"7 Strongly agree","2016","North Rhine-Westphalia","Full Time","","","","","7"
"7 Strongly agree","2016","North Rhine-Westphalia","Part Time","","","","","7"
"7 Strongly agree","2016","North Rhine-Westphalia","Not Working","22","","","","7"
"7 Strongly agree","2016","Hesse","Full Time","","","","","7"
"7 Strongly agree","2016","Hesse","Part Time","","","","","7"
"7 Strongly agree","2016","Hesse","Not Working","20","","","","7"
"7 Strongly agree","2016","Rhineland-Palatinate,Saarland","Full Time","","","","","7"
"7 Strongly agree","2016","Rhineland-Palatinate,Saarland","Part Time","","","","","7"
"7 Strongly agree","2016","Rhineland-Palatinate,Saarland","Not Working","10","","","","7"
"7 Strongly agree","2016","Baden-Württemberg","Full Time","","","","","7"
"7 Strongly agree","2016","Baden-Württemberg","Part Time","","","","","7"
"7 Strongly agree","2016","Baden-Württemberg","Not Working","28","","","","7"
"7 Strongly agree","2016","Bavaria","Full Time","","","","","7"
"7 Strongly agree","2016","Bavaria","Part Time","","","","","7"
"7 Strongly agree","2016","Bavaria","Not Working","37","0.105449832244887","0.0814477971935573","0.129451867296217","7"
"7 Strongly agree","2016","Berlin","Full Time","","","","","7"
"7 Strongly agree","2016","Berlin","Part Time","","","","","7"
"7 Strongly agree","2016","Berlin","Not Working","14","","","","7"
"7 Strongly agree","2016","Brandenburg","Full Time","","","","","7"
"1 Strongly disagree","2017","Bavaria","Not Working","251","0.763778939648711","0.718157485801082","0.80940039349634","1"
"1 Strongly disagree","2017","Berlin","Full Time","","","","","1"
"1 Strongly disagree","2017","Berlin","Part Time","","","","","1"
"1 Strongly disagree","2017","Berlin","Not Working","31","0.541699847514639","0.394476695949526","0.688922999079753","1"
"1 Strongly disagree","2017","Schleswig-Holstein","Full Time","","","","","1"
"1 Strongly disagree","2017","Schleswig-Holstein","Part Time","","","","","1"
"1 Strongly disagree","2017","Schleswig-Holstein","Not Working","89","0.703846632017731","0.621816772702016","0.785876491333446","1"
"1 Strongly disagree","2017","Saxony-Anhalt","Full Time","","","","","1"
"1 Strongly disagree","2017","Saxony-Anhalt","Part Time","","","","","1"
"1 Strongly disagree","2017","Hamburg","Full Time","","","","","1"
"1 Strongly disagree","2017","Hamburg","Part Time","","","","","1"
"1 Strongly disagree","2017","Hamburg","Not Working","54","0.616460748540682","0.518682126822598","0.714239370258766","1"
"1 Strongly disagree","2017","Lower Saxony","Full Time","","","","","1"
"1 Strongly disagree","2017","Lower Saxony","Part Time","","","","","1"
"1 Strongly disagree","2017","Lower Saxony","Not Working","307","0.856759496373354","0.820869787836277","0.892649204910431","1"
"1 Strongly disagree","2017","Bremen","Full Time","","","","","1"
"1 Strongly disagree","2017","Bremen","Part Time","","","","","1"
"1 Strongly disagree","2017","Bremen","Not Working","15","","","","1"
"1 Strongly disagree","2017","North Rhine-Westphalia","Full Time","","","","","1"
"1 Strongly disagree","2017","North Rhine-Westphalia","Part Time","","","","","1"
"1 Strongly disagree","2017","North Rhine-Westphalia","Not Working","609","0.684556240868975","0.65243549632311","0.71667698541484","1"
"1 Strongly disagree","2017","Hesse","Full Time","","","","","1"
"1 Strongly disagree","2017","Hesse","Part Time","","","","","1"
"1 Strongly disagree","2017","Hesse","Not Working","268","0.796485008688969","0.754245157121862","0.838724860256075","1"
"1 Strongly disagree","2017","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"1 Strongly disagree","2017","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"1 Strongly disagree","2017","Rhineland-Palatinate,Saarland","Not Working","106","0.611243301068743","0.534002214455748","0.688484387681738","1"
"1 Strongly disagree","2017","Baden-Württemberg","Full Time","","","","","1"
"1 Strongly disagree","2017","Baden-Württemberg","Part Time","","","","","1"
"1 Strongly disagree","2017","Baden-Württemberg","Not Working","191","0.727571923691506","0.673455970214133","0.781687877168878","1"
"1 Strongly disagree","2017","Bavaria","Full Time","","","","","1"
"1 Strongly disagree","2017","Bavaria","Part Time","","","","","1"
"1 Strongly disagree","2017","Brandenburg","Full Time","","","","","1"
"1 Strongly disagree","2017","Brandenburg","Part Time","","","","","1"
"1 Strongly disagree","2017","Brandenburg","Not Working","48","0.901543516570357","0.824199598186074","0.97888743495464","1"
"1 Strongly disagree","2017","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"1 Strongly disagree","2017","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"1 Strongly disagree","2017","Mecklenburg-Western Pomerania","Not Working","13","","","","1"
"1 Strongly disagree","2017","Saxony","Full Time","","","","","1"
"1 Strongly disagree","2017","Saxony","Part Time","","","","","1"
"1 Strongly disagree","2017","Saxony","Not Working","56","0.809366349475905","0.721055584024237","0.897677114927574","1"
"1 Strongly disagree","2017","Saxony-Anhalt","Not Working","17","","","","1"
"1 Strongly disagree","2017","Thuringia","Full Time","","","","","1"
"1 Strongly disagree","2017","Thuringia","Part Time","","","","","1"
"1 Strongly disagree","2017","Thuringia","Not Working","41","0.622017172738975","0.498291647189902","0.745742698288049","1"
"2 on scale 1-7 ","2017","Brandenburg","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Brandenburg","Not Working","2","","","","2"
"2 on scale 1-7 ","2017","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Schleswig-Holstein","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Schleswig-Holstein","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Schleswig-Holstein","Not Working","12","","","","2"
"2 on scale 1-7 ","2017","Hamburg","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Bavaria","Not Working","39","0.11022582845722","0.0765895795546656","0.143862077359775","2"
"2 on scale 1-7 ","2017","Berlin","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Berlin","Part Time","","","","","2"
"2 on scale 1-7 ","2017","Berlin","Not Working","3","","","","2"
"2 on scale 1-7 ","2017","Brandenburg","Full Time","","","","","2"
"2 on scale 1-7 ","2017","Mecklenburg-Western Pomerania","Not Working","1","","","","2"
