"party","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Other","2008","no migration background","Urban Area","29","","","","8"
"Other","2008","indirect migration background","Urban Area","5","","","","8"
"Other","2008","direct migration background","Rural Area","2","","","","8"
"Other","2008","no migration background","Rural Area","21","","","","8"
"Other","2008","direct migration background","Urban Area","1","","","","8"
"PDS/Linke","2008","direct migration background","Rural Area","7","","","","5"
"PDS/Linke","2008","no migration background","Urban Area","271","0.045530716771918","0.0398499092629892","0.0512115242808467","5"
"PDS/Linke","2008","no migration background","Rural Area","297","0.11911253381237","0.105979723188378","0.132245344436362","5"
"PDS/Linke","2008","direct migration background","Urban Area","18","","","","5"
"PDS/Linke","2008","indirect migration background","Rural Area","1","","","","5"
"PDS/Linke","2008","indirect migration background","Urban Area","4","","","","5"
"SPD","2008","no migration background","Urban Area","1810","0.372508041833559","0.359333098364241","0.385682985302876","1"
"SPD","2008","no migration background","Rural Area","672","0.281377706939202","0.263146562966795","0.299608850911608","1"
"SPD","2008","direct migration background","Urban Area","190","0.439477671669087","0.394220024805399","0.484735318532775","1"
"SPD","2008","direct migration background","Rural Area","26","","","","1"
"SPD","2008","indirect migration background","Urban Area","95","0.448757187160485","0.379826870781099","0.51768750353987","1"
"SPD","2008","indirect migration background","Rural Area","4","","","","1"
"AfD","2009","direct migration background","Rural Area","","","","","7"
"AfD","2009","direct migration background","Urban Area","","","","","7"
"AfD","2009","indirect migration background","Urban Area","","","","","7"
"AfD","2009","indirect migration background","Rural Area","","","","","7"
"AfD","2009","no migration background","Urban Area","","","","","7"
"AfD","2009","no migration background","Rural Area","","","","","7"
"CDU/CSU","2009","no migration background","Urban Area","1835","0.382084821151888","0.368275526625546","0.39589411567823","2"
"CDU/CSU","2009","no migration background","Rural Area","953","0.452677854436958","0.431821395872098","0.473534313001819","2"
"CDU/CSU","2009","direct migration background","Urban Area","180","0.403464225153114","0.354522958888402","0.452405491417826","2"
"CDU/CSU","2009","direct migration background","Rural Area","44","0.318498624975328","0.22381088173655","0.413186368214107","2"
"CDU/CSU","2009","indirect migration background","Urban Area","39","0.209227674147222","0.146397183994023","0.27205816430042","2"
"CDU/CSU","2009","indirect migration background","Rural Area","7","","","","2"
"FDP","2009","direct migration background","Rural Area","6","","","","3"
"FDP","2009","indirect migration background","Urban Area","18","","","","3"
"FDP","2009","no migration background","Rural Area","145","0.0741029725712348","0.0631274908220136","0.0850784543204561","3"
"FDP","2009","direct migration background","Urban Area","15","","","","3"
"FDP","2009","indirect migration background","Rural Area","1","","","","3"
"FDP","2009","no migration background","Urban Area","426","0.0760760863542849","0.0685413275715946","0.0836108451369753","3"
"Grüne","2009","no migration background","Urban Area","589","0.126617293060229","0.117166331982068","0.136068254138389","4"
"Grüne","2009","no migration background","Rural Area","172","0.0660351616768085","0.0556293175032645","0.0764410058503526","4"
"Grüne","2009","indirect migration background","Rural Area","1","","","","4"
"Grüne","2009","direct migration background","Rural Area","6","","","","4"
"Grüne","2009","indirect migration background","Urban Area","23","","","","4"
"Grüne","2009","direct migration background","Urban Area","40","0.148746541544201","0.113248260633829","0.184244822454572","4"
"NPD","2009","direct migration background","Rural Area","1","","","","6"
"NPD","2009","indirect migration background","Urban Area","2","","","","6"
"NPD","2009","no migration background","Urban Area","52","0.0146713756769823","0.0112543114906154","0.0180884398633492","6"
"NPD","2009","direct migration background","Urban Area","1","","","","6"
"NPD","2009","indirect migration background","Rural Area","","","","","6"
"NPD","2009","no migration background","Rural Area","45","0.0294717612127942","0.0223852649045279","0.0365582575210605","6"
"Other","2009","no migration background","Urban Area","53","0.0111219093699693","0.00814141557944204","0.0141024031604967","8"
"Other","2009","no migration background","Rural Area","16","","","","8"
"Other","2009","indirect migration background","Rural Area","","","","","8"
"Other","2009","direct migration background","Urban Area","1","","","","8"
"Other","2009","direct migration background","Rural Area","3","","","","8"
"Other","2009","indirect migration background","Urban Area","3","","","","8"
"PDS/Linke","2009","direct migration background","Rural Area","5","","","","5"
"PDS/Linke","2009","direct migration background","Urban Area","14","","","","5"
"PDS/Linke","2009","no migration background","Rural Area","271","0.118264393718737","0.104733682458642","0.131795104978832","5"
"PDS/Linke","2009","no migration background","Urban Area","242","0.0466605492101729","0.0406664231277219","0.052654675292624","5"
"PDS/Linke","2009","indirect migration background","Urban Area","4","","","","5"
"PDS/Linke","2009","indirect migration background","Rural Area","","","","","5"
"SPD","2009","no migration background","Urban Area","1559","0.342767965176474","0.329278751224716","0.356257179128231","1"
"SPD","2009","no migration background","Rural Area","586","0.253886047324304","0.235649339924114","0.272122754724494","1"
"SPD","2009","direct migration background","Urban Area","135","0.360387876584592","0.312492028395004","0.40828372477418","1"
"SPD","2009","direct migration background","Rural Area","28","","","","1"
"SPD","2009","indirect migration background","Urban Area","72","0.425183831614165","0.348819947239409","0.501547715988922","1"
"SPD","2009","indirect migration background","Rural Area","6","","","","1"
"AfD","2010","direct migration background","Rural Area","","","","","7"
"AfD","2010","no migration background","Rural Area","","","","","7"
"AfD","2010","indirect migration background","Urban Area","","","","","7"
"AfD","2010","indirect migration background","Rural Area","","","","","7"
"AfD","2010","no migration background","Urban Area","","","","","7"
"AfD","2010","direct migration background","Urban Area","","","","","7"
"CDU/CSU","2010","no migration background","Urban Area","2385","0.366565689326064","0.354848637369532","0.378282741282595","2"
"CDU/CSU","2010","no migration background","Rural Area","1297","0.436745893027895","0.419339571478076","0.454152214577715","2"
"CDU/CSU","2010","direct migration background","Urban Area","282","0.389975656529901","0.354149482909508","0.425801830150294","2"
"CDU/CSU","2010","direct migration background","Rural Area","110","0.477426101630967","0.406957383286077","0.547894819975857","2"
"CDU/CSU","2010","indirect migration background","Urban Area","84","0.25222271245304","0.204861254741755","0.299584170164325","2"
"CDU/CSU","2010","indirect migration background","Rural Area","18","","","","2"
"FDP","2010","direct migration background","Rural Area","6","","","","3"
"FDP","2010","indirect migration background","Rural Area","4","","","","3"
"FDP","2010","no migration background","Rural Area","186","0.0636422622617584","0.0550751568628639","0.0722093676606529","3"
"FDP","2010","direct migration background","Urban Area","36","0.0451042778671836","0.029860418445035","0.0603481372893321","3"
"FDP","2010","indirect migration background","Urban Area","23","","","","3"
"FDP","2010","no migration background","Urban Area","455","0.0560528547378524","0.050459603025611","0.0616461064500938","3"
"Grüne","2010","no migration background","Urban Area","1167","0.153369472314672","0.144607374816444","0.1621315698129","4"
"Grüne","2010","no migration background","Rural Area","279","0.0664885487311707","0.057745283456187","0.0752318140061543","4"
"Grüne","2010","indirect migration background","Rural Area","13","","","","4"
"Grüne","2010","direct migration background","Rural Area","16","","","","4"
"Grüne","2010","indirect migration background","Urban Area","67","0.1683403167396","0.127535284614988","0.209145348864212","4"
"Grüne","2010","direct migration background","Urban Area","75","0.0927005631742535","0.0713983561447239","0.114002770203783","4"
"NPD","2010","indirect migration background","Rural Area","","","","","6"
"NPD","2010","direct migration background","Rural Area","","","","","6"
"NPD","2010","indirect migration background","Urban Area","3","","","","6"
"NPD","2010","no migration background","Urban Area","93","0.0148570328668801","0.0119152722443801","0.0177987934893801","6"
"NPD","2010","direct migration background","Urban Area","1","","","","6"
"NPD","2010","no migration background","Rural Area","64","0.0237710227966014","0.0184248845481746","0.0291171610450282","6"
"Other","2010","no migration background","Urban Area","68","0.0110431613586724","0.00850203046815395","0.0135842922491909","8"
"Other","2010","no migration background","Rural Area","38","0.0117761479397624","0.00799024307844012","0.0155620528010846","8"
"Other","2010","indirect migration background","Rural Area","","","","","8"
"Other","2010","direct migration background","Urban Area","2","","","","8"
"Other","2010","direct migration background","Rural Area","","","","","8"
"Other","2010","indirect migration background","Urban Area","6","","","","8"
"PDS/Linke","2010","direct migration background","Rural Area","12","","","","5"
"PDS/Linke","2010","no migration background","Rural Area","429","0.139220951827641","0.127072007366274","0.151369896289007","5"
"PDS/Linke","2010","direct migration background","Urban Area","43","0.0619491337227055","0.0442423816058654","0.0796558858395456","5"
"PDS/Linke","2010","no migration background","Urban Area","379","0.0624376718569181","0.0565544519436556","0.0683208917701807","5"
"PDS/Linke","2010","indirect migration background","Rural Area","3","","","","5"
"PDS/Linke","2010","indirect migration background","Urban Area","15","","","","5"
"SPD","2010","no migration background","Rural Area","826","0.258355173415171","0.24299320136263","0.273717145467712","1"
"SPD","2010","direct migration background","Urban Area","273","0.398702206505049","0.362737442169808","0.43466697084029","1"
"SPD","2010","direct migration background","Rural Area","49","0.357063785332843","0.289466962572157","0.424660608093529","1"
"SPD","2010","no migration background","Urban Area","1950","0.335674117538941","0.324191492796283","0.3471567422816","1"
"SPD","2010","indirect migration background","Urban Area","125","0.432967903998431","0.378932487594593","0.487003320402269","1"
"SPD","2010","indirect migration background","Rural Area","19","","","","1"
"AfD","2011","direct migration background","Rural Area","","","","","7"
"AfD","2011","no migration background","Rural Area","","","","","7"
"AfD","2011","no migration background","Urban Area","","","","","7"
"AfD","2011","direct migration background","Urban Area","","","","","7"
"AfD","2011","indirect migration background","Rural Area","","","","","7"
"AfD","2011","indirect migration background","Urban Area","","","","","7"
"CDU/CSU","2011","no migration background","Urban Area","2109","0.362273532085093","0.349668813642242","0.374878250527944","2"
"CDU/CSU","2011","no migration background","Rural Area","1124","0.464653925428447","0.445423718706692","0.483884132150202","2"
"CDU/CSU","2011","direct migration background","Rural Area","53","0.356348408968817","0.271015167813","0.441681650124633","2"
"CDU/CSU","2011","indirect migration background","Urban Area","48","0.233174740257588","0.173976470774624","0.292373009740551","2"
"CDU/CSU","2011","indirect migration background","Rural Area","11","","","","2"
"CDU/CSU","2011","direct migration background","Urban Area","213","0.378470470760426","0.336001072089555","0.420939869431296","2"
"FDP","2011","direct migration background","Rural Area","2","","","","3"
"FDP","2011","indirect migration background","Rural Area","1","","","","3"
"FDP","2011","indirect migration background","Urban Area","7","","","","3"
"FDP","2011","no migration background","Rural Area","68","0.0219546627618266","0.0163047113234186","0.0276046142002346","3"
"FDP","2011","direct migration background","Urban Area","13","","","","3"
"FDP","2011","no migration background","Urban Area","209","0.0283327907253439","0.0239816705773232","0.0326839108733647","3"
"Grüne","2011","no migration background","Urban Area","1080","0.189187738248494","0.17891693826193","0.199458538235059","4"
"Grüne","2011","no migration background","Rural Area","306","0.0972972969632639","0.0858704977710062","0.108724096155522","4"
"Grüne","2011","indirect migration background","Rural Area","7","","","","4"
"Grüne","2011","direct migration background","Rural Area","19","","","","4"
"Grüne","2011","indirect migration background","Urban Area","50","0.256877013758606","0.195710599065876","0.318043428451337","4"
"Grüne","2011","direct migration background","Urban Area","66","0.15210300449635","0.120656695854825","0.183549313137876","4"
"NPD","2011","no migration background","Urban Area","55","0.0110783509703418","0.00833351669997214","0.0138231852407115","6"
"NPD","2011","direct migration background","Rural Area","","","","","6"
"NPD","2011","indirect migration background","Rural Area","","","","","6"
"NPD","2011","indirect migration background","Urban Area","1","","","","6"
"NPD","2011","direct migration background","Urban Area","1","","","","6"
"NPD","2011","no migration background","Rural Area","50","0.0273558169635819","0.0210664971703193","0.0336451367568445","6"
"Other","2011","no migration background","Urban Area","63","0.0139889038683344","0.0109090481661141","0.0170687595705547","8"
"Other","2011","no migration background","Rural Area","35","0.0155927632896191","0.0108158123807446","0.0203697141984937","8"
"Other","2011","direct migration background","Urban Area","4","","","","8"
"Other","2011","direct migration background","Rural Area","2","","","","8"
"Other","2011","indirect migration background","Urban Area","3","","","","8"
"Other","2011","indirect migration background","Rural Area","1","","","","8"
"PDS/Linke","2011","direct migration background","Rural Area","7","","","","5"
"PDS/Linke","2011","direct migration background","Urban Area","24","","","","5"
"PDS/Linke","2011","no migration background","Rural Area","294","0.106035745246286","0.0941647246139902","0.117906765878581","5"
"PDS/Linke","2011","no migration background","Urban Area","248","0.043690183802299","0.0383298866222672","0.0490504809823309","5"
"PDS/Linke","2011","indirect migration background","Rural Area","","","","","5"
"PDS/Linke","2011","indirect migration background","Urban Area","11","","","","5"
"SPD","2011","direct migration background","Rural Area","38","0.410327464426047","0.322682665407538","0.497972263444555","1"
"SPD","2011","indirect migration background","Urban Area","76","0.393315896001961","0.324929122713713","0.461702669290209","1"
"SPD","2011","no migration background","Rural Area","707","0.267109789346976","0.250050293237112","0.28416928545684","1"
"SPD","2011","direct migration background","Urban Area","180","0.374251446775163","0.331876330868231","0.416626562682095","1"
"SPD","2011","no migration background","Urban Area","1822","0.351448500300093","0.338928604726248","0.363968395873939","1"
"SPD","2011","indirect migration background","Rural Area","9","","","","1"
"AfD","2012","direct migration background","Rural Area","","","","","7"
"AfD","2012","indirect migration background","Urban Area","","","","","7"
"AfD","2012","indirect migration background","Rural Area","","","","","7"
"AfD","2012","no migration background","Rural Area","","","","","7"
"AfD","2012","direct migration background","Urban Area","","","","","7"
"AfD","2012","no migration background","Urban Area","","","","","7"
"CDU/CSU","2012","no migration background","Urban Area","2060","0.378774331914519","0.365686445710426","0.391862218118613","2"
"CDU/CSU","2012","no migration background","Rural Area","1119","0.465795210723224","0.446399881469926","0.485190539976522","2"
"CDU/CSU","2012","indirect migration background","Rural Area","9","","","","2"
"CDU/CSU","2012","direct migration background","Rural Area","65","0.426429900031905","0.340753702732139","0.51210609733167","2"
"CDU/CSU","2012","indirect migration background","Urban Area","52","0.265434811144009","0.203138325460198","0.327731296827821","2"
"CDU/CSU","2012","direct migration background","Urban Area","205","0.422782537123127","0.37749087674382","0.468074197502434","2"
"FDP","2012","indirect migration background","Urban Area","5","","","","3"
"FDP","2012","direct migration background","Rural Area","3","","","","3"
"FDP","2012","indirect migration background","Rural Area","1","","","","3"
"FDP","2012","direct migration background","Urban Area","14","","","","3"
"FDP","2012","no migration background","Urban Area","154","0.021583412672557","0.0176625962862214","0.0255042290588925","3"
"FDP","2012","no migration background","Rural Area","51","0.023866647015959","0.0179319843297706","0.0298013097021473","3"
"Grüne","2012","indirect migration background","Urban Area","41","0.223625517845092","0.164840623436955","0.282410412253229","4"
"Grüne","2012","direct migration background","Rural Area","11","","","","4"
"Grüne","2012","no migration background","Urban Area","949","0.18289891965682","0.172468590681916","0.193329248631725","4"
"Grüne","2012","no migration background","Rural Area","285","0.093620204330236","0.0822939669681184","0.104946441692354","4"
"Grüne","2012","direct migration background","Urban Area","53","0.133343550961372","0.10217622911858","0.164510872804164","4"
"Grüne","2012","indirect migration background","Rural Area","4","","","","4"
"NPD","2012","no migration background","Urban Area","49","0.0118475162134199","0.00892820642751794","0.0147668259993219","6"
"NPD","2012","no migration background","Rural Area","33","0.0171671791353463","0.0121166712509124","0.0222176870197803","6"
"NPD","2012","direct migration background","Urban Area","3","","","","6"
"NPD","2012","indirect migration background","Urban Area","2","","","","6"
"NPD","2012","direct migration background","Rural Area","","","","","6"
"NPD","2012","indirect migration background","Rural Area","","","","","6"
"Other","2012","no migration background","Urban Area","27","","","","8"
"Other","2012","no migration background","Rural Area","26","","","","8"
"Other","2012","direct migration background","Rural Area","1","","","","8"
"Other","2012","direct migration background","Urban Area","2","","","","8"
"Other","2012","indirect migration background","Urban Area","1","","","","8"
"Other","2012","indirect migration background","Rural Area","","","","","8"
"PDS/Linke","2012","no migration background","Urban Area","239","0.047369206718809","0.0416377514450042","0.0531006619926138","5"
"PDS/Linke","2012","no migration background","Rural Area","256","0.0901976833406037","0.0790594331412907","0.101335933539917","5"
"PDS/Linke","2012","indirect migration background","Urban Area","8","","","","5"
"PDS/Linke","2012","direct migration background","Urban Area","19","","","","5"
"PDS/Linke","2012","direct migration background","Rural Area","7","","","","5"
"PDS/Linke","2012","indirect migration background","Rural Area","1","","","","5"
"SPD","2012","direct migration background","Rural Area","41","0.418147708841751","0.332697261363145","0.503598156320357","1"
"SPD","2012","indirect migration background","Urban Area","84","0.447395711333803","0.377246552066739","0.517544870600867","1"
"SPD","2012","direct migration background","Urban Area","161","0.364635087957437","0.320505402356965","0.408764773557909","1"
"SPD","2012","no migration background","Rural Area","771","0.298415052776683","0.280624221013163","0.316205884540203","1"
"SPD","2012","indirect migration background","Rural Area","10","","","","1"
"SPD","2012","no migration background","Urban Area","1799","0.351781213202718","0.33889718484758","0.364665241557855","1"
"AfD","2013","no migration background","Rural Area","","","","","7"
"AfD","2013","no migration background","Urban Area","","","","","7"
"AfD","2013","direct migration background","Urban Area","","","","","7"
"AfD","2013","direct migration background","Rural Area","","","","","7"
"AfD","2013","indirect migration background","Urban Area","","","","","7"
"AfD","2013","indirect migration background","Rural Area","","","","","7"
"CDU/CSU","2013","no migration background","Rural Area","1157","0.481811816203462","0.462166122412358","0.501457509994566","2"
"CDU/CSU","2013","no migration background","Urban Area","2086","0.402706974873894","0.389362713092805","0.416051236654983","2"
"CDU/CSU","2013","direct migration background","Rural Area","152","0.497749921102306","0.439080527946443","0.556419314258169","2"
"CDU/CSU","2013","indirect migration background","Urban Area","101","0.23070498898816","0.190932350104242","0.270477627872077","2"
"CDU/CSU","2013","indirect migration background","Rural Area","13","","","","2"
"CDU/CSU","2013","direct migration background","Urban Area","453","0.393833308716284","0.364880434323791","0.422786183108776","2"
"FDP","2013","no migration background","Rural Area","47","0.0152879274042038","0.0104638548433861","0.0201119999650216","3"
"FDP","2013","direct migration background","Urban Area","25","","","","3"
"FDP","2013","direct migration background","Rural Area","6","","","","3"
"FDP","2013","indirect migration background","Urban Area","10","","","","3"
"FDP","2013","indirect migration background","Rural Area","2","","","","3"
"FDP","2013","no migration background","Urban Area","182","0.0287196538017569","0.0241753416432405","0.0332639659602732","3"
"Grüne","2013","no migration background","Urban Area","916","0.167807355209522","0.157639632624172","0.177975077794872","4"
"Grüne","2013","direct migration background","Urban Area","142","0.13332164761301","0.11317889863176","0.15346439659426","4"
"Grüne","2013","direct migration background","Rural Area","20","","","","4"
"Grüne","2013","indirect migration background","Urban Area","88","0.227995841401965","0.188387857332811","0.26760382547112","4"
"Grüne","2013","no migration background","Rural Area","293","0.106397988836083","0.0942746101027117","0.118521367569453","4"
"Grüne","2013","indirect migration background","Rural Area","5","","","","4"
"NPD","2013","direct migration background","Rural Area","","","","","6"
"NPD","2013","no migration background","Urban Area","36","0.00842472179518307","0.0059378872875264","0.0109115563028397","6"
"NPD","2013","no migration background","Rural Area","21","","","","6"
"NPD","2013","direct migration background","Urban Area","4","","","","6"
"NPD","2013","indirect migration background","Urban Area","2","","","","6"
"NPD","2013","indirect migration background","Rural Area","","","","","6"
"Other","2013","direct migration background","Rural Area","3","","","","8"
"Other","2013","no migration background","Urban Area","47","0.0108258898604703","0.00801026735205452","0.0136415123688861","8"
"Other","2013","no migration background","Rural Area","32","0.0204073512519293","0.0148482962249551","0.0259664062789035","8"
"Other","2013","direct migration background","Urban Area","12","","","","8"
"Other","2013","indirect migration background","Urban Area","5","","","","8"
"Other","2013","indirect migration background","Rural Area","1","","","","8"
"PDS/Linke","2013","no migration background","Rural Area","234","0.0818724318820944","0.0710927671489984","0.0926520966151904","5"
"PDS/Linke","2013","no migration background","Urban Area","208","0.0376333570993905","0.0324553455229568","0.0428113686758243","5"
"PDS/Linke","2013","direct migration background","Rural Area","10","","","","5"
"PDS/Linke","2013","direct migration background","Urban Area","57","0.0523367180149719","0.0391398856683172","0.0655335503616267","5"
"PDS/Linke","2013","indirect migration background","Urban Area","26","","","","5"
"PDS/Linke","2013","indirect migration background","Rural Area","4","","","","5"
"SPD","2013","direct migration background","Rural Area","88","0.307825910481805","0.253662469789743","0.361989351173866","1"
"SPD","2013","no migration background","Urban Area","1714","0.343882047359783","0.33095789800909","0.356806196710475","1"
"SPD","2013","no migration background","Rural Area","701","0.280905974775168","0.263235092932948","0.298576856617388","1"
"SPD","2013","indirect migration background","Urban Area","199","0.434260882478486","0.387466586728554","0.481055178228418","1"
"SPD","2013","direct migration background","Urban Area","401","0.382688318954873","0.353886873739229","0.411489764170516","1"
"SPD","2013","indirect migration background","Rural Area","24","","","","1"
"AfD","2014","no migration background","Rural Area","61","0.0174679290071827","0.0130109710076968","0.0219248870066687","7"
"AfD","2014","indirect migration background","Urban Area","11","","","","7"
"AfD","2014","no migration background","Urban Area","120","0.0159804047953363","0.0129212903190983","0.0190395192715743","7"
"AfD","2014","direct migration background","Urban Area","13","","","","7"
"AfD","2014","direct migration background","Rural Area","4","","","","7"
"AfD","2014","indirect migration background","Rural Area","","","","","7"
"CDU/CSU","2014","no migration background","Urban Area","2543","0.40161503130528","0.389656019765827","0.413574042844732","2"
"CDU/CSU","2014","no migration background","Rural Area","1511","0.469190499109938","0.452212425456988","0.486168572762888","2"
"CDU/CSU","2014","direct migration background","Rural Area","159","0.470054766386122","0.413670936923614","0.52643859584863","2"
"CDU/CSU","2014","direct migration background","Urban Area","456","0.410992356781913","0.381823772694407","0.44016094086942","2"
"CDU/CSU","2014","indirect migration background","Urban Area","109","0.196995360750331","0.161634975915891","0.232355745584771","2"
"CDU/CSU","2014","indirect migration background","Rural Area","26","","","","2"
"FDP","2014","direct migration background","Urban Area","21","","","","3"
"FDP","2014","direct migration background","Rural Area","3","","","","3"
"FDP","2014","indirect migration background","Urban Area","10","","","","3"
"FDP","2014","no migration background","Rural Area","64","0.0175395738771107","0.0130736479370716","0.0220054998171498","3"
"FDP","2014","no migration background","Urban Area","199","0.0277115014106936","0.0237071925311027","0.0317158102902845","3"
"FDP","2014","indirect migration background","Rural Area","5","","","","3"
"Grüne","2014","no migration background","Urban Area","1115","0.151537133113807","0.142789794852157","0.160284471375457","4"
"Grüne","2014","no migration background","Rural Area","340","0.0875283339585672","0.0779137944216546","0.0971428734954797","4"
"Grüne","2014","direct migration background","Urban Area","127","0.137152887355207","0.116758652672939","0.157547122037476","4"
"Grüne","2014","direct migration background","Rural Area","20","","","","4"
"Grüne","2014","indirect migration background","Urban Area","101","0.217942085408629","0.18123753022895","0.254646640588309","4"
"Grüne","2014","indirect migration background","Rural Area","8","","","","4"
"NPD","2014","no migration background","Urban Area","52","0.00926924548353455","0.00693148516778197","0.0116070057992871","6"
"NPD","2014","direct migration background","Rural Area","1","","","","6"
"NPD","2014","no migration background","Rural Area","36","0.0130904816762323","0.00922359943035062","0.016957363922114","6"
"NPD","2014","indirect migration background","Urban Area","7","","","","6"
"NPD","2014","direct migration background","Urban Area","3","","","","6"
"NPD","2014","indirect migration background","Rural Area","","","","","6"
"Other","2014","direct migration background","Rural Area","2","","","","8"
"Other","2014","indirect migration background","Urban Area","4","","","","8"
"Other","2014","indirect migration background","Rural Area","1","","","","8"
"Other","2014","no migration background","Urban Area","47","0.00728238856095853","0.00520819274060729","0.00935658438130978","8"
"Other","2014","no migration background","Rural Area","44","0.0118988814523605","0.00820997001303301","0.015587792891688","8"
"Other","2014","direct migration background","Urban Area","8","","","","8"
"PDS/Linke","2014","no migration background","Rural Area","372","0.103447851769844","0.0930870591558298","0.113808644383858","5"
"PDS/Linke","2014","no migration background","Urban Area","363","0.0520949729906559","0.0466739619778878","0.0575159840034239","5"
"PDS/Linke","2014","direct migration background","Rural Area","19","","","","5"
"PDS/Linke","2014","direct migration background","Urban Area","111","0.0885926781634857","0.0717468183630197","0.105438537963952","5"
"PDS/Linke","2014","indirect migration background","Rural Area","3","","","","5"
"PDS/Linke","2014","indirect migration background","Urban Area","46","0.103728272323465","0.0766202161350994","0.130836328511831","5"
"SPD","2014","direct migration background","Rural Area","93","0.3721085684281","0.317502368257185","0.426714768599015","1"
"SPD","2014","indirect migration background","Urban Area","198","0.419178346630891","0.375310049546752","0.463046643715031","1"
"SPD","2014","no migration background","Urban Area","2016","0.334509322339734","0.322999329100137","0.346019315579331","1"
"SPD","2014","no migration background","Rural Area","891","0.279836449148765","0.264563877403154","0.295109020894376","1"
"SPD","2014","direct migration background","Urban Area","354","0.337038412308192","0.309014943441062","0.365061881175322","1"
"SPD","2014","indirect migration background","Rural Area","36","0.359614977821006","0.253793453264039","0.465436502377973","1"
"AfD","2015","no migration background","Rural Area","98","0.036184602376738","0.0293355920366078","0.0430336127168682","7"
"AfD","2015","direct migration background","Urban Area","13","","","","7"
"AfD","2015","indirect migration background","Rural Area","4","","","","7"
"AfD","2015","direct migration background","Rural Area","6","","","","7"
"AfD","2015","indirect migration background","Urban Area","3","","","","7"
"AfD","2015","no migration background","Urban Area","149","0.0287652035686614","0.024398755399436","0.0331316517378868","7"
"CDU/CSU","2015","no migration background","Urban Area","2202","0.403749306866737","0.390931822098093","0.416566791635382","2"
"CDU/CSU","2015","no migration background","Rural Area","1279","0.476619990591442","0.458302596816888","0.494937384365995","2"
"CDU/CSU","2015","direct migration background","Rural Area","155","0.464568081783305","0.406664894046975","0.522471269519634","2"
"CDU/CSU","2015","direct migration background","Urban Area","387","0.422873552025061","0.391242106002077","0.454504998048045","2"
"CDU/CSU","2015","indirect migration background","Urban Area","102","0.246226768452125","0.203470108147337","0.288983428756913","2"
"CDU/CSU","2015","indirect migration background","Rural Area","21","","","","2"
"FDP","2015","no migration background","Urban Area","185","0.0291601521431896","0.0247647242866531","0.0335555799997261","3"
"FDP","2015","direct migration background","Urban Area","19","","","","3"
"FDP","2015","direct migration background","Rural Area","4","","","","3"
"FDP","2015","indirect migration background","Urban Area","9","","","","3"
"FDP","2015","indirect migration background","Rural Area","1","","","","3"
"FDP","2015","no migration background","Rural Area","52","0.0168708531677775","0.0121475828850479","0.0215941234505072","3"
"Grüne","2015","no migration background","Urban Area","960","0.153186263721988","0.143777418472481","0.162595108971495","4"
"Grüne","2015","no migration background","Rural Area","307","0.0876724353482293","0.0773001149624876","0.098044755733971","4"
"Grüne","2015","direct migration background","Urban Area","108","0.143614936214082","0.121159957770162","0.166069914658002","4"
"Grüne","2015","direct migration background","Rural Area","14","","","","4"
"Grüne","2015","indirect migration background","Urban Area","76","0.188466192184292","0.149652422545656","0.227279961822927","4"
"Grüne","2015","indirect migration background","Rural Area","8","","","","4"
"NPD","2015","no migration background","Urban Area","49","0.00892957187112263","0.0064720349903392","0.0113871087519061","6"
"NPD","2015","direct migration background","Rural Area","3","","","","6"
"NPD","2015","no migration background","Rural Area","38","0.0163431664287828","0.0116931027758348","0.0209932300817308","6"
"NPD","2015","indirect migration background","Urban Area","4","","","","6"
"NPD","2015","direct migration background","Urban Area","3","","","","6"
"NPD","2015","indirect migration background","Rural Area","1","","","","6"
"Other","2015","direct migration background","Rural Area","","","","","8"
"Other","2015","indirect migration background","Urban Area","10","","","","8"
"Other","2015","indirect migration background","Rural Area","1","","","","8"
"Other","2015","no migration background","Urban Area","45","0.00824936137016625","0.00588646935111081","0.0106122533892217","8"
"Other","2015","no migration background","Rural Area","35","0.0143120279897765","0.00995601359300068","0.0186680423865523","8"
"Other","2015","direct migration background","Urban Area","7","","","","8"
"PDS/Linke","2015","direct migration background","Rural Area","42","0.10245822886601","0.0672514398316612","0.137665017900359","5"
"PDS/Linke","2015","no migration background","Rural Area","320","0.0980991792769593","0.0871902765929863","0.109008081960932","5"
"PDS/Linke","2015","no migration background","Urban Area","318","0.0500050399444113","0.0443112688069687","0.0556988110818539","5"
"PDS/Linke","2015","direct migration background","Urban Area","102","0.081641790199377","0.0641094208377925","0.0991741595609615","5"
"PDS/Linke","2015","indirect migration background","Rural Area","3","","","","5"
"PDS/Linke","2015","indirect migration background","Urban Area","37","0.109664576484931","0.0786528605779391","0.140676292391922","5"
"SPD","2015","no migration background","Urban Area","1721","0.317955100513723","0.305789827844956","0.33012037318249","1"
"SPD","2015","no migration background","Rural Area","727","0.253897744820295","0.237935366948022","0.269860122692568","1"
"SPD","2015","direct migration background","Urban Area","298","0.322592933571086","0.292661288833959","0.352524578308212","1"
"SPD","2015","direct migration background","Rural Area","61","0.290411656767932","0.237708586100652","0.343114727435212","1"
"SPD","2015","indirect migration background","Urban Area","149","0.380673161822073","0.332483723170892","0.428862600473254","1"
"SPD","2015","indirect migration background","Rural Area","30","0.326311106597664","0.215682060563628","0.4369401526317","1"
