"party","year","education","migback","n","percent","lower_confidence","upper_confidence"
"AfD","2011","Other degree","indirect migration background","","","",""
"AfD","2011","no degree/no degree yet","no migration background","","","",""
"AfD","2011","no degree/no degree yet","direct migration background","","","",""
"AfD","2011","no degree/no degree yet","indirect migration background","","","",""
"Other","2011","lower secondary degree","no migration background","34","0.0147003425629227","0.0100564075718293","0.0193442775540161"
"Other","2011","lower secondary degree","direct migration background","","","",""
"Other","2011","lower secondary degree","indirect migration background","","","",""
"Other","2011","secondary school degree","no migration background","","","",""
"Other","2011","secondary school degree","direct migration background","","","",""
"Other","2011","secondary school degree","indirect migration background","","","",""
"Other","2011","college entrance qualification","no migration background","35","0.0188956800733529","0.0141096371682378","0.0236817229784681"
"Other","2011","college entrance qualification","direct migration background","","","",""
"Other","2011","college entrance qualification","indirect migration background","","","",""
"Other","2011","Other degree","no migration background","","","",""
"Other","2011","Other degree","direct migration background","","","",""
"Other","2011","Other degree","indirect migration background","","","",""
"Other","2011","no degree/no degree yet","no migration background","","","",""
"Other","2011","no degree/no degree yet","direct migration background","","","",""
"Other","2011","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","2012","lower secondary degree","no migration background","1119","0.445487904198768","0.426151498365557","0.464824310031979"
"CDU/CSU","2012","lower secondary degree","direct migration background","38","0.459931941751493","0.360234616591457","0.55962926691153"
"CDU/CSU","2012","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","2012","secondary school degree","no migration background","916","0.409759360887186","0.389195149546979","0.430323572227393"
"CDU/CSU","2012","secondary school degree","direct migration background","34","0.486535424482247","0.368602240949818","0.604468608014676"
"CDU/CSU","2012","secondary school degree","indirect migration background","","","",""
"CDU/CSU","2012","college entrance qualification","no migration background","1030","0.326145155790472","0.309405860572356","0.342884451008589"
"CDU/CSU","2012","college entrance qualification","direct migration background","42","0.369375890706985","0.277060736538068","0.461691044875902"
"CDU/CSU","2012","college entrance qualification","indirect migration background","","","",""
"CDU/CSU","2012","Other degree","no migration background","30","0.365171580735317","0.258320860067571","0.472022301403063"
"CDU/CSU","2012","Other degree","direct migration background","145","0.421675512536864","0.365418428586003","0.477932596487724"
"CDU/CSU","2012","Other degree","indirect migration background","","","",""
"CDU/CSU","2012","no degree/no degree yet","no migration background","34","0.363577690967448","0.272433810832329","0.454721571102567"
"CDU/CSU","2012","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","2012","no degree/no degree yet","indirect migration background","","","",""
"SPD","2012","lower secondary degree","no migration background","1050","0.411431439381716","0.392286695991388","0.430576182772043"
"SPD","2012","lower secondary degree","direct migration background","42","0.390534135502936","0.292941585060915","0.488126685944957"
"SPD","2012","lower secondary degree","indirect migration background","","","",""
"SPD","2012","secondary school degree","no migration background","645","0.295372523894985","0.27629605905066","0.31444898873931"
"SPD","2012","secondary school degree","direct migration background","","","",""
"SPD","2012","secondary school degree","indirect migration background","","","",""
"SPD","2012","college entrance qualification","no migration background","793","0.267188734694686","0.251388859175415","0.282988610213958"
"SPD","2012","college entrance qualification","direct migration background","","","",""
"SPD","2012","college entrance qualification","indirect migration background","46","0.40424502126425","0.316073001275199","0.492417041253301"
"SPD","2012","Other degree","no migration background","30","0.423238077956238","0.313592417820562","0.532883738091914"
"SPD","2012","Other degree","direct migration background","96","0.369866624157112","0.314869364712567","0.424863883601657"
"SPD","2012","Other degree","indirect migration background","","","",""
"SPD","2012","no degree/no degree yet","no migration background","","","",""
"SPD","2012","no degree/no degree yet","direct migration background","","","",""
"SPD","2012","no degree/no degree yet","indirect migration background","","","",""
"FDP","2012","lower secondary degree","no migration background","39","0.0161969523332774","0.0112859174835625","0.0211079871829923"
"FDP","2012","lower secondary degree","direct migration background","","","",""
"FDP","2012","lower secondary degree","indirect migration background","","","",""
"FDP","2012","secondary school degree","no migration background","53","0.0255467736885099","0.0189492403745991","0.0321443070024207"
"FDP","2012","secondary school degree","direct migration background","","","",""
"FDP","2012","secondary school degree","indirect migration background","","","",""
"FDP","2012","college entrance qualification","no migration background","121","0.0334677556988115","0.0270457602452914","0.0398897511523317"
"FDP","2012","college entrance qualification","direct migration background","","","",""
"FDP","2012","college entrance qualification","indirect migration background","","","",""
"FDP","2012","Other degree","no migration background","","","",""
"FDP","2012","Other degree","direct migration background","","","",""
"FDP","2012","Other degree","indirect migration background","","","",""
"FDP","2012","no degree/no degree yet","no migration background","","","",""
"FDP","2012","no degree/no degree yet","direct migration background","","","",""
"FDP","2012","no degree/no degree yet","indirect migration background","","","",""
"Grüne","2012","lower secondary degree","no migration background","117","0.0455516162485659","0.0374395703154529","0.0536636621816789"
"Grüne","2012","lower secondary degree","direct migration background","","","",""
"Grüne","2012","lower secondary degree","indirect migration background","","","",""
"Grüne","2012","secondary school degree","no migration background","269","0.113676440063539","0.100403582258891","0.126949297868186"
"Grüne","2012","secondary school degree","direct migration background","","","",""
"Grüne","2012","secondary school degree","indirect migration background","","","",""
"Grüne","2012","college entrance qualification","no migration background","812","0.289433065970653","0.273240148789091","0.305625983152215"
"Grüne","2012","college entrance qualification","direct migration background","","","",""
"Grüne","2012","college entrance qualification","indirect migration background","30","0.247537949580331","0.169995805415053","0.325080093745608"
"Grüne","2012","Other degree","no migration background","","","",""
"Grüne","2012","Other degree","direct migration background","","","",""
"Grüne","2012","Other degree","indirect migration background","","","",""
"Grüne","2012","no degree/no degree yet","no migration background","35","0.318783819399446","0.230486643254195","0.407080995544698"
"Grüne","2012","no degree/no degree yet","direct migration background","","","",""
"Grüne","2012","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","2012","lower secondary degree","no migration background","135","0.0481127046793745","0.0397869246362487","0.0564384847225003"
"PDS/Linke","2012","lower secondary degree","direct migration background","","","",""
"PDS/Linke","2012","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","2012","secondary school degree","no migration background","191","0.0944754079990844","0.0822449540916629","0.106705861906506"
"PDS/Linke","2012","secondary school degree","direct migration background","","","",""
"PDS/Linke","2012","secondary school degree","indirect migration background","","","",""
"PDS/Linke","2012","college entrance qualification","no migration background","169","0.0446707067392028","0.0372944421891981","0.0520469712892074"
"PDS/Linke","2012","college entrance qualification","direct migration background","","","",""
"PDS/Linke","2012","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","2012","Other degree","no migration background","","","",""
"PDS/Linke","2012","Other degree","direct migration background","","","",""
"PDS/Linke","2012","Other degree","indirect migration background","","","",""
"PDS/Linke","2012","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","2012","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","2012","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","2012","lower secondary degree","no migration background","","","",""
"NPD Combination","2012","lower secondary degree","direct migration background","","","",""
"NPD Combination","2012","lower secondary degree","indirect migration background","","","",""
"NPD Combination","2012","secondary school degree","no migration background","47","0.0291486772999107","0.0221144102484532","0.0361829443513681"
"NPD Combination","2012","secondary school degree","direct migration background","","","",""
"NPD Combination","2012","secondary school degree","indirect migration background","","","",""
"NPD Combination","2012","college entrance qualification","no migration background","","","",""
"NPD Combination","2012","college entrance qualification","direct migration background","","","",""
"NPD Combination","2012","college entrance qualification","indirect migration background","","","",""
"NPD Combination","2012","Other degree","no migration background","","","",""
"NPD Combination","2012","Other degree","direct migration background","","","",""
"NPD Combination","2012","Other degree","indirect migration background","","","",""
"NPD Combination","2012","no degree/no degree yet","no migration background","","","",""
"NPD Combination","2012","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","2012","no degree/no degree yet","indirect migration background","","","",""
"AfD","2012","lower secondary degree","no migration background","","","",""
"AfD","2012","lower secondary degree","direct migration background","","","",""
"AfD","2012","lower secondary degree","indirect migration background","","","",""
"AfD","2012","secondary school degree","no migration background","","","",""
"AfD","2012","secondary school degree","direct migration background","","","",""
"AfD","2012","secondary school degree","indirect migration background","","","",""
"AfD","2012","college entrance qualification","no migration background","","","",""
"AfD","2012","college entrance qualification","direct migration background","","","",""
"AfD","2012","college entrance qualification","indirect migration background","","","",""
"AfD","2012","Other degree","no migration background","","","",""
"AfD","2012","Other degree","direct migration background","","","",""
"AfD","2012","Other degree","indirect migration background","","","",""
"AfD","2012","no degree/no degree yet","no migration background","","","",""
"AfD","2012","no degree/no degree yet","direct migration background","","","",""
"AfD","2012","no degree/no degree yet","indirect migration background","","","",""
"Other","2012","lower secondary degree","no migration background","54","0.0228454863647562","0.0170327034030949","0.0286582693264176"
"Other","2012","lower secondary degree","direct migration background","","","",""
"Other","2012","lower secondary degree","indirect migration background","","","",""
"Other","2012","secondary school degree","no migration background","76","0.0320208161667849","0.0246590457374378","0.0393825865961319"
"Other","2012","secondary school degree","direct migration background","","","",""
"Other","2012","secondary school degree","indirect migration background","","","",""
"Other","2012","college entrance qualification","no migration background","80","0.0343481111443132","0.0278451635804837","0.0408510587081427"
"Other","2012","college entrance qualification","direct migration background","","","",""
"Other","2012","college entrance qualification","indirect migration background","","","",""
"Other","2012","Other degree","no migration background","","","",""
"Other","2012","Other degree","direct migration background","","","",""
"Other","2012","Other degree","indirect migration background","","","",""
"Other","2012","no degree/no degree yet","no migration background","","","",""
"Other","2012","no degree/no degree yet","direct migration background","","","",""
"Other","2012","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","2013","lower secondary degree","no migration background","1094","0.466601139580212","0.446537245643265","0.48666503351716"
"CDU/CSU","2013","lower secondary degree","direct migration background","56","0.375207998211493","0.296938383119941","0.453477613303045"
"CDU/CSU","2013","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","2013","secondary school degree","no migration background","976","0.453226820955828","0.43219444383702","0.474259198074636"
"CDU/CSU","2013","secondary school degree","direct migration background","53","0.504037429140463","0.413441015644219","0.594633842636706"
"CDU/CSU","2013","secondary school degree","indirect migration background","","","",""
"CDU/CSU","2013","college entrance qualification","no migration background","1076","0.354129863924891","0.336984803827295","0.371274924022488"
"CDU/CSU","2013","college entrance qualification","direct migration background","73","0.392362308869932","0.322001921793575","0.462722695946289"
"CDU/CSU","2013","college entrance qualification","indirect migration background","56","0.238217433261977","0.183163740063763","0.29327112646019"
"CDU/CSU","2013","Other degree","no migration background","32","0.401428916965898","0.285768237678126","0.51708959625367"
"CDU/CSU","2013","Other degree","direct migration background","383","0.428976157498859","0.394850100715153","0.463102214282565"
"CDU/CSU","2013","Other degree","indirect migration background","","","",""
"CDU/CSU","2013","no degree/no degree yet","no migration background","","","",""
"CDU/CSU","2013","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","2013","no degree/no degree yet","indirect migration background","","","",""
"SPD","2013","lower secondary degree","no migration background","944","0.403647357643802","0.383915457230705","0.423379258056899"
"SPD","2013","lower secondary degree","direct migration background","73","0.51897809327231","0.438208784823211","0.59974740172141"
"SPD","2013","lower secondary degree","indirect migration background","49","0.422292068107835","0.321907433152569","0.522676703063101"
"SPD","2013","secondary school degree","no migration background","617","0.288766502624158","0.269619250086487","0.307913755161828"
"SPD","2013","secondary school degree","direct migration background","38","0.304197883087703","0.220834347262886","0.38756141891252"
"SPD","2013","secondary school degree","indirect migration background","47","0.576713698770679","0.47463759685743","0.678789800683929"
"SPD","2013","college entrance qualification","no migration background","772","0.267441135052504","0.251573196828913","0.283309073276096"
"SPD","2013","college entrance qualification","direct migration background","58","0.254644155304542","0.191865658327869","0.317422652281216"
"SPD","2013","college entrance qualification","indirect migration background","92","0.373911244457449","0.311381538296821","0.436440950618078"
"SPD","2013","Other degree","no migration background","","","",""
"SPD","2013","Other degree","direct migration background","252","0.351250800754811","0.31833613194607","0.384165469563553"
"SPD","2013","Other degree","indirect migration background","","","",""
"SPD","2013","no degree/no degree yet","no migration background","","","",""
"SPD","2013","no degree/no degree yet","direct migration background","52","0.5530348665268","0.457481828233642","0.648587904819957"
"SPD","2013","no degree/no degree yet","indirect migration background","","","",""
"FDP","2013","lower secondary degree","no migration background","41","0.0129796475590143","0.00842755810319061","0.017531737014838"
"FDP","2013","lower secondary degree","direct migration background","","","",""
"FDP","2013","lower secondary degree","indirect migration background","","","",""
"FDP","2013","secondary school degree","no migration background","63","0.0304413435387678","0.023182859774296","0.0376998273032396"
"FDP","2013","secondary school degree","direct migration background","","","",""
"FDP","2013","secondary school degree","indirect migration background","","","",""
"FDP","2013","college entrance qualification","no migration background","124","0.0340272034161449","0.02752769201025","0.0405267148220398"
"FDP","2013","college entrance qualification","direct migration background","","","",""
"FDP","2013","college entrance qualification","indirect migration background","","","",""
"FDP","2013","Other degree","no migration background","","","",""
"FDP","2013","Other degree","direct migration background","","","",""
"FDP","2013","Other degree","indirect migration background","","","",""
"FDP","2013","no degree/no degree yet","no migration background","","","",""
"FDP","2013","no degree/no degree yet","direct migration background","","","",""
"FDP","2013","no degree/no degree yet","indirect migration background","","","",""
"Grüne","2013","lower secondary degree","no migration background","123","0.0472965716122725","0.0387594792774531","0.0558336639470918"
"Grüne","2013","lower secondary degree","direct migration background","","","",""
"Grüne","2013","lower secondary degree","indirect migration background","","","",""
"Grüne","2013","secondary school degree","no migration background","265","0.115777119290826","0.102258908889282","0.129295329692371"
"Grüne","2013","secondary school degree","direct migration background","","","",""
"Grüne","2013","secondary school degree","indirect migration background","","","",""
"Grüne","2013","college entrance qualification","no migration background","801","0.280070626667367","0.263972925474733","0.29616832786"
"Grüne","2013","college entrance qualification","direct migration background","38","0.268552248796662","0.204686460354216","0.332418037239108"
"Grüne","2013","college entrance qualification","indirect migration background","61","0.242102043035461","0.186742975234273","0.297461110836649"
"Grüne","2013","Other degree","no migration background","","","",""
"Grüne","2013","Other degree","direct migration background","94","0.119713407785698","0.0973300183390111","0.142096797232386"
"Grüne","2013","Other degree","indirect migration background","","","",""
"Grüne","2013","no degree/no degree yet","no migration background","","","",""
"Grüne","2013","no degree/no degree yet","direct migration background","","","",""
"Grüne","2013","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","2013","lower secondary degree","no migration background","120","0.0424019099773889","0.0342978876392014","0.0505059323155765"
"PDS/Linke","2013","lower secondary degree","direct migration background","","","",""
"PDS/Linke","2013","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","2013","secondary school degree","no migration background","158","0.0714729596518117","0.0605887946109205","0.0823571246927029"
"PDS/Linke","2013","secondary school degree","direct migration background","","","",""
"PDS/Linke","2013","secondary school degree","indirect migration background","","","",""
"PDS/Linke","2013","college entrance qualification","no migration background","169","0.0443736308661735","0.0369913310505989","0.0517559306817482"
"PDS/Linke","2013","college entrance qualification","direct migration background","","","",""
"PDS/Linke","2013","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","2013","Other degree","no migration background","","","",""
"PDS/Linke","2013","Other degree","direct migration background","32","0.0340411599482265","0.0215378816911579","0.0465444382052952"
"PDS/Linke","2013","Other degree","indirect migration background","","","",""
"PDS/Linke","2013","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","2013","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","2013","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","2013","lower secondary degree","no migration background","","","",""
"NPD Combination","2013","lower secondary degree","direct migration background","","","",""
"NPD Combination","2013","lower secondary degree","indirect migration background","","","",""
"NPD Combination","2013","secondary school degree","no migration background","","","",""
"NPD Combination","2013","secondary school degree","direct migration background","","","",""
"NPD Combination","2013","secondary school degree","indirect migration background","","","",""
"NPD Combination","2013","college entrance qualification","no migration background","","","",""
"NPD Combination","2013","college entrance qualification","direct migration background","","","",""
"NPD Combination","2013","college entrance qualification","indirect migration background","","","",""
"NPD Combination","2013","Other degree","no migration background","","","",""
"NPD Combination","2013","Other degree","direct migration background","","","",""
"NPD Combination","2013","Other degree","indirect migration background","","","",""
"NPD Combination","2013","no degree/no degree yet","no migration background","","","",""
"NPD Combination","2013","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","2013","no degree/no degree yet","indirect migration background","","","",""
"AfD","2013","lower secondary degree","no migration background","","","",""
"AfD","2013","lower secondary degree","direct migration background","","","",""
"AfD","2013","lower secondary degree","indirect migration background","","","",""
"AfD","2013","secondary school degree","no migration background","","","",""
"AfD","2013","secondary school degree","direct migration background","","","",""
"AfD","2013","secondary school degree","indirect migration background","","","",""
"AfD","2013","college entrance qualification","no migration background","","","",""
"AfD","2013","college entrance qualification","direct migration background","","","",""
"AfD","2013","college entrance qualification","indirect migration background","","","",""
"AfD","2013","Other degree","no migration background","","","",""
"AfD","2013","Other degree","direct migration background","","","",""
"AfD","2013","Other degree","indirect migration background","","","",""
"AfD","2013","no degree/no degree yet","no migration background","","","",""
"AfD","2013","no degree/no degree yet","direct migration background","","","",""
"AfD","2013","no degree/no degree yet","indirect migration background","","","",""
"Other","2013","lower secondary degree","no migration background","35","0.0188325600100137","0.0133656424119079","0.0242994776081195"
"Other","2013","lower secondary degree","direct migration background","","","",""
"Other","2013","lower secondary degree","indirect migration background","","","",""
"Other","2013","secondary school degree","no migration background","44","0.0205368944664906","0.0145446657155694","0.0265291232174118"
"Other","2013","secondary school degree","direct migration background","","","",""
"Other","2013","secondary school degree","indirect migration background","","","",""
"Other","2013","college entrance qualification","no migration background","45","0.0193639513551544","0.0144238478084427","0.0243040549018662"
"Other","2013","college entrance qualification","direct migration background","","","",""
"Other","2013","college entrance qualification","indirect migration background","","","",""
"Other","2013","Other degree","no migration background","","","",""
"Other","2013","Other degree","direct migration background","","","",""
"Other","2013","Other degree","indirect migration background","","","",""
"Other","2013","no degree/no degree yet","no migration background","","","",""
"Other","2013","no degree/no degree yet","direct migration background","","","",""
"Other","2013","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","2014","lower secondary degree","no migration background","1221","0.467343549072615","0.448393766578269","0.48629333156696"
"CDU/CSU","2014","lower secondary degree","direct migration background","74","0.436165618085661","0.362481318692742","0.509849917478581"
"CDU/CSU","2014","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","2014","secondary school degree","no migration background","1290","0.439829764551361","0.421779758779508","0.457879770323215"
"CDU/CSU","2014","secondary school degree","direct migration background","54","0.425247932622603","0.338580793446815","0.51191507179839"
"CDU/CSU","2014","secondary school degree","indirect migration background","32","0.249733746909688","0.172286891130211","0.327180602689165"
"CDU/CSU","2014","college entrance qualification","no migration background","1394","0.357309294330216","0.342311842951342","0.37230674570909"
"CDU/CSU","2014","college entrance qualification","direct migration background","89","0.337396170382514","0.27533889490012","0.399453445864909"
"CDU/CSU","2014","college entrance qualification","indirect migration background","68","0.197429266842063","0.151456644968254","0.243401888715871"
"CDU/CSU","2014","Other degree","no migration background","","","",""
"CDU/CSU","2014","Other degree","direct migration background","363","0.448137125734695","0.413459001604356","0.482815249865035"
"CDU/CSU","2014","Other degree","indirect migration background","","","",""
"CDU/CSU","2014","no degree/no degree yet","no migration background","43","0.272604262616703","0.201813271275286","0.343395253958119"
"CDU/CSU","2014","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","2014","no degree/no degree yet","indirect migration background","","","",""
"SPD","2014","lower secondary degree","no migration background","1018","0.391222314278486","0.372686841011163","0.409757787545809"
"SPD","2014","lower secondary degree","direct migration background","66","0.385761661853269","0.313434494136915","0.458088829569623"
"SPD","2014","lower secondary degree","indirect migration background","46","0.418106601035005","0.317859494998883","0.518353707071127"
"SPD","2014","secondary school degree","no migration background","802","0.291775918882482","0.275245453129318","0.308306384635646"
"SPD","2014","secondary school degree","direct migration background","32","0.251726987754943","0.175643920101095","0.327810055408792"
"SPD","2014","secondary school degree","indirect migration background","51","0.445179442461237","0.356259066382489","0.534099818539984"
"SPD","2014","college entrance qualification","no migration background","955","0.254748493370474","0.241112036607921","0.268384950133027"
"SPD","2014","college entrance qualification","direct migration background","66","0.319403991862565","0.258209754314014","0.380598229411116"
"SPD","2014","college entrance qualification","indirect migration background","102","0.351307027871538","0.296173616842029","0.406440438901047"
"SPD","2014","Other degree","no migration background","","","",""
"SPD","2014","Other degree","direct migration background","236","0.328423386052476","0.295674286396708","0.361172485708243"
"SPD","2014","Other degree","indirect migration background","","","",""
"SPD","2014","no degree/no degree yet","no migration background","44","0.260531499697215","0.190753863013525","0.330309136380904"
"SPD","2014","no degree/no degree yet","direct migration background","34","0.524343740837063","0.408179203048508","0.640508278625619"
"SPD","2014","no degree/no degree yet","indirect migration background","","","",""
"FDP","2014","lower secondary degree","no migration background","36","0.0141435703835808","0.00965871057149103","0.0186284301956705"
"FDP","2014","lower secondary degree","direct migration background","","","",""
"FDP","2014","lower secondary degree","indirect migration background","","","",""
"FDP","2014","secondary school degree","no migration background","61","0.0206160233995747","0.0154488388959863","0.0257832079031631"
"FDP","2014","secondary school degree","direct migration background","","","",""
"FDP","2014","secondary school degree","indirect migration background","","","",""
"FDP","2014","college entrance qualification","no migration background","161","0.040707127036226","0.0345226193791541","0.0468916346932978"
"FDP","2014","college entrance qualification","direct migration background","","","",""
"FDP","2014","college entrance qualification","indirect migration background","","","",""
"FDP","2014","Other degree","no migration background","","","",""
"FDP","2014","Other degree","direct migration background","","","",""
"FDP","2014","Other degree","indirect migration background","","","",""
"FDP","2014","no degree/no degree yet","no migration background","","","",""
"FDP","2014","no degree/no degree yet","direct migration background","","","",""
"FDP","2014","no degree/no degree yet","indirect migration background","","","",""
"Grüne","2014","lower secondary degree","no migration background","97","0.0357085375998581","0.0286607517252524","0.0427563234744637"
"Grüne","2014","lower secondary degree","direct migration background","","","",""
"Grüne","2014","lower secondary degree","indirect migration background","","","",""
"Grüne","2014","secondary school degree","no migration background","293","0.0892761414395986","0.0789071602770857","0.0996451226021116"
"Grüne","2014","secondary school degree","direct migration background","","","",""
"Grüne","2014","secondary school degree","indirect migration background","","","",""
"Grüne","2014","college entrance qualification","no migration background","1028","0.256342391155155","0.242677976740999","0.270006805569311"
"Grüne","2014","college entrance qualification","direct migration background","34","0.173090845452147","0.123436002908129","0.222745687996165"
"Grüne","2014","college entrance qualification","indirect migration background","69","0.239307004800949","0.190031139287912","0.288582870313985"
"Grüne","2014","Other degree","no migration background","","","",""
"Grüne","2014","Other degree","direct migration background","78","0.118934309089023","0.0963611538987881","0.141507464279257"
"Grüne","2014","Other degree","indirect migration background","","","",""
"Grüne","2014","no degree/no degree yet","no migration background","30","0.179145718127094","0.118183249209072","0.240108187045116"
"Grüne","2014","no degree/no degree yet","direct migration background","","","",""
"Grüne","2014","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","2014","lower secondary degree","no migration background","170","0.0554265524913213","0.0467361616741916","0.064116943308451"
"PDS/Linke","2014","lower secondary degree","direct migration background","","","",""
"PDS/Linke","2014","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","2014","secondary school degree","no migration background","294","0.0937381009428775","0.083139221336778","0.104336980548977"
"PDS/Linke","2014","secondary school degree","direct migration background","","","",""
"PDS/Linke","2014","secondary school degree","indirect migration background","","","",""
"PDS/Linke","2014","college entrance qualification","no migration background","266","0.0607570495846112","0.0532808376121576","0.0682332615570649"
"PDS/Linke","2014","college entrance qualification","direct migration background","","","",""
"PDS/Linke","2014","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","2014","Other degree","no migration background","","","",""
"PDS/Linke","2014","Other degree","direct migration background","76","0.0555017593739061","0.0395360397932128","0.0714674789545994"
"PDS/Linke","2014","Other degree","indirect migration background","","","",""
"PDS/Linke","2014","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","2014","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","2014","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","2014","lower secondary degree","no migration background","32","0.0103842660411712","0.00653406234487357","0.0142344697374688"
"NPD Combination","2014","lower secondary degree","direct migration background","","","",""
"NPD Combination","2014","lower secondary degree","indirect migration background","","","",""
"NPD Combination","2014","secondary school degree","no migration background","45","0.0211191286877333","0.0158906187012266","0.02634763867424"
"NPD Combination","2014","secondary school degree","direct migration background","","","",""
"NPD Combination","2014","secondary school degree","indirect migration background","","","",""
"NPD Combination","2014","college entrance qualification","no migration background","","","",""
"NPD Combination","2014","college entrance qualification","direct migration background","","","",""
"NPD Combination","2014","college entrance qualification","indirect migration background","","","",""
"NPD Combination","2014","Other degree","no migration background","","","",""
"NPD Combination","2014","Other degree","direct migration background","","","",""
"NPD Combination","2014","Other degree","indirect migration background","","","",""
"NPD Combination","2014","no degree/no degree yet","no migration background","","","",""
"NPD Combination","2014","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","2014","no degree/no degree yet","indirect migration background","","","",""
"AfD","2014","lower secondary degree","no migration background","50","0.0133741452244539","0.00901128026100971","0.0177370101878982"
"AfD","2014","lower secondary degree","direct migration background","","","",""
"AfD","2014","lower secondary degree","indirect migration background","","","",""
"AfD","2014","secondary school degree","no migration background","69","0.0269265349831232","0.0210402935323211","0.0328127764339253"
"AfD","2014","secondary school degree","direct migration background","","","",""
"AfD","2014","secondary school degree","indirect migration background","","","",""
"AfD","2014","college entrance qualification","no migration background","59","0.0141637064178063","0.0104655510252393","0.0178618618103732"
"AfD","2014","college entrance qualification","direct migration background","","","",""
"AfD","2014","college entrance qualification","indirect migration background","","","",""
"AfD","2014","Other degree","no migration background","","","",""
"AfD","2014","Other degree","direct migration background","","","",""
"AfD","2014","Other degree","indirect migration background","","","",""
"AfD","2014","no degree/no degree yet","no migration background","","","",""
"AfD","2014","no degree/no degree yet","direct migration background","","","",""
"AfD","2014","no degree/no degree yet","indirect migration background","","","",""
"Other","2014","lower secondary degree","no migration background","39","0.0123970649085144","0.00819451256533756","0.0165996172516913"
"Other","2014","lower secondary degree","direct migration background","","","",""
"Other","2014","lower secondary degree","indirect migration background","","","",""
"Other","2014","secondary school degree","no migration background","51","0.0167183871132492","0.0120559695055284","0.0213808047209701"
"Other","2014","secondary school degree","direct migration background","","","",""
"Other","2014","secondary school degree","indirect migration background","","","",""
"Other","2014","college entrance qualification","no migration background","57","0.0153343178503334","0.0114886574706875","0.0191799782299794"
"Other","2014","college entrance qualification","direct migration background","","","",""
"Other","2014","college entrance qualification","indirect migration background","","","",""
"Other","2014","Other degree","no migration background","","","",""
"Other","2014","Other degree","direct migration background","","","",""
"Other","2014","Other degree","indirect migration background","","","",""
"Other","2014","no degree/no degree yet","no migration background","","","",""
"Other","2014","no degree/no degree yet","direct migration background","","","",""
"Other","2014","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","2015","lower secondary degree","no migration background","1064","0.477195345321045","0.456866367647879","0.49752432299421"
"CDU/CSU","2015","lower secondary degree","direct migration background","52","0.40455465483492","0.320507697305672","0.488601612364168"
"CDU/CSU","2015","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","2015","secondary school degree","no migration background","1056","0.434312645979262","0.414645440717461","0.453979851241064"
"CDU/CSU","2015","secondary school degree","direct migration background","39","0.422937808283314","0.323068111832531","0.522807504734098"
"CDU/CSU","2015","secondary school degree","indirect migration background","33","0.307235694885228","0.217261909854514","0.397209479915942"
"CDU/CSU","2015","college entrance qualification","no migration background","1238","0.368634854825441","0.352608506463707","0.384661203187174"
"CDU/CSU","2015","college entrance qualification","direct migration background","75","0.357892433172034","0.289184412155733","0.426600454188335"
"CDU/CSU","2015","college entrance qualification","indirect migration background","49","0.196631039821204","0.143627511894927","0.249634567747482"
"CDU/CSU","2015","Other degree","no migration background","","","",""
"CDU/CSU","2015","Other degree","direct migration background","345","0.455436374017647","0.419309961873545","0.491562786161748"
"CDU/CSU","2015","Other degree","indirect migration background","","","",""
"CDU/CSU","2015","no degree/no degree yet","no migration background","36","0.313089089290359","0.227202915850822","0.398975262729897"
"CDU/CSU","2015","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","2015","no degree/no degree yet","indirect migration background","","","",""
"SPD","2015","lower secondary degree","no migration background","878","0.381671154099279","0.361899084093492","0.401443224105066"
"SPD","2015","lower secondary degree","direct migration background","58","0.415096917871722","0.330718932377098","0.499474903366346"
