"party","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"NPD","2013","no migration background","East Germany","26","","","","6"
"NPD","2013","direct migration background","West Germany","4","","","","6"
"NPD","2013","indirect migration background","West Germany","1","","","","6"
"NPD","2013","indirect migration background","East Germany","1","","","","6"
"Other","2013","direct migration background","East Germany","1","","","","8"
"Other","2013","no migration background","West Germany","72","0.0146749671302803","0.0116706368715813","0.0176792973889794","8"
"Other","2013","no migration background","East Germany","7","","","","8"
"Other","2013","direct migration background","West Germany","14","","","","8"
"Other","2013","indirect migration background","West Germany","6","","","","8"
"Other","2013","indirect migration background","East Germany","","","","","8"
"PDS/Linke","2013","no migration background","East Germany","339","0.232483038928795","0.211247371033348","0.253718706824241","5"
"PDS/Linke","2013","no migration background","West Germany","103","0.0159007334140712","0.0127753926440964","0.0190260741840459","5"
"PDS/Linke","2013","direct migration background","East Germany","12","","","","5"
"PDS/Linke","2013","direct migration background","West Germany","55","0.0434011541306096","0.0323078439680477","0.0544944642931715","5"
"PDS/Linke","2013","indirect migration background","West Germany","25","","","","5"
"PDS/Linke","2013","indirect migration background","East Germany","5","","","","5"
"SPD","2013","indirect migration background","West Germany","218","0.445077343302299","0.399760351289193","0.490394335315406","1"
"SPD","2013","indirect migration background","East Germany","5","","","","1"
"SPD","2013","no migration background","East Germany","416","0.261344158915449","0.239256292643","0.283432025187898","1"
"SPD","2013","direct migration background","West Germany","467","0.376564297214014","0.350185135164777","0.402943459263251","1"
"SPD","2013","no migration background","West Germany","1999","0.337349445396917","0.32553667865878","0.349162212135054","1"
"SPD","2013","direct migration background","East Germany","22","","","","1"
"AfD","2014","no migration background","East Germany","50","0.0223502335978574","0.0158863904931666","0.0288140767025482","7"
"AfD","2014","indirect migration background","West Germany","11","","","","7"
"AfD","2014","no migration background","West Germany","131","0.0152573151822406","0.0125309890799436","0.0179836412845376","7"
"AfD","2014","direct migration background","West Germany","17","","","","7"
"AfD","2014","direct migration background","East Germany","","","","","7"
"AfD","2014","indirect migration background","East Germany","","","","","7"
"CDU/CSU","2014","no migration background","East Germany","737","0.362668324704258","0.341645276437018","0.383691372971497","2"
"CDU/CSU","2014","no migration background","West Germany","3317","0.434388216903498","0.423363292931806","0.44541314087519","2"
"CDU/CSU","2014","direct migration background","East Germany","35","0.397850788387347","0.294405423003837","0.501296153770858","2"
"CDU/CSU","2014","indirect migration background","West Germany","127","0.208522130776306","0.174257451103885","0.242786810448727","2"
"CDU/CSU","2014","indirect migration background","East Germany","8","","","","2"
"CDU/CSU","2014","direct migration background","West Germany","580","0.423229404164945","0.396454144496506","0.450004663833384","2"
"FDP","2014","direct migration background","East Germany","2","","","","3"
"FDP","2014","direct migration background","West Germany","22","","","","3"
"FDP","2014","indirect migration background","West Germany","12","","","","3"
"FDP","2014","indirect migration background","East Germany","3","","","","3"
"FDP","2014","no migration background","East Germany","51","0.020961418085558","0.0146971785497772","0.0272256576213388","3"
"FDP","2014","no migration background","West Germany","212","0.0252991848770242","0.0218064446190992","0.0287919251349493","3"
"NPD","2014","no migration background","West Germany","44","0.00697960105377529","0.00512789628187095","0.00883130582567963","6"
"NPD","2014","direct migration background","East Germany","2","","","","6"
"NPD","2014","no migration background","East Germany","44","0.0277944407872628","0.0206063071438069","0.0349825744307188","6"
"NPD","2014","indirect migration background","West Germany","6","","","","6"
"NPD","2014","direct migration background","West Germany","2","","","","6"
"NPD","2014","indirect migration background","East Germany","1","","","","6"
"Other","2014","indirect migration background","West Germany","5","","","","8"
"Other","2014","indirect migration background","East Germany","","","","","8"
"Other","2014","direct migration background","East Germany","","","","","8"
"Other","2014","no migration background","West Germany","81","0.00964601560036256","0.00747208053584913","0.011819950664876","8"
"Other","2014","no migration background","East Germany","10","","","","8"
"Other","2014","direct migration background","West Germany","10","","","","8"
"PDS/Linke","2014","no migration background","East Germany","493","0.256243021605825","0.237153296573891","0.275332746637758","5"
"PDS/Linke","2014","direct migration background","East Germany","20","","","","5"
"PDS/Linke","2014","no migration background","West Germany","242","0.0302809316296465","0.0264695279835818","0.0340923352757111","5"
"PDS/Linke","2014","direct migration background","West Germany","110","0.0627178957715442","0.0495785082643067","0.0758572832787817","5"
"PDS/Linke","2014","indirect migration background","East Germany","4","","","","5"
"PDS/Linke","2014","indirect migration background","West Germany","45","0.0938890824205149","0.069288270537262","0.118489894303768","5"
"SPD","2014","indirect migration background","East Germany","4","","","","1"
"SPD","2014","indirect migration background","West Germany","230","0.422661814681533","0.380997632728184","0.464325996634881","1"
"SPD","2014","direct migration background","East Germany","17","","","","1"
"SPD","2014","no migration background","East Germany","451","0.230211291651616","0.211803266392003","0.24861931691123","1"
"SPD","2014","direct migration background","West Germany","430","0.353881798472695","0.327968104857948","0.379795492087443","1"
"SPD","2014","no migration background","West Germany","2456","0.335138260475555","0.324639088793992","0.345637432157118","1"
"AfD","2015","no migration background","East Germany","92","0.0638070776725812","0.0522632822530249","0.0753508730921375","7"
"AfD","2015","direct migration background","West Germany","18","","","","7"
"AfD","2015","indirect migration background","East Germany","2","","","","7"
"AfD","2015","indirect migration background","West Germany","5","","","","7"
"AfD","2015","direct migration background","East Germany","1","","","","7"
"AfD","2015","no migration background","West Germany","155","0.0245911167659223","0.0208999737163012","0.0282822598155434","7"
"CDU/CSU","2015","no migration background","East Germany","589","0.347399757854917","0.324910771110726","0.369888744599107","2"
"CDU/CSU","2015","indirect migration background","East Germany","7","","","","2"
"CDU/CSU","2015","no migration background","West Germany","2892","0.440723071875797","0.428890620120285","0.452555523631309","2"
"CDU/CSU","2015","indirect migration background","West Germany","116","0.249240063793903","0.20849606839887","0.289984059188937","2"
"CDU/CSU","2015","direct migration background","West Germany","509","0.433729213275463","0.40496072234377","0.462497704207157","2"
"CDU/CSU","2015","direct migration background","East Germany","33","0.354785272643528","0.251229075744901","0.458341469542155","2"
"FDP","2015","no migration background","East Germany","31","0.0145741054751022","0.00891387055010675","0.0202343404000977","3"
"FDP","2015","direct migration background","East Germany","1","","","","3"
"FDP","2015","no migration background","West Germany","206","0.0276142071965223","0.0237088209784105","0.0315195934146341","3"
"FDP","2015","direct migration background","West Germany","22","","","","3"
"FDP","2015","indirect migration background","East Germany","1","","","","3"
"FDP","2015","indirect migration background","West Germany","9","","","","3"
"NPD","2015","no migration background","West Germany","46","0.00735286764758546","0.0053167436720234","0.00938899162314753","6"
"NPD","2015","direct migration background","East Germany","","","","","6"
"NPD","2015","no migration background","East Germany","41","0.030618530598977","0.0224814044917621","0.0387556567061918","6"
"NPD","2015","indirect migration background","West Germany","3","","","","6"
"NPD","2015","direct migration background","West Germany","6","","","","6"
"NPD","2015","indirect migration background","East Germany","2","","","","6"
"Other","2015","direct migration background","East Germany","","","","","8"
"Other","2015","indirect migration background","West Germany","11","","","","8"
"Other","2015","indirect migration background","East Germany","","","","","8"
"Other","2015","no migration background","West Germany","60","0.00984374906683236","0.00749081080904733","0.0121966873246174","8"
"Other","2015","no migration background","East Germany","20","","","","8"
"Other","2015","direct migration background","West Germany","7","","","","8"
"PDS/Linke","2015","no migration background","East Germany","437","0.264139701268282","0.243316569619645","0.284962832916919","5"
"PDS/Linke","2015","direct migration background","East Germany","23","","","","5"
"PDS/Linke","2015","no migration background","West Germany","201","0.0254812468895794","0.0217256079298959","0.0292368858492629","5"
"PDS/Linke","2015","direct migration background","West Germany","121","0.0705230659198893","0.0556609526803604","0.0853851791594181","5"
"PDS/Linke","2015","indirect migration background","East Germany","5","","","","5"
"PDS/Linke","2015","indirect migration background","West Germany","35","0.0949144731049666","0.0673077300248117","0.122521216185122","5"
"SPD","2015","direct migration background","West Germany","345","0.325168204024925","0.297975808412908","0.352360599636941","1"
"SPD","2015","indirect migration background","West Germany","173","0.378266095939936","0.332588301392993","0.423943890486879","1"
"SPD","2015","indirect migration background","East Germany","6","","","","1"
"SPD","2015","no migration background","East Germany","368","0.195290395845923","0.176566701079961","0.214014090611886","1"
"SPD","2015","no migration background","West Germany","2080","0.318975651074136","0.307867584257437","0.330083717890835","1"
"SPD","2015","direct migration background","East Germany","14","","","","1"
"AfD","2016","direct migration background","West Germany","44","0.0245968251139143","0.0149090520659777","0.0342845981618509","7"
"AfD","2016","indirect migration background","East Germany","1","","","","7"
"AfD","2016","no migration background","East Germany","184","0.13692602968552","0.119861589297261","0.153990470073779","7"
"AfD","2016","direct migration background","East Germany","6","","","","7"
"AfD","2016","indirect migration background","West Germany","17","","","","7"
"AfD","2016","no migration background","West Germany","265","0.0424850472843368","0.0374954802463558","0.0474746143223179","7"
"CDU/CSU","2016","no migration background","East Germany","515","0.31952876818427","0.296382291083273","0.342675245285266","2"
"CDU/CSU","2016","indirect migration background","East Germany","6","","","","2"
"CDU/CSU","2016","indirect migration background","West Germany","102","0.213954597187318","0.174113112526195","0.253796081848441","2"
"CDU/CSU","2016","no migration background","West Germany","2620","0.423223160283575","0.411000643391209","0.435445677175942","2"
"CDU/CSU","2016","direct migration background","West Germany","405","0.397848574355662","0.36723569995475","0.428461448756575","2"
"CDU/CSU","2016","direct migration background","East Germany","25","","","","2"
"FDP","2016","no migration background","East Germany","31","0.0156046567528897","0.00945236504987678","0.0217569484559027","3"
"FDP","2016","direct migration background","East Germany","1","","","","3"
"FDP","2016","indirect migration background","East Germany","","","","","3"
"FDP","2016","no migration background","West Germany","215","0.0329047844053568","0.0284917616294018","0.0373178071813118","3"
"FDP","2016","direct migration background","West Germany","20","","","","3"
"FDP","2016","indirect migration background","West Germany","13","","","","3"
"NPD","2016","direct migration background","East Germany","1","","","","6"
"NPD","2016","no migration background","West Germany","29","","","","6"
"NPD","2016","direct migration background","West Germany","6","","","","6"
"NPD","2016","indirect migration background","East Germany","2","","","","6"
"NPD","2016","indirect migration background","West Germany","3","","","","6"
"NPD","2016","no migration background","East Germany","30","0.0255147120782237","0.0176874835703374","0.0333419405861099","6"
"Other","2016","direct migration background","East Germany","1","","","","8"
"Other","2016","indirect migration background","West Germany","7","","","","8"
"Other","2016","indirect migration background","East Germany","1","","","","8"
"Other","2016","no migration background","West Germany","62","0.0102948405121679","0.00779774729314592","0.0127919337311898","8"
"Other","2016","no migration background","East Germany","21","","","","8"
"Other","2016","direct migration background","West Germany","9","","","","8"
"PDS/Linke","2016","no migration background","West Germany","191","0.0303458289573355","0.0261022726957783","0.0345893852188927","5"
"PDS/Linke","2016","no migration background","East Germany","368","0.240722739956243","0.219500863154869","0.261944616757618","5"
"PDS/Linke","2016","direct migration background","East Germany","17","","","","5"
"PDS/Linke","2016","direct migration background","West Germany","82","0.0642016473328887","0.0488711384497158","0.0795321562160617","5"
"PDS/Linke","2016","indirect migration background","East Germany","7","","","","5"
"PDS/Linke","2016","indirect migration background","West Germany","38","0.0887296054219833","0.0611041916185003","0.116355019225466","5"
"SPD","2016","no migration background","East Germany","279","0.175674143779696","0.156784297778975","0.194563989780417","1"
"SPD","2016","direct migration background","West Germany","284","0.339092203503043","0.309483343474621","0.368701063531464","1"
"SPD","2016","indirect migration background","West Germany","151","0.402008938985753","0.354375044812898","0.449642833158607","1"
"SPD","2016","indirect migration background","East Germany","7","","","","1"
"SPD","2016","no migration background","West Germany","1746","0.282984249490303","0.271840854968692","0.294127644011915","1"
"SPD","2016","direct migration background","East Germany","14","","","","1"
"AfD","2017","no migration background","West Germany","270","0.0444506940713816","0.0396632422270951","0.049238145915668","7"
"AfD","2017","no migration background","East Germany","172","0.122222768484121","0.106597406613307","0.137848130354935","7"
"AfD","2017","direct migration background","East Germany","8","","","","7"
"AfD","2017","indirect migration background","East Germany","1","","","","7"
"AfD","2017","direct migration background","West Germany","49","0.0430452415891246","0.0324478038820536","0.0536426792961956","7"
"AfD","2017","indirect migration background","West Germany","12","","","","7"
"CDU/CSU","2017","no migration background","East Germany","532","0.302645497219763","0.280729775207979","0.324561219231548","2"
"CDU/CSU","2017","direct migration background","East Germany","73","0.337865212778944","0.263404500925105","0.412325924632783","2"
"CDU/CSU","2017","no migration background","West Germany","2853","0.403455741468787","0.392059598742985","0.414851884194588","2"
"CDU/CSU","2017","direct migration background","West Germany","714","0.36717864320473","0.342009301053186","0.392347985356274","2"
"CDU/CSU","2017","indirect migration background","East Germany","7","","","","2"
"CDU/CSU","2017","indirect migration background","West Germany","120","0.203461627652657","0.16663293041173","0.240290324893583","2"
"FDP","2017","no migration background","East Germany","57","0.0307062887309457","0.0224762243598177","0.0389363531020738","3"
"FDP","2017","direct migration background","East Germany","3","","","","3"
"FDP","2017","indirect migration background","East Germany","2","","","","3"
"FDP","2017","no migration background","West Germany","317","0.0412425136423671","0.0366233266669212","0.0458617006178131","3"
"FDP","2017","indirect migration background","West Germany","18","","","","3"
"FDP","2017","direct migration background","West Germany","32","0.0346132973341231","0.0250685433872488","0.0441580512809973","3"
"NPD","2017","no migration background","East Germany","29","","","","6"
"NPD","2017","no migration background","West Germany","51","0.00577057513806183","0.00401106630744436","0.00753008396867929","6"
"NPD","2017","direct migration background","West Germany","3","","","","6"
"NPD","2017","direct migration background","East Germany","1","","","","6"
"NPD","2017","indirect migration background","West Germany","2","","","","6"
"NPD","2017","indirect migration background","East Germany","1","","","","6"
"Other","2017","no migration background","West Germany","74","0.010946991730137","0.0085298853002257","0.0133640981600483","8"
"Other","2017","no migration background","East Germany","14","","","","8"
"Other","2017","direct migration background","West Germany","16","","","","8"
"Other","2017","direct migration background","East Germany","2","","","","8"
"Other","2017","indirect migration background","West Germany","12","","","","8"
"Other","2017","indirect migration background","East Germany","1","","","","8"
"PDS/Linke","2017","no migration background","West Germany","260","0.0388340571793215","0.0343461469173217","0.0433219674413213","5"
"PDS/Linke","2017","direct migration background","West Germany","100","0.0732741729520391","0.0596677586588243","0.0868805872452538","5"
"PDS/Linke","2017","no migration background","East Germany","381","0.22626014575238","0.206300014865202","0.246220276639559","5"
"PDS/Linke","2017","direct migration background","East Germany","20","","","","5"
"PDS/Linke","2017","indirect migration background","East Germany","9","","","","5"
"PDS/Linke","2017","indirect migration background","West Germany","47","0.13126502068035","0.100372033215017","0.162158008145682","5"
"SPD","2017","no migration background","West Germany","2249","0.32955305352834","0.318634038263641","0.340472068793039","1"
"SPD","2017","indirect migration background","West Germany","175","0.409275058185001","0.364292718398376","0.454257397971627","1"
"SPD","2017","indirect migration background","East Germany","4","","","","1"
"SPD","2017","no migration background","East Germany","377","0.216993746225116","0.197329916989886","0.236657575460345","1"
"SPD","2017","direct migration background","East Germany","30","0.140296176323432","0.0856223349385778","0.194970017708285","1"
"SPD","2017","direct migration background","West Germany","361","0.357812347035047","0.332782901357152","0.382841792712943","1"
"AfD","2018","no migration background","West Germany","365","0.0528561226310758","0.0476626367547635","0.058049608507388","7"
"AfD","2018","no migration background","East Germany","231","0.161847628415764","0.144334406101416","0.179360850730113","7"
"AfD","2018","direct migration background","West Germany","88","0.0734905049378583","0.0605625010821657","0.0864185087935509","7"
"AfD","2018","direct migration background","East Germany","8","","","","7"
"AfD","2018","indirect migration background","West Germany","25","","","","7"
"AfD","2018","indirect migration background","East Germany","2","","","","7"
"CDU/CSU","2018","no migration background","East Germany","491","0.28149219078571","0.260107630556857","0.302876751014563","2"
"CDU/CSU","2018","direct migration background","West Germany","755","0.362698844543813","0.338879140615127","0.386518548472498","2"
"CDU/CSU","2018","direct migration background","East Germany","89","0.423226821396395","0.346430812825752","0.500022829967037","2"
"CDU/CSU","2018","indirect migration background","East Germany","9","","","","2"
"CDU/CSU","2018","indirect migration background","West Germany","114","0.183931198136178","0.150207499561722","0.217654896710633","2"
"CDU/CSU","2018","no migration background","West Germany","2685","0.393601816664886","0.382261875038223","0.40494175829155","2"
"FDP","2018","no migration background","East Germany","67","0.0364529303217632","0.0275413630100628","0.0453644976334635","3"
"FDP","2018","direct migration background","East Germany","1","","","","3"
"FDP","2018","indirect migration background","East Germany","3","","","","3"
"FDP","2018","no migration background","West Germany","394","0.0523604719690853","0.0471900416898093","0.0575309022483613","3"
"FDP","2018","indirect migration background","West Germany","32","0.0639188031192698","0.0426268652960725","0.0852107409424671","3"
"FDP","2018","direct migration background","West Germany","44","0.0285014738178872","0.0202573282388748","0.0367456193968996","3"
"NPD","2018","no migration background","West Germany","13","","","","6"
"NPD","2018","no migration background","East Germany","13","","","","6"
"NPD","2018","direct migration background","West Germany","2","","","","6"
"NPD","2018","direct migration background","East Germany","","","","","6"
"NPD","2018","indirect migration background","West Germany","1","","","","6"
"NPD","2018","indirect migration background","East Germany","1","","","","6"
"Other","2018","no migration background","West Germany","107","0.0164438583357399","0.0134919370902371","0.0193957795812428","8"
"Other","2018","no migration background","East Germany","24","","","","8"
"Other","2018","direct migration background","West Germany","24","","","","8"
"Other","2018","direct migration background","East Germany","1","","","","8"
"Other","2018","indirect migration background","West Germany","9","","","","8"
"Other","2018","indirect migration background","East Germany","1","","","","8"
"PDS/Linke","2018","no migration background","West Germany","359","0.048623541325501","0.0436312166777201","0.0536158659732818","5"
"PDS/Linke","2018","no migration background","East Germany","429","0.241043685048667","0.220705711876764","0.26138165822057","5"
"PDS/Linke","2018","direct migration background","West Germany","103","0.0705534771604512","0.0578663779845644","0.083240576336338","5"
"PDS/Linke","2018","direct migration background","East Germany","17","","","","5"
"PDS/Linke","2018","indirect migration background","East Germany","7","","","","5"
"PDS/Linke","2018","indirect migration background","West Germany","62","0.140930644112877","0.110643317320095","0.171217970905658","5"
"SPD","2018","no migration background","West Germany","1907","0.276112902636126","0.265735657051267","0.286490148220984","1"
"SPD","2018","no migration background","East Germany","290","0.169314589126161","0.151481898151953","0.187147280100369","1"
"SPD","2018","indirect migration background","West Germany","175","0.315088374590358","0.274651501018268","0.355525248162448","1"
"SPD","2018","indirect migration background","East Germany","2","","","","1"
"SPD","2018","direct migration background","East Germany","20","","","","1"
"SPD","2018","direct migration background","West Germany","351","0.337847324412469","0.314414198228399","0.36128045059654","1"
"AfD","2019","no migration background","West Germany","363","0.0600185038785924","0.0547091259690057","0.0653278817881792","7"
"AfD","2019","direct migration background","West Germany","71","0.0690978272240986","0.0527713517013862","0.0854243027468111","7"
"AfD","2019","no migration background","East Germany","267","0.163317843053984","0.146936076332373","0.179699609775595","7"
"AfD","2019","direct migration background","East Germany","6","","","","7"
"AfD","2019","indirect migration background","East Germany","6","","","","7"
"AfD","2019","indirect migration background","West Germany","26","","","","7"
"CDU/CSU","2019","direct migration background","West Germany","350","0.33718190428087","0.306749411209458","0.367614397352282","2"
"CDU/CSU","2019","no migration background","East Germany","575","0.259622401666048","0.240192912508051","0.279051890824046","2"
"CDU/CSU","2019","direct migration background","East Germany","20","","","","2"
"CDU/CSU","2019","indirect migration background","East Germany","14","","","","2"
"CDU/CSU","2019","indirect migration background","West Germany","131","0.187964264622856","0.155254077572206","0.220674451673506","2"
"CDU/CSU","2019","no migration background","West Germany","2709","0.351039767811317","0.340370647679976","0.361708887942657","2"
"FDP","2019","no migration background","East Germany","100","0.0384957029610064","0.0299697013999915","0.0470217045220213","3"
"FDP","2019","indirect migration background","East Germany","2","","","","3"
"FDP","2019","no migration background","West Germany","497","0.0505282317042112","0.0456321406991909","0.0554243227092316","3"
"FDP","2019","direct migration background","East Germany","3","","","","3"
"FDP","2019","indirect migration background","West Germany","30","0.0561429834331735","0.036869569013681","0.0754163978526661","3"
"FDP","2019","direct migration background","West Germany","36","0.0330062157381439","0.0215056836991526","0.0445067477771351","3"
"NPD","2019","no migration background","West Germany","12","","","","6"
"NPD","2019","no migration background","East Germany","15","","","","6"
"NPD","2019","direct migration background","West Germany","","","","","6"
"NPD","2019","indirect migration background","East Germany","1","","","","6"
"NPD","2019","direct migration background","East Germany","","","","","6"
"NPD","2019","indirect migration background","West Germany","1","","","","6"
"Other","2019","no migration background","West Germany","192","0.022816574948992","0.0194788182546139","0.02615433164337","8"
"Other","2019","no migration background","East Germany","41","0.0199835944663576","0.0137818032350255","0.0261853856976897","8"
"Other","2019","direct migration background","West Germany","12","","","","8"
"Other","2019","direct migration background","East Germany","1","","","","8"
"Other","2019","indirect migration background","West Germany","15","","","","8"
"Other","2019","indirect migration background","East Germany","","","","","8"
"PDS/Linke","2019","no migration background","West Germany","345","0.0494340631209345","0.0445884840893878","0.0542796421524812","5"
"PDS/Linke","2019","no migration background","East Germany","418","0.234949233433508","0.216160573354689","0.253737893512328","5"
"PDS/Linke","2019","direct migration background","West Germany","68","0.0756740261833682","0.0586487477593228","0.0926993046074135","5"
"PDS/Linke","2019","direct migration background","East Germany","10","","","","5"
"PDS/Linke","2019","indirect migration background","West Germany","49","0.117190464239973","0.0902603958131593","0.144120532666786","5"
"PDS/Linke","2019","indirect migration background","East Germany","8","","","","5"
"SPD","2019","no migration background","East Germany","257","0.142133712834629","0.126659020729612","0.157608404939646","1"
"SPD","2019","indirect migration background","West Germany","118","0.24537044776432","0.209342805327843","0.281398090200798","1"
"SPD","2019","no migration background","West Germany","1521","0.220510707016221","0.211243234182923","0.229778179849518","1"
"SPD","2019","indirect migration background","East Germany","","","","","1"
"SPD","2019","direct migration background","West Germany","216","0.279599980047543","0.250708908480918","0.308491051614168","1"
"SPD","2019","direct migration background","East Germany","8","","","","1"
