"party","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"SPD","2015","Rhineland-Palatinate,Saarland","inadequately","","","","","1"
"SPD","2015","Rhineland-Palatinate,Saarland","general elemantary","19","","","","1"
"SPD","2015","Rhineland-Palatinate,Saarland","middle vocational","104","0.358684093298999","0.300386116688622","0.416982069909376","1"
"SPD","2015","Rhineland-Palatinate,Saarland","vocational + Abi","8","","","","1"
"SPD","2015","Rhineland-Palatinate,Saarland","higher vocational","10","","","","1"
"SPD","2015","Rhineland-Palatinate,Saarland","higher education","36","0.238778209989023","0.169858669137247","0.307697750840799","1"
"SPD","2015","Baden-Württemberg","in school","2","","","","1"
"SPD","2015","Baden-Württemberg","inadequately","2","","","","1"
"SPD","2015","Baden-Württemberg","general elemantary","27","","","","1"
"SPD","2015","Baden-Württemberg","middle vocational","121","0.268800503473014","0.229098418450689","0.30850258849534","1"
"SPD","2015","Baden-Württemberg","vocational + Abi","29","","","","1"
"SPD","2015","Baden-Württemberg","higher vocational","22","","","","1"
"SPD","2015","Baden-Württemberg","higher education","68","0.139453888093397","0.106711055306441","0.172196720880352","1"
"SPD","2015","Bavaria","in school","4","","","","1"
"SPD","2015","Bavaria","vocational + Abi","26","","","","1"
"SPD","2015","Bavaria","higher vocational","25","","","","1"
"SPD","2015","Bavaria","higher education","109","0.235071346918903","0.197017443289393","0.273125250548413","1"
"SPD","2015","Berlin","in school","3","","","","1"
"SPD","2015","Berlin","inadequately","2","","","","1"
"SPD","2015","Berlin","general elemantary","6","","","","1"
"SPD","2015","Berlin","middle vocational","42","0.248975919436943","0.181762632783956","0.31618920608993","1"
"SPD","2015","Berlin","vocational + Abi","3","","","","1"
"SPD","2015","Berlin","higher vocational","12","","","","1"
"SPD","2015","Berlin","higher education","49","0.218931231618691","0.16453483894312","0.273327624294261","1"
"SPD","2015","Brandenburg","in school","","","","","1"
"SPD","2015","Schleswig-Holstein","in school","3","","","","1"
"SPD","2015","Schleswig-Holstein","inadequately","3","","","","1"
"SPD","2015","Schleswig-Holstein","general elemantary","11","","","","1"
"SPD","2015","Schleswig-Holstein","middle vocational","78","0.449857384271761","0.37656876687973","0.523146001663793","1"
"SPD","2015","Schleswig-Holstein","vocational + Abi","15","","","","1"
"SPD","2015","Schleswig-Holstein","higher vocational","7","","","","1"
"SPD","2015","Schleswig-Holstein","higher education","22","","","","1"
"SPD","2015","Saxony","inadequately","","","","","1"
"SPD","2015","Saxony","general elemantary","2","","","","1"
"SPD","2015","Saxony","middle vocational","31","0.1356235688534","0.0886393457841619","0.182607791922637","1"
"SPD","2015","Thuringia","general elemantary","1","","","","1"
"SPD","2015","Thuringia","middle vocational","25","","","","1"
"SPD","2015","Thuringia","vocational + Abi","3","","","","1"
"SPD","2015","Thuringia","higher vocational","7","","","","1"
"SPD","2015","Thuringia","higher education","21","","","","1"
"SPD","2015","Hamburg","middle vocational","42","0.539339010840651","0.426531219991947","0.652146801689355","1"
"SPD","2015","Hamburg","vocational + Abi","3","","","","1"
"SPD","2015","Hamburg","higher vocational","3","","","","1"
"SPD","2015","Hamburg","higher education","37","0.371050171154929","0.27179532635283","0.470305015957027","1"
"SPD","2015","Lower Saxony","middle vocational","210","0.412011290268972","0.369040645044896","0.454981935493048","1"
"SPD","2015","Lower Saxony","higher education","80","0.292316983127664","0.2392322122129","0.345401754042428","1"
"SPD","2015","Bremen","in school","","","","","1"
"SPD","2015","Saxony","in school","","","","","1"
"SPD","2015","Saxony","vocational + Abi","1","","","","1"
"SPD","2015","Lower Saxony","general elemantary","39","0.418068534734241","0.319401486512987","0.516735582955495","1"
"SPD","2015","Brandenburg","higher education","30","0.196826745878131","0.12821477240732","0.265438719348941","1"
"SPD","2015","Mecklenburg-Western Pomerania","in school","","","","","1"
"SPD","2015","Mecklenburg-Western Pomerania","vocational + Abi","2","","","","1"
"SPD","2015","Saxony","higher vocational","6","","","","1"
"SPD","2015","Saxony","higher education","47","0.232291568917879","0.172713789083029","0.29186934875273","1"
"SPD","2015","Saxony-Anhalt","in school","1","","","","1"
"SPD","2015","Lower Saxony","in school","2","","","","1"
"SPD","2015","Lower Saxony","inadequately","7","","","","1"
"SPD","2015","Lower Saxony","vocational + Abi","20","","","","1"
"SPD","2015","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"SPD","2015","Mecklenburg-Western Pomerania","general elemantary","1","","","","1"
"SPD","2015","Mecklenburg-Western Pomerania","middle vocational","15","","","","1"
"SPD","2015","Mecklenburg-Western Pomerania","higher vocational","2","","","","1"
"SPD","2015","Mecklenburg-Western Pomerania","higher education","20","","","","1"
"SPD","2015","Saxony-Anhalt","inadequately","","","","","1"
"SPD","2015","Saxony-Anhalt","general elemantary","4","","","","1"
"SPD","2015","Saxony-Anhalt","vocational + Abi","2","","","","1"
"SPD","2015","Saxony-Anhalt","higher vocational","5","","","","1"
"SPD","2015","Lower Saxony","higher vocational","23","","","","1"
"SPD","2015","Thuringia","inadequately","","","","","1"
"SPD","2015","Thuringia","in school","","","","","1"
"SPD","2015","Saxony-Anhalt","higher education","21","","","","1"
"SPD","2015","Saxony-Anhalt","middle vocational","31","0.20970719973749","0.138904973442942","0.280509426032039","1"
"AfD","2016","Rhineland-Palatinate,Saarland","higher vocational","","","","","7"
"AfD","2016","North Rhine-Westphalia","higher vocational","5","","","","7"
"AfD","2016","Rhineland-Palatinate,Saarland","higher education","2","","","","7"
"AfD","2016","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","7"
"AfD","2016","North Rhine-Westphalia","general elemantary","11","","","","7"
"AfD","2016","North Rhine-Westphalia","middle vocational","37","0.03742012695578","0.0245779654554914","0.0502622884560686","7"
"AfD","2016","North Rhine-Westphalia","vocational + Abi","6","","","","7"
"AfD","2016","North Rhine-Westphalia","higher education","10","","","","7"
"AfD","2016","Hesse","in school","1","","","","7"
"AfD","2016","Hesse","inadequately","","","","","7"
"AfD","2016","Hesse","general elemantary","1","","","","7"
"AfD","2016","Hesse","middle vocational","14","","","","7"
"AfD","2016","Hesse","vocational + Abi","4","","","","7"
"AfD","2016","Hesse","higher vocational","2","","","","7"
"AfD","2016","Hesse","higher education","4","","","","7"
"AfD","2016","Rhineland-Palatinate,Saarland","in school","","","","","7"
"AfD","2016","Rhineland-Palatinate,Saarland","inadequately","","","","","7"
"AfD","2016","Rhineland-Palatinate,Saarland","general elemantary","3","","","","7"
"AfD","2016","Rhineland-Palatinate,Saarland","middle vocational","18","","","","7"
"AfD","2016","Baden-Württemberg","in school","2","","","","7"
"AfD","2016","Bremen","vocational + Abi","","","","","7"
"AfD","2016","Bremen","higher vocational","","","","","7"
"AfD","2016","Bremen","higher education","1","","","","7"
"AfD","2016","North Rhine-Westphalia","in school","1","","","","7"
"AfD","2016","North Rhine-Westphalia","inadequately","1","","","","7"
"AfD","2016","Baden-Württemberg","inadequately","","","","","7"
"AfD","2016","Baden-Württemberg","general elemantary","2","","","","7"
"AfD","2016","Baden-Württemberg","middle vocational","34","0.0745220276514261","0.0508550448407794","0.0981890104620727","7"
"AfD","2016","Baden-Württemberg","vocational + Abi","6","","","","7"
"AfD","2016","Baden-Württemberg","higher vocational","5","","","","7"
"AfD","2016","Baden-Württemberg","higher education","9","","","","7"
"AfD","2016","Bavaria","in school","","","","","7"
"AfD","2016","Bavaria","inadequately","","","","","7"
"AfD","2016","Bavaria","general elemantary","8","","","","7"
"AfD","2016","Bavaria","middle vocational","45","0.0697651577669281","0.0499039733820648","0.0896263421517914","7"
"AfD","2016","Bavaria","vocational + Abi","1","","","","7"
"AfD","2016","Bavaria","higher vocational","4","","","","7"
"AfD","2016","Bavaria","higher education","6","","","","7"
"AfD","2016","Berlin","in school","1","","","","7"
"AfD","2016","Berlin","inadequately","","","","","7"
"AfD","2016","Berlin","general elemantary","","","","","7"
"AfD","2016","Berlin","middle vocational","16","","","","7"
"AfD","2016","Berlin","vocational + Abi","1","","","","7"
"AfD","2016","Berlin","higher vocational","1","","","","7"
"AfD","2016","Berlin","higher education","6","","","","7"
"AfD","2016","Brandenburg","in school","","","","","7"
"AfD","2016","Brandenburg","inadequately","1","","","","7"
"AfD","2016","Brandenburg","general elemantary","3","","","","7"
"AfD","2016","Brandenburg","middle vocational","11","","","","7"
"AfD","2016","Brandenburg","vocational + Abi","5","","","","7"
"AfD","2016","Brandenburg","higher vocational","","","","","7"
"AfD","2016","Brandenburg","higher education","5","","","","7"
"AfD","2016","Mecklenburg-Western Pomerania","in school","","","","","7"
"AfD","2016","Mecklenburg-Western Pomerania","inadequately","","","","","7"
"AfD","2016","Mecklenburg-Western Pomerania","general elemantary","","","","","7"
"AfD","2016","Mecklenburg-Western Pomerania","middle vocational","9","","","","7"
"AfD","2016","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","7"
"AfD","2016","Mecklenburg-Western Pomerania","higher vocational","1","","","","7"
"AfD","2016","Mecklenburg-Western Pomerania","higher education","1","","","","7"
"AfD","2016","Saxony","in school","","","","","7"
"AfD","2016","Saxony","inadequately","1","","","","7"
"AfD","2016","Saxony","general elemantary","3","","","","7"
"AfD","2016","Saxony","middle vocational","43","0.244943705464135","0.18379403816367","0.3060933727646","7"
"AfD","2016","Saxony","vocational + Abi","4","","","","7"
"AfD","2016","Saxony","higher vocational","10","","","","7"
"AfD","2016","Saxony","higher education","8","","","","7"
"AfD","2016","Saxony-Anhalt","in school","","","","","7"
"AfD","2016","Saxony-Anhalt","inadequately","","","","","7"
"AfD","2016","Saxony-Anhalt","general elemantary","2","","","","7"
"AfD","2016","Saxony-Anhalt","middle vocational","21","","","","7"
"AfD","2016","Saxony-Anhalt","vocational + Abi","1","","","","7"
"AfD","2016","Saxony-Anhalt","higher vocational","4","","","","7"
"AfD","2016","Saxony-Anhalt","higher education","5","","","","7"
"AfD","2016","Thuringia","in school","","","","","7"
"AfD","2016","Thuringia","inadequately","","","","","7"
"AfD","2016","Thuringia","general elemantary","1","","","","7"
"AfD","2016","Thuringia","middle vocational","24","","","","7"
"AfD","2016","Thuringia","vocational + Abi","4","","","","7"
"AfD","2016","Thuringia","higher vocational","4","","","","7"
"AfD","2016","Thuringia","higher education","5","","","","7"
"AfD","2016","Schleswig-Holstein","in school","","","","","7"
"AfD","2016","Schleswig-Holstein","inadequately","2","","","","7"
"AfD","2016","Schleswig-Holstein","general elemantary","","","","","7"
"AfD","2016","Schleswig-Holstein","middle vocational","8","","","","7"
"AfD","2016","Schleswig-Holstein","vocational + Abi","4","","","","7"
"AfD","2016","Schleswig-Holstein","higher vocational","","","","","7"
"AfD","2016","Schleswig-Holstein","higher education","4","","","","7"
"AfD","2016","Hamburg","in school","","","","","7"
"AfD","2016","Hamburg","inadequately","","","","","7"
"AfD","2016","Hamburg","general elemantary","1","","","","7"
"AfD","2016","Hamburg","middle vocational","","","","","7"
"AfD","2016","Hamburg","vocational + Abi","","","","","7"
"AfD","2016","Hamburg","higher vocational","1","","","","7"
"AfD","2016","Hamburg","higher education","1","","","","7"
"AfD","2016","Lower Saxony","in school","","","","","7"
"AfD","2016","Lower Saxony","inadequately","","","","","7"
"AfD","2016","Lower Saxony","general elemantary","7","","","","7"
"AfD","2016","Lower Saxony","middle vocational","16","","","","7"
"AfD","2016","Lower Saxony","vocational + Abi","4","","","","7"
"AfD","2016","Lower Saxony","higher vocational","3","","","","7"
"AfD","2016","Lower Saxony","higher education","7","","","","7"
"AfD","2016","Bremen","in school","","","","","7"
"AfD","2016","Bremen","inadequately","","","","","7"
"AfD","2016","Bremen","general elemantary","","","","","7"
"AfD","2016","Bremen","middle vocational","3","","","","7"
"CDU/CSU","2016","Rhineland-Palatinate,Saarland","higher education","57","0.449179459319338","0.365887550493401","0.532471368145274","2"
"CDU/CSU","2016","Saxony-Anhalt","higher education","34","0.260172160932945","0.177429028129181","0.34291529373671","2"
"CDU/CSU","2016","Hesse","general elemantary","10","","","","2"
"CDU/CSU","2016","Mecklenburg-Western Pomerania","general elemantary","4","","","","2"
"CDU/CSU","2016","Mecklenburg-Western Pomerania","higher vocational","8","","","","2"
"CDU/CSU","2016","Rhineland-Palatinate,Saarland","vocational + Abi","21","","","","2"
"CDU/CSU","2016","Rhineland-Palatinate,Saarland","higher vocational","21","","","","2"
"CDU/CSU","2016","Hesse","middle vocational","93","0.403062832459924","0.339808134315861","0.466317530603986","2"
"CDU/CSU","2016","North Rhine-Westphalia","inadequately","8","","","","2"
"CDU/CSU","2016","North Rhine-Westphalia","general elemantary","63","0.454575800249253","0.376688146358954","0.532463454139551","2"
"CDU/CSU","2016","North Rhine-Westphalia","higher vocational","71","0.40395424531387","0.321486423344553","0.486422067283188","2"
"CDU/CSU","2016","North Rhine-Westphalia","higher education","239","0.339646537608469","0.301657109919395","0.377635965297544","2"
"CDU/CSU","2016","Hesse","in school","1","","","","2"
"CDU/CSU","2016","Hesse","inadequately","2","","","","2"
"CDU/CSU","2016","Baden-Württemberg","in school","2","","","","2"
"CDU/CSU","2016","Baden-Württemberg","inadequately","2","","","","2"
"CDU/CSU","2016","Baden-Württemberg","general elemantary","32","0.572855527386527","0.460150787634235","0.685560267138819","2"
"CDU/CSU","2016","Berlin","in school","","","","","2"
"CDU/CSU","2016","Berlin","general elemantary","2","","","","2"
"CDU/CSU","2016","North Rhine-Westphalia","vocational + Abi","84","0.395196045417748","0.33014836261961","0.460243728215885","2"
"CDU/CSU","2016","Mecklenburg-Western Pomerania","middle vocational","25","","","","2"
"CDU/CSU","2016","Mecklenburg-Western Pomerania","vocational + Abi","3","","","","2"
"CDU/CSU","2016","Saxony-Anhalt","higher vocational","11","","","","2"
"CDU/CSU","2016","Thuringia","in school","","","","","2"
"CDU/CSU","2016","Thuringia","inadequately","","","","","2"
"CDU/CSU","2016","Thuringia","general elemantary","1","","","","2"
"CDU/CSU","2016","Thuringia","middle vocational","57","0.357112625076818","0.278579998505435","0.4356452516482","2"
"CDU/CSU","2016","North Rhine-Westphalia","middle vocational","384","0.469011630611598","0.435243935249702","0.502779325973495","2"
"CDU/CSU","2016","Hesse","vocational + Abi","18","","","","2"
"CDU/CSU","2016","Rhineland-Palatinate,Saarland","middle vocational","105","0.430154137016937","0.370989432087463","0.489318841946411","2"
"CDU/CSU","2016","Bavaria","higher vocational","73","0.725546743533164","0.643988838133874","0.807104648932454","2"
"CDU/CSU","2016","Bavaria","higher education","175","0.436445003304387","0.389999470313469","0.482890536295306","2"
"CDU/CSU","2016","Berlin","inadequately","","","","","2"
"CDU/CSU","2016","Brandenburg","higher education","32","0.316228287088741","0.234051064622518","0.398405509554964","2"
"CDU/CSU","2016","Mecklenburg-Western Pomerania","in school","","","","","2"
"CDU/CSU","2016","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"CDU/CSU","2016","Saxony-Anhalt","general elemantary","4","","","","2"
"CDU/CSU","2016","Saxony-Anhalt","middle vocational","46","0.330338956696151","0.248859050532085","0.411818862860218","2"
"CDU/CSU","2016","Saxony-Anhalt","vocational + Abi","4","","","","2"
"CDU/CSU","2016","Hesse","higher vocational","10","","","","2"
"CDU/CSU","2016","Hesse","higher education","90","0.364293875171266","0.302236095419052","0.42635165492348","2"
"CDU/CSU","2016","Rhineland-Palatinate,Saarland","in school","","","","","2"
"CDU/CSU","2016","Rhineland-Palatinate,Saarland","inadequately","","","","","2"
"CDU/CSU","2016","Rhineland-Palatinate,Saarland","general elemantary","19","","","","2"
"CDU/CSU","2016","Baden-Württemberg","middle vocational","205","0.421967256851021","0.377459765411325","0.466474748290717","2"
"CDU/CSU","2016","Baden-Württemberg","vocational + Abi","26","","","","2"
"CDU/CSU","2016","Baden-Württemberg","higher vocational","33","0.372300560773794","0.265700546979165","0.478900574568422","2"
"CDU/CSU","2016","Baden-Württemberg","higher education","126","0.286964474173246","0.244407290674098","0.329521657672393","2"
"CDU/CSU","2016","Bavaria","in school","4","","","","2"
"CDU/CSU","2016","Bavaria","inadequately","4","","","","2"
"CDU/CSU","2016","Bavaria","general elemantary","61","0.639850257839441","0.552492832613308","0.727207683065574","2"
"CDU/CSU","2016","Bavaria","middle vocational","353","0.565238549740394","0.526590200139503","0.603886899341285","2"
"CDU/CSU","2016","Bavaria","vocational + Abi","33","0.269138350349459","0.184306523137842","0.353970177561075","2"
"CDU/CSU","2016","Thuringia","vocational + Abi","9","","","","2"
"CDU/CSU","2016","Thuringia","higher vocational","13","","","","2"
"CDU/CSU","2016","Thuringia","higher education","31","0.35115817607516","0.25142777502761","0.45088857712271","2"
"CDU/CSU","2016","Lower Saxony","inadequately","2","","","","2"
"CDU/CSU","2016","Lower Saxony","general elemantary","33","0.362415115996455","0.254343050304354","0.470487181688557","2"
"CDU/CSU","2016","Bremen","middle vocational","10","","","","2"
"CDU/CSU","2016","Bremen","vocational + Abi","1","","","","2"
"CDU/CSU","2016","Bremen","higher vocational","1","","","","2"
"CDU/CSU","2016","Bremen","higher education","4","","","","2"
"CDU/CSU","2016","North Rhine-Westphalia","in school","5","","","","2"
"CDU/CSU","2016","Berlin","middle vocational","32","0.253728663098929","0.181389440515715","0.326067885682144","2"
"CDU/CSU","2016","Berlin","vocational + Abi","5","","","","2"
"CDU/CSU","2016","Berlin","higher vocational","6","","","","2"
"CDU/CSU","2016","Mecklenburg-Western Pomerania","higher education","28","","","","2"
"CDU/CSU","2016","Saxony","in school","1","","","","2"
"CDU/CSU","2016","Saxony","inadequately","","","","","2"
"CDU/CSU","2016","Saxony","general elemantary","7","","","","2"
"CDU/CSU","2016","Saxony","middle vocational","68","0.322264730032496","0.255812781080437","0.388716678984555","2"
"CDU/CSU","2016","Saxony","vocational + Abi","14","","","","2"
"CDU/CSU","2016","Saxony","higher vocational","19","","","","2"
"CDU/CSU","2016","Saxony","higher education","55","0.356279153880527","0.286123032892718","0.426435274868336","2"
"CDU/CSU","2016","Saxony-Anhalt","in school","","","","","2"
"CDU/CSU","2016","Saxony-Anhalt","inadequately","1","","","","2"
"CDU/CSU","2016","Lower Saxony","middle vocational","191","0.436713736876388","0.39088848711283","0.482538986639947","2"
"CDU/CSU","2016","Lower Saxony","vocational + Abi","33","0.424369224924846","0.316735213915268","0.532003235934425","2"
"CDU/CSU","2016","Lower Saxony","higher vocational","21","","","","2"
"CDU/CSU","2016","Lower Saxony","higher education","106","0.42313380100367","0.364311792242792","0.481955809764548","2"
"CDU/CSU","2016","Bremen","in school","","","","","2"
"CDU/CSU","2016","Bremen","inadequately","","","","","2"
"CDU/CSU","2016","Bremen","general elemantary","1","","","","2"
"CDU/CSU","2016","Schleswig-Holstein","in school","1","","","","2"
"CDU/CSU","2016","Schleswig-Holstein","inadequately","","","","","2"
"CDU/CSU","2016","Schleswig-Holstein","general elemantary","10","","","","2"
"CDU/CSU","2016","Schleswig-Holstein","middle vocational","62","0.389978307515958","0.314870782993479","0.465085832038438","2"
"CDU/CSU","2016","Hamburg","vocational + Abi","4","","","","2"
"CDU/CSU","2016","Hamburg","higher vocational","5","","","","2"
"CDU/CSU","2016","Hamburg","higher education","19","","","","2"
"CDU/CSU","2016","Lower Saxony","in school","1","","","","2"
"CDU/CSU","2016","Berlin","higher education","45","0.207419485203943","0.152711170687621","0.262127799720266","2"
"CDU/CSU","2016","Brandenburg","in school","3","","","","2"
"CDU/CSU","2016","Brandenburg","inadequately","","","","","2"
"CDU/CSU","2016","Brandenburg","general elemantary","3","","","","2"
"CDU/CSU","2016","Brandenburg","middle vocational","23","","","","2"
"CDU/CSU","2016","Brandenburg","vocational + Abi","5","","","","2"
"CDU/CSU","2016","Brandenburg","higher vocational","9","","","","2"
"CDU/CSU","2016","Hamburg","inadequately","","","","","2"
"CDU/CSU","2016","Hamburg","general elemantary","1","","","","2"
"CDU/CSU","2016","Hamburg","middle vocational","24","","","","2"
"CDU/CSU","2016","Schleswig-Holstein","vocational + Abi","7","","","","2"
"CDU/CSU","2016","Schleswig-Holstein","higher vocational","10","","","","2"
"CDU/CSU","2016","Schleswig-Holstein","higher education","38","0.518030530804139","0.416477226470891","0.619583835137387","2"
"CDU/CSU","2016","Hamburg","in school","","","","","2"
"FDP","2016","Bremen","in school","","","","","3"
"FDP","2016","Bremen","inadequately","","","","","3"
"FDP","2016","Bremen","general elemantary","","","","","3"
"FDP","2016","Bremen","middle vocational","","","","","3"
"FDP","2016","Hesse","higher vocational","2","","","","3"
"FDP","2016","Hesse","middle vocational","5","","","","3"
"FDP","2016","Hesse","vocational + Abi","1","","","","3"
"FDP","2016","Baden-Württemberg","vocational + Abi","1","","","","3"
"FDP","2016","Baden-Württemberg","higher vocational","2","","","","3"
"FDP","2016","Schleswig-Holstein","vocational + Abi","","","","","3"
"FDP","2016","Schleswig-Holstein","higher vocational","","","","","3"
"FDP","2016","Schleswig-Holstein","higher education","5","","","","3"
"FDP","2016","Hamburg","in school","","","","","3"
"FDP","2016","Hamburg","inadequately","","","","","3"
"FDP","2016","Hamburg","general elemantary","","","","","3"
"FDP","2016","Hamburg","middle vocational","4","","","","3"
"FDP","2016","Hamburg","vocational + Abi","","","","","3"
"FDP","2016","Lower Saxony","higher education","9","","","","3"
"FDP","2016","Bremen","vocational + Abi","","","","","3"
"FDP","2016","Bremen","higher vocational","","","","","3"
"FDP","2016","Bremen","higher education","","","","","3"
"FDP","2016","North Rhine-Westphalia","in school","","","","","3"
"FDP","2016","North Rhine-Westphalia","inadequately","","","","","3"
"FDP","2016","North Rhine-Westphalia","middle vocational","20","","","","3"
"FDP","2016","North Rhine-Westphalia","vocational + Abi","12","","","","3"
"FDP","2016","North Rhine-Westphalia","higher vocational","","","","","3"
"FDP","2016","North Rhine-Westphalia","higher education","42","0.0873797981744535","0.0647275410233365","0.11003205532557","3"
"FDP","2016","Hesse","in school","","","","","3"
"FDP","2016","Hesse","inadequately","","","","","3"
"FDP","2016","Hesse","general elemantary","1","","","","3"
"FDP","2016","Baden-Württemberg","general elemantary","1","","","","3"
"FDP","2016","Baden-Württemberg","middle vocational","15","","","","3"
"FDP","2016","Berlin","higher education","11","","","","3"
"FDP","2016","Brandenburg","in school","","","","","3"
"FDP","2016","Brandenburg","inadequately","","","","","3"
"FDP","2016","Brandenburg","general elemantary","1","","","","3"
"FDP","2016","Saxony-Anhalt","vocational + Abi","","","","","3"
"FDP","2016","Saxony-Anhalt","higher vocational","","","","","3"
"FDP","2016","Thuringia","inadequately","","","","","3"
"FDP","2016","Thuringia","general elemantary","","","","","3"
"FDP","2016","Thuringia","middle vocational","1","","","","3"
"FDP","2016","Thuringia","vocational + Abi","","","","","3"
"FDP","2016","Thuringia","higher vocational","1","","","","3"
"FDP","2016","Thuringia","higher education","1","","","","3"
"FDP","2016","Saxony-Anhalt","higher education","8","","","","3"
"FDP","2016","Thuringia","in school","","","","","3"
"FDP","2016","Schleswig-Holstein","in school","","","","","3"
"FDP","2016","Schleswig-Holstein","inadequately","","","","","3"
"FDP","2016","Schleswig-Holstein","general elemantary","","","","","3"
"FDP","2016","Schleswig-Holstein","middle vocational","3","","","","3"
"FDP","2016","Hamburg","higher vocational","","","","","3"
"FDP","2016","Hamburg","higher education","2","","","","3"
"FDP","2016","Lower Saxony","inadequately","","","","","3"
"FDP","2016","Lower Saxony","general elemantary","1","","","","3"
"FDP","2016","Lower Saxony","middle vocational","8","","","","3"
"FDP","2016","Lower Saxony","vocational + Abi","","","","","3"
"FDP","2016","Lower Saxony","higher vocational","1","","","","3"
"FDP","2016","North Rhine-Westphalia","general elemantary","1","","","","3"
"FDP","2016","Hesse","higher education","17","","","","3"
"FDP","2016","Rhineland-Palatinate,Saarland","in school","1","","","","3"
"FDP","2016","Baden-Württemberg","higher education","24","","","","3"
"FDP","2016","Bavaria","in school","","","","","3"
"FDP","2016","Bavaria","inadequately","","","","","3"
"FDP","2016","Bavaria","general elemantary","2","","","","3"
"FDP","2016","Lower Saxony","in school","","","","","3"
"FDP","2016","Rhineland-Palatinate,Saarland","inadequately","","","","","3"
"FDP","2016","Rhineland-Palatinate,Saarland","general elemantary","2","","","","3"
"FDP","2016","Baden-Württemberg","inadequately","","","","","3"
"FDP","2016","Bavaria","middle vocational","8","","","","3"
"FDP","2016","Bavaria","vocational + Abi","5","","","","3"
"FDP","2016","Bavaria","higher vocational","2","","","","3"
"FDP","2016","Bavaria","higher education","16","","","","3"
"FDP","2016","Berlin","in school","","","","","3"
"FDP","2016","Berlin","inadequately","","","","","3"
"FDP","2016","Berlin","general elemantary","1","","","","3"
"FDP","2016","Berlin","middle vocational","2","","","","3"
"FDP","2016","Berlin","vocational + Abi","","","","","3"
"FDP","2016","Berlin","higher vocational","","","","","3"
"FDP","2016","Brandenburg","middle vocational","3","","","","3"
"FDP","2016","Brandenburg","vocational + Abi","","","","","3"
"FDP","2016","Brandenburg","higher vocational","1","","","","3"
"FDP","2016","Brandenburg","higher education","4","","","","3"
"FDP","2016","Mecklenburg-Western Pomerania","in school","","","","","3"
"FDP","2016","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"FDP","2016","Mecklenburg-Western Pomerania","general elemantary","","","","","3"
"FDP","2016","Mecklenburg-Western Pomerania","middle vocational","","","","","3"
"FDP","2016","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"FDP","2016","Mecklenburg-Western Pomerania","higher vocational","1","","","","3"
"FDP","2016","Mecklenburg-Western Pomerania","higher education","1","","","","3"
"FDP","2016","Saxony","in school","","","","","3"
"FDP","2016","Saxony","inadequately","","","","","3"
"FDP","2016","Saxony","general elemantary","","","","","3"
"FDP","2016","Saxony","middle vocational","","","","","3"
"FDP","2016","Saxony","vocational + Abi","","","","","3"
"FDP","2016","Saxony","higher vocational","","","","","3"
"FDP","2016","Saxony","higher education","7","","","","3"
"FDP","2016","Saxony-Anhalt","in school","","","","","3"
"FDP","2016","Saxony-Anhalt","inadequately","","","","","3"
"FDP","2016","Saxony-Anhalt","general elemantary","","","","","3"
"FDP","2016","Saxony-Anhalt","middle vocational","2","","","","3"
"FDP","2016","Rhineland-Palatinate,Saarland","middle vocational","9","","","","3"
"FDP","2016","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","3"
"FDP","2016","Rhineland-Palatinate,Saarland","higher vocational","1","","","","3"
"FDP","2016","Rhineland-Palatinate,Saarland","higher education","7","","","","3"
"FDP","2016","Baden-Württemberg","in school","","","","","3"
"NPD","2016","Hesse","inadequately","","","","","6"
"NPD","2016","North Rhine-Westphalia","higher vocational","","","","","6"
"NPD","2016","North Rhine-Westphalia","higher education","","","","","6"
"NPD","2016","Hesse","in school","","","","","6"
"NPD","2016","Hesse","general elemantary","","","","","6"
"NPD","2016","Hesse","middle vocational","6","","","","6"
"NPD","2016","Hesse","vocational + Abi","","","","","6"
"NPD","2016","Hesse","higher vocational","","","","","6"
"NPD","2016","North Rhine-Westphalia","vocational + Abi","1","","","","6"
"NPD","2016","North Rhine-Westphalia","middle vocational","4","","","","6"
"NPD","2016","Hesse","higher education","","","","","6"
"NPD","2016","Rhineland-Palatinate,Saarland","in school","","","","","6"
"NPD","2016","Rhineland-Palatinate,Saarland","inadequately","1","","","","6"
"NPD","2016","Rhineland-Palatinate,Saarland","general elemantary","2","","","","6"
"NPD","2016","Rhineland-Palatinate,Saarland","middle vocational","","","","","6"
"NPD","2016","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","6"
"NPD","2016","Rhineland-Palatinate,Saarland","higher vocational","","","","","6"
"NPD","2016","Rhineland-Palatinate,Saarland","higher education","","","","","6"
"NPD","2016","Baden-Württemberg","in school","","","","","6"
"NPD","2016","Baden-Württemberg","inadequately","","","","","6"
"NPD","2016","Baden-Württemberg","general elemantary","1","","","","6"
"NPD","2016","Baden-Württemberg","middle vocational","1","","","","6"
"NPD","2016","Baden-Württemberg","vocational + Abi","","","","","6"
"NPD","2016","Baden-Württemberg","higher education","1","","","","6"
