"party","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"NPD","2010","35-65 y.","Rural Area","32","0.0219416570257209","0.0154512823218203","0.0284320317296215","6"
"NPD","2010","66 and older","Urban Area","4","","","","6"
"NPD","2010","16-34 y.","Urban Area","57","0.0325934712523224","0.0238926967210761","0.0412942457835687","6"
"NPD","2010","35-65 y.","Urban Area","36","0.0131164482718004","0.00970192832555611","0.0165309682180448","6"
"NPD","2010","16-34 y.","Rural Area","31","0.0593036479865679","0.0410617260925277","0.0775455698806081","6"
"Other","2010","16-34 y.","Urban Area","35","0.0317718973678765","0.0231778346831296","0.0403659600526234","8"
"Other","2010","16-34 y.","Rural Area","12","","","","8"
"Other","2010","66 and older","Rural Area","3","","","","8"
"Other","2010","35-65 y.","Urban Area","37","0.0090091488470745","0.0061734162404262","0.0118448814537228","8"
"Other","2010","35-65 y.","Rural Area","23","","","","8"
"Other","2010","66 and older","Urban Area","4","","","","8"
"PDS/Linke","2010","35-65 y.","Rural Area","245","0.135733735286329","0.120559026716544","0.150908443856113","5"
"PDS/Linke","2010","16-34 y.","Rural Area","77","0.148104316266239","0.120670752779128","0.17553787975335","5"
"PDS/Linke","2010","35-65 y.","Urban Area","250","0.0745918590776816","0.0667068727102079","0.0824768454451554","5"
"PDS/Linke","2010","16-34 y.","Urban Area","107","0.0557757175889252","0.0445310074370401","0.0670204277408102","5"
"PDS/Linke","2010","66 and older","Rural Area","122","0.116248663756339","0.0935799693685014","0.138917358144176","5"
"PDS/Linke","2010","66 and older","Urban Area","80","0.0435330783238013","0.0337376155671754","0.0533285410804273","5"
"SPD","2010","66 and older","Urban Area","586","0.386462058570772","0.363086907035458","0.409837210106086","1"
"SPD","2010","66 and older","Rural Area","237","0.303902939029683","0.271374005044612","0.336431873014755","1"
"SPD","2010","35-65 y.","Rural Area","505","0.261681917584446","0.242207643076287","0.281156192092605","1"
"SPD","2010","16-34 y.","Rural Area","152","0.206396896665276","0.175139095979613","0.237654697350938","1"
"SPD","2010","35-65 y.","Urban Area","1295","0.340278239899029","0.326058682894072","0.354497796903986","1"
"SPD","2010","16-34 y.","Urban Area","467","0.295410593133059","0.27305587559366","0.317765310672458","1"
"AfD","2011","35-65 y.","Rural Area","","","","","7"
"AfD","2011","16-34 y.","Rural Area","","","","","7"
"AfD","2011","16-34 y.","Urban Area","","","","","7"
"AfD","2011","35-65 y.","Urban Area","","","","","7"
"AfD","2011","66 and older","Rural Area","","","","","7"
"AfD","2011","66 and older","Urban Area","","","","","7"
"CDU/CSU","2011","16-34 y.","Rural Area","138","0.395130462402428","0.344699691963753","0.445561232841104","2"
"CDU/CSU","2011","16-34 y.","Urban Area","297","0.265394772477274","0.238416533772285","0.292373011182262","2"
"CDU/CSU","2011","35-65 y.","Rural Area","617","0.420751361186931","0.395650769325321","0.445851953048541","2"
"CDU/CSU","2011","66 and older","Rural Area","433","0.538335399165659","0.505527680052679","0.571143118278639","2"
"CDU/CSU","2011","35-65 y.","Urban Area","1094","0.313855866995662","0.297952809767919","0.329758924223405","2"
"CDU/CSU","2011","66 and older","Urban Area","979","0.475848955314681","0.453867850260927","0.497830060368435","2"
"FDP","2011","35-65 y.","Rural Area","44","0.0232421975721335","0.0155814575330241","0.0309029376112429","3"
"FDP","2011","16-34 y.","Rural Area","11","","","","3"
"FDP","2011","35-65 y.","Urban Area","119","0.0274063114328314","0.0218113275898948","0.0330012952757681","3"
"FDP","2011","66 and older","Urban Area","67","0.0272872407300535","0.0201165853423433","0.0344578961177638","3"
"FDP","2011","66 and older","Rural Area","16","","","","3"
"FDP","2011","16-34 y.","Urban Area","43","0.0310393787824499","0.0204431829073621","0.0416355746575377","3"
"NPD","2011","16-34 y.","Urban Area","25","","","","6"
"NPD","2011","35-65 y.","Rural Area","27","","","","6"
"NPD","2011","66 and older","Rural Area","2","","","","6"
"NPD","2011","66 and older","Urban Area","1","","","","6"
"NPD","2011","35-65 y.","Urban Area","31","0.0123169807205534","0.00853718139326213","0.0160967800478446","6"
"NPD","2011","16-34 y.","Rural Area","21","","","","6"
"Other","2011","16-34 y.","Urban Area","29","","","","8"
"Other","2011","16-34 y.","Rural Area","12","","","","8"
"Other","2011","35-65 y.","Urban Area","34","0.0148813609569874","0.0107320745572504","0.0190306473567244","8"
"Other","2011","35-65 y.","Rural Area","19","","","","8"
"Other","2011","66 and older","Urban Area","7","","","","8"
"Other","2011","66 and older","Rural Area","7","","","","8"
"PDS/Linke","2011","35-65 y.","Rural Area","157","0.11010475454465","0.0941895887917149","0.126019920297586","5"
"PDS/Linke","2011","35-65 y.","Urban Area","166","0.0548586531602181","0.0470553447706909","0.0626619615497453","5"
"PDS/Linke","2011","16-34 y.","Rural Area","33","0.096366819819504","0.0659261406211037","0.126807499017904","5"
"PDS/Linke","2011","16-34 y.","Urban Area","49","0.0410263629553345","0.0289071268427439","0.053145599067925","5"
"PDS/Linke","2011","66 and older","Rural Area","111","0.0886076192969508","0.0699062023915577","0.107309036202344","5"
"PDS/Linke","2011","66 and older","Urban Area","68","0.0322301742640371","0.0244568980648723","0.0400034504632018","5"
"SPD","2011","66 and older","Urban Area","741","0.406177718840218","0.38456183357428","0.427793604106157","1"
"SPD","2011","66 and older","Rural Area","271","0.301871794011327","0.271660791192361","0.332082796830292","1"
"SPD","2011","35-65 y.","Urban Area","1053","0.339312965754121","0.323087172479557","0.355538759028685","1"
"SPD","2011","35-65 y.","Rural Area","406","0.276648921598228","0.253904350911302","0.299393492285155","1"
"SPD","2011","16-34 y.","Rural Area","77","0.216726434143045","0.174224649356099","0.25922821892999","1"
"SPD","2011","16-34 y.","Urban Area","284","0.301858891567975","0.273810110299525","0.329907672836425","1"
"AfD","2012","35-65 y.","Rural Area","","","","","7"
"AfD","2012","66 and older","Urban Area","","","","","7"
"AfD","2012","66 and older","Rural Area","","","","","7"
"AfD","2012","16-34 y.","Rural Area","","","","","7"
"AfD","2012","35-65 y.","Urban Area","","","","","7"
"AfD","2012","16-34 y.","Urban Area","","","","","7"
"CDU/CSU","2012","16-34 y.","Rural Area","142","0.418442126818597","0.364138025599747","0.472746228037447","2"
"CDU/CSU","2012","66 and older","Rural Area","446","0.522991455088606","0.490628518669195","0.555354391508017","2"
"CDU/CSU","2012","16-34 y.","Urban Area","279","0.297036886979361","0.2672328099929","0.326840963965821","2"
"CDU/CSU","2012","35-65 y.","Rural Area","605","0.432106756674797","0.406714383960532","0.457499129389062","2"
"CDU/CSU","2012","35-65 y.","Urban Area","1032","0.315714465397408","0.299172854305157","0.332256076489658","2"
"CDU/CSU","2012","66 and older","Urban Area","1006","0.507899041742367","0.485939247675875","0.52985883580886","2"
"FDP","2012","35-65 y.","Rural Area","36","0.0202614606458037","0.0130393377247843","0.0274835835668231","3"
"FDP","2012","16-34 y.","Rural Area","3","","","","3"
"FDP","2012","35-65 y.","Urban Area","82","0.0193753196057819","0.0144697693064915","0.0242808699050723","3"
"FDP","2012","66 and older","Urban Area","62","0.0214262896328372","0.0150659146793053","0.027786664586369","3"
"FDP","2012","66 and older","Rural Area","16","","","","3"
"FDP","2012","16-34 y.","Urban Area","29","","","","3"
"NPD","2012","16-34 y.","Urban Area","24","","","","6"
"NPD","2012","16-34 y.","Rural Area","10","","","","6"
"NPD","2012","35-65 y.","Urban Area","28","","","","6"
"NPD","2012","66 and older","Urban Area","2","","","","6"
"NPD","2012","35-65 y.","Rural Area","22","","","","6"
"NPD","2012","66 and older","Rural Area","1","","","","6"
"Other","2012","16-34 y.","Urban Area","13","","","","8"
"Other","2012","16-34 y.","Rural Area","5","","","","8"
"Other","2012","35-65 y.","Rural Area","16","","","","8"
"Other","2012","35-65 y.","Urban Area","14","","","","8"
"Other","2012","66 and older","Urban Area","3","","","","8"
"Other","2012","66 and older","Rural Area","6","","","","8"
"PDS/Linke","2012","16-34 y.","Urban Area","43","0.043078069350011","0.0298355509418009","0.056320587758221","5"
"PDS/Linke","2012","16-34 y.","Rural Area","17","","","","5"
"PDS/Linke","2012","66 and older","Urban Area","69","0.0325904893644662","0.0247910555294741","0.0403899231994582","5"
"PDS/Linke","2012","35-65 y.","Urban Area","154","0.0566306986025854","0.0484048878205462","0.0648565093846247","5"
"PDS/Linke","2012","35-65 y.","Rural Area","146","0.0996171766615098","0.0842655245625227","0.114968828760497","5"
"PDS/Linke","2012","66 and older","Rural Area","101","0.0802621087771404","0.0626575612848661","0.0978666562694146","5"
"SPD","2012","66 and older","Urban Area","733","0.382444654803026","0.361097760424914","0.403791549181138","1"
"SPD","2012","35-65 y.","Urban Area","1049","0.354426791416533","0.33740332858582","0.371450254247245","1"
"SPD","2012","66 and older","Rural Area","307","0.330126898344772","0.299656770990243","0.360597025699301","1"
"SPD","2012","16-34 y.","Rural Area","69","0.232867858371897","0.186340507677687","0.279395209066107","1"
"SPD","2012","35-65 y.","Rural Area","446","0.310567734216009","0.286848625051239","0.33428684338078","1"
"SPD","2012","16-34 y.","Urban Area","262","0.308944047007602","0.278806997069658","0.339081096945546","1"
"AfD","2013","16-34 y.","Rural Area","","","","","7"
"AfD","2013","16-34 y.","Urban Area","","","","","7"
"AfD","2013","35-65 y.","Urban Area","","","","","7"
"AfD","2013","35-65 y.","Rural Area","","","","","7"
"AfD","2013","66 and older","Urban Area","","","","","7"
"AfD","2013","66 and older","Rural Area","","","","","7"
"CDU/CSU","2013","16-34 y.","Urban Area","407","0.297135047333483","0.272235363239712","0.322034731427254","2"
"CDU/CSU","2013","16-34 y.","Rural Area","153","0.445954113500181","0.394391854326373","0.497516372673989","2"
"CDU/CSU","2013","66 and older","Rural Area","442","0.505284787323968","0.47238205038216","0.538187524265776","2"
"CDU/CSU","2013","66 and older","Urban Area","1015","0.506008190600699","0.484145844258827","0.52787053694257","2"
"CDU/CSU","2013","35-65 y.","Rural Area","727","0.473363887253582","0.448658623271508","0.498069151235655","2"
"CDU/CSU","2013","35-65 y.","Urban Area","1218","0.349950942353885","0.333944902957715","0.365956981750056","2"
"FDP","2013","35-65 y.","Rural Area","36","0.0191198536298865","0.0123436433753199","0.0258960638844531","3"
"FDP","2013","16-34 y.","Rural Area","3","","","","3"
"FDP","2013","35-65 y.","Urban Area","105","0.0283553689937494","0.0227850686741763","0.0339256693133226","3"
"FDP","2013","66 and older","Urban Area","69","0.0273111902425251","0.0201840484974817","0.0344383319875685","3"
"FDP","2013","66 and older","Rural Area","16","","","","3"
"FDP","2013","16-34 y.","Urban Area","43","0.0336580444343423","0.0238317265314365","0.0434843623372482","3"
"NPD","2013","35-65 y.","Rural Area","15","","","","6"
"NPD","2013","16-34 y.","Urban Area","16","","","","6"
"NPD","2013","16-34 y.","Rural Area","6","","","","6"
"NPD","2013","35-65 y.","Urban Area","22","","","","6"
"NPD","2013","66 and older","Urban Area","4","","","","6"
"NPD","2013","66 and older","Rural Area","","","","","6"
"Other","2013","35-65 y.","Rural Area","21","","","","8"
"Other","2013","16-34 y.","Urban Area","20","","","","8"
"Other","2013","16-34 y.","Rural Area","6","","","","8"
"Other","2013","35-65 y.","Urban Area","32","0.0110340608551119","0.00752843481725906","0.0145396868929647","8"
"Other","2013","66 and older","Urban Area","12","","","","8"
"Other","2013","66 and older","Rural Area","9","","","","8"
"PDS/Linke","2013","16-34 y.","Rural Area","21","","","","5"
"PDS/Linke","2013","16-34 y.","Urban Area","64","0.0496125608734991","0.0377814065532162","0.0614437151937821","5"
"PDS/Linke","2013","35-65 y.","Rural Area","129","0.0852534643794155","0.0714355332434465","0.0990713955153845","5"
"PDS/Linke","2013","35-65 y.","Urban Area","163","0.0453704600850532","0.0383863470849595","0.0523545730851469","5"
"PDS/Linke","2013","66 and older","Urban Area","64","0.0274917249933461","0.0203417294550551","0.0346417205316371","5"
"PDS/Linke","2013","66 and older","Rural Area","98","0.0816442297477329","0.0636242412788048","0.099664218216661","5"
"SPD","2013","66 and older","Urban Area","721","0.372230141132959","0.351092130054939","0.39336815221098","1"
"SPD","2013","66 and older","Rural Area","277","0.321498665221261","0.290762391058223","0.3522349393843","1"
"SPD","2013","16-34 y.","Rural Area","97","0.239488958680645","0.195218961674397","0.283758955686893","1"
"SPD","2013","35-65 y.","Urban Area","1147","0.340052001180146","0.32415428435463","0.355949718005661","1"
"SPD","2013","16-34 y.","Urban Area","446","0.343946269266891","0.318064380932008","0.369828157601774","1"
"SPD","2013","35-65 y.","Rural Area","439","0.273085126361684","0.251039247320726","0.295131005402642","1"
"AfD","2014","16-34 y.","Rural Area","9","","","","7"
"AfD","2014","66 and older","Urban Area","32","0.0152915719029369","0.0099989855071947","0.0205841582986791","7"
"AfD","2014","16-34 y.","Urban Area","30","0.0129499754636335","0.00716649706493574","0.0187334538623314","7"
"AfD","2014","35-65 y.","Urban Area","82","0.0162795805189605","0.0125825670503828","0.0199765939875382","7"
"AfD","2014","35-65 y.","Rural Area","50","0.0195535216193234","0.0137558803381026","0.0253511629005441","7"
"AfD","2014","66 and older","Rural Area","6","","","","7"
"CDU/CSU","2014","16-34 y.","Rural Area","239","0.481276320014152","0.437954875936627","0.524597764091676","2"
"CDU/CSU","2014","16-34 y.","Urban Area","456","0.304099558438064","0.280567142606038","0.32763197427009","2"
"CDU/CSU","2014","66 and older","Rural Area","484","0.514187047600524","0.483163202533638","0.54521089266741","2"
"CDU/CSU","2014","66 and older","Urban Area","1043","0.511802753920446","0.490243335819792","0.5333621720211","2"
"CDU/CSU","2014","35-65 y.","Rural Area","973","0.436381303310879","0.415615312120731","0.457147294501028","2"
"CDU/CSU","2014","35-65 y.","Urban Area","1609","0.349073575602277","0.335147843924918","0.362999307279636","2"
"FDP","2014","35-65 y.","Rural Area","48","0.0193160776636333","0.0135530473845774","0.0250791079426892","3"
"FDP","2014","35-65 y.","Urban Area","117","0.025825545452741","0.0211917516488525","0.0304593392566294","3"
"FDP","2014","66 and older","Urban Area","64","0.0223125745171251","0.0159422300072013","0.0286829190270489","3"
"FDP","2014","66 and older","Rural Area","14","","","","3"
"FDP","2014","16-34 y.","Rural Area","10","","","","3"
"FDP","2014","16-34 y.","Urban Area","49","0.0320978180980535","0.0230813063387633","0.0411143298573438","3"
"NPD","2014","16-34 y.","Urban Area","28","","","","6"
"NPD","2014","35-65 y.","Rural Area","22","","","","6"
"NPD","2014","16-34 y.","Rural Area","14","","","","6"
"NPD","2014","66 and older","Urban Area","3","","","","6"
"NPD","2014","35-65 y.","Urban Area","31","0.00845213442817594","0.00577768971534849","0.0111265791410034","6"
"NPD","2014","66 and older","Rural Area","1","","","","6"
"Other","2014","35-65 y.","Rural Area","24","","","","8"
"Other","2014","66 and older","Urban Area","4","","","","8"
"Other","2014","66 and older","Rural Area","10","","","","8"
"Other","2014","16-34 y.","Urban Area","11","","","","8"
"Other","2014","16-34 y.","Rural Area","13","","","","8"
"Other","2014","35-65 y.","Urban Area","44","0.0105968216998771","0.0076054660626665","0.0135881773370876","8"
"PDS/Linke","2014","16-34 y.","Rural Area","33","0.0375876492850061","0.0210968837179358","0.0540784148520764","5"
"PDS/Linke","2014","16-34 y.","Urban Area","140","0.0942867978781603","0.0793380142551868","0.109235581501134","5"
"PDS/Linke","2014","35-65 y.","Rural Area","236","0.112267503305248","0.099048613154994","0.125486393455502","5"
"PDS/Linke","2014","35-65 y.","Urban Area","292","0.058241221927939","0.0513992913691032","0.0650831524867748","5"
"PDS/Linke","2014","66 and older","Rural Area","125","0.10045087515208","0.0817918127578778","0.119109937546282","5"
"PDS/Linke","2014","66 and older","Urban Area","88","0.0367256629219799","0.0286132904986882","0.0448380353452715","5"
"SPD","2014","66 and older","Urban Area","718","0.358802297355998","0.3381146240469","0.379489970665095","1"
"SPD","2014","66 and older","Rural Area","317","0.314735734143891","0.285908526145979","0.343562942141802","1"
"SPD","2014","16-34 y.","Rural Area","126","0.249118254594199","0.211618693007492","0.286617816180905","1"
"SPD","2014","35-65 y.","Urban Area","1400","0.33167215511424","0.317917716520216","0.345426593708263","1"
"SPD","2014","16-34 y.","Urban Area","450","0.32068924395375","0.296813247501287","0.344565240406214","1"
"SPD","2014","35-65 y.","Rural Area","577","0.278593970987767","0.259822312571673","0.297365629403861","1"
"AfD","2015","16-34 y.","Rural Area","20","","","","7"
"AfD","2015","35-65 y.","Urban Area","89","0.0256608287314246","0.0206386745492992","0.03068298291355","7"
"AfD","2015","66 and older","Rural Area","22","","","","7"
"AfD","2015","35-65 y.","Rural Area","66","0.0428122910503937","0.0336051471601006","0.0520194349406868","7"
"AfD","2015","66 and older","Urban Area","40","0.0204557073057363","0.0141905989884242","0.0267208156230483","7"
"AfD","2015","16-34 y.","Urban Area","36","0.0381927794669752","0.0272894940537487","0.0490960648802016","7"
"CDU/CSU","2015","16-34 y.","Rural Area","183","0.500360683526905","0.452768563186846","0.547952803866963","2"
"CDU/CSU","2015","16-34 y.","Urban Area","363","0.303909155147025","0.277743742751393","0.330074567542658","2"
"CDU/CSU","2015","35-65 y.","Urban Area","1360","0.358109615108229","0.342881784147362","0.373337446069097","2"
"CDU/CSU","2015","35-65 y.","Rural Area","817","0.43297701784265","0.410441118589537","0.455512917095763","2"
"CDU/CSU","2015","66 and older","Urban Area","968","0.505118932909047","0.482990200492309","0.527247665325785","2"
"CDU/CSU","2015","66 and older","Rural Area","455","0.522265765385249","0.490145494781826","0.554386035988671","2"
"FDP","2015","35-65 y.","Rural Area","39","0.0180095058488543","0.0119610198543821","0.0240579918433265","3"
"FDP","2015","66 and older","Rural Area","13","","","","3"
"FDP","2015","35-65 y.","Urban Area","98","0.0211822506245472","0.0166088779740208","0.0257556232750735","3"
"FDP","2015","66 and older","Urban Area","80","0.0326168571451819","0.0247549192721003","0.0404787950182635","3"
"FDP","2015","16-34 y.","Rural Area","5","","","","3"
"FDP","2015","16-34 y.","Urban Area","35","0.0341949013480353","0.0238566245458767","0.044533178150194","3"
"NPD","2015","16-34 y.","Urban Area","25","","","","6"
"NPD","2015","35-65 y.","Rural Area","26","","","","6"
"NPD","2015","16-34 y.","Rural Area","14","","","","6"
"NPD","2015","66 and older","Urban Area","2","","","","6"
"NPD","2015","35-65 y.","Urban Area","29","","","","6"
"NPD","2015","66 and older","Rural Area","2","","","","6"
"Other","2015","35-65 y.","Rural Area","18","","","","8"
"Other","2015","66 and older","Urban Area","6","","","","8"
"Other","2015","66 and older","Rural Area","8","","","","8"
"Other","2015","16-34 y.","Urban Area","22","","","","8"
"Other","2015","16-34 y.","Rural Area","10","","","","8"
"Other","2015","35-65 y.","Urban Area","34","0.00891670826233658","0.00593093395046797","0.0119024825742052","8"
"PDS/Linke","2015","35-65 y.","Rural Area","215","0.114050921198941","0.0995933307388806","0.128508511659","5"
"PDS/Linke","2015","16-34 y.","Rural Area","46","0.0699631831935492","0.045683108766738","0.0942432576203604","5"
"PDS/Linke","2015","16-34 y.","Urban Area","120","0.093377968887304","0.0768256792457793","0.109930258528829","5"
"PDS/Linke","2015","35-65 y.","Urban Area","258","0.0570892514898352","0.0497201915543641","0.0644583114253062","5"
"PDS/Linke","2015","66 and older","Rural Area","104","0.0810181969542413","0.0634719201289191","0.0985644737795635","5"
"PDS/Linke","2015","66 and older","Urban Area","79","0.0350049285959329","0.0268703241477851","0.0431395330440808","5"
"SPD","2015","16-34 y.","Urban Area","318","0.261366813998855","0.236371283324801","0.286362344672909","1"
"SPD","2015","66 and older","Rural Area","281","0.304566086860052","0.274971727815629","0.334160445904475","1"
"SPD","2015","16-34 y.","Rural Area","81","0.129001304284238","0.0970954067801093","0.160907201788367","1"
"SPD","2015","66 and older","Urban Area","683","0.352662300211124","0.331515032547212","0.373809567875036","1"
"SPD","2015","35-65 y.","Rural Area","456","0.255885391886946","0.236038852011155","0.275731931762737","1"
"SPD","2015","35-65 y.","Urban Area","1167","0.319368816370102","0.304560632548339","0.334177000191865","1"
"AfD","2016","35-65 y.","Urban Area","167","0.0521414760918359","0.0448015183100375","0.0594814338736343","7"
"AfD","2016","66 and older","Rural Area","35","0.0305333563926271","0.0190412344873324","0.0420254782979218","7"
"AfD","2016","16-34 y.","Rural Area","37","0.119881126304746","0.08687286143902","0.152889391170472","7"
"AfD","2016","35-65 y.","Rural Area","148","0.0774408083418947","0.0648053147580893","0.0900763019257001","7"
"AfD","2016","66 and older","Urban Area","46","0.024428103081091","0.0172845975679565","0.0315716085942255","7"
"AfD","2016","16-34 y.","Urban Area","84","0.0796517932394459","0.0633293765183463","0.0959742099605454","7"
"CDU/CSU","2016","16-34 y.","Rural Area","136","0.395167907660345","0.345487532336308","0.444848282984381","2"
"CDU/CSU","2016","66 and older","Rural Area","430","0.536268880470689","0.502959164182644","0.569578596758735","2"
"CDU/CSU","2016","66 and older","Urban Area","876","0.505776713448708","0.482641266769976","0.528912160127441","2"
"CDU/CSU","2016","16-34 y.","Urban Area","294","0.270222358461118","0.243451240097224","0.296993476825013","2"
"CDU/CSU","2016","35-65 y.","Rural Area","726","0.421181564015929","0.397840749528287","0.444522378503572","2"
"CDU/CSU","2016","35-65 y.","Urban Area","1211","0.331312048117692","0.315771708524206","0.346852387711178","2"
"FDP","2016","16-34 y.","Rural Area","5","","","","3"
"FDP","2016","35-65 y.","Rural Area","32","0.0169750950515939","0.0108685084502711","0.0230816816529166","3"
"FDP","2016","16-34 y.","Urban Area","29","","","","3"
"FDP","2016","35-65 y.","Urban Area","104","0.0324714819291407","0.0266193638116489","0.0383236000466325","3"
"FDP","2016","66 and older","Rural Area","20","","","","3"
"FDP","2016","66 and older","Urban Area","90","0.0393963572453659","0.0303943984697713","0.0483983160209605","3"
"NPD","2016","35-65 y.","Rural Area","21","","","","6"
"NPD","2016","16-34 y.","Urban Area","17","","","","6"
"NPD","2016","35-65 y.","Urban Area","23","","","","6"
"NPD","2016","66 and older","Urban Area","","","","","6"
"NPD","2016","16-34 y.","Rural Area","9","","","","6"
"NPD","2016","66 and older","Rural Area","1","","","","6"
"Other","2016","35-65 y.","Rural Area","19","","","","8"
"Other","2016","66 and older","Urban Area","3","","","","8"
"Other","2016","66 and older","Rural Area","5","","","","8"
"Other","2016","16-34 y.","Urban Area","24","","","","8"
"Other","2016","16-34 y.","Rural Area","13","","","","8"
"Other","2016","35-65 y.","Urban Area","37","0.00970972283709686","0.00647218527895766","0.0129472603952361","8"
"PDS/Linke","2016","16-34 y.","Urban Area","110","0.106234667336143","0.0876585270946866","0.1248108075776","5"
"PDS/Linke","2016","16-34 y.","Rural Area","37","0.0636034267919354","0.0388037062813355","0.0884031473025352","5"
"PDS/Linke","2016","35-65 y.","Rural Area","160","0.0904472735382642","0.0768884554939642","0.104006091582564","5"
"PDS/Linke","2016","35-65 y.","Urban Area","228","0.0567187626880997","0.0490819152761634","0.0643556101000359","5"
"PDS/Linke","2016","66 and older","Rural Area","88","0.08045867626994","0.0622901968050018","0.0986271557348781","5"
"PDS/Linke","2016","66 and older","Urban Area","80","0.0332535961067086","0.0249567609198968","0.0415504312935204","5"
"SPD","2016","35-65 y.","Urban Area","976","0.289095822817206","0.274128070688961","0.304063574945451","1"
"SPD","2016","66 and older","Urban Area","580","0.32525278659157","0.303574850354694","0.346930722828446","1"
"SPD","2016","66 and older","Rural Area","242","0.283851160046415","0.253735422866107","0.313966897226722","1"
"SPD","2016","16-34 y.","Rural Area","70","0.183857859801286","0.144493732959604","0.223221986642968","1"
"SPD","2016","16-34 y.","Urban Area","242","0.232605459088475","0.207135402983967","0.258075515192984","1"
"SPD","2016","35-65 y.","Rural Area","371","0.232803292820155","0.212825013667491","0.252781571972819","1"
"AfD","2017","35-65 y.","Urban Area","210","0.0696046888853969","0.0619439724408898","0.0772654053299039","7"
"AfD","2017","66 and older","Rural Area","34","0.0286355696274317","0.01817230537483","0.0390988338800334","7"
"AfD","2017","16-34 y.","Urban Area","52","0.0537142259522984","0.0418105992568931","0.0656178526477037","7"
"AfD","2017","16-34 y.","Rural Area","33","0.0966664251120969","0.0708934646757795","0.122439385548414","7"
"AfD","2017","66 and older","Urban Area","41","0.0179673581192765","0.0118630448203505","0.0240716714182025","7"
"AfD","2017","35-65 y.","Rural Area","142","0.0780707584563655","0.0661294427406268","0.0900120741721041","7"
"CDU/CSU","2017","16-34 y.","Rural Area","188","0.379672872496992","0.337345864247054","0.421999880746931","2"
"CDU/CSU","2017","66 and older","Rural Area","454","0.504105816258223","0.472738414707735","0.535473217808712","2"
"CDU/CSU","2017","66 and older","Urban Area","828","0.453709558861853","0.430830797585176","0.476588320138529","2"
"CDU/CSU","2017","35-65 y.","Urban Area","1524","0.311652179470466","0.297709204820651","0.325595154120281","2"
"CDU/CSU","2017","16-34 y.","Urban Area","485","0.307872528144582","0.283499920622086","0.332245135667079","2"
"CDU/CSU","2017","35-65 y.","Rural Area","820","0.406178089274326","0.384318321615233","0.428037856933419","2"
"FDP","2017","16-34 y.","Rural Area","10","","","","3"
"FDP","2017","35-65 y.","Rural Area","61","0.0285120932073148","0.0211042388217854","0.0359199475928443","3"
"FDP","2017","35-65 y.","Urban Area","173","0.0432879611349191","0.0371617696443022","0.0494141526255359","3"
"FDP","2017","66 and older","Urban Area","101","0.0507454108914506","0.0406593524355627","0.0608314693473386","3"
"FDP","2017","66 and older","Rural Area","23","","","","3"
"FDP","2017","16-34 y.","Urban Area","61","0.0425159574357678","0.0318631215515898","0.0531687933199458","3"
"NPD","2017","16-34 y.","Rural Area","9","","","","6"
"NPD","2017","35-65 y.","Rural Area","32","0.0145536028937465","0.0092231887842324","0.0198840170032606","6"
"NPD","2017","16-34 y.","Urban Area","15","","","","6"
"NPD","2017","35-65 y.","Urban Area","30","0.00511360096356789","0.00296643038737684","0.00726077153975894","6"
"NPD","2017","66 and older","Rural Area","","","","","6"
"NPD","2017","66 and older","Urban Area","1","","","","6"
"Other","2017","16-34 y.","Urban Area","41","0.031182529050811","0.0220055417436953","0.0403595163579266","8"
"Other","2017","16-34 y.","Rural Area","8","","","","8"
"Other","2017","35-65 y.","Urban Area","50","0.0127584492393665","0.00937992498901008","0.0161369734897228","8"
"Other","2017","35-65 y.","Rural Area","13","","","","8"
"Other","2017","66 and older","Urban Area","2","","","","8"
"Other","2017","66 and older","Rural Area","5","","","","8"
"PDS/Linke","2017","16-34 y.","Rural Area","52","0.0821968479014973","0.0582413745852635","0.106152321217731","5"
"PDS/Linke","2017","16-34 y.","Urban Area","147","0.136345804605759","0.118227635228821","0.154463973982697","5"
"PDS/Linke","2017","35-65 y.","Urban Area","276","0.0685742984518618","0.0609662866406855","0.0761823102630382","5"
"PDS/Linke","2017","35-65 y.","Rural Area","155","0.0725019362282652","0.0609596857476411","0.0840441867088894","5"
"PDS/Linke","2017","66 and older","Urban Area","84","0.0347948531007279","0.0263731668130207","0.0432165393884352","5"
"PDS/Linke","2017","66 and older","Rural Area","103","0.0761362009309488","0.059497371933715","0.0927750299281825","5"
"SPD","2017","16-34 y.","Rural Area","121","0.169380445146298","0.136666334928108","0.202094555364487","1"
"SPD","2017","66 and older","Urban Area","657","0.383840272667183","0.361491500631419","0.406189044702947","1"
"SPD","2017","35-65 y.","Urban Area","1276","0.332338968216428","0.31815868088361","0.346519255549247","1"
"SPD","2017","66 and older","Rural Area","314","0.332454136745702","0.302899229051674","0.362009044439729","1"
"SPD","2017","16-34 y.","Urban Area","331","0.252950487351526","0.229998730422449","0.275902244280604","1"
"SPD","2017","35-65 y.","Rural Area","497","0.275988334763605","0.256091805210904","0.295884864316307","1"
"AfD","2018","16-34 y.","Urban Area","74","0.0650654615546114","0.0528026954959589","0.0773282276132639","7"
"AfD","2018","16-34 y.","Rural Area","55","0.14979907274911","0.12042447614278","0.17917366935544","7"
"AfD","2018","35-65 y.","Urban Area","280","0.0781926069191751","0.0700866598194562","0.0862985540188939","7"
"AfD","2018","35-65 y.","Rural Area","204","0.109508138288407","0.0955072392870055","0.123509037289809","7"
